"Status","Year","Organisation","Region_ITL1","Region_ITL3","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Government Legal Department","London","Westminster","Female","1585","1445","55990","53390"
"In post","2023","Government Legal Department","London","Westminster","Male","800","785","56570","53600"
"In post","2023","Government Legal Department","North West (England)","Manchester","Female","5","5","[c]","[c]"
"In post","2023","Government Legal Department","North West (England)","Manchester","Male","[c]","[c]","[c]","[c]"
"In post","2023","Government Legal Department","South West (England)","Bath and North East Somerset, North Somerset and South Gloucestershire","Female","20","15","[c]","[c]"
"In post","2023","Government Legal Department","South West (England)","Bath and North East Somerset, North Somerset and South Gloucestershire","Male","10","10","[c]","[c]"
"In post","2023","Government Legal Department","South West (England)","Bristol, City of","Female","30","25","[c]","[c]"
"In post","2023","Government Legal Department","South West (England)","Bristol, City of","Male","20","20","[c]","[c]"
"In post","2023","Government Legal Department","Yorkshire and The Humber","Leeds","Female","110","100","52570","51830"
"In post","2023","Government Legal Department","Yorkshire and The Humber","Leeds","Male","50","50","53150","52020"
"In post","2023","Government Property Agency","East Midlands (England)","Nottingham","Female","15","15","[c]","[c]"
"In post","2023","Government Property Agency","East Midlands (England)","Nottingham","Male","20","15","[c]","[c]"
"In post","2023","Government Property Agency","East of England","Norwich and East Norfolk","Female","[c]","[c]","[c]","[c]"
"In post","2023","Government Property Agency","East of England","Norwich and East Norfolk","Male","[c]","[c]","[c]","[c]"
"In post","2023","Government Property Agency","London","Westminster","Female","45","40","51380","55790"
"In post","2023","Government Property Agency","London","Westminster","Male","75","70","54610","56150"
"In post","2023","Government Property Agency","North West (England)","East Cumbria","Female","[c]","[c]","[c]","[c]"
"In post","2023","Government Property Agency","North West (England)","East Cumbria","Male","[c]","[c]","[c]","[c]"
"In post","2023","Government Property Agency","North West (England)","Manchester","Female","15","15","[c]","[c]"
"In post","2023","Government Property Agency","North West (England)","Manchester","Male","30","30","50680","51020"
"In post","2023","Government Property Agency","South West (England)","Bristol, City of","Female","15","15","[c]","[c]"
"In post","2023","Government Property Agency","South West (England)","Bristol, City of","Male","5","5","[c]","[c]"
"In post","2023","Government Property Agency","South West (England)","Swindon","Female","5","5","[c]","[c]"
"In post","2023","Government Property Agency","South West (England)","Swindon","Male","[c]","[c]","[c]","[c]"
"In post","2023","Government Property Agency","Wales","Monmouthshire and Newport","Female","10","10","[c]","[c]"
"In post","2023","Government Property Agency","Wales","Monmouthshire and Newport","Male","[c]","[c]","[c]","[c]"
"In post","2023","Government Property Agency","West Midlands (England)","Birmingham","Female","40","40","41060","38420"
"In post","2023","Government Property Agency","West Midlands (England)","Birmingham","Male","45","45","52970","50610"
"In post","2023","Government Property Agency","Yorkshire and The Humber","Leeds","Female","35","35","48300","50200"
"In post","2023","Government Property Agency","Yorkshire and The Humber","Leeds","Male","30","30","[c]","[c]"
"In post","2023","HM Courts and Tribunals Service","East Midlands (England)","Derby","Female","95","80","24930","21780"
"In post","2023","HM Courts and Tribunals Service","East Midlands (England)","Derby","Male","25","25","[c]","[c]"
"In post","2023","HM Courts and Tribunals Service","East Midlands (England)","East Derbyshire","Female","10","10","[c]","[c]"
"In post","2023","HM Courts and Tribunals Service","East Midlands (England)","East Derbyshire","Male","[c]","[c]","[c]","[c]"
"In post","2023","HM Courts and Tribunals Service","East Midlands (England)","Leicester","Female","270","235","25810","21780"
"In post","2023","HM Courts and Tribunals Service","East Midlands (England)","Leicester","Male","160","155","24650","21780"
"In post","2023","HM Courts and Tribunals Service","East Midlands (England)","Leicestershire CC and Rutland","Female","190","150","23210","21780"
"In post","2023","HM Courts and Tribunals Service","East Midlands (England)","Leicestershire CC and Rutland","Male","65","60","24280","21780"
"In post","2023","HM Courts and Tribunals Service","East Midlands (England)","Lincolnshire CC","Female","80","70","26170","21780"
"In post","2023","HM Courts and Tribunals Service","East Midlands (England)","Lincolnshire CC","Male","30","30","27460","21780"
"In post","2023","HM Courts and Tribunals Service","East Midlands (England)","North Northamptonshire","Female","[c]","[c]","[c]","[c]"
"In post","2023","HM Courts and Tribunals Service","East Midlands (England)","North Northamptonshire","Male","[c]","[c]","[c]","[c]"
"In post","2023","HM Courts and Tribunals Service","East Midlands (England)","North Nottinghamshire","Female","15","15","[c]","[c]"
"In post","2023","HM Courts and Tribunals Service","East Midlands (England)","North Nottinghamshire","Male","5","5","[c]","[c]"
"In post","2023","HM Courts and Tribunals Service","East Midlands (England)","Nottingham","Female","165","150","25820","21780"
"In post","2023","HM Courts and Tribunals Service","East Midlands (England)","Nottingham","Male","70","70","29840","21780"
"In post","2023","HM Courts and Tribunals Service","East Midlands (England)","West Northamptonshire","Female","260","225","24330","21780"
"In post","2023","HM Courts and Tribunals Service","East Midlands (England)","West Northamptonshire","Male","90","85","27210","21780"
"In post","2023","HM Courts and Tribunals Service","East of England","Bedford","Female","35","30","25750","21780"
"In post","2023","HM Courts and Tribunals Service","East of England","Bedford","Male","10","10","[c]","[c]"
"In post","2023","HM Courts and Tribunals Service","East of England","Cambridgeshire CC","Female","40","40","26510","21780"
"In post","2023","HM Courts and Tribunals Service","East of England","Cambridgeshire CC","Male","15","10","[c]","[c]"
"In post","2023","HM Courts and Tribunals Service","East of England","Essex Haven Gateway","Female","10","10","[c]","[c]"
"In post","2023","HM Courts and Tribunals Service","East of England","Essex Haven Gateway","Male","5","5","[c]","[c]"
"In post","2023","HM Courts and Tribunals Service","East of England","Essex Thames Gateway","Female","45","40","26470","21780"
"In post","2023","HM Courts and Tribunals Service","East of England","Essex Thames Gateway","Male","10","10","[c]","[c]"
"In post","2023","HM Courts and Tribunals Service","East of England","Heart of Essex","Female","100","85","25980","21780"
"In post","2023","HM Courts and Tribunals Service","East of England","Heart of Essex","Male","30","30","25850","21780"
"In post","2023","HM Courts and Tribunals Service","East of England","Hertfordshire CC","Female","130","115","28360","25480"
"In post","2023","HM Courts and Tribunals Service","East of England","Hertfordshire CC","Male","40","40","27390","25480"
"In post","2023","HM Courts and Tribunals Service","East of England","Luton","Female","85","70","25150","21780"
"In post","2023","HM Courts and Tribunals Service","East of England","Luton","Male","25","25","[c]","[c]"
"In post","2023","HM Courts and Tribunals Service","East of England","North and West Norfolk","Female","20","15","[c]","[c]"
"In post","2023","HM Courts and Tribunals Service","East of England","North and West Norfolk","Male","[c]","[c]","[c]","[c]"
"In post","2023","HM Courts and Tribunals Service","East of England","Norwich and East Norfolk","Female","85","75","25910","21780"
"In post","2023","HM Courts and Tribunals Service","East of England","Norwich and East Norfolk","Male","40","40","27200","21780"
"In post","2023","HM Courts and Tribunals Service","East of England","Peterborough","Female","60","55","27460","21780"
"In post","2023","HM Courts and Tribunals Service","East of England","Peterborough","Male","15","15","[c]","[c]"
"In post","2023","HM Courts and Tribunals Service","East of England","Southend-on-Sea","Female","30","25","24800","21780"
"In post","2023","HM Courts and Tribunals Service","East of England","Southend-on-Sea","Male","15","15","[c]","[c]"
"In post","2023","HM Courts and Tribunals Service","East of England","Suffolk CC","Female","115","100","25050","21780"
"In post","2023","HM Courts and Tribunals Service","East of England","Suffolk CC","Male","45","45","27960","21780"
"In post","2023","HM Courts and Tribunals Service","London","Barking & Dagenham and Havering","Female","35","30","27120","25480"
"In post","2023","HM Courts and Tribunals Service","London","Barking & Dagenham and Havering","Male","15","15","[c]","[c]"
"In post","2023","HM Courts and Tribunals Service","London","Barnet","Female","20","20","[c]","[c]"
"In post","2023","HM Courts and Tribunals Service","London","Barnet","Male","10","10","[c]","[c]"
"In post","2023","HM Courts and Tribunals Service","London","Bexley and Greenwich","Female","45","40","30730","29660"
"In post","2023","HM Courts and Tribunals Service","London","Bexley and Greenwich","Male","10","10","[c]","[c]"
"In post","2023","HM Courts and Tribunals Service","London","Brent","Female","85","70","29290","25480"
"In post","2023","HM Courts and Tribunals Service","London","Brent","Male","30","30","29600","25480"
"In post","2023","HM Courts and Tribunals Service","London","Bromley","Female","100","85","30340","25480"
"In post","2023","HM Courts and Tribunals Service","London","Bromley","Male","30","30","27850","25480"
"In post","2023","HM Courts and Tribunals Service","London","Camden and City of London","Female","470","440","29810","25480"
"In post","2023","HM Courts and Tribunals Service","London","Camden and City of London","Male","300","295","28850","25480"
"In post","2023","HM Courts and Tribunals Service","London","Croydon","Female","125","115","30600","25480"
"In post","2023","HM Courts and Tribunals Service","London","Croydon","Male","50","45","28850","25480"
"In post","2023","HM Courts and Tribunals Service","London","Ealing","Female","[c]","[c]","[c]","[c]"
"In post","2023","HM Courts and Tribunals Service","London","Ealing","Male","[c]","[c]","[c]","[c]"
"In post","2023","HM Courts and Tribunals Service","London","Enfield","Female","20","15","[c]","[c]"
"In post","2023","HM Courts and Tribunals Service","London","Enfield","Male","15","15","[c]","[c]"
"In post","2023","HM Courts and Tribunals Service","London","Hackney and Newham","Female","25","25","[c]","[c]"
"In post","2023","HM Courts and Tribunals Service","London","Hackney and Newham","Male","20","15","[c]","[c]"
"In post","2023","HM Courts and Tribunals Service","London","Haringey and Islington","Female","195","175","28900","25480"
"In post","2023","HM Courts and Tribunals Service","London","Haringey and Islington","Male","90","85","28940","25480"
"In post","2023","HM Courts and Tribunals Service","London","Harrow and Hillingdon","Female","50","45","32450","29660"
"In post","2023","HM Courts and Tribunals Service","London","Harrow and Hillingdon","Male","25","25","[c]","[c]"
"In post","2023","HM Courts and Tribunals Service","London","Hounslow and Richmond upon Thames","Female","130","115","28920","25480"
"In post","2023","HM Courts and Tribunals Service","London","Hounslow and Richmond upon Thames","Male","45","45","28820","25480"
"In post","2023","HM Courts and Tribunals Service","London","Kensington & Chelsea and Hammersmith & Fulham","Female","[c]","[c]","[c]","[c]"
"In post","2023","HM Courts and Tribunals Service","London","Kensington & Chelsea and Hammersmith & Fulham","Male","[c]","[c]","[c]","[c]"
"In post","2023","HM Courts and Tribunals Service","London","Lewisham and Southwark","Female","75","75","28400","25480"
"In post","2023","HM Courts and Tribunals Service","London","Lewisham and Southwark","Male","45","45","29340","29660"
"In post","2023","HM Courts and Tribunals Service","London","Merton, Kingston upon Thames and Sutton","Female","95","85","29300","25480"
"In post","2023","HM Courts and Tribunals Service","London","Merton, Kingston upon Thames and Sutton","Male","35","35","31710","29660"
"In post","2023","HM Courts and Tribunals Service","London","Redbridge and Waltham Forest","Female","75","65","29350","29660"
"In post","2023","HM Courts and Tribunals Service","London","Redbridge and Waltham Forest","Male","25","25","[c]","[c]"
"In post","2023","HM Courts and Tribunals Service","London","Tower Hamlets","Female","140","125","31160","25480"
"In post","2023","HM Courts and Tribunals Service","London","Tower Hamlets","Male","50","50","30830","25480"
"In post","2023","HM Courts and Tribunals Service","London","Wandsworth","Female","50","45","30590","25480"
"In post","2023","HM Courts and Tribunals Service","London","Wandsworth","Male","20","20","[c]","[c]"
"In post","2023","HM Courts and Tribunals Service","London","Westminster","Female","800","755","38560","31200"
"In post","2023","HM Courts and Tribunals Service","London","Westminster","Male","520","515","37980","35410"
"In post","2023","HM Courts and Tribunals Service","North East (England)","Darlington","Female","40","35","25180","21780"
"In post","2023","HM Courts and Tribunals Service","North East (England)","Darlington","Male","15","15","[c]","[c]"
"In post","2023","HM Courts and Tribunals Service","North East (England)","Durham","Female","50","40","29240","21780"
"In post","2023","HM Courts and Tribunals Service","North East (England)","Durham","Male","10","10","[c]","[c]"
"In post","2023","HM Courts and Tribunals Service","North East (England)","Northumberland","Female","15","15","[c]","[c]"
"In post","2023","HM Courts and Tribunals Service","North East (England)","Northumberland","Male","5","5","[c]","[c]"
"In post","2023","HM Courts and Tribunals Service","North East (England)","South Teesside","Female","125","105","26680","21780"
"In post","2023","HM Courts and Tribunals Service","North East (England)","South Teesside","Male","35","30","25550","21780"
"In post","2023","HM Courts and Tribunals Service","North East (England)","Sunderland","Female","15","10","[c]","[c]"
"In post","2023","HM Courts and Tribunals Service","North East (England)","Sunderland","Male","10","10","[c]","[c]"
"In post","2023","HM Courts and Tribunals Service","North East (England)","Tyneside","Female","235","200","27160","21780"
"In post","2023","HM Courts and Tribunals Service","North East (England)","Tyneside","Male","100","95","28400","21780"
"In post","2023","HM Courts and Tribunals Service","North West (England)","Blackburn with Darwen","Female","30","25","[c]","[c]"
"In post","2023","HM Courts and Tribunals Service","North West (England)","Blackburn with Darwen","Male","10","10","[c]","[c]"
"In post","2023","HM Courts and Tribunals Service","North West (England)","Blackpool","Female","30","25","26940","21780"
"In post","2023","HM Courts and Tribunals Service","North West (England)","Blackpool","Male","5","5","[c]","[c]"
"In post","2023","HM Courts and Tribunals Service","North West (England)","Cheshire East","Female","20","20","[c]","[c]"
"In post","2023","HM Courts and Tribunals Service","North West (England)","Cheshire East","Male","10","10","[c]","[c]"
"In post","2023","HM Courts and Tribunals Service","North West (England)","Cheshire West and Chester","Female","40","35","24480","21780"
"In post","2023","HM Courts and Tribunals Service","North West (England)","Cheshire West and Chester","Male","20","15","[c]","[c]"
"In post","2023","HM Courts and Tribunals Service","North West (England)","East Cumbria","Female","45","40","27650","25830"
"In post","2023","HM Courts and Tribunals Service","North West (England)","East Cumbria","Male","10","10","[c]","[c]"
"In post","2023","HM Courts and Tribunals Service","North West (England)","East Lancashire","Female","35","30","24670","21780"
"In post","2023","HM Courts and Tribunals Service","North West (England)","East Lancashire","Male","10","10","[c]","[c]"
"In post","2023","HM Courts and Tribunals Service","North West (England)","East Merseyside","Female","65","60","23550","21780"
"In post","2023","HM Courts and Tribunals Service","North West (England)","East Merseyside","Male","15","15","[c]","[c]"
"In post","2023","HM Courts and Tribunals Service","North West (England)","Greater Manchester North West","Female","65","55","25090","21780"
"In post","2023","HM Courts and Tribunals Service","North West (England)","Greater Manchester North West","Male","15","15","[c]","[c]"
"In post","2023","HM Courts and Tribunals Service","North West (England)","Greater Manchester South East","Female","50","40","25480","21780"
"In post","2023","HM Courts and Tribunals Service","North West (England)","Greater Manchester South East","Male","5","5","[c]","[c]"
"In post","2023","HM Courts and Tribunals Service","North West (England)","Greater Manchester South West","Female","170","150","24030","21780"
"In post","2023","HM Courts and Tribunals Service","North West (England)","Greater Manchester South West","Male","125","125","24340","21780"
"In post","2023","HM Courts and Tribunals Service","North West (England)","Lancaster and Wyre","Female","15","10","[c]","[c]"
"In post","2023","HM Courts and Tribunals Service","North West (England)","Lancaster and Wyre","Male","[c]","[c]","[c]","[c]"
"In post","2023","HM Courts and Tribunals Service","North West (England)","Liverpool","Female","275","245","27080","21780"
"In post","2023","HM Courts and Tribunals Service","North West (England)","Liverpool","Male","95","90","28730","21780"
"In post","2023","HM Courts and Tribunals Service","North West (England)","Manchester","Female","410","370","27270","21780"
"In post","2023","HM Courts and Tribunals Service","North West (England)","Manchester","Male","200","195","27610","21780"
"In post","2023","HM Courts and Tribunals Service","North West (England)","Mid Lancashire","Female","130","120","27180","21780"
"In post","2023","HM Courts and Tribunals Service","North West (England)","Mid Lancashire","Male","35","35","28180","25830"
"In post","2023","HM Courts and Tribunals Service","North West (England)","Sefton","Female","15","15","[c]","[c]"
"In post","2023","HM Courts and Tribunals Service","North West (England)","Sefton","Male","5","5","[c]","[c]"
"In post","2023","HM Courts and Tribunals Service","North West (England)","Warrington","Female","30","30","27760","21780"
"In post","2023","HM Courts and Tribunals Service","North West (England)","Warrington","Male","10","10","[c]","[c]"
"In post","2023","HM Courts and Tribunals Service","North West (England)","West Cumbria","Female","25","20","[c]","[c]"
"In post","2023","HM Courts and Tribunals Service","North West (England)","West Cumbria","Male","5","5","[c]","[c]"
"In post","2023","HM Courts and Tribunals Service","North West (England)","Wirral","Female","35","30","25320","21780"
"In post","2023","HM Courts and Tribunals Service","North West (England)","Wirral","Male","15","15","[c]","[c]"
"In post","2023","HM Courts and Tribunals Service","Scotland","Aberdeen City and Aberdeenshire","Female","[c]","[c]","[c]","[c]"
"In post","2023","HM Courts and Tribunals Service","Scotland","Aberdeen City and Aberdeenshire","Male","[c]","[c]","[c]","[c]"
"In post","2023","HM Courts and Tribunals Service","Scotland","Angus and Dundee City","Female","[c]","[c]","[c]","[c]"
"In post","2023","HM Courts and Tribunals Service","Scotland","Angus and Dundee City","Male","[c]","[c]","[c]","[c]"
"In post","2023","HM Courts and Tribunals Service","Scotland","City of Edinburgh","Female","5","5","[c]","[c]"
"In post","2023","HM Courts and Tribunals Service","Scotland","City of Edinburgh","Male","10","10","[c]","[c]"
"In post","2023","HM Courts and Tribunals Service","Scotland","Glasgow City","Female","100","90","26420","21780"
"In post","2023","HM Courts and Tribunals Service","Scotland","Glasgow City","Male","60","55","25600","21780"
"In post","2023","HM Courts and Tribunals Service","Scotland","Inverness and Nairn, Moray, and Badenoch and Strathspey","Female","[c]","[c]","[c]","[c]"
"In post","2023","HM Courts and Tribunals Service","Scotland","Inverness and Nairn, Moray, and Badenoch and Strathspey","Male","[c]","[c]","[c]","[c]"
"In post","2023","HM Courts and Tribunals Service","Scotland","South Ayrshire","Female","[c]","[c]","[c]","[c]"
"In post","2023","HM Courts and Tribunals Service","Scotland","South Ayrshire","Male","[c]","[c]","[c]","[c]"
"In post","2023","HM Courts and Tribunals Service","Scotland","South Lanarkshire","Female","[c]","[c]","[c]","[c]"
"In post","2023","HM Courts and Tribunals Service","Scotland","South Lanarkshire","Male","[c]","[c]","[c]","[c]"
"In post","2023","HM Courts and Tribunals Service","South East (England)","Berkshire","Female","90","80","27400","21780"
"In post","2023","HM Courts and Tribunals Service","South East (England)","Berkshire","Male","45","45","27440","21780"
"In post","2023","HM Courts and Tribunals Service","South East (England)","Brighton and Hove","Female","70","60","27860","21780"
"In post","2023","HM Courts and Tribunals Service","South East (England)","Brighton and Hove","Male","40","35","26410","21780"
"In post","2023","HM Courts and Tribunals Service","South East (England)","Buckinghamshire","Female","25","25","[c]","[c]"
"In post","2023","HM Courts and Tribunals Service","South East (England)","Buckinghamshire","Male","15","15","[c]","[c]"
"In post","2023","HM Courts and Tribunals Service","South East (England)","Central Hampshire","Female","30","25","[c]","[c]"
"In post","2023","HM Courts and Tribunals Service","South East (England)","Central Hampshire","Male","10","10","[c]","[c]"
"In post","2023","HM Courts and Tribunals Service","South East (England)","East Kent","Female","60","50","26920","21780"
"In post","2023","HM Courts and Tribunals Service","South East (England)","East Kent","Male","20","20","[c]","[c]"
"In post","2023","HM Courts and Tribunals Service","South East (England)","East Sussex CC","Female","55","45","25630","21780"
"In post","2023","HM Courts and Tribunals Service","South East (England)","East Sussex CC","Male","20","20","[c]","[c]"
"In post","2023","HM Courts and Tribunals Service","South East (England)","Isle of Wight","Female","10","10","[c]","[c]"
"In post","2023","HM Courts and Tribunals Service","South East (England)","Isle of Wight","Male","[c]","[c]","[c]","[c]"
"In post","2023","HM Courts and Tribunals Service","South East (England)","Kent Thames Gateway","Female","15","15","[c]","[c]"
"In post","2023","HM Courts and Tribunals Service","South East (England)","Kent Thames Gateway","Male","[c]","[c]","[c]","[c]"
"In post","2023","HM Courts and Tribunals Service","South East (England)","Medway","Female","45","40","26550","21780"
"In post","2023","HM Courts and Tribunals Service","South East (England)","Medway","Male","20","20","[c]","[c]"
"In post","2023","HM Courts and Tribunals Service","South East (England)","Mid Kent","Female","70","60","26740","23800"
"In post","2023","HM Courts and Tribunals Service","South East (England)","Mid Kent","Male","15","15","[c]","[c]"
"In post","2023","HM Courts and Tribunals Service","South East (England)","Milton Keynes","Female","35","35","27040","21780"
"In post","2023","HM Courts and Tribunals Service","South East (England)","Milton Keynes","Male","10","10","[c]","[c]"
"In post","2023","HM Courts and Tribunals Service","South East (England)","North Hampshire","Female","55","50","26450","21780"
"In post","2023","HM Courts and Tribunals Service","South East (England)","North Hampshire","Male","10","10","[c]","[c]"
"In post","2023","HM Courts and Tribunals Service","South East (England)","Oxfordshire CC","Female","65","55","26440","21780"
"In post","2023","HM Courts and Tribunals Service","South East (England)","Oxfordshire CC","Male","35","35","26630","21780"
"In post","2023","HM Courts and Tribunals Service","South East (England)","Portsmouth","Female","95","75","26660","21780"
"In post","2023","HM Courts and Tribunals Service","South East (England)","Portsmouth","Male","20","20","[c]","[c]"
"In post","2023","HM Courts and Tribunals Service","South East (England)","South Hampshire","Female","10","10","[c]","[c]"
"In post","2023","HM Courts and Tribunals Service","South East (England)","South Hampshire","Male","5","5","[c]","[c]"
"In post","2023","HM Courts and Tribunals Service","South East (England)","Southampton","Female","95","80","25600","21780"
"In post","2023","HM Courts and Tribunals Service","South East (England)","Southampton","Male","20","15","[c]","[c]"
"In post","2023","HM Courts and Tribunals Service","South East (England)","West Surrey","Female","60","50","28900","25480"
"In post","2023","HM Courts and Tribunals Service","South East (England)","West Surrey","Male","35","30","29890","23000"
"In post","2023","HM Courts and Tribunals Service","South East (England)","West Sussex (North East)","Female","10","10","[c]","[c]"
"In post","2023","HM Courts and Tribunals Service","South East (England)","West Sussex (North East)","Male","5","5","[c]","[c]"
"In post","2023","HM Courts and Tribunals Service","South East (England)","West Sussex (South West)","Female","30","25","[c]","[c]"
"In post","2023","HM Courts and Tribunals Service","South East (England)","West Sussex (South West)","Male","15","15","[c]","[c]"
"In post","2023","HM Courts and Tribunals Service","South West (England)","Bath and North East Somerset, North Somerset and South Gloucestershire","Female","55","50","27970","21780"
"In post","2023","HM Courts and Tribunals Service","South West (England)","Bath and North East Somerset, North Somerset and South Gloucestershire","Male","25","25","[c]","[c]"
"In post","2023","HM Courts and Tribunals Service","South West (England)","Bournemouth, Christchurch and Poole","Female","85","75","24980","21780"
"In post","2023","HM Courts and Tribunals Service","South West (England)","Bournemouth, Christchurch and Poole","Male","30","30","25350","21780"
"In post","2023","HM Courts and Tribunals Service","South West (England)","Bristol, City of","Female","140","125","25230","21780"
"In post","2023","HM Courts and Tribunals Service","South West (England)","Bristol, City of","Male","80","75","26450","21780"
"In post","2023","HM Courts and Tribunals Service","South West (England)","Cornwall and Isles of Scilly","Female","50","40","25740","21780"
"In post","2023","HM Courts and Tribunals Service","South West (England)","Cornwall and Isles of Scilly","Male","15","15","[c]","[c]"
"In post","2023","HM Courts and Tribunals Service","South West (England)","Devon CC","Female","60","50","27470","21780"
"In post","2023","HM Courts and Tribunals Service","South West (England)","Devon CC","Male","30","25","[c]","[c]"
"In post","2023","HM Courts and Tribunals Service","South West (England)","Dorset","Female","15","10","[c]","[c]"
"In post","2023","HM Courts and Tribunals Service","South West (England)","Dorset","Male","5","5","[c]","[c]"
"In post","2023","HM Courts and Tribunals Service","South West (England)","Gloucestershire CC","Female","70","55","25780","21780"
"In post","2023","HM Courts and Tribunals Service","South West (England)","Gloucestershire CC","Male","20","20","[c]","[c]"
"In post","2023","HM Courts and Tribunals Service","South West (England)","Plymouth","Female","55","50","26170","21780"
"In post","2023","HM Courts and Tribunals Service","South West (England)","Plymouth","Male","15","15","[c]","[c]"
"In post","2023","HM Courts and Tribunals Service","South West (England)","Somerset CC","Female","55","50","26110","21780"
"In post","2023","HM Courts and Tribunals Service","South West (England)","Somerset CC","Male","20","15","[c]","[c]"
"In post","2023","HM Courts and Tribunals Service","South West (England)","Swindon","Female","55","50","25500","21780"
"In post","2023","HM Courts and Tribunals Service","South West (England)","Swindon","Male","25","25","[c]","[c]"
"In post","2023","HM Courts and Tribunals Service","South West (England)","Torbay","Female","20","15","[c]","[c]"
"In post","2023","HM Courts and Tribunals Service","South West (England)","Torbay","Male","5","5","[c]","[c]"
"In post","2023","HM Courts and Tribunals Service","South West (England)","Wiltshire","Female","10","10","[c]","[c]"
"In post","2023","HM Courts and Tribunals Service","South West (England)","Wiltshire","Male","[c]","[c]","[c]","[c]"
"In post","2023","HM Courts and Tribunals Service","Unknown","Unknown","Female","15","15","[c]","[c]"
"In post","2023","HM Courts and Tribunals Service","Unknown","Unknown","Male","10","10","[c]","[c]"
"In post","2023","HM Courts and Tribunals Service","Wales","Bridgend and Neath Port Talbot","Female","95","85","23710","21780"
"In post","2023","HM Courts and Tribunals Service","Wales","Bridgend and Neath Port Talbot","Male","30","30","[c]","[c]"
"In post","2023","HM Courts and Tribunals Service","Wales","Cardiff and Vale of Glamorgan","Female","195","175","26960","21780"
"In post","2023","HM Courts and Tribunals Service","Wales","Cardiff and Vale of Glamorgan","Male","120","120","28610","21780"
"In post","2023","HM Courts and Tribunals Service","Wales","Central Valleys","Female","45","40","26220","21780"
"In post","2023","HM Courts and Tribunals Service","Wales","Central Valleys","Male","15","15","[c]","[c]"
"In post","2023","HM Courts and Tribunals Service","Wales","Conwy and Denbighshire","Female","20","20","[c]","[c]"
"In post","2023","HM Courts and Tribunals Service","Wales","Conwy and Denbighshire","Male","10","10","[c]","[c]"
"In post","2023","HM Courts and Tribunals Service","Wales","Flintshire and Wrexham","Female","55","55","25850","21780"
"In post","2023","HM Courts and Tribunals Service","Wales","Flintshire and Wrexham","Male","15","15","[c]","[c]"
"In post","2023","HM Courts and Tribunals Service","Wales","Gwent Valleys","Female","60","55","23180","21780"
"In post","2023","HM Courts and Tribunals Service","Wales","Gwent Valleys","Male","15","15","[c]","[c]"
"In post","2023","HM Courts and Tribunals Service","Wales","Gwynedd","Female","25","20","[c]","[c]"
"In post","2023","HM Courts and Tribunals Service","Wales","Gwynedd","Male","15","15","[c]","[c]"
"In post","2023","HM Courts and Tribunals Service","Wales","Monmouthshire and Newport","Female","130","110","24930","21780"
"In post","2023","HM Courts and Tribunals Service","Wales","Monmouthshire and Newport","Male","35","35","27000","21780"
"In post","2023","HM Courts and Tribunals Service","Wales","Powys","Female","[c]","[c]","[c]","[c]"
"In post","2023","HM Courts and Tribunals Service","Wales","Powys","Male","[c]","[c]","[c]","[c]"
"In post","2023","HM Courts and Tribunals Service","Wales","South West Wales","Female","30","30","24570","21780"
"In post","2023","HM Courts and Tribunals Service","Wales","South West Wales","Male","15","15","[c]","[c]"
"In post","2023","HM Courts and Tribunals Service","Wales","Swansea","Female","70","60","26980","21780"
"In post","2023","HM Courts and Tribunals Service","Wales","Swansea","Male","30","25","[c]","[c]"
"In post","2023","HM Courts and Tribunals Service","West Midlands (England)","Birmingham","Female","580","510","24870","21780"
"In post","2023","HM Courts and Tribunals Service","West Midlands (England)","Birmingham","Male","335","325","26780","21780"
"In post","2023","HM Courts and Tribunals Service","West Midlands (England)","Coventry","Female","35","30","24690","21780"
"In post","2023","HM Courts and Tribunals Service","West Midlands (England)","Coventry","Male","15","15","[c]","[c]"
"In post","2023","HM Courts and Tribunals Service","West Midlands (England)","Dudley","Female","20","15","[c]","[c]"
"In post","2023","HM Courts and Tribunals Service","West Midlands (England)","Dudley","Male","[c]","[c]","[c]","[c]"
"In post","2023","HM Courts and Tribunals Service","West Midlands (England)","Herefordshire, County of","Female","5","5","[c]","[c]"
"In post","2023","HM Courts and Tribunals Service","West Midlands (England)","Herefordshire, County of","Male","[c]","[c]","[c]","[c]"
"In post","2023","HM Courts and Tribunals Service","West Midlands (England)","Shropshire","Female","15","15","[c]","[c]"
"In post","2023","HM Courts and Tribunals Service","West Midlands (England)","Shropshire","Male","[c]","[c]","[c]","[c]"
"In post","2023","HM Courts and Tribunals Service","West Midlands (England)","Staffordshire CC","Female","80","70","28910","25830"
"In post","2023","HM Courts and Tribunals Service","West Midlands (England)","Staffordshire CC","Male","20","15","[c]","[c]"
"In post","2023","HM Courts and Tribunals Service","West Midlands (England)","Stoke-on-Trent","Female","380","335","23490","21780"
"In post","2023","HM Courts and Tribunals Service","West Midlands (England)","Stoke-on-Trent","Male","155","145","22840","21780"
"In post","2023","HM Courts and Tribunals Service","West Midlands (England)","Telford and Wrekin","Female","10","10","[c]","[c]"
"In post","2023","HM Courts and Tribunals Service","West Midlands (England)","Telford and Wrekin","Male","5","5","[c]","[c]"
"In post","2023","HM Courts and Tribunals Service","West Midlands (England)","Walsall","Female","30","25","[c]","[c]"
"In post","2023","HM Courts and Tribunals Service","West Midlands (England)","Walsall","Male","10","5","[c]","[c]"
