"Status","Year","Disability","Profession_of_post","Region_london","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2023","Unknown","International Trade","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","International Trade","Outside London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","International Trade","Outside London","SEO","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","International Trade","Overseas","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","International Trade","Overseas","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","International Trade","Overseas","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Knowledge and Information Management","London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Knowledge and Information Management","London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Knowledge and Information Management","London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Knowledge and Information Management","Outside London","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Knowledge and Information Management","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Knowledge and Information Management","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Knowledge and Information Management","Outside London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Legal","London","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Legal","London","EO","10","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Legal","London","G6","20","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Legal","London","G7","25","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Legal","London","HEO","20","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Legal","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Legal","London","SEO","10","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Legal","Outside London","AO","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Legal","Outside London","EO","20","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Legal","Outside London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Legal","Outside London","G7","30","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Legal","Outside London","HEO","10","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Legal","Outside London","SEO","15","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Medicine","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Medicine","London","G6","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Medicine","London","G7","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Medicine","London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Medicine","London","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Medicine","London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Medicine","Outside London","AA","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Medicine","Outside London","AO","15","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Medicine","Outside London","EO","15","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Medicine","Outside London","G6","10","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Medicine","Outside London","G7","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Medicine","Outside London","HEO","35","[c]","38470","40590"
"Leaver CS","2023","Unknown","Medicine","Outside London","SCS level","10","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Medicine","Outside London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Operational Delivery","London","AA","55","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Operational Delivery","London","AO","385","[c]","25330","25480"
"Leaver CS","2023","Unknown","Operational Delivery","London","EO","295","[c]","30510","29890"
"Leaver CS","2023","Unknown","Operational Delivery","London","G6","45","[c]","66640","66230"
"Leaver CS","2023","Unknown","Operational Delivery","London","G7","75","[c]","54370","54190"
"Leaver CS","2023","Unknown","Operational Delivery","London","HEO","115","[c]","34670","33790"
"Leaver CS","2023","Unknown","Operational Delivery","London","SCS level","35","[c]","94470","83640"
"Leaver CS","2023","Unknown","Operational Delivery","London","SEO","100","[c]","42510","41670"
"Leaver CS","2023","Unknown","Operational Delivery","London","Unknown","50","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Operational Delivery","Outside London","AA","485","[c]","20150","19820"
"Leaver CS","2023","Unknown","Operational Delivery","Outside London","AO","2700","[c]","22470","21840"
"Leaver CS","2023","Unknown","Operational Delivery","Outside London","EO","1015","[c]","29010","27190"
"Leaver CS","2023","Unknown","Operational Delivery","Outside London","G6","40","[c]","63940","63100"
"Leaver CS","2023","Unknown","Operational Delivery","Outside London","G7","75","[c]","53610","51410"
"Leaver CS","2023","Unknown","Operational Delivery","Outside London","HEO","215","[c]","34960","32170"
"Leaver CS","2023","Unknown","Operational Delivery","Outside London","SCS level","15","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Operational Delivery","Outside London","SEO","110","[c]","40760","39780"
"Leaver CS","2023","Unknown","Operational Delivery","Outside London","Unknown","410","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Operational Delivery","Overseas","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Operational Delivery","Overseas","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Operational Delivery","Overseas","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Operational Delivery","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Operational Delivery","Unknown","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Operational Delivery","Unknown","AO","20","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Operational Delivery","Unknown","EO","10","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Operational Delivery","Unknown","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Operational Delivery","Unknown","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Operational Delivery","Unknown","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Operational Research","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Operational Research","London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Operational Research","London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Operational Research","Outside London","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Operational Research","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Operational Research","Outside London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Operational Research","Outside London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Other","London","AA","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Other","London","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Other","London","EO","30","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Other","London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Other","London","G7","10","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Other","London","HEO","10","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Other","London","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Other","London","SEO","10","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Other","Outside London","AA","55","[c]","20810","19770"
"Leaver CS","2023","Unknown","Other","Outside London","AO","95","[c]","22850","21690"
"Leaver CS","2023","Unknown","Other","Outside London","EO","30","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Other","Outside London","G6","10","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Other","Outside London","G7","25","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Other","Outside London","HEO","25","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Other","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Other","Outside London","SEO","20","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Other","Unknown","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Other","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Other","Unknown","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Other","Unknown","Unknown","200","[c]","36910","34110"
"Leaver CS","2023","Unknown","Planning","London","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Planning","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Planning Inspectors","London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Planning Inspectors","Outside London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Planning Inspectors","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Policy","London","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Policy","London","AO","25","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Policy","London","EO","60","[c]","27300","28650"
"Leaver CS","2023","Unknown","Policy","London","G6","30","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Policy","London","G7","60","[c]","55470","54090"
"Leaver CS","2023","Unknown","Policy","London","HEO","90","[c]","34970","34550"
"Leaver CS","2023","Unknown","Policy","London","SCS level","10","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Policy","London","SEO","70","[c]","41930","41810"
"Leaver CS","2023","Unknown","Policy","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Policy","Outside London","AA","15","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Policy","Outside London","AO","10","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Policy","Outside London","EO","15","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Policy","Outside London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Policy","Outside London","G7","20","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Policy","Outside London","HEO","30","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Policy","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Policy","Outside London","SEO","20","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Policy","Overseas","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Policy","Unknown","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Policy","Unknown","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Policy","Unknown","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Project Delivery","London","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Project Delivery","London","EO","15","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Project Delivery","London","G6","10","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Project Delivery","London","G7","20","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Project Delivery","London","HEO","30","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Project Delivery","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Project Delivery","London","SEO","20","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Project Delivery","Outside London","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Project Delivery","Outside London","AO","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Project Delivery","Outside London","EO","20","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Project Delivery","Outside London","G6","10","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Project Delivery","Outside London","G7","45","[c]","51890","51070"
"Leaver CS","2023","Unknown","Project Delivery","Outside London","HEO","40","[c]","31980","32000"
"Leaver CS","2023","Unknown","Project Delivery","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Project Delivery","Outside London","SEO","45","[c]","40960","39950"
"Leaver CS","2023","Unknown","Project Delivery","Outside London","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Project Delivery","Unknown","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Project Delivery","Unknown","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Property","London","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Property","London","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Property","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Property","London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Property","London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Property","London","SEO","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Property","Outside London","AA","20","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Property","Outside London","AO","10","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Property","Outside London","EO","20","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Property","Outside London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Property","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Property","Outside London","HEO","20","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Property","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Property","Outside London","SEO","15","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Property","Unknown","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Psychology","London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Psychology","Outside London","AO","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Psychology","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Psychology","Outside London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Psychology","Outside London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Psychology","Outside London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Science and Engineering","London","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Science and Engineering","London","EO","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Science and Engineering","London","G6","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Science and Engineering","London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Science and Engineering","London","HEO","10","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Science and Engineering","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Science and Engineering","London","SEO","10","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Science and Engineering","Outside London","AA","35","[c]","19390","19280"
"Leaver CS","2023","Unknown","Science and Engineering","Outside London","AO","50","[c]","21630","20750"
"Leaver CS","2023","Unknown","Science and Engineering","Outside London","EO","25","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Science and Engineering","Outside London","G6","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Science and Engineering","Outside London","G7","65","[c]","51270","49260"
"Leaver CS","2023","Unknown","Science and Engineering","Outside London","HEO","85","[c]","31640","30650"
"Leaver CS","2023","Unknown","Science and Engineering","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Science and Engineering","Outside London","SEO","85","[c]","41250","39890"
"Leaver CS","2023","Unknown","Science and Engineering","Outside London","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Science and Engineering","Overseas","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Science and Engineering","Overseas","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Science and Engineering","Unknown","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Security","London","AA","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Security","London","AO","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Security","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Security","London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Security","London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Security","Outside London","AA","90","[c]","24610","25000"
"Leaver CS","2023","Unknown","Security","Outside London","AO","105","[c]","33440","30560"
"Leaver CS","2023","Unknown","Security","Outside London","EO","10","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Security","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Security","Outside London","HEO","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Security","Outside London","SEO","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Social Research","London","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Social Research","London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Social Research","London","HEO","10","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Social Research","London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Social Research","Outside London","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Social Research","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Social Research","Outside London","HEO","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Social Research","Outside London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Statistics","London","AA","35","[c]","23470","23500"
"Leaver CS","2023","Unknown","Statistics","London","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Statistics","London","EO","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Statistics","London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Statistics","London","HEO","10","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Statistics","London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Statistics","Outside London","AA","15","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Statistics","Outside London","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Statistics","Outside London","EO","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Statistics","Outside London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Statistics","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Statistics","Outside London","HEO","10","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Statistics","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Statistics","Outside London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Statistics","Unknown","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Tax","London","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Tax","London","EO","15","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Tax","London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Tax","London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Tax","London","HEO","15","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Tax","London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Tax","Outside London","AO","135","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Tax","Outside London","EO","85","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Tax","Outside London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Tax","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Tax","Outside London","HEO","35","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Tax","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Tax","Outside London","SEO","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","London","AO","60","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","London","EO","125","[c]","24220","26250"
"Leaver CS","2023","Unknown","Unknown","London","G6","95","[c]","73360","68360"
"Leaver CS","2023","Unknown","Unknown","London","G7","195","[c]","61090","58620"
"Leaver CS","2023","Unknown","Unknown","London","HEO","155","[c]","32390","32000"
"Leaver CS","2023","Unknown","Unknown","London","SCS level","60","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","London","SEO","115","[c]","42700","42230"
"Leaver CS","2023","Unknown","Unknown","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","Outside London","AA","140","[c]","23030","22180"
"Leaver CS","2023","Unknown","Unknown","Outside London","AO","75","[c]","24850","25710"
"Leaver CS","2023","Unknown","Unknown","Outside London","EO","140","[c]","29290","29450"
"Leaver CS","2023","Unknown","Unknown","Outside London","G6","60","[c]","76270","79110"
"Leaver CS","2023","Unknown","Unknown","Outside London","G7","115","[c]","60620","58850"
"Leaver CS","2023","Unknown","Unknown","Outside London","HEO","135","[c]","35370","34730"
"Leaver CS","2023","Unknown","Unknown","Outside London","SCS level","10","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","Outside London","SEO","100","[c]","44840","42860"
"Leaver CS","2023","Unknown","Unknown","Outside London","Unknown","30","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","Overseas","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","Overseas","G6","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","Overseas","G7","15","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","Overseas","HEO","10","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","Overseas","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","Overseas","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","Unknown","AO","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","Unknown","EO","20","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","Unknown","G7","10","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","Unknown","HEO","15","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","Unknown","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","Unknown","SEO","10","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Veterinarian","London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Veterinarian","London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Veterinarian","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Veterinarian","Outside London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Veterinarian","Outside London","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Commercial","London","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Commercial","London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Commercial","London","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Commercial","London","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Commercial","London","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Commercial","London","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Commercial","Outside London","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Commercial","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Commercial","Outside London","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Commercial","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Commercial","Outside London","HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Commercial","Outside London","SEO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Commercial","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Commercial","Overseas","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Commercial","Overseas","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Commercial","Unknown","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Commercial","Unknown","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Communications","London","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Communications","London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Communications","London","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Communications","London","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Communications","London","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Communications","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Communications","London","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Communications","Outside London","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Communications","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Communications","Outside London","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Communications","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Communications","Outside London","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Communications","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Communications","Outside London","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Communications","Unknown","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Corporate Finance","London","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Corporate Finance","London","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Corporate Finance","London","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Corporate Finance","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Corporate Finance","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Corporate Finance","Outside London","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Counter Fraud","London","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Counter Fraud","London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Counter Fraud","London","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Counter Fraud","London","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Counter Fraud","London","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Counter Fraud","London","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Counter Fraud","Outside London","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Counter Fraud","Outside London","EO","15","[c]","[c]","[c]"
