"Status","Year","Disability","Profession_of_post","Region_london","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2023","Declared disabled","Digital, Data and Technology","Outside London","AO","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Digital, Data and Technology","Outside London","EO","30","[c]","27220","27540"
"Leaver CS","2023","Declared disabled","Digital, Data and Technology","Outside London","G6","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Digital, Data and Technology","Outside London","G7","20","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Digital, Data and Technology","Outside London","HEO","30","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Digital, Data and Technology","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Digital, Data and Technology","Outside London","SEO","25","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Digital, Data and Technology","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Digital, Data and Technology","Overseas","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Digital, Data and Technology","Overseas","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Digital, Data and Technology","Overseas","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Digital, Data and Technology","Unknown","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Digital, Data and Technology","Unknown","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Economics","London","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Economics","London","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Economics","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Economics","London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Economics","London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Economics","London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Economics","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Economics","London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Economics","Outside London","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Economics","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Economics","Outside London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Economics","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Economics","Outside London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Economics","Outside London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Economics","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Finance","London","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Finance","London","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Finance","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Finance","London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Finance","London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Finance","London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Finance","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Finance","London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Finance","Outside London","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Finance","Outside London","AO","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Finance","Outside London","EO","15","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Finance","Outside London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Finance","Outside London","G7","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Finance","Outside London","HEO","15","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Finance","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Finance","Outside London","SEO","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Finance","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Finance","Overseas","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Finance","Overseas","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Finance","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Finance","Unknown","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Finance","Unknown","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Finance","Unknown","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Geography","Outside London","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Geography","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Geography","Outside London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Geography","Outside London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Human Resources","London","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Human Resources","London","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Human Resources","London","EO","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Human Resources","London","G6","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Human Resources","London","G7","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Human Resources","London","HEO","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Human Resources","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Human Resources","London","SEO","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Human Resources","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Human Resources","Outside London","AA","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Human Resources","Outside London","AO","35","[c]","22120","22220"
"Leaver CS","2023","Declared disabled","Human Resources","Outside London","EO","25","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Human Resources","Outside London","G6","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Human Resources","Outside London","G7","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Human Resources","Outside London","HEO","30","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Human Resources","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Human Resources","Outside London","SEO","15","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Human Resources","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Human Resources","Overseas","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Human Resources","Overseas","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Human Resources","Overseas","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Human Resources","Overseas","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Human Resources","Overseas","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Human Resources","Unknown","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Human Resources","Unknown","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Inspector of Education and Training","London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Inspector of Education and Training","London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Inspector of Education and Training","London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Inspector of Education and Training","Outside London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Inspector of Education and Training","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Inspector of Education and Training","Outside London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Inspector of Education and Training","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Inspector of Education and Training","Outside London","SEO","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Intelligence Analysis","London","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Intelligence Analysis","London","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Intelligence Analysis","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Intelligence Analysis","London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Intelligence Analysis","London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Intelligence Analysis","London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Intelligence Analysis","Outside London","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Intelligence Analysis","Outside London","EO","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Intelligence Analysis","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Intelligence Analysis","Outside London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Intelligence Analysis","Outside London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Intelligence Analysis","Overseas","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Internal Audit","London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Internal Audit","London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Internal Audit","London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Internal Audit","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Internal Audit","London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Internal Audit","Outside London","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Internal Audit","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Internal Audit","Outside London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Internal Audit","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Internal Audit","Outside London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Internal Audit","Outside London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Internal Audit","Unknown","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Internal Audit","Unknown","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","International Trade","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","International Trade","London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","International Trade","London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","International Trade","London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","International Trade","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","International Trade","London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","International Trade","Outside London","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","International Trade","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","International Trade","Outside London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","International Trade","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","International Trade","Outside London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","International Trade","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","International Trade","Outside London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","International Trade","Overseas","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","International Trade","Overseas","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","International Trade","Overseas","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","International Trade","Overseas","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","International Trade","Overseas","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Knowledge and Information Management","London","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Knowledge and Information Management","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Knowledge and Information Management","London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Knowledge and Information Management","London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Knowledge and Information Management","London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Knowledge and Information Management","London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Knowledge and Information Management","Outside London","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Knowledge and Information Management","Outside London","AO","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Knowledge and Information Management","Outside London","EO","[c]","[c]","[c]","[c]"
