"Status","Year","Disability","Function_of_post","Parent_department","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2023","Declared non-disabled","Communications","Department for Digital, Culture, Media and Sport","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Communications","Department for Education","Communications","15","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Communications","Department for Environment, Food and Rural Affairs","Communications","30","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Communications","Department for International Trade","Communications","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Communications","Department for Levelling Up, Housing and Communities","Communications","15","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Communications","Department for Transport","Communications","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Communications","Department for Work and Pensions","Communications","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Communications","Department for Work and Pensions","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Communications","Department of Health and Social Care","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Communications","Food Standards Agency","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Communications","Foreign, Commonwealth and Development Office","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Communications","HM Land Registry","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Communications","HM Revenue and Customs","Communications","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Communications","HM Treasury","Communications","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Communications","Home Office","Communications","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Communications","Ministry of Defence","Communications","30","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Communications","Ministry of Justice","Communications","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Communications","Ministry of Justice","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Communications","Ministry of Justice","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Communications","National Crime Agency","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Communications","Northern Ireland Office","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Communications","Office for Standards in Education, Children's Services and Skills","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Communications","Office of Gas and Electricity Markets","Communications","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Communications","Office of Qualifications and Examinations Regulation","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Communications","Office of Rail and Road","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Communications","Office of the Secretary of State for Scotland","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Communications","Scottish Government","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Communications","UK Export Finance","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Communications","UK Export Finance","Operational Delivery","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Communications","UK Export Finance","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Communications","UK Statistics Authority","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Communications","UK Supreme Court","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Communications","UK Supreme Court","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Communications","Water Services Regulation Authority","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Counter Fraud","Attorney General's Departments","Counter Fraud","20","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Counter Fraud","Cabinet Office","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Counter Fraud","Cabinet Office","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Counter Fraud","Chancellor's other departments","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Counter Fraud","Department for Business, Energy and Industrial Strategy","Counter Fraud","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Counter Fraud","Department for Business, Energy and Industrial Strategy","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Counter Fraud","Department for Digital, Culture, Media and Sport","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Counter Fraud","Department for Transport","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Counter Fraud","Department for Work and Pensions","Counter Fraud","245","[c]","27970","28120"
"Leaver CS","2023","Declared non-disabled","Counter Fraud","Department for Work and Pensions","Other","35","[c]","26690","25610"
"Leaver CS","2023","Declared non-disabled","Counter Fraud","Food Standards Agency","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Counter Fraud","HM Revenue and Customs","Counter Fraud","35","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Counter Fraud","HM Revenue and Customs","Intelligence Analysis","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Counter Fraud","HM Revenue and Customs","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Counter Fraud","HM Revenue and Customs","Legal","75","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Counter Fraud","HM Revenue and Customs","Operational Delivery","70","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Counter Fraud","HM Revenue and Customs","Other","15","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Counter Fraud","HM Revenue and Customs","Tax","40","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Counter Fraud","Ministry of Defence","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Debt","Department for Work and Pensions","Other","205","[c]","22710","21690"
"Leaver CS","2023","Declared non-disabled","Debt","HM Revenue and Customs","Operational Delivery","225","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Debt","HM Revenue and Customs","Tax","35","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Digital, Data & Technology","Attorney General's Departments","Digital, Data and Technology","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Digital, Data & Technology","Attorney General's Departments","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Digital, Data & Technology","Attorney General's Departments","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Digital, Data & Technology","Cabinet Office","Digital, Data and Technology","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Digital, Data & Technology","Cabinet Office","Unknown","130","[c]","51280","55520"
"Leaver CS","2023","Declared non-disabled","Digital, Data & Technology","Chancellor's other departments","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Digital, Data & Technology","Charity Commission","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Digital, Data & Technology","Competition and Markets Authority","Digital, Data and Technology","15","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","Digital, Data and Technology","65","[c]","40130","36020"
"Leaver CS","2023","Declared non-disabled","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","Operational Delivery","30","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","Other","15","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","Science and Engineering","25","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Digital, Data & Technology","Department for Digital, Culture, Media and Sport","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Digital, Data & Technology","Department for Education","Digital, Data and Technology","40","[c]","47880","51360"
"Leaver CS","2023","Declared non-disabled","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","Digital, Data and Technology","65","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Digital, Data & Technology","Department for International Trade","Digital, Data and Technology","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Digital, Data & Technology","Department for Levelling Up, Housing and Communities","Digital, Data and Technology","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Digital, Data & Technology","Department for Levelling Up, Housing and Communities","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Digital, Data & Technology","Department for Transport","Digital, Data and Technology","45","[c]","41500","39820"
"Leaver CS","2023","Declared non-disabled","Digital, Data & Technology","Department for Transport","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Digital, Data & Technology","Department for Work and Pensions","Digital, Data and Technology","220","[c]","46560","41480"
"Leaver CS","2023","Declared non-disabled","Digital, Data & Technology","Department of Health and Social Care","Digital, Data and Technology","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Digital, Data & Technology","Food Standards Agency","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Digital, Data & Technology","Foreign, Commonwealth and Development Office","Digital, Data and Technology","15","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Digital, Data & Technology","HM Land Registry","Digital, Data and Technology","45","[c]","42290","39520"
"Leaver CS","2023","Declared non-disabled","Digital, Data & Technology","HM Revenue and Customs","Digital, Data and Technology","130","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Digital, Data & Technology","HM Revenue and Customs","Operational Delivery","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Digital, Data & Technology","HM Revenue and Customs","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Digital, Data & Technology","HM Revenue and Customs","Tax","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Digital, Data & Technology","HM Treasury","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Digital, Data & Technology","Home Office","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Digital, Data & Technology","Home Office","Digital, Data and Technology","50","[c]","51180","43290"
"Leaver CS","2023","Declared non-disabled","Digital, Data & Technology","Home Office","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Digital, Data & Technology","Home Office","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Digital, Data & Technology","Home Office","Other","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Digital, Data & Technology","Home Office","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Digital, Data & Technology","Home Office","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Digital, Data & Technology","Home Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Digital, Data & Technology","Ministry of Defence","Digital, Data and Technology","125","[c]","37750","33990"
"Leaver CS","2023","Declared non-disabled","Digital, Data & Technology","Ministry of Defence","Knowledge and Information Management","20","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Digital, Data & Technology","Ministry of Defence","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Digital, Data & Technology","Ministry of Defence","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Digital, Data & Technology","Ministry of Justice","Digital, Data and Technology","80","[c]","51560","52890"
"Leaver CS","2023","Declared non-disabled","Digital, Data & Technology","Ministry of Justice","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Digital, Data & Technology","Ministry of Justice","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Digital, Data & Technology","National Crime Agency","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Digital, Data & Technology","Office for Standards in Education, Children's Services and Skills","Digital, Data and Technology","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Digital, Data & Technology","Office of Gas and Electricity Markets","Digital, Data and Technology","15","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Digital, Data & Technology","Office of Qualifications and Examinations Regulation","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Digital, Data & Technology","Office of Rail and Road","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Digital, Data & Technology","Scottish Government","Digital, Data and Technology","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Digital, Data & Technology","The National Archives","Digital, Data and Technology","20","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Digital, Data & Technology","The National Archives","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Digital, Data & Technology","UK Export Finance","Digital, Data and Technology","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Digital, Data & Technology","UK Statistics Authority","Digital, Data and Technology","25","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Digital, Data & Technology","UK Supreme Court","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Digital, Data & Technology","UK Supreme Court","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Digital, Data & Technology","Water Services Regulation Authority","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Finance","Attorney General's Departments","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Finance","Attorney General's Departments","Finance","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Finance","Cabinet Office","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Finance","Cabinet Office","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Finance","Chancellor's other departments","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Finance","Charity Commission","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Finance","Competition and Markets Authority","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Finance","Department for Business, Energy and Industrial Strategy","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Finance","Department for Business, Energy and Industrial Strategy","Finance","15","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Finance","Department for Digital, Culture, Media and Sport","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Finance","Department for Education","Finance","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Finance","Department for Environment, Food and Rural Affairs","Finance","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Finance","Department for Environment, Food and Rural Affairs","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Finance","Department for International Trade","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Finance","Department for International Trade","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Finance","Department for Levelling Up, Housing and Communities","Finance","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Finance","Department for Levelling Up, Housing and Communities","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Finance","Department for Transport","Finance","30","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Finance","Department for Work and Pensions","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Finance","Department for Work and Pensions","Finance","85","[c]","38610","35310"
"Leaver CS","2023","Declared non-disabled","Finance","Department for Work and Pensions","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Finance","Department for Work and Pensions","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Finance","Department of Health and Social Care","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Finance","Department of Health and Social Care","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Finance","Estyn","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Finance","Food Standards Agency","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Finance","Foreign, Commonwealth and Development Office","Finance","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Finance","HM Land Registry","Finance","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Finance","HM Revenue and Customs","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Finance","HM Revenue and Customs","Finance","50","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Finance","HM Revenue and Customs","Operational Delivery","45","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Finance","HM Revenue and Customs","Other","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Finance","HM Revenue and Customs","Tax","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Finance","HM Treasury","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Finance","HM Treasury","Finance","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Finance","Home Office","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Finance","Home Office","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Finance","Ministry of Defence","Finance","150","[c]","40170","35650"
"Leaver CS","2023","Declared non-disabled","Finance","Ministry of Justice","Finance","30","[c]","45990","43650"
"Leaver CS","2023","Declared non-disabled","Finance","Ministry of Justice","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Finance","National Crime Agency","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Finance","Office for Standards in Education, Children's Services and Skills","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Finance","Office of Gas and Electricity Markets","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Finance","Office of Gas and Electricity Markets","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Finance","Office of Qualifications and Examinations Regulation","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Finance","Office of Rail and Road","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Finance","Scottish Government","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Finance","The National Archives","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Finance","UK Export Finance","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Finance","UK Statistics Authority","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Finance","Water Services Regulation Authority","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Finance","Water Services Regulation Authority","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Finance","Welsh Government","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Grants Management","Department for Environment, Food and Rural Affairs","Operational Delivery","175","[c]","23460","22150"
"Leaver CS","2023","Declared non-disabled","Grants Management","Department for Environment, Food and Rural Affairs","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Human Resources","Attorney General's Departments","Human Resources","15","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Human Resources","Attorney General's Departments","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Human Resources","Attorney General's Departments","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Human Resources","Cabinet Office","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Human Resources","Cabinet Office","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Human Resources","Cabinet Office","Unknown","60","[c]","46480","38460"
"Leaver CS","2023","Declared non-disabled","Human Resources","Chancellor's other departments","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Human Resources","Charity Commission","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Human Resources","Competition and Markets Authority","Human Resources","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Human Resources","Department for Business, Energy and Industrial Strategy","Human Resources","35","[c]","44460","42530"
"Leaver CS","2023","Declared non-disabled","Human Resources","Department for Business, Energy and Industrial Strategy","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Human Resources","Department for Digital, Culture, Media and Sport","Human Resources","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Human Resources","Department for Education","Human Resources","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Human Resources","Department for Environment, Food and Rural Affairs","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Human Resources","Department for Environment, Food and Rural Affairs","Human Resources","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Human Resources","Department for Environment, Food and Rural Affairs","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Human Resources","Department for International Trade","Human Resources","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Human Resources","Department for Levelling Up, Housing and Communities","Human Resources","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Human Resources","Department for Transport","Human Resources","15","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Human Resources","Department for Transport","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Human Resources","Department for Work and Pensions","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Human Resources","Department for Work and Pensions","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Human Resources","Department for Work and Pensions","Human Resources","15","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Human Resources","Department for Work and Pensions","Operational Delivery","35","[c]","30050","28120"
"Leaver CS","2023","Declared non-disabled","Human Resources","Department for Work and Pensions","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Human Resources","Department for Work and Pensions","Policy","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Human Resources","Department for Work and Pensions","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Human Resources","Department for Work and Pensions","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Human Resources","Department of Health and Social Care","Human Resources","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Human Resources","Estyn","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Human Resources","Food Standards Agency","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Human Resources","Foreign, Commonwealth and Development Office","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Human Resources","HM Land Registry","Human Resources","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Human Resources","HM Revenue and Customs","Human Resources","30","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Human Resources","HM Revenue and Customs","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Human Resources","HM Revenue and Customs","Tax","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Human Resources","HM Treasury","Human Resources","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Human Resources","HM Treasury","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Human Resources","Home Office","Human Resources","15","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Human Resources","Home Office","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Human Resources","Ministry of Defence","Human Resources","480","[c]","29950","26670"
"Leaver CS","2023","Declared non-disabled","Human Resources","Ministry of Justice","Human Resources","35","[c]","37870","33150"
"Leaver CS","2023","Declared non-disabled","Human Resources","Ministry of Justice","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Human Resources","Ministry of Justice","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Human Resources","Ministry of Justice","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Human Resources","National Crime Agency","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Human Resources","Northern Ireland Office","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Human Resources","Office for Standards in Education, Children's Services and Skills","Human Resources","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Human Resources","Office for Standards in Education, Children's Services and Skills","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Human Resources","Office of Gas and Electricity Markets","Human Resources","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Human Resources","Office of Qualifications and Examinations Regulation","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Human Resources","Office of Rail and Road","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Human Resources","Office of the Secretary of State for Scotland","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Human Resources","Office of the Secretary of State for Wales","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Human Resources","Scottish Government","Human Resources","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Human Resources","Scottish Government","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Human Resources","The National Archives","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Human Resources","UK Statistics Authority","Human Resources","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Human Resources","Water Services Regulation Authority","Human Resources","5","[c]","[c]","[c]"
