"Status","Year","Age","Function_of_post","Profession_of_post","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2023","30-39","No function","Psychology","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","No function","Psychology","Outside London","45","[c]","[c]","[c]"
"Leaver CS","2023","30-39","No function","Science and Engineering","London","35","[c]","41880","40320"
"Leaver CS","2023","30-39","No function","Science and Engineering","Outside London","145","[c]","36580","36330"
"Leaver CS","2023","30-39","No function","Science and Engineering","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","No function","Security","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","No function","Social Research","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","No function","Tax","London","25","[c]","[c]","[c]"
"Leaver CS","2023","30-39","No function","Tax","Outside London","135","[c]","[c]","[c]"
"Leaver CS","2023","30-39","No function","Unknown","London","130","[c]","50810","50030"
"Leaver CS","2023","30-39","No function","Unknown","Outside London","80","[c]","44460","39820"
"Leaver CS","2023","30-39","No function","Veterinarian","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","No function","Veterinarian","Outside London","10","[c]","37320","37850"
"Leaver CS","2023","30-39","Project Delivery","Communications","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Project Delivery","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Project Delivery","Finance","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Project Delivery","Operational Delivery","London","10","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Project Delivery","Operational Delivery","Outside London","15","[c]","35840","41050"
"Leaver CS","2023","30-39","Project Delivery","Other","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Project Delivery","Other","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Project Delivery","Policy","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Project Delivery","Policy","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Project Delivery","Project Delivery","London","70","[c]","48140","45470"
"Leaver CS","2023","30-39","Project Delivery","Project Delivery","Outside London","170","[c]","40960","40000"
"Leaver CS","2023","30-39","Project Delivery","Science and Engineering","Outside London","20","[c]","36550","33300"
"Leaver CS","2023","30-39","Project Delivery","Tax","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Project Delivery","Tax","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Project Delivery","Unknown","London","5","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Property","Communications","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Property","Finance","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Property","Operational Delivery","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Property","Operational Delivery","Outside London","15","[c]","24380","22520"
"Leaver CS","2023","30-39","Property","Other","Outside London","10","[c]","34420","29890"
"Leaver CS","2023","30-39","Property","Planning","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Property","Project Delivery","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Property","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Property","Property","London","15","[c]","49230","48790"
"Leaver CS","2023","30-39","Property","Property","Outside London","55","[c]","33630","31590"
"Leaver CS","2023","30-39","Property","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Property","Unknown","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Property","Unknown","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Security","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Security","Knowledge and Information Management","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Security","Security","London","15","[c]","34990","35350"
"Leaver CS","2023","30-39","Security","Security","Outside London","110","[c]","30630","28750"
"Leaver CS","2023","30-39","Security","Security","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Security","Unknown","London","5","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Security","Unknown","Outside London","10","[c]","37430","37300"
"Leaver CS","2023","30-39","Security","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Unknown","Communications","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Unknown","Communications","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Unknown","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Unknown","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Unknown","Economics","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Unknown","Finance","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Unknown","Finance","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Unknown","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Unknown","Legal","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Unknown","Legal","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Unknown","Medicine","London","5","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Unknown","Medicine","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Unknown","Operational Delivery","London","5","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Unknown","Operational Delivery","Outside London","15","[c]","33110","31210"
"Leaver CS","2023","30-39","Unknown","Other","London","10","[c]","42800","41010"
"Leaver CS","2023","30-39","Unknown","Other","Outside London","15","[c]","40130","40000"
"Leaver CS","2023","30-39","Unknown","Other","Unknown","45","[c]","40080","38090"
"Leaver CS","2023","30-39","Unknown","Planning","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Unknown","Policy","London","20","[c]","50830","52850"
"Leaver CS","2023","30-39","Unknown","Policy","Outside London","10","[c]","37440","37710"
"Leaver CS","2023","30-39","Unknown","Project Delivery","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Unknown","Property","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Unknown","Science and Engineering","London","5","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Unknown","Science and Engineering","Outside London","15","[c]","36600","39890"
"Leaver CS","2023","30-39","Unknown","Social Research","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Unknown","Statistics","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Unknown","Unknown","London","155","[c]","48420","46250"
"Leaver CS","2023","30-39","Unknown","Unknown","Outside London","280","[c]","36460","33520"
"Leaver CS","2023","30-39","Unknown","Unknown","Overseas","10","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Analysis","Economics","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Analysis","Economics","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Analysis","Finance","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Analysis","Geography","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Analysis","Intelligence Analysis","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Analysis","Operational Delivery","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Analysis","Operational Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Analysis","Operational Research","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Analysis","Operational Research","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Analysis","Other","London","5","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Analysis","Other","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Analysis","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Analysis","Science and Engineering","Outside London","25","[c]","44600","49260"
"Leaver CS","2023","40-49","Analysis","Social Research","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Analysis","Social Research","Outside London","10","[c]","42760","39300"
"Leaver CS","2023","40-49","Analysis","Statistics","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Analysis","Statistics","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Analysis","Unknown","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Analysis","Unknown","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Commercial","Commercial","London","5","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Commercial","Commercial","Outside London","50","[c]","46740","40410"
"Leaver CS","2023","40-49","Commercial","Communications","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Commercial","Operational Delivery","London","10","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Commercial","Operational Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Commercial","Other","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Commercial","Policy","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Commercial","Unknown","London","35","[c]","79070","72210"
"Leaver CS","2023","40-49","Commercial","Unknown","Outside London","20","[c]","77340","67500"
"Leaver CS","2023","40-49","Commercial","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Communications","Communications","London","40","[c]","58310","56100"
"Leaver CS","2023","40-49","Communications","Communications","Outside London","35","[c]","43930","41500"
"Leaver CS","2023","40-49","Communications","Operational Delivery","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Communications","Unknown","London","10","[c]","62870","56430"
"Leaver CS","2023","40-49","Communications","Unknown","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Counter Fraud","Counter Fraud","London","10","[c]","45510","41670"
"Leaver CS","2023","40-49","Counter Fraud","Counter Fraud","Outside London","40","[c]","27160","28120"
"Leaver CS","2023","40-49","Counter Fraud","Intelligence Analysis","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Counter Fraud","Legal","London","10","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Counter Fraud","Legal","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Counter Fraud","Operational Delivery","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Counter Fraud","Other","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Counter Fraud","Other","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Counter Fraud","Tax","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Counter Fraud","Unknown","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Debt","Operational Delivery","London","5","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Debt","Operational Delivery","Outside London","50","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Debt","Other","Outside London","45","[c]","22170","21690"
"Leaver CS","2023","40-49","Debt","Tax","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Debt","Tax","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Digital, Data & Technology","Digital, Data and Technology","London","100","[c]","58610","57080"
"Leaver CS","2023","40-49","Digital, Data & Technology","Digital, Data and Technology","Outside London","260","[c]","48140","46170"
"Leaver CS","2023","40-49","Digital, Data & Technology","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Digital, Data & Technology","Knowledge and Information Management","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Digital, Data & Technology","Operational Delivery","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Digital, Data & Technology","Operational Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Digital, Data & Technology","Other","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Digital, Data & Technology","Project Delivery","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Digital, Data & Technology","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Digital, Data & Technology","Science and Engineering","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Digital, Data & Technology","Security","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Digital, Data & Technology","Tax","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Digital, Data & Technology","Unknown","London","35","[c]","60980","59860"
"Leaver CS","2023","40-49","Digital, Data & Technology","Unknown","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Finance","Corporate Finance","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Finance","Corporate Finance","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Finance","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Finance","Finance","London","30","[c]","62210","56770"
"Leaver CS","2023","40-49","Finance","Finance","Outside London","65","[c]","38480","33650"
"Leaver CS","2023","40-49","Finance","Finance","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Finance","Operational Delivery","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Finance","Operational Delivery","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Finance","Other","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Finance","Tax","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Finance","Unknown","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Grants Management","Operational Delivery","Outside London","30","[c]","23550","22150"
"Leaver CS","2023","40-49","Human Resources","Human Resources","London","25","[c]","57530","56650"
"Leaver CS","2023","40-49","Human Resources","Human Resources","Outside London","125","[c]","34580","31350"
"Leaver CS","2023","40-49","Human Resources","Human Resources","Overseas","25","[c]","49060","46650"
"Leaver CS","2023","40-49","Human Resources","Operational Delivery","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Human Resources","Operational Delivery","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Human Resources","Other","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Human Resources","Policy","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Human Resources","Policy","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Human Resources","Unknown","London","10","[c]","63030","60790"
"Leaver CS","2023","40-49","Human Resources","Unknown","Outside London","15","[c]","37390","32000"
