"Status","Year","Age","Function_of_post","Profession_of_post","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","30-39","Communications","Communications","London","605","595","50650","48640"
"In post","2023","30-39","Communications","Communications","Outside London","460","435","37850","35160"
"In post","2023","30-39","Communications","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Communications","Digital, Data and Technology","London","10","10","[c]","[c]"
"In post","2023","30-39","Communications","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Communications","Human Resources","London","5","5","[c]","[c]"
"In post","2023","30-39","Communications","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Communications","Knowledge and Information Management","London","25","25","52240","48790"
"In post","2023","30-39","Communications","Knowledge and Information Management","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Communications","Operational Delivery","London","15","15","68790","70500"
"In post","2023","30-39","Communications","Operational Delivery","Outside London","10","10","32100","30740"
"In post","2023","30-39","Communications","Other","London","5","5","[c]","[c]"
"In post","2023","30-39","Communications","Other","Outside London","5","5","[c]","[c]"
"In post","2023","30-39","Communications","Policy","London","10","10","[c]","[c]"
"In post","2023","30-39","Communications","Project Delivery","London","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Communications","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Communications","Psychology","London","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Communications","Unknown","London","60","60","55030","56360"
"In post","2023","30-39","Communications","Unknown","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Counter Fraud","Commercial","London","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Counter Fraud","Commercial","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Counter Fraud","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Counter Fraud","Counter Fraud","London","320","315","37020","32540"
"In post","2023","30-39","Counter Fraud","Counter Fraud","Outside London","1350","1290","30000","28120"
"In post","2023","30-39","Counter Fraud","Digital, Data and Technology","London","5","5","[c]","[c]"
"In post","2023","30-39","Counter Fraud","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Counter Fraud","Finance","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Counter Fraud","Intelligence Analysis","London","20","20","42600","39790"
"In post","2023","30-39","Counter Fraud","Intelligence Analysis","Outside London","55","55","37810","35000"
"In post","2023","30-39","Counter Fraud","International Trade","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Counter Fraud","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Counter Fraud","Knowledge and Information Management","Outside London","5","5","[c]","[c]"
"In post","2023","30-39","Counter Fraud","Legal","London","135","130","37680","39280"
"In post","2023","30-39","Counter Fraud","Legal","Outside London","325","320","31820","28130"
"In post","2023","30-39","Counter Fraud","Operational Delivery","London","65","60","39430","33690"
"In post","2023","30-39","Counter Fraud","Operational Delivery","Outside London","615","590","32970","34700"
"In post","2023","30-39","Counter Fraud","Operational Research","London","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Counter Fraud","Operational Research","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Counter Fraud","Other","London","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Counter Fraud","Other","Outside London","55","50","47470","54680"
"In post","2023","30-39","Counter Fraud","Security","London","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Counter Fraud","Tax","London","75","75","46160","39790"
"In post","2023","30-39","Counter Fraud","Tax","Outside London","390","380","40520","35000"
"In post","2023","30-39","Counter Fraud","Unknown","London","30","30","39500","39280"
"In post","2023","30-39","Counter Fraud","Unknown","Outside London","65","60","35490","34700"
"In post","2023","30-39","Counter Fraud","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Debt","Operational Delivery","London","50","45","27510","26920"
"In post","2023","30-39","Debt","Operational Delivery","Outside London","865","805","24640","22520"
"In post","2023","30-39","Debt","Operational Research","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Debt","Other","London","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Debt","Other","Outside London","470","410","23230","21690"
"In post","2023","30-39","Debt","Other","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Debt","Policy","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Debt","Tax","London","5","5","[c]","[c]"
"In post","2023","30-39","Debt","Tax","Outside London","170","160","23760","22520"
"In post","2023","30-39","Debt","Unknown","London","5","5","[c]","[c]"
"In post","2023","30-39","Debt","Unknown","Outside London","15","10","28210","27650"
"In post","2023","30-39","Digital, Data & Technology","Commercial","London","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Digital, Data & Technology","Commercial","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Digital, Data & Technology","Communications","London","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Digital, Data & Technology","Communications","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Digital, Data & Technology","Counter Fraud","London","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Digital, Data & Technology","Digital, Data and Technology","London","1200","1180","51890","54330"
"In post","2023","30-39","Digital, Data & Technology","Digital, Data and Technology","Outside London","3995","3925","41130","38470"
"In post","2023","30-39","Digital, Data & Technology","Digital, Data and Technology","Overseas","5","5","[c]","[c]"
"In post","2023","30-39","Digital, Data & Technology","Digital, Data and Technology","Unknown","5","5","[c]","[c]"
"In post","2023","30-39","Digital, Data & Technology","Economics","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Digital, Data & Technology","Finance","London","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Digital, Data & Technology","Finance","Outside London","15","15","38690","38470"
"In post","2023","30-39","Digital, Data & Technology","Geography","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Digital, Data & Technology","Human Resources","London","25","25","46150","43210"
"In post","2023","30-39","Digital, Data & Technology","Human Resources","Outside London","5","5","[c]","[c]"
"In post","2023","30-39","Digital, Data & Technology","Intelligence Analysis","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Digital, Data & Technology","Knowledge and Information Management","London","40","40","41990","37850"
"In post","2023","30-39","Digital, Data & Technology","Knowledge and Information Management","Outside London","145","140","32240","31180"
"In post","2023","30-39","Digital, Data & Technology","Knowledge and Information Management","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Digital, Data & Technology","Operational Delivery","London","20","20","48060","43650"
"In post","2023","30-39","Digital, Data & Technology","Operational Delivery","Outside London","260","250","38020","37590"
"In post","2023","30-39","Digital, Data & Technology","Operational Delivery","Overseas","5","5","[c]","[c]"
"In post","2023","30-39","Digital, Data & Technology","Operational Research","Outside London","10","10","52450","50360"
"In post","2023","30-39","Digital, Data & Technology","Other","London","25","25","37890","36180"
"In post","2023","30-39","Digital, Data & Technology","Other","Outside London","50","45","34250","34790"
"In post","2023","30-39","Digital, Data & Technology","Policy","London","15","15","54350","56430"
"In post","2023","30-39","Digital, Data & Technology","Policy","Outside London","10","10","44260","45150"
"In post","2023","30-39","Digital, Data & Technology","Project Delivery","London","35","35","37840","36180"
"In post","2023","30-39","Digital, Data & Technology","Project Delivery","Outside London","45","45","38310","38470"
"In post","2023","30-39","Digital, Data & Technology","Property","London","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Digital, Data & Technology","Science and Engineering","Outside London","140","130","39130","38200"
"In post","2023","30-39","Digital, Data & Technology","Security","London","5","5","[c]","[c]"
"In post","2023","30-39","Digital, Data & Technology","Security","Outside London","10","10","43370","39670"
"In post","2023","30-39","Digital, Data & Technology","Statistics","London","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Digital, Data & Technology","Statistics","Outside London","10","10","[c]","[c]"
"In post","2023","30-39","Digital, Data & Technology","Tax","London","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Digital, Data & Technology","Tax","Outside London","20","20","38820","35000"
"In post","2023","30-39","Digital, Data & Technology","Unknown","London","80","80","56010","56430"
"In post","2023","30-39","Digital, Data & Technology","Unknown","Outside London","200","200","42870","41780"
"In post","2023","30-39","Digital, Data & Technology","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Finance","Commercial","London","15","15","45370","41450"
"In post","2023","30-39","Finance","Commercial","Outside London","110","105","37560","34170"
"In post","2023","30-39","Finance","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Finance","Communications","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Finance","Corporate Finance","London","20","20","49390","36990"
"In post","2023","30-39","Finance","Corporate Finance","Outside London","10","10","[c]","[c]"
"In post","2023","30-39","Finance","Counter Fraud","London","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Finance","Counter Fraud","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Finance","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Finance","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Finance","Economics","London","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Finance","Economics","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Finance","Finance","London","570","560","53290","54850"
"In post","2023","30-39","Finance","Finance","Outside London","1390","1340","39530","37590"
"In post","2023","30-39","Finance","Finance","Overseas","10","10","56480","54000"
"In post","2023","30-39","Finance","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Finance","Human Resources","London","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Finance","Operational Delivery","London","10","10","48630","45000"
"In post","2023","30-39","Finance","Operational Delivery","Outside London","235","220","29160","28130"
"In post","2023","30-39","Finance","Operational Research","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Finance","Other","London","5","5","[c]","[c]"
"In post","2023","30-39","Finance","Other","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Finance","Policy","London","10","10","[c]","[c]"
"In post","2023","30-39","Finance","Policy","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Finance","Project Delivery","London","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Finance","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Finance","Security","London","15","15","48400","43760"
"In post","2023","30-39","Finance","Security","Outside London","45","45","38400","34170"
"In post","2023","30-39","Finance","Social Research","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Finance","Statistics","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Finance","Tax","London","10","10","48010","45560"
"In post","2023","30-39","Finance","Tax","Outside London","20","20","31470","27890"
"In post","2023","30-39","Finance","Unknown","London","60","60","54800","55560"
"In post","2023","30-39","Finance","Unknown","Outside London","65","65","38820","35000"
"In post","2023","30-39","Grants Management","Finance","London","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Grants Management","Operational Delivery","London","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Grants Management","Operational Delivery","Outside London","470","440","25130","22150"
"In post","2023","30-39","Grants Management","Policy","London","15","15","53830","59290"
"In post","2023","30-39","Grants Management","Policy","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Grants Management","Project Delivery","London","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Human Resources","Commercial","London","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Human Resources","Commercial","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Human Resources","Communications","London","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Human Resources","Communications","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Human Resources","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Human Resources","Digital, Data and Technology","Outside London","10","10","[c]","[c]"
"In post","2023","30-39","Human Resources","Finance","London","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Human Resources","Human Resources","London","600","585","47030","43540"
"In post","2023","30-39","Human Resources","Human Resources","Outside London","1850","1760","36440","34170"
"In post","2023","30-39","Human Resources","Human Resources","Overseas","45","45","51190","51470"
"In post","2023","30-39","Human Resources","Human Resources","Unknown","5","5","[c]","[c]"
"In post","2023","30-39","Human Resources","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Human Resources","Knowledge and Information Management","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Human Resources","Legal","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Human Resources","Operational Delivery","London","25","25","43960","39150"
"In post","2023","30-39","Human Resources","Operational Delivery","Outside London","220","210","31650","28120"
"In post","2023","30-39","Human Resources","Other","London","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Human Resources","Other","Outside London","10","10","[c]","[c]"
"In post","2023","30-39","Human Resources","Planning","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Human Resources","Policy","London","5","5","[c]","[c]"
"In post","2023","30-39","Human Resources","Policy","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Human Resources","Project Delivery","London","5","5","[c]","[c]"
"In post","2023","30-39","Human Resources","Project Delivery","Outside London","10","10","44710","39430"
"In post","2023","30-39","Human Resources","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Human Resources","Property","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Human Resources","Science and Engineering","London","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Human Resources","Tax","London","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Human Resources","Tax","Outside London","50","50","34460","34400"
"In post","2023","30-39","Human Resources","Unknown","London","50","45","53980","57260"
"In post","2023","30-39","Human Resources","Unknown","Outside London","90","85","39950","38380"
"In post","2023","30-39","Internal Audit","Internal Audit","London","35","35","50220","45560"
"In post","2023","30-39","Internal Audit","Internal Audit","Outside London","95","90","43190","42510"
"In post","2023","30-39","Internal Audit","Internal Audit","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Internal Audit","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Internal Audit","Policy","London","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Legal","Communications","London","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Legal","Finance","London","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Legal","Finance","Outside London","10","10","26260","24480"
"In post","2023","30-39","Legal","Human Resources","London","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Legal","Knowledge and Information Management","London","5","5","[c]","[c]"
"In post","2023","30-39","Legal","Knowledge and Information Management","Outside London","20","20","33010","28760"
"In post","2023","30-39","Legal","Legal","London","1125","1080","56920","54100"
"In post","2023","30-39","Legal","Legal","Outside London","1140","1085","51840","52360"
"In post","2023","30-39","Legal","Legal","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Legal","Operational Delivery","London","180","175","30550","28200"
"In post","2023","30-39","Legal","Operational Delivery","Outside London","405","375","27620","26900"
"In post","2023","30-39","Legal","Other","London","5","5","[c]","[c]"
"In post","2023","30-39","Legal","Other","Outside London","15","15","50290","50830"
"In post","2023","30-39","Legal","Policy","London","20","20","58250","57000"
"In post","2023","30-39","Legal","Policy","Outside London","5","5","[c]","[c]"
"In post","2023","30-39","Legal","Project Delivery","London","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Legal","Project Delivery","Outside London","10","5","[c]","[c]"
"In post","2023","30-39","Legal","Property","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Legal","Security","London","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Legal","Security","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Legal","Tax","London","15","15","59460","65230"
"In post","2023","30-39","Legal","Tax","Outside London","85","80","43630","39380"
"In post","2023","30-39","Legal","Unknown","London","45","45","57180","63990"
"In post","2023","30-39","Legal","Unknown","Outside London","40","40","41540","35000"
"In post","2023","30-39","No function","Commercial","London","40","35","44820","41970"
"In post","2023","30-39","No function","Commercial","Outside London","75","75","42510","41760"
"In post","2023","30-39","No function","Communications","London","45","40","51220","54660"
"In post","2023","30-39","No function","Communications","Outside London","20","15","37880","38600"
"In post","2023","30-39","No function","Corporate Finance","London","[c]","[c]","[c]","[c]"
"In post","2023","30-39","No function","Corporate Finance","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","30-39","No function","Counter Fraud","London","5","5","[c]","[c]"
"In post","2023","30-39","No function","Counter Fraud","Outside London","50","45","28770","25980"
"In post","2023","30-39","No function","Digital, Data and Technology","London","130","130","54990","59000"
"In post","2023","30-39","No function","Digital, Data and Technology","Outside London","85","85","40940","38690"
"In post","2023","30-39","No function","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","30-39","No function","Economics","London","60","55","61830","61120"
"In post","2023","30-39","No function","Economics","Outside London","15","15","43950","43760"
"In post","2023","30-39","No function","Economics","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","30-39","No function","Finance","London","20","20","47900","44760"
"In post","2023","30-39","No function","Finance","Outside London","20","20","36670","31510"
"In post","2023","30-39","No function","Geography","Outside London","130","125","34520","34370"
"In post","2023","30-39","No function","Human Resources","London","35","35","47680","43210"
"In post","2023","30-39","No function","Human Resources","Outside London","40","35","39240","37970"
"In post","2023","30-39","No function","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","30-39","No function","Inspector of Education and Training","London","20","20","69430","74970"
"In post","2023","30-39","No function","Inspector of Education and Training","Outside London","120","120","59250","52750"
"In post","2023","30-39","No function","Intelligence Analysis","London","225","220","40020","37180"
"In post","2023","30-39","No function","Intelligence Analysis","Outside London","435","420","30560","28480"
"In post","2023","30-39","No function","Intelligence Analysis","Overseas","5","5","[c]","[c]"
"In post","2023","30-39","No function","International Trade","London","425","420","53070","55370"
"In post","2023","30-39","No function","International Trade","Outside London","125","120","41430","38940"
"In post","2023","30-39","No function","International Trade","Overseas","75","75","53850","53970"
"In post","2023","30-39","No function","Knowledge and Information Management","London","85","85","42380","36720"
"In post","2023","30-39","No function","Knowledge and Information Management","Outside London","100","95","32430","31160"
"In post","2023","30-39","No function","Legal","London","75","70","47880","43650"
"In post","2023","30-39","No function","Legal","Outside London","125","120","36930","37680"
"In post","2023","30-39","No function","Medicine","London","50","45","62130","51020"
"In post","2023","30-39","No function","Medicine","Outside London","430","375","45930","40590"
"In post","2023","30-39","No function","Medicine","Overseas","10","10","[c]","[c]"
"In post","2023","30-39","No function","Operational Delivery","London","6140","5905","36500","33050"
"In post","2023","30-39","No function","Operational Delivery","Outside London","44610","41825","29020","28120"
"In post","2023","30-39","No function","Operational Delivery","Overseas","40","40","41660","38640"
"In post","2023","30-39","No function","Operational Delivery","Unknown","115","110","27100","26180"
"In post","2023","30-39","No function","Operational Research","London","10","10","[c]","[c]"
"In post","2023","30-39","No function","Operational Research","Outside London","35","35","31290","22520"
"In post","2023","30-39","No function","Other","London","275","265","42440","36240"
"In post","2023","30-39","No function","Other","Outside London","1120","1055","31340","28120"
"In post","2023","30-39","No function","Other","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","30-39","No function","Other","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","30-39","No function","Planning","London","25","25","46160","44180"
"In post","2023","30-39","No function","Planning","Outside London","25","25","39380","39630"
"In post","2023","30-39","No function","Planning Inspectors","London","5","5","[c]","[c]"
"In post","2023","30-39","No function","Planning Inspectors","Outside London","65","60","51280","48660"
"In post","2023","30-39","No function","Policy","London","5840","5720","53960","55120"
"In post","2023","30-39","No function","Policy","Outside London","2230","2155","42870","39000"
"In post","2023","30-39","No function","Policy","Overseas","620","620","49510","53050"
"In post","2023","30-39","No function","Policy","Unknown","5","5","[c]","[c]"
"In post","2023","30-39","No function","Project Delivery","London","270","270","50140","43700"
"In post","2023","30-39","No function","Project Delivery","Outside London","215","210","40480","39000"
"In post","2023","30-39","No function","Property","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","30-39","No function","Psychology","London","25","25","43180","36000"
"In post","2023","30-39","No function","Psychology","Outside London","590","565","36350","32420"
"In post","2023","30-39","No function","Science and Engineering","London","230","225","45230","42260"
"In post","2023","30-39","No function","Science and Engineering","Outside London","1360","1325","39750","39430"
"In post","2023","30-39","No function","Science and Engineering","Overseas","25","25","59330","58800"
"In post","2023","30-39","No function","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","30-39","No function","Security","London","40","40","55220","56430"
"In post","2023","30-39","No function","Security","Outside London","10","10","[c]","[c]"
"In post","2023","30-39","No function","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","30-39","No function","Social Research","London","10","10","50020","45210"
"In post","2023","30-39","No function","Social Research","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","30-39","No function","Statistics","London","10","10","52070","53920"
"In post","2023","30-39","No function","Statistics","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","30-39","No function","Tax","London","335","325","46950","39790"
"In post","2023","30-39","No function","Tax","Outside London","3795","3660","36170","34700"
"In post","2023","30-39","No function","Unknown","London","1150","1125","53320","54690"
"In post","2023","30-39","No function","Unknown","Outside London","985","955","36850","34700"
"In post","2023","30-39","No function","Unknown","Overseas","25","25","[c]","[c]"
"In post","2023","30-39","No function","Unknown","Unknown","10","10","[c]","[c]"
"In post","2023","30-39","No function","Veterinarian","London","[c]","[c]","[c]","[c]"
"In post","2023","30-39","No function","Veterinarian","Outside London","85","80","38880","37330"
"In post","2023","30-39","Project Delivery","Commercial","London","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Project Delivery","Communications","London","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Project Delivery","Communications","Outside London","10","10","35120","30650"
"In post","2023","30-39","Project Delivery","Digital, Data and Technology","Outside London","15","15","49390","51360"
"In post","2023","30-39","Project Delivery","Finance","London","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Project Delivery","Finance","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Project Delivery","Human Resources","London","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Project Delivery","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Project Delivery","Inspector of Education and Training","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Project Delivery","International Trade","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Project Delivery","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Project Delivery","Knowledge and Information Management","Outside London","5","5","[c]","[c]"
"In post","2023","30-39","Project Delivery","Legal","Outside London","10","10","[c]","[c]"
"In post","2023","30-39","Project Delivery","Medicine","London","5","5","[c]","[c]"
"In post","2023","30-39","Project Delivery","Operational Delivery","London","45","45","44800","41900"
"In post","2023","30-39","Project Delivery","Operational Delivery","Outside London","285","275","36250","34700"
"In post","2023","30-39","Project Delivery","Operational Delivery","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Project Delivery","Operational Research","London","15","15","46990","41890"
"In post","2023","30-39","Project Delivery","Operational Research","Outside London","35","35","42050","39890"
"In post","2023","30-39","Project Delivery","Other","London","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Project Delivery","Other","Outside London","30","30","35560","36740"
"In post","2023","30-39","Project Delivery","Policy","London","335","325","57200","56040"
"In post","2023","30-39","Project Delivery","Policy","Outside London","115","110","48410","49960"
"In post","2023","30-39","Project Delivery","Policy","Overseas","25","25","46570","40280"
"In post","2023","30-39","Project Delivery","Project Delivery","London","835","820","52430","54630"
"In post","2023","30-39","Project Delivery","Project Delivery","Outside London","2730","2650","41890","41000"
"In post","2023","30-39","Project Delivery","Project Delivery","Overseas","25","25","59140","56710"
"In post","2023","30-39","Project Delivery","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Project Delivery","Property","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Project Delivery","Science and Engineering","London","55","55","51740","54090"
"In post","2023","30-39","Project Delivery","Science and Engineering","Outside London","315","310","43980","42620"
"In post","2023","30-39","Project Delivery","Science and Engineering","Overseas","5","5","[c]","[c]"
"In post","2023","30-39","Project Delivery","Security","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Project Delivery","Social Research","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Project Delivery","Statistics","Outside London","5","5","[c]","[c]"
"In post","2023","30-39","Project Delivery","Tax","London","20","20","48350","42480"
"In post","2023","30-39","Project Delivery","Tax","Outside London","145","140","35300","35000"
"In post","2023","30-39","Project Delivery","Unknown","London","30","30","55350","56430"
"In post","2023","30-39","Project Delivery","Unknown","Outside London","70","65","43080","41780"
"In post","2023","30-39","Property","Commercial","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Property","Communications","London","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Property","Communications","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Property","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Property","Digital, Data and Technology","Outside London","5","5","[c]","[c]"
"In post","2023","30-39","Property","Finance","London","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Property","Finance","Outside London","20","20","41270","39660"
"In post","2023","30-39","Property","Human Resources","London","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Property","Human Resources","Outside London","10","10","39290","33020"
"In post","2023","30-39","Property","Operational Delivery","London","20","20","48410","48160"
"In post","2023","30-39","Property","Operational Delivery","Outside London","290","275","29550","26020"
"In post","2023","30-39","Property","Other","London","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Property","Other","Outside London","60","60","33620","34320"
"In post","2023","30-39","Property","Policy","London","5","5","[c]","[c]"
"In post","2023","30-39","Property","Policy","Outside London","10","10","[c]","[c]"
"In post","2023","30-39","Property","Project Delivery","London","10","10","[c]","[c]"
"In post","2023","30-39","Property","Project Delivery","Outside London","10","10","47310","50160"
"In post","2023","30-39","Property","Property","London","130","130","43600","43650"
"In post","2023","30-39","Property","Property","Outside London","815","785","36210","33990"
"In post","2023","30-39","Property","Property","Overseas","5","5","[c]","[c]"
"In post","2023","30-39","Property","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Property","Security","London","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Property","Unknown","London","5","5","[c]","[c]"
"In post","2023","30-39","Property","Unknown","Outside London","10","10","[c]","[c]"
"In post","2023","30-39","Property","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Security","Commercial","London","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Security","Digital, Data and Technology","London","5","5","[c]","[c]"
"In post","2023","30-39","Security","Digital, Data and Technology","Outside London","15","15","49820","49710"
"In post","2023","30-39","Security","Finance","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Security","Human Resources","London","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Security","Human Resources","Outside London","5","5","[c]","[c]"
"In post","2023","30-39","Security","Intelligence Analysis","London","40","40","46790","44090"
"In post","2023","30-39","Security","Intelligence Analysis","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Security","Intelligence Analysis","Overseas","5","5","[c]","[c]"
"In post","2023","30-39","Security","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Security","Knowledge and Information Management","Outside London","15","15","34430","27430"
"In post","2023","30-39","Security","Legal","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Security","Operational Delivery","London","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Security","Operational Delivery","Outside London","5","5","[c]","[c]"
