"Status","Year","Age","Parent_department","Responsibility_level_grouped","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","30-39","Chancellor's other departments","G6/G7","G7","20","20","53700","55920"
"In post","2023","30-39","Chancellor's other departments","SEO/HEO","HEO","15","15","35890","35580"
"In post","2023","30-39","Chancellor's other departments","SEO/HEO","SEO","25","25","45870","44970"
"In post","2023","30-39","Charity Commission","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Charity Commission","EO","EO","30","25","25520","25300"
"In post","2023","30-39","Charity Commission","G6/G7","G6","5","5","[c]","[c]"
"In post","2023","30-39","Charity Commission","G6/G7","G7","15","15","52800","52240"
"In post","2023","30-39","Charity Commission","SEO/HEO","HEO","40","40","30430","30170"
"In post","2023","30-39","Charity Commission","SEO/HEO","SEO","25","25","39190","38800"
"In post","2023","30-39","Competition and Markets Authority","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Competition and Markets Authority","EO","EO","15","10","28520","28760"
"In post","2023","30-39","Competition and Markets Authority","G6/G7","G6","110","110","75870","74600"
"In post","2023","30-39","Competition and Markets Authority","G6/G7","G7","105","100","57450","55950"
"In post","2023","30-39","Competition and Markets Authority","SCS level","SCS level","20","20","99030","99650"
"In post","2023","30-39","Competition and Markets Authority","SEO/HEO","HEO","40","40","35000","34620"
"In post","2023","30-39","Competition and Markets Authority","SEO/HEO","SEO","25","20","44400","43560"
"In post","2023","30-39","Department for Business, Energy and Industrial Strategy","AA/AO","AA","10","10","20190","20230"
"In post","2023","30-39","Department for Business, Energy and Industrial Strategy","AA/AO","AO","225","210","22590","22180"
"In post","2023","30-39","Department for Business, Energy and Industrial Strategy","EO","EO","405","385","26660","25610"
"In post","2023","30-39","Department for Business, Energy and Industrial Strategy","G6/G7","G6","340","330","67290","66490"
"In post","2023","30-39","Department for Business, Energy and Industrial Strategy","G6/G7","G7","1115","1090","54980","55120"
"In post","2023","30-39","Department for Business, Energy and Industrial Strategy","SCS level","SCS level","85","80","79070","75940"
"In post","2023","30-39","Department for Business, Energy and Industrial Strategy","SEO/HEO","HEO","710","685","33480","32730"
"In post","2023","30-39","Department for Business, Energy and Industrial Strategy","SEO/HEO","SEO","965","940","41710","41360"
"In post","2023","30-39","Department for Digital, Culture, Media and Sport","EO","EO","35","30","28120","27780"
"In post","2023","30-39","Department for Digital, Culture, Media and Sport","G6/G7","G6","115","110","64750","63900"
"In post","2023","30-39","Department for Digital, Culture, Media and Sport","G6/G7","G7","355","350","54510","53030"
"In post","2023","30-39","Department for Digital, Culture, Media and Sport","SCS level","SCS level","40","40","81150","77100"
"In post","2023","30-39","Department for Digital, Culture, Media and Sport","SEO/HEO","HEO","190","190","36680","35620"
"In post","2023","30-39","Department for Education","AA/AO","AO","20","20","22190","22020"
"In post","2023","30-39","Department for Education","EO","EO","160","155","27280","26940"
"In post","2023","30-39","Department for Education","G6/G7","G6","240","230","65600","65780"
"In post","2023","30-39","Department for Education","G6/G7","G7","755","725","53240","51910"
"In post","2023","30-39","Department for Education","SCS level","SCS level","55","55","79230","76000"
"In post","2023","30-39","Department for Education","SEO/HEO","HEO","405","390","31710","30700"
"In post","2023","30-39","Department for Education","SEO/HEO","SEO","745","720","39650","37800"
"In post","2023","30-39","Department for Education","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Department for Environment, Food and Rural Affairs","AA/AO","AO","470","435","22460","22150"
"In post","2023","30-39","Department for Environment, Food and Rural Affairs","EO","EO","425","410","26550","25920"
"In post","2023","30-39","Department for Environment, Food and Rural Affairs","G6/G7","G6","165","160","62340","64110"
"In post","2023","30-39","Department for Environment, Food and Rural Affairs","G6/G7","G7","630","610","51970","50340"
"In post","2023","30-39","Department for Environment, Food and Rural Affairs","SCS level","SCS level","30","25","79230","75600"
"In post","2023","30-39","Department for Environment, Food and Rural Affairs","SEO/HEO","HEO","510","495","31380","30320"
"In post","2023","30-39","Department for Environment, Food and Rural Affairs","SEO/HEO","SEO","775","745","38500","37310"
"In post","2023","30-39","Department for Environment, Food and Rural Affairs","Unknown","Unknown","5","5","[c]","[c]"
"In post","2023","30-39","Department for International Trade","EO","EO","40","40","27970","29280"
"In post","2023","30-39","Department for International Trade","G6/G7","G6","145","145","67110","65980"
"In post","2023","30-39","Department for International Trade","G6/G7","G7","380","375","55950","55490"
"In post","2023","30-39","Department for International Trade","SCS level","SCS level","55","55","78940","75050"
"In post","2023","30-39","Department for International Trade","SEO/HEO","HEO","140","140","34820","35010"
"In post","2023","30-39","Department for International Trade","SEO/HEO","SEO","235","235","42180","41550"
"In post","2023","30-39","Department for Levelling Up, Housing and Communities","AA/AO","AO","40","35","23210","23250"
"In post","2023","30-39","Department for Levelling Up, Housing and Communities","EO","EO","60","55","27590","26940"
"In post","2023","30-39","Department for Levelling Up, Housing and Communities","G6/G7","G6","205","200","65040","64970"
"In post","2023","30-39","Department for Levelling Up, Housing and Communities","G6/G7","G7","415","400","53290","54630"
"In post","2023","30-39","Department for Levelling Up, Housing and Communities","SCS level","SCS level","45","40","79260","75040"
"In post","2023","30-39","Department for Levelling Up, Housing and Communities","SEO/HEO","HEO","155","150","33190","33450"
"In post","2023","30-39","Department for Levelling Up, Housing and Communities","SEO/HEO","SEO","215","210","40080","40390"
"In post","2023","30-39","Department for Transport","AA/AO","AA","210","170","19630","19000"
"In post","2023","30-39","Department for Transport","AA/AO","AO","1030","925","23060","22500"
"In post","2023","30-39","Department for Transport","EO","EO","740","715","28040","27190"
"In post","2023","30-39","Department for Transport","G6/G7","G6","200","195","68370","67420"
"In post","2023","30-39","Department for Transport","G6/G7","G7","480","470","56470","55740"
"In post","2023","30-39","Department for Transport","SCS level","SCS level","55","55","79140","75660"
"In post","2023","30-39","Department for Transport","SEO/HEO","HEO","505","495","33620","31940"
"In post","2023","30-39","Department for Transport","SEO/HEO","SEO","480","470","42720","43180"
"In post","2023","30-39","Department for Work and Pensions","AA/AO","AA","5","5","[c]","[c]"
"In post","2023","30-39","Department for Work and Pensions","AA/AO","AO","3580","3150","21950","21690"
"In post","2023","30-39","Department for Work and Pensions","EO","EO","7565","7020","28840","28120"
"In post","2023","30-39","Department for Work and Pensions","G6/G7","G6","150","150","71160","71040"
"In post","2023","30-39","Department for Work and Pensions","G6/G7","G7","545","535","54240","54680"
"In post","2023","30-39","Department for Work and Pensions","SCS level","SCS level","25","25","81110","76720"
"In post","2023","30-39","Department for Work and Pensions","SEO/HEO","HEO","1605","1550","34910","34170"
"In post","2023","30-39","Department for Work and Pensions","SEO/HEO","SEO","825","805","41410","39200"
"In post","2023","30-39","Department of Health and Social Care","AA/AO","AA","10","5","[c]","[c]"
"In post","2023","30-39","Department of Health and Social Care","AA/AO","AO","125","110","22800","22820"
"In post","2023","30-39","Department of Health and Social Care","EO","EO","260","245","27270","27840"
"In post","2023","30-39","Department of Health and Social Care","G6/G7","G6","335","320","68670","67890"
"In post","2023","30-39","Department of Health and Social Care","G6/G7","G7","725","705","53950","54660"
"In post","2023","30-39","Department of Health and Social Care","SCS level","SCS level","110","105","83970","77390"
"In post","2023","30-39","Department of Health and Social Care","SEO/HEO","HEO","425","410","33000","33500"
"In post","2023","30-39","Department of Health and Social Care","SEO/HEO","SEO","705","685","40840","41280"
"In post","2023","30-39","Estyn","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Estyn","EO","EO","10","5","[c]","[c]"
"In post","2023","30-39","Estyn","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Estyn","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Food Standards Agency","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Food Standards Agency","EO","EO","50","45","27790","28090"
"In post","2023","30-39","Food Standards Agency","G6/G7","G6","15","15","62780","61780"
"In post","2023","30-39","Food Standards Agency","G6/G7","G7","50","50","54220","53110"
"In post","2023","30-39","Food Standards Agency","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Food Standards Agency","SEO/HEO","HEO","105","100","31920","31260"
"In post","2023","30-39","Food Standards Agency","SEO/HEO","SEO","130","125","39190","38670"
"In post","2023","30-39","Foreign, Commonwealth and Development Office","AA/AO","AO","65","65","26130","26100"
"In post","2023","30-39","Foreign, Commonwealth and Development Office","EO","EO","140","135","30290","29890"
"In post","2023","30-39","Foreign, Commonwealth and Development Office","G6/G7","G6","270","265","66590","66500"
"In post","2023","30-39","Foreign, Commonwealth and Development Office","G6/G7","G7","930","920","55880","55500"
"In post","2023","30-39","Foreign, Commonwealth and Development Office","SCS level","SCS level","45","45","75740","75580"
"In post","2023","30-39","Foreign, Commonwealth and Development Office","SEO/HEO","HEO","575","570","36880","36020"
"In post","2023","30-39","Foreign, Commonwealth and Development Office","SEO/HEO","SEO","290","290","43680","43120"
"In post","2023","30-39","Foreign, Commonwealth and Development Office","Unknown","Unknown","5","5","[c]","[c]"
"In post","2023","30-39","HM Land Registry","AA/AO","AA","10","10","[c]","[c]"
"In post","2023","30-39","HM Land Registry","AA/AO","AO","415","390","23490","23390"
"In post","2023","30-39","HM Land Registry","EO","EO","460","435","28410","28080"
"In post","2023","30-39","HM Land Registry","G6/G7","G6","10","10","70620","69870"
"In post","2023","30-39","HM Land Registry","G6/G7","G7","60","60","58560","58140"
"In post","2023","30-39","HM Land Registry","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","30-39","HM Land Registry","SEO/HEO","HEO","155","145","36040","34850"
"In post","2023","30-39","HM Land Registry","SEO/HEO","SEO","105","105","42870","39800"
"In post","2023","30-39","HM Revenue and Customs","AA/AO","AA","20","15","22520","22520"
"In post","2023","30-39","HM Revenue and Customs","AA/AO","AO","3745","3405","22650","22520"
"In post","2023","30-39","HM Revenue and Customs","EO","EO","4175","4030","28370","28130"
"In post","2023","30-39","HM Revenue and Customs","G6/G7","G6","420","405","72880","71300"
"In post","2023","30-39","HM Revenue and Customs","G6/G7","G7","1855","1815","58740","57970"
"In post","2023","30-39","HM Revenue and Customs","SCS level","SCS level","50","50","85240","82950"
"In post","2023","30-39","HM Revenue and Customs","SEO/HEO","HEO","4990","4860","35290","35000"
"In post","2023","30-39","HM Revenue and Customs","SEO/HEO","SEO","2155","2120","42880","42140"
"In post","2023","30-39","HM Treasury","AA/AO","AO","5","5","[c]","[c]"
"In post","2023","30-39","HM Treasury","EO","EO","40","35","27840","27950"
"In post","2023","30-39","HM Treasury","G6/G7","G6","210","210","65590","64900"
"In post","2023","30-39","HM Treasury","G6/G7","G7","335","325","55240","54130"
"In post","2023","30-39","HM Treasury","SCS level","SCS level","50","50","78330","75370"
"In post","2023","30-39","HM Treasury","SEO/HEO","HEO","125","120","35030","33630"
"In post","2023","30-39","HM Treasury","SEO/HEO","SEO","55","55","40750","39200"
"In post","2023","30-39","Home Office","AA/AO","AA","80","70","20460","19500"
"In post","2023","30-39","Home Office","AA/AO","AO","1770","1585","22960","22400"
"In post","2023","30-39","Home Office","EO","EO","4215","4030","26960","25880"
"In post","2023","30-39","Home Office","G6/G7","G6","275","265","70920","70840"
"In post","2023","30-39","Home Office","G6/G7","G7","930","915","58520","59290"
"In post","2023","30-39","Home Office","SCS level","SCS level","45","40","79770","78100"
"In post","2023","30-39","Home Office","SEO/HEO","HEO","1780","1730","33560","32160"
"In post","2023","30-39","Home Office","SEO/HEO","SEO","1150","1130","41610","43000"
"In post","2023","30-39","Home Office","Unknown","Unknown","40","40","[c]","[c]"
"In post","2023","30-39","Ministry of Defence","AA/AO","AA","490","475","22130","21380"
"In post","2023","30-39","Ministry of Defence","AA/AO","AO","1660","1585","27410","22230"
"In post","2023","30-39","Ministry of Defence","EO","EO","1285","1235","29000","27470"
"In post","2023","30-39","Ministry of Defence","G6/G7","G6","270","255","69420","69490"
"In post","2023","30-39","Ministry of Defence","G6/G7","G7","1415","1385","54520","54510"
"In post","2023","30-39","Ministry of Defence","SCS level","SCS level","50","45","84400","78320"
"In post","2023","30-39","Ministry of Defence","SEO/HEO","HEO","2355","2265","34460","33990"
"In post","2023","30-39","Ministry of Defence","SEO/HEO","SEO","2580","2520","42590","41800"
"In post","2023","30-39","Ministry of Defence","Unknown","Unknown","850","840","42010","41580"
"In post","2023","30-39","Ministry of Justice","AA/AO","AA","1105","1040","23260","23230"
"In post","2023","30-39","Ministry of Justice","AA/AO","AO","7965","7540","28940","29890"
"In post","2023","30-39","Ministry of Justice","EO","EO","2840","2755","31300","29660"
