"Status","Year","Age","Parent_department","Responsibility_level_grouped","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","30-39","Office for Standards in Education, Children's Services and Skills","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Office for Standards in Education, Children's Services and Skills","SEO/HEO","HEO","80","75","33330","33130"
"In post","2023","30-39","Office for Standards in Education, Children's Services and Skills","SEO/HEO","SEO","160","160","46770","47750"
"In post","2023","30-39","Office of Gas and Electricity Markets","AA/AO","AO","5","5","[c]","[c]"
"In post","2023","30-39","Office of Gas and Electricity Markets","EO","EO","105","105","26620","25760"
"In post","2023","30-39","Office of Gas and Electricity Markets","G6/G7","G6","125","125","66600","64260"
"In post","2023","30-39","Office of Gas and Electricity Markets","G6/G7","G7","170","165","50880","48730"
"In post","2023","30-39","Office of Gas and Electricity Markets","SCS level","SCS level","15","15","88300","85630"
"In post","2023","30-39","Office of Gas and Electricity Markets","SEO/HEO","HEO","95","95","34420","33400"
"In post","2023","30-39","Office of Gas and Electricity Markets","SEO/HEO","SEO","60","60","40360","40000"
"In post","2023","30-39","Office of Qualifications and Examinations Regulation","EO","EO","5","5","[c]","[c]"
"In post","2023","30-39","Office of Qualifications and Examinations Regulation","G6/G7","G6","10","10","[c]","[c]"
"In post","2023","30-39","Office of Qualifications and Examinations Regulation","G6/G7","G7","20","20","48860","48060"
"In post","2023","30-39","Office of Qualifications and Examinations Regulation","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Office of Qualifications and Examinations Regulation","SEO/HEO","HEO","20","20","32660","32020"
"In post","2023","30-39","Office of Qualifications and Examinations Regulation","SEO/HEO","SEO","30","25","39780","39140"
"In post","2023","30-39","Office of Rail and Road","AA/AO","AO","5","5","[c]","[c]"
"In post","2023","30-39","Office of Rail and Road","EO","EO","5","5","[c]","[c]"
"In post","2023","30-39","Office of Rail and Road","G6/G7","G6","5","5","[c]","[c]"
"In post","2023","30-39","Office of Rail and Road","G6/G7","G7","40","40","57540","57140"
"In post","2023","30-39","Office of Rail and Road","SEO/HEO","HEO","15","15","34190","35000"
"In post","2023","30-39","Office of Rail and Road","SEO/HEO","SEO","15","15","43400","43520"
"In post","2023","30-39","Office of the Secretary of State for Scotland","EO","EO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Office of the Secretary of State for Scotland","G6/G7","G6","10","10","[c]","[c]"
"In post","2023","30-39","Office of the Secretary of State for Scotland","G6/G7","G7","20","20","56290","54870"
"In post","2023","30-39","Office of the Secretary of State for Scotland","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Office of the Secretary of State for Scotland","SEO/HEO","HEO","10","10","[c]","[c]"
"In post","2023","30-39","Office of the Secretary of State for Scotland","SEO/HEO","SEO","5","5","[c]","[c]"
"In post","2023","30-39","Office of the Secretary of State for Wales","EO","EO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Office of the Secretary of State for Wales","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Office of the Secretary of State for Wales","G6/G7","G7","5","5","[c]","[c]"
"In post","2023","30-39","Office of the Secretary of State for Wales","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Office of the Secretary of State for Wales","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Office of the Secretary of State for Wales","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Scottish Government","AA/AO","AA","585","540","23230","22920"
"In post","2023","30-39","Scottish Government","AA/AO","AO","1085","1045","26340","25710"
"In post","2023","30-39","Scottish Government","EO","EO","1995","1925","32190","31290"
"In post","2023","30-39","Scottish Government","G6/G7","G6","210","205","73690","73540"
"In post","2023","30-39","Scottish Government","G6/G7","G7","855","830","58490","58770"
"In post","2023","30-39","Scottish Government","SCS level","SCS level","15","15","84310","83530"
"In post","2023","30-39","Scottish Government","SEO/HEO","HEO","1435","1390","36720","36330"
"In post","2023","30-39","Scottish Government","SEO/HEO","SEO","1135","1095","45670","44890"
"In post","2023","30-39","The National Archives","AA/AO","AO","5","5","[c]","[c]"
"In post","2023","30-39","The National Archives","EO","EO","10","10","[c]","[c]"
"In post","2023","30-39","The National Archives","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2023","30-39","The National Archives","G6/G7","G7","15","15","47540","46380"
"In post","2023","30-39","The National Archives","SEO/HEO","HEO","45","40","31770","29840"
"In post","2023","30-39","The National Archives","SEO/HEO","SEO","50","50","39870","36720"
"In post","2023","30-39","UK Export Finance","EO","EO","10","10","[c]","[c]"
"In post","2023","30-39","UK Export Finance","G6/G7","G6","20","20","74870","75390"
"In post","2023","30-39","UK Export Finance","G6/G7","G7","30","30","59290","58100"
"In post","2023","30-39","UK Export Finance","SCS level","SCS level","5","5","[c]","[c]"
"In post","2023","30-39","UK Export Finance","SEO/HEO","HEO","15","15","36250","35190"
"In post","2023","30-39","UK Export Finance","SEO/HEO","SEO","35","35","46870","45690"
"In post","2023","30-39","UK Statistics Authority","AA/AO","AA","40","25","20620","20150"
"In post","2023","30-39","UK Statistics Authority","AA/AO","AO","130","105","21480","21200"
"In post","2023","30-39","UK Statistics Authority","EO","EO","170","160","24960","24840"
"In post","2023","30-39","UK Statistics Authority","G6/G7","G6","70","65","62990","61240"
"In post","2023","30-39","UK Statistics Authority","G6/G7","G7","345","335","52220","51460"
"In post","2023","30-39","UK Statistics Authority","SCS level","SCS level","10","10","77630","73660"
"In post","2023","30-39","UK Statistics Authority","SEO/HEO","HEO","330","315","31560","31060"
"In post","2023","30-39","UK Statistics Authority","SEO/HEO","SEO","455","440","38840","38520"
"In post","2023","30-39","UK Supreme Court","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","UK Supreme Court","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2023","30-39","UK Supreme Court","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","UK Supreme Court","SEO/HEO","SEO","5","5","[c]","[c]"
"In post","2023","30-39","Water Services Regulation Authority","EO","EO","5","5","[c]","[c]"
"In post","2023","30-39","Water Services Regulation Authority","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Water Services Regulation Authority","G6/G7","G7","5","5","[c]","[c]"
"In post","2023","30-39","Water Services Regulation Authority","SEO/HEO","HEO","25","25","42940","42450"
"In post","2023","30-39","Water Services Regulation Authority","SEO/HEO","SEO","15","10","57990","59240"
"In post","2023","30-39","Welsh Government","AA/AO","AO","170","160","25140","25620"
"In post","2023","30-39","Welsh Government","EO","EO","255","245","29620","30610"
"In post","2023","30-39","Welsh Government","G6/G7","G6","20","20","72050","69580"
"In post","2023","30-39","Welsh Government","G6/G7","G7","175","170","60130","63900"
"In post","2023","30-39","Welsh Government","SCS level","SCS level","10","10","[c]","[c]"
"In post","2023","30-39","Welsh Government","SEO/HEO","HEO","355","340","37560","39690"
"In post","2023","30-39","Welsh Government","SEO/HEO","SEO","245","235","46160","45970"
"In post","2023","40-49","Attorney General's Departments","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Attorney General's Departments","AA/AO","AO","275","240","23370","22870"
"In post","2023","40-49","Attorney General's Departments","EO","EO","380","345","28610","28540"
"In post","2023","40-49","Attorney General's Departments","G6/G7","G6","480","435","68980","68210"
"In post","2023","40-49","Attorney General's Departments","G6/G7","G7","1200","1105","56260","54980"
"In post","2023","40-49","Attorney General's Departments","SCS level","SCS level","110","105","83020","79860"
"In post","2023","40-49","Attorney General's Departments","SEO/HEO","HEO","195","185","33630","33100"
"In post","2023","40-49","Attorney General's Departments","SEO/HEO","SEO","200","190","40810","40540"
"In post","2023","40-49","Cabinet Office","AA/AO","AO","65","60","22210","21720"
"In post","2023","40-49","Cabinet Office","EO","EO","135","125","27080","27110"
"In post","2023","40-49","Cabinet Office","G6/G7","G6","405","395","70970","66670"
"In post","2023","40-49","Cabinet Office","G6/G7","G7","770","755","58280","56430"
"In post","2023","40-49","Cabinet Office","SCS level","SCS level","280","275","97940","94550"
"In post","2023","40-49","Cabinet Office","SEO/HEO","HEO","270","265","33860","33370"
"In post","2023","40-49","Cabinet Office","SEO/HEO","SEO","335","325","40800","40820"
"In post","2023","40-49","Chancellor's other departments","EO","EO","10","10","[c]","[c]"
"In post","2023","40-49","Chancellor's other departments","G6/G7","G6","50","45","91480","88470"
"In post","2023","40-49","Chancellor's other departments","G6/G7","G7","30","30","56720","57120"
"In post","2023","40-49","Chancellor's other departments","SCS level","SCS level","5","5","[c]","[c]"
"In post","2023","40-49","Chancellor's other departments","SEO/HEO","HEO","15","15","39770","39020"
"In post","2023","40-49","Chancellor's other departments","SEO/HEO","SEO","15","15","48230","47000"
"In post","2023","40-49","Charity Commission","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Charity Commission","EO","EO","20","20","25460","25300"
"In post","2023","40-49","Charity Commission","G6/G7","G6","10","10","65480","63870"
"In post","2023","40-49","Charity Commission","G6/G7","G7","25","25","53690","52240"
"In post","2023","40-49","Charity Commission","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Charity Commission","SEO/HEO","HEO","45","40","30280","30170"
"In post","2023","40-49","Charity Commission","SEO/HEO","SEO","35","35","39210","38800"
"In post","2023","40-49","Competition and Markets Authority","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Competition and Markets Authority","EO","EO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Competition and Markets Authority","G6/G7","G6","75","75","77840","77400"
"In post","2023","40-49","Competition and Markets Authority","G6/G7","G7","45","45","60040","59580"
"In post","2023","40-49","Competition and Markets Authority","SCS level","SCS level","65","60","109070","102320"
"In post","2023","40-49","Competition and Markets Authority","SEO/HEO","HEO","20","20","36440","35920"
"In post","2023","40-49","Competition and Markets Authority","SEO/HEO","SEO","15","15","44390","43560"
"In post","2023","40-49","Department for Business, Energy and Industrial Strategy","AA/AO","AA","15","10","20490","20200"
"In post","2023","40-49","Department for Business, Energy and Industrial Strategy","AA/AO","AO","255","225","22720","22180"
"In post","2023","40-49","Department for Business, Energy and Industrial Strategy","EO","EO","360","340","26860","25630"
"In post","2023","40-49","Department for Business, Energy and Industrial Strategy","G6/G7","G6","385","370","67540","66790"
"In post","2023","40-49","Department for Business, Energy and Industrial Strategy","G6/G7","G7","815","780","55260","55350"
"In post","2023","40-49","Department for Business, Energy and Industrial Strategy","SCS level","SCS level","185","175","84890","77600"
"In post","2023","40-49","Department for Business, Energy and Industrial Strategy","SEO/HEO","HEO","585","555","34760","34400"
"In post","2023","40-49","Department for Business, Energy and Industrial Strategy","SEO/HEO","SEO","775","745","42820","41500"
"In post","2023","40-49","Department for Digital, Culture, Media and Sport","EO","EO","10","10","[c]","[c]"
"In post","2023","40-49","Department for Digital, Culture, Media and Sport","G6/G7","G6","70","70","65800","65330"
"In post","2023","40-49","Department for Digital, Culture, Media and Sport","G6/G7","G7","110","105","55400","53550"
"In post","2023","40-49","Department for Digital, Culture, Media and Sport","SCS level","SCS level","50","45","86420","78340"
"In post","2023","40-49","Department for Digital, Culture, Media and Sport","SEO/HEO","HEO","65","65","36220","35620"
"In post","2023","40-49","Department for Education","AA/AO","AO","15","10","22970","22020"
"In post","2023","40-49","Department for Education","EO","EO","115","105","27490","26940"
"In post","2023","40-49","Department for Education","G6/G7","G6","390","370","65790","65780"
"In post","2023","40-49","Department for Education","G6/G7","G7","670","640","53380","52150"
"In post","2023","40-49","Department for Education","SCS level","SCS level","150","140","85060","76530"
"In post","2023","40-49","Department for Education","SEO/HEO","HEO","320","295","32180","31150"
"In post","2023","40-49","Department for Education","SEO/HEO","SEO","585","555","39540","38070"
"In post","2023","40-49","Department for Education","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Department for Environment, Food and Rural Affairs","AA/AO","AO","590","525","22380","22150"
"In post","2023","40-49","Department for Environment, Food and Rural Affairs","EO","EO","520","480","26710","25920"
"In post","2023","40-49","Department for Environment, Food and Rural Affairs","G6/G7","G6","290","280","62470","61700"
"In post","2023","40-49","Department for Environment, Food and Rural Affairs","G6/G7","G7","700","675","51420","49970"
"In post","2023","40-49","Department for Environment, Food and Rural Affairs","SCS level","SCS level","115","115","83260","78090"
"In post","2023","40-49","Department for Environment, Food and Rural Affairs","SEO/HEO","HEO","540","510","31420","30520"
"In post","2023","40-49","Department for Environment, Food and Rural Affairs","SEO/HEO","SEO","735","695","38560","37710"
"In post","2023","40-49","Department for Environment, Food and Rural Affairs","Unknown","Unknown","10","10","[c]","[c]"
"In post","2023","40-49","Department for International Trade","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Department for International Trade","EO","EO","30","30","29240","29400"
"In post","2023","40-49","Department for International Trade","G6/G7","G6","105","100","67820","66030"
"In post","2023","40-49","Department for International Trade","G6/G7","G7","180","175","56490","55500"
"In post","2023","40-49","Department for International Trade","SCS level","SCS level","75","70","88970","80000"
"In post","2023","40-49","Department for International Trade","SEO/HEO","HEO","55","55","33850","35010"
"In post","2023","40-49","Department for International Trade","SEO/HEO","SEO","140","140","42070","41750"
"In post","2023","40-49","Department for Levelling Up, Housing and Communities","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Department for Levelling Up, Housing and Communities","AA/AO","AO","30","30","23040","23250"
"In post","2023","40-49","Department for Levelling Up, Housing and Communities","EO","EO","70","65","28130","28060"
"In post","2023","40-49","Department for Levelling Up, Housing and Communities","G6/G7","G6","215","205","65660","64970"
"In post","2023","40-49","Department for Levelling Up, Housing and Communities","G6/G7","G7","310","295","52590","54630"
"In post","2023","40-49","Department for Levelling Up, Housing and Communities","SCS level","SCS level","90","85","89490","80490"
"In post","2023","40-49","Department for Levelling Up, Housing and Communities","SEO/HEO","HEO","140","135","33860","33450"
"In post","2023","40-49","Department for Levelling Up, Housing and Communities","SEO/HEO","SEO","145","135","40560","40800"
"In post","2023","40-49","Department for Transport","AA/AO","AA","215","175","19480","19000"
"In post","2023","40-49","Department for Transport","AA/AO","AO","1005","895","23340","22500"
"In post","2023","40-49","Department for Transport","EO","EO","905","870","28320","27400"
"In post","2023","40-49","Department for Transport","G6/G7","G6","220","210","70490","68020"
"In post","2023","40-49","Department for Transport","G6/G7","G7","450","440","57450","56000"
"In post","2023","40-49","Department for Transport","SCS level","SCS level","120","115","87910","81930"
"In post","2023","40-49","Department for Transport","SEO/HEO","HEO","555","545","33860","32670"
"In post","2023","40-49","Department for Transport","SEO/HEO","SEO","480","470","43170","42050"
"In post","2023","40-49","Department for Work and Pensions","AA/AO","AA","60","45","21260","21250"
"In post","2023","40-49","Department for Work and Pensions","AA/AO","AO","5330","4520","21990","21690"
"In post","2023","40-49","Department for Work and Pensions","EO","EO","9815","8910","28720","28120"
"In post","2023","40-49","Department for Work and Pensions","G6/G7","G6","385","375","70810","70570"
"In post","2023","40-49","Department for Work and Pensions","G6/G7","G7","950","925","54340","53320"
"In post","2023","40-49","Department for Work and Pensions","SCS level","SCS level","110","105","90500","82760"
"In post","2023","40-49","Department for Work and Pensions","SEO/HEO","HEO","2210","2120","34960","34170"
"In post","2023","40-49","Department for Work and Pensions","SEO/HEO","SEO","1260","1215","42240","38470"
"In post","2023","40-49","Department of Health and Social Care","AA/AO","AA","5","5","[c]","[c]"
"In post","2023","40-49","Department of Health and Social Care","AA/AO","AO","85","75","23200","22900"
"In post","2023","40-49","Department of Health and Social Care","EO","EO","175","165","27620","27960"
"In post","2023","40-49","Department of Health and Social Care","G6/G7","G6","405","385","69500","67890"
"In post","2023","40-49","Department of Health and Social Care","G6/G7","G7","720","690","54120","54000"
"In post","2023","40-49","Department of Health and Social Care","SCS level","SCS level","255","240","93180","92170"
"In post","2023","40-49","Department of Health and Social Care","SEO/HEO","HEO","325","305","33850","34000"
"In post","2023","40-49","Department of Health and Social Care","SEO/HEO","SEO","520","495","41450","41480"
"In post","2023","40-49","Estyn","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Estyn","EO","EO","5","5","[c]","[c]"
"In post","2023","40-49","Estyn","G6/G7","G6","15","15","79260","78500"
"In post","2023","40-49","Estyn","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Estyn","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Estyn","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Estyn","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Food Standards Agency","EO","EO","75","70","28000","28090"
"In post","2023","40-49","Food Standards Agency","G6/G7","G6","30","30","64300","62430"
"In post","2023","40-49","Food Standards Agency","G6/G7","G7","90","85","54590","53110"
"In post","2023","40-49","Food Standards Agency","SCS level","SCS level","10","10","90550","84460"
"In post","2023","40-49","Food Standards Agency","SEO/HEO","HEO","65","65","32230","31730"
"In post","2023","40-49","Food Standards Agency","SEO/HEO","SEO","145","140","40010","38670"
"In post","2023","40-49","Foreign, Commonwealth and Development Office","AA/AO","AO","65","65","27360","26100"
"In post","2023","40-49","Foreign, Commonwealth and Development Office","EO","EO","170","160","30560","29530"
"In post","2023","40-49","Foreign, Commonwealth and Development Office","G6/G7","G6","440","430","68040","67530"
"In post","2023","40-49","Foreign, Commonwealth and Development Office","G6/G7","G7","645","625","57670","57460"
"In post","2023","40-49","Foreign, Commonwealth and Development Office","SCS level","SCS level","250","250","84430","79000"
"In post","2023","40-49","Foreign, Commonwealth and Development Office","SEO/HEO","HEO","385","380","37010","36620"
"In post","2023","40-49","Foreign, Commonwealth and Development Office","SEO/HEO","SEO","250","245","44340","44450"
"In post","2023","40-49","Foreign, Commonwealth and Development Office","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","40-49","HM Land Registry","AA/AO","AO","275","260","23480","23390"
"In post","2023","40-49","HM Land Registry","EO","EO","365","330","28480","28080"
"In post","2023","40-49","HM Land Registry","G6/G7","G6","25","25","70520","70030"
"In post","2023","40-49","HM Land Registry","G6/G7","G7","75","70","59000","57880"
"In post","2023","40-49","HM Land Registry","SCS level","SCS level","15","15","87870","83000"
"In post","2023","40-49","HM Land Registry","SEO/HEO","HEO","270","250","35980","34850"
"In post","2023","40-49","HM Land Registry","SEO/HEO","SEO","250","240","42970","41680"
"In post","2023","40-49","HM Revenue and Customs","AA/AO","AA","95","70","22570","22520"
"In post","2023","40-49","HM Revenue and Customs","AA/AO","AO","3600","3170","22700","22520"
"In post","2023","40-49","HM Revenue and Customs","EO","EO","3210","3010","28590","28130"
"In post","2023","40-49","HM Revenue and Customs","G6/G7","G6","720","700","73110","71300"
"In post","2023","40-49","HM Revenue and Customs","G6/G7","G7","1910","1860","58630","57970"
"In post","2023","40-49","HM Revenue and Customs","SCS level","SCS level","195","195","86810","80500"
"In post","2023","40-49","HM Revenue and Customs","SEO/HEO","HEO","3820","3700","35490","35000"
"In post","2023","40-49","HM Revenue and Customs","SEO/HEO","SEO","2405","2350","43000","42510"
"In post","2023","40-49","HM Treasury","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","HM Treasury","EO","EO","40","40","27910","28150"
"In post","2023","40-49","HM Treasury","G6/G7","G6","85","80","68290","65760"
"In post","2023","40-49","HM Treasury","G6/G7","G7","95","90","55430","54130"
"In post","2023","40-49","HM Treasury","SCS level","SCS level","90","85","87850","79640"
"In post","2023","40-49","HM Treasury","SEO/HEO","HEO","45","45","34710","33630"
"In post","2023","40-49","HM Treasury","SEO/HEO","SEO","70","70","43650","42700"
"In post","2023","40-49","Home Office","AA/AO","AA","130","105","20950","19500"
"In post","2023","40-49","Home Office","AA/AO","AO","1680","1490","23360","22400"
"In post","2023","40-49","Home Office","EO","EO","3925","3680","27450","26180"
"In post","2023","40-49","Home Office","G6/G7","G6","425","415","70800","70840"
"In post","2023","40-49","Home Office","G6/G7","G7","1030","1010","58280","59290"
"In post","2023","40-49","Home Office","SCS level","SCS level","155","155","89070","81600"
"In post","2023","40-49","Home Office","SEO/HEO","HEO","1780","1710","33880","32310"
"In post","2023","40-49","Home Office","SEO/HEO","SEO","1370","1335","41760","42720"
"In post","2023","40-49","Home Office","Unknown","Unknown","85","80","[c]","[c]"
"In post","2023","40-49","Ministry of Defence","AA/AO","AA","705","685","21590","21380"
"In post","2023","40-49","Ministry of Defence","AA/AO","AO","1890","1805","27090","22220"
"In post","2023","40-49","Ministry of Defence","EO","EO","1605","1560","29270","27470"
"In post","2023","40-49","Ministry of Defence","G6/G7","G6","600","570","72770","70550"
"In post","2023","40-49","Ministry of Defence","G6/G7","G7","1795","1745","55060","55110"
"In post","2023","40-49","Ministry of Defence","SCS level","SCS level","190","180","89270","82460"
"In post","2023","40-49","Ministry of Defence","SEO/HEO","HEO","2255","2175","35680","34300"
"In post","2023","40-49","Ministry of Defence","SEO/HEO","SEO","2240","2175","42810","41800"
"In post","2023","40-49","Ministry of Defence","Unknown","Unknown","755","745","46710","42620"
"In post","2023","40-49","Ministry of Justice","AA/AO","AA","1150","1090","23120","23230"
"In post","2023","40-49","Ministry of Justice","AA/AO","AO","5925","5475","27900","28880"
"In post","2023","40-49","Ministry of Justice","EO","EO","2495","2400","31050","29660"
"In post","2023","40-49","Ministry of Justice","G6/G7","G6","365","360","72850","69960"
"In post","2023","40-49","Ministry of Justice","G6/G7","G7","890","865","58900","57540"
"In post","2023","40-49","Ministry of Justice","SCS level","SCS level","130","125","91550","83750"
"In post","2023","40-49","Ministry of Justice","SEO/HEO","HEO","1965","1910","35890","35410"
"In post","2023","40-49","Ministry of Justice","SEO/HEO","SEO","1795","1725","46250","44330"
"In post","2023","40-49","Ministry of Justice","Unknown","Unknown","5055","4665","33270","30840"
"In post","2023","40-49","National Crime Agency","AA/AO","AO","35","35","26680","26550"
"In post","2023","40-49","National Crime Agency","EO","EO","420","395","36270","36170"
"In post","2023","40-49","National Crime Agency","G6/G7","G6","40","40","73650","73770"
"In post","2023","40-49","National Crime Agency","G6/G7","G7","110","105","62690","62890"
"In post","2023","40-49","National Crime Agency","SCS level","SCS level","15","15","98770","90200"
"In post","2023","40-49","National Crime Agency","SEO/HEO","HEO","470","455","43610","43580"
"In post","2023","40-49","National Crime Agency","SEO/HEO","SEO","250","245","48930","47380"
"In post","2023","40-49","Northern Ireland Office","EO","EO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Northern Ireland Office","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Northern Ireland Office","G6/G7","G7","10","10","55560","56010"
"In post","2023","40-49","Northern Ireland Office","SCS level","SCS level","10","10","[c]","[c]"
"In post","2023","40-49","Northern Ireland Office","SEO/HEO","HEO","10","10","[c]","[c]"
"In post","2023","40-49","Northern Ireland Office","SEO/HEO","SEO","5","5","[c]","[c]"
"In post","2023","40-49","Office for Standards in Education, Children's Services and Skills","AA/AO","AO","45","40","22310","22490"
"In post","2023","40-49","Office for Standards in Education, Children's Services and Skills","EO","EO","55","50","27370","27140"
"In post","2023","40-49","Office for Standards in Education, Children's Services and Skills","G6/G7","G6","55","55","81900","82390"
"In post","2023","40-49","Office for Standards in Education, Children's Services and Skills","G6/G7","G7","210","205","72220","77470"
"In post","2023","40-49","Office for Standards in Education, Children's Services and Skills","SCS level","SCS level","10","10","107760","105590"
"In post","2023","40-49","Office for Standards in Education, Children's Services and Skills","SEO/HEO","HEO","50","50","33590","33130"
"In post","2023","40-49","Office for Standards in Education, Children's Services and Skills","SEO/HEO","SEO","210","205","48830","52750"
"In post","2023","40-49","Office of Gas and Electricity Markets","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Office of Gas and Electricity Markets","EO","EO","65","65","26460","25470"
"In post","2023","40-49","Office of Gas and Electricity Markets","G6/G7","G6","100","100","68220","66750"
"In post","2023","40-49","Office of Gas and Electricity Markets","G6/G7","G7","85","80","52170","50500"
"In post","2023","40-49","Office of Gas and Electricity Markets","SCS level","SCS level","30","30","98780","90870"
"In post","2023","40-49","Office of Gas and Electricity Markets","SEO/HEO","HEO","35","35","35140","33560"
"In post","2023","40-49","Office of Gas and Electricity Markets","SEO/HEO","SEO","45","45","41470","41680"
"In post","2023","40-49","Office of Qualifications and Examinations Regulation","G6/G7","G6","15","15","65570","64580"
"In post","2023","40-49","Office of Qualifications and Examinations Regulation","G6/G7","G7","45","45","50680","49440"
"In post","2023","40-49","Office of Qualifications and Examinations Regulation","SCS level","SCS level","10","10","92720","87480"
"In post","2023","40-49","Office of Qualifications and Examinations Regulation","SEO/HEO","HEO","20","20","33460","33500"
"In post","2023","40-49","Office of Qualifications and Examinations Regulation","SEO/HEO","SEO","30","25","40660","40460"
"In post","2023","40-49","Office of Rail and Road","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Office of Rail and Road","EO","EO","5","5","[c]","[c]"
"In post","2023","40-49","Office of Rail and Road","G6/G7","G6","20","20","72140","70630"
"In post","2023","40-49","Office of Rail and Road","G6/G7","G7","60","55","59680","59230"
"In post","2023","40-49","Office of Rail and Road","SCS level","SCS level","10","10","99500","94510"
"In post","2023","40-49","Office of Rail and Road","SEO/HEO","HEO","5","5","[c]","[c]"
"In post","2023","40-49","Office of Rail and Road","SEO/HEO","SEO","20","20","44440","44850"
"In post","2023","40-49","Office of the Secretary of State for Scotland","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Office of the Secretary of State for Scotland","EO","EO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Office of the Secretary of State for Scotland","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Office of the Secretary of State for Scotland","G6/G7","G7","5","5","[c]","[c]"
"In post","2023","40-49","Office of the Secretary of State for Scotland","SCS level","SCS level","5","5","[c]","[c]"
"In post","2023","40-49","Office of the Secretary of State for Scotland","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Office of the Secretary of State for Scotland","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Office of the Secretary of State for Wales","EO","EO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Office of the Secretary of State for Wales","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Office of the Secretary of State for Wales","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Scottish Government","AA/AO","AA","430","390","23460","23340"
"In post","2023","40-49","Scottish Government","AA/AO","AO","780","735","26710","26410"
"In post","2023","40-49","Scottish Government","EO","EO","1415","1360","32310","31940"
"In post","2023","40-49","Scottish Government","G6/G7","G6","615","595","75740","75920"
"In post","2023","40-49","Scottish Government","G6/G7","G7","940","900","61030","63860"
"In post","2023","40-49","Scottish Government","SCS level","SCS level","110","110","88440","83530"
"In post","2023","40-49","Scottish Government","SEO/HEO","HEO","1105","1065","37500","38170"
"In post","2023","40-49","Scottish Government","SEO/HEO","SEO","1055","1010","47510","49370"
"In post","2023","40-49","The National Archives","AA/AO","AO","15","15","23280","23460"
"In post","2023","40-49","The National Archives","EO","EO","10","10","26710","26000"
"In post","2023","40-49","The National Archives","G6/G7","G6","15","15","61170","60150"
"In post","2023","40-49","The National Archives","G6/G7","G7","25","25","50460","48670"
"In post","2023","40-49","The National Archives","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","40-49","The National Archives","SEO/HEO","HEO","35","35","31940","30250"
"In post","2023","40-49","The National Archives","SEO/HEO","SEO","40","40","41190","39780"
"In post","2023","40-49","UK Export Finance","EO","EO","5","5","[c]","[c]"
"In post","2023","40-49","UK Export Finance","G6/G7","G6","20","20","78090","77570"
"In post","2023","40-49","UK Export Finance","G6/G7","G7","40","40","61510","63510"
