"Status","Year","Age","Responsibility_level_grouped","Responsibility_level_ungrouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2023","30-39","SEO/HEO","SEO","Undeclared","100","[c]","41660","41950"
"Leaver CS","2023","30-39","SEO/HEO","SEO","Unknown","290","[c]","40940","40580"
"Leaver CS","2023","30-39","Unknown","Unknown","Heterosexual / straight","275","[c]","37530","35720"
"Leaver CS","2023","30-39","Unknown","Unknown","LGBO","35","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Unknown","Unknown","Undeclared","25","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Unknown","Unknown","Unknown","160","[c]","39700","38090"
"Leaver CS","2023","40-49","AA/AO","AA","Heterosexual / straight","175","[c]","21570","20750"
"Leaver CS","2023","40-49","AA/AO","AA","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2023","40-49","AA/AO","AA","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2023","40-49","AA/AO","AA","Unknown","95","[c]","21690","22080"
"Leaver CS","2023","40-49","AA/AO","AO","Heterosexual / straight","865","[c]","22690","21690"
"Leaver CS","2023","40-49","AA/AO","AO","LGBO","45","[c]","[c]","[c]"
"Leaver CS","2023","40-49","AA/AO","AO","Undeclared","110","[c]","23240","21780"
"Leaver CS","2023","40-49","AA/AO","AO","Unknown","630","[c]","23070","21780"
"Leaver CS","2023","40-49","EO","EO","Heterosexual / straight","895","[c]","28530","27650"
"Leaver CS","2023","40-49","EO","EO","LGBO","70","[c]","28820","27650"
"Leaver CS","2023","40-49","EO","EO","Undeclared","80","[c]","28540","28120"
"Leaver CS","2023","40-49","EO","EO","Unknown","340","[c]","28450","28120"
"Leaver CS","2023","40-49","G6/G7","G6","Heterosexual / straight","250","[c]","70290","68490"
"Leaver CS","2023","40-49","G6/G7","G6","LGBO","20","[c]","[c]","[c]"
"Leaver CS","2023","40-49","G6/G7","G6","Undeclared","40","[c]","70730","69380"
"Leaver CS","2023","40-49","G6/G7","G6","Unknown","110","[c]","72920","68600"
"Leaver CS","2023","40-49","G6/G7","G7","Heterosexual / straight","445","[c]","56690","55200"
"Leaver CS","2023","40-49","G6/G7","G7","LGBO","35","[c]","58290","56740"
"Leaver CS","2023","40-49","G6/G7","G7","Undeclared","75","[c]","56470","55340"
"Leaver CS","2023","40-49","G6/G7","G7","Unknown","230","[c]","56150","55070"
"Leaver CS","2023","40-49","SCS level","SCS level","Heterosexual / straight","145","[c]","93220","89500"
"Leaver CS","2023","40-49","SCS level","SCS level","LGBO","15","[c]","[c]","[c]"
"Leaver CS","2023","40-49","SCS level","SCS level","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2023","40-49","SCS level","SCS level","Unknown","55","[c]","102420","92750"
"Leaver CS","2023","40-49","SEO/HEO","HEO","Heterosexual / straight","445","[c]","34490","33710"
"Leaver CS","2023","40-49","SEO/HEO","HEO","LGBO","30","[c]","[c]","[c]"
"Leaver CS","2023","40-49","SEO/HEO","HEO","Undeclared","45","[c]","34280","33520"
"Leaver CS","2023","40-49","SEO/HEO","HEO","Unknown","190","[c]","36060","33990"
"Leaver CS","2023","40-49","SEO/HEO","SEO","Heterosexual / straight","455","[c]","42840","41790"
"Leaver CS","2023","40-49","SEO/HEO","SEO","LGBO","25","[c]","[c]","[c]"
"Leaver CS","2023","40-49","SEO/HEO","SEO","Undeclared","75","[c]","42340","41480"
"Leaver CS","2023","40-49","SEO/HEO","SEO","Unknown","165","[c]","42500","41660"
"Leaver CS","2023","40-49","Unknown","Unknown","Heterosexual / straight","195","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Unknown","Unknown","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Unknown","Unknown","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Unknown","Unknown","Unknown","115","[c]","[c]","[c]"
"Leaver CS","2023","50-59","AA/AO","AA","Heterosexual / straight","250","[c]","21140","20750"
"Leaver CS","2023","50-59","AA/AO","AA","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2023","50-59","AA/AO","AA","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2023","50-59","AA/AO","AA","Unknown","145","[c]","22150","22080"
"Leaver CS","2023","50-59","AA/AO","AO","Heterosexual / straight","1175","[c]","22940","21690"
"Leaver CS","2023","50-59","AA/AO","AO","LGBO","55","[c]","23030","21690"
"Leaver CS","2023","50-59","AA/AO","AO","Undeclared","185","[c]","23530","21690"
"Leaver CS","2023","50-59","AA/AO","AO","Unknown","830","[c]","22790","21710"
"Leaver CS","2023","50-59","EO","EO","Heterosexual / straight","1245","[c]","28610","28120"
"Leaver CS","2023","50-59","EO","EO","LGBO","50","[c]","28610","28120"
"Leaver CS","2023","50-59","EO","EO","Undeclared","155","[c]","29110","28120"
"Leaver CS","2023","50-59","EO","EO","Unknown","585","[c]","28780","28080"
"Leaver CS","2023","50-59","G6/G7","G6","Heterosexual / straight","205","[c]","71200","68770"
"Leaver CS","2023","50-59","G6/G7","G6","LGBO","15","[c]","[c]","[c]"
"Leaver CS","2023","50-59","G6/G7","G6","Undeclared","35","[c]","[c]","[c]"
"Leaver CS","2023","50-59","G6/G7","G6","Unknown","120","[c]","70690","69770"
"Leaver CS","2023","50-59","G6/G7","G7","Heterosexual / straight","420","[c]","58220","56450"
"Leaver CS","2023","50-59","G6/G7","G7","LGBO","20","[c]","[c]","[c]"
"Leaver CS","2023","50-59","G6/G7","G7","Undeclared","60","[c]","56130","56180"
"Leaver CS","2023","50-59","G6/G7","G7","Unknown","205","[c]","57290","56180"
"Leaver CS","2023","50-59","SCS level","SCS level","Heterosexual / straight","145","[c]","105150","98300"
"Leaver CS","2023","50-59","SCS level","SCS level","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2023","50-59","SCS level","SCS level","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2023","50-59","SCS level","SCS level","Unknown","70","[c]","110190","96280"
"Leaver CS","2023","50-59","SEO/HEO","HEO","Heterosexual / straight","530","[c]","35460","34300"
"Leaver CS","2023","50-59","SEO/HEO","HEO","LGBO","15","[c]","[c]","[c]"
"Leaver CS","2023","50-59","SEO/HEO","HEO","Undeclared","85","[c]","35680","34320"
"Leaver CS","2023","50-59","SEO/HEO","HEO","Unknown","250","[c]","36570","34290"
"Leaver CS","2023","50-59","SEO/HEO","SEO","Heterosexual / straight","560","[c]","43430","42170"
"Leaver CS","2023","50-59","SEO/HEO","SEO","LGBO","20","[c]","[c]","[c]"
"Leaver CS","2023","50-59","SEO/HEO","SEO","Undeclared","85","[c]","43090","41870"
"Leaver CS","2023","50-59","SEO/HEO","SEO","Unknown","220","[c]","43120","41870"
"Leaver CS","2023","50-59","Unknown","Unknown","Heterosexual / straight","240","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","Unknown","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","Unknown","Undeclared","25","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","Unknown","Unknown","100","[c]","43070","41880"
"Leaver CS","2023","60-64","AA/AO","AA","Heterosexual / straight","180","[c]","20860","19930"
"Leaver CS","2023","60-64","AA/AO","AA","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2023","60-64","AA/AO","AA","Undeclared","25","[c]","[c]","[c]"
"Leaver CS","2023","60-64","AA/AO","AA","Unknown","100","[c]","21960","22080"
"Leaver CS","2023","60-64","AA/AO","AO","Heterosexual / straight","875","[c]","22900","21690"
"Leaver CS","2023","60-64","AA/AO","AO","LGBO","20","[c]","[c]","[c]"
"Leaver CS","2023","60-64","AA/AO","AO","Undeclared","145","[c]","22930","21690"
"Leaver CS","2023","60-64","AA/AO","AO","Unknown","535","[c]","22890","21690"
"Leaver CS","2023","60-64","EO","EO","Heterosexual / straight","835","[c]","28780","28120"
"Leaver CS","2023","60-64","EO","EO","LGBO","20","[c]","[c]","[c]"
"Leaver CS","2023","60-64","EO","EO","Undeclared","130","[c]","29400","28120"
"Leaver CS","2023","60-64","EO","EO","Unknown","380","[c]","29530","28120"
"Leaver CS","2023","60-64","G6/G7","G6","Heterosexual / straight","165","[c]","73650","72010"
"Leaver CS","2023","60-64","G6/G7","G6","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2023","60-64","G6/G7","G6","Undeclared","25","[c]","[c]","[c]"
"Leaver CS","2023","60-64","G6/G7","G6","Unknown","80","[c]","72740","70710"
"Leaver CS","2023","60-64","G6/G7","G7","Heterosexual / straight","285","[c]","58370","57440"
"Leaver CS","2023","60-64","G6/G7","G7","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2023","60-64","G6/G7","G7","Undeclared","40","[c]","57740","59290"
"Leaver CS","2023","60-64","G6/G7","G7","Unknown","145","[c]","57240","56450"
"Leaver CS","2023","60-64","SCS level","SCS level","Heterosexual / straight","90","[c]","107660","99200"
"Leaver CS","2023","60-64","SCS level","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","SCS level","SCS level","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2023","60-64","SCS level","SCS level","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2023","60-64","SEO/HEO","HEO","Heterosexual / straight","445","[c]","35860","34850"
"Leaver CS","2023","60-64","SEO/HEO","HEO","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2023","60-64","SEO/HEO","HEO","Undeclared","70","[c]","37130","34850"
"Leaver CS","2023","60-64","SEO/HEO","HEO","Unknown","235","[c]","35310","34630"
"Leaver CS","2023","60-64","SEO/HEO","SEO","Heterosexual / straight","370","[c]","43990","42970"
"Leaver CS","2023","60-64","SEO/HEO","SEO","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2023","60-64","SEO/HEO","SEO","Undeclared","70","[c]","43630","43400"
"Leaver CS","2023","60-64","SEO/HEO","SEO","Unknown","185","[c]","45110","44380"
"Leaver CS","2023","60-64","Unknown","Unknown","Heterosexual / straight","150","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Unknown","Unknown","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Unknown","Unknown","Undeclared","25","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Unknown","Unknown","Unknown","85","[c]","47080","38730"
"Leaver CS","2023","65+","AA/AO","AA","Heterosexual / straight","290","[c]","20820","20040"
"Leaver CS","2023","65+","AA/AO","AA","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","AA/AO","AA","Undeclared","45","[c]","20690","19930"
"Leaver CS","2023","65+","AA/AO","AA","Unknown","135","[c]","22520","22080"
"Leaver CS","2023","65+","AA/AO","AO","Heterosexual / straight","930","[c]","22640","21690"
"Leaver CS","2023","65+","AA/AO","AO","LGBO","25","[c]","[c]","[c]"
"Leaver CS","2023","65+","AA/AO","AO","Undeclared","160","[c]","22800","21780"
"Leaver CS","2023","65+","AA/AO","AO","Unknown","520","[c]","23290","21830"
"Leaver CS","2023","65+","EO","EO","Heterosexual / straight","710","[c]","28850","28120"
"Leaver CS","2023","65+","EO","EO","LGBO","15","[c]","[c]","[c]"
"Leaver CS","2023","65+","EO","EO","Undeclared","150","[c]","28660","28120"
"Leaver CS","2023","65+","EO","EO","Unknown","285","[c]","28840","28120"
"Leaver CS","2023","65+","G6/G7","G6","Heterosexual / straight","60","[c]","73820","72540"
"Leaver CS","2023","65+","G6/G7","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","G6/G7","G6","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2023","65+","G6/G7","G6","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2023","65+","G6/G7","G7","Heterosexual / straight","125","[c]","59720","59430"
"Leaver CS","2023","65+","G6/G7","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","G6/G7","G7","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2023","65+","G6/G7","G7","Unknown","65","[c]","57290","56450"
"Leaver CS","2023","65+","SCS level","SCS level","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver CS","2023","65+","SCS level","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","SCS level","SCS level","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2023","65+","SCS level","SCS level","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2023","65+","SEO/HEO","HEO","Heterosexual / straight","280","[c]","35600","34850"
"Leaver CS","2023","65+","SEO/HEO","HEO","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2023","65+","SEO/HEO","HEO","Undeclared","50","[c]","36110","35070"
"Leaver CS","2023","65+","SEO/HEO","HEO","Unknown","125","[c]","35340","34670"
"Leaver CS","2023","65+","SEO/HEO","SEO","Heterosexual / straight","190","[c]","45250","44430"
"Leaver CS","2023","65+","SEO/HEO","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","SEO/HEO","SEO","Undeclared","40","[c]","45920","44990"
"Leaver CS","2023","65+","SEO/HEO","SEO","Unknown","85","[c]","43450","42670"
"Leaver CS","2023","65+","Unknown","Unknown","Heterosexual / straight","165","[c]","[c]","[c]"
"Leaver CS","2023","65+","Unknown","Unknown","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2023","65+","Unknown","Unknown","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2023","65+","Unknown","Unknown","Unknown","55","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","AA/AO","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","AA/AO","AA","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","AA/AO","AA","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","AA/AO","AO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","AA/AO","AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","AA/AO","AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","AA/AO","AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","EO","EO","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","EO","EO","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","EO","EO","Undeclared","25","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","EO","EO","Unknown","30","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","G6/G7","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","G6/G7","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","G6/G7","G6","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","G6/G7","G6","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","G6/G7","G7","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","G6/G7","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","G6/G7","G7","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","G6/G7","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","SCS level","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","SCS level","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","SCS level","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","SEO/HEO","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","SEO/HEO","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","SEO/HEO","HEO","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","SEO/HEO","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","SEO/HEO","SEO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","SEO/HEO","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","SEO/HEO","SEO","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","SEO/HEO","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","16-19","AA/AO","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","16-19","AA/AO","AA","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","16-19","AA/AO","AA","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","16-19","AA/AO","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","16-19","AA/AO","AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","16-19","AA/AO","AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","16-19","AA/AO","AO","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","AA/AO","AA","Heterosexual / straight","35","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","AA/AO","AA","LGBO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","AA/AO","AA","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","AA/AO","AA","Unknown","15","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","AA/AO","AO","Heterosexual / straight","430","[c]","22500","21780"
"Leaver Dept.","2023","20-29","AA/AO","AO","LGBO","60","[c]","22270","21780"
"Leaver Dept.","2023","20-29","AA/AO","AO","Undeclared","40","[c]","22390","21780"
"Leaver Dept.","2023","20-29","AA/AO","AO","Unknown","420","[c]","22780","22180"
"Leaver Dept.","2023","20-29","EO","EO","Heterosexual / straight","840","[c]","28270","28120"
"Leaver Dept.","2023","20-29","EO","EO","LGBO","100","[c]","27900","27850"
"Leaver Dept.","2023","20-29","EO","EO","Undeclared","80","[c]","28240","28120"
"Leaver Dept.","2023","20-29","EO","EO","Unknown","310","[c]","27960","28120"
"Leaver Dept.","2023","20-29","G6/G7","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","G6/G7","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","G6/G7","G6","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","G6/G7","G6","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","G6/G7","G7","Heterosexual / straight","180","[c]","54770","54700"
"Leaver Dept.","2023","20-29","G6/G7","G7","LGBO","35","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","G6/G7","G7","Undeclared","30","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","G6/G7","G7","Unknown","85","[c]","55510","54710"
"Leaver Dept.","2023","20-29","SCS level","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","SCS level","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","SCS level","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","SEO/HEO","HEO","Heterosexual / straight","795","[c]","33980","34030"
"Leaver Dept.","2023","20-29","SEO/HEO","HEO","LGBO","135","[c]","33930","34020"
"Leaver Dept.","2023","20-29","SEO/HEO","HEO","Undeclared","130","[c]","34130","34030"
"Leaver Dept.","2023","20-29","SEO/HEO","HEO","Unknown","820","[c]","32600","32000"
"Leaver Dept.","2023","20-29","SEO/HEO","SEO","Heterosexual / straight","315","[c]","41070","41240"
"Leaver Dept.","2023","20-29","SEO/HEO","SEO","LGBO","60","[c]","41590","40720"
"Leaver Dept.","2023","20-29","SEO/HEO","SEO","Undeclared","45","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","SEO/HEO","SEO","Unknown","160","[c]","41210","41750"
"Leaver Dept.","2023","20-29","Unknown","Unknown","Heterosexual / straight","30","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Unknown","Unknown","LGBO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Unknown","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Unknown","Unknown","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","AA/AO","AA","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","AA/AO","AA","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","AA/AO","AA","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","AA/AO","AA","Unknown","15","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","AA/AO","AO","Heterosexual / straight","345","[c]","22250","21780"
"Leaver Dept.","2023","30-39","AA/AO","AO","LGBO","40","[c]","22370","21720"
"Leaver Dept.","2023","30-39","AA/AO","AO","Undeclared","25","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","AA/AO","AO","Unknown","250","[c]","22590","22400"
"Leaver Dept.","2023","30-39","EO","EO","Heterosexual / straight","655","[c]","28210","28120"
"Leaver Dept.","2023","30-39","EO","EO","LGBO","70","[c]","27640","27570"
"Leaver Dept.","2023","30-39","EO","EO","Undeclared","55","[c]","28080","27570"
"Leaver Dept.","2023","30-39","EO","EO","Unknown","210","[c]","27860","27650"
"Leaver Dept.","2023","30-39","G6/G7","G6","Heterosexual / straight","160","[c]","66970","65980"
"Leaver Dept.","2023","30-39","G6/G7","G6","LGBO","20","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","G6/G7","G6","Undeclared","25","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","G6/G7","G6","Unknown","75","[c]","66530","65760"
"Leaver Dept.","2023","30-39","G6/G7","G7","Heterosexual / straight","510","[c]","54720","54700"
"Leaver Dept.","2023","30-39","G6/G7","G7","LGBO","70","[c]","54580","54700"
"Leaver Dept.","2023","30-39","G6/G7","G7","Undeclared","75","[c]","54550","54320"
"Leaver Dept.","2023","30-39","G6/G7","G7","Unknown","200","[c]","54690","54770"
"Leaver Dept.","2023","30-39","SCS level","SCS level","Heterosexual / straight","50","[c]","77420","75550"
"Leaver Dept.","2023","30-39","SCS level","SCS level","LGBO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","SCS level","SCS level","Undeclared","5","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","SCS level","SCS level","Unknown","20","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","SEO/HEO","HEO","Heterosexual / straight","565","[c]","33970","33720"
"Leaver Dept.","2023","30-39","SEO/HEO","HEO","LGBO","55","[c]","33690","32800"
"Leaver Dept.","2023","30-39","SEO/HEO","HEO","Undeclared","60","[c]","34290","34220"
"Leaver Dept.","2023","30-39","SEO/HEO","HEO","Unknown","310","[c]","33500","32960"
"Leaver Dept.","2023","30-39","SEO/HEO","SEO","Heterosexual / straight","505","[c]","41290","41140"
"Leaver Dept.","2023","30-39","SEO/HEO","SEO","LGBO","65","[c]","41160","40800"
"Leaver Dept.","2023","30-39","SEO/HEO","SEO","Undeclared","70","[c]","41110","41440"
"Leaver Dept.","2023","30-39","SEO/HEO","SEO","Unknown","205","[c]","41560","41300"
"Leaver Dept.","2023","30-39","Unknown","Unknown","Heterosexual / straight","40","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Unknown","Unknown","Undeclared","5","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Unknown","Unknown","Unknown","15","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","AA/AO","AA","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","AA/AO","AA","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","AA/AO","AA","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","AA/AO","AA","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","AA/AO","AO","Heterosexual / straight","265","[c]","22100","21690"
"Leaver Dept.","2023","40-49","AA/AO","AO","LGBO","15","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","AA/AO","AO","Undeclared","40","[c]","22450","21780"
"Leaver Dept.","2023","40-49","AA/AO","AO","Unknown","145","[c]","22600","21690"
"Leaver Dept.","2023","40-49","EO","EO","Heterosexual / straight","455","[c]","28060","28120"
"Leaver Dept.","2023","40-49","EO","EO","LGBO","25","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","EO","EO","Undeclared","40","[c]","28500","28120"
"Leaver Dept.","2023","40-49","EO","EO","Unknown","150","[c]","28280","28120"
"Leaver Dept.","2023","40-49","G6/G7","G6","Heterosexual / straight","150","[c]","67770","66660"
"Leaver Dept.","2023","40-49","G6/G7","G6","LGBO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","G6/G7","G6","Undeclared","20","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","G6/G7","G6","Unknown","60","[c]","68870","68900"
"Leaver Dept.","2023","40-49","G6/G7","G7","Heterosexual / straight","290","[c]","55220","54760"
"Leaver Dept.","2023","40-49","G6/G7","G7","LGBO","15","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","G6/G7","G7","Undeclared","30","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","G6/G7","G7","Unknown","105","[c]","55400","54700"
"Leaver Dept.","2023","40-49","SCS level","SCS level","Heterosexual / straight","120","[c]","88780","80000"
"Leaver Dept.","2023","40-49","SCS level","SCS level","LGBO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","SCS level","SCS level","Undeclared","10","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","SCS level","SCS level","Unknown","30","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","SEO/HEO","HEO","Heterosexual / straight","315","[c]","33830","33990"
"Leaver Dept.","2023","40-49","SEO/HEO","HEO","LGBO","20","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","SEO/HEO","HEO","Undeclared","30","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","SEO/HEO","HEO","Unknown","120","[c]","33550","33020"
"Leaver Dept.","2023","40-49","SEO/HEO","SEO","Heterosexual / straight","335","[c]","41470","41100"
"Leaver Dept.","2023","40-49","SEO/HEO","SEO","LGBO","25","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","SEO/HEO","SEO","Undeclared","35","[c]","41260","40790"
"Leaver Dept.","2023","40-49","SEO/HEO","SEO","Unknown","120","[c]","41210","40540"
"Leaver Dept.","2023","40-49","Unknown","Unknown","Heterosexual / straight","35","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Unknown","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Unknown","Unknown","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","AA/AO","AA","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","AA/AO","AA","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","AA/AO","AA","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","AA/AO","AO","Heterosexual / straight","220","[c]","22150","21690"
