"Status","Year","Age","Organisation","Parent_department","Region_ITL2","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","40-49","Scottish Prison Service","Scottish Government","Southern Scotland","25","25","32730","31700"
"In post","2023","40-49","Scottish Prison Service","Scottish Government","West Central Scotland","255","250","34590","37060"
"In post","2023","40-49","Scottish Public Pensions Agency","Scottish Government","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Scottish Public Pensions Agency","Scottish Government","Southern Scotland","80","70","34580","29450"
"In post","2023","40-49","Serious Fraud Office","Attorney General's Departments","Inner London - West","105","105","51410","54230"
"In post","2023","40-49","Social Security Scotland","Scottish Government","Eastern Scotland","385","370","31220","29100"
"In post","2023","40-49","Social Security Scotland","Scottish Government","Highlands and Islands","15","15","35450","34270"
"In post","2023","40-49","Social Security Scotland","Scottish Government","North Eastern Scotland","5","5","[c]","[c]"
"In post","2023","40-49","Social Security Scotland","Scottish Government","Southern Scotland","20","20","30610","29450"
"In post","2023","40-49","Social Security Scotland","Scottish Government","West Central Scotland","555","530","35440","30440"
"In post","2023","40-49","Standards and Testing Agency","Department for Education","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Standards and Testing Agency","Department for Education","Greater Manchester","5","5","[c]","[c]"
"In post","2023","40-49","Standards and Testing Agency","Department for Education","Inner London - West","10","10","[c]","[c]"
"In post","2023","40-49","Standards and Testing Agency","Department for Education","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Standards and Testing Agency","Department for Education","West Midlands","20","15","40060","37880"
"In post","2023","40-49","Student Awards Agency for Scotland","Scottish Government","Eastern Scotland","60","60","39800","36940"
"In post","2023","40-49","Submarine Delivery Agency","Ministry of Defence","Cumbria","40","40","45480","44000"
"In post","2023","40-49","Submarine Delivery Agency","Ministry of Defence","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Submarine Delivery Agency","Ministry of Defence","Devon","30","25","45780","45010"
"In post","2023","40-49","Submarine Delivery Agency","Ministry of Defence","Eastern Scotland","5","5","[c]","[c]"
"In post","2023","40-49","Submarine Delivery Agency","Ministry of Defence","Gloucestershire, Wiltshire and Bath/Bristol area","325","320","48270","43400"
"In post","2023","40-49","Submarine Delivery Agency","Ministry of Defence","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Submarine Delivery Agency","Ministry of Defence","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Submarine Delivery Agency","Ministry of Defence","West Central Scotland","15","15","39320","39530"
"In post","2023","40-49","Teaching Regulation Agency","Department for Education","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Teaching Regulation Agency","Department for Education","West Midlands","10","10","[c]","[c]"
"In post","2023","40-49","The Insolvency Service","Department for Business, Energy and Industrial Strategy","Berkshire, Buckinghamshire and Oxfordshire","10","10","[c]","[c]"
"In post","2023","40-49","The Insolvency Service","Department for Business, Energy and Industrial Strategy","Derbyshire and Nottinghamshire","15","15","35210","34870"
"In post","2023","40-49","The Insolvency Service","Department for Business, Energy and Industrial Strategy","Devon","25","20","35060","31620"
"In post","2023","40-49","The Insolvency Service","Department for Business, Energy and Industrial Strategy","East Anglia","15","15","30170","27060"
"In post","2023","40-49","The Insolvency Service","Department for Business, Energy and Industrial Strategy","East Wales","30","25","30100","26940"
"In post","2023","40-49","The Insolvency Service","Department for Business, Energy and Industrial Strategy","Eastern Scotland","20","15","25900","22180"
"In post","2023","40-49","The Insolvency Service","Department for Business, Energy and Industrial Strategy","Essex","[c]","[c]","[c]","[c]"
"In post","2023","40-49","The Insolvency Service","Department for Business, Energy and Industrial Strategy","Gloucestershire, Wiltshire and Bath/Bristol area","15","15","38990","40280"
"In post","2023","40-49","The Insolvency Service","Department for Business, Energy and Industrial Strategy","Greater Manchester","60","60","39070","40280"
"In post","2023","40-49","The Insolvency Service","Department for Business, Energy and Industrial Strategy","Hampshire and Isle of Wight","5","5","[c]","[c]"
"In post","2023","40-49","The Insolvency Service","Department for Business, Energy and Industrial Strategy","Inner London - East","80","80","43230","42070"
"In post","2023","40-49","The Insolvency Service","Department for Business, Energy and Industrial Strategy","Kent","20","15","29230","25680"
"In post","2023","40-49","The Insolvency Service","Department for Business, Energy and Industrial Strategy","Lancashire","10","10","[c]","[c]"
"In post","2023","40-49","The Insolvency Service","Department for Business, Energy and Industrial Strategy","Merseyside","15","15","34150","34400"
"In post","2023","40-49","The Insolvency Service","Department for Business, Energy and Industrial Strategy","Northumberland, and Tyne and Wear","30","30","36980","34870"
"In post","2023","40-49","The Insolvency Service","Department for Business, Energy and Industrial Strategy","Outer London - South","15","10","37550","36070"
"In post","2023","40-49","The Insolvency Service","Department for Business, Energy and Industrial Strategy","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2023","40-49","The Insolvency Service","Department for Business, Energy and Industrial Strategy","Surrey, East and West Sussex","5","5","[c]","[c]"
"In post","2023","40-49","The Insolvency Service","Department for Business, Energy and Industrial Strategy","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2023","40-49","The Insolvency Service","Department for Business, Energy and Industrial Strategy","West Midlands","105","100","35490","34870"
"In post","2023","40-49","The Insolvency Service","Department for Business, Energy and Industrial Strategy","West Yorkshire","45","40","36300","36270"
"In post","2023","40-49","The National Archives","The National Archives","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2023","40-49","The National Archives","The National Archives","Outer London - West and North West","150","140","40900","36940"
"In post","2023","40-49","Transport Scotland","Scottish Government","Eastern Scotland","35","35","56900","54860"
"In post","2023","40-49","Transport Scotland","Scottish Government","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Transport Scotland","Scottish Government","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Transport Scotland","Scottish Government","West Central Scotland","115","115","54380","54860"
"In post","2023","40-49","UK Debt Management Office","HM Treasury","Inner London - West","25","25","64320","58760"
"In post","2023","40-49","UK Export Finance","UK Export Finance","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2023","40-49","UK Export Finance","UK Export Finance","East Wales","[c]","[c]","[c]","[c]"
"In post","2023","40-49","UK Export Finance","UK Export Finance","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2023","40-49","UK Export Finance","UK Export Finance","Inner London - West","115","110","62310","61190"
"In post","2023","40-49","UK Export Finance","UK Export Finance","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2023","40-49","UK Export Finance","UK Export Finance","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2023","40-49","UK Health Security Agency","Department of Health and Social Care","Bedfordshire and Hertfordshire","5","5","[c]","[c]"
"In post","2023","40-49","UK Health Security Agency","Department of Health and Social Care","Berkshire, Buckinghamshire and Oxfordshire","85","80","51530","51490"
"In post","2023","40-49","UK Health Security Agency","Department of Health and Social Care","Cheshire","[c]","[c]","[c]","[c]"
"In post","2023","40-49","UK Health Security Agency","Department of Health and Social Care","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2023","40-49","UK Health Security Agency","Department of Health and Social Care","Derbyshire and Nottinghamshire","35","35","53320","51080"
"In post","2023","40-49","UK Health Security Agency","Department of Health and Social Care","Devon","20","20","53720","49840"
"In post","2023","40-49","UK Health Security Agency","Department of Health and Social Care","Dorset and Somerset","5","5","[c]","[c]"
"In post","2023","40-49","UK Health Security Agency","Department of Health and Social Care","East Anglia","50","45","43910","37060"
"In post","2023","40-49","UK Health Security Agency","Department of Health and Social Care","East Wales","5","5","[c]","[c]"
"In post","2023","40-49","UK Health Security Agency","Department of Health and Social Care","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2023","40-49","UK Health Security Agency","Department of Health and Social Care","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2023","40-49","UK Health Security Agency","Department of Health and Social Care","Essex","20","20","47570","42500"
"In post","2023","40-49","UK Health Security Agency","Department of Health and Social Care","Gloucestershire, Wiltshire and Bath/Bristol area","225","215","45020","40560"
"In post","2023","40-49","UK Health Security Agency","Department of Health and Social Care","Greater Manchester","70","65","45880","38610"
"In post","2023","40-49","UK Health Security Agency","Department of Health and Social Care","Hampshire and Isle of Wight","15","15","65350","54290"
"In post","2023","40-49","UK Health Security Agency","Department of Health and Social Care","Herefordshire, Worcestershire and Warwickshire","10","10","[c]","[c]"
"In post","2023","40-49","UK Health Security Agency","Department of Health and Social Care","Inner London - East","10","10","54630","53660"
"In post","2023","40-49","UK Health Security Agency","Department of Health and Social Care","Inner London - West","235","230","57620","54690"
"In post","2023","40-49","UK Health Security Agency","Department of Health and Social Care","Kent","15","15","50900","41660"
"In post","2023","40-49","UK Health Security Agency","Department of Health and Social Care","Lancashire","10","10","55610","49590"
"In post","2023","40-49","UK Health Security Agency","Department of Health and Social Care","Leicestershire, Rutland and Northamptonshire","5","5","[c]","[c]"
"In post","2023","40-49","UK Health Security Agency","Department of Health and Social Care","Merseyside","15","15","56560","46280"
"In post","2023","40-49","UK Health Security Agency","Department of Health and Social Care","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2023","40-49","UK Health Security Agency","Department of Health and Social Care","North Yorkshire","10","10","48180","34230"
"In post","2023","40-49","UK Health Security Agency","Department of Health and Social Care","Northern Ireland","5","5","[c]","[c]"
"In post","2023","40-49","UK Health Security Agency","Department of Health and Social Care","Northumberland, and Tyne and Wear","25","25","50800","45120"
"In post","2023","40-49","UK Health Security Agency","Department of Health and Social Care","Outer London - East and North East","5","5","[c]","[c]"
"In post","2023","40-49","UK Health Security Agency","Department of Health and Social Care","Outer London - South","10","10","[c]","[c]"
"In post","2023","40-49","UK Health Security Agency","Department of Health and Social Care","Outer London - West and North West","280","265","51390","46000"
"In post","2023","40-49","UK Health Security Agency","Department of Health and Social Care","Shropshire and Staffordshire","10","10","52700","49130"
"In post","2023","40-49","UK Health Security Agency","Department of Health and Social Care","South Yorkshire","10","10","48080","49590"
"In post","2023","40-49","UK Health Security Agency","Department of Health and Social Care","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2023","40-49","UK Health Security Agency","Department of Health and Social Care","Surrey, East and West Sussex","25","25","53540","51340"
"In post","2023","40-49","UK Health Security Agency","Department of Health and Social Care","Tees Valley and Durham","5","5","[c]","[c]"
"In post","2023","40-49","UK Health Security Agency","Department of Health and Social Care","West Central Scotland","5","5","[c]","[c]"
"In post","2023","40-49","UK Health Security Agency","Department of Health and Social Care","West Midlands","75","70","45460","41660"
"In post","2023","40-49","UK Health Security Agency","Department of Health and Social Care","West Wales and The Valleys","5","5","[c]","[c]"
"In post","2023","40-49","UK Health Security Agency","Department of Health and Social Care","West Yorkshire","80","80","49240","49590"
"In post","2023","40-49","UK Hydrographic Office","Ministry of Defence","Dorset and Somerset","220","210","40660","34370"
"In post","2023","40-49","UK Hydrographic Office","Ministry of Defence","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","40-49","UK Space Agency","Department for Business, Energy and Industrial Strategy","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2023","40-49","UK Space Agency","Department for Business, Energy and Industrial Strategy","Gloucestershire, Wiltshire and Bath/Bristol area","20","20","48150","50680"
"In post","2023","40-49","UK Space Agency","Department for Business, Energy and Industrial Strategy","Inner London - West","30","30","56290","55120"
"In post","2023","40-49","UK Statistics Authority","UK Statistics Authority","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2023","40-49","UK Statistics Authority","UK Statistics Authority","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2023","40-49","UK Statistics Authority","UK Statistics Authority","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2023","40-49","UK Statistics Authority","UK Statistics Authority","Devon","[c]","[c]","[c]","[c]"
"In post","2023","40-49","UK Statistics Authority","UK Statistics Authority","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2023","40-49","UK Statistics Authority","UK Statistics Authority","East Anglia","[c]","[c]","[c]","[c]"
"In post","2023","40-49","UK Statistics Authority","UK Statistics Authority","East Wales","690","650","41290","38510"
"In post","2023","40-49","UK Statistics Authority","UK Statistics Authority","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2023","40-49","UK Statistics Authority","UK Statistics Authority","Eastern Scotland","5","5","[c]","[c]"
"In post","2023","40-49","UK Statistics Authority","UK Statistics Authority","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2023","40-49","UK Statistics Authority","UK Statistics Authority","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2023","40-49","UK Statistics Authority","UK Statistics Authority","Hampshire and Isle of Wight","410","360","37250","34390"
"In post","2023","40-49","UK Statistics Authority","UK Statistics Authority","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2023","40-49","UK Statistics Authority","UK Statistics Authority","Inner London - West","55","55","59510","55010"
"In post","2023","40-49","UK Statistics Authority","UK Statistics Authority","Kent","[c]","[c]","[c]","[c]"
"In post","2023","40-49","UK Statistics Authority","UK Statistics Authority","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2023","40-49","UK Statistics Authority","UK Statistics Authority","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2023","40-49","UK Statistics Authority","UK Statistics Authority","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2023","40-49","UK Statistics Authority","UK Statistics Authority","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2023","40-49","UK Statistics Authority","UK Statistics Authority","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2023","40-49","UK Statistics Authority","UK Statistics Authority","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2023","40-49","UK Statistics Authority","UK Statistics Authority","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2023","40-49","UK Statistics Authority","UK Statistics Authority","Tees Valley and Durham","20","20","42380","39380"
"In post","2023","40-49","UK Statistics Authority","UK Statistics Authority","West Midlands","[c]","[c]","[c]","[c]"
"In post","2023","40-49","UK Statistics Authority","UK Statistics Authority","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2023","40-49","UK Supreme Court","UK Supreme Court","Inner London - West","10","10","47100","39700"
"In post","2023","40-49","Valuation Office Agency","HM Revenue and Customs","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Valuation Office Agency","HM Revenue and Customs","Berkshire, Buckinghamshire and Oxfordshire","10","5","[c]","[c]"
"In post","2023","40-49","Valuation Office Agency","HM Revenue and Customs","Cheshire","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Valuation Office Agency","HM Revenue and Customs","Cornwall and Isles of Scilly","5","5","[c]","[c]"
"In post","2023","40-49","Valuation Office Agency","HM Revenue and Customs","Cumbria","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Valuation Office Agency","HM Revenue and Customs","Derbyshire and Nottinghamshire","30","30","32610","27810"
"In post","2023","40-49","Valuation Office Agency","HM Revenue and Customs","Devon","120","115","30670","26020"
"In post","2023","40-49","Valuation Office Agency","HM Revenue and Customs","Dorset and Somerset","5","5","[c]","[c]"
"In post","2023","40-49","Valuation Office Agency","HM Revenue and Customs","East Anglia","20","15","37600","33890"
"In post","2023","40-49","Valuation Office Agency","HM Revenue and Customs","East Wales","40","35","38790","34450"
"In post","2023","40-49","Valuation Office Agency","HM Revenue and Customs","East Yorkshire and Northern Lincolnshire","20","15","32870","30460"
"In post","2023","40-49","Valuation Office Agency","HM Revenue and Customs","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Valuation Office Agency","HM Revenue and Customs","Essex","10","10","[c]","[c]"
"In post","2023","40-49","Valuation Office Agency","HM Revenue and Customs","Gloucestershire, Wiltshire and Bath/Bristol area","25","25","43060","44710"
"In post","2023","40-49","Valuation Office Agency","HM Revenue and Customs","Greater Manchester","55","50","38860","35850"
"In post","2023","40-49","Valuation Office Agency","HM Revenue and Customs","Hampshire and Isle of Wight","15","10","34750","27810"
"In post","2023","40-49","Valuation Office Agency","HM Revenue and Customs","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Valuation Office Agency","HM Revenue and Customs","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Valuation Office Agency","HM Revenue and Customs","Inner London - East","75","75","49130","47480"
"In post","2023","40-49","Valuation Office Agency","HM Revenue and Customs","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Valuation Office Agency","HM Revenue and Customs","Kent","15","10","36560","32260"
"In post","2023","40-49","Valuation Office Agency","HM Revenue and Customs","Lancashire","20","20","36490","33960"
"In post","2023","40-49","Valuation Office Agency","HM Revenue and Customs","Leicestershire, Rutland and Northamptonshire","5","5","[c]","[c]"
"In post","2023","40-49","Valuation Office Agency","HM Revenue and Customs","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Valuation Office Agency","HM Revenue and Customs","Merseyside","35","35","37730","33960"
"In post","2023","40-49","Valuation Office Agency","HM Revenue and Customs","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Valuation Office Agency","HM Revenue and Customs","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Valuation Office Agency","HM Revenue and Customs","Northumberland, and Tyne and Wear","40","40","38200","34440"
"In post","2023","40-49","Valuation Office Agency","HM Revenue and Customs","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Valuation Office Agency","HM Revenue and Customs","Outer London - South","40","35","43120","39020"
"In post","2023","40-49","Valuation Office Agency","HM Revenue and Customs","Outer London - West and North West","20","20","43480","39020"
"In post","2023","40-49","Valuation Office Agency","HM Revenue and Customs","Shropshire and Staffordshire","20","20","38290","35020"
"In post","2023","40-49","Valuation Office Agency","HM Revenue and Customs","South Yorkshire","15","10","43930","44530"
"In post","2023","40-49","Valuation Office Agency","HM Revenue and Customs","Surrey, East and West Sussex","10","10","33880","32260"
"In post","2023","40-49","Valuation Office Agency","HM Revenue and Customs","Tees Valley and Durham","70","70","27510","22520"
"In post","2023","40-49","Valuation Office Agency","HM Revenue and Customs","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Valuation Office Agency","HM Revenue and Customs","West Midlands","35","30","35660","32260"
"In post","2023","40-49","Valuation Office Agency","HM Revenue and Customs","West Wales and The Valleys","20","20","39860","32620"
"In post","2023","40-49","Valuation Office Agency","HM Revenue and Customs","West Yorkshire","60","55","35330","29180"
"In post","2023","40-49","Vehicle Certification Agency","Department for Transport","Gloucestershire, Wiltshire and Bath/Bristol area","20","20","33850","30710"
"In post","2023","40-49","Vehicle Certification Agency","Department for Transport","Leicestershire, Rutland and Northamptonshire","15","15","34470","34620"
"In post","2023","40-49","Vehicle Certification Agency","Department for Transport","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Vehicle Certification Agency","Department for Transport","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Veterinary Medicines Directorate","Department for Environment, Food and Rural Affairs","Surrey, East and West Sussex","55","55","47460","54330"
"In post","2023","40-49","Water Services Regulation Authority","Water Services Regulation Authority","Inner London - East","25","25","70670","73780"
"In post","2023","40-49","Water Services Regulation Authority","Water Services Regulation Authority","West Midlands","70","65","57250","52660"
"In post","2023","40-49","Welsh Government (excl. agencies)","Welsh Government","East Wales","1060","1000","48590","49370"
"In post","2023","40-49","Welsh Government (excl. agencies)","Welsh Government","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Welsh Government (excl. agencies)","Welsh Government","Overseas","5","5","[c]","[c]"
"In post","2023","40-49","Welsh Government (excl. agencies)","Welsh Government","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Welsh Government (excl. agencies)","Welsh Government","West Wales and The Valleys","720","695","43080","39690"
"In post","2023","40-49","Welsh Revenue Authority","Welsh Government","East Wales","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Welsh Revenue Authority","Welsh Government","West Wales and The Valleys","20","20","47800","47670"
"In post","2023","40-49","Welsh Revenue Authority","Welsh Government","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Wilton Park","Foreign, Commonwealth and Development Office","Surrey, East and West Sussex","20","20","38780","29580"
"In post","2023","50-59","Accountant in Bankruptcy","Scottish Government","Southern Scotland","25","20","43190","38330"
"In post","2023","50-59","Active Travel England","Department for Transport","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Active Travel England","Department for Transport","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Active Travel England","Department for Transport","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","Derbyshire and Nottinghamshire","20","20","37140","34850"
"In post","2023","50-59","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","Devon","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","East Anglia","20","20","35590","33700"
"In post","2023","50-59","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","East Wales","20","20","34050","32310"
"In post","2023","50-59","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","Gloucestershire, Wiltshire and Bath/Bristol area","15","15","33570","32610"
"In post","2023","50-59","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","Greater Manchester","45","40","34720","32110"
"In post","2023","50-59","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","Hampshire and Isle of Wight","5","5","[c]","[c]"
"In post","2023","50-59","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","Inner London - West","60","60","43540","39360"
"In post","2023","50-59","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","Kent","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","Merseyside","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","Northumberland, and Tyne and Wear","35","30","32330","32110"
"In post","2023","50-59","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","West Central Scotland","25","25","31860","32110"
"In post","2023","50-59","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","West Midlands","30","30","33510","32110"
"In post","2023","50-59","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","West Yorkshire","25","20","33120","32390"
"In post","2023","50-59","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Berkshire, Buckinghamshire and Oxfordshire","5","5","[c]","[c]"
"In post","2023","50-59","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Cheshire","10","10","[c]","[c]"
"In post","2023","50-59","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Cornwall and Isles of Scilly","20","20","31460","26850"
"In post","2023","50-59","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Cumbria","55","55","26180","22150"
"In post","2023","50-59","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Derbyshire and Nottinghamshire","15","15","38460","32490"
"In post","2023","50-59","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Devon","55","50","31270","25920"
"In post","2023","50-59","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Dorset and Somerset","5","5","[c]","[c]"
"In post","2023","50-59","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","East Anglia","30","30","31810","30320"
"In post","2023","50-59","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","East Wales","25","25","33230","30320"
"In post","2023","50-59","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","East Yorkshire and Northern Lincolnshire","10","10","32490","30480"
"In post","2023","50-59","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Eastern Scotland","25","25","30420","25920"
"In post","2023","50-59","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Essex","10","10","33250","29150"
"In post","2023","50-59","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Gloucestershire, Wiltshire and Bath/Bristol area","40","40","31550","25920"
"In post","2023","50-59","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Hampshire and Isle of Wight","5","5","[c]","[c]"
"In post","2023","50-59","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Herefordshire, Worcestershire and Warwickshire","60","60","31610","30320"
"In post","2023","50-59","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Inner London - West","5","5","[c]","[c]"
"In post","2023","50-59","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Kent","15","15","30670","31200"
"In post","2023","50-59","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Lancashire","30","25","30140","25920"
"In post","2023","50-59","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Lincolnshire","5","5","[c]","[c]"
"In post","2023","50-59","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","North Yorkshire","65","60","32110","26030"
"In post","2023","50-59","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Northumberland, and Tyne and Wear","15","15","36580","32490"
"In post","2023","50-59","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Outer London - West and North West","5","5","[c]","[c]"
