"Status","Year","Age","Organisation","Parent_department","Region_ITL2","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","16-19","National Crime Agency","National Crime Agency","Kent","[c]","[c]","[c]","[c]"
"In post","2023","16-19","National Savings and Investments","Chancellor's other departments","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Northern Ireland Office","Northern Ireland Office","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","West Midlands","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","West Midlands","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Office of Rail and Road","Office of Rail and Road","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Office of the Public Guardian","Ministry of Justice","West Midlands","10","5","[c]","[c]"
"In post","2023","16-19","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Office of the Secretary of State for Scotland","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Planning Inspectorate","Department for Levelling Up, Housing and Communities","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Royal Fleet Auxiliary","Ministry of Defence","Unknown","30","30","19370","17400"
"In post","2023","16-19","Rural Payments Agency","Department for Environment, Food and Rural Affairs","Cheshire","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Rural Payments Agency","Department for Environment, Food and Rural Affairs","Cumbria","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Rural Payments Agency","Department for Environment, Food and Rural Affairs","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Rural Payments Agency","Department for Environment, Food and Rural Affairs","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Rural Payments Agency","Department for Environment, Food and Rural Affairs","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Scottish Courts and Tribunals Service","Scottish Government","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Scottish Courts and Tribunals Service","Scottish Government","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Scottish Government (excl. agencies)","Scottish Government","Eastern Scotland","10","10","[c]","[c]"
"In post","2023","16-19","Scottish Government (excl. agencies)","Scottish Government","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Scottish Government (excl. agencies)","Scottish Government","West Central Scotland","5","5","[c]","[c]"
"In post","2023","16-19","Scottish Prison Service","Scottish Government","Eastern Scotland","10","10","23200","24710"
"In post","2023","16-19","Scottish Prison Service","Scottish Government","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Scottish Prison Service","Scottish Government","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Scottish Prison Service","Scottish Government","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Scottish Public Pensions Agency","Scottish Government","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Serious Fraud Office","Attorney General's Departments","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Social Security Scotland","Scottish Government","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Social Security Scotland","Scottish Government","West Central Scotland","15","15","22760","22760"
"In post","2023","16-19","Student Awards Agency for Scotland","Scottish Government","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Submarine Delivery Agency","Ministry of Defence","Cumbria","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Submarine Delivery Agency","Ministry of Defence","Devon","5","5","[c]","[c]"
"In post","2023","16-19","Submarine Delivery Agency","Ministry of Defence","Gloucestershire, Wiltshire and Bath/Bristol area","15","15","18410","18280"
"In post","2023","16-19","The Insolvency Service","Department for Business, Energy and Industrial Strategy","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2023","16-19","The Insolvency Service","Department for Business, Energy and Industrial Strategy","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2023","16-19","The National Archives","The National Archives","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2023","16-19","UK Export Finance","UK Export Finance","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2023","16-19","UK Health Security Agency","Department of Health and Social Care","East Anglia","[c]","[c]","[c]","[c]"
"In post","2023","16-19","UK Health Security Agency","Department of Health and Social Care","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2023","16-19","UK Health Security Agency","Department of Health and Social Care","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2023","16-19","UK Health Security Agency","Department of Health and Social Care","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2023","16-19","UK Statistics Authority","UK Statistics Authority","East Wales","10","10","23020","23020"
"In post","2023","16-19","UK Statistics Authority","UK Statistics Authority","Hampshire and Isle of Wight","10","10","22370","21200"
"In post","2023","16-19","UK Statistics Authority","UK Statistics Authority","Tees Valley and Durham","5","5","[c]","[c]"
"In post","2023","16-19","Valuation Office Agency","HM Revenue and Customs","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Valuation Office Agency","HM Revenue and Customs","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Valuation Office Agency","HM Revenue and Customs","Devon","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Valuation Office Agency","HM Revenue and Customs","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Valuation Office Agency","HM Revenue and Customs","Lancashire","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Valuation Office Agency","HM Revenue and Customs","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Valuation Office Agency","HM Revenue and Customs","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Valuation Office Agency","HM Revenue and Customs","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Valuation Office Agency","HM Revenue and Customs","West Midlands","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Valuation Office Agency","HM Revenue and Customs","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Vehicle Certification Agency","Department for Transport","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Welsh Government (excl. agencies)","Welsh Government","East Wales","5","5","[c]","[c]"
"In post","2023","16-19","Welsh Government (excl. agencies)","Welsh Government","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Accountant in Bankruptcy","Scottish Government","Southern Scotland","15","15","25750","24890"
"In post","2023","20-29","Accountant in Bankruptcy","Scottish Government","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Active Travel England","Department for Transport","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Active Travel England","Department for Transport","North Yorkshire","10","10","[c]","[c]"
"In post","2023","20-29","Active Travel England","Department for Transport","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Active Travel England","Department for Transport","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","Derbyshire and Nottinghamshire","5","5","[c]","[c]"
"In post","2023","20-29","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","East Anglia","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","East Wales","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","Greater Manchester","10","10","28320","25160"
"In post","2023","20-29","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","Inner London - West","10","10","32990","29330"
"In post","2023","20-29","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","Northumberland, and Tyne and Wear","15","10","26540","25160"
"In post","2023","20-29","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","West Midlands","5","5","[c]","[c]"
"In post","2023","20-29","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","West Yorkshire","5","5","[c]","[c]"
"In post","2023","20-29","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Cheshire","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Cumbria","30","30","22650","22150"
"In post","2023","20-29","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Derbyshire and Nottinghamshire","5","5","[c]","[c]"
"In post","2023","20-29","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Devon","25","25","24670","22150"
"In post","2023","20-29","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Dorset and Somerset","5","5","[c]","[c]"
"In post","2023","20-29","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","East Anglia","15","15","30230","30320"
"In post","2023","20-29","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","East Wales","15","15","23370","22150"
"In post","2023","20-29","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","East Yorkshire and Northern Lincolnshire","10","10","26890","25920"
"In post","2023","20-29","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Eastern Scotland","10","10","25350","22150"
"In post","2023","20-29","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Essex","10","10","[c]","[c]"
"In post","2023","20-29","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Gloucestershire, Wiltshire and Bath/Bristol area","35","35","25010","22150"
"In post","2023","20-29","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Greater Manchester","10","10","28880","29150"
"In post","2023","20-29","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Hampshire and Isle of Wight","5","5","[c]","[c]"
"In post","2023","20-29","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Herefordshire, Worcestershire and Warwickshire","20","20","24700","22150"
"In post","2023","20-29","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Inner London - West","[c]","[c]","[c]","[c]"
