"Status","Year","Age","Function_of_post","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","65+","Counter Fraud","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2023","65+","Counter Fraud","Legal","35","25","30040","26920"
"In post","2023","65+","Counter Fraud","Operational Delivery","85","60","30150","29730"
"In post","2023","65+","Counter Fraud","Other","5","5","[c]","[c]"
"In post","2023","65+","Counter Fraud","Tax","55","40","42920","36990"
"In post","2023","65+","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","65+","Debt","Operational Delivery","140","100","26520","26920"
"In post","2023","65+","Debt","Other","95","65","23550","21690"
"In post","2023","65+","Debt","Tax","[c]","[c]","[c]","[c]"
"In post","2023","65+","Digital, Data & Technology","Commercial","[c]","[c]","[c]","[c]"
"In post","2023","65+","Digital, Data & Technology","Communications","[c]","[c]","[c]","[c]"
"In post","2023","65+","Digital, Data & Technology","Digital, Data and Technology","365","305","41500","37790"
"In post","2023","65+","Digital, Data & Technology","Knowledge and Information Management","40","35","31430","27470"
"In post","2023","65+","Digital, Data & Technology","Operational Delivery","10","10","40050","38540"
"In post","2023","65+","Digital, Data & Technology","Other","[c]","[c]","[c]","[c]"
"In post","2023","65+","Digital, Data & Technology","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2023","65+","Digital, Data & Technology","Science and Engineering","10","10","46430","47960"
"In post","2023","65+","Digital, Data & Technology","Security","[c]","[c]","[c]","[c]"
"In post","2023","65+","Digital, Data & Technology","Tax","[c]","[c]","[c]","[c]"
"In post","2023","65+","Digital, Data & Technology","Unknown","5","5","[c]","[c]"
"In post","2023","65+","Finance","Commercial","15","10","35430","36720"
"In post","2023","65+","Finance","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2023","65+","Finance","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2023","65+","Finance","Finance","205","175","37890","34640"
"In post","2023","65+","Finance","Medicine","[c]","[c]","[c]","[c]"
"In post","2023","65+","Finance","Operational Delivery","65","45","25270","22520"
"In post","2023","65+","Finance","Other","[c]","[c]","[c]","[c]"
"In post","2023","65+","Finance","Security","[c]","[c]","[c]","[c]"
"In post","2023","65+","Finance","Tax","[c]","[c]","[c]","[c]"
"In post","2023","65+","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","65+","Grants Management","Operational Delivery","70","55","24370","22150"
"In post","2023","65+","Grants Management","Policy","[c]","[c]","[c]","[c]"
"In post","2023","65+","Human Resources","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2023","65+","Human Resources","Finance","[c]","[c]","[c]","[c]"
"In post","2023","65+","Human Resources","Human Resources","325","280","34620","33470"
"In post","2023","65+","Human Resources","Operational Delivery","35","25","30030","28120"
"In post","2023","65+","Human Resources","Planning","[c]","[c]","[c]","[c]"
"In post","2023","65+","Human Resources","Tax","15","10","38060","29730"
"In post","2023","65+","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","65+","Internal Audit","Internal Audit","10","10","42730","41360"
"In post","2023","65+","Legal","Finance","[c]","[c]","[c]","[c]"
"In post","2023","65+","Legal","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2023","65+","Legal","Knowledge and Information Management","35","20","56220","58880"
"In post","2023","65+","Legal","Legal","135","105","61940","63500"
"In post","2023","65+","Legal","Operational Delivery","85","65","27370","26920"
"In post","2023","65+","Legal","Other","[c]","[c]","[c]","[c]"
"In post","2023","65+","Legal","Tax","5","5","[c]","[c]"
"In post","2023","65+","No function","Commercial","5","5","[c]","[c]"
"In post","2023","65+","No function","Communications","[c]","[c]","[c]","[c]"
"In post","2023","65+","No function","Counter Fraud","10","5","[c]","[c]"
"In post","2023","65+","No function","Digital, Data and Technology","15","15","51900","54640"
"In post","2023","65+","No function","Economics","[c]","[c]","[c]","[c]"
"In post","2023","65+","No function","Finance","10","5","[c]","[c]"
"In post","2023","65+","No function","Geography","10","10","33220","31360"
"In post","2023","65+","No function","Human Resources","[c]","[c]","[c]","[c]"
"In post","2023","65+","No function","Inspector of Education and Training","10","10","72030","77470"
"In post","2023","65+","No function","Intelligence Analysis","50","35","33240","31230"
"In post","2023","65+","No function","International Trade","50","45","49370","43540"
"In post","2023","65+","No function","Knowledge and Information Management","15","15","32670","28120"
"In post","2023","65+","No function","Legal","25","20","57070","47100"
"In post","2023","65+","No function","Medicine","60","50","80010","77150"
"In post","2023","65+","No function","Operational Delivery","8030","5960","27710","26400"
"In post","2023","65+","No function","Operational Research","[c]","[c]","[c]","[c]"
"In post","2023","65+","No function","Other","380","330","27160","22810"
"In post","2023","65+","No function","Planning","[c]","[c]","[c]","[c]"
"In post","2023","65+","No function","Planning Inspectors","50","30","66570","66510"
"In post","2023","65+","No function","Policy","245","220","45850","41160"
"In post","2023","65+","No function","Project Delivery","15","10","44310","41200"
"In post","2023","65+","No function","Psychology","10","10","35820","34080"
"In post","2023","65+","No function","Science and Engineering","285","240","39800","35650"
"In post","2023","65+","No function","Security","5","5","[c]","[c]"
"In post","2023","65+","No function","Statistics","[c]","[c]","[c]","[c]"
"In post","2023","65+","No function","Tax","265","180","40080","36990"
"In post","2023","65+","No function","Unknown","75","65","49670","32160"
"In post","2023","65+","No function","Veterinarian","15","10","51880","51760"
"In post","2023","65+","Project Delivery","Commercial","[c]","[c]","[c]","[c]"
"In post","2023","65+","Project Delivery","Communications","[c]","[c]","[c]","[c]"
"In post","2023","65+","Project Delivery","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2023","65+","Project Delivery","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"In post","2023","65+","Project Delivery","Legal","[c]","[c]","[c]","[c]"
"In post","2023","65+","Project Delivery","Medicine","5","5","[c]","[c]"
"In post","2023","65+","Project Delivery","Operational Delivery","35","30","40800","32230"
"In post","2023","65+","Project Delivery","Other","5","5","[c]","[c]"
"In post","2023","65+","Project Delivery","Policy","40","30","54690","48570"
"In post","2023","65+","Project Delivery","Project Delivery","240","195","47100","42200"
"In post","2023","65+","Project Delivery","Property","[c]","[c]","[c]","[c]"
"In post","2023","65+","Project Delivery","Science and Engineering","35","30","48350","44410"
"In post","2023","65+","Project Delivery","Tax","25","20","38780","36990"
"In post","2023","65+","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","65+","Property","Operational Delivery","30","25","29940","24440"
"In post","2023","65+","Property","Other","15","15","29250","28990"
"In post","2023","65+","Property","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2023","65+","Property","Property","340","290","35100","33830"
"In post","2023","65+","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","65+","Security","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2023","65+","Security","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2023","65+","Security","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2023","65+","Security","Security","320","275","29650","24380"
"In post","2023","65+","Security","Unknown","10","5","[c]","[c]"
"In post","2023","65+","Unknown","Communications","[c]","[c]","[c]","[c]"
"In post","2023","65+","Unknown","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2023","65+","Unknown","Economics","[c]","[c]","[c]","[c]"
"In post","2023","65+","Unknown","Finance","15","10","39510","30610"
"In post","2023","65+","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"In post","2023","65+","Unknown","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2023","65+","Unknown","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2023","65+","Unknown","Legal","[c]","[c]","[c]","[c]"
"In post","2023","65+","Unknown","Medicine","5","5","[c]","[c]"
"In post","2023","65+","Unknown","Operational Delivery","80","65","37140","30610"
"In post","2023","65+","Unknown","Other","55","50","47630","40190"
"In post","2023","65+","Unknown","Planning","[c]","[c]","[c]","[c]"
"In post","2023","65+","Unknown","Policy","60","50","48520","39780"
"In post","2023","65+","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2023","65+","Unknown","Property","10","10","[c]","[c]"
"In post","2023","65+","Unknown","Science and Engineering","50","40","52230","49260"
"In post","2023","65+","Unknown","Social Research","[c]","[c]","[c]","[c]"
"In post","2023","65+","Unknown","Statistics","[c]","[c]","[c]","[c]"
"In post","2023","65+","Unknown","Unknown","290","245","40370","32150"
"In post","2023","Unknown","Counter Fraud","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Digital, Data & Technology","Digital, Data and Technology","5","5","[c]","[c]"
"In post","2023","Unknown","Human Resources","Human Resources","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","No function","Operational Delivery","15","10","28300","28120"
"In post","2023","Unknown","No function","Other","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","No function","Policy","5","5","[c]","[c]"
"In post","2023","Unknown","Project Delivery","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Security","Security","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Unknown","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Analysis","Social Research","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Counter Fraud","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Debt","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Debt","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Debt","Tax","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Digital, Data & Technology","Digital, Data and Technology","5","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Finance","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Grants Management","Operational Delivery","5","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Human Resources","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Legal","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Legal","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","No function","Operational Delivery","110","[c]","21810","21780"
"Leaver CS","2023","16-19","No function","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","No function","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","No function","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","No function","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Project Delivery","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Project Delivery","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Property","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Property","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Unknown","Other","10","[c]","17650","16680"
"Leaver CS","2023","16-19","Unknown","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Unknown","Unknown","10","[c]","22310","22180"
"Leaver CS","2023","20-29","Analysis","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Analysis","Economics","155","[c]","29730","23400"
"Leaver CS","2023","20-29","Analysis","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Analysis","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Analysis","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Analysis","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Analysis","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Analysis","Operational Delivery","25","[c]","30610","30710"
"Leaver CS","2023","20-29","Analysis","Operational Research","20","[c]","30920","29660"
"Leaver CS","2023","20-29","Analysis","Other","25","[c]","32990","31310"
"Leaver CS","2023","20-29","Analysis","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Analysis","Science and Engineering","95","[c]","27290","29230"
"Leaver CS","2023","20-29","Analysis","Social Research","40","[c]","30740","30890"
"Leaver CS","2023","20-29","Analysis","Statistics","120","[c]","27860","25830"
