"Status","Year","Parent_department","Profession_of_post","Responsibility_level_grouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","HM Revenue and Customs","Property","EO","Male","355","335","28110","27810"
"In post","2023","HM Revenue and Customs","Property","G6/G7","Female","95","90","60010","58970"
"In post","2023","HM Revenue and Customs","Property","G6/G7","Male","220","210","61280","59290"
"In post","2023","HM Revenue and Customs","Property","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","HM Revenue and Customs","Property","SCS level","Male","5","5","[c]","[c]"
"In post","2023","HM Revenue and Customs","Property","SEO/HEO","Female","475","435","39830","39520"
"In post","2023","HM Revenue and Customs","Property","SEO/HEO","Male","720","690","39680","39050"
"In post","2023","HM Revenue and Customs","Security","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","HM Revenue and Customs","Security","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","HM Revenue and Customs","Security","EO","Female","20","15","[c]","[c]"
"In post","2023","HM Revenue and Customs","Security","EO","Male","20","20","[c]","[c]"
"In post","2023","HM Revenue and Customs","Security","G6/G7","Female","15","15","[c]","[c]"
"In post","2023","HM Revenue and Customs","Security","G6/G7","Male","50","50","63750","62260"
"In post","2023","HM Revenue and Customs","Security","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","HM Revenue and Customs","Security","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","HM Revenue and Customs","Security","SEO/HEO","Female","40","40","41990","42510"
"In post","2023","HM Revenue and Customs","Security","SEO/HEO","Male","60","60","40190","42140"
"In post","2023","HM Revenue and Customs","Social Research","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","HM Revenue and Customs","Social Research","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","HM Revenue and Customs","Social Research","G6/G7","Female","40","35","62990","61530"
"In post","2023","HM Revenue and Customs","Social Research","G6/G7","Male","20","20","[c]","[c]"
"In post","2023","HM Revenue and Customs","Social Research","SEO/HEO","Female","55","50","40360","39790"
"In post","2023","HM Revenue and Customs","Social Research","SEO/HEO","Male","30","25","[c]","[c]"
"In post","2023","HM Revenue and Customs","Statistics","EO","Female","[c]","[c]","[c]","[c]"
"In post","2023","HM Revenue and Customs","Statistics","EO","Male","10","10","[c]","[c]"
"In post","2023","HM Revenue and Customs","Statistics","G6/G7","Female","55","50","63980","65230"
"In post","2023","HM Revenue and Customs","Statistics","G6/G7","Male","70","70","64770","65230"
"In post","2023","HM Revenue and Customs","Statistics","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","HM Revenue and Customs","Statistics","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","HM Revenue and Customs","Statistics","SEO/HEO","Female","70","70","41220","42140"
"In post","2023","HM Revenue and Customs","Statistics","SEO/HEO","Male","130","125","40850","41780"
"In post","2023","HM Revenue and Customs","Tax","AA/AO","Female","1120","995","22650","22520"
"In post","2023","HM Revenue and Customs","Tax","AA/AO","Male","930","895","22630","22520"
"In post","2023","HM Revenue and Customs","Tax","EO","Female","2215","2030","28860","28130"
"In post","2023","HM Revenue and Customs","Tax","EO","Male","2180","2120","28630","28130"
"In post","2023","HM Revenue and Customs","Tax","G6/G7","Female","1135","1065","61590","57970"
"In post","2023","HM Revenue and Customs","Tax","G6/G7","Male","1750","1680","62430","57970"
"In post","2023","HM Revenue and Customs","Tax","SCS level","Female","30","30","81850","78340"
"In post","2023","HM Revenue and Customs","Tax","SCS level","Male","35","35","82520","80730"
"In post","2023","HM Revenue and Customs","Tax","SEO/HEO","Female","3725","3485","37860","35000"
"In post","2023","HM Revenue and Customs","Tax","SEO/HEO","Male","4255","4125","37820","35000"
"In post","2023","HM Revenue and Customs","Unknown","AA/AO","Female","320","300","22920","22520"
"In post","2023","HM Revenue and Customs","Unknown","AA/AO","Male","350","345","22760","22520"
"In post","2023","HM Revenue and Customs","Unknown","EO","Female","440","415","28950","27890"
"In post","2023","HM Revenue and Customs","Unknown","EO","Male","465","465","28810","27890"
"In post","2023","HM Revenue and Customs","Unknown","G6/G7","Female","450","435","62660","61530"
"In post","2023","HM Revenue and Customs","Unknown","G6/G7","Male","435","430","62670","61530"
"In post","2023","HM Revenue and Customs","Unknown","SCS level","Female","40","40","97120","84150"
"In post","2023","HM Revenue and Customs","Unknown","SCS level","Male","50","50","102220","97620"
"In post","2023","HM Revenue and Customs","Unknown","SEO/HEO","Female","1055","1025","38170","35000"
"In post","2023","HM Revenue and Customs","Unknown","SEO/HEO","Male","1110","1105","38190","35000"
"In post","2023","HM Treasury","Commercial","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","HM Treasury","Commercial","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","HM Treasury","Communications","EO","Female","[c]","[c]","[c]","[c]"
"In post","2023","HM Treasury","Communications","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","HM Treasury","Communications","G6/G7","Female","10","10","[c]","[c]"
"In post","2023","HM Treasury","Communications","G6/G7","Male","10","10","[c]","[c]"
"In post","2023","HM Treasury","Communications","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","HM Treasury","Communications","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","HM Treasury","Communications","SEO/HEO","Female","15","10","[c]","[c]"
"In post","2023","HM Treasury","Communications","SEO/HEO","Male","10","10","[c]","[c]"
"In post","2023","HM Treasury","Corporate Finance","EO","Female","[c]","[c]","[c]","[c]"
"In post","2023","HM Treasury","Corporate Finance","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","HM Treasury","Corporate Finance","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","HM Treasury","Corporate Finance","G6/G7","Male","10","10","[c]","[c]"
"In post","2023","HM Treasury","Corporate Finance","SEO/HEO","Female","5","5","[c]","[c]"
"In post","2023","HM Treasury","Corporate Finance","SEO/HEO","Male","5","5","[c]","[c]"
"In post","2023","HM Treasury","Digital, Data and Technology","EO","Female","[c]","[c]","[c]","[c]"
"In post","2023","HM Treasury","Digital, Data and Technology","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","HM Treasury","Digital, Data and Technology","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","HM Treasury","Digital, Data and Technology","G6/G7","Male","25","25","[c]","[c]"
"In post","2023","HM Treasury","Digital, Data and Technology","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","HM Treasury","Digital, Data and Technology","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","HM Treasury","Digital, Data and Technology","SEO/HEO","Female","5","5","[c]","[c]"
"In post","2023","HM Treasury","Digital, Data and Technology","SEO/HEO","Male","20","20","[c]","[c]"
"In post","2023","HM Treasury","Economics","AA/AO","Female","5","5","[c]","[c]"
"In post","2023","HM Treasury","Economics","AA/AO","Male","5","5","[c]","[c]"
"In post","2023","HM Treasury","Economics","EO","Female","10","10","[c]","[c]"
"In post","2023","HM Treasury","Economics","EO","Male","10","10","[c]","[c]"
"In post","2023","HM Treasury","Economics","G6/G7","Female","40","35","58130","54810"
"In post","2023","HM Treasury","Economics","G6/G7","Male","55","55","58700","54440"
"In post","2023","HM Treasury","Economics","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","HM Treasury","Economics","SCS level","Male","5","5","[c]","[c]"
"In post","2023","HM Treasury","Economics","SEO/HEO","Female","30","30","[c]","[c]"
"In post","2023","HM Treasury","Economics","SEO/HEO","Male","50","50","36090","35800"
"In post","2023","HM Treasury","Finance","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","HM Treasury","Finance","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","HM Treasury","Finance","EO","Female","5","5","[c]","[c]"
"In post","2023","HM Treasury","Finance","EO","Male","5","5","[c]","[c]"
"In post","2023","HM Treasury","Finance","G6/G7","Female","20","20","[c]","[c]"
"In post","2023","HM Treasury","Finance","G6/G7","Male","25","25","[c]","[c]"
"In post","2023","HM Treasury","Finance","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","HM Treasury","Finance","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","HM Treasury","Finance","SEO/HEO","Female","15","15","[c]","[c]"
"In post","2023","HM Treasury","Finance","SEO/HEO","Male","15","15","[c]","[c]"
"In post","2023","HM Treasury","Human Resources","AA/AO","Female","10","10","[c]","[c]"
"In post","2023","HM Treasury","Human Resources","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","HM Treasury","Human Resources","EO","Female","15","15","[c]","[c]"
"In post","2023","HM Treasury","Human Resources","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","HM Treasury","Human Resources","G6/G7","Female","30","30","57450","54280"
"In post","2023","HM Treasury","Human Resources","G6/G7","Male","15","15","[c]","[c]"
"In post","2023","HM Treasury","Human Resources","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","HM Treasury","Human Resources","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","HM Treasury","Human Resources","SEO/HEO","Female","25","25","[c]","[c]"
"In post","2023","HM Treasury","Human Resources","SEO/HEO","Male","5","5","[c]","[c]"
"In post","2023","HM Treasury","Internal Audit","G6/G7","Female","60","55","56370","54850"
"In post","2023","HM Treasury","Internal Audit","G6/G7","Male","95","90","59490","59310"
"In post","2023","HM Treasury","Internal Audit","SCS level","Female","5","5","[c]","[c]"
"In post","2023","HM Treasury","Internal Audit","SCS level","Male","15","15","[c]","[c]"
"In post","2023","HM Treasury","Internal Audit","SEO/HEO","Female","105","95","40510","42700"
"In post","2023","HM Treasury","Internal Audit","SEO/HEO","Male","70","70","42410","42930"
"In post","2023","HM Treasury","Knowledge and Information Management","EO","Female","[c]","[c]","[c]","[c]"
"In post","2023","HM Treasury","Knowledge and Information Management","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","HM Treasury","Knowledge and Information Management","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","HM Treasury","Knowledge and Information Management","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","HM Treasury","Knowledge and Information Management","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","HM Treasury","Knowledge and Information Management","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","HM Treasury","Legal","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","HM Treasury","Legal","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","HM Treasury","Operational Delivery","AA/AO","Female","10","10","[c]","[c]"
"In post","2023","HM Treasury","Operational Delivery","AA/AO","Male","5","5","[c]","[c]"
"In post","2023","HM Treasury","Operational Delivery","EO","Female","85","85","28700","28400"
"In post","2023","HM Treasury","Operational Delivery","EO","Male","15","15","[c]","[c]"
"In post","2023","HM Treasury","Operational Delivery","G6/G7","Female","5","5","[c]","[c]"
"In post","2023","HM Treasury","Operational Delivery","G6/G7","Male","10","10","[c]","[c]"
"In post","2023","HM Treasury","Operational Delivery","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","HM Treasury","Operational Delivery","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","HM Treasury","Operational Delivery","SEO/HEO","Female","30","25","[c]","[c]"
"In post","2023","HM Treasury","Operational Delivery","SEO/HEO","Male","10","10","[c]","[c]"
"In post","2023","HM Treasury","Other","EO","Female","[c]","[c]","[c]","[c]"
"In post","2023","HM Treasury","Other","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","HM Treasury","Other","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","HM Treasury","Other","G6/G7","Male","10","10","[c]","[c]"
"In post","2023","HM Treasury","Other","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","HM Treasury","Other","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","HM Treasury","Other","SEO/HEO","Female","20","20","[c]","[c]"
"In post","2023","HM Treasury","Other","SEO/HEO","Male","20","20","[c]","[c]"
"In post","2023","HM Treasury","Policy","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","HM Treasury","Policy","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","HM Treasury","Policy","EO","Female","35","35","27040","27820"
"In post","2023","HM Treasury","Policy","EO","Male","50","50","27010","27820"
"In post","2023","HM Treasury","Policy","G6/G7","Female","345","335","58390","54440"
"In post","2023","HM Treasury","Policy","G6/G7","Male","400","395","58460","54690"
"In post","2023","HM Treasury","Policy","SCS level","Female","70","65","87870","78620"
"In post","2023","HM Treasury","Policy","SCS level","Male","60","60","86360","78620"
"In post","2023","HM Treasury","Policy","SEO/HEO","Female","230","230","34430","33630"
"In post","2023","HM Treasury","Policy","SEO/HEO","Male","280","280","34620","33630"
"In post","2023","HM Treasury","Project Delivery","EO","Female","[c]","[c]","[c]","[c]"
"In post","2023","HM Treasury","Project Delivery","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","HM Treasury","Project Delivery","G6/G7","Female","5","5","[c]","[c]"
"In post","2023","HM Treasury","Project Delivery","G6/G7","Male","10","10","[c]","[c]"
"In post","2023","HM Treasury","Project Delivery","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","HM Treasury","Project Delivery","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","HM Treasury","Project Delivery","SEO/HEO","Female","10","10","[c]","[c]"
"In post","2023","HM Treasury","Project Delivery","SEO/HEO","Male","5","5","[c]","[c]"
"In post","2023","HM Treasury","Property","EO","Female","[c]","[c]","[c]","[c]"
"In post","2023","HM Treasury","Property","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","HM Treasury","Property","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","HM Treasury","Property","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","HM Treasury","Statistics","EO","Female","[c]","[c]","[c]","[c]"
"In post","2023","HM Treasury","Statistics","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","HM Treasury","Statistics","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","HM Treasury","Statistics","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","HM Treasury","Statistics","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","HM Treasury","Statistics","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Home Office","Commercial","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Home Office","Commercial","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Home Office","Commercial","EO","Female","10","10","[c]","[c]"
"In post","2023","Home Office","Commercial","EO","Male","10","10","[c]","[c]"
"In post","2023","Home Office","Commercial","G6/G7","Female","5","5","[c]","[c]"
"In post","2023","Home Office","Commercial","G6/G7","Male","10","10","[c]","[c]"
"In post","2023","Home Office","Commercial","SEO/HEO","Female","50","50","40520","41090"
"In post","2023","Home Office","Commercial","SEO/HEO","Male","45","45","40910","42860"
"In post","2023","Home Office","Communications","EO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Home Office","Communications","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Home Office","Communications","G6/G7","Female","45","45","61670","59510"
"In post","2023","Home Office","Communications","G6/G7","Male","15","15","[c]","[c]"
"In post","2023","Home Office","Communications","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Home Office","Communications","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Home Office","Communications","SEO/HEO","Female","55","50","41000","41960"
"In post","2023","Home Office","Communications","SEO/HEO","Male","30","30","[c]","[c]"
"In post","2023","Home Office","Counter Fraud","AA/AO","Female","20","20","[c]","[c]"
"In post","2023","Home Office","Counter Fraud","AA/AO","Male","5","5","[c]","[c]"
"In post","2023","Home Office","Counter Fraud","EO","Female","90","80","26560","26180"
"In post","2023","Home Office","Counter Fraud","EO","Male","45","45","27210","26180"
"In post","2023","Home Office","Counter Fraud","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","Home Office","Counter Fraud","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","Home Office","Counter Fraud","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Home Office","Counter Fraud","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Home Office","Counter Fraud","SEO/HEO","Female","15","15","[c]","[c]"
"In post","2023","Home Office","Counter Fraud","SEO/HEO","Male","15","15","[c]","[c]"
"In post","2023","Home Office","Digital, Data and Technology","EO","Female","15","15","[c]","[c]"
"In post","2023","Home Office","Digital, Data and Technology","EO","Male","80","80","28270","29750"
"In post","2023","Home Office","Digital, Data and Technology","G6/G7","Female","275","270","63760","61790"
"In post","2023","Home Office","Digital, Data and Technology","G6/G7","Male","565","560","65050","63590"
"In post","2023","Home Office","Digital, Data and Technology","SCS level","Female","10","10","[c]","[c]"
"In post","2023","Home Office","Digital, Data and Technology","SCS level","Male","20","20","[c]","[c]"
"In post","2023","Home Office","Digital, Data and Technology","SEO/HEO","Female","260","255","40240","41070"
"In post","2023","Home Office","Digital, Data and Technology","SEO/HEO","Male","590","585","40470","40410"
"In post","2023","Home Office","Economics","EO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Home Office","Economics","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Home Office","Economics","G6/G7","Female","20","20","[c]","[c]"
"In post","2023","Home Office","Economics","G6/G7","Male","40","40","63830","62490"
"In post","2023","Home Office","Economics","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Home Office","Economics","SCS level","Male","5","5","[c]","[c]"
"In post","2023","Home Office","Economics","SEO/HEO","Female","25","25","[c]","[c]"
"In post","2023","Home Office","Economics","SEO/HEO","Male","65","65","38200","36710"
"In post","2023","Home Office","Economics","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","Home Office","Economics","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","Home Office","Finance","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Home Office","Finance","AA/AO","Male","10","10","[c]","[c]"
"In post","2023","Home Office","Finance","EO","Female","20","20","[c]","[c]"
"In post","2023","Home Office","Finance","EO","Male","15","15","[c]","[c]"
"In post","2023","Home Office","Finance","G6/G7","Female","60","55","61100","59290"
"In post","2023","Home Office","Finance","G6/G7","Male","55","55","63190","59510"
"In post","2023","Home Office","Finance","SCS level","Female","5","5","[c]","[c]"
"In post","2023","Home Office","Finance","SCS level","Male","5","5","[c]","[c]"
"In post","2023","Home Office","Finance","SEO/HEO","Female","75","70","39640","39190"
"In post","2023","Home Office","Finance","SEO/HEO","Male","65","65","40140","39190"
"In post","2023","Home Office","Finance","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","Home Office","Finance","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","Home Office","Human Resources","AA/AO","Female","20","15","[c]","[c]"
"In post","2023","Home Office","Human Resources","AA/AO","Male","10","10","[c]","[c]"
"In post","2023","Home Office","Human Resources","EO","Female","70","65","29370","29890"
"In post","2023","Home Office","Human Resources","EO","Male","45","45","29210","29820"
"In post","2023","Home Office","Human Resources","G6/G7","Female","105","105","61800","59290"
"In post","2023","Home Office","Human Resources","G6/G7","Male","70","70","60610","59290"
"In post","2023","Home Office","Human Resources","SCS level","Female","10","10","[c]","[c]"
"In post","2023","Home Office","Human Resources","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Home Office","Human Resources","SEO/HEO","Female","210","200","38410","38000"
"In post","2023","Home Office","Human Resources","SEO/HEO","Male","105","100","38000","38710"
"In post","2023","Home Office","Intelligence Analysis","AA/AO","Female","40","35","24400","24400"
"In post","2023","Home Office","Intelligence Analysis","AA/AO","Male","15","15","[c]","[c]"
"In post","2023","Home Office","Intelligence Analysis","EO","Female","485","445","27600","27010"
"In post","2023","Home Office","Intelligence Analysis","EO","Male","500","480","27510","26740"
"In post","2023","Home Office","Intelligence Analysis","G6/G7","Female","10","10","[c]","[c]"
"In post","2023","Home Office","Intelligence Analysis","G6/G7","Male","25","25","[c]","[c]"
"In post","2023","Home Office","Intelligence Analysis","SEO/HEO","Female","165","155","35270","34190"
"In post","2023","Home Office","Intelligence Analysis","SEO/HEO","Male","220","215","36210","36000"
"In post","2023","Home Office","Intelligence Analysis","Unknown","Female","5","5","[c]","[c]"
"In post","2023","Home Office","Intelligence Analysis","Unknown","Male","5","5","[c]","[c]"
"In post","2023","Home Office","Knowledge and Information Management","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Home Office","Knowledge and Information Management","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Home Office","Knowledge and Information Management","EO","Female","5","5","[c]","[c]"
"In post","2023","Home Office","Knowledge and Information Management","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Home Office","Knowledge and Information Management","G6/G7","Female","10","10","[c]","[c]"
"In post","2023","Home Office","Knowledge and Information Management","G6/G7","Male","10","10","[c]","[c]"
"In post","2023","Home Office","Knowledge and Information Management","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Home Office","Knowledge and Information Management","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Home Office","Knowledge and Information Management","SEO/HEO","Female","40","35","38980","39190"
"In post","2023","Home Office","Knowledge and Information Management","SEO/HEO","Male","25","25","[c]","[c]"
"In post","2023","Home Office","Operational Delivery","AA/AO","Female","5335","4635","23080","22400"
"In post","2023","Home Office","Operational Delivery","AA/AO","Male","3585","3410","22950","22400"
"In post","2023","Home Office","Operational Delivery","EO","Female","7255","6600","27320","26180"
"In post","2023","Home Office","Operational Delivery","EO","Male","7760","7355","27610","26180"
"In post","2023","Home Office","Operational Delivery","G6/G7","Female","400","390","59390","59290"
"In post","2023","Home Office","Operational Delivery","G6/G7","Male","480","475","59540","59290"
"In post","2023","Home Office","Operational Delivery","SCS level","Female","35","35","85770","80050"
"In post","2023","Home Office","Operational Delivery","SCS level","Male","50","50","91690","86890"
"In post","2023","Home Office","Operational Delivery","SEO/HEO","Female","3090","2930","35850","36000"
"In post","2023","Home Office","Operational Delivery","SEO/HEO","Male","2995","2930","35860","34380"
"In post","2023","Home Office","Operational Delivery","Unknown","Female","10","10","[c]","[c]"
"In post","2023","Home Office","Operational Delivery","Unknown","Male","20","20","[c]","[c]"
"In post","2023","Home Office","Operational Research","EO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Home Office","Operational Research","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Home Office","Operational Research","G6/G7","Female","15","15","[c]","[c]"
"In post","2023","Home Office","Operational Research","G6/G7","Male","25","25","[c]","[c]"
"In post","2023","Home Office","Operational Research","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Home Office","Operational Research","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Home Office","Operational Research","SEO/HEO","Female","25","25","[c]","[c]"
"In post","2023","Home Office","Operational Research","SEO/HEO","Male","35","35","40640","40400"
"In post","2023","Home Office","Other","AA/AO","Female","125","110","23410","22400"
"In post","2023","Home Office","Other","AA/AO","Male","120","115","22660","22400"
"In post","2023","Home Office","Other","EO","Female","410","380","28360","29750"
"In post","2023","Home Office","Other","EO","Male","185","185","28050","27650"
"In post","2023","Home Office","Other","G6/G7","Female","105","100","61020","59290"
"In post","2023","Home Office","Other","G6/G7","Male","75","75","61960","59290"
"In post","2023","Home Office","Other","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Home Office","Other","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Home Office","Other","SEO/HEO","Female","425","410","37140","36180"
"In post","2023","Home Office","Other","SEO/HEO","Male","200","195","37590","36310"
"In post","2023","Home Office","Other","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","Home Office","Other","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","Home Office","Policy","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Home Office","Policy","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Home Office","Policy","EO","Female","90","85","29670","29890"
"In post","2023","Home Office","Policy","EO","Male","65","65","29240","29890"
"In post","2023","Home Office","Policy","G6/G7","Female","610","595","62240","59290"
"In post","2023","Home Office","Policy","G6/G7","Male","510","510","62180","59290"
"In post","2023","Home Office","Policy","SCS level","Female","80","80","86640","80030"
"In post","2023","Home Office","Policy","SCS level","Male","65","65","89950","82490"
"In post","2023","Home Office","Policy","SEO/HEO","Female","680","660","39900","42900"
"In post","2023","Home Office","Policy","SEO/HEO","Male","460","460","40200","43000"
"In post","2023","Home Office","Policy","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","Home Office","Policy","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","Home Office","Project Delivery","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Home Office","Project Delivery","AA/AO","Male","5","5","[c]","[c]"
"In post","2023","Home Office","Project Delivery","EO","Female","85","80","28340","29750"
"In post","2023","Home Office","Project Delivery","EO","Male","70","65","28170","27650"
"In post","2023","Home Office","Project Delivery","G6/G7","Female","320","310","60650","59290"
"In post","2023","Home Office","Project Delivery","G6/G7","Male","325","320","61190","59290"
"In post","2023","Home Office","Project Delivery","SCS level","Female","10","10","[c]","[c]"
"In post","2023","Home Office","Project Delivery","SCS level","Male","20","15","[c]","[c]"
"In post","2023","Home Office","Project Delivery","SEO/HEO","Female","560","545","38490","39190"
"In post","2023","Home Office","Project Delivery","SEO/HEO","Male","395","395","38540","39000"
"In post","2023","Home Office","Property","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","Home Office","Property","G6/G7","Male","5","5","[c]","[c]"
"In post","2023","Home Office","Property","SEO/HEO","Female","5","5","[c]","[c]"
"In post","2023","Home Office","Property","SEO/HEO","Male","10","10","[c]","[c]"
"In post","2023","Home Office","Science and Engineering","EO","Female","5","5","[c]","[c]"
"In post","2023","Home Office","Science and Engineering","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Home Office","Science and Engineering","G6/G7","Female","25","20","[c]","[c]"
"In post","2023","Home Office","Science and Engineering","G6/G7","Male","20","20","[c]","[c]"
"In post","2023","Home Office","Science and Engineering","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Home Office","Science and Engineering","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Home Office","Science and Engineering","SEO/HEO","Female","35","30","38410","37910"
"In post","2023","Home Office","Science and Engineering","SEO/HEO","Male","20","20","[c]","[c]"
"In post","2023","Home Office","Science and Engineering","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","Home Office","Science and Engineering","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","Home Office","Security","AA/AO","Female","40","35","24820","26400"
"In post","2023","Home Office","Security","AA/AO","Male","90","90","23200","23500"
"In post","2023","Home Office","Security","EO","Female","30","30","29400","29890"
"In post","2023","Home Office","Security","EO","Male","45","45","29190","29890"
"In post","2023","Home Office","Security","G6/G7","Female","15","15","[c]","[c]"
"In post","2023","Home Office","Security","G6/G7","Male","25","25","[c]","[c]"
"In post","2023","Home Office","Security","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Home Office","Security","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Home Office","Security","SEO/HEO","Female","65","60","37620","36180"
"In post","2023","Home Office","Security","SEO/HEO","Male","50","50","37790","36420"
"In post","2023","Home Office","Social Research","G6/G7","Female","35","35","63230","61540"
"In post","2023","Home Office","Social Research","G6/G7","Male","20","20","[c]","[c]"
"In post","2023","Home Office","Social Research","SEO/HEO","Female","100","95","40650","41020"
"In post","2023","Home Office","Social Research","SEO/HEO","Male","20","20","[c]","[c]"
"In post","2023","Home Office","Statistics","AA/AO","Female","25","25","[c]","[c]"
