"Status","Year","Parent_department","Profession_of_post","Responsibility_level_grouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Cabinet Office","Unknown","EO","Female","285","265","27320","27690"
"In post","2023","Cabinet Office","Unknown","EO","Male","195","195","26710","27100"
"In post","2023","Cabinet Office","Unknown","G6/G7","Female","490","475","59760","56430"
"In post","2023","Cabinet Office","Unknown","G6/G7","Male","435","435","60490","58070"
"In post","2023","Cabinet Office","Unknown","SCS level","Female","100","100","90640","81600"
"In post","2023","Cabinet Office","Unknown","SCS level","Male","100","100","99710","89760"
"In post","2023","Cabinet Office","Unknown","SEO/HEO","Female","960","950","33740","32960"
"In post","2023","Cabinet Office","Unknown","SEO/HEO","Male","565","565","34410","32960"
"In post","2023","Chancellor's other departments","Commercial","EO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Chancellor's other departments","Commercial","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Chancellor's other departments","Commercial","G6/G7","Female","5","5","[c]","[c]"
"In post","2023","Chancellor's other departments","Commercial","G6/G7","Male","5","5","[c]","[c]"
"In post","2023","Chancellor's other departments","Communications","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Chancellor's other departments","Communications","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Chancellor's other departments","Communications","EO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Chancellor's other departments","Communications","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Chancellor's other departments","Communications","G6/G7","Female","5","5","[c]","[c]"
"In post","2023","Chancellor's other departments","Communications","G6/G7","Male","5","5","[c]","[c]"
"In post","2023","Chancellor's other departments","Communications","SEO/HEO","Female","10","10","[c]","[c]"
"In post","2023","Chancellor's other departments","Communications","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Chancellor's other departments","Counter Fraud","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","Chancellor's other departments","Counter Fraud","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","Chancellor's other departments","Counter Fraud","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Chancellor's other departments","Counter Fraud","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Chancellor's other departments","Digital, Data and Technology","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","Chancellor's other departments","Digital, Data and Technology","G6/G7","Male","5","5","[c]","[c]"
"In post","2023","Chancellor's other departments","Digital, Data and Technology","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Chancellor's other departments","Digital, Data and Technology","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Chancellor's other departments","Digital, Data and Technology","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Chancellor's other departments","Digital, Data and Technology","SEO/HEO","Male","5","5","[c]","[c]"
"In post","2023","Chancellor's other departments","Finance","EO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Chancellor's other departments","Finance","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Chancellor's other departments","Finance","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","Chancellor's other departments","Finance","G6/G7","Male","5","5","[c]","[c]"
"In post","2023","Chancellor's other departments","Finance","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Chancellor's other departments","Finance","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Chancellor's other departments","Finance","SEO/HEO","Female","5","5","[c]","[c]"
"In post","2023","Chancellor's other departments","Finance","SEO/HEO","Male","10","10","[c]","[c]"
"In post","2023","Chancellor's other departments","Human Resources","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Chancellor's other departments","Human Resources","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Chancellor's other departments","Human Resources","EO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Chancellor's other departments","Human Resources","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Chancellor's other departments","Human Resources","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","Chancellor's other departments","Human Resources","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","Chancellor's other departments","Human Resources","SEO/HEO","Female","5","5","[c]","[c]"
"In post","2023","Chancellor's other departments","Human Resources","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Chancellor's other departments","Knowledge and Information Management","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","Chancellor's other departments","Knowledge and Information Management","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","Chancellor's other departments","Operational Delivery","EO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Chancellor's other departments","Operational Delivery","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Chancellor's other departments","Operational Delivery","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","Chancellor's other departments","Operational Delivery","G6/G7","Male","5","5","[c]","[c]"
"In post","2023","Chancellor's other departments","Operational Delivery","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Chancellor's other departments","Operational Delivery","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Chancellor's other departments","Operational Research","EO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Chancellor's other departments","Operational Research","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Chancellor's other departments","Operational Research","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","Chancellor's other departments","Operational Research","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","Chancellor's other departments","Operational Research","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Chancellor's other departments","Operational Research","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Chancellor's other departments","Other","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Chancellor's other departments","Other","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Chancellor's other departments","Other","EO","Female","15","15","[c]","[c]"
"In post","2023","Chancellor's other departments","Other","EO","Male","10","10","[c]","[c]"
"In post","2023","Chancellor's other departments","Other","G6/G7","Female","55","50","82520","80480"
"In post","2023","Chancellor's other departments","Other","G6/G7","Male","80","80","86060","80890"
"In post","2023","Chancellor's other departments","Other","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Chancellor's other departments","Other","SCS level","Male","10","10","[c]","[c]"
"In post","2023","Chancellor's other departments","Other","SEO/HEO","Female","30","30","43730","44300"
"In post","2023","Chancellor's other departments","Other","SEO/HEO","Male","45","45","41870","41100"
"In post","2023","Chancellor's other departments","Project Delivery","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Chancellor's other departments","Project Delivery","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Chancellor's other departments","Project Delivery","EO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Chancellor's other departments","Project Delivery","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Chancellor's other departments","Project Delivery","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","Chancellor's other departments","Project Delivery","G6/G7","Male","20","20","[c]","[c]"
"In post","2023","Chancellor's other departments","Project Delivery","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Chancellor's other departments","Project Delivery","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Chancellor's other departments","Project Delivery","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Chancellor's other departments","Project Delivery","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Chancellor's other departments","Property","EO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Chancellor's other departments","Property","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Chancellor's other departments","Property","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","Chancellor's other departments","Property","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","Chancellor's other departments","Property","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Chancellor's other departments","Property","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Chancellor's other departments","Security","EO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Chancellor's other departments","Security","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Chancellor's other departments","Security","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","Chancellor's other departments","Security","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","Chancellor's other departments","Security","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Chancellor's other departments","Security","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Charity Commission","Commercial","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","Charity Commission","Commercial","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","Charity Commission","Communications","EO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Charity Commission","Communications","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Charity Commission","Communications","G6/G7","Female","5","5","[c]","[c]"
"In post","2023","Charity Commission","Communications","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","Charity Commission","Communications","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Charity Commission","Communications","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Charity Commission","Communications","SEO/HEO","Female","10","10","[c]","[c]"
"In post","2023","Charity Commission","Communications","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Charity Commission","Digital, Data and Technology","EO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Charity Commission","Digital, Data and Technology","EO","Male","5","5","[c]","[c]"
"In post","2023","Charity Commission","Digital, Data and Technology","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","Charity Commission","Digital, Data and Technology","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","Charity Commission","Digital, Data and Technology","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Charity Commission","Digital, Data and Technology","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Charity Commission","Digital, Data and Technology","SEO/HEO","Female","15","15","[c]","[c]"
"In post","2023","Charity Commission","Digital, Data and Technology","SEO/HEO","Male","25","25","[c]","[c]"
"In post","2023","Charity Commission","Finance","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Charity Commission","Finance","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Charity Commission","Finance","EO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Charity Commission","Finance","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Charity Commission","Finance","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","Charity Commission","Finance","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","Charity Commission","Finance","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Charity Commission","Finance","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Charity Commission","Human Resources","EO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Charity Commission","Human Resources","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Charity Commission","Human Resources","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","Charity Commission","Human Resources","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","Charity Commission","Human Resources","SEO/HEO","Female","10","10","[c]","[c]"
"In post","2023","Charity Commission","Human Resources","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Charity Commission","Intelligence Analysis","EO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Charity Commission","Intelligence Analysis","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Charity Commission","Intelligence Analysis","SEO/HEO","Female","5","5","[c]","[c]"
"In post","2023","Charity Commission","Intelligence Analysis","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Charity Commission","Knowledge and Information Management","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Charity Commission","Knowledge and Information Management","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Charity Commission","Legal","G6/G7","Female","20","20","[c]","[c]"
"In post","2023","Charity Commission","Legal","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","Charity Commission","Legal","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Charity Commission","Legal","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Charity Commission","Operational Delivery","AA/AO","Female","10","5","[c]","[c]"
"In post","2023","Charity Commission","Operational Delivery","AA/AO","Male","10","10","[c]","[c]"
"In post","2023","Charity Commission","Operational Delivery","EO","Female","65","65","25630","25300"
