"Status","Year","Parent_department","Region_ITL2","Region_ITL3","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Department for Business, Energy and Industrial Strategy","East Anglia","Breckland and South Norfolk","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy","East Anglia","Cambridgeshire CC","Outside London","10","5","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy","East Anglia","North and West Norfolk","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy","East Anglia","Suffolk CC","Outside London","110","100","32660","31620"
"In post","2023","Department for Business, Energy and Industrial Strategy","East Wales","Cardiff and Vale of Glamorgan","Outside London","1435","1345","33430","30630"
"In post","2023","Department for Business, Energy and Industrial Strategy","East Wales","Monmouthshire and Newport","Outside London","1640","1545","40520","39960"
"In post","2023","Department for Business, Energy and Industrial Strategy","East Wales","Powys","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy","Eastern Scotland","City of Edinburgh","Outside London","215","210","34560","31120"
"In post","2023","Department for Business, Energy and Industrial Strategy","Eastern Scotland","Clackmannanshire and Fife","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy","Eastern Scotland","East Lothian and Midlothian","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy","Eastern Scotland","Perth and Kinross, and Stirling","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy","Essex","Essex Thames Gateway","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy","Essex","Heart of Essex","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy","Essex","Southend-on-Sea","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy","Essex","Thurrock","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","Outside London","90","85","39160","35190"
"In post","2023","Department for Business, Energy and Industrial Strategy","Gloucestershire, Wiltshire and Bath/Bristol area","Swindon","Outside London","100","100","45950","50680"
"In post","2023","Department for Business, Energy and Industrial Strategy","Gloucestershire, Wiltshire and Bath/Bristol area","Wiltshire","Outside London","15","15","33310","32810"
"In post","2023","Department for Business, Energy and Industrial Strategy","Greater Manchester","Greater Manchester North West","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy","Greater Manchester","Greater Manchester South East","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy","Greater Manchester","Greater Manchester South West","Outside London","410","405","43240","37750"
"In post","2023","Department for Business, Energy and Industrial Strategy","Greater Manchester","Manchester","Outside London","335","320","34600","32110"
"In post","2023","Department for Business, Energy and Industrial Strategy","Hampshire and Isle of Wight","Central Hampshire","Outside London","5","5","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy","Hampshire and Isle of Wight","North Hampshire","Outside London","35","30","35540","35190"
"In post","2023","Department for Business, Energy and Industrial Strategy","Hampshire and Isle of Wight","South Hampshire","Outside London","10","10","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy","Hampshire and Isle of Wight","Southampton","Outside London","30","30","34920","34870"
"In post","2023","Department for Business, Energy and Industrial Strategy","Herefordshire, Worcestershire and Warwickshire","Warwickshire CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy","Highlands and Islands","Inverness and Nairn, Moray, and Badenoch and Strathspey","Outside London","20","20","30290","31580"
"In post","2023","Department for Business, Energy and Industrial Strategy","Highlands and Islands","Shetland Islands","Outside London","5","5","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy","Inner London - East","Hackney and Newham","London","270","260","43020","39650"
"In post","2023","Department for Business, Energy and Industrial Strategy","Inner London - East","Haringey and Islington","London","[c]","[c]","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy","Inner London - West","Wandsworth","London","10","10","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy","Inner London - West","Westminster","London","5270","5155","51920","54710"
"In post","2023","Department for Business, Energy and Industrial Strategy","Kent","East Kent","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy","Kent","Kent Thames Gateway","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy","Kent","Medway","Outside London","45","45","28890","24730"
"In post","2023","Department for Business, Energy and Industrial Strategy","Kent","Mid Kent","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy","Kent","West Kent","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy","Lancashire","Blackpool","Outside London","40","35","39050","40280"
"In post","2023","Department for Business, Energy and Industrial Strategy","Lancashire","Chorley and West Lancashire","Outside London","5","5","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy","Lancashire","Mid Lancashire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy","Leicestershire, Rutland and Northamptonshire","North Northamptonshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy","Lincolnshire","Lincolnshire CC","Outside London","35","35","34540","32810"
"In post","2023","Department for Business, Energy and Industrial Strategy","Merseyside","East Merseyside","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy","Merseyside","Sefton","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy","Merseyside","Wirral","Outside London","40","35","34200","34400"
"In post","2023","Department for Business, Energy and Industrial Strategy","North Eastern Scotland","Aberdeen City and Aberdeenshire","Outside London","135","125","48950","39650"
"In post","2023","Department for Business, Energy and Industrial Strategy","North Yorkshire","North Yorkshire CC","Outside London","5","5","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy","North Yorkshire","York","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy","Northern Ireland","Antrim and Newtownabbey","Outside London","15","15","35330","33130"
"In post","2023","Department for Business, Energy and Industrial Strategy","Northern Ireland","Ards and North Down","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy","Northern Ireland","Belfast","Outside London","30","30","29320","25610"
"In post","2023","Department for Business, Energy and Industrial Strategy","Northern Ireland","Lisburn and Castlereagh","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy","Northern Ireland","Newry, Mourne and Down","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy","Northumberland, and Tyne and Wear","Tyneside","Outside London","225","210","33640","32110"
"In post","2023","Department for Business, Energy and Industrial Strategy","Outer London - East and North East","Bexley and Greenwich","London","[c]","[c]","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy","Outer London - South","Croydon","London","65","60","37030","30570"
"In post","2023","Department for Business, Energy and Industrial Strategy","Outer London - South","Merton, Kingston upon Thames and Sutton","London","[c]","[c]","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy","Outer London - West and North West","Harrow and Hillingdon","London","25","20","35090","33050"
"In post","2023","Department for Business, Energy and Industrial Strategy","Outer London - West and North West","Hounslow and Richmond upon Thames","London","90","90","45580","43210"
"In post","2023","Department for Business, Energy and Industrial Strategy","Overseas","Overseas","Overseas","30","30","34770","37420"
"In post","2023","Department for Business, Energy and Industrial Strategy","Shropshire and Staffordshire","Shropshire","Outside London","5","5","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy","Shropshire and Staffordshire","Staffordshire CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy","Shropshire and Staffordshire","Telford and Wrekin","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy","South Yorkshire","Barnsley, Doncaster and Rotherham","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy","South Yorkshire","Sheffield","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy","Southern Scotland","Dumfries and Galloway","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy","Southern Scotland","Scottish Borders","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy","Surrey, East and West Sussex","Brighton and Hove","Outside London","20","15","35670","32160"
"In post","2023","Department for Business, Energy and Industrial Strategy","Surrey, East and West Sussex","West Surrey","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy","Surrey, East and West Sussex","West Sussex (North East)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy","Tees Valley and Durham","Darlington","Outside London","70","70","43370","38020"
"In post","2023","Department for Business, Energy and Industrial Strategy","Tees Valley and Durham","Hartlepool and Stockton-on-Tees","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy","Tees Valley and Durham","South Teesside","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy","West Central Scotland","Glasgow City","Outside London","100","90","32820","32110"
"In post","2023","Department for Business, Energy and Industrial Strategy","West Midlands","Birmingham","Outside London","840","805","36900","34120"
"In post","2023","Department for Business, Energy and Industrial Strategy","West Midlands","Coventry","Outside London","[c]","[c]","[c]","[c]"
