"Status","Year","Parent_department","Region_ITL2","Region_ITL3","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Department for Education","Cheshire","Warrington","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Department for Education","Cornwall and Isles of Scilly","Cornwall and Isles of Scilly","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Department for Education","Cumbria","East Cumbria","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Department for Education","Cumbria","West Cumbria","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Department for Education","Derbyshire and Nottinghamshire","Derby","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Department for Education","Derbyshire and Nottinghamshire","East Derbyshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Department for Education","Derbyshire and Nottinghamshire","North Nottinghamshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Department for Education","Derbyshire and Nottinghamshire","Nottingham","Outside London","350","335","41870","38070"
"In post","2023","Department for Education","Derbyshire and Nottinghamshire","South Nottinghamshire","Outside London","5","5","[c]","[c]"
"In post","2023","Department for Education","Derbyshire and Nottinghamshire","South and West Derbyshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Department for Education","Devon","Devon CC","Outside London","15","15","57810","62540"
"In post","2023","Department for Education","Devon","Plymouth","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Department for Education","Dorset and Somerset","Bournemouth, Christchurch and Poole","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Department for Education","Dorset and Somerset","Dorset","Outside London","5","5","[c]","[c]"
"In post","2023","Department for Education","Dorset and Somerset","Somerset CC","Outside London","5","5","[c]","[c]"
"In post","2023","Department for Education","East Anglia","Breckland and South Norfolk","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Department for Education","East Anglia","Cambridgeshire CC","Outside London","45","45","48570","51640"
"In post","2023","Department for Education","East Anglia","North and West Norfolk","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Department for Education","East Anglia","Peterborough","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Department for Education","East Anglia","Suffolk CC","Outside London","5","5","[c]","[c]"
"In post","2023","Department for Education","East Wales","Monmouthshire and Newport","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Department for Education","East Wales","Powys","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Department for Education","East Yorkshire and Northern Lincolnshire","East Riding of Yorkshire","Outside London","5","5","[c]","[c]"
"In post","2023","Department for Education","East Yorkshire and Northern Lincolnshire","Kingston upon Hull, City of","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Department for Education","East Yorkshire and Northern Lincolnshire","North and North East Lincolnshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Department for Education","Eastern Scotland","City of Edinburgh","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Department for Education","Eastern Scotland","Clackmannanshire and Fife","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Department for Education","Eastern Scotland","Perth and Kinross, and Stirling","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Department for Education","Essex","Essex Haven Gateway","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Department for Education","Essex","Essex Thames Gateway","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Department for Education","Essex","Heart of Essex","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Department for Education","Essex","Southend-on-Sea","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Department for Education","Essex","West Essex","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Department for Education","Gloucestershire, Wiltshire and Bath/Bristol area","Bath and North East Somerset, North Somerset and South Gloucestershire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Department for Education","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","Outside London","325","315","44790","42380"
"In post","2023","Department for Education","Gloucestershire, Wiltshire and Bath/Bristol area","Gloucestershire CC","Outside London","5","5","[c]","[c]"
"In post","2023","Department for Education","Gloucestershire, Wiltshire and Bath/Bristol area","Swindon","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Department for Education","Gloucestershire, Wiltshire and Bath/Bristol area","Wiltshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Department for Education","Greater Manchester","Greater Manchester North East","Outside London","5","5","[c]","[c]"
"In post","2023","Department for Education","Greater Manchester","Greater Manchester North West","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Department for Education","Greater Manchester","Greater Manchester South East","Outside London","10","10","49280","52030"
"In post","2023","Department for Education","Greater Manchester","Greater Manchester South West","Outside London","10","10","62950","64000"
"In post","2023","Department for Education","Greater Manchester","Manchester","Outside London","1165","1135","41320","37590"
"In post","2023","Department for Education","Hampshire and Isle of Wight","Central Hampshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Department for Education","Hampshire and Isle of Wight","North Hampshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Department for Education","Hampshire and Isle of Wight","Portsmouth","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Department for Education","Hampshire and Isle of Wight","South Hampshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Department for Education","Herefordshire, Worcestershire and Warwickshire","Warwickshire CC","Outside London","10","10","49550","51360"
"In post","2023","Department for Education","Herefordshire, Worcestershire and Warwickshire","Worcestershire CC","Outside London","10","10","[c]","[c]"
"In post","2023","Department for Education","Inner London - East","Hackney and Newham","London","[c]","[c]","[c]","[c]"
"In post","2023","Department for Education","Inner London - East","Haringey and Islington","London","[c]","[c]","[c]","[c]"
"In post","2023","Department for Education","Inner London - East","Lambeth","London","[c]","[c]","[c]","[c]"
"In post","2023","Department for Education","Inner London - East","Lewisham and Southwark","London","5","5","[c]","[c]"
"In post","2023","Department for Education","Inner London - East","Tower Hamlets","London","[c]","[c]","[c]","[c]"
"In post","2023","Department for Education","Inner London - West","Wandsworth","London","[c]","[c]","[c]","[c]"
"In post","2023","Department for Education","Inner London - West","Westminster","London","2300","2215","52130","55020"
"In post","2023","Department for Education","Kent","Kent Thames Gateway","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Department for Education","Kent","Medway","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Department for Education","Kent","Mid Kent","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Department for Education","Kent","West Kent","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Department for Education","Lancashire","Blackburn with Darwen","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Department for Education","Lancashire","Chorley and West Lancashire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Department for Education","Lancashire","East Lancashire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Department for Education","Lancashire","Lancaster and Wyre","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Department for Education","Lancashire","Mid Lancashire","Outside London","10","10","[c]","[c]"
"In post","2023","Department for Education","Leicestershire, Rutland and Northamptonshire","Leicester","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Department for Education","Leicestershire, Rutland and Northamptonshire","Leicestershire CC and Rutland","Outside London","10","10","53460","52150"
"In post","2023","Department for Education","Leicestershire, Rutland and Northamptonshire","West Northamptonshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Department for Education","Lincolnshire","Lincolnshire CC","Outside London","5","5","[c]","[c]"
"In post","2023","Department for Education","Merseyside","East Merseyside","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Department for Education","Merseyside","Liverpool","Outside London","5","5","[c]","[c]"
"In post","2023","Department for Education","Merseyside","Sefton","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Department for Education","Merseyside","Wirral","Outside London","10","10","[c]","[c]"
"In post","2023","Department for Education","North Yorkshire","North Yorkshire CC","Outside London","5","5","[c]","[c]"
"In post","2023","Department for Education","North Yorkshire","York","Outside London","10","10","[c]","[c]"
"In post","2023","Department for Education","Northumberland, and Tyne and Wear","Northumberland","Outside London","5","5","[c]","[c]"
"In post","2023","Department for Education","Northumberland, and Tyne and Wear","Tyneside","Outside London","140","135","41820","37880"
"In post","2023","Department for Education","Outer London - East and North East","Barking & Dagenham and Havering","London","[c]","[c]","[c]","[c]"
"In post","2023","Department for Education","Outer London - East and North East","Bexley and Greenwich","London","5","5","[c]","[c]"
"In post","2023","Department for Education","Outer London - East and North East","Enfield","London","[c]","[c]","[c]","[c]"
"In post","2023","Department for Education","Outer London - East and North East","Redbridge and Waltham Forest","London","[c]","[c]","[c]","[c]"
"In post","2023","Department for Education","Outer London - South","Bromley","London","5","5","[c]","[c]"
"In post","2023","Department for Education","Outer London - South","Croydon","London","45","45","46410","41440"
"In post","2023","Department for Education","Outer London - South","Merton, Kingston upon Thames and Sutton","London","5","5","[c]","[c]"
"In post","2023","Department for Education","Outer London - West and North West","Barnet","London","[c]","[c]","[c]","[c]"
"In post","2023","Department for Education","Outer London - West and North West","Brent","London","[c]","[c]","[c]","[c]"
"In post","2023","Department for Education","Outer London - West and North West","Ealing","London","[c]","[c]","[c]","[c]"
"In post","2023","Department for Education","Outer London - West and North West","Harrow and Hillingdon","London","[c]","[c]","[c]","[c]"
"In post","2023","Department for Education","Outer London - West and North West","Hounslow and Richmond upon Thames","London","[c]","[c]","[c]","[c]"
"In post","2023","Department for Education","Shropshire and Staffordshire","Shropshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Department for Education","Shropshire and Staffordshire","Staffordshire CC","Outside London","5","5","[c]","[c]"
"In post","2023","Department for Education","Shropshire and Staffordshire","Stoke-on-Trent","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Department for Education","Shropshire and Staffordshire","Telford and Wrekin","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Department for Education","South Yorkshire","Barnsley, Doncaster and Rotherham","Outside London","10","10","59280","52150"
"In post","2023","Department for Education","South Yorkshire","Sheffield","Outside London","1515","1440","42200","37880"
"In post","2023","Department for Education","Southern Scotland","Scottish Borders","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Department for Education","Surrey, East and West Sussex","East Surrey","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Department for Education","Surrey, East and West Sussex","East Sussex CC","Outside London","5","5","[c]","[c]"
"In post","2023","Department for Education","Surrey, East and West Sussex","West Surrey","Outside London","10","5","[c]","[c]"
"In post","2023","Department for Education","Surrey, East and West Sussex","West Sussex (North East)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Department for Education","Surrey, East and West Sussex","West Sussex (South West)","Outside London","5","5","[c]","[c]"
"In post","2023","Department for Education","Tees Valley and Durham","Darlington","Outside London","775","745","39720","37590"
"In post","2023","Department for Education","Tees Valley and Durham","Durham","Outside London","15","15","51280","51910"
"In post","2023","Department for Education","Tees Valley and Durham","Hartlepool and Stockton-on-Tees","Outside London","5","5","[c]","[c]"
"In post","2023","Department for Education","Tees Valley and Durham","South Teesside","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Department for Education","West Midlands","Birmingham","Outside London","5","5","[c]","[c]"
"In post","2023","Department for Education","West Midlands","Coventry","Outside London","1255","1220","42120","37710"
"In post","2023","Department for Education","West Midlands","Dudley","Outside London","5","5","[c]","[c]"
"In post","2023","Department for Education","West Midlands","Sandwell","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Department for Education","West Midlands","Solihull","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Department for Education","West Midlands","Wolverhampton","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Department for Education","West Wales and The Valleys","Conwy and Denbighshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Department for Education","West Wales and The Valleys","Gwent Valleys","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Department for Education","West Wales and The Valleys","Gwynedd","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Department for Education","West Yorkshire","Bradford","Outside London","10","10","[c]","[c]"
"In post","2023","Department for Education","West Yorkshire","Calderdale and Kirklees","Outside London","5","5","[c]","[c]"
"In post","2023","Department for Education","West Yorkshire","Leeds","Outside London","110","105","44030","38320"
"In post","2023","Department for Education","West Yorkshire","Wakefield","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Department for Environment, Food and Rural Affairs","Bedfordshire and Hertfordshire","Bedford","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Department for Environment, Food and Rural Affairs","Bedfordshire and Hertfordshire","Central Bedfordshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Department for Environment, Food and Rural Affairs","Bedfordshire and Hertfordshire","Hertfordshire CC","Outside London","25","25","36280","31400"
"In post","2023","Department for Environment, Food and Rural Affairs","Berkshire, Buckinghamshire and Oxfordshire","Berkshire","Outside London","370","355","35460","31760"
"In post","2023","Department for Environment, Food and Rural Affairs","Berkshire, Buckinghamshire and Oxfordshire","Buckinghamshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Department for Environment, Food and Rural Affairs","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire CC","Outside London","30","30","40740","38170"
"In post","2023","Department for Environment, Food and Rural Affairs","Cheshire","Cheshire East","Outside London","310","295","34020","30320"
"In post","2023","Department for Environment, Food and Rural Affairs","Cheshire","Cheshire West and Chester","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Department for Environment, Food and Rural Affairs","Cheshire","Warrington","Outside London","170","165","42520","38060"
"In post","2023","Department for Environment, Food and Rural Affairs","Cornwall and Isles of Scilly","Cornwall and Isles of Scilly","Outside London","100","95","34100","30820"
"In post","2023","Department for Environment, Food and Rural Affairs","Cumbria","East Cumbria","Outside London","580","535","28420","25920"
"In post","2023","Department for Environment, Food and Rural Affairs","Cumbria","West Cumbria","Outside London","620","560","25590","22150"
"In post","2023","Department for Environment, Food and Rural Affairs","Derbyshire and Nottinghamshire","East Derbyshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Department for Environment, Food and Rural Affairs","Derbyshire and Nottinghamshire","North Nottinghamshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Department for Environment, Food and Rural Affairs","Derbyshire and Nottinghamshire","Nottingham","Outside London","120","120","30040","25920"
"In post","2023","Department for Environment, Food and Rural Affairs","Derbyshire and Nottinghamshire","South Nottinghamshire","Outside London","75","70","34520","30320"
"In post","2023","Department for Environment, Food and Rural Affairs","Derbyshire and Nottinghamshire","South and West Derbyshire","Outside London","15","15","43010","37710"
"In post","2023","Department for Environment, Food and Rural Affairs","Devon","Devon CC","Outside London","600","560","31320","26440"
"In post","2023","Department for Environment, Food and Rural Affairs","Devon","Plymouth","Outside London","20","20","36450","33810"
"In post","2023","Department for Environment, Food and Rural Affairs","Devon","Torbay","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Department for Environment, Food and Rural Affairs","Dorset and Somerset","Bournemouth, Christchurch and Poole","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Department for Environment, Food and Rural Affairs","Dorset and Somerset","Dorset","Outside London","175","170","35380","30820"
"In post","2023","Department for Environment, Food and Rural Affairs","Dorset and Somerset","Somerset CC","Outside London","80","80","35570","34560"
"In post","2023","Department for Environment, Food and Rural Affairs","East Anglia","Breckland and South Norfolk","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Department for Environment, Food and Rural Affairs","East Anglia","Cambridgeshire CC","Outside London","110","105","31990","30320"
"In post","2023","Department for Environment, Food and Rural Affairs","East Anglia","North and West Norfolk","Outside London","10","10","34980","30320"
"In post","2023","Department for Environment, Food and Rural Affairs","East Anglia","Norwich and East Norfolk","Outside London","50","45","37520","37300"
"In post","2023","Department for Environment, Food and Rural Affairs","East Anglia","Peterborough","Outside London","100","100","41090","37710"
"In post","2023","Department for Environment, Food and Rural Affairs","East Anglia","Suffolk CC","Outside London","540","515","36030","31840"
"In post","2023","Department for Environment, Food and Rural Affairs","East Wales","Cardiff and Vale of Glamorgan","Outside London","120","120","32330","25970"
"In post","2023","Department for Environment, Food and Rural Affairs","East Wales","Flintshire and Wrexham","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Department for Environment, Food and Rural Affairs","East Wales","Monmouthshire and Newport","Outside London","5","5","[c]","[c]"
"In post","2023","Department for Environment, Food and Rural Affairs","East Wales","Powys","Outside London","25","20","35820","37300"
"In post","2023","Department for Environment, Food and Rural Affairs","East Yorkshire and Northern Lincolnshire","East Riding of Yorkshire","Outside London","45","45","33510","30320"
"In post","2023","Department for Environment, Food and Rural Affairs","East Yorkshire and Northern Lincolnshire","North and North East Lincolnshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Department for Environment, Food and Rural Affairs","Eastern Scotland","Angus and Dundee City","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Department for Environment, Food and Rural Affairs","Eastern Scotland","City of Edinburgh","Outside London","25","25","40860","37300"
"In post","2023","Department for Environment, Food and Rural Affairs","Eastern Scotland","East Lothian and Midlothian","Outside London","10","10","34450","30320"
"In post","2023","Department for Environment, Food and Rural Affairs","Eastern Scotland","Falkirk","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Department for Environment, Food and Rural Affairs","Eastern Scotland","Perth and Kinross, and Stirling","Outside London","50","50","31890","26750"
"In post","2023","Department for Environment, Food and Rural Affairs","Eastern Scotland","West Lothian","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Department for Environment, Food and Rural Affairs","Essex","Essex Haven Gateway","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Department for Environment, Food and Rural Affairs","Essex","Heart of Essex","Outside London","45","45","31850","30320"
"In post","2023","Department for Environment, Food and Rural Affairs","Essex","Thurrock","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Department for Environment, Food and Rural Affairs","Essex","West Essex","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Department for Environment, Food and Rural Affairs","Gloucestershire, Wiltshire and Bath/Bristol area","Bath and North East Somerset, North Somerset and South Gloucestershire","Outside London","20","20","44550","38690"
"In post","2023","Department for Environment, Food and Rural Affairs","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","Outside London","970","925","40430","37300"
"In post","2023","Department for Environment, Food and Rural Affairs","Gloucestershire, Wiltshire and Bath/Bristol area","Gloucestershire CC","Outside London","105","100","34720","30320"
"In post","2023","Department for Environment, Food and Rural Affairs","Gloucestershire, Wiltshire and Bath/Bristol area","Swindon","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Department for Environment, Food and Rural Affairs","Gloucestershire, Wiltshire and Bath/Bristol area","Wiltshire","Outside London","25","25","38660","30690"
"In post","2023","Department for Environment, Food and Rural Affairs","Greater Manchester","Greater Manchester North East","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Department for Environment, Food and Rural Affairs","Greater Manchester","Greater Manchester North West","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Department for Environment, Food and Rural Affairs","Greater Manchester","Greater Manchester South East","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Department for Environment, Food and Rural Affairs","Greater Manchester","Greater Manchester South West","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Department for Environment, Food and Rural Affairs","Greater Manchester","Manchester","Outside London","40","40","37460","31070"
"In post","2023","Department for Environment, Food and Rural Affairs","Hampshire and Isle of Wight","Central Hampshire","Outside London","50","45","34670","30320"
"In post","2023","Department for Environment, Food and Rural Affairs","Hampshire and Isle of Wight","North Hampshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Department for Environment, Food and Rural Affairs","Hampshire and Isle of Wight","Portsmouth","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Department for Environment, Food and Rural Affairs","Hampshire and Isle of Wight","South Hampshire","Outside London","15","15","32780","28590"
"In post","2023","Department for Environment, Food and Rural Affairs","Herefordshire, Worcestershire and Warwickshire","Herefordshire, County of","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Department for Environment, Food and Rural Affairs","Herefordshire, Worcestershire and Warwickshire","Warwickshire CC","Outside London","5","5","[c]","[c]"
"In post","2023","Department for Environment, Food and Rural Affairs","Herefordshire, Worcestershire and Warwickshire","Worcestershire CC","Outside London","470","440","31700","26850"
"In post","2023","Department for Environment, Food and Rural Affairs","Highlands and Islands","Caithness and Sutherland, and Ross and Cromarty","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Department for Environment, Food and Rural Affairs","Highlands and Islands","Inverness and Nairn, Moray, and Badenoch and Strathspey","Outside London","35","35","31520","30320"
"In post","2023","Department for Environment, Food and Rural Affairs","Highlands and Islands","Lochaber, Skye and Lochalsh, Arran and Cumbrae, and Argyll and Bute","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Department for Environment, Food and Rural Affairs","Inner London - East","Hackney and Newham","London","[c]","[c]","[c]","[c]"
"In post","2023","Department for Environment, Food and Rural Affairs","Inner London - East","Haringey and Islington","London","[c]","[c]","[c]","[c]"
"In post","2023","Department for Environment, Food and Rural Affairs","Inner London - East","Lewisham and Southwark","London","[c]","[c]","[c]","[c]"
"In post","2023","Department for Environment, Food and Rural Affairs","Inner London - East","Tower Hamlets","London","[c]","[c]","[c]","[c]"
"In post","2023","Department for Environment, Food and Rural Affairs","Inner London - West","Camden and City of London","London","[c]","[c]","[c]","[c]"
"In post","2023","Department for Environment, Food and Rural Affairs","Inner London - West","Westminster","London","2560","2490","46450","40620"
"In post","2023","Department for Environment, Food and Rural Affairs","Kent","East Kent","Outside London","45","45","32490","30320"
"In post","2023","Department for Environment, Food and Rural Affairs","Kent","Kent Thames Gateway","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Department for Environment, Food and Rural Affairs","Kent","Mid Kent","Outside London","40","35","34140","30320"
"In post","2023","Department for Environment, Food and Rural Affairs","Kent","West Kent","Outside London","10","5","[c]","[c]"
"In post","2023","Department for Environment, Food and Rural Affairs","Lancashire","Chorley and West Lancashire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Department for Environment, Food and Rural Affairs","Lancashire","East Lancashire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Department for Environment, Food and Rural Affairs","Lancashire","Lancaster and Wyre","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Department for Environment, Food and Rural Affairs","Lancashire","Mid Lancashire","Outside London","145","135","33990","30320"
"In post","2023","Department for Environment, Food and Rural Affairs","Leicestershire, Rutland and Northamptonshire","Leicester","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Department for Environment, Food and Rural Affairs","Leicestershire, Rutland and Northamptonshire","Leicestershire CC and Rutland","Outside London","35","35","36490","37300"
"In post","2023","Department for Environment, Food and Rural Affairs","Leicestershire, Rutland and Northamptonshire","North Northamptonshire","Outside London","5","5","[c]","[c]"
"In post","2023","Department for Environment, Food and Rural Affairs","Leicestershire, Rutland and Northamptonshire","West Northamptonshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Department for Environment, Food and Rural Affairs","Lincolnshire","Lincolnshire CC","Outside London","60","60","37450","37300"
"In post","2023","Department for Environment, Food and Rural Affairs","Merseyside","East Merseyside","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Department for Environment, Food and Rural Affairs","Merseyside","Liverpool","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Department for Environment, Food and Rural Affairs","Merseyside","Sefton","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Department for Environment, Food and Rural Affairs","Merseyside","Wirral","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Department for Environment, Food and Rural Affairs","North Eastern Scotland","Aberdeen City and Aberdeenshire","Outside London","15","15","33490","37300"
"In post","2023","Department for Environment, Food and Rural Affairs","North Yorkshire","North Yorkshire CC","Outside London","205","195","34220","30320"
"In post","2023","Department for Environment, Food and Rural Affairs","North Yorkshire","York","Outside London","850","825","35830","30870"
"In post","2023","Department for Environment, Food and Rural Affairs","Northern Ireland","Armagh City, Banbridge and Craigavon","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Department for Environment, Food and Rural Affairs","Northern Ireland","Belfast","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Department for Environment, Food and Rural Affairs","Northern Ireland","Fermanagh and Omagh","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Department for Environment, Food and Rural Affairs","Northumberland, and Tyne and Wear","Northumberland","Outside London","25","20","36020","30320"
"In post","2023","Department for Environment, Food and Rural Affairs","Northumberland, and Tyne and Wear","Tyneside","Outside London","850","805","32000","26500"
"In post","2023","Department for Environment, Food and Rural Affairs","Outer London - East and North East","Bexley and Greenwich","London","[c]","[c]","[c]","[c]"
"In post","2023","Department for Environment, Food and Rural Affairs","Outer London - East and North East","Redbridge and Waltham Forest","London","5","5","[c]","[c]"
"In post","2023","Department for Environment, Food and Rural Affairs","Outer London - South","Croydon","London","[c]","[c]","[c]","[c]"
"In post","2023","Department for Environment, Food and Rural Affairs","Outer London - South","Merton, Kingston upon Thames and Sutton","London","[c]","[c]","[c]","[c]"
"In post","2023","Department for Environment, Food and Rural Affairs","Outer London - West and North West","Barnet","London","[c]","[c]","[c]","[c]"
"In post","2023","Department for Environment, Food and Rural Affairs","Outer London - West and North West","Ealing","London","[c]","[c]","[c]","[c]"
"In post","2023","Department for Environment, Food and Rural Affairs","Outer London - West and North West","Harrow and Hillingdon","London","15","15","38820","38060"
"In post","2023","Department for Environment, Food and Rural Affairs","Outer London - West and North West","Hounslow and Richmond upon Thames","London","45","45","35330","32720"
"In post","2023","Department for Environment, Food and Rural Affairs","Shropshire and Staffordshire","Shropshire","Outside London","60","55","34580","30840"
"In post","2023","Department for Environment, Food and Rural Affairs","Shropshire and Staffordshire","Staffordshire CC","Outside London","125","120","30770","25920"
"In post","2023","Department for Environment, Food and Rural Affairs","Shropshire and Staffordshire","Telford and Wrekin","Outside London","5","5","[c]","[c]"
"In post","2023","Department for Environment, Food and Rural Affairs","South Yorkshire","Barnsley, Doncaster and Rotherham","Outside London","20","20","43260","38200"
"In post","2023","Department for Environment, Food and Rural Affairs","South Yorkshire","Sheffield","Outside London","35","35","41630","37710"
"In post","2023","Department for Environment, Food and Rural Affairs","Southern Scotland","Dumfries and Galloway","Outside London","10","10","[c]","[c]"
"In post","2023","Department for Environment, Food and Rural Affairs","Southern Scotland","Scottish Borders","Outside London","15","15","33620","30320"
"In post","2023","Department for Environment, Food and Rural Affairs","Southern Scotland","South Ayrshire","Outside London","15","15","30730","25920"
"In post","2023","Department for Environment, Food and Rural Affairs","Southern Scotland","South Lanarkshire","Outside London","20","15","37110","37300"
"In post","2023","Department for Environment, Food and Rural Affairs","Surrey, East and West Sussex","Brighton and Hove","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Department for Environment, Food and Rural Affairs","Surrey, East and West Sussex","East Surrey","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Department for Environment, Food and Rural Affairs","Surrey, East and West Sussex","East Sussex CC","Outside London","10","10","[c]","[c]"
"In post","2023","Department for Environment, Food and Rural Affairs","Surrey, East and West Sussex","West Surrey","Outside London","920","885","37470","33830"
"In post","2023","Department for Environment, Food and Rural Affairs","Surrey, East and West Sussex","West Sussex (North East)","Outside London","30","25","34930","30990"
"In post","2023","Department for Environment, Food and Rural Affairs","Surrey, East and West Sussex","West Sussex (South West)","Outside London","40","40","43430","37760"
"In post","2023","Department for Environment, Food and Rural Affairs","Tees Valley and Durham","Darlington","Outside London","15","15","37520","37300"
"In post","2023","Department for Environment, Food and Rural Affairs","Tees Valley and Durham","Durham","Outside London","10","10","[c]","[c]"
"In post","2023","Department for Environment, Food and Rural Affairs","Tees Valley and Durham","South Teesside","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Department for Environment, Food and Rural Affairs","Unknown","Unknown","Unknown","5","5","[c]","[c]"
