"Status","Year","Disability","Organisation","Region_london","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Declared disabled","Disclosure Scotland","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Disclosure Scotland","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Disclosure Scotland","Outside London","SEO/HEO","10","10","[c]","[c]"
"In post","2023","Declared disabled","Driver and Vehicle Licensing Agency","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Driver and Vehicle Licensing Agency","London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Driver and Vehicle Licensing Agency","Outside London","AA/AO","485","390","21320","22500"
"In post","2023","Declared disabled","Driver and Vehicle Licensing Agency","Outside London","EO","100","90","27320","27390"
"In post","2023","Declared disabled","Driver and Vehicle Licensing Agency","Outside London","G6/G7","20","20","[c]","[c]"
"In post","2023","Declared disabled","Driver and Vehicle Licensing Agency","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Driver and Vehicle Licensing Agency","Outside London","SEO/HEO","80","75","37560","33850"
"In post","2023","Declared disabled","Driver and Vehicle Standards Agency","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Driver and Vehicle Standards Agency","London","EO","40","35","31710","31450"
"In post","2023","Declared disabled","Driver and Vehicle Standards Agency","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Driver and Vehicle Standards Agency","London","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Declared disabled","Driver and Vehicle Standards Agency","Outside London","AA/AO","85","80","24420","22500"
"In post","2023","Declared disabled","Driver and Vehicle Standards Agency","Outside London","EO","200","170","28250","27450"
"In post","2023","Declared disabled","Driver and Vehicle Standards Agency","Outside London","G6/G7","10","10","[c]","[c]"
"In post","2023","Declared disabled","Driver and Vehicle Standards Agency","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Driver and Vehicle Standards Agency","Outside London","SEO/HEO","95","95","35580","33110"
"In post","2023","Declared disabled","Education Scotland","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Education Scotland","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Education Scotland","Outside London","G6/G7","10","10","[c]","[c]"
"In post","2023","Declared disabled","Education Scotland","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Education Scotland","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Education and Skills Funding Agency","London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Education and Skills Funding Agency","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Education and Skills Funding Agency","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Education and Skills Funding Agency","London","SEO/HEO","10","10","[c]","[c]"
"In post","2023","Declared disabled","Education and Skills Funding Agency","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Education and Skills Funding Agency","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Education and Skills Funding Agency","Outside London","G6/G7","10","10","[c]","[c]"
"In post","2023","Declared disabled","Education and Skills Funding Agency","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Education and Skills Funding Agency","Outside London","SEO/HEO","40","40","35400","37590"
"In post","2023","Declared disabled","Estyn","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Estyn","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Estyn","Outside London","G6/G7","10","5","[c]","[c]"
"In post","2023","Declared disabled","Estyn","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Estyn","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","FCDO Services","London","AA/AO","5","5","[c]","[c]"
"In post","2023","Declared disabled","FCDO Services","London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","FCDO Services","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","FCDO Services","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","FCDO Services","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","FCDO Services","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","FCDO Services","Outside London","AA/AO","10","10","[c]","[c]"
"In post","2023","Declared disabled","FCDO Services","Outside London","EO","15","15","[c]","[c]"
"In post","2023","Declared disabled","FCDO Services","Outside London","G6/G7","5","5","[c]","[c]"
"In post","2023","Declared disabled","FCDO Services","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","FCDO Services","Outside London","SEO/HEO","30","30","[c]","[c]"
"In post","2023","Declared disabled","FCDO Services","Outside London","Unknown","5","5","[c]","[c]"
"In post","2023","Declared disabled","FCDO Services","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","FCDO Services","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","FCDO Services","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Food Standards Agency","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Food Standards Agency","London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Food Standards Agency","London","G6/G7","10","10","[c]","[c]"
"In post","2023","Declared disabled","Food Standards Agency","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Food Standards Agency","London","SEO/HEO","15","15","[c]","[c]"
"In post","2023","Declared disabled","Food Standards Agency","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Food Standards Agency","Outside London","EO","35","30","28470","28090"
"In post","2023","Declared disabled","Food Standards Agency","Outside London","G6/G7","20","20","[c]","[c]"
"In post","2023","Declared disabled","Food Standards Agency","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Food Standards Agency","Outside London","SEO/HEO","65","60","36940","38100"
"In post","2023","Declared disabled","Food Standards Agency","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Food Standards Scotland","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Food Standards Scotland","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Food Standards Scotland","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Food Standards Scotland","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Food Standards Scotland","Outside London","SEO/HEO","10","10","[c]","[c]"
"In post","2023","Declared disabled","Foreign, Commonwealth and Development Office (excl. agencies)","London","AA/AO","25","25","[c]","[c]"
"In post","2023","Declared disabled","Foreign, Commonwealth and Development Office (excl. agencies)","London","EO","50","45","33260","32620"
"In post","2023","Declared disabled","Foreign, Commonwealth and Development Office (excl. agencies)","London","G6/G7","110","110","62820","61950"
"In post","2023","Declared disabled","Foreign, Commonwealth and Development Office (excl. agencies)","London","SCS level","25","25","[c]","[c]"
"In post","2023","Declared disabled","Foreign, Commonwealth and Development Office (excl. agencies)","London","SEO/HEO","135","135","40300","39540"
"In post","2023","Declared disabled","Foreign, Commonwealth and Development Office (excl. agencies)","Outside London","AA/AO","20","20","[c]","[c]"
"In post","2023","Declared disabled","Foreign, Commonwealth and Development Office (excl. agencies)","Outside London","EO","15","15","[c]","[c]"
"In post","2023","Declared disabled","Foreign, Commonwealth and Development Office (excl. agencies)","Outside London","G6/G7","10","10","[c]","[c]"
"In post","2023","Declared disabled","Foreign, Commonwealth and Development Office (excl. agencies)","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Foreign, Commonwealth and Development Office (excl. agencies)","Outside London","SEO/HEO","20","20","[c]","[c]"
"In post","2023","Declared disabled","Foreign, Commonwealth and Development Office (excl. agencies)","Overseas","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Foreign, Commonwealth and Development Office (excl. agencies)","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Foreign, Commonwealth and Development Office (excl. agencies)","Overseas","G6/G7","50","50","59380","57720"
"In post","2023","Declared disabled","Foreign, Commonwealth and Development Office (excl. agencies)","Overseas","SCS level","10","10","[c]","[c]"
"In post","2023","Declared disabled","Foreign, Commonwealth and Development Office (excl. agencies)","Overseas","SEO/HEO","70","70","36020","35060"
"In post","2023","Declared disabled","Forestry and Land Scotland","Outside London","AA/AO","25","25","[c]","[c]"
"In post","2023","Declared disabled","Forestry and Land Scotland","Outside London","EO","15","15","[c]","[c]"
"In post","2023","Declared disabled","Forestry and Land Scotland","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Forestry and Land Scotland","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Forestry and Land Scotland","Outside London","SEO/HEO","10","10","[c]","[c]"
"In post","2023","Declared disabled","Government Actuary's Department","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Government Actuary's Department","London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Government Actuary's Department","London","G6/G7","10","5","[c]","[c]"
"In post","2023","Declared disabled","Government Actuary's Department","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Government Actuary's Department","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Government Actuary's Department","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Government Actuary's Department","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Government Actuary's Department","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Government Commercial Organisation","London","G6/G7","50","50","67240","66270"
"In post","2023","Declared disabled","Government Commercial Organisation","London","SCS level","10","10","[c]","[c]"
"In post","2023","Declared disabled","Government Commercial Organisation","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Government Commercial Organisation","Outside London","G6/G7","85","85","69520","67320"
"In post","2023","Declared disabled","Government Commercial Organisation","Outside London","SCS level","5","5","[c]","[c]"
"In post","2023","Declared disabled","Government Commercial Organisation","Outside London","SEO/HEO","10","10","[c]","[c]"
"In post","2023","Declared disabled","Government Commercial Organisation","Unknown","G6/G7","[c]","[c]","[c]","[c]"
