"Status","Year","Organisation","Profession_of_post","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","National Crime Agency","Security","Heterosexual / straight","80","75","43290","40440"
"In post","2023","National Crime Agency","Security","LGBO","5","5","[c]","[c]"
"In post","2023","National Crime Agency","Security","Undeclared","5","5","[c]","[c]"
"In post","2023","National Crime Agency","Security","Unknown","10","10","[c]","[c]"
"In post","2023","National Infrastructure Commission","Communications","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","National Infrastructure Commission","Communications","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","National Infrastructure Commission","Economics","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","National Infrastructure Commission","Economics","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","National Infrastructure Commission","Human Resources","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","National Infrastructure Commission","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","National Infrastructure Commission","Operational Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","National Infrastructure Commission","Operational Delivery","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","National Infrastructure Commission","Policy","Heterosexual / straight","30","30","59170","55080"
"In post","2023","National Infrastructure Commission","Policy","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","National Infrastructure Commission","Policy","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","National Records of Scotland","Unknown","Heterosexual / straight","180","175","42560","38330"
"In post","2023","National Records of Scotland","Unknown","LGBO","20","20","[c]","[c]"
"In post","2023","National Records of Scotland","Unknown","Undeclared","15","15","[c]","[c]"
"In post","2023","National Records of Scotland","Unknown","Unknown","240","225","34600","29100"
"In post","2023","National Savings and Investments","Commercial","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","National Savings and Investments","Commercial","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","National Savings and Investments","Commercial","Undeclared","5","5","[c]","[c]"
"In post","2023","National Savings and Investments","Communications","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","National Savings and Investments","Communications","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","National Savings and Investments","Communications","Undeclared","5","5","[c]","[c]"
"In post","2023","National Savings and Investments","Counter Fraud","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","National Savings and Investments","Counter Fraud","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","National Savings and Investments","Counter Fraud","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","National Savings and Investments","Digital, Data and Technology","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","National Savings and Investments","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","National Savings and Investments","Digital, Data and Technology","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","National Savings and Investments","Finance","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","National Savings and Investments","Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","National Savings and Investments","Finance","Undeclared","10","10","[c]","[c]"
"In post","2023","National Savings and Investments","Human Resources","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","National Savings and Investments","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","National Savings and Investments","Knowledge and Information Management","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","National Savings and Investments","Knowledge and Information Management","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","National Savings and Investments","Knowledge and Information Management","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","National Savings and Investments","Operational Delivery","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","National Savings and Investments","Operational Delivery","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","National Savings and Investments","Operational Delivery","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","National Savings and Investments","Operational Research","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","National Savings and Investments","Operational Research","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","National Savings and Investments","Operational Research","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","National Savings and Investments","Other","Heterosexual / straight","45","40","54730","46000"
"In post","2023","National Savings and Investments","Other","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","National Savings and Investments","Other","Undeclared","20","20","[c]","[c]"
"In post","2023","National Savings and Investments","Project Delivery","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","National Savings and Investments","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","National Savings and Investments","Project Delivery","Undeclared","10","10","[c]","[c]"
"In post","2023","National Savings and Investments","Property","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","National Savings and Investments","Property","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","National Savings and Investments","Property","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","National Savings and Investments","Security","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","National Savings and Investments","Security","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Northern Ireland Office","Communications","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Northern Ireland Office","Communications","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Northern Ireland Office","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Northern Ireland Office","Digital, Data and Technology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Northern Ireland Office","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Northern Ireland Office","Economics","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Northern Ireland Office","Economics","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Northern Ireland Office","Economics","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Northern Ireland Office","Finance","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Northern Ireland Office","Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Northern Ireland Office","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Northern Ireland Office","Human Resources","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Northern Ireland Office","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Northern Ireland Office","Knowledge and Information Management","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Northern Ireland Office","Knowledge and Information Management","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Northern Ireland Office","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Northern Ireland Office","Operational Delivery","Heterosexual / straight","35","35","41390","37680"
"In post","2023","Northern Ireland Office","Operational Delivery","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Northern Ireland Office","Operational Delivery","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Northern Ireland Office","Operational Delivery","Unknown","15","15","[c]","[c]"
"In post","2023","Northern Ireland Office","Other","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Northern Ireland Office","Other","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Northern Ireland Office","Other","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Northern Ireland Office","Other","Unknown","10","10","[c]","[c]"
"In post","2023","Northern Ireland Office","Policy","Heterosexual / straight","35","35","50020","43650"
"In post","2023","Northern Ireland Office","Policy","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Northern Ireland Office","Policy","Undeclared","5","5","[c]","[c]"
"In post","2023","Northern Ireland Office","Policy","Unknown","15","15","[c]","[c]"
"In post","2023","Northern Ireland Office","Project Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Northern Ireland Office","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Northern Ireland Office","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Northern Ireland Office","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Northern Ireland Office","Security","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Northern Ireland Office","Security","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Office for Budget Responsibility","Communications","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Office for Budget Responsibility","Communications","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Office for Budget Responsibility","Economics","Heterosexual / straight","25","25","[c]","[c]"
"In post","2023","Office for Budget Responsibility","Economics","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Office for Budget Responsibility","Economics","Undeclared","5","5","[c]","[c]"
"In post","2023","Office for Budget Responsibility","Economics","Unknown","5","5","[c]","[c]"
"In post","2023","Office for Budget Responsibility","Operational Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Office for Budget Responsibility","Operational Delivery","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Commercial","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Commercial","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Communications","Heterosexual / straight","30","30","46750","41050"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Communications","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Communications","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Digital, Data and Technology","Heterosexual / straight","100","95","45580","41050"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Digital, Data and Technology","LGBO","10","10","[c]","[c]"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Digital, Data and Technology","Undeclared","5","5","[c]","[c]"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Digital, Data and Technology","Unknown","10","10","[c]","[c]"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Finance","Heterosexual / straight","30","30","[c]","[c]"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Finance","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Human Resources","Heterosexual / straight","45","45","41940","33130"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Human Resources","LGBO","15","15","[c]","[c]"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Inspector of Education and Training","Heterosexual / straight","865","850","66570","66170"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Inspector of Education and Training","LGBO","60","60","70440","77470"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Inspector of Education and Training","Undeclared","40","40","70360","71820"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Inspector of Education and Training","Unknown","30","25","[c]","[c]"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Legal","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Legal","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Legal","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Operational Delivery","Heterosexual / straight","155","145","30640","27140"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Operational Delivery","LGBO","15","15","[c]","[c]"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Operational Delivery","Undeclared","15","15","[c]","[c]"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Operational Delivery","Unknown","15","10","[c]","[c]"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Other","Heterosexual / straight","225","215","31490","27140"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Other","LGBO","20","20","[c]","[c]"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Other","Undeclared","15","15","[c]","[c]"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Other","Unknown","25","20","[c]","[c]"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Policy","Heterosexual / straight","70","65","51830","43840"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Policy","LGBO","10","10","[c]","[c]"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Policy","Undeclared","10","10","[c]","[c]"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Policy","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Property","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Property","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Property","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Social Research","Heterosexual / straight","35","35","45540","40640"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Social Research","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Social Research","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Social Research","Unknown","5","5","[c]","[c]"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Statistics","Heterosexual / straight","95","90","42030","40640"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Statistics","LGBO","15","15","[c]","[c]"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Statistics","Undeclared","10","5","[c]","[c]"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Statistics","Unknown","5","5","[c]","[c]"
"In post","2023","Office of Gas and Electricity Markets","Communications","Heterosexual / straight","40","40","47450","44130"
"In post","2023","Office of Gas and Electricity Markets","Communications","LGBO","10","10","[c]","[c]"
"In post","2023","Office of Gas and Electricity Markets","Communications","Undeclared","5","5","[c]","[c]"
"In post","2023","Office of Gas and Electricity Markets","Communications","Unknown","10","10","[c]","[c]"
"In post","2023","Office of Gas and Electricity Markets","Corporate Finance","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Office of Gas and Electricity Markets","Corporate Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Office of Gas and Electricity Markets","Corporate Finance","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Office of Gas and Electricity Markets","Corporate Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Office of Gas and Electricity Markets","Digital, Data and Technology","Heterosexual / straight","125","125","50390","46160"
"In post","2023","Office of Gas and Electricity Markets","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Office of Gas and Electricity Markets","Digital, Data and Technology","Undeclared","20","20","[c]","[c]"
"In post","2023","Office of Gas and Electricity Markets","Digital, Data and Technology","Unknown","50","50","53060","48220"
"In post","2023","Office of Gas and Electricity Markets","Economics","Heterosexual / straight","25","25","[c]","[c]"
"In post","2023","Office of Gas and Electricity Markets","Economics","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Office of Gas and Electricity Markets","Economics","Undeclared","5","5","[c]","[c]"
"In post","2023","Office of Gas and Electricity Markets","Economics","Unknown","5","5","[c]","[c]"
"In post","2023","Office of Gas and Electricity Markets","Finance","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Office of Gas and Electricity Markets","Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Office of Gas and Electricity Markets","Finance","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Office of Gas and Electricity Markets","Finance","Unknown","15","15","[c]","[c]"
"In post","2023","Office of Gas and Electricity Markets","Human Resources","Heterosexual / straight","40","40","43510","42750"
"In post","2023","Office of Gas and Electricity Markets","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Office of Gas and Electricity Markets","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Office of Gas and Electricity Markets","Human Resources","Unknown","10","10","[c]","[c]"
"In post","2023","Office of Gas and Electricity Markets","Legal","Heterosexual / straight","60","55","60110","59000"
"In post","2023","Office of Gas and Electricity Markets","Legal","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Office of Gas and Electricity Markets","Legal","Undeclared","5","5","[c]","[c]"
"In post","2023","Office of Gas and Electricity Markets","Legal","Unknown","25","25","[c]","[c]"
"In post","2023","Office of Gas and Electricity Markets","Operational Delivery","Heterosexual / straight","245","245","31610","26040"
"In post","2023","Office of Gas and Electricity Markets","Operational Delivery","LGBO","45","45","28000","24770"
"In post","2023","Office of Gas and Electricity Markets","Operational Delivery","Undeclared","10","10","[c]","[c]"
"In post","2023","Office of Gas and Electricity Markets","Operational Delivery","Unknown","75","75","38930","32710"
"In post","2023","Office of Gas and Electricity Markets","Other","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Office of Gas and Electricity Markets","Other","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Office of Gas and Electricity Markets","Other","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Office of Gas and Electricity Markets","Policy","Heterosexual / straight","185","185","49120","46250"
"In post","2023","Office of Gas and Electricity Markets","Policy","LGBO","30","30","[c]","[c]"
"In post","2023","Office of Gas and Electricity Markets","Policy","Undeclared","20","20","[c]","[c]"
"In post","2023","Office of Gas and Electricity Markets","Policy","Unknown","90","85","57580","56940"
"In post","2023","Office of Gas and Electricity Markets","Project Delivery","Heterosexual / straight","45","45","50470","46250"
"In post","2023","Office of Gas and Electricity Markets","Project Delivery","LGBO","5","5","[c]","[c]"
"In post","2023","Office of Gas and Electricity Markets","Project Delivery","Undeclared","5","5","[c]","[c]"
"In post","2023","Office of Gas and Electricity Markets","Project Delivery","Unknown","10","10","[c]","[c]"
"In post","2023","Office of Gas and Electricity Markets","Science and Engineering","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Office of Gas and Electricity Markets","Science and Engineering","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Office of Gas and Electricity Markets","Science and Engineering","Unknown","5","5","[c]","[c]"
"In post","2023","Office of Gas and Electricity Markets","Unknown","Heterosexual / straight","165","165","43670","38000"
"In post","2023","Office of Gas and Electricity Markets","Unknown","LGBO","30","30","[c]","[c]"
"In post","2023","Office of Gas and Electricity Markets","Unknown","Undeclared","15","15","[c]","[c]"
"In post","2023","Office of Gas and Electricity Markets","Unknown","Unknown","60","60","47920","45610"
"In post","2023","Office of Qualifications and Examinations Regulation","Commercial","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Office of Qualifications and Examinations Regulation","Commercial","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Office of Qualifications and Examinations Regulation","Communications","Heterosexual / straight","30","25","[c]","[c]"
"In post","2023","Office of Qualifications and Examinations Regulation","Communications","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Office of Qualifications and Examinations Regulation","Communications","Undeclared","5","5","[c]","[c]"
"In post","2023","Office of Qualifications and Examinations Regulation","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Office of Qualifications and Examinations Regulation","Digital, Data and Technology","Heterosexual / straight","25","25","[c]","[c]"
"In post","2023","Office of Qualifications and Examinations Regulation","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Office of Qualifications and Examinations Regulation","Digital, Data and Technology","Undeclared","10","10","[c]","[c]"
"In post","2023","Office of Qualifications and Examinations Regulation","Economics","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Office of Qualifications and Examinations Regulation","Economics","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Office of Qualifications and Examinations Regulation","Economics","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Office of Qualifications and Examinations Regulation","Finance","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Office of Qualifications and Examinations Regulation","Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Office of Qualifications and Examinations Regulation","Finance","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Office of Qualifications and Examinations Regulation","Human Resources","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Office of Qualifications and Examinations Regulation","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Office of Qualifications and Examinations Regulation","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Office of Qualifications and Examinations Regulation","Legal","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Office of Qualifications and Examinations Regulation","Legal","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Office of Qualifications and Examinations Regulation","Legal","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Office of Qualifications and Examinations Regulation","Legal","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Office of Qualifications and Examinations Regulation","Operational Delivery","Heterosexual / straight","110","105","43440","39140"
"In post","2023","Office of Qualifications and Examinations Regulation","Operational Delivery","LGBO","5","5","[c]","[c]"
"In post","2023","Office of Qualifications and Examinations Regulation","Operational Delivery","Undeclared","10","10","[c]","[c]"
"In post","2023","Office of Qualifications and Examinations Regulation","Operational Delivery","Unknown","10","5","[c]","[c]"
"In post","2023","Office of Qualifications and Examinations Regulation","Operational Research","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Office of Qualifications and Examinations Regulation","Operational Research","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Office of Qualifications and Examinations Regulation","Operational Research","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Office of Qualifications and Examinations Regulation","Operational Research","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Office of Qualifications and Examinations Regulation","Policy","Heterosexual / straight","30","30","50310","48060"
"In post","2023","Office of Qualifications and Examinations Regulation","Policy","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Office of Qualifications and Examinations Regulation","Policy","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Office of Qualifications and Examinations Regulation","Policy","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Office of Qualifications and Examinations Regulation","Project Delivery","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Office of Qualifications and Examinations Regulation","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Office of Qualifications and Examinations Regulation","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Office of Qualifications and Examinations Regulation","Property","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Office of Qualifications and Examinations Regulation","Property","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Office of Qualifications and Examinations Regulation","Statistics","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Office of Qualifications and Examinations Regulation","Statistics","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Office of Qualifications and Examinations Regulation","Statistics","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Office of Rail and Road","Commercial","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Office of Rail and Road","Commercial","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Office of Rail and Road","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Office of Rail and Road","Communications","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Office of Rail and Road","Communications","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Office of Rail and Road","Communications","Undeclared","5","5","[c]","[c]"
"In post","2023","Office of Rail and Road","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Office of Rail and Road","Digital, Data and Technology","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Office of Rail and Road","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Office of Rail and Road","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Office of Rail and Road","Economics","Heterosexual / straight","30","30","56030","54350"
"In post","2023","Office of Rail and Road","Economics","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Office of Rail and Road","Economics","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Office of Rail and Road","Economics","Unknown","5","5","[c]","[c]"
"In post","2023","Office of Rail and Road","Finance","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Office of Rail and Road","Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Office of Rail and Road","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Office of Rail and Road","Human Resources","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Office of Rail and Road","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Office of Rail and Road","Knowledge and Information Management","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Office of Rail and Road","Knowledge and Information Management","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Office of Rail and Road","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Office of Rail and Road","Legal","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Office of Rail and Road","Legal","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Office of Rail and Road","Legal","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Office of Rail and Road","Legal","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Office of Rail and Road","Operational Delivery","Heterosexual / straight","90","85","55310","55410"
"In post","2023","Office of Rail and Road","Operational Delivery","LGBO","10","10","[c]","[c]"
"In post","2023","Office of Rail and Road","Operational Delivery","Undeclared","10","10","[c]","[c]"
"In post","2023","Office of Rail and Road","Operational Delivery","Unknown","30","30","57010","60320"
"In post","2023","Office of Rail and Road","Policy","Heterosexual / straight","50","50","57240","57140"
"In post","2023","Office of Rail and Road","Policy","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Office of Rail and Road","Policy","Undeclared","10","10","[c]","[c]"
"In post","2023","Office of Rail and Road","Policy","Unknown","15","10","[c]","[c]"
"In post","2023","Office of Rail and Road","Property","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Office of Rail and Road","Property","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Office of Rail and Road","Science and Engineering","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Office of Rail and Road","Science and Engineering","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Office of Rail and Road","Science and Engineering","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Office of Rail and Road","Science and Engineering","Unknown","5","5","[c]","[c]"
"In post","2023","Office of Rail and Road","Statistics","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Office of Rail and Road","Statistics","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Office of Rail and Road","Statistics","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Office of Rail and Road","Statistics","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Office of the Public Guardian","Communications","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Office of the Public Guardian","Communications","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Office of the Public Guardian","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Office of the Public Guardian","Human Resources","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Office of the Public Guardian","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Office of the Public Guardian","Human Resources","Unknown","[c]","[c]","[c]","[c]"
