"Status","Year","Organisation","Profession_of_post","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Charity Commission","Intelligence Analysis","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Charity Commission","Knowledge and Information Management","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Charity Commission","Knowledge and Information Management","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Charity Commission","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Charity Commission","Legal","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Charity Commission","Legal","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Charity Commission","Legal","Unknown","10","10","[c]","[c]"
"In post","2023","Charity Commission","Operational Delivery","Heterosexual / straight","185","175","34590","30170"
"In post","2023","Charity Commission","Operational Delivery","LGBO","20","20","[c]","[c]"
"In post","2023","Charity Commission","Operational Delivery","Undeclared","10","10","[c]","[c]"
"In post","2023","Charity Commission","Operational Delivery","Unknown","110","105","31080","27720"
"In post","2023","Charity Commission","Policy","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Charity Commission","Policy","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Charity Commission","Policy","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Charity Commission","Policy","Unknown","5","5","[c]","[c]"
"In post","2023","Charity Commission","Project Delivery","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Charity Commission","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Charity Commission","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Charity Commission","Property","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Charity Commission","Property","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Charity Commission","Security","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Charity Commission","Security","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Charity Commission","Statistics","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Charity Commission","Statistics","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Charity Commission","Statistics","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Companies House","Commercial","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Companies House","Commercial","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Companies House","Communications","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","Companies House","Communications","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Companies House","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Companies House","Counter Fraud","Heterosexual / straight","125","115","26550","25610"
"In post","2023","Companies House","Counter Fraud","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Companies House","Counter Fraud","Undeclared","20","15","[c]","[c]"
"In post","2023","Companies House","Counter Fraud","Unknown","35","30","25270","23240"
"In post","2023","Companies House","Digital, Data and Technology","Heterosexual / straight","180","175","41110","38000"
"In post","2023","Companies House","Digital, Data and Technology","LGBO","10","10","[c]","[c]"
"In post","2023","Companies House","Digital, Data and Technology","Undeclared","30","30","43360","41540"
"In post","2023","Companies House","Digital, Data and Technology","Unknown","40","40","39740","37350"
"In post","2023","Companies House","Finance","Heterosexual / straight","55","55","34230","31350"
"In post","2023","Companies House","Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Companies House","Finance","Undeclared","5","5","[c]","[c]"
"In post","2023","Companies House","Finance","Unknown","15","15","[c]","[c]"
"In post","2023","Companies House","Human Resources","Heterosexual / straight","50","45","38880","35000"
"In post","2023","Companies House","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Companies House","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Companies House","Human Resources","Unknown","5","5","[c]","[c]"
"In post","2023","Companies House","Knowledge and Information Management","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Companies House","Knowledge and Information Management","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Companies House","Knowledge and Information Management","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Companies House","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Companies House","Legal","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Companies House","Legal","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Companies House","Legal","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Companies House","Operational Delivery","Heterosexual / straight","345","315","26670","23240"
"In post","2023","Companies House","Operational Delivery","LGBO","20","20","[c]","[c]"
"In post","2023","Companies House","Operational Delivery","Undeclared","35","30","26390","23240"
"In post","2023","Companies House","Operational Delivery","Unknown","80","70","23570","23240"
"In post","2023","Companies House","Other","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Companies House","Other","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Companies House","Other","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Companies House","Other","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Companies House","Policy","Heterosexual / straight","25","20","[c]","[c]"
"In post","2023","Companies House","Policy","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Companies House","Policy","Undeclared","5","5","[c]","[c]"
"In post","2023","Companies House","Policy","Unknown","5","5","[c]","[c]"
"In post","2023","Companies House","Project Delivery","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","Companies House","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Companies House","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Companies House","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Companies House","Property","Heterosexual / straight","10","5","[c]","[c]"
"In post","2023","Companies House","Property","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Companies House","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Companies House","Statistics","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Companies House","Statistics","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Competition and Markets Authority","Commercial","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Competition and Markets Authority","Commercial","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Competition and Markets Authority","Communications","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","Competition and Markets Authority","Communications","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Competition and Markets Authority","Communications","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Competition and Markets Authority","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Competition and Markets Authority","Corporate Finance","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Competition and Markets Authority","Corporate Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Competition and Markets Authority","Digital, Data and Technology","Heterosexual / straight","55","55","55580","55130"
"In post","2023","Competition and Markets Authority","Digital, Data and Technology","LGBO","5","5","[c]","[c]"
"In post","2023","Competition and Markets Authority","Digital, Data and Technology","Undeclared","5","5","[c]","[c]"
"In post","2023","Competition and Markets Authority","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Competition and Markets Authority","Economics","Heterosexual / straight","85","80","65950","58050"
"In post","2023","Competition and Markets Authority","Economics","LGBO","5","5","[c]","[c]"
"In post","2023","Competition and Markets Authority","Economics","Undeclared","15","15","[c]","[c]"
"In post","2023","Competition and Markets Authority","Economics","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Competition and Markets Authority","Human Resources","Heterosexual / straight","30","30","49350","42920"
"In post","2023","Competition and Markets Authority","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Competition and Markets Authority","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Competition and Markets Authority","Intelligence Analysis","Heterosexual / straight","25","25","[c]","[c]"
"In post","2023","Competition and Markets Authority","Intelligence Analysis","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Competition and Markets Authority","Intelligence Analysis","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Competition and Markets Authority","Knowledge and Information Management","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Competition and Markets Authority","Knowledge and Information Management","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Competition and Markets Authority","Legal","Heterosexual / straight","110","105","73720","73510"
"In post","2023","Competition and Markets Authority","Legal","LGBO","15","15","[c]","[c]"
"In post","2023","Competition and Markets Authority","Legal","Undeclared","15","15","[c]","[c]"
"In post","2023","Competition and Markets Authority","Legal","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Competition and Markets Authority","Policy","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Competition and Markets Authority","Policy","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Competition and Markets Authority","Policy","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Competition and Markets Authority","Project Delivery","Heterosexual / straight","360","350","61470","57540"
"In post","2023","Competition and Markets Authority","Project Delivery","LGBO","30","30","56570","55130"
"In post","2023","Competition and Markets Authority","Project Delivery","Undeclared","35","30","75360","69620"
"In post","2023","Competition and Markets Authority","Project Delivery","Unknown","15","15","[c]","[c]"
"In post","2023","Competition and Markets Authority","Property","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Competition and Markets Authority","Property","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Competition and Markets Authority","Security","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Competition and Markets Authority","Security","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Competition and Markets Authority","Statistics","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Competition and Markets Authority","Statistics","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Competition and Markets Authority","Statistics","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Competition and Markets Authority","Statistics","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Criminal Injuries Compensation Authority","Legal","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Criminal Injuries Compensation Authority","Legal","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Criminal Injuries Compensation Authority","Legal","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Criminal Injuries Compensation Authority","Operational Delivery","Heterosexual / straight","200","185","28730","25830"
"In post","2023","Criminal Injuries Compensation Authority","Operational Delivery","LGBO","25","25","[c]","[c]"
"In post","2023","Criminal Injuries Compensation Authority","Operational Delivery","Undeclared","20","20","[c]","[c]"
"In post","2023","Criminal Injuries Compensation Authority","Operational Delivery","Unknown","80","75","25430","21780"
"In post","2023","Criminal Injuries Compensation Authority","Project Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Criminal Injuries Compensation Authority","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Criminal Injuries Compensation Authority","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Criminal Injuries Compensation Authority","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Criminal Injuries Compensation Authority","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Criminal Injuries Compensation Authority","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Crown Commercial Service","Commercial","Heterosexual / straight","245","240","37270","37770"
"In post","2023","Crown Commercial Service","Commercial","LGBO","15","15","[c]","[c]"
"In post","2023","Crown Commercial Service","Commercial","Undeclared","20","15","[c]","[c]"
"In post","2023","Crown Commercial Service","Commercial","Unknown","60","55","37610","39860"
"In post","2023","Crown Commercial Service","Communications","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Crown Commercial Service","Communications","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Crown Commercial Service","Communications","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Crown Commercial Service","Communications","Unknown","5","5","[c]","[c]"
"In post","2023","Crown Commercial Service","Digital, Data and Technology","Heterosexual / straight","95","90","46630","41550"
"In post","2023","Crown Commercial Service","Digital, Data and Technology","LGBO","5","5","[c]","[c]"
