"Status","Year","Function_of_post","Parent_department","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Finance","Estyn","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Food Standards Agency","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Food Standards Agency","EO","5","5","[c]","[c]"
"In post","2023","Finance","Food Standards Agency","G6/G7","15","15","56290","53110"
"In post","2023","Finance","Food Standards Agency","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Food Standards Agency","SEO/HEO","25","25","35540","37720"
"In post","2023","Finance","Foreign, Commonwealth and Development Office","AA/AO","145","140","25510","25700"
"In post","2023","Finance","Foreign, Commonwealth and Development Office","EO","100","95","28660","28090"
"In post","2023","Finance","Foreign, Commonwealth and Development Office","G6/G7","165","160","60250","58470"
"In post","2023","Finance","Foreign, Commonwealth and Development Office","SCS level","20","20","84200","78870"
"In post","2023","Finance","Foreign, Commonwealth and Development Office","SEO/HEO","170","160","39110","39450"
"In post","2023","Finance","Foreign, Commonwealth and Development Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Finance","HM Land Registry","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Finance","HM Land Registry","EO","5","5","[c]","[c]"
"In post","2023","Finance","HM Land Registry","G6/G7","15","15","64570","63550"
"In post","2023","Finance","HM Land Registry","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Finance","HM Land Registry","SEO/HEO","25","20","42940","43150"
"In post","2023","Finance","HM Revenue and Customs","AA/AO","1080","880","22710","22520"
"In post","2023","Finance","HM Revenue and Customs","EO","515","480","29080","28130"
"In post","2023","Finance","HM Revenue and Customs","G6/G7","415","400","63610","61530"
"In post","2023","Finance","HM Revenue and Customs","SCS level","45","45","88730","81330"
"In post","2023","Finance","HM Revenue and Customs","SEO/HEO","980","945","39390","39790"
"In post","2023","Finance","HM Treasury","AA/AO","5","5","[c]","[c]"
"In post","2023","Finance","HM Treasury","EO","15","15","26590","24820"
"In post","2023","Finance","HM Treasury","G6/G7","55","55","64880","57110"
"In post","2023","Finance","HM Treasury","SCS level","5","5","[c]","[c]"
"In post","2023","Finance","HM Treasury","SEO/HEO","40","35","39610","37740"
"In post","2023","Finance","Home Office","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Home Office","EO","30","30","27950","26780"
"In post","2023","Finance","Home Office","G6/G7","110","105","62710","59510"
"In post","2023","Finance","Home Office","SCS level","15","10","91910","94660"
"In post","2023","Finance","Home Office","SEO/HEO","120","115","40130","39190"
"In post","2023","Finance","Ministry of Defence","AA/AO","260","245","22290","22220"
"In post","2023","Finance","Ministry of Defence","EO","500","485","28200","27470"
"In post","2023","Finance","Ministry of Defence","G6/G7","375","365","61250","59180"
"In post","2023","Finance","Ministry of Defence","SCS level","55","55","99650","92130"
"In post","2023","Finance","Ministry of Defence","SEO/HEO","1075","1035","40380","41000"
"In post","2023","Finance","Ministry of Defence","Unknown","60","55","54110","48900"
"In post","2023","Finance","Ministry of Justice","AA/AO","40","35","22550","21780"
"In post","2023","Finance","Ministry of Justice","EO","115","110","27560","27170"
"In post","2023","Finance","Ministry of Justice","G6/G7","190","185","60890","60180"
"In post","2023","Finance","Ministry of Justice","SCS level","20","20","93830","86110"
"In post","2023","Finance","Ministry of Justice","SEO/HEO","370","360","39270","39780"
"In post","2023","Finance","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Finance","National Crime Agency","AA/AO","15","15","25530","22950"
"In post","2023","Finance","National Crime Agency","EO","10","10","31110","30740"
"In post","2023","Finance","National Crime Agency","G6/G7","10","10","[c]","[c]"
"In post","2023","Finance","National Crime Agency","SEO/HEO","25","25","44130","41300"
"In post","2023","Finance","Northern Ireland Office","EO","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Northern Ireland Office","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Northern Ireland Office","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Finance","Office for Standards in Education, Children's Services and Skills","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Office for Standards in Education, Children's Services and Skills","EO","5","5","[c]","[c]"
"In post","2023","Finance","Office for Standards in Education, Children's Services and Skills","G6/G7","10","10","67480","63080"
"In post","2023","Finance","Office for Standards in Education, Children's Services and Skills","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Office for Standards in Education, Children's Services and Skills","SEO/HEO","15","15","36930","33130"
"In post","2023","Finance","Office of Gas and Electricity Markets","EO","10","10","27530","27500"
"In post","2023","Finance","Office of Gas and Electricity Markets","G6/G7","20","20","59710","58300"
"In post","2023","Finance","Office of Gas and Electricity Markets","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Office of Gas and Electricity Markets","SEO/HEO","15","15","38830","40500"
"In post","2023","Finance","Office of Qualifications and Examinations Regulation","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Office of Qualifications and Examinations Regulation","EO","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Office of Qualifications and Examinations Regulation","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Office of Qualifications and Examinations Regulation","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Office of Rail and Road","EO","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Office of Rail and Road","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Office of Rail and Road","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Office of the Secretary of State for Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Office of the Secretary of State for Wales","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Office of the Secretary of State for Wales","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Scottish Government","AA/AO","60","55","25490","24710"
"In post","2023","Finance","Scottish Government","EO","25","25","32120","31970"
"In post","2023","Finance","Scottish Government","G6/G7","20","20","62660","62060"
"In post","2023","Finance","Scottish Government","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Scottish Government","SEO/HEO","60","60","42830","42590"
"In post","2023","Finance","The National Archives","EO","[c]","[c]","[c]","[c]"
"In post","2023","Finance","The National Archives","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Finance","The National Archives","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Finance","UK Export Finance","EO","15","15","32310","32300"
"In post","2023","Finance","UK Export Finance","G6/G7","10","10","72040","70940"
"In post","2023","Finance","UK Export Finance","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Finance","UK Export Finance","SEO/HEO","20","20","42510","39950"
"In post","2023","Finance","UK Statistics Authority","AA/AO","10","10","21200","21200"
"In post","2023","Finance","UK Statistics Authority","EO","5","5","[c]","[c]"
"In post","2023","Finance","UK Statistics Authority","G6/G7","20","20","55750","52490"
"In post","2023","Finance","UK Statistics Authority","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Finance","UK Statistics Authority","SEO/HEO","15","15","34090","32550"
"In post","2023","Finance","UK Supreme Court","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Finance","UK Supreme Court","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Water Services Regulation Authority","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Water Services Regulation Authority","G6/G7","10","10","[c]","[c]"
"In post","2023","Finance","Water Services Regulation Authority","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Water Services Regulation Authority","SEO/HEO","15","10","47870","43700"
"In post","2023","Finance","Welsh Government","EO","5","5","[c]","[c]"
"In post","2023","Finance","Welsh Government","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Welsh Government","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Grants Management","Department for Environment, Food and Rural Affairs","AA/AO","1425","1295","22130","22150"
"In post","2023","Grants Management","Department for Environment, Food and Rural Affairs","EO","650","605","26090","25920"
"In post","2023","Grants Management","Department for Environment, Food and Rural Affairs","G6/G7","75","70","53140","50350"
"In post","2023","Grants Management","Department for Environment, Food and Rural Affairs","SCS level","10","10","[c]","[c]"
"In post","2023","Grants Management","Department for Environment, Food and Rural Affairs","SEO/HEO","400","380","33240","31490"
"In post","2023","Grants Management","Department of Health and Social Care","EO","[c]","[c]","[c]","[c]"
"In post","2023","Grants Management","Department of Health and Social Care","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Grants Management","Home Office","EO","[c]","[c]","[c]","[c]"
"In post","2023","Grants Management","Home Office","G6/G7","25","25","61540","59290"
"In post","2023","Grants Management","Home Office","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Grants Management","Home Office","SEO/HEO","25","25","41420","43200"
"In post","2023","Grants Management","The National Archives","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Grants Management","The National Archives","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Attorney General's Departments","AA/AO","20","20","23770","24280"
"In post","2023","Human Resources","Attorney General's Departments","EO","45","45","27820","27760"
"In post","2023","Human Resources","Attorney General's Departments","G6/G7","65","65","58810","55970"
"In post","2023","Human Resources","Attorney General's Departments","SCS level","5","5","[c]","[c]"
"In post","2023","Human Resources","Attorney General's Departments","SEO/HEO","135","130","35130","33730"
"In post","2023","Human Resources","Cabinet Office","AA/AO","130","120","21860","21720"
"In post","2023","Human Resources","Cabinet Office","EO","155","145","26670","26300"
"In post","2023","Human Resources","Cabinet Office","G6/G7","260","250","58330","56480"
"In post","2023","Human Resources","Cabinet Office","SCS level","45","40","88020","78090"
"In post","2023","Human Resources","Cabinet Office","SEO/HEO","370","355","37060","38050"
"In post","2023","Human Resources","Chancellor's other departments","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Chancellor's other departments","EO","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Chancellor's other departments","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Chancellor's other departments","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Human Resources","Charity Commission","EO","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Charity Commission","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Charity Commission","SEO/HEO","10","10","34100","30170"
"In post","2023","Human Resources","Competition and Markets Authority","EO","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Competition and Markets Authority","G6/G7","15","15","63230","63740"
"In post","2023","Human Resources","Competition and Markets Authority","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Competition and Markets Authority","SEO/HEO","15","15","39660","41370"
"In post","2023","Human Resources","Department for Business, Energy and Industrial Strategy","AA/AO","15","15","23290","23100"
"In post","2023","Human Resources","Department for Business, Energy and Industrial Strategy","EO","50","45","26460","25610"
"In post","2023","Human Resources","Department for Business, Energy and Industrial Strategy","G6/G7","130","130","56860","55350"
"In post","2023","Human Resources","Department for Business, Energy and Industrial Strategy","SCS level","15","15","84030","79940"
"In post","2023","Human Resources","Department for Business, Energy and Industrial Strategy","SEO/HEO","200","190","36840","36170"
"In post","2023","Human Resources","Department for Digital, Culture, Media and Sport","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Department for Digital, Culture, Media and Sport","EO","20","20","27900","27780"
"In post","2023","Human Resources","Department for Digital, Culture, Media and Sport","G6/G7","25","25","59740","58500"
"In post","2023","Human Resources","Department for Digital, Culture, Media and Sport","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Department for Digital, Culture, Media and Sport","SEO/HEO","25","25","37200","36600"
"In post","2023","Human Resources","Department for Education","AA/AO","10","10","22020","22020"
"In post","2023","Human Resources","Department for Education","EO","40","35","26530","25900"
"In post","2023","Human Resources","Department for Education","G6/G7","60","55","56860","52860"
"In post","2023","Human Resources","Department for Education","SCS level","10","10","[c]","[c]"
"In post","2023","Human Resources","Department for Education","SEO/HEO","90","85","34870","34210"
"In post","2023","Human Resources","Department for Environment, Food and Rural Affairs","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Department for Environment, Food and Rural Affairs","EO","30","30","26690","25920"
"In post","2023","Human Resources","Department for Environment, Food and Rural Affairs","G6/G7","135","130","54010","51290"
"In post","2023","Human Resources","Department for Environment, Food and Rural Affairs","SCS level","10","10","80120","77520"
"In post","2023","Human Resources","Department for Environment, Food and Rural Affairs","SEO/HEO","130","125","35500","37300"
"In post","2023","Human Resources","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Department for International Trade","EO","30","30","29050","29280"
"In post","2023","Human Resources","Department for International Trade","G6/G7","50","45","58620","55500"
"In post","2023","Human Resources","Department for International Trade","SCS level","5","5","[c]","[c]"
"In post","2023","Human Resources","Department for International Trade","SEO/HEO","50","45","36870","35590"
"In post","2023","Human Resources","Department for Levelling Up, Housing and Communities","AA/AO","15","15","23770","24320"
"In post","2023","Human Resources","Department for Levelling Up, Housing and Communities","EO","10","10","[c]","[c]"
"In post","2023","Human Resources","Department for Levelling Up, Housing and Communities","G6/G7","35","35","58500","56030"
"In post","2023","Human Resources","Department for Levelling Up, Housing and Communities","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Department for Levelling Up, Housing and Communities","SEO/HEO","40","40","35560","34310"
"In post","2023","Human Resources","Department for Transport","AA/AO","30","30","22160","22500"
"In post","2023","Human Resources","Department for Transport","EO","90","85","28670","27400"
"In post","2023","Human Resources","Department for Transport","G6/G7","80","80","56550","55590"
"In post","2023","Human Resources","Department for Transport","SCS level","10","10","[c]","[c]"
"In post","2023","Human Resources","Department for Transport","SEO/HEO","245","230","36730","36410"
"In post","2023","Human Resources","Department for Work and Pensions","AA/AO","55","45","22250","21690"
"In post","2023","Human Resources","Department for Work and Pensions","EO","715","660","28670","28120"
"In post","2023","Human Resources","Department for Work and Pensions","G6/G7","295","280","56760","55150"
"In post","2023","Human Resources","Department for Work and Pensions","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Department for Work and Pensions","SEO/HEO","630","590","36780","34970"
"In post","2023","Human Resources","Department of Health and Social Care","AA/AO","10","10","23420","24120"
"In post","2023","Human Resources","Department of Health and Social Care","EO","90","90","27260","27760"
"In post","2023","Human Resources","Department of Health and Social Care","G6/G7","100","100","57830","54840"
"In post","2023","Human Resources","Department of Health and Social Care","SCS level","15","10","96200","90840"
"In post","2023","Human Resources","Department of Health and Social Care","SEO/HEO","105","105","35810","34350"
"In post","2023","Human Resources","Estyn","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Estyn","EO","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Estyn","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Food Standards Agency","EO","10","10","28190","28090"
"In post","2023","Human Resources","Food Standards Agency","G6/G7","15","15","57850","56410"
"In post","2023","Human Resources","Food Standards Agency","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Food Standards Agency","SEO/HEO","20","20","35070","33170"
"In post","2023","Human Resources","Foreign, Commonwealth and Development Office","AA/AO","40","40","25970","26100"
"In post","2023","Human Resources","Foreign, Commonwealth and Development Office","EO","45","40","31020","30630"
"In post","2023","Human Resources","Foreign, Commonwealth and Development Office","G6/G7","115","115","61580","60070"
"In post","2023","Human Resources","Foreign, Commonwealth and Development Office","SCS level","25","25","88530","79470"
"In post","2023","Human Resources","Foreign, Commonwealth and Development Office","SEO/HEO","150","145","39630","38540"
"In post","2023","Human Resources","HM Land Registry","AA/AO","5","5","[c]","[c]"
"In post","2023","Human Resources","HM Land Registry","EO","25","25","28080","28080"
"In post","2023","Human Resources","HM Land Registry","G6/G7","10","10","62750","61280"
"In post","2023","Human Resources","HM Land Registry","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","HM Land Registry","SEO/HEO","55","50","40870","39520"
"In post","2023","Human Resources","HM Revenue and Customs","AA/AO","120","110","22780","22520"
"In post","2023","Human Resources","HM Revenue and Customs","EO","335","310","28440","28130"
"In post","2023","Human Resources","HM Revenue and Customs","G6/G7","355","345","62250","57970"
"In post","2023","Human Resources","HM Revenue and Customs","SCS level","30","30","91940","85190"
"In post","2023","Human Resources","HM Revenue and Customs","SEO/HEO","780","735","38060","35020"
"In post","2023","Human Resources","HM Treasury","AA/AO","10","10","22400","21860"
"In post","2023","Human Resources","HM Treasury","EO","25","25","26360","25460"
"In post","2023","Human Resources","HM Treasury","G6/G7","55","50","57600","54440"
"In post","2023","Human Resources","HM Treasury","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","HM Treasury","SEO/HEO","40","40","37740","38660"
"In post","2023","Human Resources","Home Office","AA/AO","20","20","25400","26400"
"In post","2023","Human Resources","Home Office","EO","65","60","29010","29890"
"In post","2023","Human Resources","Home Office","G6/G7","155","150","61150","59290"
"In post","2023","Human Resources","Home Office","SCS level","10","10","95240","89830"
"In post","2023","Human Resources","Home Office","SEO/HEO","235","225","38440","38580"
"In post","2023","Human Resources","Ministry of Defence","AA/AO","600","555","22250","22220"
"In post","2023","Human Resources","Ministry of Defence","EO","1460","1420","28940","27500"
"In post","2023","Human Resources","Ministry of Defence","G6/G7","385","375","59700","57220"
"In post","2023","Human Resources","Ministry of Defence","SCS level","35","35","91180","85000"
"In post","2023","Human Resources","Ministry of Defence","SEO/HEO","1775","1735","39980","37540"
"In post","2023","Human Resources","Ministry of Defence","Unknown","60","55","37640","36240"
"In post","2023","Human Resources","Ministry of Justice","AA/AO","45","40","22540","21780"
"In post","2023","Human Resources","Ministry of Justice","EO","145","135","27760","27110"
"In post","2023","Human Resources","Ministry of Justice","G6/G7","260","255","60840","59190"
"In post","2023","Human Resources","Ministry of Justice","SCS level","25","25","89280","82400"
"In post","2023","Human Resources","Ministry of Justice","SEO/HEO","895","870","37680","36940"
"In post","2023","Human Resources","Ministry of Justice","Unknown","45","40","38950","38290"
"In post","2023","Human Resources","National Crime Agency","AA/AO","20","15","24290","22950"
"In post","2023","Human Resources","National Crime Agency","EO","35","35","33020","30740"
"In post","2023","Human Resources","National Crime Agency","G6/G7","25","25","63300","61240"
"In post","2023","Human Resources","National Crime Agency","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","National Crime Agency","SEO/HEO","110","100","43290","42240"
"In post","2023","Human Resources","Northern Ireland Office","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Northern Ireland Office","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Northern Ireland Office","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Office for Standards in Education, Children's Services and Skills","AA/AO","10","10","22420","22490"
"In post","2023","Human Resources","Office for Standards in Education, Children's Services and Skills","EO","15","15","27180","27140"
"In post","2023","Human Resources","Office for Standards in Education, Children's Services and Skills","G6/G7","15","15","65550","61480"
"In post","2023","Human Resources","Office for Standards in Education, Children's Services and Skills","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Office for Standards in Education, Children's Services and Skills","SEO/HEO","35","35","36600","33130"
"In post","2023","Human Resources","Office of Gas and Electricity Markets","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Office of Gas and Electricity Markets","EO","15","15","26100","25500"
"In post","2023","Human Resources","Office of Gas and Electricity Markets","G6/G7","15","15","60580","60040"
"In post","2023","Human Resources","Office of Gas and Electricity Markets","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Office of Gas and Electricity Markets","SEO/HEO","20","20","40460","42000"
"In post","2023","Human Resources","Office of Qualifications and Examinations Regulation","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Office of Qualifications and Examinations Regulation","EO","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Office of Qualifications and Examinations Regulation","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Office of Qualifications and Examinations Regulation","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Office of Qualifications and Examinations Regulation","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Human Resources","Office of Rail and Road","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Office of Rail and Road","EO","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Office of Rail and Road","G6/G7","5","5","[c]","[c]"
"In post","2023","Human Resources","Office of Rail and Road","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Office of the Secretary of State for Wales","EO","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Office of the Secretary of State for Wales","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Scottish Government","AA/AO","60","55","24830","24710"
"In post","2023","Human Resources","Scottish Government","EO","65","60","34080","34070"
"In post","2023","Human Resources","Scottish Government","G6/G7","35","35","60490","57260"
"In post","2023","Human Resources","Scottish Government","SEO/HEO","130","125","42190","42590"
"In post","2023","Human Resources","The National Archives","EO","5","5","[c]","[c]"
"In post","2023","Human Resources","The National Archives","G6/G7","5","5","[c]","[c]"
"In post","2023","Human Resources","The National Archives","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Human Resources","UK Export Finance","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","UK Export Finance","EO","5","5","[c]","[c]"
"In post","2023","Human Resources","UK Export Finance","G6/G7","10","5","[c]","[c]"
"In post","2023","Human Resources","UK Export Finance","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","UK Export Finance","SEO/HEO","15","15","41360","42000"
"In post","2023","Human Resources","UK Statistics Authority","AA/AO","20","20","21200","21200"
"In post","2023","Human Resources","UK Statistics Authority","EO","40","35","25640","24910"
"In post","2023","Human Resources","UK Statistics Authority","G6/G7","40","35","55540","52490"
"In post","2023","Human Resources","UK Statistics Authority","SCS level","5","5","[c]","[c]"
"In post","2023","Human Resources","UK Statistics Authority","SEO/HEO","100","95","34410","32630"
"In post","2023","Human Resources","UK Supreme Court","EO","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","UK Supreme Court","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","UK Supreme Court","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Water Services Regulation Authority","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Water Services Regulation Authority","EO","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Water Services Regulation Authority","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Water Services Regulation Authority","SEO/HEO","10","5","[c]","[c]"
"In post","2023","Human Resources","Welsh Government","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Welsh Government","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","Department for Business, Energy and Industrial Strategy","EO","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","Department for Business, Energy and Industrial Strategy","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","Department for Business, Energy and Industrial Strategy","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Internal Audit","Department for Education","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","Department for Transport","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","Department for Transport","EO","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","Department for Transport","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","Department for Transport","SEO/HEO","15","15","38400","37970"
"In post","2023","Internal Audit","Food Standards Agency","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","Food Standards Agency","SEO/HEO","10","10","[c]","[c]"
"In post","2023","Internal Audit","Foreign, Commonwealth and Development Office","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","Foreign, Commonwealth and Development Office","EO","5","5","[c]","[c]"
"In post","2023","Internal Audit","Foreign, Commonwealth and Development Office","G6/G7","20","20","57760","57000"
"In post","2023","Internal Audit","Foreign, Commonwealth and Development Office","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","Foreign, Commonwealth and Development Office","SEO/HEO","50","50","39350","39660"
"In post","2023","Internal Audit","HM Land Registry","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","HM Land Registry","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Internal Audit","HM Revenue and Customs","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","HM Revenue and Customs","EO","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","HM Revenue and Customs","G6/G7","15","15","62170","58920"
"In post","2023","Internal Audit","HM Revenue and Customs","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","HM Revenue and Customs","SEO/HEO","35","35","43740","44620"
"In post","2023","Internal Audit","HM Treasury","G6/G7","155","145","58260","57480"
"In post","2023","Internal Audit","HM Treasury","SCS level","20","20","95750","89880"
"In post","2023","Internal Audit","HM Treasury","SEO/HEO","180","165","41280","42700"
"In post","2023","Internal Audit","Ministry of Defence","AA/AO","10","10","[c]","[c]"
"In post","2023","Internal Audit","Ministry of Defence","EO","20","20","28500","27470"
"In post","2023","Internal Audit","Ministry of Defence","G6/G7","10","10","56320","55830"
"In post","2023","Internal Audit","Ministry of Defence","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","Ministry of Defence","SEO/HEO","75","70","39620","38210"
"In post","2023","Internal Audit","Ministry of Justice","AA/AO","10","10","[c]","[c]"
"In post","2023","Internal Audit","Ministry of Justice","G6/G7","10","10","[c]","[c]"
"In post","2023","Internal Audit","Ministry of Justice","SEO/HEO","40","40","49440","52780"
"In post","2023","Internal Audit","Scottish Government","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","Scottish Government","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","Scottish Government","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Internal Audit","UK Export Finance","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","UK Export Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","UK Statistics Authority","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","UK Statistics Authority","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Attorney General's Departments","AA/AO","1600","1480","23200","22870"
"In post","2023","Legal","Attorney General's Departments","EO","1775","1670","28630","28200"
"In post","2023","Legal","Attorney General's Departments","G6/G7","4770","4410","59490","56450"
"In post","2023","Legal","Attorney General's Departments","SCS level","295","285","88630","84380"
"In post","2023","Legal","Attorney General's Departments","SEO/HEO","1010","975","37160","36780"
"In post","2023","Legal","Cabinet Office","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Cabinet Office","EO","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Cabinet Office","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Cabinet Office","SCS level","55","50","86510","81600"
"In post","2023","Legal","Cabinet Office","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Charity Commission","G6/G7","25","20","57080","53820"
"In post","2023","Legal","Charity Commission","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Competition and Markets Authority","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Competition and Markets Authority","EO","10","10","[c]","[c]"
"In post","2023","Legal","Competition and Markets Authority","G6/G7","115","115","68990","73510"
"In post","2023","Legal","Competition and Markets Authority","SCS level","30","30","108260","102320"
"In post","2023","Legal","Competition and Markets Authority","SEO/HEO","10","10","37830","34620"
