"Status","Year","Age","Parent_department","Profession_of_post","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","40-49","HM Land Registry","Legal","Unknown","10","10","[c]","[c]"
"In post","2023","40-49","HM Land Registry","Operational Delivery","Heterosexual / straight","535","490","31220","28080"
"In post","2023","40-49","HM Land Registry","Operational Delivery","LGBO","20","20","[c]","[c]"
"In post","2023","40-49","HM Land Registry","Operational Delivery","Undeclared","80","70","31540","28080"
"In post","2023","40-49","HM Land Registry","Operational Delivery","Unknown","260","240","28050","28080"
"In post","2023","40-49","HM Land Registry","Other","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","40-49","HM Land Registry","Other","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","HM Land Registry","Other","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","40-49","HM Land Registry","Project Delivery","Heterosexual / straight","35","35","44370","39520"
"In post","2023","40-49","HM Land Registry","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","HM Land Registry","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","40-49","HM Land Registry","Project Delivery","Unknown","10","10","[c]","[c]"
"In post","2023","40-49","HM Land Registry","Property","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","40-49","HM Land Registry","Property","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","HM Revenue and Customs","Commercial","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","40-49","HM Revenue and Customs","Commercial","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","HM Revenue and Customs","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","40-49","HM Revenue and Customs","Commercial","Unknown","5","5","[c]","[c]"
"In post","2023","40-49","HM Revenue and Customs","Communications","Heterosexual / straight","60","55","53440","57970"
"In post","2023","40-49","HM Revenue and Customs","Communications","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","HM Revenue and Customs","Communications","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","40-49","HM Revenue and Customs","Communications","Unknown","15","15","[c]","[c]"
"In post","2023","40-49","HM Revenue and Customs","Counter Fraud","Heterosexual / straight","315","305","37550","35000"
"In post","2023","40-49","HM Revenue and Customs","Counter Fraud","LGBO","20","20","[c]","[c]"
"In post","2023","40-49","HM Revenue and Customs","Counter Fraud","Undeclared","60","60","37310","35000"
"In post","2023","40-49","HM Revenue and Customs","Counter Fraud","Unknown","145","140","35770","34400"
"In post","2023","40-49","HM Revenue and Customs","Digital, Data and Technology","Heterosexual / straight","425","415","48110","42510"
"In post","2023","40-49","HM Revenue and Customs","Digital, Data and Technology","LGBO","25","25","[c]","[c]"
"In post","2023","40-49","HM Revenue and Customs","Digital, Data and Technology","Undeclared","55","55","44480","42140"
"In post","2023","40-49","HM Revenue and Customs","Digital, Data and Technology","Unknown","150","145","43830","41780"
"In post","2023","40-49","HM Revenue and Customs","Economics","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","40-49","HM Revenue and Customs","Economics","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","HM Revenue and Customs","Economics","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","40-49","HM Revenue and Customs","Finance","Heterosexual / straight","215","205","47340","42510"
"In post","2023","40-49","HM Revenue and Customs","Finance","LGBO","10","10","[c]","[c]"
"In post","2023","40-49","HM Revenue and Customs","Finance","Undeclared","15","10","[c]","[c]"
"In post","2023","40-49","HM Revenue and Customs","Finance","Unknown","65","60","44170","42140"
"In post","2023","40-49","HM Revenue and Customs","Human Resources","Heterosexual / straight","145","140","47020","42140"
"In post","2023","40-49","HM Revenue and Customs","Human Resources","LGBO","15","15","[c]","[c]"
"In post","2023","40-49","HM Revenue and Customs","Human Resources","Undeclared","10","10","[c]","[c]"
"In post","2023","40-49","HM Revenue and Customs","Human Resources","Unknown","45","40","40930","35000"
"In post","2023","40-49","HM Revenue and Customs","Intelligence Analysis","Heterosexual / straight","40","40","49600","44640"
"In post","2023","40-49","HM Revenue and Customs","Intelligence Analysis","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","HM Revenue and Customs","Intelligence Analysis","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","40-49","HM Revenue and Customs","Intelligence Analysis","Unknown","5","5","[c]","[c]"
"In post","2023","40-49","HM Revenue and Customs","Internal Audit","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","40-49","HM Revenue and Customs","Internal Audit","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","HM Revenue and Customs","Internal Audit","Unknown","5","5","[c]","[c]"
"In post","2023","40-49","HM Revenue and Customs","International Trade","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","40-49","HM Revenue and Customs","International Trade","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","HM Revenue and Customs","International Trade","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","40-49","HM Revenue and Customs","International Trade","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","40-49","HM Revenue and Customs","Knowledge and Information Management","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","40-49","HM Revenue and Customs","Knowledge and Information Management","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","HM Revenue and Customs","Knowledge and Information Management","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","40-49","HM Revenue and Customs","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","40-49","HM Revenue and Customs","Legal","Heterosexual / straight","400","380","40880","35000"
"In post","2023","40-49","HM Revenue and Customs","Legal","LGBO","20","15","[c]","[c]"
"In post","2023","40-49","HM Revenue and Customs","Legal","Undeclared","55","55","41950","39790"
"In post","2023","40-49","HM Revenue and Customs","Legal","Unknown","135","130","37080","35000"
"In post","2023","40-49","HM Revenue and Customs","Operational Delivery","Heterosexual / straight","4035","3715","31110","28130"
"In post","2023","40-49","HM Revenue and Customs","Operational Delivery","LGBO","210","200","29550","27890"
"In post","2023","40-49","HM Revenue and Customs","Operational Delivery","Undeclared","435","405","30010","27890"
"In post","2023","40-49","HM Revenue and Customs","Operational Delivery","Unknown","2030","1835","27010","22520"
"In post","2023","40-49","HM Revenue and Customs","Operational Research","Heterosexual / straight","25","25","[c]","[c]"
"In post","2023","40-49","HM Revenue and Customs","Operational Research","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","HM Revenue and Customs","Operational Research","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","40-49","HM Revenue and Customs","Operational Research","Unknown","15","15","[c]","[c]"
"In post","2023","40-49","HM Revenue and Customs","Other","Heterosexual / straight","70","65","55370","57970"
"In post","2023","40-49","HM Revenue and Customs","Other","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","HM Revenue and Customs","Other","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","40-49","HM Revenue and Customs","Other","Unknown","20","15","[c]","[c]"
"In post","2023","40-49","HM Revenue and Customs","Policy","Heterosexual / straight","200","195","59900","57970"
"In post","2023","40-49","HM Revenue and Customs","Policy","LGBO","20","20","[c]","[c]"
"In post","2023","40-49","HM Revenue and Customs","Policy","Undeclared","20","20","[c]","[c]"
"In post","2023","40-49","HM Revenue and Customs","Policy","Unknown","45","45","61120","63990"
"In post","2023","40-49","HM Revenue and Customs","Project Delivery","Heterosexual / straight","635","620","49650","42510"
"In post","2023","40-49","HM Revenue and Customs","Project Delivery","LGBO","45","45","53250","56870"
"In post","2023","40-49","HM Revenue and Customs","Project Delivery","Undeclared","55","55","48090","42510"
"In post","2023","40-49","HM Revenue and Customs","Project Delivery","Unknown","170","165","48600","42510"
"In post","2023","40-49","HM Revenue and Customs","Property","Heterosexual / straight","335","315","38860","34700"
"In post","2023","40-49","HM Revenue and Customs","Property","LGBO","10","10","[c]","[c]"
"In post","2023","40-49","HM Revenue and Customs","Property","Undeclared","50","45","40500","39080"
"In post","2023","40-49","HM Revenue and Customs","Property","Unknown","130","125","34810","31760"
"In post","2023","40-49","HM Revenue and Customs","Security","Heterosexual / straight","30","30","48410","43530"
"In post","2023","40-49","HM Revenue and Customs","Security","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","HM Revenue and Customs","Security","Undeclared","10","10","[c]","[c]"
"In post","2023","40-49","HM Revenue and Customs","Security","Unknown","20","20","[c]","[c]"
"In post","2023","40-49","HM Revenue and Customs","Social Research","Heterosexual / straight","25","20","[c]","[c]"
"In post","2023","40-49","HM Revenue and Customs","Social Research","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","HM Revenue and Customs","Social Research","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","40-49","HM Revenue and Customs","Social Research","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","40-49","HM Revenue and Customs","Statistics","Heterosexual / straight","55","50","59370","59290"
"In post","2023","40-49","HM Revenue and Customs","Statistics","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","HM Revenue and Customs","Statistics","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","40-49","HM Revenue and Customs","Statistics","Unknown","5","5","[c]","[c]"
"In post","2023","40-49","HM Revenue and Customs","Tax","Heterosexual / straight","2285","2200","40700","35000"
"In post","2023","40-49","HM Revenue and Customs","Tax","LGBO","140","135","39000","35000"
"In post","2023","40-49","HM Revenue and Customs","Tax","Undeclared","275","265","43290","39450"
"In post","2023","40-49","HM Revenue and Customs","Tax","Unknown","925","880","35430","34700"
"In post","2023","40-49","HM Revenue and Customs","Unknown","Heterosexual / straight","645","630","43550","36990"
"In post","2023","40-49","HM Revenue and Customs","Unknown","LGBO","50","45","45920","37570"
"In post","2023","40-49","HM Revenue and Customs","Unknown","Undeclared","45","45","44440","41780"
"In post","2023","40-49","HM Revenue and Customs","Unknown","Unknown","310","295","41070","35000"
"In post","2023","40-49","HM Treasury","Commercial","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","40-49","HM Treasury","Commercial","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","HM Treasury","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","40-49","HM Treasury","Communications","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","40-49","HM Treasury","Communications","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","HM Treasury","Communications","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","40-49","HM Treasury","Corporate Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","40-49","HM Treasury","Corporate Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","HM Treasury","Corporate Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","40-49","HM Treasury","Digital, Data and Technology","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","40-49","HM Treasury","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","HM Treasury","Digital, Data and Technology","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","40-49","HM Treasury","Digital, Data and Technology","Unknown","10","10","[c]","[c]"
"In post","2023","40-49","HM Treasury","Economics","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","40-49","HM Treasury","Economics","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","HM Treasury","Economics","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","40-49","HM Treasury","Economics","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","40-49","HM Treasury","Finance","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","40-49","HM Treasury","Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","HM Treasury","Finance","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","40-49","HM Treasury","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","40-49","HM Treasury","Human Resources","Heterosexual / straight","25","20","[c]","[c]"
"In post","2023","40-49","HM Treasury","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","HM Treasury","Internal Audit","Heterosexual / straight","80","75","52570","51350"
