"Status","Year","Function_of_post","Parent_department","Region_london","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2023","No function","Department of Health and Social Care","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","No function","Department of Health and Social Care","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","No function","Food Standards Agency","London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","No function","Food Standards Agency","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","No function","Food Standards Agency","London","SEO/HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","No function","Food Standards Agency","Outside London","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","No function","Food Standards Agency","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","No function","Food Standards Agency","Outside London","SEO/HEO","15","[c]","34770","34070"
"Leaver Dept.","2023","No function","HM Revenue and Customs","London","AA/AO","15","[c]","[c]","[c]"
"Leaver Dept.","2023","No function","HM Revenue and Customs","London","EO","15","[c]","[c]","[c]"
"Leaver Dept.","2023","No function","HM Revenue and Customs","London","G6/G7","20","[c]","[c]","[c]"
"Leaver Dept.","2023","No function","HM Revenue and Customs","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","No function","HM Revenue and Customs","London","SEO/HEO","25","[c]","[c]","[c]"
"Leaver Dept.","2023","No function","HM Revenue and Customs","Outside London","AA/AO","400","[c]","[c]","[c]"
"Leaver Dept.","2023","No function","HM Revenue and Customs","Outside London","EO","135","[c]","[c]","[c]"
"Leaver Dept.","2023","No function","HM Revenue and Customs","Outside London","G6/G7","20","[c]","[c]","[c]"
"Leaver Dept.","2023","No function","HM Revenue and Customs","Outside London","SEO/HEO","110","[c]","[c]","[c]"
"Leaver Dept.","2023","No function","HM Treasury","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","No function","HM Treasury","London","EO","15","[c]","27890","28380"
"Leaver Dept.","2023","No function","HM Treasury","London","G6/G7","75","[c]","58360","54420"
"Leaver Dept.","2023","No function","HM Treasury","London","SCS level","15","[c]","82100","77660"
"Leaver Dept.","2023","No function","HM Treasury","London","SEO/HEO","85","[c]","35220","33820"
"Leaver Dept.","2023","No function","HM Treasury","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","No function","HM Treasury","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","No function","HM Treasury","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","No function","HM Treasury","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","No function","HM Treasury","Outside London","SEO/HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","No function","Home Office","London","AA/AO","25","[c]","26190","26400"
"Leaver Dept.","2023","No function","Home Office","London","EO","100","[c]","29630","29890"
"Leaver Dept.","2023","No function","Home Office","London","G6/G7","120","[c]","62760","59290"
"Leaver Dept.","2023","No function","Home Office","London","SCS level","20","[c]","90030","82380"
"Leaver Dept.","2023","No function","Home Office","London","SEO/HEO","250","[c]","39730","41950"
"Leaver Dept.","2023","No function","Home Office","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","No function","Home Office","Outside London","AA/AO","130","[c]","22350","22400"
"Leaver Dept.","2023","No function","Home Office","Outside London","EO","225","[c]","26400","26160"
"Leaver Dept.","2023","No function","Home Office","Outside London","G6/G7","20","[c]","58170","55320"
"Leaver Dept.","2023","No function","Home Office","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","No function","Home Office","Outside London","SEO/HEO","105","[c]","35700","33130"
"Leaver Dept.","2023","No function","Home Office","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","No function","Home Office","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","No function","Home Office","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","No function","Home Office","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","No function","Ministry of Defence","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","No function","Ministry of Defence","London","EO","10","[c]","30740","30470"
"Leaver Dept.","2023","No function","Ministry of Defence","London","G6/G7","20","[c]","61630","60220"
"Leaver Dept.","2023","No function","Ministry of Defence","London","SEO/HEO","40","[c]","43290","45750"
"Leaver Dept.","2023","No function","Ministry of Defence","Outside London","AA/AO","50","[c]","22040","22220"
"Leaver Dept.","2023","No function","Ministry of Defence","Outside London","EO","15","[c]","26640","27140"
"Leaver Dept.","2023","No function","Ministry of Defence","Outside London","G6/G7","10","[c]","57550","58050"
"Leaver Dept.","2023","No function","Ministry of Defence","Outside London","SEO/HEO","45","[c]","36820","34300"
"Leaver Dept.","2023","No function","Ministry of Defence","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","No function","Ministry of Justice","London","AA/AO","135","[c]","24880","25480"
"Leaver Dept.","2023","No function","Ministry of Justice","London","EO","75","[c]","29380","29660"
"Leaver Dept.","2023","No function","Ministry of Justice","London","G6/G7","55","[c]","60030","56080"
"Leaver Dept.","2023","No function","Ministry of Justice","London","SCS level","10","[c]","[c]","[c]"
"Leaver Dept.","2023","No function","Ministry of Justice","London","SEO/HEO","165","[c]","39280","38370"
"Leaver Dept.","2023","No function","Ministry of Justice","London","Unknown","25","[c]","[c]","[c]"
"Leaver Dept.","2023","No function","Ministry of Justice","Outside London","AA/AO","560","[c]","21470","21780"
"Leaver Dept.","2023","No function","Ministry of Justice","Outside London","EO","140","[c]","25670","25830"
"Leaver Dept.","2023","No function","Ministry of Justice","Outside London","G6/G7","20","[c]","54360","51770"
"Leaver Dept.","2023","No function","Ministry of Justice","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","No function","Ministry of Justice","Outside London","SEO/HEO","150","[c]","34970","35770"
"Leaver Dept.","2023","No function","Ministry of Justice","Outside London","Unknown","120","[c]","[c]","[c]"
"Leaver Dept.","2023","No function","Ministry of Justice","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","No function","National Crime Agency","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","No function","National Crime Agency","London","EO","15","[c]","37290","37730"
"Leaver Dept.","2023","No function","National Crime Agency","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","No function","National Crime Agency","London","SEO/HEO","15","[c]","47590","49140"
"Leaver Dept.","2023","No function","National Crime Agency","Outside London","AA/AO","10","[c]","26970","22950"
"Leaver Dept.","2023","No function","National Crime Agency","Outside London","EO","15","[c]","33500","34180"
"Leaver Dept.","2023","No function","National Crime Agency","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","No function","National Crime Agency","Outside London","SEO/HEO","10","[c]","39260","39430"
"Leaver Dept.","2023","No function","National Crime Agency","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","No function","National Crime Agency","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","No function","Office for Standards in Education, Children's Services and Skills","London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","No function","Office for Standards in Education, Children's Services and Skills","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","No function","Office for Standards in Education, Children's Services and Skills","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","No function","Office for Standards in Education, Children's Services and Skills","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","No function","Office for Standards in Education, Children's Services and Skills","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","No function","Office for Standards in Education, Children's Services and Skills","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","No function","Office for Standards in Education, Children's Services and Skills","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","No function","Office of Gas and Electricity Markets","London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","No function","Office of Gas and Electricity Markets","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","No function","Office of Gas and Electricity Markets","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","No function","Office of Gas and Electricity Markets","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","No function","Office of Gas and Electricity Markets","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","No function","Office of Gas and Electricity Markets","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","No function","Office of Qualifications and Examinations Regulation","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","No function","Office of Qualifications and Examinations Regulation","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","No function","Office of Qualifications and Examinations Regulation","Outside London","SEO/HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","No function","Office of Rail and Road","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","No function","Office of Rail and Road","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","No function","Office of Rail and Road","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","No function","Office of Rail and Road","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","No function","Office of the Secretary of State for Wales","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","No function","Office of the Secretary of State for Wales","London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","No function","Office of the Secretary of State for Wales","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","No function","Office of the Secretary of State for Wales","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","No function","Scottish Government","Outside London","AA/AO","20","[c]","23830","24710"
"Leaver Dept.","2023","No function","Scottish Government","Outside London","EO","10","[c]","31270","31970"
"Leaver Dept.","2023","No function","Scottish Government","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","No function","Scottish Government","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","No function","Scottish Government","Outside London","SEO/HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","No function","The National Archives","London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","No function","The National Archives","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","No function","UK Statistics Authority","London","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","No function","UK Statistics Authority","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","No function","UK Statistics Authority","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","No function","UK Statistics Authority","London","SEO/HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","No function","UK Statistics Authority","Outside London","AA/AO","35","[c]","21270","21200"
"Leaver Dept.","2023","No function","UK Statistics Authority","Outside London","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","No function","UK Statistics Authority","Outside London","G6/G7","10","[c]","[c]","[c]"
"Leaver Dept.","2023","No function","UK Statistics Authority","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","No function","UK Statistics Authority","Outside London","SEO/HEO","25","[c]","33230","31060"
"Leaver Dept.","2023","No function","Water Services Regulation Authority","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","No function","Water Services Regulation Authority","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","No function","Water Services Regulation Authority","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","No function","Welsh Government","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Project Delivery","Attorney General's Departments","London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Project Delivery","Cabinet Office","London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Project Delivery","Cabinet Office","London","G6/G7","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Project Delivery","Cabinet Office","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Project Delivery","Cabinet Office","London","SEO/HEO","40","[c]","31930","32000"
"Leaver Dept.","2023","Project Delivery","Cabinet Office","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Project Delivery","Cabinet Office","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Project Delivery","Cabinet Office","Outside London","SEO/HEO","10","[c]","32440","32960"
"Leaver Dept.","2023","Project Delivery","Cabinet Office","Unknown","SEO/HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Project Delivery","Chancellor's other departments","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Project Delivery","Competition and Markets Authority","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Project Delivery","Competition and Markets Authority","London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Project Delivery","Competition and Markets Authority","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Project Delivery","Competition and Markets Authority","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Project Delivery","Competition and Markets Authority","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Project Delivery","Competition and Markets Authority","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Project Delivery","Competition and Markets Authority","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Project Delivery","Department for Business, Energy and Industrial Strategy","London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Project Delivery","Department for Business, Energy and Industrial Strategy","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Project Delivery","Department for Business, Energy and Industrial Strategy","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Project Delivery","Department for Business, Energy and Industrial Strategy","London","SEO/HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Project Delivery","Department for Business, Energy and Industrial Strategy","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Project Delivery","Department for Business, Energy and Industrial Strategy","Outside London","G6/G7","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Project Delivery","Department for Business, Energy and Industrial Strategy","Outside London","SEO/HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Project Delivery","Department for Digital, Culture, Media and Sport","London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Project Delivery","Department for Digital, Culture, Media and Sport","London","G6/G7","10","[c]","55580","53190"
"Leaver Dept.","2023","Project Delivery","Department for Digital, Culture, Media and Sport","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Project Delivery","Department for Digital, Culture, Media and Sport","London","SEO/HEO","20","[c]","34290","34790"
"Leaver Dept.","2023","Project Delivery","Department for Education","London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Project Delivery","Department for Education","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Project Delivery","Department for Education","London","SEO/HEO","10","[c]","39440","41440"
"Leaver Dept.","2023","Project Delivery","Department for Education","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Project Delivery","Department for Education","Outside London","G6/G7","10","[c]","57780","57350"
"Leaver Dept.","2023","Project Delivery","Department for Education","Outside London","SEO/HEO","25","[c]","35900","37590"
"Leaver Dept.","2023","Project Delivery","Department for Environment, Food and Rural Affairs","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Project Delivery","Department for Environment, Food and Rural Affairs","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Project Delivery","Department for International Trade","London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Project Delivery","Department for International Trade","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Project Delivery","Department for International Trade","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Project Delivery","Department for International Trade","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Project Delivery","Department for Levelling Up, Housing and Communities","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Project Delivery","Department for Levelling Up, Housing and Communities","London","SEO/HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Project Delivery","Department for Levelling Up, Housing and Communities","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Project Delivery","Department for Levelling Up, Housing and Communities","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Project Delivery","Department for Transport","Outside London","EO","10","[c]","27210","27070"
"Leaver Dept.","2023","Project Delivery","Department for Transport","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Project Delivery","Department for Transport","Outside London","SEO/HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Project Delivery","Department for Work and Pensions","London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Project Delivery","Department for Work and Pensions","London","SEO/HEO","10","[c]","40180","39150"
"Leaver Dept.","2023","Project Delivery","Department for Work and Pensions","Outside London","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Project Delivery","Department for Work and Pensions","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Project Delivery","Department for Work and Pensions","Outside London","SEO/HEO","20","[c]","35280","34170"
"Leaver Dept.","2023","Project Delivery","Department for Work and Pensions","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Project Delivery","Department of Health and Social Care","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Project Delivery","Department of Health and Social Care","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Project Delivery","Department of Health and Social Care","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Project Delivery","Estyn","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Project Delivery","Estyn","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Project Delivery","Food Standards Agency","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Project Delivery","Foreign, Commonwealth and Development Office","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Project Delivery","Foreign, Commonwealth and Development Office","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Project Delivery","Foreign, Commonwealth and Development Office","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Project Delivery","Foreign, Commonwealth and Development Office","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Project Delivery","HM Revenue and Customs","London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Project Delivery","HM Revenue and Customs","London","G6/G7","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Project Delivery","HM Revenue and Customs","London","SCS level","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Project Delivery","HM Revenue and Customs","London","SEO/HEO","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Project Delivery","HM Revenue and Customs","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Project Delivery","HM Revenue and Customs","Outside London","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Project Delivery","HM Revenue and Customs","Outside London","G6/G7","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Project Delivery","HM Revenue and Customs","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Project Delivery","HM Revenue and Customs","Outside London","SEO/HEO","30","[c]","[c]","[c]"
"Leaver Dept.","2023","Project Delivery","HM Treasury","London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Project Delivery","HM Treasury","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Project Delivery","HM Treasury","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Project Delivery","HM Treasury","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Project Delivery","Home Office","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Project Delivery","Home Office","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Project Delivery","Home Office","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Project Delivery","Ministry of Defence","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Project Delivery","Ministry of Defence","London","SEO/HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Project Delivery","Ministry of Defence","Outside London","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Project Delivery","Ministry of Defence","Outside London","G6/G7","15","[c]","53940","54540"
"Leaver Dept.","2023","Project Delivery","Ministry of Defence","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Project Delivery","Ministry of Defence","Outside London","SEO/HEO","55","[c]","37800","38060"
"Leaver Dept.","2023","Project Delivery","Ministry of Defence","Outside London","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Project Delivery","Ministry of Defence","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Project Delivery","Ministry of Defence","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Project Delivery","Ministry of Justice","London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Project Delivery","Ministry of Justice","London","SEO/HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Project Delivery","Ministry of Justice","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Project Delivery","Ministry of Justice","Outside London","SEO/HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Project Delivery","National Crime Agency","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Project Delivery","National Crime Agency","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Project Delivery","National Crime Agency","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Project Delivery","Office of Gas and Electricity Markets","London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Project Delivery","Office of Gas and Electricity Markets","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Project Delivery","Office of Gas and Electricity Markets","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Project Delivery","Scottish Government","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Project Delivery","UK Export Finance","London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Project Delivery","UK Statistics Authority","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Project Delivery","UK Statistics Authority","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Project Delivery","UK Statistics Authority","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Project Delivery","UK Statistics Authority","Outside London","SEO/HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Project Delivery","Welsh Government","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Property","Cabinet Office","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Property","Cabinet Office","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Property","Cabinet Office","London","SEO/HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Property","Cabinet Office","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Property","Cabinet Office","Outside London","G6/G7","15","[c]","54240","52260"
"Leaver Dept.","2023","Property","Cabinet Office","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Property","Cabinet Office","Outside London","SEO/HEO","15","[c]","35490","34270"
"Leaver Dept.","2023","Property","Cabinet Office","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Property","Cabinet Office","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Property","Department for Business, Energy and Industrial Strategy","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Property","Department for Digital, Culture, Media and Sport","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Property","Department for Education","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Property","Department for Environment, Food and Rural Affairs","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Property","Department for Environment, Food and Rural Affairs","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Property","Department for Environment, Food and Rural Affairs","Outside London","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Property","Department for Environment, Food and Rural Affairs","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Property","Department for Environment, Food and Rural Affairs","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Property","Department for Transport","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Property","Department for Transport","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Property","Department for Transport","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Property","Department for Work and Pensions","London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Property","Department for Work and Pensions","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Property","Department for Work and Pensions","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Property","Department for Work and Pensions","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Property","Department for Work and Pensions","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Property","Department for Work and Pensions","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Property","Department for Work and Pensions","Outside London","SEO/HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Property","Department of Health and Social Care","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Property","Department of Health and Social Care","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Property","Department of Health and Social Care","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Property","Food Standards Agency","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Property","HM Revenue and Customs","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Property","HM Revenue and Customs","Outside London","AA/AO","40","[c]","22400","22520"
"Leaver Dept.","2023","Property","HM Revenue and Customs","Outside London","EO","20","[c]","26190","26020"
"Leaver Dept.","2023","Property","HM Revenue and Customs","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Property","HM Revenue and Customs","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Property","HM Revenue and Customs","Outside London","SEO/HEO","10","[c]","37940","36210"
