"Status","Year","Disability","Function_of_post","Region_ITL1","Sex","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2023","Declared disabled","Security","East Midlands (England)","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Security","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Security","East of England","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Security","East of England","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Security","East of England","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Security","London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Security","London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Security","London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Security","North East (England)","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Security","North East (England)","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Security","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Security","North West (England)","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Security","North West (England)","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Security","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Security","Northern Ireland","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Security","Northern Ireland","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Security","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Security","Overseas","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Security","Overseas","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Security","Overseas","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Security","Scotland","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Security","Scotland","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Security","Scotland","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Security","South East (England)","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Security","South East (England)","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Security","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Security","South West (England)","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Security","South West (England)","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Security","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Security","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Security","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Security","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Security","Wales","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Security","Wales","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Security","Wales","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Security","West Midlands (England)","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Security","West Midlands (England)","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Security","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Security","Yorkshire and The Humber","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Security","Yorkshire and The Humber","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Security","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Unknown","East Midlands (England)","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Unknown","East Midlands (England)","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Unknown","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Unknown","East of England","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Unknown","East of England","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Unknown","East of England","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Unknown","London","Female","35","[c]","29880","28840"
"New entrant CS","2023","Declared disabled","Unknown","London","Male","15","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Unknown","London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Unknown","North East (England)","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Unknown","North East (England)","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Unknown","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Unknown","North West (England)","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Unknown","North West (England)","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Unknown","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Unknown","Northern Ireland","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Unknown","Northern Ireland","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Unknown","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Unknown","Overseas","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Unknown","Overseas","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Unknown","Overseas","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Unknown","Scotland","Female","125","[c]","31220","29100"
"New entrant CS","2023","Declared disabled","Unknown","Scotland","Male","75","[c]","30320","29100"
"New entrant CS","2023","Declared disabled","Unknown","Scotland","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Unknown","South East (England)","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Unknown","South East (England)","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Unknown","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Unknown","South West (England)","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Unknown","South West (England)","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Unknown","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Unknown","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Unknown","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Unknown","Wales","Female","15","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Unknown","Wales","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Unknown","Wales","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Unknown","West Midlands (England)","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Unknown","West Midlands (England)","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Unknown","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Unknown","Yorkshire and The Humber","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Unknown","Yorkshire and The Humber","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Unknown","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","East Midlands (England)","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","East Midlands (England)","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","East of England","Female","20","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","East of England","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","East of England","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","London","Female","120","[c]","36050","34480"
"New entrant CS","2023","Declared non-disabled","Analysis","London","Male","165","[c]","37300","35010"
"New entrant CS","2023","Declared non-disabled","Analysis","London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","North East (England)","Female","40","[c]","31100","31270"
"New entrant CS","2023","Declared non-disabled","Analysis","North East (England)","Male","25","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","North West (England)","Female","20","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","North West (England)","Male","40","[c]","31420","34170"
"New entrant CS","2023","Declared non-disabled","Analysis","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","Northern Ireland","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","Northern Ireland","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","Scotland","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","Scotland","Male","20","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","Scotland","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","South East (England)","Female","20","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","South East (England)","Male","15","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","South West (England)","Female","20","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","South West (England)","Male","20","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","Wales","Female","30","[c]","32530","31560"
"New entrant CS","2023","Declared non-disabled","Analysis","Wales","Male","45","[c]","29970","31060"
"New entrant CS","2023","Declared non-disabled","Analysis","Wales","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","West Midlands (England)","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","West Midlands (England)","Male","20","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","Yorkshire and The Humber","Female","15","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","Yorkshire and The Humber","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Commercial","East Midlands (England)","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Commercial","East Midlands (England)","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Commercial","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Commercial","East of England","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Commercial","East of England","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Commercial","East of England","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Commercial","London","Female","35","[c]","53210","39260"
"New entrant CS","2023","Declared non-disabled","Commercial","London","Male","40","[c]","46650","38140"
