"Status","Year","Age","Organisation","Profession_of_post","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","50-59","Met Office","Finance","G7","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Met Office","Finance","HEO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Met Office","Finance","SEO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Met Office","Human Resources","EO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Met Office","Human Resources","G6","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Met Office","Human Resources","G7","5","5","[c]","[c]"
"In post","2023","50-59","Met Office","Human Resources","HEO","10","10","[c]","[c]"
"In post","2023","50-59","Met Office","Human Resources","SEO","10","10","[c]","[c]"
"In post","2023","50-59","Met Office","Internal Audit","G6","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Met Office","Internal Audit","SEO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Met Office","Legal","G7","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Met Office","Operational Delivery","AO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Met Office","Operational Delivery","EO","5","5","[c]","[c]"
"In post","2023","50-59","Met Office","Operational Delivery","G6","10","10","[c]","[c]"
"In post","2023","50-59","Met Office","Operational Delivery","G7","15","10","47610","47960"
"In post","2023","50-59","Met Office","Operational Delivery","HEO","15","15","32570","32730"
"In post","2023","50-59","Met Office","Operational Delivery","SEO","35","35","39480","39650"
"In post","2023","50-59","Met Office","Other","AO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Met Office","Other","EO","15","15","25470","25630"
"In post","2023","50-59","Met Office","Other","G6","10","10","[c]","[c]"
"In post","2023","50-59","Met Office","Other","G7","20","20","47750","47960"
"In post","2023","50-59","Met Office","Other","HEO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Met Office","Other","SEO","10","10","38780","39650"
"In post","2023","50-59","Met Office","Policy","G6","30","30","65010","65410"
"In post","2023","50-59","Met Office","Policy","G7","5","5","[c]","[c]"
"In post","2023","50-59","Met Office","Policy","SCS level","5","5","[c]","[c]"
"In post","2023","50-59","Met Office","Project Delivery","EO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Met Office","Project Delivery","G6","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Met Office","Project Delivery","G7","20","20","47270","47960"
"In post","2023","50-59","Met Office","Project Delivery","HEO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Met Office","Project Delivery","SEO","5","5","[c]","[c]"
"In post","2023","50-59","Met Office","Property","G6","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Met Office","Property","G7","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Met Office","Property","HEO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Met Office","Property","SEO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Met Office","Science and Engineering","EO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Met Office","Science and Engineering","G6","25","20","59650","60490"
"In post","2023","50-59","Met Office","Science and Engineering","G7","50","50","48460","47960"
"In post","2023","50-59","Met Office","Science and Engineering","HEO","25","25","34960","35730"
"In post","2023","50-59","Met Office","Science and Engineering","SEO","70","65","40760","39680"
"In post","2023","50-59","Met Office","Security","G7","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Met Office","Security","SEO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Ministry of Defence (excl. agencies)","Commercial","AO","10","10","[c]","[c]"
"In post","2023","50-59","Ministry of Defence (excl. agencies)","Commercial","EO","50","50","28340","27470"
"In post","2023","50-59","Ministry of Defence (excl. agencies)","Commercial","G6","10","10","[c]","[c]"
"In post","2023","50-59","Ministry of Defence (excl. agencies)","Commercial","G7","25","25","53450","56180"
"In post","2023","50-59","Ministry of Defence (excl. agencies)","Commercial","HEO","80","80","35260","34830"
"In post","2023","50-59","Ministry of Defence (excl. agencies)","Commercial","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Ministry of Defence (excl. agencies)","Commercial","SEO","95","95","43020","42700"
"In post","2023","50-59","Ministry of Defence (excl. agencies)","Communications","AA","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Ministry of Defence (excl. agencies)","Communications","AO","35","35","22610","22220"
"In post","2023","50-59","Ministry of Defence (excl. agencies)","Communications","EO","55","50","28700","29080"
"In post","2023","50-59","Ministry of Defence (excl. agencies)","Communications","G6","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Ministry of Defence (excl. agencies)","Communications","G7","10","10","57970","58110"
"In post","2023","50-59","Ministry of Defence (excl. agencies)","Communications","HEO","40","40","35090","34300"
"In post","2023","50-59","Ministry of Defence (excl. agencies)","Communications","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Ministry of Defence (excl. agencies)","Communications","SEO","30","30","44120","42170"
"In post","2023","50-59","Ministry of Defence (excl. agencies)","Counter Fraud","EO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Ministry of Defence (excl. agencies)","Counter Fraud","G6","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Ministry of Defence (excl. agencies)","Counter Fraud","G7","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Ministry of Defence (excl. agencies)","Counter Fraud","HEO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Ministry of Defence (excl. agencies)","Counter Fraud","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Ministry of Defence (excl. agencies)","Counter Fraud","SEO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Ministry of Defence (excl. agencies)","Digital, Data and Technology","AO","45","45","22850","22220"
"In post","2023","50-59","Ministry of Defence (excl. agencies)","Digital, Data and Technology","EO","145","145","29030","27470"
"In post","2023","50-59","Ministry of Defence (excl. agencies)","Digital, Data and Technology","G6","35","35","67110","66140"
"In post","2023","50-59","Ministry of Defence (excl. agencies)","Digital, Data and Technology","G7","75","75","55690","56180"
"In post","2023","50-59","Ministry of Defence (excl. agencies)","Digital, Data and Technology","HEO","205","200","35700","34300"
"In post","2023","50-59","Ministry of Defence (excl. agencies)","Digital, Data and Technology","SCS level","10","10","111440","117800"
"In post","2023","50-59","Ministry of Defence (excl. agencies)","Digital, Data and Technology","SEO","155","150","42180","41800"
"In post","2023","50-59","Ministry of Defence (excl. agencies)","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Ministry of Defence (excl. agencies)","Finance","AA","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Ministry of Defence (excl. agencies)","Finance","AO","50","45","22710","22220"
"In post","2023","50-59","Ministry of Defence (excl. agencies)","Finance","EO","160","155","28370","27470"
"In post","2023","50-59","Ministry of Defence (excl. agencies)","Finance","G6","25","25","68770","69140"
"In post","2023","50-59","Ministry of Defence (excl. agencies)","Finance","G7","65","65","58750","59180"
"In post","2023","50-59","Ministry of Defence (excl. agencies)","Finance","HEO","125","120","36320","34300"
"In post","2023","50-59","Ministry of Defence (excl. agencies)","Finance","SCS level","20","20","87750","82750"
"In post","2023","50-59","Ministry of Defence (excl. agencies)","Finance","SEO","135","135","46170","44990"
"In post","2023","50-59","Ministry of Defence (excl. agencies)","Human Resources","AA","20","15","21290","21380"
"In post","2023","50-59","Ministry of Defence (excl. agencies)","Human Resources","AO","175","165","22440","22220"
"In post","2023","50-59","Ministry of Defence (excl. agencies)","Human Resources","EO","600","595","29140","27740"
"In post","2023","50-59","Ministry of Defence (excl. agencies)","Human Resources","G6","30","30","71150","70650"
"In post","2023","50-59","Ministry of Defence (excl. agencies)","Human Resources","G7","85","80","59270","56180"
"In post","2023","50-59","Ministry of Defence (excl. agencies)","Human Resources","HEO","430","425","38430","34300"
"In post","2023","50-59","Ministry of Defence (excl. agencies)","Human Resources","SCS level","10","10","[c]","[c]"
"In post","2023","50-59","Ministry of Defence (excl. agencies)","Human Resources","SEO","175","175","45020","43000"
"In post","2023","50-59","Ministry of Defence (excl. agencies)","Human Resources","Unknown","5","5","[c]","[c]"
"In post","2023","50-59","Ministry of Defence (excl. agencies)","Intelligence Analysis","AO","5","5","[c]","[c]"
"In post","2023","50-59","Ministry of Defence (excl. agencies)","Intelligence Analysis","EO","40","35","30700","30680"
"In post","2023","50-59","Ministry of Defence (excl. agencies)","Intelligence Analysis","G6","5","5","[c]","[c]"
"In post","2023","50-59","Ministry of Defence (excl. agencies)","Intelligence Analysis","G7","15","15","60490","60510"
"In post","2023","50-59","Ministry of Defence (excl. agencies)","Intelligence Analysis","HEO","65","65","36450","35650"
"In post","2023","50-59","Ministry of Defence (excl. agencies)","Intelligence Analysis","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Ministry of Defence (excl. agencies)","Intelligence Analysis","SEO","40","40","45840","44980"
"In post","2023","50-59","Ministry of Defence (excl. agencies)","Internal Audit","AO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Ministry of Defence (excl. agencies)","Internal Audit","EO","10","10","28550","27470"
"In post","2023","50-59","Ministry of Defence (excl. agencies)","Internal Audit","G6","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Ministry of Defence (excl. agencies)","Internal Audit","G7","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Ministry of Defence (excl. agencies)","Internal Audit","HEO","15","15","35730","34470"
"In post","2023","50-59","Ministry of Defence (excl. agencies)","Internal Audit","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Ministry of Defence (excl. agencies)","Internal Audit","SEO","15","15","45140","42850"
"In post","2023","50-59","Ministry of Defence (excl. agencies)","Knowledge and Information Management","AA","5","5","[c]","[c]"
"In post","2023","50-59","Ministry of Defence (excl. agencies)","Knowledge and Information Management","AO","85","85","23520","22220"
"In post","2023","50-59","Ministry of Defence (excl. agencies)","Knowledge and Information Management","EO","90","90","28440","27470"
"In post","2023","50-59","Ministry of Defence (excl. agencies)","Knowledge and Information Management","G6","5","5","[c]","[c]"
"In post","2023","50-59","Ministry of Defence (excl. agencies)","Knowledge and Information Management","G7","10","10","[c]","[c]"
"In post","2023","50-59","Ministry of Defence (excl. agencies)","Knowledge and Information Management","HEO","60","60","34980","34300"
"In post","2023","50-59","Ministry of Defence (excl. agencies)","Knowledge and Information Management","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Ministry of Defence (excl. agencies)","Knowledge and Information Management","SEO","30","30","43680","42750"
"In post","2023","50-59","Ministry of Defence (excl. agencies)","Legal","EO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Ministry of Defence (excl. agencies)","Legal","G6","5","5","[c]","[c]"
"In post","2023","50-59","Ministry of Defence (excl. agencies)","Legal","G7","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Ministry of Defence (excl. agencies)","Legal","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Ministry of Defence (excl. agencies)","Medicine","AA","15","10","19890","19770"
"In post","2023","50-59","Ministry of Defence (excl. agencies)","Medicine","AO","40","35","24830","24680"
"In post","2023","50-59","Ministry of Defence (excl. agencies)","Medicine","EO","75","70","34450","32930"
"In post","2023","50-59","Ministry of Defence (excl. agencies)","Medicine","G6","100","85","91180","93060"
"In post","2023","50-59","Ministry of Defence (excl. agencies)","Medicine","G7","55","45","68170","74080"
"In post","2023","50-59","Ministry of Defence (excl. agencies)","Medicine","HEO","120","110","40460","40590"
"In post","2023","50-59","Ministry of Defence (excl. agencies)","Medicine","SCS level","10","10","116430","116600"
"In post","2023","50-59","Ministry of Defence (excl. agencies)","Medicine","SEO","45","40","47060","47670"
"In post","2023","50-59","Ministry of Defence (excl. agencies)","Medicine","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Ministry of Defence (excl. agencies)","Operational Delivery","AA","230","210","21550","21380"
"In post","2023","50-59","Ministry of Defence (excl. agencies)","Operational Delivery","AO","1535","1460","22720","22220"
"In post","2023","50-59","Ministry of Defence (excl. agencies)","Operational Delivery","EO","560","545","28360","27470"
"In post","2023","50-59","Ministry of Defence (excl. agencies)","Operational Delivery","G6","30","30","67140","66140"
"In post","2023","50-59","Ministry of Defence (excl. agencies)","Operational Delivery","G7","65","65","54890","56180"
"In post","2023","50-59","Ministry of Defence (excl. agencies)","Operational Delivery","HEO","510","505","35190","34300"
"In post","2023","50-59","Ministry of Defence (excl. agencies)","Operational Delivery","SCS level","15","15","85020","80520"
"In post","2023","50-59","Ministry of Defence (excl. agencies)","Operational Delivery","SEO","215","215","42940","41800"
"In post","2023","50-59","Ministry of Defence (excl. agencies)","Operational Delivery","Unknown","10","10","40970","37780"
"In post","2023","50-59","Ministry of Defence (excl. agencies)","Other","AA","445","440","20210","19770"
"In post","2023","50-59","Ministry of Defence (excl. agencies)","Other","AO","465","460","22080","21600"
"In post","2023","50-59","Ministry of Defence (excl. agencies)","Other","EO","110","110","27680","27470"
"In post","2023","50-59","Ministry of Defence (excl. agencies)","Other","G6","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Ministry of Defence (excl. agencies)","Other","G7","10","10","64550","66250"
"In post","2023","50-59","Ministry of Defence (excl. agencies)","Other","HEO","70","70","35480","34300"
"In post","2023","50-59","Ministry of Defence (excl. agencies)","Other","SEO","40","40","48620","42210"
"In post","2023","50-59","Ministry of Defence (excl. agencies)","Other","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Ministry of Defence (excl. agencies)","Policy","AA","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Ministry of Defence (excl. agencies)","Policy","AO","40","40","24330","23780"
"In post","2023","50-59","Ministry of Defence (excl. agencies)","Policy","EO","60","60","29970","29570"
"In post","2023","50-59","Ministry of Defence (excl. agencies)","Policy","G6","25","25","71310","70470"
"In post","2023","50-59","Ministry of Defence (excl. agencies)","Policy","G7","30","30","59000","60220"
"In post","2023","50-59","Ministry of Defence (excl. agencies)","Policy","HEO","50","45","36150","35520"
"In post","2023","50-59","Ministry of Defence (excl. agencies)","Policy","SCS level","25","25","96230","83340"
"In post","2023","50-59","Ministry of Defence (excl. agencies)","Policy","SEO","80","75","44920","45750"
"In post","2023","50-59","Ministry of Defence (excl. agencies)","Project Delivery","AO","5","5","[c]","[c]"
"In post","2023","50-59","Ministry of Defence (excl. agencies)","Project Delivery","EO","45","45","27870","27470"
"In post","2023","50-59","Ministry of Defence (excl. agencies)","Project Delivery","G6","95","95","67500","66140"
"In post","2023","50-59","Ministry of Defence (excl. agencies)","Project Delivery","G7","180","180","55600","56180"
"In post","2023","50-59","Ministry of Defence (excl. agencies)","Project Delivery","HEO","175","175","34640","34300"
"In post","2023","50-59","Ministry of Defence (excl. agencies)","Project Delivery","SCS level","35","35","88500","85000"
"In post","2023","50-59","Ministry of Defence (excl. agencies)","Project Delivery","SEO","320","315","42360","41800"
"In post","2023","50-59","Ministry of Defence (excl. agencies)","Property","AA","170","170","19240","18830"
"In post","2023","50-59","Ministry of Defence (excl. agencies)","Property","AO","25","25","23150","22600"
"In post","2023","50-59","Ministry of Defence (excl. agencies)","Property","EO","110","110","27840","27470"
"In post","2023","50-59","Ministry of Defence (excl. agencies)","Property","G6","30","30","64970","65410"
"In post","2023","50-59","Ministry of Defence (excl. agencies)","Property","G7","75","75","55240","56180"
"In post","2023","50-59","Ministry of Defence (excl. agencies)","Property","HEO","240","240","34730","34300"
"In post","2023","50-59","Ministry of Defence (excl. agencies)","Property","SCS level","10","10","100490","87080"
"In post","2023","50-59","Ministry of Defence (excl. agencies)","Property","SEO","155","150","42680","41800"
"In post","2023","50-59","Ministry of Defence (excl. agencies)","Science and Engineering","AA","15","15","19690","19770"
"In post","2023","50-59","Ministry of Defence (excl. agencies)","Science and Engineering","AO","125","125","23290","23430"
"In post","2023","50-59","Ministry of Defence (excl. agencies)","Science and Engineering","EO","115","115","27400","26810"
"In post","2023","50-59","Ministry of Defence (excl. agencies)","Science and Engineering","G6","15","15","73450","72140"
"In post","2023","50-59","Ministry of Defence (excl. agencies)","Science and Engineering","G7","65","65","59520","59190"
"In post","2023","50-59","Ministry of Defence (excl. agencies)","Science and Engineering","HEO","70","70","37870","35140"
"In post","2023","50-59","Ministry of Defence (excl. agencies)","Science and Engineering","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Ministry of Defence (excl. agencies)","Science and Engineering","SEO","85","85","46170","43440"
"In post","2023","50-59","Ministry of Defence (excl. agencies)","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Ministry of Defence (excl. agencies)","Security","AA","945","935","22480","21380"
"In post","2023","50-59","Ministry of Defence (excl. agencies)","Security","AO","730","720","37300","40880"
"In post","2023","50-59","Ministry of Defence (excl. agencies)","Security","EO","310","305","38290","40880"
"In post","2023","50-59","Ministry of Defence (excl. agencies)","Security","G6","10","10","87370","79710"
"In post","2023","50-59","Ministry of Defence (excl. agencies)","Security","G7","30","30","60170","58720"
"In post","2023","50-59","Ministry of Defence (excl. agencies)","Security","HEO","170","170","45120","38680"
"In post","2023","50-59","Ministry of Defence (excl. agencies)","Security","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Ministry of Defence (excl. agencies)","Security","SEO","60","60","51760","44020"
"In post","2023","50-59","Ministry of Defence (excl. agencies)","Statistics","AO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Ministry of Defence (excl. agencies)","Statistics","EO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Ministry of Defence (excl. agencies)","Statistics","G6","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Ministry of Defence (excl. agencies)","Statistics","G7","5","5","[c]","[c]"
"In post","2023","50-59","Ministry of Defence (excl. agencies)","Statistics","HEO","15","15","35460","34300"
"In post","2023","50-59","Ministry of Defence (excl. agencies)","Statistics","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Ministry of Defence (excl. agencies)","Statistics","SEO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Ministry of Defence (excl. agencies)","Unknown","AA","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Ministry of Defence (excl. agencies)","Unknown","AO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Ministry of Defence (excl. agencies)","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Ministry of Defence (excl. agencies)","Unknown","HEO","5","5","[c]","[c]"
"In post","2023","50-59","Ministry of Defence (excl. agencies)","Unknown","SEO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Ministry of Justice (excl. agencies)","Commercial","AA","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Ministry of Justice (excl. agencies)","Commercial","AO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Ministry of Justice (excl. agencies)","Commercial","EO","15","15","26280","26320"
"In post","2023","50-59","Ministry of Justice (excl. agencies)","Commercial","G6","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Ministry of Justice (excl. agencies)","Commercial","G7","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Ministry of Justice (excl. agencies)","Commercial","HEO","10","10","34330","35410"
"In post","2023","50-59","Ministry of Justice (excl. agencies)","Commercial","SEO","30","30","43240","43650"
"In post","2023","50-59","Ministry of Justice (excl. agencies)","Communications","G6","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Ministry of Justice (excl. agencies)","Communications","G7","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Ministry of Justice (excl. agencies)","Communications","HEO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Ministry of Justice (excl. agencies)","Communications","SEO","5","5","[c]","[c]"
"In post","2023","50-59","Ministry of Justice (excl. agencies)","Counter Fraud","G7","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Ministry of Justice (excl. agencies)","Counter Fraud","SEO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Ministry of Justice (excl. agencies)","Digital, Data and Technology","AO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Ministry of Justice (excl. agencies)","Digital, Data and Technology","EO","10","10","26900","26500"
"In post","2023","50-59","Ministry of Justice (excl. agencies)","Digital, Data and Technology","G6","20","20","71850","70700"
"In post","2023","50-59","Ministry of Justice (excl. agencies)","Digital, Data and Technology","G7","100","100","58940","59290"
"In post","2023","50-59","Ministry of Justice (excl. agencies)","Digital, Data and Technology","HEO","35","35","34310","34450"
"In post","2023","50-59","Ministry of Justice (excl. agencies)","Digital, Data and Technology","SCS level","5","5","[c]","[c]"
"In post","2023","50-59","Ministry of Justice (excl. agencies)","Digital, Data and Technology","SEO","60","60","42910","43650"
"In post","2023","50-59","Ministry of Justice (excl. agencies)","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Ministry of Justice (excl. agencies)","Economics","G6","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Ministry of Justice (excl. agencies)","Economics","G7","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Ministry of Justice (excl. agencies)","Economics","SEO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Ministry of Justice (excl. agencies)","Finance","AO","5","5","[c]","[c]"
"In post","2023","50-59","Ministry of Justice (excl. agencies)","Finance","EO","25","25","27970","27170"
"In post","2023","50-59","Ministry of Justice (excl. agencies)","Finance","G6","15","15","72280","72720"
"In post","2023","50-59","Ministry of Justice (excl. agencies)","Finance","G7","40","40","58960","59590"
"In post","2023","50-59","Ministry of Justice (excl. agencies)","Finance","HEO","25","25","35100","35410"
"In post","2023","50-59","Ministry of Justice (excl. agencies)","Finance","SCS level","5","5","[c]","[c]"
"In post","2023","50-59","Ministry of Justice (excl. agencies)","Finance","SEO","65","65","42660","41510"
"In post","2023","50-59","Ministry of Justice (excl. agencies)","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Ministry of Justice (excl. agencies)","Human Resources","AO","10","10","[c]","[c]"
"In post","2023","50-59","Ministry of Justice (excl. agencies)","Human Resources","EO","20","15","27510","27170"
"In post","2023","50-59","Ministry of Justice (excl. agencies)","Human Resources","G6","15","15","70480","70550"
"In post","2023","50-59","Ministry of Justice (excl. agencies)","Human Resources","G7","55","55","58100","59190"
"In post","2023","50-59","Ministry of Justice (excl. agencies)","Human Resources","HEO","100","100","33450","32410"
"In post","2023","50-59","Ministry of Justice (excl. agencies)","Human Resources","SCS level","5","5","[c]","[c]"
"In post","2023","50-59","Ministry of Justice (excl. agencies)","Human Resources","SEO","90","85","40960","41510"
"In post","2023","50-59","Ministry of Justice (excl. agencies)","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Ministry of Justice (excl. agencies)","Knowledge and Information Management","AA","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Ministry of Justice (excl. agencies)","Knowledge and Information Management","AO","10","10","[c]","[c]"
"In post","2023","50-59","Ministry of Justice (excl. agencies)","Knowledge and Information Management","EO","5","5","[c]","[c]"
"In post","2023","50-59","Ministry of Justice (excl. agencies)","Knowledge and Information Management","G7","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Ministry of Justice (excl. agencies)","Knowledge and Information Management","HEO","5","5","[c]","[c]"
"In post","2023","50-59","Ministry of Justice (excl. agencies)","Knowledge and Information Management","SEO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Ministry of Justice (excl. agencies)","Legal","EO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Ministry of Justice (excl. agencies)","Legal","G6","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Ministry of Justice (excl. agencies)","Legal","G7","10","10","58340","57740"
"In post","2023","50-59","Ministry of Justice (excl. agencies)","Operational Delivery","AA","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Ministry of Justice (excl. agencies)","Operational Delivery","AO","30","30","23500","21780"
"In post","2023","50-59","Ministry of Justice (excl. agencies)","Operational Delivery","EO","50","50","29070","29660"
"In post","2023","50-59","Ministry of Justice (excl. agencies)","Operational Delivery","G6","10","10","[c]","[c]"
"In post","2023","50-59","Ministry of Justice (excl. agencies)","Operational Delivery","G7","50","50","57500","56350"
"In post","2023","50-59","Ministry of Justice (excl. agencies)","Operational Delivery","HEO","90","90","35460","35410"
"In post","2023","50-59","Ministry of Justice (excl. agencies)","Operational Delivery","SCS level","10","10","[c]","[c]"
"In post","2023","50-59","Ministry of Justice (excl. agencies)","Operational Delivery","SEO","50","45","43770","43650"
"In post","2023","50-59","Ministry of Justice (excl. agencies)","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Ministry of Justice (excl. agencies)","Operational Research","G6","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Ministry of Justice (excl. agencies)","Operational Research","G7","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Ministry of Justice (excl. agencies)","Operational Research","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Ministry of Justice (excl. agencies)","Operational Research","SEO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Ministry of Justice (excl. agencies)","Other","EO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Ministry of Justice (excl. agencies)","Other","G6","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Ministry of Justice (excl. agencies)","Other","G7","5","5","[c]","[c]"
"In post","2023","50-59","Ministry of Justice (excl. agencies)","Other","HEO","5","5","[c]","[c]"
"In post","2023","50-59","Ministry of Justice (excl. agencies)","Other","SEO","10","10","41420","41510"
"In post","2023","50-59","Ministry of Justice (excl. agencies)","Policy","AO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Ministry of Justice (excl. agencies)","Policy","EO","15","15","30160","29660"
"In post","2023","50-59","Ministry of Justice (excl. agencies)","Policy","G6","15","15","68700","67640"
"In post","2023","50-59","Ministry of Justice (excl. agencies)","Policy","G7","35","30","59220","58920"
"In post","2023","50-59","Ministry of Justice (excl. agencies)","Policy","HEO","20","20","34940","35410"
"In post","2023","50-59","Ministry of Justice (excl. agencies)","Policy","SCS level","5","5","[c]","[c]"
"In post","2023","50-59","Ministry of Justice (excl. agencies)","Policy","SEO","35","35","43570","43650"
"In post","2023","50-59","Ministry of Justice (excl. agencies)","Project Delivery","EO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Ministry of Justice (excl. agencies)","Project Delivery","G6","10","10","67550","67650"
"In post","2023","50-59","Ministry of Justice (excl. agencies)","Project Delivery","G7","20","20","55450","56080"
"In post","2023","50-59","Ministry of Justice (excl. agencies)","Project Delivery","HEO","10","10","[c]","[c]"
"In post","2023","50-59","Ministry of Justice (excl. agencies)","Project Delivery","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Ministry of Justice (excl. agencies)","Project Delivery","SEO","10","10","40720","40240"
"In post","2023","50-59","Ministry of Justice (excl. agencies)","Property","AO","10","10","22390","21780"
"In post","2023","50-59","Ministry of Justice (excl. agencies)","Property","EO","5","5","[c]","[c]"
"In post","2023","50-59","Ministry of Justice (excl. agencies)","Property","G6","15","15","67670","66700"
"In post","2023","50-59","Ministry of Justice (excl. agencies)","Property","G7","40","40","56820","56710"
"In post","2023","50-59","Ministry of Justice (excl. agencies)","Property","HEO","10","10","34530","35410"
"In post","2023","50-59","Ministry of Justice (excl. agencies)","Property","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Ministry of Justice (excl. agencies)","Property","SEO","60","60","41600","41510"
"In post","2023","50-59","Ministry of Justice (excl. agencies)","Security","EO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Ministry of Justice (excl. agencies)","Security","G6","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Ministry of Justice (excl. agencies)","Security","G7","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Ministry of Justice (excl. agencies)","Security","HEO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Ministry of Justice (excl. agencies)","Security","SCS level","[c]","[c]","[c]","[c]"
