"Status","Year","Organisation","Parent_department","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Intellectual Property Office","Department for Business, Energy and Industrial Strategy","SEO","415","400","43820","42910"
"In post","2023","Legal Aid Agency","Ministry of Justice","AA","25","20","20070","19930"
"In post","2023","Legal Aid Agency","Ministry of Justice","AO","410","370","21880","21780"
"In post","2023","Legal Aid Agency","Ministry of Justice","EO","345","320","26400","25830"
"In post","2023","Legal Aid Agency","Ministry of Justice","G6","20","20","69960","65900"
"In post","2023","Legal Aid Agency","Ministry of Justice","G7","80","80","58680","56500"
"In post","2023","Legal Aid Agency","Ministry of Justice","HEO","145","140","32520","31270"
"In post","2023","Legal Aid Agency","Ministry of Justice","SCS level","10","10","88650","79220"
"In post","2023","Legal Aid Agency","Ministry of Justice","SEO","150","145","41370","41510"
"In post","2023","Maritime and Coastguard Agency","Department for Transport","AA","[c]","[c]","[c]","[c]"
"In post","2023","Maritime and Coastguard Agency","Department for Transport","AO","240","225","22590","22500"
"In post","2023","Maritime and Coastguard Agency","Department for Transport","EO","235","230","27190","26960"
"In post","2023","Maritime and Coastguard Agency","Department for Transport","G6","35","35","65170","63780"
"In post","2023","Maritime and Coastguard Agency","Department for Transport","G7","135","135","54660","55240"
"In post","2023","Maritime and Coastguard Agency","Department for Transport","HEO","275","270","32250","31940"
"In post","2023","Maritime and Coastguard Agency","Department for Transport","SCS level","5","5","[c]","[c]"
"In post","2023","Maritime and Coastguard Agency","Department for Transport","SEO","270","265","42460","41090"
"In post","2023","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","AA","[c]","[c]","[c]","[c]"
"In post","2023","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","AO","15","15","24520","24520"
"In post","2023","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","EO","170","165","28400","28220"
"In post","2023","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","G6","160","155","69270","68260"
"In post","2023","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","G7","255","245","54840","54720"
"In post","2023","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","HEO","170","165","34220","33940"
"In post","2023","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","SCS level","125","115","86940","83550"
"In post","2023","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","SEO","280","275","42080","41480"
"In post","2023","Met Office","Department for Business, Energy and Industrial Strategy","AA","60","60","19020","19080"
"In post","2023","Met Office","Department for Business, Energy and Industrial Strategy","AO","80","80","20910","20660"
"In post","2023","Met Office","Department for Business, Energy and Industrial Strategy","EO","215","205","25880","26100"
"In post","2023","Met Office","Department for Business, Energy and Industrial Strategy","G6","175","165","61050","60490"
"In post","2023","Met Office","Department for Business, Energy and Industrial Strategy","G7","480","455","48040","47960"
"In post","2023","Met Office","Department for Business, Energy and Industrial Strategy","HEO","510","490","32870","32730"
"In post","2023","Met Office","Department for Business, Energy and Industrial Strategy","SCS level","10","10","105630","96010"
"In post","2023","Met Office","Department for Business, Energy and Industrial Strategy","SEO","765","715","39850","39650"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","AA","4620","4455","21490","21380"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","AO","9265","8855","26210","22220"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","EO","6930","6735","29550","27470"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","G6","1135","1065","73740","70470"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","G7","2375","2320","57910","56180"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","HEO","7245","7055","36520","34300"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","SCS level","395","380","92180","84720"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","SEO","5295","5155","44070","41800"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Unknown","65","60","45290","40000"
"In post","2023","Ministry of Justice (excl. agencies)","Ministry of Justice","AA","15","15","21200","19930"
"In post","2023","Ministry of Justice (excl. agencies)","Ministry of Justice","AO","300","280","23250","21780"
"In post","2023","Ministry of Justice (excl. agencies)","Ministry of Justice","EO","830","805","28270","29660"
"In post","2023","Ministry of Justice (excl. agencies)","Ministry of Justice","G6","430","420","69020","67440"
"In post","2023","Ministry of Justice (excl. agencies)","Ministry of Justice","G7","1620","1580","57470","56080"
"In post","2023","Ministry of Justice (excl. agencies)","Ministry of Justice","HEO","1715","1675","33980","35410"
"In post","2023","Ministry of Justice (excl. agencies)","Ministry of Justice","SCS level","165","160","89160","82450"
"In post","2023","Ministry of Justice (excl. agencies)","Ministry of Justice","SEO","2010","1965","42270","43650"
"In post","2023","Ministry of Justice (excl. agencies)","Ministry of Justice","Unknown","50","45","37790","37680"
"In post","2023","National Crime Agency","National Crime Agency","AO","215","200","26070","26550"
"In post","2023","National Crime Agency","National Crime Agency","EO","2410","2335","36190","36040"
"In post","2023","National Crime Agency","National Crime Agency","G6","110","110","75420","73770"
"In post","2023","National Crime Agency","National Crime Agency","G7","315","310","63160","62890"
"In post","2023","National Crime Agency","National Crime Agency","HEO","1670","1630","43520","43350"
"In post","2023","National Crime Agency","National Crime Agency","SCS level","35","35","106040","94730"
"In post","2023","National Crime Agency","National Crime Agency","SEO","810","800","49620","49180"
"In post","2023","National Infrastructure Commission","HM Treasury","EO","[c]","[c]","[c]","[c]"
"In post","2023","National Infrastructure Commission","HM Treasury","G6","10","5","[c]","[c]"
"In post","2023","National Infrastructure Commission","HM Treasury","G7","20","20","55530","53410"
"In post","2023","National Infrastructure Commission","HM Treasury","HEO","10","10","36700","35500"
"In post","2023","National Infrastructure Commission","HM Treasury","SCS level","5","5","[c]","[c]"
"In post","2023","National Records of Scotland","Scottish Government","AA","115","110","24540","24890"
"In post","2023","National Records of Scotland","Scottish Government","AO","35","30","27000","27740"
"In post","2023","National Records of Scotland","Scottish Government","EO","70","65","31860","31940"
"In post","2023","National Records of Scotland","Scottish Government","G6","25","25","77950","79110"
"In post","2023","National Records of Scotland","Scottish Government","G7","30","30","58820","58100"
"In post","2023","National Records of Scotland","Scottish Government","HEO","105","100","38020","38330"
"In post","2023","National Records of Scotland","Scottish Government","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","National Records of Scotland","Scottish Government","SEO","70","70","47740","49860"
"In post","2023","National Savings and Investments","Chancellor's other departments","AO","[c]","[c]","[c]","[c]"
"In post","2023","National Savings and Investments","Chancellor's other departments","EO","20","20","28210","27350"
"In post","2023","National Savings and Investments","Chancellor's other departments","G6","20","20","74970","75000"
"In post","2023","National Savings and Investments","Chancellor's other departments","G7","70","70","55190","54840"
"In post","2023","National Savings and Investments","Chancellor's other departments","HEO","30","30","37510","38220"
"In post","2023","National Savings and Investments","Chancellor's other departments","SCS level","15","15","107460","109650"
"In post","2023","National Savings and Investments","Chancellor's other departments","SEO","50","50","45610","45000"
"In post","2023","Northern Ireland Office","Northern Ireland Office","AO","10","10","[c]","[c]"
"In post","2023","Northern Ireland Office","Northern Ireland Office","EO","10","10","27970","28420"
"In post","2023","Northern Ireland Office","Northern Ireland Office","G6","5","5","[c]","[c]"
"In post","2023","Northern Ireland Office","Northern Ireland Office","G7","40","40","55460","55720"
"In post","2023","Northern Ireland Office","Northern Ireland Office","HEO","25","25","33030","31270"
"In post","2023","Northern Ireland Office","Northern Ireland Office","SCS level","20","20","89660","77680"
"In post","2023","Northern Ireland Office","Northern Ireland Office","SEO","55","55","40440","37680"
"In post","2023","Office for Budget Responsibility","HM Treasury","EO","5","5","[c]","[c]"
"In post","2023","Office for Budget Responsibility","HM Treasury","G6","10","5","[c]","[c]"
"In post","2023","Office for Budget Responsibility","HM Treasury","G7","15","15","56370","54810"
"In post","2023","Office for Budget Responsibility","HM Treasury","HEO","10","10","38380","37060"
"In post","2023","Office for Budget Responsibility","HM Treasury","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Office for Budget Responsibility","HM Treasury","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","AO","205","185","22460","22490"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","EO","215","210","27530","27140"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","G6","170","170","83420","87570"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","G7","550","540","72250","77470"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","HEO","225","215","33730","33130"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","SCS level","30","30","109210","99160"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","SEO","640","620","48440","52750"
"In post","2023","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","AO","40","40","21680","20970"
"In post","2023","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","EO","385","380","26420","25750"
"In post","2023","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","G6","295","290","67870","66300"
"In post","2023","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","G7","370","360","51660","49400"
"In post","2023","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","HEO","260","255","34260","33400"
"In post","2023","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","SCS level","60","60","97940","90980"
"In post","2023","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","SEO","155","150","40780","41500"
"In post","2023","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","AO","5","5","[c]","[c]"
"In post","2023","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","EO","25","25","24750","24000"
"In post","2023","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","G6","30","30","65750","64580"
"In post","2023","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","G7","95","95","50440","49310"
"In post","2023","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","HEO","85","80","32890","32020"
"In post","2023","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","SCS level","20","20","93430","87430"
"In post","2023","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","SEO","85","80","40160","39140"
"In post","2023","Office of Rail and Road","Office of Rail and Road","AO","15","15","23540","23720"
"In post","2023","Office of Rail and Road","Office of Rail and Road","EO","30","30","30260","30720"
"In post","2023","Office of Rail and Road","Office of Rail and Road","G6","45","40","73790","74850"
"In post","2023","Office of Rail and Road","Office of Rail and Road","G7","165","155","59670","58270"
"In post","2023","Office of Rail and Road","Office of Rail and Road","HEO","40","40","34900","35630"
"In post","2023","Office of Rail and Road","Office of Rail and Road","SCS level","20","20","108370","98760"
"In post","2023","Office of Rail and Road","Office of Rail and Road","SEO","55","55","43720","43970"
"In post","2023","Office of the Public Guardian","Ministry of Justice","AA","[c]","[c]","[c]","[c]"
"In post","2023","Office of the Public Guardian","Ministry of Justice","AO","1015","920","21780","21780"
"In post","2023","Office of the Public Guardian","Ministry of Justice","EO","430","410","25880","25830"
"In post","2023","Office of the Public Guardian","Ministry of Justice","G6","[c]","[c]","[c]","[c]"
"In post","2023","Office of the Public Guardian","Ministry of Justice","G7","20","20","53490","51770"
"In post","2023","Office of the Public Guardian","Ministry of Justice","HEO","130","120","31410","31270"
"In post","2023","Office of the Public Guardian","Ministry of Justice","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Office of the Public Guardian","Ministry of Justice","SEO","50","50","38540","37680"
"In post","2023","Office of the Scottish Charity Regulator","Scottish Government","AO","10","5","[c]","[c]"
"In post","2023","Office of the Scottish Charity Regulator","Scottish Government","EO","15","15","30490","29450"
"In post","2023","Office of the Scottish Charity Regulator","Scottish Government","G6","[c]","[c]","[c]","[c]"
"In post","2023","Office of the Scottish Charity Regulator","Scottish Government","G7","[c]","[c]","[c]","[c]"
"In post","2023","Office of the Scottish Charity Regulator","Scottish Government","HEO","10","5","[c]","[c]"
"In post","2023","Office of the Scottish Charity Regulator","Scottish Government","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Office of the Scottish Charity Regulator","Scottish Government","SEO","10","10","[c]","[c]"
"In post","2023","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Office of the Secretary of State for Scotland","AA","5","5","[c]","[c]"
"In post","2023","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Office of the Secretary of State for Scotland","AO","[c]","[c]","[c]","[c]"
"In post","2023","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Office of the Secretary of State for Scotland","EO","10","10","30450","29660"
"In post","2023","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Office of the Secretary of State for Scotland","G6","15","15","70680","68540"
"In post","2023","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Office of the Secretary of State for Scotland","G7","40","40","57780","55720"
"In post","2023","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Office of the Secretary of State for Scotland","HEO","20","20","36180","35410"
"In post","2023","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Office of the Secretary of State for Scotland","SCS level","10","10","85060","82710"
"In post","2023","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Office of the Secretary of State for Scotland","SEO","20","20","46600","44140"
"In post","2023","Office of the Secretary of State for Wales","Office of the Secretary of State for Wales","EO","5","5","[c]","[c]"
"In post","2023","Office of the Secretary of State for Wales","Office of the Secretary of State for Wales","G6","[c]","[c]","[c]","[c]"
"In post","2023","Office of the Secretary of State for Wales","Office of the Secretary of State for Wales","G7","10","10","56070","55790"
"In post","2023","Office of the Secretary of State for Wales","Office of the Secretary of State for Wales","HEO","10","10","33350","33390"
"In post","2023","Office of the Secretary of State for Wales","Office of the Secretary of State for Wales","SCS level","5","5","[c]","[c]"
"In post","2023","Office of the Secretary of State for Wales","Office of the Secretary of State for Wales","SEO","10","10","[c]","[c]"
"In post","2023","Planning Inspectorate","Department for Levelling Up, Housing and Communities","AA","5","5","[c]","[c]"
"In post","2023","Planning Inspectorate","Department for Levelling Up, Housing and Communities","AO","140","125","22300","21960"
"In post","2023","Planning Inspectorate","Department for Levelling Up, Housing and Communities","EO","85","80","27100","26590"
"In post","2023","Planning Inspectorate","Department for Levelling Up, Housing and Communities","G6","290","255","67270","66510"
"In post","2023","Planning Inspectorate","Department for Levelling Up, Housing and Communities","G7","205","185","48380","48660"
"In post","2023","Planning Inspectorate","Department for Levelling Up, Housing and Communities","HEO","100","95","33440","33450"
"In post","2023","Planning Inspectorate","Department for Levelling Up, Housing and Communities","SCS level","5","5","[c]","[c]"
"In post","2023","Planning Inspectorate","Department for Levelling Up, Housing and Communities","SEO","50","50","42270","41560"
"In post","2023","Queen Elizabeth II Centre","Department for Levelling Up, Housing and Communities","AO","[c]","[c]","[c]","[c]"
"In post","2023","Queen Elizabeth II Centre","Department for Levelling Up, Housing and Communities","EO","10","10","30320","30000"
"In post","2023","Queen Elizabeth II Centre","Department for Levelling Up, Housing and Communities","G6","[c]","[c]","[c]","[c]"
"In post","2023","Queen Elizabeth II Centre","Department for Levelling Up, Housing and Communities","HEO","20","20","39780","39140"
"In post","2023","Queen Elizabeth II Centre","Department for Levelling Up, Housing and Communities","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Queen Elizabeth II Centre","Department for Levelling Up, Housing and Communities","SEO","5","5","[c]","[c]"
"In post","2023","Registers of Scotland","Scottish Government","AA","[c]","[c]","[c]","[c]"
"In post","2023","Registers of Scotland","Scottish Government","AO","345","325","26150","26410"
"In post","2023","Registers of Scotland","Scottish Government","EO","360","340","32190","32510"
"In post","2023","Registers of Scotland","Scottish Government","G6","20","20","77880","78140"
"In post","2023","Registers of Scotland","Scottish Government","G7","55","55","60450","65100"
"In post","2023","Registers of Scotland","Scottish Government","HEO","265","255","38530","39590"
"In post","2023","Registers of Scotland","Scottish Government","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Registers of Scotland","Scottish Government","SEO","140","140","48280","49870"
"In post","2023","Revenue Scotland","Scottish Government","AA","[c]","[c]","[c]","[c]"
"In post","2023","Revenue Scotland","Scottish Government","AO","10","10","[c]","[c]"
"In post","2023","Revenue Scotland","Scottish Government","EO","20","20","30710","30440"
"In post","2023","Revenue Scotland","Scottish Government","G6","5","5","[c]","[c]"
"In post","2023","Revenue Scotland","Scottish Government","G7","10","10","59870","59360"
"In post","2023","Revenue Scotland","Scottish Government","HEO","20","20","36660","37330"
"In post","2023","Revenue Scotland","Scottish Government","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Revenue Scotland","Scottish Government","SEO","15","15","47140","49860"
"In post","2023","Royal Fleet Auxiliary","Ministry of Defence","Unknown","1695","1695","41950","40010"
"In post","2023","Rural Payments Agency","Department for Environment, Food and Rural Affairs","AO","1425","1300","22130","22150"
"In post","2023","Rural Payments Agency","Department for Environment, Food and Rural Affairs","EO","700","655","26090","25920"
"In post","2023","Rural Payments Agency","Department for Environment, Food and Rural Affairs","G6","35","35","60590","60020"
"In post","2023","Rural Payments Agency","Department for Environment, Food and Rural Affairs","G7","90","85","50350","49400"
"In post","2023","Rural Payments Agency","Department for Environment, Food and Rural Affairs","HEO","335","315","30880","30320"
"In post","2023","Rural Payments Agency","Department for Environment, Food and Rural Affairs","SCS level","10","10","81580","75130"
"In post","2023","Rural Payments Agency","Department for Environment, Food and Rural Affairs","SEO","215","205","37900","37300"
"In post","2023","Scottish Courts and Tribunals Service","Scottish Government","AA","310","255","22090","22080"
"In post","2023","Scottish Courts and Tribunals Service","Scottish Government","AO","675","610","24530","25060"
"In post","2023","Scottish Courts and Tribunals Service","Scottish Government","EO","530","495","30980","31970"
"In post","2023","Scottish Courts and Tribunals Service","Scottish Government","G6","15","15","74980","79180"
"In post","2023","Scottish Courts and Tribunals Service","Scottish Government","G7","65","65","58250","58770"
"In post","2023","Scottish Courts and Tribunals Service","Scottish Government","HEO","215","205","36420","38170"
"In post","2023","Scottish Courts and Tribunals Service","Scottish Government","SCS level","5","5","[c]","[c]"
"In post","2023","Scottish Courts and Tribunals Service","Scottish Government","SEO","150","135","46110","48410"
"In post","2023","Scottish Fiscal Commission","Scottish Government","EO","[c]","[c]","[c]","[c]"
"In post","2023","Scottish Fiscal Commission","Scottish Government","G6","[c]","[c]","[c]","[c]"
"In post","2023","Scottish Fiscal Commission","Scottish Government","G7","5","5","[c]","[c]"
"In post","2023","Scottish Fiscal Commission","Scottish Government","HEO","5","5","[c]","[c]"
"In post","2023","Scottish Fiscal Commission","Scottish Government","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Scottish Fiscal Commission","Scottish Government","SEO","10","10","46110","46360"
"In post","2023","Scottish Forestry","Scottish Government","AO","50","50","26550","26220"
"In post","2023","Scottish Forestry","Scottish Government","EO","60","60","32840","32220"
"In post","2023","Scottish Forestry","Scottish Government","G6","[c]","[c]","[c]","[c]"
"In post","2023","Scottish Forestry","Scottish Government","G7","15","15","60860","62270"
"In post","2023","Scottish Forestry","Scottish Government","HEO","50","50","39810","39520"
"In post","2023","Scottish Forestry","Scottish Government","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Scottish Forestry","Scottish Government","SEO","35","35","47300","46690"
"In post","2023","Scottish Government (excl. agencies)","Scottish Government","AA","405","385","24500","24890"
"In post","2023","Scottish Government (excl. agencies)","Scottish Government","AO","520","500","28120","27740"
"In post","2023","Scottish Government (excl. agencies)","Scottish Government","EO","1210","1165","30980","30440"
"In post","2023","Scottish Government (excl. agencies)","Scottish Government","G6","885","850","76450","79110"
"In post","2023","Scottish Government (excl. agencies)","Scottish Government","G7","1675","1600","61120","65280"
"In post","2023","Scottish Government (excl. agencies)","Scottish Government","HEO","2010","1945","36620","36330"
"In post","2023","Scottish Government (excl. agencies)","Scottish Government","SCS level","235","225","91370","85200"
"In post","2023","Scottish Government (excl. agencies)","Scottish Government","SEO","2235","2135","46980","47860"
"In post","2023","Scottish Housing Regulator","Scottish Government","AO","[c]","[c]","[c]","[c]"
"In post","2023","Scottish Housing Regulator","Scottish Government","EO","[c]","[c]","[c]","[c]"
"In post","2023","Scottish Housing Regulator","Scottish Government","G6","5","5","[c]","[c]"
"In post","2023","Scottish Housing Regulator","Scottish Government","G7","15","15","63900","65280"
"In post","2023","Scottish Housing Regulator","Scottish Government","HEO","10","10","[c]","[c]"
"In post","2023","Scottish Housing Regulator","Scottish Government","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Scottish Housing Regulator","Scottish Government","SEO","15","15","48290","49860"
"In post","2023","Scottish Prison Service","Scottish Government","AA","245","215","23150","22920"
"In post","2023","Scottish Prison Service","Scottish Government","AO","1315","1260","27270","28490"
"In post","2023","Scottish Prison Service","Scottish Government","EO","2150","2030","36120","37060"
"In post","2023","Scottish Prison Service","Scottish Government","G6","50","50","77020","74960"
"In post","2023","Scottish Prison Service","Scottish Government","G7","90","90","57340","57260"
"In post","2023","Scottish Prison Service","Scottish Government","HEO","465","425","42440","42590"
"In post","2023","Scottish Prison Service","Scottish Government","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Scottish Prison Service","Scottish Government","SEO","215","185","48660","48640"
"In post","2023","Scottish Public Pensions Agency","Scottish Government","AA","[c]","[c]","[c]","[c]"
"In post","2023","Scottish Public Pensions Agency","Scottish Government","AO","195","180","26840","26600"
"In post","2023","Scottish Public Pensions Agency","Scottish Government","EO","85","80","30720","30440"
"In post","2023","Scottish Public Pensions Agency","Scottish Government","G6","5","5","[c]","[c]"
"In post","2023","Scottish Public Pensions Agency","Scottish Government","G7","15","15","58720","58850"
"In post","2023","Scottish Public Pensions Agency","Scottish Government","HEO","50","45","36820","36330"
"In post","2023","Scottish Public Pensions Agency","Scottish Government","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Scottish Public Pensions Agency","Scottish Government","SEO","15","15","48420","49860"
"In post","2023","Serious Fraud Office","Attorney General's Departments","AA","[c]","[c]","[c]","[c]"
"In post","2023","Serious Fraud Office","Attorney General's Departments","AO","10","10","24940","24940"
"In post","2023","Serious Fraud Office","Attorney General's Departments","EO","75","75","28390","27280"
"In post","2023","Serious Fraud Office","Attorney General's Departments","G6","60","55","72780","71920"
"In post","2023","Serious Fraud Office","Attorney General's Departments","G7","125","120","58600","57700"
"In post","2023","Serious Fraud Office","Attorney General's Departments","HEO","60","60","35430","34700"
"In post","2023","Serious Fraud Office","Attorney General's Departments","SCS level","15","15","102770","90000"
"In post","2023","Serious Fraud Office","Attorney General's Departments","SEO","115","115","42030","41580"
"In post","2023","Social Security Scotland","Scottish Government","AA","1270","1190","22960","22180"
"In post","2023","Social Security Scotland","Scottish Government","AO","95","95","26250","26600"
"In post","2023","Social Security Scotland","Scottish Government","EO","1515","1465","29610","29100"
"In post","2023","Social Security Scotland","Scottish Government","G6","60","60","77320","79110"
"In post","2023","Social Security Scotland","Scottish Government","G7","145","140","60290","59870"
"In post","2023","Social Security Scotland","Scottish Government","HEO","620","595","35510","34730"
"In post","2023","Social Security Scotland","Scottish Government","SCS level","5","5","[c]","[c]"
"In post","2023","Social Security Scotland","Scottish Government","SEO","315","310","45260","44890"
"In post","2023","Standards and Testing Agency","Department for Education","EO","15","15","26630","25900"
"In post","2023","Standards and Testing Agency","Department for Education","G6","10","10","[c]","[c]"
"In post","2023","Standards and Testing Agency","Department for Education","G7","25","25","53070","51910"
"In post","2023","Standards and Testing Agency","Department for Education","HEO","30","30","32370","31200"
"In post","2023","Standards and Testing Agency","Department for Education","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Standards and Testing Agency","Department for Education","SEO","50","50","41560","42170"
"In post","2023","Student Awards Agency for Scotland","Scottish Government","AA","105","100","23680","23340"
"In post","2023","Student Awards Agency for Scotland","Scottish Government","AO","10","10","[c]","[c]"
"In post","2023","Student Awards Agency for Scotland","Scottish Government","EO","65","65","31130","30440"
"In post","2023","Student Awards Agency for Scotland","Scottish Government","G6","5","5","[c]","[c]"
"In post","2023","Student Awards Agency for Scotland","Scottish Government","G7","10","10","62590","65280"
"In post","2023","Student Awards Agency for Scotland","Scottish Government","HEO","35","35","37640","38330"
"In post","2023","Student Awards Agency for Scotland","Scottish Government","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Student Awards Agency for Scotland","Scottish Government","SEO","30","25","48580","48860"
"In post","2023","Submarine Delivery Agency","Ministry of Defence","Unknown","2090","2035","43320","41490"
"In post","2023","Teaching Regulation Agency","Department for Education","AO","10","10","[c]","[c]"
"In post","2023","Teaching Regulation Agency","Department for Education","EO","30","30","26340","25900"
"In post","2023","Teaching Regulation Agency","Department for Education","G6","[c]","[c]","[c]","[c]"
"In post","2023","Teaching Regulation Agency","Department for Education","G7","5","5","[c]","[c]"
"In post","2023","Teaching Regulation Agency","Department for Education","HEO","20","20","30680","30330"
"In post","2023","Teaching Regulation Agency","Department for Education","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Teaching Regulation Agency","Department for Education","SEO","15","15","39540","38110"
"In post","2023","The Insolvency Service","Department for Business, Energy and Industrial Strategy","AA","40","35","20720","20200"
"In post","2023","The Insolvency Service","Department for Business, Energy and Industrial Strategy","AO","445","415","22700","22180"
"In post","2023","The Insolvency Service","Department for Business, Energy and Industrial Strategy","EO","190","180","26730","26940"
"In post","2023","The Insolvency Service","Department for Business, Energy and Industrial Strategy","G6","40","40","74570","74480"
"In post","2023","The Insolvency Service","Department for Business, Energy and Industrial Strategy","G7","115","115","55670","54620"
"In post","2023","The Insolvency Service","Department for Business, Energy and Industrial Strategy","HEO","470","450","34810","34870"
"In post","2023","The Insolvency Service","Department for Business, Energy and Industrial Strategy","SCS level","10","10","90830","91460"
"In post","2023","The Insolvency Service","Department for Business, Energy and Industrial Strategy","SEO","335","320","44730","44340"
"In post","2023","The National Archives","The National Archives","AA","[c]","[c]","[c]","[c]"
"In post","2023","The National Archives","The National Archives","AO","85","75","23520","23460"
"In post","2023","The National Archives","The National Archives","EO","75","70","26410","25680"
"In post","2023","The National Archives","The National Archives","G6","30","30","62690","60680"
"In post","2023","The National Archives","The National Archives","G7","75","75","50520","48960"
"In post","2023","The National Archives","The National Archives","HEO","155","150","32020","30600"
"In post","2023","The National Archives","The National Archives","SCS level","10","10","[c]","[c]"
"In post","2023","The National Archives","The National Archives","SEO","155","150","41530","40000"
"In post","2023","Transport Scotland","Scottish Government","AA","25","20","24330","24890"
"In post","2023","Transport Scotland","Scottish Government","AO","25","25","26900","26600"
"In post","2023","Transport Scotland","Scottish Government","EO","40","40","30780","30440"
"In post","2023","Transport Scotland","Scottish Government","G6","55","55","77030","79110"
"In post","2023","Transport Scotland","Scottish Government","G7","100","100","61810","65280"
"In post","2023","Transport Scotland","Scottish Government","HEO","120","115","36170","35940"
"In post","2023","Transport Scotland","Scottish Government","SCS level","10","10","88780","85200"
"In post","2023","Transport Scotland","Scottish Government","SEO","160","160","48950","49860"
"In post","2023","UK Debt Management Office","HM Treasury","EO","10","10","[c]","[c]"
"In post","2023","UK Debt Management Office","HM Treasury","G6","20","20","93950","91580"
"In post","2023","UK Debt Management Office","HM Treasury","G7","35","30","68870","67710"
"In post","2023","UK Debt Management Office","HM Treasury","HEO","25","25","40700","38980"
"In post","2023","UK Debt Management Office","HM Treasury","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","UK Debt Management Office","HM Treasury","SEO","25","25","49030","46140"
"In post","2023","UK Export Finance","UK Export Finance","AA","[c]","[c]","[c]","[c]"
