"Status","Year","Function_of_post","Organisation","Region_ITL3","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Digital, Data & Technology","Department for Work and Pensions (excl. agencies)","Kingston upon Hull, City of","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Department for Work and Pensions (excl. agencies)","Lambeth","London","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Department for Work and Pensions (excl. agencies)","Lancaster and Wyre","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Department for Work and Pensions (excl. agencies)","Leeds","Outside London","350","335","47450","45910"
"In post","2023","Digital, Data & Technology","Department for Work and Pensions (excl. agencies)","Leicester","Outside London","5","5","[c]","[c]"
"In post","2023","Digital, Data & Technology","Department for Work and Pensions (excl. agencies)","Leicestershire CC and Rutland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Department for Work and Pensions (excl. agencies)","Lincolnshire CC","Outside London","5","5","[c]","[c]"
"In post","2023","Digital, Data & Technology","Department for Work and Pensions (excl. agencies)","Liverpool","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Department for Work and Pensions (excl. agencies)","Luton","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Department for Work and Pensions (excl. agencies)","Manchester","Outside London","620","610","46180","40500"
"In post","2023","Digital, Data & Technology","Department for Work and Pensions (excl. agencies)","Medway","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Department for Work and Pensions (excl. agencies)","Mid Kent","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Department for Work and Pensions (excl. agencies)","Mid Lancashire","Outside London","15","15","33830","28120"
"In post","2023","Digital, Data & Technology","Department for Work and Pensions (excl. agencies)","Monmouthshire and Newport","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Department for Work and Pensions (excl. agencies)","North Hampshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Department for Work and Pensions (excl. agencies)","North Lanarkshire","Outside London","10","10","[c]","[c]"
"In post","2023","Digital, Data & Technology","Department for Work and Pensions (excl. agencies)","North Northamptonshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Department for Work and Pensions (excl. agencies)","North Nottinghamshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Department for Work and Pensions (excl. agencies)","North Yorkshire CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Department for Work and Pensions (excl. agencies)","North and North East Lincolnshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Department for Work and Pensions (excl. agencies)","North and West Norfolk","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Department for Work and Pensions (excl. agencies)","Northumberland","Outside London","5","5","[c]","[c]"
"In post","2023","Digital, Data & Technology","Department for Work and Pensions (excl. agencies)","Norwich and East Norfolk","Outside London","10","10","34460","31150"
"In post","2023","Digital, Data & Technology","Department for Work and Pensions (excl. agencies)","Nottingham","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Department for Work and Pensions (excl. agencies)","Oxfordshire CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Department for Work and Pensions (excl. agencies)","Perth and Kinross, and Stirling","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Department for Work and Pensions (excl. agencies)","Peterborough","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Department for Work and Pensions (excl. agencies)","Plymouth","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Department for Work and Pensions (excl. agencies)","Powys","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Department for Work and Pensions (excl. agencies)","Redbridge and Waltham Forest","London","5","5","[c]","[c]"
"In post","2023","Digital, Data & Technology","Department for Work and Pensions (excl. agencies)","Sandwell","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Department for Work and Pensions (excl. agencies)","Sefton","Outside London","5","5","[c]","[c]"
"In post","2023","Digital, Data & Technology","Department for Work and Pensions (excl. agencies)","Sheffield","Outside London","225","215","45490","40090"
"In post","2023","Digital, Data & Technology","Department for Work and Pensions (excl. agencies)","Shropshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Department for Work and Pensions (excl. agencies)","Somerset CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Department for Work and Pensions (excl. agencies)","South Ayrshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Department for Work and Pensions (excl. agencies)","South Hampshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Department for Work and Pensions (excl. agencies)","South Nottinghamshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Department for Work and Pensions (excl. agencies)","South Teesside","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Department for Work and Pensions (excl. agencies)","South West Wales","Outside London","5","5","[c]","[c]"
"In post","2023","Digital, Data & Technology","Department for Work and Pensions (excl. agencies)","South and West Derbyshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Department for Work and Pensions (excl. agencies)","Southampton","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Department for Work and Pensions (excl. agencies)","Staffordshire CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Department for Work and Pensions (excl. agencies)","Stoke-on-Trent","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Department for Work and Pensions (excl. agencies)","Suffolk CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Department for Work and Pensions (excl. agencies)","Sunderland","Outside London","10","10","29840","28120"
"In post","2023","Digital, Data & Technology","Department for Work and Pensions (excl. agencies)","Swansea","Outside London","5","5","[c]","[c]"
"In post","2023","Digital, Data & Technology","Department for Work and Pensions (excl. agencies)","Swindon","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Department for Work and Pensions (excl. agencies)","Telford and Wrekin","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Department for Work and Pensions (excl. agencies)","Thurrock","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Department for Work and Pensions (excl. agencies)","Torbay","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Department for Work and Pensions (excl. agencies)","Tyneside","Outside London","1455","1400","43510","38470"
"In post","2023","Digital, Data & Technology","Department for Work and Pensions (excl. agencies)","Unknown","Unknown","20","15","53010","50160"
"In post","2023","Digital, Data & Technology","Department for Work and Pensions (excl. agencies)","Wakefield","Outside London","5","5","[c]","[c]"
"In post","2023","Digital, Data & Technology","Department for Work and Pensions (excl. agencies)","Walsall","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Department for Work and Pensions (excl. agencies)","Warwickshire CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Department for Work and Pensions (excl. agencies)","West Essex","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Department for Work and Pensions (excl. agencies)","West Lothian","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Department for Work and Pensions (excl. agencies)","West Northamptonshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Department for Work and Pensions (excl. agencies)","West Surrey","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Department for Work and Pensions (excl. agencies)","Westminster","London","210","205","51540","44100"
"In post","2023","Digital, Data & Technology","Department for Work and Pensions (excl. agencies)","Wiltshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Department for Work and Pensions (excl. agencies)","Wirral","Outside London","5","5","[c]","[c]"
"In post","2023","Digital, Data & Technology","Department for Work and Pensions (excl. agencies)","Wolverhampton","Outside London","5","5","[c]","[c]"
"In post","2023","Digital, Data & Technology","Department for Work and Pensions (excl. agencies)","Worcestershire CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Department of Health and Social Care (excl. agencies)","Birmingham","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Department of Health and Social Care (excl. agencies)","East Lancashire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Department of Health and Social Care (excl. agencies)","Leeds","Outside London","10","10","[c]","[c]"
"In post","2023","Digital, Data & Technology","Department of Health and Social Care (excl. agencies)","Mid Lancashire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Department of Health and Social Care (excl. agencies)","Westminster","London","35","30","54900","54690"
"In post","2023","Digital, Data & Technology","Department of Health and Social Care (excl. agencies)","York","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Driver and Vehicle Licensing Agency","Birmingham","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Driver and Vehicle Licensing Agency","Swansea","Outside London","760","745","43010","40180"
"In post","2023","Digital, Data & Technology","Driver and Vehicle Standards Agency","Barnet","London","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Driver and Vehicle Standards Agency","Bexley and Greenwich","London","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Driver and Vehicle Standards Agency","Bournemouth, Christchurch and Poole","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Driver and Vehicle Standards Agency","Bristol, City of","Outside London","45","45","38290","33750"
"In post","2023","Digital, Data & Technology","Driver and Vehicle Standards Agency","Bromley","London","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Driver and Vehicle Standards Agency","Calderdale and Kirklees","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Driver and Vehicle Standards Agency","Central Valleys","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Driver and Vehicle Standards Agency","East Lancashire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Driver and Vehicle Standards Agency","East Merseyside","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Driver and Vehicle Standards Agency","Flintshire and Wrexham","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Driver and Vehicle Standards Agency","Greater Manchester North East","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Driver and Vehicle Standards Agency","Inverclyde, East Renfrewshire, and Renfrewshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Driver and Vehicle Standards Agency","Leeds","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Driver and Vehicle Standards Agency","Liverpool","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Driver and Vehicle Standards Agency","Nottingham","Outside London","65","65","40200","33850"
"In post","2023","Digital, Data & Technology","Driver and Vehicle Standards Agency","Stoke-on-Trent","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Driver and Vehicle Standards Agency","Swansea","Outside London","75","75","35780","31660"
"In post","2023","Digital, Data & Technology","Driver and Vehicle Standards Agency","Tyneside","Outside London","15","15","31990","27570"
"In post","2023","Digital, Data & Technology","Driver and Vehicle Standards Agency","West Sussex (North East)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Driver and Vehicle Standards Agency","Worcestershire CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Education and Skills Funding Agency","Bristol, City of","Outside London","15","15","39390","37590"
"In post","2023","Digital, Data & Technology","Education and Skills Funding Agency","Cambridgeshire CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Education and Skills Funding Agency","Coventry","Outside London","70","65","43130","38210"
"In post","2023","Digital, Data & Technology","Education and Skills Funding Agency","Darlington","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Education and Skills Funding Agency","Leeds","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Education and Skills Funding Agency","Manchester","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Education and Skills Funding Agency","Nottingham","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Education and Skills Funding Agency","Sheffield","Outside London","15","10","40050","38210"
"In post","2023","Digital, Data & Technology","Education and Skills Funding Agency","Tyneside","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Education and Skills Funding Agency","Westminster","London","10","10","[c]","[c]"
"In post","2023","Digital, Data & Technology","FCDO Services","Milton Keynes","Outside London","100","100","45410","43980"
"In post","2023","Digital, Data & Technology","FCDO Services","Westminster","London","5","5","[c]","[c]"
"In post","2023","Digital, Data & Technology","Food Standards Agency","Antrim and Newtownabbey","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Food Standards Agency","Barnet","London","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Food Standards Agency","Barnsley, Doncaster and Rotherham","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Food Standards Agency","Bath and North East Somerset, North Somerset and South Gloucestershire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Food Standards Agency","Berkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Food Standards Agency","Cardiff and Vale of Glamorgan","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Food Standards Agency","Causeway Coast and Glens","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Food Standards Agency","Central Bedfordshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Food Standards Agency","Central Hampshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Food Standards Agency","Cornwall and Isles of Scilly","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Food Standards Agency","Devon CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Food Standards Agency","East Riding of Yorkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Food Standards Agency","East Sussex CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Food Standards Agency","Enfield","London","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Food Standards Agency","Essex Haven Gateway","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Food Standards Agency","Greater Manchester North West","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Food Standards Agency","Hounslow and Richmond upon Thames","London","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Food Standards Agency","Lancaster and Wyre","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Food Standards Agency","Leicestershire CC and Rutland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Food Standards Agency","Lewisham and Southwark","London","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Food Standards Agency","Lincolnshire CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Food Standards Agency","Manchester","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Food Standards Agency","Mid Lancashire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Food Standards Agency","North Nottinghamshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Food Standards Agency","North Yorkshire CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Food Standards Agency","Northumberland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Food Standards Agency","Peterborough","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Food Standards Agency","Redbridge and Waltham Forest","London","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Food Standards Agency","Sefton","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Food Standards Agency","Somerset CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Food Standards Agency","Southampton","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Food Standards Agency","Staffordshire CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Food Standards Agency","Tower Hamlets","London","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Food Standards Agency","Wiltshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Food Standards Agency","York","Outside London","15","15","42000","38670"
"In post","2023","Digital, Data & Technology","Foreign, Commonwealth and Development Office (excl. agencies)","Milton Keynes","Outside London","35","35","40680","33370"
"In post","2023","Digital, Data & Technology","Foreign, Commonwealth and Development Office (excl. agencies)","Overseas","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Foreign, Commonwealth and Development Office (excl. agencies)","South Lanarkshire","Outside London","210","205","43780","42450"
"In post","2023","Digital, Data & Technology","Foreign, Commonwealth and Development Office (excl. agencies)","Westminster","London","115","110","50010","46000"
"In post","2023","Digital, Data & Technology","Government Actuary's Department","Camden and City of London","London","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Government Internal Audit Agency","Sheffield","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Government Internal Audit Agency","Swansea","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Government Internal Audit Agency","Westminster","London","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Government Legal Department","Westminster","London","15","15","64030","69800"
"In post","2023","Digital, Data & Technology","HM Courts and Tribunals Service","Barking & Dagenham and Havering","London","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","HM Courts and Tribunals Service","Bath and North East Somerset, North Somerset and South Gloucestershire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","HM Courts and Tribunals Service","Bedford","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","HM Courts and Tribunals Service","Berkshire","Outside London","10","10","[c]","[c]"
"In post","2023","Digital, Data & Technology","HM Courts and Tribunals Service","Bexley and Greenwich","London","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","HM Courts and Tribunals Service","Birmingham","Outside London","45","45","38060","37680"
"In post","2023","Digital, Data & Technology","HM Courts and Tribunals Service","Blackburn with Darwen","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","HM Courts and Tribunals Service","Blackpool","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","HM Courts and Tribunals Service","Bournemouth, Christchurch and Poole","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","HM Courts and Tribunals Service","Bradford","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","HM Courts and Tribunals Service","Bridgend and Neath Port Talbot","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","HM Courts and Tribunals Service","Bristol, City of","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","HM Courts and Tribunals Service","Bromley","London","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","HM Courts and Tribunals Service","Buckinghamshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","HM Courts and Tribunals Service","Calderdale and Kirklees","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","HM Courts and Tribunals Service","Cambridgeshire CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","HM Courts and Tribunals Service","Cardiff and Vale of Glamorgan","Outside London","10","10","[c]","[c]"
"In post","2023","Digital, Data & Technology","HM Courts and Tribunals Service","Central Valleys","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","HM Courts and Tribunals Service","Cheshire East","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","HM Courts and Tribunals Service","City of Edinburgh","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","HM Courts and Tribunals Service","Cornwall and Isles of Scilly","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","HM Courts and Tribunals Service","Croydon","London","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","HM Courts and Tribunals Service","Darlington","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","HM Courts and Tribunals Service","Durham","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","HM Courts and Tribunals Service","East Lancashire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","HM Courts and Tribunals Service","East Sussex CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","HM Courts and Tribunals Service","Essex Haven Gateway","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","HM Courts and Tribunals Service","Flintshire and Wrexham","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","HM Courts and Tribunals Service","Glasgow City","Outside London","5","5","[c]","[c]"
"In post","2023","Digital, Data & Technology","HM Courts and Tribunals Service","Gloucestershire CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","HM Courts and Tribunals Service","Greater Manchester North West","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","HM Courts and Tribunals Service","Greater Manchester South East","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","HM Courts and Tribunals Service","Greater Manchester South West","Outside London","15","15","36860","37680"
"In post","2023","Digital, Data & Technology","HM Courts and Tribunals Service","Gwent Valleys","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","HM Courts and Tribunals Service","Gwynedd","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","HM Courts and Tribunals Service","Hackney and Newham","London","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","HM Courts and Tribunals Service","Harrow and Hillingdon","London","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","HM Courts and Tribunals Service","Hertfordshire CC","Outside London","5","5","[c]","[c]"
"In post","2023","Digital, Data & Technology","HM Courts and Tribunals Service","Hounslow and Richmond upon Thames","London","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","HM Courts and Tribunals Service","Lancaster and Wyre","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","HM Courts and Tribunals Service","Leeds","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","HM Courts and Tribunals Service","Leicester","Outside London","10","10","[c]","[c]"
"In post","2023","Digital, Data & Technology","HM Courts and Tribunals Service","Leicestershire CC and Rutland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","HM Courts and Tribunals Service","Lincolnshire CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","HM Courts and Tribunals Service","Liverpool","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","HM Courts and Tribunals Service","Luton","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","HM Courts and Tribunals Service","Manchester","Outside London","10","10","39420","37680"
"In post","2023","Digital, Data & Technology","HM Courts and Tribunals Service","Merton, Kingston upon Thames and Sutton","London","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","HM Courts and Tribunals Service","Mid Lancashire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","HM Courts and Tribunals Service","Milton Keynes","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","HM Courts and Tribunals Service","Monmouthshire and Newport","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","HM Courts and Tribunals Service","North Hampshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","HM Courts and Tribunals Service","North and West Norfolk","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","HM Courts and Tribunals Service","Norwich and East Norfolk","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","HM Courts and Tribunals Service","Nottingham","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","HM Courts and Tribunals Service","Oxfordshire CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","HM Courts and Tribunals Service","Peterborough","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","HM Courts and Tribunals Service","Plymouth","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","HM Courts and Tribunals Service","Redbridge and Waltham Forest","London","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","HM Courts and Tribunals Service","Sheffield","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","HM Courts and Tribunals Service","Somerset CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","HM Courts and Tribunals Service","South Hampshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","HM Courts and Tribunals Service","South Teesside","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","HM Courts and Tribunals Service","Southend-on-Sea","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","HM Courts and Tribunals Service","Staffordshire CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","HM Courts and Tribunals Service","Stoke-on-Trent","Outside London","5","5","[c]","[c]"
"In post","2023","Digital, Data & Technology","HM Courts and Tribunals Service","Suffolk CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","HM Courts and Tribunals Service","Swansea","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","HM Courts and Tribunals Service","Telford and Wrekin","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","HM Courts and Tribunals Service","Torbay","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","HM Courts and Tribunals Service","Tower Hamlets","London","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","HM Courts and Tribunals Service","Tyneside","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","HM Courts and Tribunals Service","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","HM Courts and Tribunals Service","Wakefield","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","HM Courts and Tribunals Service","Warwickshire CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","HM Courts and Tribunals Service","West Northamptonshire","Outside London","5","5","[c]","[c]"
