"Status","Year","Organisation","Profession_of_post","Region_ITL1","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Ministry of Defence (excl. agencies)","Human Resources","West Midlands (England)","Outside London","390","380","32990","30470"
"In post","2023","Ministry of Defence (excl. agencies)","Human Resources","Yorkshire and The Humber","Outside London","430","410","28770","27470"
"In post","2023","Ministry of Defence (excl. agencies)","Intelligence Analysis","East Midlands (England)","Outside London","30","30","30490","30470"
"In post","2023","Ministry of Defence (excl. agencies)","Intelligence Analysis","East of England","Outside London","280","275","35020","34300"
"In post","2023","Ministry of Defence (excl. agencies)","Intelligence Analysis","London","London","475","460","42300","38680"
"In post","2023","Ministry of Defence (excl. agencies)","Intelligence Analysis","Overseas","Overseas","15","15","58190","56650"
"In post","2023","Ministry of Defence (excl. agencies)","Intelligence Analysis","South East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","Intelligence Analysis","South West (England)","Outside London","5","5","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","Intelligence Analysis","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","Internal Audit","East of England","Outside London","5","5","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","Internal Audit","London","London","10","10","53430","45540"
"In post","2023","Ministry of Defence (excl. agencies)","Internal Audit","North West (England)","Outside London","10","10","33280","34300"
"In post","2023","Ministry of Defence (excl. agencies)","Internal Audit","Overseas","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","Internal Audit","Scotland","Outside London","10","10","30850","31190"
"In post","2023","Ministry of Defence (excl. agencies)","Internal Audit","South East (England)","Outside London","25","25","32520","33830"
"In post","2023","Ministry of Defence (excl. agencies)","Internal Audit","South West (England)","Outside London","30","30","41290","41800"
"In post","2023","Ministry of Defence (excl. agencies)","Internal Audit","Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","Internal Audit","West Midlands (England)","Outside London","10","10","38980","34640"
"In post","2023","Ministry of Defence (excl. agencies)","Internal Audit","Yorkshire and The Humber","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","Knowledge and Information Management","East Midlands (England)","Outside London","35","35","27370","27140"
"In post","2023","Ministry of Defence (excl. agencies)","Knowledge and Information Management","East of England","Outside London","80","80","31410","27740"
"In post","2023","Ministry of Defence (excl. agencies)","Knowledge and Information Management","London","London","145","140","38060","34490"
"In post","2023","Ministry of Defence (excl. agencies)","Knowledge and Information Management","North East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","Knowledge and Information Management","North West (England)","Outside London","30","30","28520","27140"
"In post","2023","Ministry of Defence (excl. agencies)","Knowledge and Information Management","Northern Ireland","Outside London","20","20","24970","22970"
"In post","2023","Ministry of Defence (excl. agencies)","Knowledge and Information Management","Overseas","Overseas","10","10","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","Knowledge and Information Management","Scotland","Outside London","45","40","26070","27080"
"In post","2023","Ministry of Defence (excl. agencies)","Knowledge and Information Management","South East (England)","Outside London","175","170","30990","27470"
"In post","2023","Ministry of Defence (excl. agencies)","Knowledge and Information Management","South West (England)","Outside London","140","135","28910","27470"
"In post","2023","Ministry of Defence (excl. agencies)","Knowledge and Information Management","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","Knowledge and Information Management","Wales","Outside London","15","15","25470","22220"
"In post","2023","Ministry of Defence (excl. agencies)","Knowledge and Information Management","West Midlands (England)","Outside London","55","50","31150","27470"
"In post","2023","Ministry of Defence (excl. agencies)","Knowledge and Information Management","Yorkshire and The Humber","Outside London","15","15","25860","25930"
"In post","2023","Ministry of Defence (excl. agencies)","Legal","East of England","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","Legal","London","London","10","10","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","Legal","Overseas","Overseas","5","5","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","Legal","South East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","Legal","South West (England)","Outside London","15","15","65470","75290"
"In post","2023","Ministry of Defence (excl. agencies)","Medicine","East Midlands (England)","Outside London","190","170","45050","40590"
"In post","2023","Ministry of Defence (excl. agencies)","Medicine","East of England","Outside London","125","110","49640","40590"
"In post","2023","Ministry of Defence (excl. agencies)","Medicine","London","London","40","35","54700","47970"
"In post","2023","Ministry of Defence (excl. agencies)","Medicine","North East (England)","Outside London","15","10","42670","34250"
"In post","2023","Ministry of Defence (excl. agencies)","Medicine","North West (England)","Outside London","35","30","63160","76300"
"In post","2023","Ministry of Defence (excl. agencies)","Medicine","Northern Ireland","Outside London","30","25","53620","41340"
"In post","2023","Ministry of Defence (excl. agencies)","Medicine","Overseas","Overseas","35","35","68770","54030"
"In post","2023","Ministry of Defence (excl. agencies)","Medicine","Scotland","Outside London","105","95","50310","40590"
"In post","2023","Ministry of Defence (excl. agencies)","Medicine","South East (England)","Outside London","330","280","53090","41190"
"In post","2023","Ministry of Defence (excl. agencies)","Medicine","South West (England)","Outside London","390","340","46100","40590"
"In post","2023","Ministry of Defence (excl. agencies)","Medicine","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","Medicine","Wales","Outside London","40","35","45460","40590"
"In post","2023","Ministry of Defence (excl. agencies)","Medicine","West Midlands (England)","Outside London","125","110","53980","43810"
"In post","2023","Ministry of Defence (excl. agencies)","Medicine","Yorkshire and The Humber","Outside London","130","120","46350","40590"
"In post","2023","Ministry of Defence (excl. agencies)","Operational Delivery","East Midlands (England)","Outside London","430","405","25470","22220"
"In post","2023","Ministry of Defence (excl. agencies)","Operational Delivery","East of England","Outside London","730","700","27590","22330"
"In post","2023","Ministry of Defence (excl. agencies)","Operational Delivery","London","London","530","515","35790","30950"
"In post","2023","Ministry of Defence (excl. agencies)","Operational Delivery","North East (England)","Outside London","80","75","24080","22220"
"In post","2023","Ministry of Defence (excl. agencies)","Operational Delivery","North West (England)","Outside London","770","705","26070","22330"
"In post","2023","Ministry of Defence (excl. agencies)","Operational Delivery","Northern Ireland","Outside London","185","175","25760","22970"
"In post","2023","Ministry of Defence (excl. agencies)","Operational Delivery","Overseas","Overseas","85","85","48160","43490"
"In post","2023","Ministry of Defence (excl. agencies)","Operational Delivery","Scotland","Outside London","830","790","25910","22220"
"In post","2023","Ministry of Defence (excl. agencies)","Operational Delivery","South East (England)","Outside London","1620","1550","29260","27080"
"In post","2023","Ministry of Defence (excl. agencies)","Operational Delivery","South West (England)","Outside London","1535","1445","28370","27080"
"In post","2023","Ministry of Defence (excl. agencies)","Operational Delivery","Unknown","Unknown","10","10","25150","22280"
"In post","2023","Ministry of Defence (excl. agencies)","Operational Delivery","Wales","Outside London","180","175","25090","22220"
"In post","2023","Ministry of Defence (excl. agencies)","Operational Delivery","West Midlands (England)","Outside London","545","515","28060","22220"
"In post","2023","Ministry of Defence (excl. agencies)","Operational Delivery","Yorkshire and The Humber","Outside London","385","365","25780","22220"
"In post","2023","Ministry of Defence (excl. agencies)","Other","East Midlands (England)","Outside London","215","215","21780","21580"
"In post","2023","Ministry of Defence (excl. agencies)","Other","East of England","Outside London","275","270","21940","21580"
"In post","2023","Ministry of Defence (excl. agencies)","Other","London","London","90","90","25950","23080"
"In post","2023","Ministry of Defence (excl. agencies)","Other","North East (England)","Outside London","40","35","20990","19770"
"In post","2023","Ministry of Defence (excl. agencies)","Other","North West (England)","Outside London","45","45","21180","19770"
"In post","2023","Ministry of Defence (excl. agencies)","Other","Northern Ireland","Outside London","85","80","21520","20520"
"In post","2023","Ministry of Defence (excl. agencies)","Other","Overseas","Overseas","10","10","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","Other","Scotland","Outside London","245","245","23840","21580"
"In post","2023","Ministry of Defence (excl. agencies)","Other","South East (England)","Outside London","420","415","26510","22220"
"In post","2023","Ministry of Defence (excl. agencies)","Other","South West (England)","Outside London","635","620","27710","22220"
"In post","2023","Ministry of Defence (excl. agencies)","Other","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","Other","Wales","Outside London","130","125","22090","21580"
"In post","2023","Ministry of Defence (excl. agencies)","Other","West Midlands (England)","Outside London","150","150","21540","21380"
"In post","2023","Ministry of Defence (excl. agencies)","Other","Yorkshire and The Humber","Outside London","265","260","22150","21580"
"In post","2023","Ministry of Defence (excl. agencies)","Policy","East Midlands (England)","Outside London","10","10","26680","25220"
"In post","2023","Ministry of Defence (excl. agencies)","Policy","East of England","Outside London","65","65","42120","42640"
"In post","2023","Ministry of Defence (excl. agencies)","Policy","London","London","940","925","52140","46470"
"In post","2023","Ministry of Defence (excl. agencies)","Policy","North West (England)","Outside London","35","35","29000","27470"
"In post","2023","Ministry of Defence (excl. agencies)","Policy","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","Policy","Overseas","Overseas","50","50","63550","61380"
"In post","2023","Ministry of Defence (excl. agencies)","Policy","Scotland","Outside London","10","10","36990","34300"
"In post","2023","Ministry of Defence (excl. agencies)","Policy","South East (England)","Outside London","165","165","36810","34300"
"In post","2023","Ministry of Defence (excl. agencies)","Policy","South West (England)","Outside London","75","70","43530","41200"
"In post","2023","Ministry of Defence (excl. agencies)","Policy","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","Policy","Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","Policy","West Midlands (England)","Outside London","30","30","32840","33990"
"In post","2023","Ministry of Defence (excl. agencies)","Policy","Yorkshire and The Humber","Outside London","10","10","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","Project Delivery","East Midlands (England)","Outside London","30","30","39160","41000"
"In post","2023","Ministry of Defence (excl. agencies)","Project Delivery","East of England","Outside London","265","260","45180","41800"
"In post","2023","Ministry of Defence (excl. agencies)","Project Delivery","London","London","310","305","54690","46570"
"In post","2023","Ministry of Defence (excl. agencies)","Project Delivery","North West (England)","Outside London","50","45","39530","34300"
"In post","2023","Ministry of Defence (excl. agencies)","Project Delivery","Northern Ireland","Outside London","5","5","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","Project Delivery","Overseas","Overseas","30","30","68250","68480"
"In post","2023","Ministry of Defence (excl. agencies)","Project Delivery","Scotland","Outside London","100","95","43930","41200"
"In post","2023","Ministry of Defence (excl. agencies)","Project Delivery","South East (England)","Outside London","775","765","43990","41200"
"In post","2023","Ministry of Defence (excl. agencies)","Project Delivery","South West (England)","Outside London","955","925","44250","41200"
"In post","2023","Ministry of Defence (excl. agencies)","Project Delivery","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","Project Delivery","Wales","Outside London","15","15","41140","41000"
"In post","2023","Ministry of Defence (excl. agencies)","Project Delivery","West Midlands (England)","Outside London","175","175","43490","41200"
"In post","2023","Ministry of Defence (excl. agencies)","Project Delivery","Yorkshire and The Humber","Outside London","45","45","43240","41100"
"In post","2023","Ministry of Defence (excl. agencies)","Property","East Midlands (England)","Outside London","140","135","25350","19770"
"In post","2023","Ministry of Defence (excl. agencies)","Property","East of England","Outside London","305","295","33210","33990"
"In post","2023","Ministry of Defence (excl. agencies)","Property","London","London","60","60","35920","35680"
"In post","2023","Ministry of Defence (excl. agencies)","Property","North East (England)","Outside London","25","20","22600","18830"
"In post","2023","Ministry of Defence (excl. agencies)","Property","North West (England)","Outside London","45","45","29480","27300"
"In post","2023","Ministry of Defence (excl. agencies)","Property","Northern Ireland","Outside London","85","80","32480","30320"
"In post","2023","Ministry of Defence (excl. agencies)","Property","Overseas","Overseas","45","45","46890","44380"
"In post","2023","Ministry of Defence (excl. agencies)","Property","Scotland","Outside London","200","190","33110","33990"
"In post","2023","Ministry of Defence (excl. agencies)","Property","South East (England)","Outside London","380","370","35450","34300"
"In post","2023","Ministry of Defence (excl. agencies)","Property","South West (England)","Outside London","345","340","34880","34300"
"In post","2023","Ministry of Defence (excl. agencies)","Property","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","Property","Wales","Outside London","70","70","30650","33830"
"In post","2023","Ministry of Defence (excl. agencies)","Property","West Midlands (England)","Outside London","195","190","37770","34300"
"In post","2023","Ministry of Defence (excl. agencies)","Property","Yorkshire and The Humber","Outside London","160","155","33010","33990"
"In post","2023","Ministry of Defence (excl. agencies)","Science and Engineering","East Midlands (England)","Outside London","65","65","35440","33830"
"In post","2023","Ministry of Defence (excl. agencies)","Science and Engineering","East of England","Outside London","85","85","32600","26810"
"In post","2023","Ministry of Defence (excl. agencies)","Science and Engineering","London","London","110","110","52830","46550"
"In post","2023","Ministry of Defence (excl. agencies)","Science and Engineering","North East (England)","Outside London","10","10","23940","23430"
"In post","2023","Ministry of Defence (excl. agencies)","Science and Engineering","North West (England)","Outside London","15","15","27250","23430"
"In post","2023","Ministry of Defence (excl. agencies)","Science and Engineering","Northern Ireland","Outside London","20","20","24270","24180"
"In post","2023","Ministry of Defence (excl. agencies)","Science and Engineering","Overseas","Overseas","35","35","54410","55050"
"In post","2023","Ministry of Defence (excl. agencies)","Science and Engineering","Scotland","Outside London","165","160","36680","33830"
"In post","2023","Ministry of Defence (excl. agencies)","Science and Engineering","South East (England)","Outside London","330","325","38000","34300"
"In post","2023","Ministry of Defence (excl. agencies)","Science and Engineering","South West (England)","Outside London","495","480","37980","34300"
"In post","2023","Ministry of Defence (excl. agencies)","Science and Engineering","Unknown","Unknown","5","5","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","Science and Engineering","Wales","Outside London","25","25","26640","23430"
"In post","2023","Ministry of Defence (excl. agencies)","Science and Engineering","West Midlands (England)","Outside London","70","70","30430","25750"
"In post","2023","Ministry of Defence (excl. agencies)","Science and Engineering","Yorkshire and The Humber","Outside London","85","80","28120","28950"
"In post","2023","Ministry of Defence (excl. agencies)","Security","East Midlands (England)","Outside London","110","110","31890","28560"
"In post","2023","Ministry of Defence (excl. agencies)","Security","East of England","Outside London","525","520","36090","34640"
"In post","2023","Ministry of Defence (excl. agencies)","Security","London","London","395","390","38710","34800"
"In post","2023","Ministry of Defence (excl. agencies)","Security","North East (England)","Outside London","25","25","23100","21380"
"In post","2023","Ministry of Defence (excl. agencies)","Security","North West (England)","Outside London","195","185","28410","25350"
"In post","2023","Ministry of Defence (excl. agencies)","Security","Northern Ireland","Outside London","375","370","22750","22130"
"In post","2023","Ministry of Defence (excl. agencies)","Security","Overseas","Overseas","25","25","46480","38480"
"In post","2023","Ministry of Defence (excl. agencies)","Security","Scotland","Outside London","1370","1325","32450","28190"
"In post","2023","Ministry of Defence (excl. agencies)","Security","South East (England)","Outside London","1445","1425","33400","30200"
"In post","2023","Ministry of Defence (excl. agencies)","Security","South West (England)","Outside London","1135","1110","29800","27470"
"In post","2023","Ministry of Defence (excl. agencies)","Security","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","Security","Wales","Outside London","150","145","24850","21380"
"In post","2023","Ministry of Defence (excl. agencies)","Security","West Midlands (England)","Outside London","255","255","29310","27470"
"In post","2023","Ministry of Defence (excl. agencies)","Security","Yorkshire and The Humber","Outside London","335","325","33580","30700"
"In post","2023","Ministry of Defence (excl. agencies)","Statistics","East Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","Statistics","East of England","Outside London","10","10","41180","41200"
"In post","2023","Ministry of Defence (excl. agencies)","Statistics","London","London","140","140","46890","45750"
"In post","2023","Ministry of Defence (excl. agencies)","Statistics","Overseas","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","Statistics","South East (England)","Outside London","80","80","38590","36540"
"In post","2023","Ministry of Defence (excl. agencies)","Statistics","South West (England)","Outside London","75","70","40640","36990"
"In post","2023","Ministry of Defence (excl. agencies)","Statistics","West Midlands (England)","Outside London","10","10","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","Unknown","East Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","Unknown","London","London","25","25","39070","37850"
"In post","2023","Ministry of Defence (excl. agencies)","Unknown","Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","Unknown","South East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","Unknown","South West (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","Unknown","West Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","Commercial","East Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","Commercial","East of England","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","Commercial","London","London","100","100","42710","43650"
"In post","2023","Ministry of Justice (excl. agencies)","Commercial","North East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","Commercial","North West (England)","Outside London","15","15","35710","37680"
"In post","2023","Ministry of Justice (excl. agencies)","Commercial","Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","Commercial","South West (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","Commercial","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","Commercial","Wales","Outside London","5","5","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","Commercial","West Midlands (England)","Outside London","65","60","27130","25830"
"In post","2023","Ministry of Justice (excl. agencies)","Commercial","Yorkshire and The Humber","Outside London","75","75","35590","37680"
"In post","2023","Ministry of Justice (excl. agencies)","Communications","East Midlands (England)","Outside London","10","10","38480","37680"
"In post","2023","Ministry of Justice (excl. agencies)","Communications","London","London","150","150","47310","43650"
"In post","2023","Ministry of Justice (excl. agencies)","Communications","North East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","Communications","North West (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","Communications","South East (England)","Outside London","5","5","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","Communications","South West (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","Communications","Wales","Outside London","5","5","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","Communications","West Midlands (England)","Outside London","10","5","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","Communications","Yorkshire and The Humber","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","Counter Fraud","London","London","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","Counter Fraud","North East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","Counter Fraud","West Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","Digital, Data and Technology","East Midlands (England)","Outside London","65","60","46230","47100"
"In post","2023","Ministry of Justice (excl. agencies)","Digital, Data and Technology","East of England","Outside London","15","15","40360","37860"
"In post","2023","Ministry of Justice (excl. agencies)","Digital, Data and Technology","London","London","580","570","53160","55720"
"In post","2023","Ministry of Justice (excl. agencies)","Digital, Data and Technology","North East (England)","Outside London","45","45","40760","37680"
"In post","2023","Ministry of Justice (excl. agencies)","Digital, Data and Technology","North West (England)","Outside London","65","65","40460","37680"
"In post","2023","Ministry of Justice (excl. agencies)","Digital, Data and Technology","Scotland","Outside London","45","45","43770","51770"
"In post","2023","Ministry of Justice (excl. agencies)","Digital, Data and Technology","South East (England)","Outside London","25","25","48170","46320"
"In post","2023","Ministry of Justice (excl. agencies)","Digital, Data and Technology","South West (England)","Outside London","20","20","50680","51770"
"In post","2023","Ministry of Justice (excl. agencies)","Digital, Data and Technology","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","Digital, Data and Technology","Wales","Outside London","30","30","44540","41510"
"In post","2023","Ministry of Justice (excl. agencies)","Digital, Data and Technology","West Midlands (England)","Outside London","100","100","43150","37680"
"In post","2023","Ministry of Justice (excl. agencies)","Digital, Data and Technology","Yorkshire and The Humber","Outside London","145","145","49970","51770"
"In post","2023","Ministry of Justice (excl. agencies)","Economics","East Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","Economics","London","London","65","65","47480","43650"
"In post","2023","Ministry of Justice (excl. agencies)","Economics","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","Economics","West Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","Economics","Yorkshire and The Humber","Outside London","5","5","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","Finance","East Midlands (England)","Outside London","30","30","39580","37680"
"In post","2023","Ministry of Justice (excl. agencies)","Finance","East of England","Outside London","20","20","42730","41510"
"In post","2023","Ministry of Justice (excl. agencies)","Finance","London","London","250","245","48800","43650"
"In post","2023","Ministry of Justice (excl. agencies)","Finance","North East (England)","Outside London","25","25","40410","37680"
"In post","2023","Ministry of Justice (excl. agencies)","Finance","North West (England)","Outside London","55","55","42140","41500"
"In post","2023","Ministry of Justice (excl. agencies)","Finance","Scotland","Outside London","10","10","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","Finance","South East (England)","Outside London","30","30","40630","41510"
"In post","2023","Ministry of Justice (excl. agencies)","Finance","South West (England)","Outside London","20","20","42370","41010"
"In post","2023","Ministry of Justice (excl. agencies)","Finance","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","Finance","Wales","Outside London","15","15","41730","37680"
"In post","2023","Ministry of Justice (excl. agencies)","Finance","West Midlands (England)","Outside London","60","60","39880","37680"
"In post","2023","Ministry of Justice (excl. agencies)","Finance","Yorkshire and The Humber","Outside London","55","55","40710","37680"
"In post","2023","Ministry of Justice (excl. agencies)","Human Resources","East Midlands (England)","Outside London","70","70","37900","34450"
"In post","2023","Ministry of Justice (excl. agencies)","Human Resources","East of England","Outside London","50","45","38650","32410"
"In post","2023","Ministry of Justice (excl. agencies)","Human Resources","London","London","305","300","47500","43650"
"In post","2023","Ministry of Justice (excl. agencies)","Human Resources","North East (England)","Outside London","50","50","35930","32620"
"In post","2023","Ministry of Justice (excl. agencies)","Human Resources","North West (England)","Outside London","105","105","38160","34450"
"In post","2023","Ministry of Justice (excl. agencies)","Human Resources","Scotland","Outside London","10","10","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","Human Resources","South East (England)","Outside London","95","90","39510","37680"
"In post","2023","Ministry of Justice (excl. agencies)","Human Resources","South West (England)","Outside London","60","60","37900","32410"
"In post","2023","Ministry of Justice (excl. agencies)","Human Resources","Unknown","Unknown","5","5","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","Human Resources","Wales","Outside London","100","100","37750","33710"
"In post","2023","Ministry of Justice (excl. agencies)","Human Resources","West Midlands (England)","Outside London","140","130","36740","32410"
"In post","2023","Ministry of Justice (excl. agencies)","Human Resources","Yorkshire and The Humber","Outside London","120","115","38230","37680"
"In post","2023","Ministry of Justice (excl. agencies)","Knowledge and Information Management","London","London","40","40","35030","35410"
"In post","2023","Ministry of Justice (excl. agencies)","Knowledge and Information Management","North West (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","Knowledge and Information Management","South West (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","Knowledge and Information Management","West Midlands (England)","Outside London","65","60","24850","21780"
"In post","2023","Ministry of Justice (excl. agencies)","Legal","London","London","60","55","59730","58740"
"In post","2023","Ministry of Justice (excl. agencies)","Legal","North East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","Legal","West Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","Operational Delivery","East Midlands (England)","Outside London","55","55","29070","25830"
"In post","2023","Ministry of Justice (excl. agencies)","Operational Delivery","East of England","Outside London","10","10","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","Operational Delivery","London","London","915","885","41340","35410"
"In post","2023","Ministry of Justice (excl. agencies)","Operational Delivery","North East (England)","Outside London","15","15","38710","37680"
"In post","2023","Ministry of Justice (excl. agencies)","Operational Delivery","North West (England)","Outside London","55","55","33090","31270"
"In post","2023","Ministry of Justice (excl. agencies)","Operational Delivery","Scotland","Outside London","10","5","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","Operational Delivery","South East (England)","Outside London","20","20","36410","31670"
"In post","2023","Ministry of Justice (excl. agencies)","Operational Delivery","South West (England)","Outside London","10","5","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","Operational Delivery","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","Operational Delivery","Wales","Outside London","20","20","37480","31270"
"In post","2023","Ministry of Justice (excl. agencies)","Operational Delivery","West Midlands (England)","Outside London","65","65","32910","31340"
"In post","2023","Ministry of Justice (excl. agencies)","Operational Delivery","Yorkshire and The Humber","Outside London","55","55","38580","37680"
"In post","2023","Ministry of Justice (excl. agencies)","Operational Research","East of England","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","Operational Research","London","London","85","85","52890","55720"
"In post","2023","Ministry of Justice (excl. agencies)","Operational Research","North West (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","Operational Research","Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","Operational Research","West Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","Operational Research","Yorkshire and The Humber","Outside London","10","10","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","Other","East Midlands (England)","Outside London","10","10","35350","33610"
"In post","2023","Ministry of Justice (excl. agencies)","Other","East of England","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","Other","London","London","95","90","41520","36000"
"In post","2023","Ministry of Justice (excl. agencies)","Other","North East (England)","Outside London","10","10","34310","34470"
"In post","2023","Ministry of Justice (excl. agencies)","Other","North West (England)","Outside London","15","10","36140","37680"
"In post","2023","Ministry of Justice (excl. agencies)","Other","South East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","Other","South West (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","Other","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","Other","Wales","Outside London","10","10","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","Other","West Midlands (England)","Outside London","5","5","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","Other","Yorkshire and The Humber","Outside London","20","20","35460","31270"
