"Status","Year","Disability","Ethnicity","Region_ITL1","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2023","Declared non-disabled","Undeclared","Yorkshire and The Humber","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Undeclared","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Unknown","East Midlands (England)","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Unknown","East Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Unknown","East Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Unknown","East Midlands (England)","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Unknown","East of England","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Unknown","East of England","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Unknown","East of England","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Unknown","East of England","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Unknown","London","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Unknown","London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Unknown","London","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Unknown","London","Unknown","20","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Unknown","North East (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Unknown","North East (England)","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Unknown","North East (England)","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Unknown","North East (England)","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Unknown","North West (England)","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Unknown","North West (England)","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Unknown","North West (England)","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Unknown","North West (England)","Unknown","25","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Unknown","Northern Ireland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Unknown","Northern Ireland","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Unknown","Northern Ireland","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Unknown","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Unknown","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Unknown","Overseas","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Unknown","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Unknown","Overseas","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Unknown","Scotland","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Unknown","Scotland","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Unknown","Scotland","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Unknown","Scotland","Unknown","80","[c]","24900","23190"
"New entrant CS","2023","Declared non-disabled","Unknown","South East (England)","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Unknown","South East (England)","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Unknown","South East (England)","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Unknown","South East (England)","Unknown","20","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Unknown","South West (England)","Heterosexual / straight","20","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Unknown","South West (England)","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Unknown","South West (England)","Undeclared","35","[c]","29950","26650"
"New entrant CS","2023","Declared non-disabled","Unknown","South West (England)","Unknown","30","[c]","34420","30290"
"New entrant CS","2023","Declared non-disabled","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Unknown","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Unknown","Wales","Heterosexual / straight","35","[c]","28820","24070"
"New entrant CS","2023","Declared non-disabled","Unknown","Wales","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Unknown","Wales","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Unknown","Wales","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Unknown","West Midlands (England)","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Unknown","West Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Unknown","West Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Unknown","West Midlands (England)","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Unknown","Yorkshire and The Humber","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Unknown","Yorkshire and The Humber","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Unknown","Yorkshire and The Humber","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Unknown","Yorkshire and The Humber","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","White","East Midlands (England)","Heterosexual / straight","860","[c]","28170","24070"
"New entrant CS","2023","Declared non-disabled","White","East Midlands (England)","LGBO","105","[c]","26170","23640"
"New entrant CS","2023","Declared non-disabled","White","East Midlands (England)","Undeclared","40","[c]","24310","23230"
"New entrant CS","2023","Declared non-disabled","White","East Midlands (England)","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","White","East of England","Heterosexual / straight","810","[c]","28340","25920"
"New entrant CS","2023","Declared non-disabled","White","East of England","LGBO","60","[c]","27460","24070"
"New entrant CS","2023","Declared non-disabled","White","East of England","Undeclared","30","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","White","East of England","Unknown","30","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","White","London","Heterosexual / straight","1585","[c]","40100","35010"
"New entrant CS","2023","Declared non-disabled","White","London","LGBO","265","[c]","39230","35010"
"New entrant CS","2023","Declared non-disabled","White","London","Undeclared","130","[c]","38590","34480"
"New entrant CS","2023","Declared non-disabled","White","London","Unknown","45","[c]","46760","30500"
"New entrant CS","2023","Declared non-disabled","White","North East (England)","Heterosexual / straight","1295","[c]","29140","26850"
"New entrant CS","2023","Declared non-disabled","White","North East (England)","LGBO","145","[c]","28270","27650"
"New entrant CS","2023","Declared non-disabled","White","North East (England)","Undeclared","50","[c]","29700","25830"
"New entrant CS","2023","Declared non-disabled","White","North East (England)","Unknown","35","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","White","North West (England)","Heterosexual / straight","1960","[c]","29470","25410"
"New entrant CS","2023","Declared non-disabled","White","North West (England)","LGBO","205","[c]","28220","23640"
"New entrant CS","2023","Declared non-disabled","White","North West (England)","Undeclared","65","[c]","30890","27540"
"New entrant CS","2023","Declared non-disabled","White","North West (England)","Unknown","40","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","White","Northern Ireland","Heterosexual / straight","115","[c]","29070","22520"
"New entrant CS","2023","Declared non-disabled","White","Northern Ireland","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","White","Northern Ireland","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","White","Northern Ireland","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","White","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","White","Overseas","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","White","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","White","Overseas","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","White","Scotland","Heterosexual / straight","1600","[c]","31000","28120"
"New entrant CS","2023","Declared non-disabled","White","Scotland","LGBO","195","[c]","29360","25830"
"New entrant CS","2023","Declared non-disabled","White","Scotland","Undeclared","75","[c]","29550","25710"
"New entrant CS","2023","Declared non-disabled","White","Scotland","Unknown","40","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","White","South East (England)","Heterosexual / straight","1365","[c]","29360","26340"
"New entrant CS","2023","Declared non-disabled","White","South East (England)","LGBO","155","[c]","28220","25830"
"New entrant CS","2023","Declared non-disabled","White","South East (England)","Undeclared","75","[c]","30250","28120"
"New entrant CS","2023","Declared non-disabled","White","South East (England)","Unknown","20","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","White","South West (England)","Heterosexual / straight","1495","[c]","31330","28480"
"New entrant CS","2023","Declared non-disabled","White","South West (England)","LGBO","130","[c]","29030","25920"
"New entrant CS","2023","Declared non-disabled","White","South West (England)","Undeclared","75","[c]","29790","26960"
"New entrant CS","2023","Declared non-disabled","White","South West (England)","Unknown","50","[c]","37370","27770"
"New entrant CS","2023","Declared non-disabled","White","Unknown","Heterosexual / straight","40","[c]","31530","28880"
"New entrant CS","2023","Declared non-disabled","White","Unknown","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","White","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","White","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","White","Wales","Heterosexual / straight","1555","[c]","28380","23640"
"New entrant CS","2023","Declared non-disabled","White","Wales","LGBO","170","[c]","26540","23230"
"New entrant CS","2023","Declared non-disabled","White","Wales","Undeclared","55","[c]","31340","28120"
"New entrant CS","2023","Declared non-disabled","White","Wales","Unknown","25","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","White","West Midlands (England)","Heterosexual / straight","1005","[c]","30890","28120"
"New entrant CS","2023","Declared non-disabled","White","West Midlands (England)","LGBO","90","[c]","26300","23640"
"New entrant CS","2023","Declared non-disabled","White","West Midlands (England)","Undeclared","40","[c]","29820","23850"
"New entrant CS","2023","Declared non-disabled","White","West Midlands (England)","Unknown","25","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","White","Yorkshire and The Humber","Heterosexual / straight","1350","[c]","30450","28120"
"New entrant CS","2023","Declared non-disabled","White","Yorkshire and The Humber","LGBO","150","[c]","29440","26780"
"New entrant CS","2023","Declared non-disabled","White","Yorkshire and The Humber","Undeclared","55","[c]","30070","28120"
"New entrant CS","2023","Declared non-disabled","White","Yorkshire and The Humber","Unknown","30","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Asian","East Midlands (England)","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Asian","East Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Asian","East Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Asian","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Asian","East of England","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Asian","East of England","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Asian","East of England","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Asian","East of England","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Asian","London","Heterosexual / straight","30","[c]","34420","31610"
"New entrant CS","2023","Undeclared","Asian","London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Asian","London","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Asian","London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Asian","North East (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Asian","North East (England)","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Asian","North East (England)","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Asian","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Asian","North West (England)","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Asian","North West (England)","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Asian","North West (England)","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Asian","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Asian","Northern Ireland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Asian","Northern Ireland","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Asian","Northern Ireland","Undeclared","[c]","[c]","[c]","[c]"
