"Status","Year","Disability","Ethnicity","Region_ITL1","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Unknown","Other ethnicity","Northern Ireland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Other ethnicity","Northern Ireland","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Other ethnicity","Northern Ireland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Other ethnicity","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Other ethnicity","Overseas","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Unknown","Other ethnicity","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Other ethnicity","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Other ethnicity","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Other ethnicity","Scotland","Heterosexual / straight","15","10","[c]","[c]"
"In post","2023","Unknown","Other ethnicity","Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Other ethnicity","Scotland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Other ethnicity","Scotland","Unknown","5","5","[c]","[c]"
"In post","2023","Unknown","Other ethnicity","South East (England)","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Unknown","Other ethnicity","South East (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Other ethnicity","South East (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Other ethnicity","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Other ethnicity","South West (England)","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Unknown","Other ethnicity","South West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Other ethnicity","South West (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Other ethnicity","South West (England)","Unknown","5","5","[c]","[c]"
"In post","2023","Unknown","Other ethnicity","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Other ethnicity","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Other ethnicity","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Other ethnicity","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Other ethnicity","Wales","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Unknown","Other ethnicity","Wales","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Other ethnicity","Wales","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Other ethnicity","Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Other ethnicity","West Midlands (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Other ethnicity","West Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Other ethnicity","West Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Other ethnicity","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Other ethnicity","Yorkshire and The Humber","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Unknown","Other ethnicity","Yorkshire and The Humber","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Other ethnicity","Yorkshire and The Humber","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Other ethnicity","Yorkshire and The Humber","Unknown","5","5","[c]","[c]"
"In post","2023","Unknown","Undeclared","East Midlands (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Undeclared","East Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Undeclared","East Midlands (England)","Undeclared","25","25","[c]","[c]"
"In post","2023","Unknown","Undeclared","East Midlands (England)","Unknown","20","20","[c]","[c]"
"In post","2023","Unknown","Undeclared","East of England","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Undeclared","East of England","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Undeclared","East of England","Undeclared","35","35","41190","37300"
"In post","2023","Unknown","Undeclared","East of England","Unknown","10","10","[c]","[c]"
"In post","2023","Unknown","Undeclared","London","Heterosexual / straight","40","40","46130","42860"
"In post","2023","Unknown","Undeclared","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Undeclared","London","Undeclared","180","180","50450","44030"
"In post","2023","Unknown","Undeclared","London","Unknown","240","230","54130","46170"
"In post","2023","Unknown","Undeclared","North East (England)","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Unknown","Undeclared","North East (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Undeclared","North East (England)","Undeclared","35","35","35330","31900"
"In post","2023","Unknown","Undeclared","North East (England)","Unknown","40","35","34640","29730"
"In post","2023","Unknown","Undeclared","North West (England)","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Unknown","Undeclared","North West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Undeclared","North West (England)","Undeclared","80","75","36160","34250"
"In post","2023","Unknown","Undeclared","North West (England)","Unknown","55","50","33380","31230"
"In post","2023","Unknown","Undeclared","Northern Ireland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Undeclared","Northern Ireland","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Undeclared","Northern Ireland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Undeclared","Northern Ireland","Unknown","5","5","[c]","[c]"
"In post","2023","Unknown","Undeclared","Overseas","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Unknown","Undeclared","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Undeclared","Overseas","Undeclared","10","10","[c]","[c]"
"In post","2023","Unknown","Undeclared","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Undeclared","Scotland","Heterosexual / straight","95","85","38160","37060"
"In post","2023","Unknown","Undeclared","Scotland","LGBO","5","5","[c]","[c]"
"In post","2023","Unknown","Undeclared","Scotland","Undeclared","80","80","43830","39060"
"In post","2023","Unknown","Undeclared","Scotland","Unknown","240","220","36810","37060"
"In post","2023","Unknown","Undeclared","South East (England)","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Unknown","Undeclared","South East (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Undeclared","South East (England)","Undeclared","95","90","36750","33830"
"In post","2023","Unknown","Undeclared","South East (England)","Unknown","85","85","45310","49260"
"In post","2023","Unknown","Undeclared","South West (England)","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Unknown","Undeclared","South West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Undeclared","South West (England)","Undeclared","95","95","41430","38640"
"In post","2023","Unknown","Undeclared","South West (England)","Unknown","115","110","44650","40880"
"In post","2023","Unknown","Undeclared","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Undeclared","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Undeclared","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Undeclared","Wales","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Unknown","Undeclared","Wales","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Undeclared","Wales","Undeclared","95","90","43930","42010"
"In post","2023","Unknown","Undeclared","Wales","Unknown","50","50","33600","28130"
"In post","2023","Unknown","Undeclared","West Midlands (England)","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Unknown","Undeclared","West Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Undeclared","West Midlands (England)","Undeclared","50","50","39520","34670"
"In post","2023","Unknown","Undeclared","West Midlands (England)","Unknown","35","35","35880","28920"
"In post","2023","Unknown","Undeclared","Yorkshire and The Humber","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Unknown","Undeclared","Yorkshire and The Humber","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Undeclared","Yorkshire and The Humber","Undeclared","40","40","34850","32980"
"In post","2023","Unknown","Undeclared","Yorkshire and The Humber","Unknown","45","40","41450","32370"
"In post","2023","Unknown","Unknown","East Midlands (England)","Heterosexual / straight","45","45","31650","28120"
"In post","2023","Unknown","Unknown","East Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Unknown","East Midlands (England)","Undeclared","15","15","[c]","[c]"
"In post","2023","Unknown","Unknown","East Midlands (England)","Unknown","2550","2430","29010","27890"
"In post","2023","Unknown","Unknown","East of England","Heterosexual / straight","40","40","29600","28080"
"In post","2023","Unknown","Unknown","East of England","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Unknown","East of England","Undeclared","20","20","[c]","[c]"
"In post","2023","Unknown","Unknown","East of England","Unknown","1855","1740","29390","27080"
"In post","2023","Unknown","Unknown","London","Heterosexual / straight","255","250","45420","40330"
"In post","2023","Unknown","Unknown","London","LGBO","35","35","47570","42210"
"In post","2023","Unknown","Unknown","London","Undeclared","760","745","48890","46000"
"In post","2023","Unknown","Unknown","London","Unknown","13160","12855","43230","38270"
"In post","2023","Unknown","Unknown","North East (England)","Heterosexual / straight","55","50","31510","28120"
"In post","2023","Unknown","Unknown","North East (England)","LGBO","5","5","[c]","[c]"
"In post","2023","Unknown","Unknown","North East (England)","Undeclared","20","20","[c]","[c]"
"In post","2023","Unknown","Unknown","North East (England)","Unknown","3920","3655","29120","26020"
"In post","2023","Unknown","Unknown","North West (England)","Heterosexual / straight","130","120","30690","28120"
"In post","2023","Unknown","Unknown","North West (England)","LGBO","15","15","[c]","[c]"
"In post","2023","Unknown","Unknown","North West (England)","Undeclared","55","50","36830","32900"
"In post","2023","Unknown","Unknown","North West (England)","Unknown","8355","7980","29110","25880"
"In post","2023","Unknown","Unknown","Northern Ireland","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Unknown","Unknown","Northern Ireland","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Unknown","Northern Ireland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Unknown","Northern Ireland","Unknown","860","815","28490","25750"
"In post","2023","Unknown","Unknown","Overseas","Heterosexual / straight","40","40","51150","51000"
"In post","2023","Unknown","Unknown","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Unknown","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Unknown","Overseas","Unknown","540","535","55030","55060"
"In post","2023","Unknown","Unknown","Scotland","Heterosexual / straight","85","80","33680","28490"
"In post","2023","Unknown","Unknown","Scotland","LGBO","15","15","[c]","[c]"
"In post","2023","Unknown","Unknown","Scotland","Undeclared","20","20","[c]","[c]"
"In post","2023","Unknown","Unknown","Scotland","Unknown","11350","10775","33120","29100"
"In post","2023","Unknown","Unknown","South East (England)","Heterosexual / straight","105","100","33100","29780"
"In post","2023","Unknown","Unknown","South East (England)","LGBO","5","5","[c]","[c]"
"In post","2023","Unknown","Unknown","South East (England)","Undeclared","35","35","42450","37130"
"In post","2023","Unknown","Unknown","South East (England)","Unknown","4275","4025","30610","27140"
"In post","2023","Unknown","Unknown","South West (England)","Heterosexual / straight","135","125","33700","28880"
"In post","2023","Unknown","Unknown","South West (England)","LGBO","5","5","[c]","[c]"
"In post","2023","Unknown","Unknown","South West (England)","Undeclared","75","70","44620","41360"
"In post","2023","Unknown","Unknown","South West (England)","Unknown","3575","3420","32750","28130"
"In post","2023","Unknown","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Unknown","Unknown","Unknown","1880","1870","41190","39040"
"In post","2023","Unknown","Unknown","Wales","Heterosexual / straight","60","55","29460","26920"
"In post","2023","Unknown","Unknown","Wales","LGBO","5","5","[c]","[c]"
"In post","2023","Unknown","Unknown","Wales","Undeclared","10","10","[c]","[c]"
"In post","2023","Unknown","Unknown","Wales","Unknown","3810","3615","30530","27650"
"In post","2023","Unknown","Unknown","West Midlands (England)","Heterosexual / straight","75","70","32380","28120"
"In post","2023","Unknown","Unknown","West Midlands (England)","LGBO","5","5","[c]","[c]"
"In post","2023","Unknown","Unknown","West Midlands (England)","Undeclared","25","25","[c]","[c]"
"In post","2023","Unknown","Unknown","West Midlands (England)","Unknown","3760","3575","30210","27650"
"In post","2023","Unknown","Unknown","Yorkshire and The Humber","Heterosexual / straight","55","55","31820","28120"
"In post","2023","Unknown","Unknown","Yorkshire and The Humber","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Unknown","Yorkshire and The Humber","Undeclared","185","180","41480","38120"
"In post","2023","Unknown","Unknown","Yorkshire and The Humber","Unknown","4800","4605","29640","27080"
"In post","2023","Unknown","White","East Midlands (England)","Heterosexual / straight","525","500","35460","32930"
"In post","2023","Unknown","White","East Midlands (England)","LGBO","45","45","31070","28080"
"In post","2023","Unknown","White","East Midlands (England)","Undeclared","40","35","35380","34130"
"In post","2023","Unknown","White","East Midlands (England)","Unknown","195","180","32690","28850"
"In post","2023","Unknown","White","East of England","Heterosexual / straight","810","780","35010","31860"
"In post","2023","Unknown","White","East of England","LGBO","45","45","29840","27370"
"In post","2023","Unknown","White","East of England","Undeclared","60","55","35820","31540"
"In post","2023","Unknown","White","East of England","Unknown","285","270","36060","31790"
"In post","2023","Unknown","White","London","Heterosexual / straight","3985","3885","48910","43420"
"In post","2023","Unknown","White","London","LGBO","475","470","45730","41950"
"In post","2023","Unknown","White","London","Undeclared","340","330","48030","42240"
"In post","2023","Unknown","White","London","Unknown","1230","1190","41710","34370"
"In post","2023","Unknown","White","North East (England)","Heterosexual / straight","990","910","32650","28120"
"In post","2023","Unknown","White","North East (England)","LGBO","80","75","31900","26900"
"In post","2023","Unknown","White","North East (England)","Undeclared","75","70","30350","26900"
"In post","2023","Unknown","White","North East (England)","Unknown","590","510","29520","27650"
"In post","2023","Unknown","White","North West (England)","Heterosexual / straight","2475","2385","34640","32160"
"In post","2023","Unknown","White","North West (England)","LGBO","220","215","33010","30740"
"In post","2023","Unknown","White","North West (England)","Undeclared","100","95","32720","30640"
"In post","2023","Unknown","White","North West (England)","Unknown","840","775","31810","28130"
"In post","2023","Unknown","White","Northern Ireland","Heterosexual / straight","320","305","31490","27080"
"In post","2023","Unknown","White","Northern Ireland","LGBO","15","15","[c]","[c]"
"In post","2023","Unknown","White","Northern Ireland","Undeclared","15","15","[c]","[c]"
"In post","2023","Unknown","White","Northern Ireland","Unknown","100","95","29780","28130"
"In post","2023","Unknown","White","Overseas","Heterosexual / straight","365","365","58720","57710"
"In post","2023","Unknown","White","Overseas","LGBO","30","30","55690","54000"
"In post","2023","Unknown","White","Overseas","Undeclared","20","20","[c]","[c]"
"In post","2023","Unknown","White","Overseas","Unknown","100","100","56990","58630"
"In post","2023","Unknown","White","Scotland","Heterosexual / straight","4040","3815","40390","37060"
"In post","2023","Unknown","White","Scotland","LGBO","250","245","37690","34400"
"In post","2023","Unknown","White","Scotland","Undeclared","175","165","38300","34730"
"In post","2023","Unknown","White","Scotland","Unknown","970","890","34840","32510"
"In post","2023","Unknown","White","South East (England)","Heterosexual / straight","2210","2075","34070","30560"
"In post","2023","Unknown","White","South East (England)","LGBO","120","120","31010","28200"
"In post","2023","Unknown","White","South East (England)","Undeclared","140","135","35560","33830"
"In post","2023","Unknown","White","South East (England)","Unknown","510","475","36450","30650"
"In post","2023","Unknown","White","South West (England)","Heterosexual / straight","2435","2350","37020","33950"
"In post","2023","Unknown","White","South West (England)","LGBO","155","150","31470","28080"
"In post","2023","Unknown","White","South West (England)","Undeclared","190","180","36740","33830"
"In post","2023","Unknown","White","South West (England)","Unknown","755","710","38300","34630"
"In post","2023","Unknown","White","Unknown","Heterosexual / straight","45","40","43580","45610"
"In post","2023","Unknown","White","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","White","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","White","Unknown","Unknown","10","10","[c]","[c]"
"In post","2023","Unknown","White","Wales","Heterosexual / straight","1340","1270","34800","31060"
"In post","2023","Unknown","White","Wales","LGBO","130","130","32520","31060"
"In post","2023","Unknown","White","Wales","Undeclared","95","90","34350","31060"
"In post","2023","Unknown","White","Wales","Unknown","400","355","31540","28080"
"In post","2023","Unknown","White","West Midlands (England)","Heterosexual / straight","905","870","36040","33830"
"In post","2023","Unknown","White","West Midlands (England)","LGBO","60","60","36520","34670"
"In post","2023","Unknown","White","West Midlands (England)","Undeclared","65","60","34590","34240"
"In post","2023","Unknown","White","West Midlands (England)","Unknown","260","245","36740","33130"
"In post","2023","Unknown","White","Yorkshire and The Humber","Heterosexual / straight","1275","1230","36540","32670"
"In post","2023","Unknown","White","Yorkshire and The Humber","LGBO","135","130","34110","30950"
"In post","2023","Unknown","White","Yorkshire and The Humber","Undeclared","100","95","35690","30500"
"In post","2023","Unknown","White","Yorkshire and The Humber","Unknown","265","250","32980","28840"
"Leaver CS","2023","Declared disabled","Asian","East Midlands (England)","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Asian","East Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Asian","East Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Asian","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Asian","East of England","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Asian","East of England","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Asian","East of England","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Asian","East of England","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Asian","London","Heterosexual / straight","80","[c]","36830","32520"
"Leaver CS","2023","Declared disabled","Asian","London","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Asian","London","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Asian","London","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Asian","North East (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Asian","North East (England)","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Asian","North East (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Asian","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Asian","North West (England)","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Asian","North West (England)","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Asian","North West (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Asian","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Asian","Northern Ireland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Asian","Northern Ireland","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Asian","Northern Ireland","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Asian","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Asian","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Asian","Overseas","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Asian","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Asian","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Asian","Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Asian","Scotland","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Asian","Scotland","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Asian","Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Asian","South East (England)","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Asian","South East (England)","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Asian","South East (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Asian","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Asian","South West (England)","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Asian","South West (England)","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Asian","South West (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Asian","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Asian","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Asian","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Asian","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Asian","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Asian","Wales","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Asian","Wales","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Asian","Wales","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Asian","Wales","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Asian","West Midlands (England)","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Asian","West Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Asian","West Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Asian","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Asian","Yorkshire and The Humber","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Asian","Yorkshire and The Humber","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Asian","Yorkshire and The Humber","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Asian","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Black","East Midlands (England)","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Black","East Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Black","East Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Black","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Black","East of England","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Black","East of England","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Black","East of England","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Black","East of England","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Black","London","Heterosexual / straight","95","[c]","36110","32520"
"Leaver CS","2023","Declared disabled","Black","London","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Black","London","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Black","London","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Black","North East (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Black","North East (England)","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Black","North East (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Black","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Black","North West (England)","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Black","North West (England)","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Black","North West (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Black","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Black","Northern Ireland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Black","Northern Ireland","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Black","Northern Ireland","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Black","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Black","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Black","Overseas","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Black","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Black","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Black","Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Black","Scotland","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Black","Scotland","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Black","Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Black","South East (England)","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Black","South East (England)","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Black","South East (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Black","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Black","South West (England)","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Black","South West (England)","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Black","South West (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Black","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Black","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Black","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Black","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Black","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Black","Wales","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Black","Wales","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Black","Wales","Undeclared","[c]","[c]","[c]","[c]"
