"Status","Year","Ethnicity","Parent_department","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2023","White","UK Supreme Court","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","UK Supreme Court","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Water Services Regulation Authority","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Water Services Regulation Authority","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Water Services Regulation Authority","SEO/HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Welsh Government","AA/AO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Welsh Government","EO","15","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Welsh Government","G6/G7","10","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Welsh Government","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Welsh Government","SEO/HEO","30","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Attorney General's Departments","AA/AO","100","[c]","21960","21120"
"New entrant CS","2023","Asian","Attorney General's Departments","EO","50","[c]","27380","27760"
"New entrant CS","2023","Asian","Attorney General's Departments","G6/G7","40","[c]","55650","52310"
"New entrant CS","2023","Asian","Attorney General's Departments","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Attorney General's Departments","SEO/HEO","40","[c]","38250","38760"
"New entrant CS","2023","Asian","Cabinet Office","AA/AO","15","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Cabinet Office","EO","10","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Cabinet Office","G6/G7","15","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Cabinet Office","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Cabinet Office","SEO/HEO","75","[c]","30480","28840"
"New entrant CS","2023","Asian","Chancellor's other departments","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Chancellor's other departments","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Chancellor's other departments","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Chancellor's other departments","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Charity Commission","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Charity Commission","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Charity Commission","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Charity Commission","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Competition and Markets Authority","AA/AO","15","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Competition and Markets Authority","EO","10","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Competition and Markets Authority","G6/G7","10","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Competition and Markets Authority","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Competition and Markets Authority","SEO/HEO","10","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Department for Business, Energy and Industrial Strategy","AA/AO","10","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Department for Business, Energy and Industrial Strategy","EO","10","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Department for Business, Energy and Industrial Strategy","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Department for Business, Energy and Industrial Strategy","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Department for Business, Energy and Industrial Strategy","SEO/HEO","45","[c]","37860","37750"
"New entrant CS","2023","Asian","Department for Digital, Culture, Media and Sport","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Department for Digital, Culture, Media and Sport","EO","5","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Department for Digital, Culture, Media and Sport","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Department for Digital, Culture, Media and Sport","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Department for Digital, Culture, Media and Sport","SEO/HEO","15","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Department for Education","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Department for Education","EO","10","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Department for Education","G6/G7","10","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Department for Education","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Department for Education","SEO/HEO","30","[c]","34240","34030"
"New entrant CS","2023","Asian","Department for Environment, Food and Rural Affairs","AA/AO","40","[c]","22530","22150"
"New entrant CS","2023","Asian","Department for Environment, Food and Rural Affairs","EO","25","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Department for Environment, Food and Rural Affairs","G6/G7","25","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Department for Environment, Food and Rural Affairs","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Department for Environment, Food and Rural Affairs","SEO/HEO","25","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Department for International Trade","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Department for International Trade","EO","15","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Department for International Trade","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Department for International Trade","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Department for International Trade","SEO/HEO","35","[c]","38260","35440"
"New entrant CS","2023","Asian","Department for Levelling Up, Housing and Communities","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Department for Levelling Up, Housing and Communities","EO","10","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Department for Levelling Up, Housing and Communities","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Department for Levelling Up, Housing and Communities","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Department for Levelling Up, Housing and Communities","SEO/HEO","10","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Department for Transport","AA/AO","70","[c]","23110","22500"
"New entrant CS","2023","Asian","Department for Transport","EO","25","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Department for Transport","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Department for Transport","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Department for Transport","SEO/HEO","25","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Department for Work and Pensions","AA/AO","270","[c]","21850","21690"
"New entrant CS","2023","Asian","Department for Work and Pensions","EO","120","[c]","28040","28120"
"New entrant CS","2023","Asian","Department for Work and Pensions","G6/G7","20","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Department for Work and Pensions","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Department for Work and Pensions","SEO/HEO","65","[c]","37440","38470"
"New entrant CS","2023","Asian","Department of Health and Social Care","AA/AO","20","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Department of Health and Social Care","EO","40","[c]","27740","27840"
"New entrant CS","2023","Asian","Department of Health and Social Care","G6/G7","20","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Department of Health and Social Care","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Department of Health and Social Care","SEO/HEO","55","[c]","35990","34070"
"New entrant CS","2023","Asian","Estyn","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Estyn","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Estyn","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Estyn","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Food Standards Agency","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Food Standards Agency","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Food Standards Agency","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Food Standards Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Foreign, Commonwealth and Development Office","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Foreign, Commonwealth and Development Office","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Foreign, Commonwealth and Development Office","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","HM Land Registry","AA/AO","5","[c]","[c]","[c]"
"New entrant CS","2023","Asian","HM Land Registry","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","HM Land Registry","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","HM Land Registry","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","HM Revenue and Customs","AA/AO","485","[c]","23290","22520"
"New entrant CS","2023","Asian","HM Revenue and Customs","EO","75","[c]","28250","27650"
"New entrant CS","2023","Asian","HM Revenue and Customs","G6/G7","30","[c]","[c]","[c]"
"New entrant CS","2023","Asian","HM Revenue and Customs","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","HM Revenue and Customs","SEO/HEO","105","[c]","39670","39110"
"New entrant CS","2023","Asian","HM Treasury","AA/AO","15","[c]","[c]","[c]"
"New entrant CS","2023","Asian","HM Treasury","EO","10","[c]","[c]","[c]"
"New entrant CS","2023","Asian","HM Treasury","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","HM Treasury","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","HM Treasury","SEO/HEO","30","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Home Office","AA/AO","110","[c]","24060","22400"
"New entrant CS","2023","Asian","Home Office","EO","105","[c]","27820","29750"
"New entrant CS","2023","Asian","Home Office","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Home Office","SCS level","5","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Home Office","SEO/HEO","15","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Home Office","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Ministry of Defence","AA/AO","50","[c]","23970","23890"
"New entrant CS","2023","Asian","Ministry of Defence","EO","25","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Ministry of Defence","G6/G7","15","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Ministry of Defence","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Ministry of Defence","SEO/HEO","70","[c]","36190","34430"
"New entrant CS","2023","Asian","Ministry of Defence","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Ministry of Justice","AA/AO","475","[c]","24940","23000"
"New entrant CS","2023","Asian","Ministry of Justice","EO","55","[c]","27590","25830"
"New entrant CS","2023","Asian","Ministry of Justice","G6/G7","15","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Ministry of Justice","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Ministry of Justice","SEO/HEO","55","[c]","36760","35410"
"New entrant CS","2023","Asian","Ministry of Justice","Unknown","200","[c]","22930","23640"
"New entrant CS","2023","Asian","National Crime Agency","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","National Crime Agency","EO","20","[c]","[c]","[c]"
"New entrant CS","2023","Asian","National Crime Agency","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","National Crime Agency","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","National Crime Agency","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Northern Ireland Office","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Northern Ireland Office","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Northern Ireland Office","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Northern Ireland Office","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Office for Standards in Education, Children's Services and Skills","AA/AO","15","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Office for Standards in Education, Children's Services and Skills","EO","10","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Office for Standards in Education, Children's Services and Skills","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Office for Standards in Education, Children's Services and Skills","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Office for Standards in Education, Children's Services and Skills","SEO/HEO","15","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Office of Gas and Electricity Markets","AA/AO","10","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Office of Gas and Electricity Markets","EO","35","[c]","27260","26000"
"New entrant CS","2023","Asian","Office of Gas and Electricity Markets","G6/G7","20","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Office of Gas and Electricity Markets","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Office of Gas and Electricity Markets","SEO/HEO","25","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Office of Qualifications and Examinations Regulation","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Office of Qualifications and Examinations Regulation","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Office of Qualifications and Examinations Regulation","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Office of Qualifications and Examinations Regulation","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Office of Qualifications and Examinations Regulation","SEO/HEO","10","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Office of Rail and Road","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Office of Rail and Road","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Office of Rail and Road","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Office of Rail and Road","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Office of Rail and Road","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Office of the Secretary of State for Scotland","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Office of the Secretary of State for Scotland","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Office of the Secretary of State for Scotland","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Office of the Secretary of State for Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Office of the Secretary of State for Wales","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Office of the Secretary of State for Wales","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Office of the Secretary of State for Wales","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Office of the Secretary of State for Wales","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Scottish Government","AA/AO","15","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Scottish Government","EO","20","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Scottish Government","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Scottish Government","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Scottish Government","SEO/HEO","20","[c]","[c]","[c]"
"New entrant CS","2023","Asian","The National Archives","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","The National Archives","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","The National Archives","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","The National Archives","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2023","Asian","UK Export Finance","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","UK Export Finance","EO","10","[c]","[c]","[c]"
"New entrant CS","2023","Asian","UK Export Finance","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","UK Export Finance","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","UK Export Finance","SEO/HEO","10","[c]","[c]","[c]"
"New entrant CS","2023","Asian","UK Statistics Authority","AA/AO","30","[c]","21920","21200"
"New entrant CS","2023","Asian","UK Statistics Authority","EO","10","[c]","[c]","[c]"
"New entrant CS","2023","Asian","UK Statistics Authority","G6/G7","10","[c]","[c]","[c]"
"New entrant CS","2023","Asian","UK Statistics Authority","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","UK Statistics Authority","SEO/HEO","40","[c]","34080","31560"
"New entrant CS","2023","Asian","UK Supreme Court","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","UK Supreme Court","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","UK Supreme Court","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","UK Supreme Court","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Water Services Regulation Authority","EO","5","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Water Services Regulation Authority","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Water Services Regulation Authority","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Welsh Government","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Welsh Government","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Welsh Government","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Welsh Government","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Welsh Government","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2023","Black","Attorney General's Departments","AA/AO","40","[c]","22820","21890"
"New entrant CS","2023","Black","Attorney General's Departments","EO","25","[c]","[c]","[c]"
"New entrant CS","2023","Black","Attorney General's Departments","G6/G7","15","[c]","[c]","[c]"
"New entrant CS","2023","Black","Attorney General's Departments","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Attorney General's Departments","SEO/HEO","15","[c]","[c]","[c]"
"New entrant CS","2023","Black","Cabinet Office","AA/AO","10","[c]","[c]","[c]"
"New entrant CS","2023","Black","Cabinet Office","EO","10","[c]","[c]","[c]"
"New entrant CS","2023","Black","Cabinet Office","G6/G7","10","[c]","[c]","[c]"
"New entrant CS","2023","Black","Cabinet Office","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Cabinet Office","SEO/HEO","25","[c]","[c]","[c]"
"New entrant CS","2023","Black","Chancellor's other departments","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Chancellor's other departments","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Chancellor's other departments","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Chancellor's other departments","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Charity Commission","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Charity Commission","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Charity Commission","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Charity Commission","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Competition and Markets Authority","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Competition and Markets Authority","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Competition and Markets Authority","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Competition and Markets Authority","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Competition and Markets Authority","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Department for Business, Energy and Industrial Strategy","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Department for Business, Energy and Industrial Strategy","EO","5","[c]","[c]","[c]"
"New entrant CS","2023","Black","Department for Business, Energy and Industrial Strategy","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Department for Business, Energy and Industrial Strategy","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Department for Business, Energy and Industrial Strategy","SEO/HEO","20","[c]","[c]","[c]"
"New entrant CS","2023","Black","Department for Digital, Culture, Media and Sport","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Department for Digital, Culture, Media and Sport","EO","5","[c]","[c]","[c]"
"New entrant CS","2023","Black","Department for Digital, Culture, Media and Sport","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Department for Digital, Culture, Media and Sport","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Department for Digital, Culture, Media and Sport","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Department for Education","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Department for Education","EO","5","[c]","[c]","[c]"
"New entrant CS","2023","Black","Department for Education","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Department for Education","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Department for Education","SEO/HEO","10","[c]","[c]","[c]"
"New entrant CS","2023","Black","Department for Environment, Food and Rural Affairs","AA/AO","15","[c]","[c]","[c]"
"New entrant CS","2023","Black","Department for Environment, Food and Rural Affairs","EO","15","[c]","[c]","[c]"
"New entrant CS","2023","Black","Department for Environment, Food and Rural Affairs","G6/G7","10","[c]","[c]","[c]"
"New entrant CS","2023","Black","Department for Environment, Food and Rural Affairs","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Department for Environment, Food and Rural Affairs","SEO/HEO","20","[c]","[c]","[c]"
"New entrant CS","2023","Black","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Department for International Trade","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Department for International Trade","EO","10","[c]","[c]","[c]"
"New entrant CS","2023","Black","Department for International Trade","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Department for International Trade","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Department for International Trade","SEO/HEO","15","[c]","[c]","[c]"
"New entrant CS","2023","Black","Department for Levelling Up, Housing and Communities","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Department for Levelling Up, Housing and Communities","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Department for Levelling Up, Housing and Communities","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Department for Levelling Up, Housing and Communities","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Department for Levelling Up, Housing and Communities","SEO/HEO","10","[c]","[c]","[c]"
"New entrant CS","2023","Black","Department for Transport","AA/AO","25","[c]","[c]","[c]"
"New entrant CS","2023","Black","Department for Transport","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Department for Transport","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Department for Transport","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Department for Transport","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2023","Black","Department for Work and Pensions","AA/AO","75","[c]","22300","21690"
"New entrant CS","2023","Black","Department for Work and Pensions","EO","40","[c]","28420","28120"
"New entrant CS","2023","Black","Department for Work and Pensions","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2023","Black","Department for Work and Pensions","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Department for Work and Pensions","SEO/HEO","40","[c]","39450","39150"
"New entrant CS","2023","Black","Department of Health and Social Care","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Department of Health and Social Care","EO","15","[c]","[c]","[c]"
"New entrant CS","2023","Black","Department of Health and Social Care","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Department of Health and Social Care","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Department of Health and Social Care","SEO/HEO","15","[c]","[c]","[c]"
"New entrant CS","2023","Black","Estyn","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Estyn","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Estyn","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Estyn","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Food Standards Agency","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Food Standards Agency","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Food Standards Agency","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Food Standards Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Foreign, Commonwealth and Development Office","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Foreign, Commonwealth and Development Office","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Foreign, Commonwealth and Development Office","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","HM Land Registry","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","HM Land Registry","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","HM Land Registry","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","HM Land Registry","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","HM Revenue and Customs","AA/AO","145","[c]","23280","22520"
"New entrant CS","2023","Black","HM Revenue and Customs","EO","25","[c]","[c]","[c]"
"New entrant CS","2023","Black","HM Revenue and Customs","G6/G7","10","[c]","[c]","[c]"
"New entrant CS","2023","Black","HM Revenue and Customs","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","HM Revenue and Customs","SEO/HEO","70","[c]","37620","34700"
"New entrant CS","2023","Black","HM Treasury","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","HM Treasury","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","HM Treasury","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","HM Treasury","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","HM Treasury","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Home Office","AA/AO","50","[c]","24000","22400"
"New entrant CS","2023","Black","Home Office","EO","50","[c]","28000","29750"
"New entrant CS","2023","Black","Home Office","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Home Office","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Home Office","SEO/HEO","10","[c]","[c]","[c]"
"New entrant CS","2023","Black","Home Office","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Ministry of Defence","AA/AO","20","[c]","[c]","[c]"
"New entrant CS","2023","Black","Ministry of Defence","EO","5","[c]","[c]","[c]"
"New entrant CS","2023","Black","Ministry of Defence","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Ministry of Defence","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Ministry of Defence","SEO/HEO","45","[c]","36210","33990"
"New entrant CS","2023","Black","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Ministry of Justice","AA/AO","360","[c]","28310","28880"
"New entrant CS","2023","Black","Ministry of Justice","EO","20","[c]","[c]","[c]"
