"Status","Year","Function_of_post","Parent_department","Responsibility_level_grouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Human Resources","Department for International Trade","G6/G7","Female","35","35","58000","55430"
"In post","2023","Human Resources","Department for International Trade","G6/G7","Male","15","15","[c]","[c]"
"In post","2023","Human Resources","Department for International Trade","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Department for International Trade","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Department for International Trade","SEO/HEO","Female","30","30","37080","36150"
"In post","2023","Human Resources","Department for International Trade","SEO/HEO","Male","20","20","[c]","[c]"
"In post","2023","Human Resources","Department for Levelling Up, Housing and Communities","AA/AO","Female","10","10","[c]","[c]"
"In post","2023","Human Resources","Department for Levelling Up, Housing and Communities","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Department for Levelling Up, Housing and Communities","EO","Female","10","5","[c]","[c]"
"In post","2023","Human Resources","Department for Levelling Up, Housing and Communities","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Department for Levelling Up, Housing and Communities","G6/G7","Female","25","25","[c]","[c]"
"In post","2023","Human Resources","Department for Levelling Up, Housing and Communities","G6/G7","Male","10","10","[c]","[c]"
"In post","2023","Human Resources","Department for Levelling Up, Housing and Communities","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Department for Levelling Up, Housing and Communities","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Department for Levelling Up, Housing and Communities","SEO/HEO","Female","30","30","35410","33880"
"In post","2023","Human Resources","Department for Levelling Up, Housing and Communities","SEO/HEO","Male","10","10","[c]","[c]"
"In post","2023","Human Resources","Department for Transport","AA/AO","Female","25","20","[c]","[c]"
"In post","2023","Human Resources","Department for Transport","AA/AO","Male","5","5","[c]","[c]"
"In post","2023","Human Resources","Department for Transport","EO","Female","60","55","27950","27260"
"In post","2023","Human Resources","Department for Transport","EO","Male","35","30","29930","27450"
"In post","2023","Human Resources","Department for Transport","G6/G7","Female","60","60","57120","55740"
"In post","2023","Human Resources","Department for Transport","G6/G7","Male","20","20","[c]","[c]"
"In post","2023","Human Resources","Department for Transport","SCS level","Female","5","5","[c]","[c]"
"In post","2023","Human Resources","Department for Transport","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Department for Transport","SEO/HEO","Female","175","165","36670","35760"
"In post","2023","Human Resources","Department for Transport","SEO/HEO","Male","65","65","36890","36660"
"In post","2023","Human Resources","Department for Work and Pensions","AA/AO","Female","35","30","22290","21690"
"In post","2023","Human Resources","Department for Work and Pensions","AA/AO","Male","20","20","[c]","[c]"
"In post","2023","Human Resources","Department for Work and Pensions","EO","Female","435","390","28650","28120"
"In post","2023","Human Resources","Department for Work and Pensions","EO","Male","280","270","28700","28120"
"In post","2023","Human Resources","Department for Work and Pensions","G6/G7","Female","205","195","56640","55150"
"In post","2023","Human Resources","Department for Work and Pensions","G6/G7","Male","90","90","57040","55150"
"In post","2023","Human Resources","Department for Work and Pensions","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Department for Work and Pensions","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Department for Work and Pensions","SEO/HEO","Female","420","390","36710","35530"
"In post","2023","Human Resources","Department for Work and Pensions","SEO/HEO","Male","205","200","36940","34970"
"In post","2023","Human Resources","Department of Health and Social Care","AA/AO","Female","5","5","[c]","[c]"
"In post","2023","Human Resources","Department of Health and Social Care","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Department of Health and Social Care","EO","Female","70","70","27060","27690"
"In post","2023","Human Resources","Department of Health and Social Care","EO","Male","20","20","[c]","[c]"
"In post","2023","Human Resources","Department of Health and Social Care","G6/G7","Female","80","80","57570","54840"
"In post","2023","Human Resources","Department of Health and Social Care","G6/G7","Male","20","20","[c]","[c]"
"In post","2023","Human Resources","Department of Health and Social Care","SCS level","Female","10","10","[c]","[c]"
"In post","2023","Human Resources","Department of Health and Social Care","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Department of Health and Social Care","SEO/HEO","Female","85","85","35560","34190"
"In post","2023","Human Resources","Department of Health and Social Care","SEO/HEO","Male","20","20","[c]","[c]"
"In post","2023","Human Resources","Estyn","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Estyn","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Estyn","EO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Estyn","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Estyn","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Estyn","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Food Standards Agency","EO","Female","10","10","[c]","[c]"
"In post","2023","Human Resources","Food Standards Agency","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Food Standards Agency","G6/G7","Female","10","10","[c]","[c]"
"In post","2023","Human Resources","Food Standards Agency","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Food Standards Agency","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Food Standards Agency","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Food Standards Agency","SEO/HEO","Female","15","15","[c]","[c]"
"In post","2023","Human Resources","Food Standards Agency","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Foreign, Commonwealth and Development Office","AA/AO","Female","25","25","[c]","[c]"
"In post","2023","Human Resources","Foreign, Commonwealth and Development Office","AA/AO","Male","15","15","[c]","[c]"
"In post","2023","Human Resources","Foreign, Commonwealth and Development Office","EO","Female","35","30","30790","29440"
"In post","2023","Human Resources","Foreign, Commonwealth and Development Office","EO","Male","10","10","[c]","[c]"
"In post","2023","Human Resources","Foreign, Commonwealth and Development Office","G6/G7","Female","75","75","61370","58840"
"In post","2023","Human Resources","Foreign, Commonwealth and Development Office","G6/G7","Male","40","40","61970","60070"
"In post","2023","Human Resources","Foreign, Commonwealth and Development Office","SCS level","Female","10","10","[c]","[c]"
"In post","2023","Human Resources","Foreign, Commonwealth and Development Office","SCS level","Male","15","15","[c]","[c]"
"In post","2023","Human Resources","Foreign, Commonwealth and Development Office","SEO/HEO","Female","95","90","39220","38540"
"In post","2023","Human Resources","Foreign, Commonwealth and Development Office","SEO/HEO","Male","55","55","40310","38600"
"In post","2023","Human Resources","HM Land Registry","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","HM Land Registry","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","HM Land Registry","EO","Female","20","20","[c]","[c]"
"In post","2023","Human Resources","HM Land Registry","EO","Male","5","5","[c]","[c]"
"In post","2023","Human Resources","HM Land Registry","G6/G7","Female","10","10","[c]","[c]"
"In post","2023","Human Resources","HM Land Registry","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","HM Land Registry","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","HM Land Registry","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","HM Land Registry","SEO/HEO","Female","45","40","40020","39520"
"In post","2023","Human Resources","HM Land Registry","SEO/HEO","Male","15","15","[c]","[c]"
"In post","2023","Human Resources","HM Revenue and Customs","AA/AO","Female","65","55","22870","22520"
"In post","2023","Human Resources","HM Revenue and Customs","AA/AO","Male","55","55","22680","22520"
"In post","2023","Human Resources","HM Revenue and Customs","EO","Female","200","185","28460","28130"
"In post","2023","Human Resources","HM Revenue and Customs","EO","Male","130","125","28400","28130"
"In post","2023","Human Resources","HM Revenue and Customs","G6/G7","Female","240","230","62470","58180"
"In post","2023","Human Resources","HM Revenue and Customs","G6/G7","Male","115","115","61780","57970"
"In post","2023","Human Resources","HM Revenue and Customs","SCS level","Female","25","25","[c]","[c]"
"In post","2023","Human Resources","HM Revenue and Customs","SCS level","Male","5","5","[c]","[c]"
"In post","2023","Human Resources","HM Revenue and Customs","SEO/HEO","Female","500","465","38210","35110"
"In post","2023","Human Resources","HM Revenue and Customs","SEO/HEO","Male","275","270","37780","35000"
"In post","2023","Human Resources","HM Treasury","AA/AO","Female","10","10","[c]","[c]"
"In post","2023","Human Resources","HM Treasury","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","HM Treasury","EO","Female","20","20","[c]","[c]"
"In post","2023","Human Resources","HM Treasury","EO","Male","5","5","[c]","[c]"
"In post","2023","Human Resources","HM Treasury","G6/G7","Female","35","35","57260","54130"
"In post","2023","Human Resources","HM Treasury","G6/G7","Male","20","20","[c]","[c]"
"In post","2023","Human Resources","HM Treasury","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","HM Treasury","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","HM Treasury","SEO/HEO","Female","30","30","38830","39050"
"In post","2023","Human Resources","HM Treasury","SEO/HEO","Male","10","10","[c]","[c]"
"In post","2023","Human Resources","Home Office","AA/AO","Female","10","10","[c]","[c]"
"In post","2023","Human Resources","Home Office","AA/AO","Male","10","10","[c]","[c]"
"In post","2023","Human Resources","Home Office","EO","Female","45","40","29150","29890"
"In post","2023","Human Resources","Home Office","EO","Male","15","15","[c]","[c]"
"In post","2023","Human Resources","Home Office","G6/G7","Female","95","95","61420","59290"
"In post","2023","Human Resources","Home Office","G6/G7","Male","60","60","60720","59290"
"In post","2023","Human Resources","Home Office","SCS level","Female","10","10","[c]","[c]"
"In post","2023","Human Resources","Home Office","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Home Office","SEO/HEO","Female","165","155","38330","37720"
"In post","2023","Human Resources","Home Office","SEO/HEO","Male","70","70","38690","39000"
"In post","2023","Human Resources","Ministry of Defence","AA/AO","Female","455","415","22310","22220"
"In post","2023","Human Resources","Ministry of Defence","AA/AO","Male","145","140","22060","22220"
"In post","2023","Human Resources","Ministry of Defence","EO","Female","485","465","27710","27470"
"In post","2023","Human Resources","Ministry of Defence","EO","Male","975","955","29550","29140"
"In post","2023","Human Resources","Ministry of Defence","G6/G7","Female","235","230","58830","56180"
"In post","2023","Human Resources","Ministry of Defence","G6/G7","Male","150","145","61100","60310"
"In post","2023","Human Resources","Ministry of Defence","SCS level","Female","25","25","[c]","[c]"
"In post","2023","Human Resources","Ministry of Defence","SCS level","Male","10","10","[c]","[c]"
"In post","2023","Human Resources","Ministry of Defence","SEO/HEO","Female","895","860","40080","38020"
"In post","2023","Human Resources","Ministry of Defence","SEO/HEO","Male","885","875","39880","37300"
"In post","2023","Human Resources","Ministry of Defence","Unknown","Female","30","30","38390","38790"
"In post","2023","Human Resources","Ministry of Defence","Unknown","Male","30","25","[c]","[c]"
"In post","2023","Human Resources","Ministry of Justice","AA/AO","Female","35","30","22400","21780"
"In post","2023","Human Resources","Ministry of Justice","AA/AO","Male","10","10","[c]","[c]"
"In post","2023","Human Resources","Ministry of Justice","EO","Female","105","100","27430","27110"
"In post","2023","Human Resources","Ministry of Justice","EO","Male","40","40","28680","26880"
"In post","2023","Human Resources","Ministry of Justice","G6/G7","Female","185","180","60950","59190"
"In post","2023","Human Resources","Ministry of Justice","G6/G7","Male","75","75","60580","59590"
"In post","2023","Human Resources","Ministry of Justice","SCS level","Female","20","20","[c]","[c]"
"In post","2023","Human Resources","Ministry of Justice","SCS level","Male","5","5","[c]","[c]"
"In post","2023","Human Resources","Ministry of Justice","SEO/HEO","Female","625","610","37210","36690"
"In post","2023","Human Resources","Ministry of Justice","SEO/HEO","Male","265","260","38770","37680"
"In post","2023","Human Resources","Ministry of Justice","Unknown","Female","40","35","38880","38290"
"In post","2023","Human Resources","Ministry of Justice","Unknown","Male","5","5","[c]","[c]"
"In post","2023","Human Resources","National Crime Agency","AA/AO","Female","10","10","[c]","[c]"
"In post","2023","Human Resources","National Crime Agency","AA/AO","Male","5","5","[c]","[c]"
"In post","2023","Human Resources","National Crime Agency","EO","Female","30","25","32910","30740"
"In post","2023","Human Resources","National Crime Agency","EO","Male","5","5","[c]","[c]"
"In post","2023","Human Resources","National Crime Agency","G6/G7","Female","15","15","[c]","[c]"
"In post","2023","Human Resources","National Crime Agency","G6/G7","Male","10","10","[c]","[c]"
"In post","2023","Human Resources","National Crime Agency","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","National Crime Agency","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","National Crime Agency","SEO/HEO","Female","65","60","43900","42240"
"In post","2023","Human Resources","National Crime Agency","SEO/HEO","Male","45","45","42380","41140"
"In post","2023","Human Resources","Northern Ireland Office","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Northern Ireland Office","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Northern Ireland Office","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Northern Ireland Office","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Northern Ireland Office","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Northern Ireland Office","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Office for Standards in Education, Children's Services and Skills","AA/AO","Female","5","5","[c]","[c]"
"In post","2023","Human Resources","Office for Standards in Education, Children's Services and Skills","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Office for Standards in Education, Children's Services and Skills","EO","Female","15","10","[c]","[c]"
"In post","2023","Human Resources","Office for Standards in Education, Children's Services and Skills","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Office for Standards in Education, Children's Services and Skills","G6/G7","Female","10","10","[c]","[c]"
"In post","2023","Human Resources","Office for Standards in Education, Children's Services and Skills","G6/G7","Male","5","5","[c]","[c]"
"In post","2023","Human Resources","Office for Standards in Education, Children's Services and Skills","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Office for Standards in Education, Children's Services and Skills","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Office for Standards in Education, Children's Services and Skills","SEO/HEO","Female","20","20","[c]","[c]"
"In post","2023","Human Resources","Office for Standards in Education, Children's Services and Skills","SEO/HEO","Male","15","15","[c]","[c]"
"In post","2023","Human Resources","Office of Gas and Electricity Markets","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Office of Gas and Electricity Markets","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Office of Gas and Electricity Markets","EO","Female","10","10","[c]","[c]"
"In post","2023","Human Resources","Office of Gas and Electricity Markets","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Office of Gas and Electricity Markets","G6/G7","Female","10","10","[c]","[c]"
"In post","2023","Human Resources","Office of Gas and Electricity Markets","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Office of Gas and Electricity Markets","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Office of Gas and Electricity Markets","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Office of Gas and Electricity Markets","SEO/HEO","Female","15","15","[c]","[c]"
"In post","2023","Human Resources","Office of Gas and Electricity Markets","SEO/HEO","Male","5","5","[c]","[c]"
"In post","2023","Human Resources","Office of Qualifications and Examinations Regulation","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Office of Qualifications and Examinations Regulation","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Office of Qualifications and Examinations Regulation","EO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Office of Qualifications and Examinations Regulation","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Office of Qualifications and Examinations Regulation","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Office of Qualifications and Examinations Regulation","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Office of Qualifications and Examinations Regulation","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Office of Qualifications and Examinations Regulation","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Office of Qualifications and Examinations Regulation","SEO/HEO","Female","5","5","[c]","[c]"
"In post","2023","Human Resources","Office of Qualifications and Examinations Regulation","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Office of Rail and Road","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Office of Rail and Road","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Office of Rail and Road","EO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Office of Rail and Road","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Office of Rail and Road","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Office of Rail and Road","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Office of Rail and Road","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Office of Rail and Road","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Office of the Secretary of State for Wales","EO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Office of the Secretary of State for Wales","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Office of the Secretary of State for Wales","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Office of the Secretary of State for Wales","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Scottish Government","AA/AO","Female","50","45","24730","24710"
"In post","2023","Human Resources","Scottish Government","AA/AO","Male","10","10","[c]","[c]"
"In post","2023","Human Resources","Scottish Government","EO","Female","45","40","33910","34070"
"In post","2023","Human Resources","Scottish Government","EO","Male","20","20","[c]","[c]"
"In post","2023","Human Resources","Scottish Government","G6/G7","Female","25","25","[c]","[c]"
"In post","2023","Human Resources","Scottish Government","G6/G7","Male","5","5","[c]","[c]"
"In post","2023","Human Resources","Scottish Government","SEO/HEO","Female","70","65","41580","40400"
"In post","2023","Human Resources","Scottish Government","SEO/HEO","Male","60","55","42920","42590"
"In post","2023","Human Resources","The National Archives","EO","Female","5","5","[c]","[c]"
"In post","2023","Human Resources","The National Archives","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","The National Archives","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","The National Archives","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","The National Archives","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","The National Archives","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","UK Export Finance","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","UK Export Finance","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","UK Export Finance","EO","Female","5","5","[c]","[c]"
"In post","2023","Human Resources","UK Export Finance","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","UK Export Finance","G6/G7","Female","5","5","[c]","[c]"
"In post","2023","Human Resources","UK Export Finance","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","UK Export Finance","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","UK Export Finance","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","UK Export Finance","SEO/HEO","Female","15","10","[c]","[c]"
"In post","2023","Human Resources","UK Export Finance","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","UK Statistics Authority","AA/AO","Female","15","15","[c]","[c]"
"In post","2023","Human Resources","UK Statistics Authority","AA/AO","Male","5","5","[c]","[c]"
"In post","2023","Human Resources","UK Statistics Authority","EO","Female","40","35","25530","24850"
"In post","2023","Human Resources","UK Statistics Authority","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","UK Statistics Authority","G6/G7","Female","30","30","55800","52490"
"In post","2023","Human Resources","UK Statistics Authority","G6/G7","Male","5","5","[c]","[c]"
"In post","2023","Human Resources","UK Statistics Authority","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","UK Statistics Authority","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","UK Statistics Authority","SEO/HEO","Female","75","70","34120","31660"
"In post","2023","Human Resources","UK Statistics Authority","SEO/HEO","Male","25","25","[c]","[c]"
"In post","2023","Human Resources","UK Supreme Court","EO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","UK Supreme Court","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","UK Supreme Court","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","UK Supreme Court","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","UK Supreme Court","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","UK Supreme Court","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Water Services Regulation Authority","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Water Services Regulation Authority","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Water Services Regulation Authority","EO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Water Services Regulation Authority","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Water Services Regulation Authority","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Water Services Regulation Authority","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Water Services Regulation Authority","SEO/HEO","Female","5","5","[c]","[c]"
"In post","2023","Human Resources","Water Services Regulation Authority","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Welsh Government","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Welsh Government","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Welsh Government","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Welsh Government","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","Department for Business, Energy and Industrial Strategy","EO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","Department for Business, Energy and Industrial Strategy","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","Department for Business, Energy and Industrial Strategy","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","Department for Business, Energy and Industrial Strategy","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","Department for Business, Energy and Industrial Strategy","SEO/HEO","Female","5","5","[c]","[c]"
"In post","2023","Internal Audit","Department for Business, Energy and Industrial Strategy","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","Department for Education","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","Department for Education","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","Department for Transport","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","Department for Transport","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","Department for Transport","EO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","Department for Transport","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","Department for Transport","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","Department for Transport","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","Department for Transport","SEO/HEO","Female","10","10","[c]","[c]"
"In post","2023","Internal Audit","Department for Transport","SEO/HEO","Male","5","5","[c]","[c]"
"In post","2023","Internal Audit","Food Standards Agency","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","Food Standards Agency","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","Food Standards Agency","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","Food Standards Agency","SEO/HEO","Male","5","5","[c]","[c]"
"In post","2023","Internal Audit","Foreign, Commonwealth and Development Office","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","Foreign, Commonwealth and Development Office","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","Foreign, Commonwealth and Development Office","EO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","Foreign, Commonwealth and Development Office","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","Foreign, Commonwealth and Development Office","G6/G7","Female","10","10","[c]","[c]"
"In post","2023","Internal Audit","Foreign, Commonwealth and Development Office","G6/G7","Male","10","10","[c]","[c]"
"In post","2023","Internal Audit","Foreign, Commonwealth and Development Office","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","Foreign, Commonwealth and Development Office","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","Foreign, Commonwealth and Development Office","SEO/HEO","Female","25","25","[c]","[c]"
"In post","2023","Internal Audit","Foreign, Commonwealth and Development Office","SEO/HEO","Male","20","20","[c]","[c]"
"In post","2023","Internal Audit","HM Land Registry","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","HM Land Registry","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","HM Land Registry","SEO/HEO","Female","5","5","[c]","[c]"
"In post","2023","Internal Audit","HM Land Registry","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","HM Revenue and Customs","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","HM Revenue and Customs","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","HM Revenue and Customs","EO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","HM Revenue and Customs","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","HM Revenue and Customs","G6/G7","Female","10","10","[c]","[c]"
"In post","2023","Internal Audit","HM Revenue and Customs","G6/G7","Male","5","5","[c]","[c]"
"In post","2023","Internal Audit","HM Revenue and Customs","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","HM Revenue and Customs","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","HM Revenue and Customs","SEO/HEO","Female","15","15","[c]","[c]"
"In post","2023","Internal Audit","HM Revenue and Customs","SEO/HEO","Male","20","20","[c]","[c]"
"In post","2023","Internal Audit","HM Treasury","G6/G7","Female","60","55","56370","54850"
"In post","2023","Internal Audit","HM Treasury","G6/G7","Male","95","90","59490","59310"
"In post","2023","Internal Audit","HM Treasury","SCS level","Female","5","5","[c]","[c]"
"In post","2023","Internal Audit","HM Treasury","SCS level","Male","15","15","[c]","[c]"
"In post","2023","Internal Audit","HM Treasury","SEO/HEO","Female","105","95","40510","42700"
"In post","2023","Internal Audit","HM Treasury","SEO/HEO","Male","70","70","42410","42930"
"In post","2023","Internal Audit","Ministry of Defence","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","Ministry of Defence","AA/AO","Male","5","5","[c]","[c]"
"In post","2023","Internal Audit","Ministry of Defence","EO","Female","15","15","[c]","[c]"
