"Status","Year","Function_of_post","Parent_department","Responsibility_level_grouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2023","Property","HM Revenue and Customs","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Property","HM Revenue and Customs","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Property","HM Revenue and Customs","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Property","HM Revenue and Customs","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Property","HM Revenue and Customs","SEO/HEO","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Property","HM Revenue and Customs","SEO/HEO","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Property","Ministry of Defence","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Property","Ministry of Defence","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Property","Ministry of Defence","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Property","Ministry of Defence","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Property","Ministry of Defence","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Property","Ministry of Defence","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Property","Ministry of Defence","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Property","Ministry of Defence","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Property","Ministry of Defence","SEO/HEO","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Property","Ministry of Defence","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Property","Ministry of Justice","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Property","Ministry of Justice","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Property","Ministry of Justice","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Property","Ministry of Justice","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Property","Ministry of Justice","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Property","Ministry of Justice","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Property","Ministry of Justice","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Property","Ministry of Justice","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Property","Ministry of Justice","SEO/HEO","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Property","Ministry of Justice","SEO/HEO","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Property","Office for Standards in Education, Children's Services and Skills","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Property","Office for Standards in Education, Children's Services and Skills","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Property","Office of Gas and Electricity Markets","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Property","Office of Gas and Electricity Markets","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Property","UK Statistics Authority","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Property","UK Statistics Authority","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Security","Attorney General's Departments","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Security","Attorney General's Departments","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Security","Cabinet Office","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Security","Cabinet Office","AA/AO","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Security","Cabinet Office","EO","Female","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Security","Cabinet Office","EO","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Security","Cabinet Office","G6/G7","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Security","Cabinet Office","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Security","Cabinet Office","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Security","Cabinet Office","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Security","Cabinet Office","SEO/HEO","Female","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Security","Cabinet Office","SEO/HEO","Male","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Security","Chancellor's other departments","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Security","Chancellor's other departments","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Security","Department for Business, Energy and Industrial Strategy","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Security","Department for Business, Energy and Industrial Strategy","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Security","Department for Business, Energy and Industrial Strategy","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Security","Department for Business, Energy and Industrial Strategy","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Security","Department for Education","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Security","Department for Education","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Security","Department for Education","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Security","Department for Education","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Security","Department for International Trade","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Security","Department for International Trade","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Security","Department for International Trade","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Security","Department for International Trade","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Security","Department for International Trade","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Security","Department for International Trade","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Security","Department for Transport","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Security","Department for Transport","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Security","Department for Transport","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Security","Department for Transport","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Security","Department for Transport","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Security","Department for Transport","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Security","Foreign, Commonwealth and Development Office","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Security","Foreign, Commonwealth and Development Office","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Security","HM Revenue and Customs","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Security","HM Revenue and Customs","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Security","HM Revenue and Customs","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Security","HM Revenue and Customs","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Security","Home Office","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Security","Home Office","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Security","Home Office","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Security","Home Office","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Security","Home Office","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Security","Home Office","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Security","Ministry of Defence","AA/AO","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Security","Ministry of Defence","AA/AO","Male","35","[c]","25640","24430"
"Leaver Dept.","2023","Security","Ministry of Defence","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Security","Ministry of Defence","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Security","Ministry of Defence","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Security","Ministry of Defence","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Security","Ministry of Defence","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Security","Ministry of Defence","SEO/HEO","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Security","Ministry of Justice","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Security","Ministry of Justice","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Security","Ministry of Justice","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Security","Ministry of Justice","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Security","Ministry of Justice","SEO/HEO","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Security","Ministry of Justice","SEO/HEO","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Security","Ministry of Justice","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Security","Ministry of Justice","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Security","National Crime Agency","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Security","National Crime Agency","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Security","Northern Ireland Office","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Security","Northern Ireland Office","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Security","UK Statistics Authority","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Security","UK Statistics Authority","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Attorney General's Departments","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Attorney General's Departments","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Cabinet Office","SEO/HEO","Female","180","[c]","31660","32000"
"Leaver Dept.","2023","Unknown","Cabinet Office","SEO/HEO","Male","110","[c]","31960","32000"
"Leaver Dept.","2023","Unknown","Department for Business, Energy and Industrial Strategy","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Department for Business, Energy and Industrial Strategy","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Department for Business, Energy and Industrial Strategy","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Department for Business, Energy and Industrial Strategy","G6/G7","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Department for Business, Energy and Industrial Strategy","SEO/HEO","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Department for Business, Energy and Industrial Strategy","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Department for Education","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Department for Education","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Department for Education","SEO/HEO","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Department for Education","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Department for Environment, Food and Rural Affairs","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Department for Environment, Food and Rural Affairs","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Department for Environment, Food and Rural Affairs","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Department for Environment, Food and Rural Affairs","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Department for International Trade","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Department for International Trade","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Department for International Trade","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Department for International Trade","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Department for International Trade","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Department for International Trade","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Department for Work and Pensions","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Department for Work and Pensions","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Department for Work and Pensions","EO","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Department for Work and Pensions","EO","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Department for Work and Pensions","G6/G7","Female","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Department for Work and Pensions","G6/G7","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Department for Work and Pensions","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Department for Work and Pensions","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Department for Work and Pensions","SEO/HEO","Female","35","[c]","37810","38470"
"Leaver Dept.","2023","Unknown","Department for Work and Pensions","SEO/HEO","Male","30","[c]","37580","37760"
"Leaver Dept.","2023","Unknown","Department of Health and Social Care","AA/AO","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Department of Health and Social Care","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Department of Health and Social Care","EO","Female","35","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Department of Health and Social Care","EO","Male","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Department of Health and Social Care","G6/G7","Female","70","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Department of Health and Social Care","G6/G7","Male","45","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Department of Health and Social Care","SCS level","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Department of Health and Social Care","SCS level","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Department of Health and Social Care","SEO/HEO","Female","125","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Department of Health and Social Care","SEO/HEO","Male","50","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Foreign, Commonwealth and Development Office","AA/AO","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Foreign, Commonwealth and Development Office","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Foreign, Commonwealth and Development Office","EO","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Foreign, Commonwealth and Development Office","EO","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Foreign, Commonwealth and Development Office","G6/G7","Female","40","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Foreign, Commonwealth and Development Office","G6/G7","Male","55","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Foreign, Commonwealth and Development Office","SCS level","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Foreign, Commonwealth and Development Office","SCS level","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Foreign, Commonwealth and Development Office","SEO/HEO","Female","40","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Foreign, Commonwealth and Development Office","SEO/HEO","Male","35","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Ministry of Defence","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Ministry of Defence","G6/G7","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Ministry of Defence","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Ministry of Defence","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Ministry of Defence","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Ministry of Defence","Unknown","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Northern Ireland Office","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Northern Ireland Office","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Northern Ireland Office","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Northern Ireland Office","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Northern Ireland Office","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Northern Ireland Office","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Northern Ireland Office","SEO/HEO","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Northern Ireland Office","SEO/HEO","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Office of Gas and Electricity Markets","EO","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Office of Gas and Electricity Markets","EO","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Office of Gas and Electricity Markets","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Office of Gas and Electricity Markets","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Office of Gas and Electricity Markets","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Office of Gas and Electricity Markets","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Office of Gas and Electricity Markets","SEO/HEO","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Office of Gas and Electricity Markets","SEO/HEO","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Office of the Secretary of State for Scotland","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Office of the Secretary of State for Scotland","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Office of the Secretary of State for Scotland","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Office of the Secretary of State for Scotland","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Office of the Secretary of State for Scotland","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Office of the Secretary of State for Scotland","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Scottish Government","AA/AO","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Scottish Government","AA/AO","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Scottish Government","EO","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Scottish Government","EO","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Scottish Government","G6/G7","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Scottish Government","G6/G7","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Scottish Government","SEO/HEO","Female","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Scottish Government","SEO/HEO","Male","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Welsh Government","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Welsh Government","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Welsh Government","EO","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Welsh Government","EO","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Welsh Government","G6/G7","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Welsh Government","G6/G7","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Welsh Government","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Welsh Government","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Welsh Government","SEO/HEO","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Welsh Government","SEO/HEO","Male","20","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Cabinet Office","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Cabinet Office","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Cabinet Office","SEO/HEO","Female","20","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Cabinet Office","SEO/HEO","Male","15","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Chancellor's other departments","EO","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Chancellor's other departments","EO","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Chancellor's other departments","G6/G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Chancellor's other departments","G6/G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Chancellor's other departments","SEO/HEO","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Chancellor's other departments","SEO/HEO","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Charity Commission","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Charity Commission","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Competition and Markets Authority","AA/AO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Competition and Markets Authority","AA/AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Competition and Markets Authority","G6/G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Competition and Markets Authority","G6/G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Competition and Markets Authority","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Competition and Markets Authority","SEO/HEO","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Department for Business, Energy and Industrial Strategy","AA/AO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Department for Business, Energy and Industrial Strategy","AA/AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Department for Business, Energy and Industrial Strategy","EO","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Department for Business, Energy and Industrial Strategy","EO","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Department for Business, Energy and Industrial Strategy","SEO/HEO","Female","20","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Department for Business, Energy and Industrial Strategy","SEO/HEO","Male","25","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Department for Digital, Culture, Media and Sport","AA/AO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Department for Digital, Culture, Media and Sport","AA/AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Department for Digital, Culture, Media and Sport","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Department for Digital, Culture, Media and Sport","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Department for Digital, Culture, Media and Sport","SEO/HEO","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Department for Digital, Culture, Media and Sport","SEO/HEO","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Department for Education","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Department for Education","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Department for Education","SEO/HEO","Female","15","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Department for Education","SEO/HEO","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Department for Environment, Food and Rural Affairs","AA/AO","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Department for Environment, Food and Rural Affairs","AA/AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Department for Environment, Food and Rural Affairs","EO","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Department for Environment, Food and Rural Affairs","EO","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Department for Environment, Food and Rural Affairs","G6/G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Department for Environment, Food and Rural Affairs","G6/G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Department for Environment, Food and Rural Affairs","SEO/HEO","Female","15","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Department for Environment, Food and Rural Affairs","SEO/HEO","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Department for International Trade","EO","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Department for International Trade","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Department for International Trade","G6/G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Department for International Trade","G6/G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Department for International Trade","SEO/HEO","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Department for International Trade","SEO/HEO","Male","15","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Department for Levelling Up, Housing and Communities","AA/AO","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Department for Levelling Up, Housing and Communities","AA/AO","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Department for Levelling Up, Housing and Communities","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Department for Levelling Up, Housing and Communities","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Department for Levelling Up, Housing and Communities","G6/G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Department for Levelling Up, Housing and Communities","G6/G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Department for Levelling Up, Housing and Communities","SEO/HEO","Female","15","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Department for Levelling Up, Housing and Communities","SEO/HEO","Male","20","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Department for Transport","AA/AO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Department for Transport","AA/AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Department for Transport","EO","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Department for Transport","EO","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Department for Transport","G6/G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Department for Transport","G6/G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Department for Transport","SCS level","Female","[c]","[c]","[c]","[c]"
