"Status","Year","Disability","Parent_department","Region_ITL1","Sex","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2023","Declared disabled","Cabinet Office","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Cabinet Office","Scotland","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Cabinet Office","Scotland","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Cabinet Office","Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Cabinet Office","South East (England)","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Cabinet Office","South East (England)","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Cabinet Office","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Cabinet Office","South West (England)","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Cabinet Office","South West (England)","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Cabinet Office","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Cabinet Office","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Cabinet Office","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Cabinet Office","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Cabinet Office","Wales","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Cabinet Office","Wales","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Cabinet Office","Wales","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Cabinet Office","West Midlands (England)","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Cabinet Office","West Midlands (England)","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Cabinet Office","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Cabinet Office","Yorkshire and The Humber","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Cabinet Office","Yorkshire and The Humber","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Cabinet Office","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Chancellor's other departments","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Chancellor's other departments","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Chancellor's other departments","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Chancellor's other departments","North East (England)","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Chancellor's other departments","North East (England)","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Chancellor's other departments","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Chancellor's other departments","Scotland","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Chancellor's other departments","Scotland","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Chancellor's other departments","Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Charity Commission","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Charity Commission","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Charity Commission","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Charity Commission","North West (England)","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Charity Commission","North West (England)","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Charity Commission","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Charity Commission","South West (England)","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Charity Commission","South West (England)","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Charity Commission","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Competition and Markets Authority","London","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Competition and Markets Authority","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Competition and Markets Authority","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Competition and Markets Authority","North West (England)","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Competition and Markets Authority","North West (England)","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Competition and Markets Authority","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Competition and Markets Authority","Scotland","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Competition and Markets Authority","Scotland","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Competition and Markets Authority","Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Competition and Markets Authority","Wales","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Competition and Markets Authority","Wales","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Competition and Markets Authority","Wales","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Department for Business, Energy and Industrial Strategy","East Midlands (England)","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Department for Business, Energy and Industrial Strategy","East Midlands (England)","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Department for Business, Energy and Industrial Strategy","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Department for Business, Energy and Industrial Strategy","East of England","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Department for Business, Energy and Industrial Strategy","East of England","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Department for Business, Energy and Industrial Strategy","East of England","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Department for Business, Energy and Industrial Strategy","London","Female","25","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Department for Business, Energy and Industrial Strategy","London","Male","25","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Department for Business, Energy and Industrial Strategy","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Department for Business, Energy and Industrial Strategy","North East (England)","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Department for Business, Energy and Industrial Strategy","North East (England)","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Department for Business, Energy and Industrial Strategy","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Department for Business, Energy and Industrial Strategy","North West (England)","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Department for Business, Energy and Industrial Strategy","North West (England)","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Department for Business, Energy and Industrial Strategy","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Department for Business, Energy and Industrial Strategy","Northern Ireland","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Department for Business, Energy and Industrial Strategy","Northern Ireland","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Department for Business, Energy and Industrial Strategy","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Department for Business, Energy and Industrial Strategy","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Department for Business, Energy and Industrial Strategy","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Department for Business, Energy and Industrial Strategy","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Department for Business, Energy and Industrial Strategy","Scotland","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Department for Business, Energy and Industrial Strategy","Scotland","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Department for Business, Energy and Industrial Strategy","Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Department for Business, Energy and Industrial Strategy","South East (England)","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Department for Business, Energy and Industrial Strategy","South East (England)","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Department for Business, Energy and Industrial Strategy","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Department for Business, Energy and Industrial Strategy","South West (England)","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Department for Business, Energy and Industrial Strategy","South West (England)","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Department for Business, Energy and Industrial Strategy","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Department for Business, Energy and Industrial Strategy","Wales","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Department for Business, Energy and Industrial Strategy","Wales","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Department for Business, Energy and Industrial Strategy","Wales","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Department for Business, Energy and Industrial Strategy","West Midlands (England)","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Department for Business, Energy and Industrial Strategy","West Midlands (England)","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Department for Business, Energy and Industrial Strategy","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Department for Business, Energy and Industrial Strategy","Yorkshire and The Humber","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Department for Business, Energy and Industrial Strategy","Yorkshire and The Humber","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Department for Business, Energy and Industrial Strategy","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Department for Digital, Culture, Media and Sport","London","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Department for Digital, Culture, Media and Sport","London","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Department for Digital, Culture, Media and Sport","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Department for Education","East Midlands (England)","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Department for Education","East Midlands (England)","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Department for Education","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Department for Education","East of England","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Department for Education","East of England","Male","[c]","[c]","[c]","[c]"
