"Status","Year","Disability","Parent_department","Region_ITL1","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Unknown","Ministry of Defence","North West (England)","Female","230","210","27360","22370"
"In post","2023","Unknown","Ministry of Defence","North West (England)","Male","220","215","31530","27140"
"In post","2023","Unknown","Ministry of Defence","Northern Ireland","Female","35","30","29840","27830"
"In post","2023","Unknown","Ministry of Defence","Northern Ireland","Male","145","140","26280","22130"
"In post","2023","Unknown","Ministry of Defence","Overseas","Female","175","175","56350","56000"
"In post","2023","Unknown","Ministry of Defence","Overseas","Male","125","125","60500","59170"
"In post","2023","Unknown","Ministry of Defence","Scotland","Female","300","285","29550","25350"
"In post","2023","Unknown","Ministry of Defence","Scotland","Male","760","745","32100","27500"
"In post","2023","Unknown","Ministry of Defence","South East (England)","Female","890","840","33990","30650"
"In post","2023","Unknown","Ministry of Defence","South East (England)","Male","1385","1365","36230","33470"
"In post","2023","Unknown","Ministry of Defence","South West (England)","Female","1705","1590","33580","30650"
"In post","2023","Unknown","Ministry of Defence","South West (England)","Male","2835","2785","37330","33990"
"In post","2023","Unknown","Ministry of Defence","Unknown","Female","170","170","37870","36860"
"In post","2023","Unknown","Ministry of Defence","Unknown","Male","1530","1530","42400","40530"
"In post","2023","Unknown","Ministry of Defence","Wales","Female","45","40","29690","24680"
"In post","2023","Unknown","Ministry of Defence","Wales","Male","100","95","27860","23150"
"In post","2023","Unknown","Ministry of Defence","West Midlands (England)","Female","260","250","32280","27080"
"In post","2023","Unknown","Ministry of Defence","West Midlands (England)","Male","290","285","32650","28560"
"In post","2023","Unknown","Ministry of Defence","Yorkshire and The Humber","Female","125","115","30440","27080"
"In post","2023","Unknown","Ministry of Defence","Yorkshire and The Humber","Male","280","275","30480","27500"
"In post","2023","Unknown","Ministry of Justice","East Midlands (England)","Female","605","560","26550","25300"
"In post","2023","Unknown","Ministry of Justice","East Midlands (England)","Male","420","410","27850","28880"
"In post","2023","Unknown","Ministry of Justice","East of England","Female","470","425","27630","26840"
"In post","2023","Unknown","Ministry of Justice","East of England","Male","360","345","29240","28880"
"In post","2023","Unknown","Ministry of Justice","London","Female","1520","1470","36330","33820"
"In post","2023","Unknown","Ministry of Justice","London","Male","1020","1000","37680","34980"
"In post","2023","Unknown","Ministry of Justice","North East (England)","Female","250","240","28070","28880"
"In post","2023","Unknown","Ministry of Justice","North East (England)","Male","255","245","30300","28880"
"In post","2023","Unknown","Ministry of Justice","North West (England)","Female","885","840","27620","26840"
"In post","2023","Unknown","Ministry of Justice","North West (England)","Male","560","545","28780","28880"
"In post","2023","Unknown","Ministry of Justice","Scotland","Female","40","35","27040","21780"
"In post","2023","Unknown","Ministry of Justice","Scotland","Male","45","45","35370","31270"
"In post","2023","Unknown","Ministry of Justice","South East (England)","Female","690","645","28430","28480"
"In post","2023","Unknown","Ministry of Justice","South East (England)","Male","520","500","30230","30880"
"In post","2023","Unknown","Ministry of Justice","South West (England)","Female","355","325","27180","25280"
"In post","2023","Unknown","Ministry of Justice","South West (England)","Male","275","265","29170","28880"
"In post","2023","Unknown","Ministry of Justice","Unknown","Female","20","20","[c]","[c]"
"In post","2023","Unknown","Ministry of Justice","Unknown","Male","15","10","[c]","[c]"
"In post","2023","Unknown","Ministry of Justice","Wales","Female","360","335","27500","25300"
"In post","2023","Unknown","Ministry of Justice","Wales","Male","270","265","29680","28880"
"In post","2023","Unknown","Ministry of Justice","West Midlands (England)","Female","850","790","26350","23640"
"In post","2023","Unknown","Ministry of Justice","West Midlands (England)","Male","625","585","27270","25830"
"In post","2023","Unknown","Ministry of Justice","Yorkshire and The Humber","Female","650","615","28280","28480"
"In post","2023","Unknown","Ministry of Justice","Yorkshire and The Humber","Male","550","540","29880","28880"
"In post","2023","Unknown","National Crime Agency","East Midlands (England)","Female","40","35","36070","36040"
"In post","2023","Unknown","National Crime Agency","East Midlands (England)","Male","70","70","40600","38640"
"In post","2023","Unknown","National Crime Agency","East of England","Female","60","55","36470","36040"
"In post","2023","Unknown","National Crime Agency","East of England","Male","70","65","40000","38310"
"In post","2023","Unknown","National Crime Agency","London","Female","510","490","43470","41910"
"In post","2023","Unknown","National Crime Agency","London","Male","570","565","48200","44040"
"In post","2023","Unknown","National Crime Agency","North East (England)","Female","25","25","[c]","[c]"
"In post","2023","Unknown","National Crime Agency","North East (England)","Male","45","45","40020","38310"
"In post","2023","Unknown","National Crime Agency","North West (England)","Female","450","435","37570","36040"
"In post","2023","Unknown","National Crime Agency","North West (England)","Male","455","450","40050","38310"
"In post","2023","Unknown","National Crime Agency","Northern Ireland","Female","40","40","41930","38640"
"In post","2023","Unknown","National Crime Agency","Northern Ireland","Male","65","60","42140","38310"
"In post","2023","Unknown","National Crime Agency","Overseas","Female","10","10","[c]","[c]"
"In post","2023","Unknown","National Crime Agency","Overseas","Male","50","50","48280","47380"
"In post","2023","Unknown","National Crime Agency","Scotland","Female","10","10","[c]","[c]"
"In post","2023","Unknown","National Crime Agency","Scotland","Male","20","20","[c]","[c]"
"In post","2023","Unknown","National Crime Agency","South East (England)","Female","125","120","38820","39460"
"In post","2023","Unknown","National Crime Agency","South East (England)","Male","185","180","43280","41910"
"In post","2023","Unknown","National Crime Agency","South West (England)","Female","190","180","38030","38310"
"In post","2023","Unknown","National Crime Agency","South West (England)","Male","160","160","41210","38640"
"In post","2023","Unknown","National Crime Agency","Unknown","Female","20","20","[c]","[c]"
"In post","2023","Unknown","National Crime Agency","Unknown","Male","40","35","49170","47830"
"In post","2023","Unknown","National Crime Agency","Wales","Female","20","20","[c]","[c]"
"In post","2023","Unknown","National Crime Agency","Wales","Male","25","25","[c]","[c]"
"In post","2023","Unknown","National Crime Agency","West Midlands (England)","Female","150","145","36680","36730"
"In post","2023","Unknown","National Crime Agency","West Midlands (England)","Male","205","205","41840","38640"
"In post","2023","Unknown","National Crime Agency","Yorkshire and The Humber","Female","70","70","37380","36040"
"In post","2023","Unknown","National Crime Agency","Yorkshire and The Humber","Male","90","85","42310","41280"
"In post","2023","Unknown","Northern Ireland Office","London","Female","15","15","[c]","[c]"
"In post","2023","Unknown","Northern Ireland Office","London","Male","10","10","[c]","[c]"
"In post","2023","Unknown","Northern Ireland Office","Northern Ireland","Female","5","5","[c]","[c]"
"In post","2023","Unknown","Northern Ireland Office","Northern Ireland","Male","10","10","[c]","[c]"
"In post","2023","Unknown","Office for Standards in Education, Children's Services and Skills","East Midlands (England)","Female","15","15","[c]","[c]"
"In post","2023","Unknown","Office for Standards in Education, Children's Services and Skills","East Midlands (England)","Male","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Office for Standards in Education, Children's Services and Skills","East of England","Female","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Office for Standards in Education, Children's Services and Skills","East of England","Male","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Office for Standards in Education, Children's Services and Skills","London","Female","20","15","[c]","[c]"
"In post","2023","Unknown","Office for Standards in Education, Children's Services and Skills","London","Male","10","10","[c]","[c]"
"In post","2023","Unknown","Office for Standards in Education, Children's Services and Skills","North East (England)","Female","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Office for Standards in Education, Children's Services and Skills","North East (England)","Male","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Office for Standards in Education, Children's Services and Skills","North West (England)","Female","25","20","[c]","[c]"
"In post","2023","Unknown","Office for Standards in Education, Children's Services and Skills","North West (England)","Male","15","15","[c]","[c]"
"In post","2023","Unknown","Office for Standards in Education, Children's Services and Skills","Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Office for Standards in Education, Children's Services and Skills","Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Office for Standards in Education, Children's Services and Skills","South East (England)","Female","10","10","[c]","[c]"
"In post","2023","Unknown","Office for Standards in Education, Children's Services and Skills","South East (England)","Male","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Office for Standards in Education, Children's Services and Skills","South West (England)","Female","25","20","[c]","[c]"
"In post","2023","Unknown","Office for Standards in Education, Children's Services and Skills","South West (England)","Male","10","10","[c]","[c]"
"In post","2023","Unknown","Office for Standards in Education, Children's Services and Skills","Wales","Female","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Office for Standards in Education, Children's Services and Skills","Wales","Male","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Office for Standards in Education, Children's Services and Skills","West Midlands (England)","Female","10","10","[c]","[c]"
"In post","2023","Unknown","Office for Standards in Education, Children's Services and Skills","West Midlands (England)","Male","5","5","[c]","[c]"
"In post","2023","Unknown","Office for Standards in Education, Children's Services and Skills","Yorkshire and The Humber","Female","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Office for Standards in Education, Children's Services and Skills","Yorkshire and The Humber","Male","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Office of Gas and Electricity Markets","East Midlands (England)","Female","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Office of Gas and Electricity Markets","East Midlands (England)","Male","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Office of Gas and Electricity Markets","East of England","Female","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Office of Gas and Electricity Markets","East of England","Male","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Office of Gas and Electricity Markets","London","Female","40","35","48870","46250"
"In post","2023","Unknown","Office of Gas and Electricity Markets","London","Male","30","30","49110","46860"
"In post","2023","Unknown","Office of Gas and Electricity Markets","North East (England)","Female","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Office of Gas and Electricity Markets","North East (England)","Male","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Office of Gas and Electricity Markets","North West (England)","Female","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Office of Gas and Electricity Markets","North West (England)","Male","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Office of Gas and Electricity Markets","Scotland","Female","15","10","[c]","[c]"
"In post","2023","Unknown","Office of Gas and Electricity Markets","Scotland","Male","20","20","[c]","[c]"
"In post","2023","Unknown","Office of Gas and Electricity Markets","South East (England)","Female","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Office of Gas and Electricity Markets","South East (England)","Male","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Office of Gas and Electricity Markets","Wales","Female","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Office of Gas and Electricity Markets","Wales","Male","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Office of Gas and Electricity Markets","West Midlands (England)","Female","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Office of Gas and Electricity Markets","West Midlands (England)","Male","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Office of Qualifications and Examinations Regulation","East Midlands (England)","Female","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Office of Qualifications and Examinations Regulation","East Midlands (England)","Male","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Office of Qualifications and Examinations Regulation","East of England","Female","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Office of Qualifications and Examinations Regulation","East of England","Male","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Office of Qualifications and Examinations Regulation","North East (England)","Female","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Office of Qualifications and Examinations Regulation","North East (England)","Male","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Office of Qualifications and Examinations Regulation","North West (England)","Female","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Office of Qualifications and Examinations Regulation","North West (England)","Male","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Office of Qualifications and Examinations Regulation","South East (England)","Female","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Office of Qualifications and Examinations Regulation","South East (England)","Male","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Office of Qualifications and Examinations Regulation","West Midlands (England)","Female","10","10","[c]","[c]"
"In post","2023","Unknown","Office of Qualifications and Examinations Regulation","West Midlands (England)","Male","5","5","[c]","[c]"
"In post","2023","Unknown","Office of Rail and Road","London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Office of Rail and Road","London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Office of Rail and Road","North West (England)","Female","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Office of Rail and Road","North West (England)","Male","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Office of Rail and Road","Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Office of Rail and Road","Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Office of Rail and Road","South West (England)","Female","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Office of Rail and Road","South West (England)","Male","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Office of Rail and Road","West Midlands (England)","Female","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Office of Rail and Road","West Midlands (England)","Male","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Office of Rail and Road","Yorkshire and The Humber","Female","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Office of Rail and Road","Yorkshire and The Humber","Male","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Office of the Secretary of State for Scotland","London","Female","10","10","[c]","[c]"
"In post","2023","Unknown","Office of the Secretary of State for Scotland","London","Male","15","15","[c]","[c]"
"In post","2023","Unknown","Office of the Secretary of State for Scotland","Scotland","Female","30","30","[c]","[c]"
"In post","2023","Unknown","Office of the Secretary of State for Scotland","Scotland","Male","15","15","[c]","[c]"
"In post","2023","Unknown","Office of the Secretary of State for Wales","London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Office of the Secretary of State for Wales","London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Office of the Secretary of State for Wales","Wales","Female","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Office of the Secretary of State for Wales","Wales","Male","5","5","[c]","[c]"
"In post","2023","Unknown","Scottish Government","London","Female","5","5","[c]","[c]"
"In post","2023","Unknown","Scottish Government","London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Scottish Government","North East (England)","Female","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Scottish Government","North East (England)","Male","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Scottish Government","North West (England)","Female","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Scottish Government","North West (England)","Male","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Scottish Government","Northern Ireland","Female","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Scottish Government","Northern Ireland","Male","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Scottish Government","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Scottish Government","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Scottish Government","Scotland","Female","6245","5835","36220","31970"
"In post","2023","Unknown","Scottish Government","Scotland","Male","6080","5825","37390","36910"
"In post","2023","Unknown","The National Archives","East Midlands (England)","Female","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","The National Archives","East Midlands (England)","Male","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","The National Archives","London","Female","105","95","35230","30000"
"In post","2023","Unknown","The National Archives","London","Male","95","90","36800","32200"
"In post","2023","Unknown","The National Archives","North West (England)","Female","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","The National Archives","North West (England)","Male","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","The National Archives","South East (England)","Female","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","The National Archives","South East (England)","Male","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","The National Archives","West Midlands (England)","Female","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","The National Archives","West Midlands (England)","Male","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","UK Export Finance","East Midlands (England)","Female","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","UK Export Finance","East Midlands (England)","Male","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","UK Export Finance","East of England","Female","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","UK Export Finance","East of England","Male","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","UK Export Finance","London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","UK Export Finance","London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","UK Export Finance","North East (England)","Female","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","UK Export Finance","North East (England)","Male","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","UK Export Finance","North West (England)","Female","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","UK Export Finance","North West (England)","Male","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","UK Export Finance","Northern Ireland","Female","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","UK Export Finance","Northern Ireland","Male","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","UK Export Finance","Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","UK Export Finance","Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","UK Export Finance","South West (England)","Female","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","UK Export Finance","South West (England)","Male","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","UK Export Finance","Wales","Female","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","UK Export Finance","Wales","Male","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","UK Export Finance","West Midlands (England)","Female","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","UK Export Finance","West Midlands (England)","Male","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","UK Export Finance","Yorkshire and The Humber","Female","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","UK Export Finance","Yorkshire and The Humber","Male","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","UK Statistics Authority","East Midlands (England)","Female","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","UK Statistics Authority","East Midlands (England)","Male","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","UK Statistics Authority","East of England","Female","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","UK Statistics Authority","East of England","Male","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","UK Statistics Authority","London","Female","60","60","46040","40830"
"In post","2023","Unknown","UK Statistics Authority","London","Male","70","70","48860","42370"
"In post","2023","Unknown","UK Statistics Authority","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","UK Statistics Authority","North East (England)","Female","20","15","[c]","[c]"
"In post","2023","Unknown","UK Statistics Authority","North East (England)","Male","30","30","35230","31560"
"In post","2023","Unknown","UK Statistics Authority","North West (England)","Female","5","5","[c]","[c]"
"In post","2023","Unknown","UK Statistics Authority","North West (England)","Male","5","5","[c]","[c]"
"In post","2023","Unknown","UK Statistics Authority","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","UK Statistics Authority","Northern Ireland","Female","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","UK Statistics Authority","Northern Ireland","Male","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","UK Statistics Authority","Scotland","Female","5","5","[c]","[c]"
"In post","2023","Unknown","UK Statistics Authority","Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","UK Statistics Authority","South East (England)","Female","500","395","29730","24840"
"In post","2023","Unknown","UK Statistics Authority","South East (England)","Male","420","355","31580","25100"
"In post","2023","Unknown","UK Statistics Authority","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","UK Statistics Authority","South West (England)","Female","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","UK Statistics Authority","South West (England)","Male","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","UK Statistics Authority","Wales","Female","580","545","33610","31060"
"In post","2023","Unknown","UK Statistics Authority","Wales","Male","515","505","37680","37690"
"In post","2023","Unknown","UK Statistics Authority","Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","UK Statistics Authority","West Midlands (England)","Female","5","5","[c]","[c]"
"In post","2023","Unknown","UK Statistics Authority","West Midlands (England)","Male","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","UK Statistics Authority","Yorkshire and The Humber","Female","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","UK Statistics Authority","Yorkshire and The Humber","Male","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","UK Supreme Court","London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","UK Supreme Court","London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Water Services Regulation Authority","East of England","Female","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Water Services Regulation Authority","East of England","Male","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Water Services Regulation Authority","London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Water Services Regulation Authority","London","Male","5","5","[c]","[c]"
"In post","2023","Unknown","Water Services Regulation Authority","West Midlands (England)","Female","5","5","[c]","[c]"
"In post","2023","Unknown","Water Services Regulation Authority","West Midlands (England)","Male","10","10","[c]","[c]"
"In post","2023","Unknown","Welsh Government","London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Welsh Government","London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Welsh Government","North West (England)","Female","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Welsh Government","North West (England)","Male","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Welsh Government","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Welsh Government","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Welsh Government","South West (England)","Female","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Welsh Government","South West (England)","Male","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Welsh Government","Wales","Female","235","220","39510","34520"
"In post","2023","Unknown","Welsh Government","Wales","Male","195","195","41220","34520"
"In post","2023","Unknown","Welsh Government","West Midlands (England)","Female","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Welsh Government","West Midlands (England)","Male","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Welsh Government","Yorkshire and The Humber","Female","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Welsh Government","Yorkshire and The Humber","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Attorney General's Departments","East Midlands (England)","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Attorney General's Departments","East Midlands (England)","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Attorney General's Departments","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Attorney General's Departments","East of England","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Attorney General's Departments","East of England","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Attorney General's Departments","East of England","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Attorney General's Departments","London","Female","15","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Attorney General's Departments","London","Male","20","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Attorney General's Departments","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Attorney General's Departments","North East (England)","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Attorney General's Departments","North East (England)","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Attorney General's Departments","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Attorney General's Departments","North West (England)","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Attorney General's Departments","North West (England)","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Attorney General's Departments","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Attorney General's Departments","Scotland","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Attorney General's Departments","Scotland","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Attorney General's Departments","Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Attorney General's Departments","South East (England)","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Attorney General's Departments","South East (England)","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Attorney General's Departments","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Attorney General's Departments","South West (England)","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Attorney General's Departments","South West (England)","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Attorney General's Departments","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Attorney General's Departments","Wales","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Attorney General's Departments","Wales","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Attorney General's Departments","Wales","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Attorney General's Departments","West Midlands (England)","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Attorney General's Departments","West Midlands (England)","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Attorney General's Departments","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Attorney General's Departments","Yorkshire and The Humber","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Attorney General's Departments","Yorkshire and The Humber","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Attorney General's Departments","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Cabinet Office","East Midlands (England)","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Cabinet Office","East Midlands (England)","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Cabinet Office","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Cabinet Office","East of England","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Cabinet Office","East of England","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Cabinet Office","East of England","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Cabinet Office","London","Female","35","[c]","49060","54700"
"Leaver CS","2023","Declared disabled","Cabinet Office","London","Male","30","[c]","51940","54700"
"Leaver CS","2023","Declared disabled","Cabinet Office","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Cabinet Office","North East (England)","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Cabinet Office","North East (England)","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Cabinet Office","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Cabinet Office","North West (England)","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Cabinet Office","North West (England)","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Cabinet Office","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Cabinet Office","Northern Ireland","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Cabinet Office","Northern Ireland","Male","[c]","[c]","[c]","[c]"
