"Status","Year","Function_of_post","Region_ITL1","Region_ITL2","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Internal Audit","North East (England)","Northumberland, and Tyne and Wear","Male","15","15","[c]","[c]"
"In post","2023","Internal Audit","North East (England)","Tees Valley and Durham","Female","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","North East (England)","Tees Valley and Durham","Male","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","North West (England)","Cheshire","Female","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","North West (England)","Cheshire","Male","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","North West (England)","Greater Manchester","Female","10","10","[c]","[c]"
"In post","2023","Internal Audit","North West (England)","Greater Manchester","Male","15","15","[c]","[c]"
"In post","2023","Internal Audit","North West (England)","Lancashire","Female","10","10","[c]","[c]"
"In post","2023","Internal Audit","North West (England)","Lancashire","Male","5","5","[c]","[c]"
"In post","2023","Internal Audit","North West (England)","Merseyside","Female","10","10","[c]","[c]"
"In post","2023","Internal Audit","North West (England)","Merseyside","Male","5","5","[c]","[c]"
"In post","2023","Internal Audit","Northern Ireland","Northern Ireland","Female","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","Northern Ireland","Northern Ireland","Male","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","Overseas","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","Overseas","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","Scotland","Eastern Scotland","Female","5","5","[c]","[c]"
"In post","2023","Internal Audit","Scotland","Eastern Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","Scotland","North Eastern Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","Scotland","North Eastern Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","Scotland","Southern Scotland","Female","20","20","[c]","[c]"
"In post","2023","Internal Audit","Scotland","Southern Scotland","Male","15","15","[c]","[c]"
"In post","2023","Internal Audit","Scotland","West Central Scotland","Female","10","10","[c]","[c]"
"In post","2023","Internal Audit","Scotland","West Central Scotland","Male","5","5","[c]","[c]"
"In post","2023","Internal Audit","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Female","25","25","[c]","[c]"
"In post","2023","Internal Audit","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Male","15","15","[c]","[c]"
"In post","2023","Internal Audit","South East (England)","Hampshire and Isle of Wight","Female","30","25","[c]","[c]"
"In post","2023","Internal Audit","South East (England)","Hampshire and Isle of Wight","Male","15","15","[c]","[c]"
"In post","2023","Internal Audit","South East (England)","Kent","Female","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","South East (England)","Kent","Male","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","South East (England)","Surrey, East and West Sussex","Female","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","South East (England)","Surrey, East and West Sussex","Male","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","South West (England)","Devon","Female","5","5","[c]","[c]"
"In post","2023","Internal Audit","South West (England)","Devon","Male","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","South West (England)","Dorset and Somerset","Female","10","10","[c]","[c]"
"In post","2023","Internal Audit","South West (England)","Dorset and Somerset","Male","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Female","40","35","44770","42700"
"In post","2023","Internal Audit","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Male","30","25","46160","45600"
"In post","2023","Internal Audit","Unknown","Unknown","Female","10","5","[c]","[c]"
"In post","2023","Internal Audit","Unknown","Unknown","Male","15","15","[c]","[c]"
"In post","2023","Internal Audit","Wales","East Wales","Female","10","10","[c]","[c]"
"In post","2023","Internal Audit","Wales","East Wales","Male","5","5","[c]","[c]"
"In post","2023","Internal Audit","Wales","West Wales and The Valleys","Female","10","10","[c]","[c]"
"In post","2023","Internal Audit","Wales","West Wales and The Valleys","Male","10","10","[c]","[c]"
"In post","2023","Internal Audit","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","Female","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","Male","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","West Midlands (England)","Shropshire and Staffordshire","Female","10","10","[c]","[c]"
"In post","2023","Internal Audit","West Midlands (England)","Shropshire and Staffordshire","Male","10","10","[c]","[c]"
"In post","2023","Internal Audit","West Midlands (England)","West Midlands","Female","25","20","[c]","[c]"
"In post","2023","Internal Audit","West Midlands (England)","West Midlands","Male","10","10","[c]","[c]"
"In post","2023","Internal Audit","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","Female","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","Male","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","Yorkshire and The Humber","North Yorkshire","Female","5","5","[c]","[c]"
"In post","2023","Internal Audit","Yorkshire and The Humber","North Yorkshire","Male","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","Yorkshire and The Humber","South Yorkshire","Female","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","Yorkshire and The Humber","South Yorkshire","Male","10","10","[c]","[c]"
"In post","2023","Internal Audit","Yorkshire and The Humber","West Yorkshire","Female","15","15","[c]","[c]"
"In post","2023","Internal Audit","Yorkshire and The Humber","West Yorkshire","Male","10","10","[c]","[c]"
"In post","2023","Legal","East Midlands (England)","Derbyshire and Nottinghamshire","Female","270","245","38340","33100"
"In post","2023","Legal","East Midlands (England)","Derbyshire and Nottinghamshire","Male","150","145","38170","33300"
"In post","2023","Legal","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","Female","130","115","38240","33810"
"In post","2023","Legal","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","Male","55","50","43830","51270"
"In post","2023","Legal","East Midlands (England)","Lincolnshire","Female","15","15","[c]","[c]"
"In post","2023","Legal","East Midlands (England)","Lincolnshire","Male","10","10","[c]","[c]"
"In post","2023","Legal","East of England","Bedfordshire and Hertfordshire","Female","140","120","42110","32660"
"In post","2023","Legal","East of England","Bedfordshire and Hertfordshire","Male","60","60","52230","55170"
"In post","2023","Legal","East of England","East Anglia","Female","115","100","35540","28850"
"In post","2023","Legal","East of England","East Anglia","Male","50","50","47360","49530"
"In post","2023","Legal","East of England","Essex","Female","165","150","42670","40670"
"In post","2023","Legal","East of England","Essex","Male","45","45","45160","40540"
"In post","2023","Legal","London","Inner London - East","Female","470","445","56080","59090"
"In post","2023","Legal","London","Inner London - East","Male","340","335","60980","63040"
"In post","2023","Legal","London","Inner London - West","Female","2830","2610","52400","53670"
"In post","2023","Legal","London","Inner London - West","Male","1435","1400","54500","54100"
"In post","2023","Legal","London","Outer London - East and North East","Female","15","15","[c]","[c]"
"In post","2023","Legal","London","Outer London - East and North East","Male","10","10","[c]","[c]"
"In post","2023","Legal","London","Outer London - South","Female","85","80","53970","60400"
"In post","2023","Legal","London","Outer London - South","Male","65","65","57110","65230"
"In post","2023","Legal","London","Outer London - West and North West","Female","20","20","[c]","[c]"
"In post","2023","Legal","London","Outer London - West and North West","Male","15","15","[c]","[c]"
"In post","2023","Legal","North East (England)","Northumberland, and Tyne and Wear","Female","215","195","35390","28850"
"In post","2023","Legal","North East (England)","Northumberland, and Tyne and Wear","Male","110","105","43610","41210"
"In post","2023","Legal","North East (England)","Tees Valley and Durham","Female","110","100","42440","39230"
"In post","2023","Legal","North East (England)","Tees Valley and Durham","Male","50","45","43120","39520"
"In post","2023","Legal","North West (England)","Cheshire","Female","20","15","[c]","[c]"
"In post","2023","Legal","North West (England)","Cheshire","Male","10","10","[c]","[c]"
"In post","2023","Legal","North West (England)","Cumbria","Female","25","20","[c]","[c]"
"In post","2023","Legal","North West (England)","Cumbria","Male","5","5","[c]","[c]"
"In post","2023","Legal","North West (England)","Greater Manchester","Female","430","390","41510","35000"
"In post","2023","Legal","North West (England)","Greater Manchester","Male","265","260","45500","48440"
"In post","2023","Legal","North West (England)","Lancashire","Female","200","180","38830","34280"
"In post","2023","Legal","North West (England)","Lancashire","Male","110","105","40200","35000"
"In post","2023","Legal","North West (England)","Merseyside","Female","300","280","38200","31180"
"In post","2023","Legal","North West (England)","Merseyside","Male","150","145","42270","38940"
"In post","2023","Legal","Northern Ireland","Northern Ireland","Female","25","25","[c]","[c]"
"In post","2023","Legal","Northern Ireland","Northern Ireland","Male","15","15","[c]","[c]"
"In post","2023","Legal","Overseas","Overseas","Female","5","5","[c]","[c]"
"In post","2023","Legal","Overseas","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Scotland","Eastern Scotland","Female","230","215","59100","55990"
"In post","2023","Legal","Scotland","Eastern Scotland","Male","105","100","59830","55990"
"In post","2023","Legal","Scotland","Highlands and Islands","Female","20","20","[c]","[c]"
"In post","2023","Legal","Scotland","Highlands and Islands","Male","10","10","[c]","[c]"
"In post","2023","Legal","Scotland","North Eastern Scotland","Female","25","25","[c]","[c]"
"In post","2023","Legal","Scotland","North Eastern Scotland","Male","10","10","[c]","[c]"
"In post","2023","Legal","Scotland","Southern Scotland","Female","65","65","58340","55990"
"In post","2023","Legal","Scotland","Southern Scotland","Male","35","35","61570","55990"
"In post","2023","Legal","Scotland","West Central Scotland","Female","260","240","60550","58850"
"In post","2023","Legal","Scotland","West Central Scotland","Male","120","120","56100","55990"
"In post","2023","Legal","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Female","120","110","40600","34220"
"In post","2023","Legal","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Male","80","65","49490","54660"
"In post","2023","Legal","South East (England)","Hampshire and Isle of Wight","Female","210","195","42380","36830"
"In post","2023","Legal","South East (England)","Hampshire and Isle of Wight","Male","130","125","43650","40800"
"In post","2023","Legal","South East (England)","Kent","Female","85","75","38450","30560"
"In post","2023","Legal","South East (England)","Kent","Male","60","55","45850","54100"
"In post","2023","Legal","South East (England)","Surrey, East and West Sussex","Female","145","135","42790","35550"
"In post","2023","Legal","South East (England)","Surrey, East and West Sussex","Male","75","70","43650","40670"
"In post","2023","Legal","South West (England)","Cornwall and Isles of Scilly","Female","20","15","[c]","[c]"
"In post","2023","Legal","South West (England)","Cornwall and Isles of Scilly","Male","10","10","[c]","[c]"
"In post","2023","Legal","South West (England)","Devon","Female","80","75","41370","40590"
"In post","2023","Legal","South West (England)","Devon","Male","50","50","45210","49050"
"In post","2023","Legal","South West (England)","Dorset and Somerset","Female","15","10","[c]","[c]"
"In post","2023","Legal","South West (England)","Dorset and Somerset","Male","5","5","[c]","[c]"
"In post","2023","Legal","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Female","260","235","44780","49050"
"In post","2023","Legal","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Male","160","155","48760","52020"
"In post","2023","Legal","Unknown","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Unknown","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Wales","East Wales","Female","285","260","40590","38760"
"In post","2023","Legal","Wales","East Wales","Male","135","130","46040","46820"
"In post","2023","Legal","Wales","West Wales and The Valleys","Female","85","75","42380","38940"
"In post","2023","Legal","Wales","West Wales and The Valleys","Male","40","35","48990","50000"
"In post","2023","Legal","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","Female","10","10","[c]","[c]"
"In post","2023","Legal","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","Male","[c]","[c]","[c]","[c]"
"In post","2023","Legal","West Midlands (England)","Shropshire and Staffordshire","Female","60","55","42440","40010"
"In post","2023","Legal","West Midlands (England)","Shropshire and Staffordshire","Male","25","25","[c]","[c]"
"In post","2023","Legal","West Midlands (England)","West Midlands","Female","460","430","40140","34930"
"In post","2023","Legal","West Midlands (England)","West Midlands","Male","205","205","44430","42510"
"In post","2023","Legal","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","Female","65","60","40280","31270"
"In post","2023","Legal","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","Male","25","25","[c]","[c]"
"In post","2023","Legal","Yorkshire and The Humber","North Yorkshire","Female","45","40","44400","38940"
"In post","2023","Legal","Yorkshire and The Humber","North Yorkshire","Male","40","35","54610","59690"
"In post","2023","Legal","Yorkshire and The Humber","South Yorkshire","Female","120","110","35460","28850"
"In post","2023","Legal","Yorkshire and The Humber","South Yorkshire","Male","50","45","40690","37590"
"In post","2023","Legal","Yorkshire and The Humber","West Yorkshire","Female","520","470","41180","38070"
"In post","2023","Legal","Yorkshire and The Humber","West Yorkshire","Male","275","265","45430","49050"
"In post","2023","No function","East Midlands (England)","Derbyshire and Nottinghamshire","Female","5910","5325","31220","28120"
"In post","2023","No function","East Midlands (England)","Derbyshire and Nottinghamshire","Male","4355","4195","32950","28880"
"In post","2023","No function","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","Female","3125","2780","28480","27450"
"In post","2023","No function","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","Male","2150","2065","30410","28120"
"In post","2023","No function","East Midlands (England)","Lincolnshire","Female","1340","1220","29150","27510"
"In post","2023","No function","East Midlands (England)","Lincolnshire","Male","1190","1145","31980","30410"
"In post","2023","No function","East of England","Bedfordshire and Hertfordshire","Female","1945","1765","31850","30810"
"In post","2023","No function","East of England","Bedfordshire and Hertfordshire","Male","1345","1300","33460","31280"
"In post","2023","No function","East of England","East Anglia","Female","5140","4590","29700","28120"
"In post","2023","No function","East of England","East Anglia","Male","4615","4415","31940","29650"
"In post","2023","No function","East of England","Essex","Female","2285","2045","30190","29050"
"In post","2023","No function","East of England","Essex","Male","1495","1430","31520","29050"
"In post","2023","No function","London","Inner London - East","Female","5025","4675","37220","32790"
"In post","2023","No function","London","Inner London - East","Male","3950","3840","41330","37170"
"In post","2023","No function","London","Inner London - West","Female","18680","17985","47720","43210"
"In post","2023","No function","London","Inner London - West","Male","15515","15320","49810","45570"
"In post","2023","No function","London","Outer London - East and North East","Female","2155","1930","32030","32520"
"In post","2023","No function","London","Outer London - East and North East","Male","1390","1350","34020","32520"
"In post","2023","No function","London","Outer London - South","Female","5070","4700","36390","32260"
"In post","2023","No function","London","Outer London - South","Male","3370","3300","40000","36180"
"In post","2023","No function","London","Outer London - West and North West","Female","4430","4045","34520","32520"
"In post","2023","No function","London","Outer London - West and North West","Male","3655","3475","34820","31950"
"In post","2023","No function","North East (England)","Northumberland, and Tyne and Wear","Female","9070","7720","27710","25360"
"In post","2023","No function","North East (England)","Northumberland, and Tyne and Wear","Male","5615","5355","29190","27890"
"In post","2023","No function","North East (England)","Tees Valley and Durham","Female","5140","4565","29330","28120"
"In post","2023","No function","North East (England)","Tees Valley and Durham","Male","3680","3470","30930","28880"
"In post","2023","No function","North West (England)","Cheshire","Female","2095","1915","31940","29050"
"In post","2023","No function","North West (England)","Cheshire","Male","1555","1500","35130","32920"
"In post","2023","No function","North West (England)","Cumbria","Female","665","595","29350","28120"
"In post","2023","No function","North West (England)","Cumbria","Male","410","395","30610","28120"
"In post","2023","No function","North West (England)","Greater Manchester","Female","8385","7695","30300","28120"
"In post","2023","No function","North West (England)","Greater Manchester","Male","6370","6160","31570","28120"
"In post","2023","No function","North West (England)","Lancashire","Female","6820","5995","27840","28120"
"In post","2023","No function","North West (England)","Lancashire","Male","4610","4370","28820","28120"
"In post","2023","No function","North West (England)","Merseyside","Female","10905","9750","28390","25880"
"In post","2023","No function","North West (England)","Merseyside","Male","6905","6655","29660","26250"
"In post","2023","No function","Northern Ireland","Northern Ireland","Female","1600","1460","30190","27560"
"In post","2023","No function","Northern Ireland","Northern Ireland","Male","1510","1460","30330","26590"
"In post","2023","No function","Overseas","Overseas","Female","1110","1105","53570","53970"
"In post","2023","No function","Overseas","Overseas","Male","1575","1570","53850","53970"
"In post","2023","No function","Scotland","Eastern Scotland","Female","4815","4360","30240","28120"
"In post","2023","No function","Scotland","Eastern Scotland","Male","3895","3710","32720","29730"
"In post","2023","No function","Scotland","Highlands and Islands","Female","520","465","28550","28120"
"In post","2023","No function","Scotland","Highlands and Islands","Male","405","385","28960","28120"
"In post","2023","No function","Scotland","North Eastern Scotland","Female","535","475","31930","28120"
"In post","2023","No function","Scotland","North Eastern Scotland","Male","480","460","43120","31970"
"In post","2023","No function","Scotland","Southern Scotland","Female","2030","1750","28700","27890"
"In post","2023","No function","Scotland","Southern Scotland","Male","1260","1190","29940","28120"
"In post","2023","No function","Scotland","West Central Scotland","Female","5890","5250","28790","27470"
"In post","2023","No function","Scotland","West Central Scotland","Male","4865","4655","31600","28120"
"In post","2023","No function","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Female","3120","2845","32580","30080"
"In post","2023","No function","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Male","2280","2200","35280","32410"
"In post","2023","No function","South East (England)","Hampshire and Isle of Wight","Female","4670","4075","29720","27140"
"In post","2023","No function","South East (England)","Hampshire and Isle of Wight","Male","3960","3670","32370","28140"
"In post","2023","No function","South East (England)","Hampshire and Isle of Wight","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","No function","South East (England)","Kent","Female","4040","3695","30120","27650"
"In post","2023","No function","South East (England)","Kent","Male","3985","3830","31220","29150"
"In post","2023","No function","South East (England)","Surrey, East and West Sussex","Female","4005","3580","31440","28120"
"In post","2023","No function","South East (England)","Surrey, East and West Sussex","Male","2960","2805","32790","29250"
"In post","2023","No function","South West (England)","Cornwall and Isles of Scilly","Female","810","700","27840","26850"
"In post","2023","No function","South West (England)","Cornwall and Isles of Scilly","Male","555","535","28860","27080"
"In post","2023","No function","South West (England)","Devon","Female","2850","2450","29590","28120"
"In post","2023","No function","South West (England)","Devon","Male","2135","2015","32040","28880"
"In post","2023","No function","South West (England)","Dorset and Somerset","Female","1980","1760","30180","28120"
"In post","2023","No function","South West (England)","Dorset and Somerset","Male","1980","1890","32500","29880"
"In post","2023","No function","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Female","7370","6715","33390","29890"
"In post","2023","No function","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Male","7250","7030","38430","34630"
"In post","2023","No function","Unknown","Unknown","Female","360","335","32660","28120"
"In post","2023","No function","Unknown","Unknown","Male","365","345","34380","28120"
"In post","2023","No function","Wales","East Wales","Female","6275","5705","30240","28120"
"In post","2023","No function","Wales","East Wales","Male","5255","5075","33030","28880"
"In post","2023","No function","Wales","West Wales and The Valleys","Female","7635","6575","26220","23390"
"In post","2023","No function","Wales","West Wales and The Valleys","Male","4175","3980","27470","26780"
"In post","2023","No function","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","Female","1710","1555","30160","28120"
"In post","2023","No function","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","Male","1325","1280","31450","28880"
"In post","2023","No function","West Midlands (England)","Shropshire and Staffordshire","Female","3725","3390","29820","28120"
"In post","2023","No function","West Midlands (England)","Shropshire and Staffordshire","Male","2680","2555","31990","29890"
"In post","2023","No function","West Midlands (England)","West Midlands","Female","8990","8040","30200","28120"
"In post","2023","No function","West Midlands (England)","West Midlands","Male","5910","5690","32090","28120"
"In post","2023","No function","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","Female","2265","2000","28650","28120"
"In post","2023","No function","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","Male","1950","1845","30930","29890"
"In post","2023","No function","Yorkshire and The Humber","North Yorkshire","Female","1520","1395","33320","28120"
"In post","2023","No function","Yorkshire and The Humber","North Yorkshire","Male","1125","1095","33260","28980"
"In post","2023","No function","Yorkshire and The Humber","South Yorkshire","Female","4740","4190","30110","28120"
"In post","2023","No function","Yorkshire and The Humber","South Yorkshire","Male","3320","3200","31750","28120"
"In post","2023","No function","Yorkshire and The Humber","West Yorkshire","Female","7070","6420","31650","28120"
"In post","2023","No function","Yorkshire and The Humber","West Yorkshire","Male","5475","5280","32800","28880"
"In post","2023","Project Delivery","East Midlands (England)","Derbyshire and Nottinghamshire","Female","245","230","41060","37590"
"In post","2023","Project Delivery","East Midlands (England)","Derbyshire and Nottinghamshire","Male","195","190","45790","42510"
"In post","2023","Project Delivery","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","Female","20","20","[c]","[c]"
"In post","2023","Project Delivery","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","Male","15","15","[c]","[c]"
"In post","2023","Project Delivery","East Midlands (England)","Lincolnshire","Female","35","30","39610","38790"
"In post","2023","Project Delivery","East Midlands (England)","Lincolnshire","Male","30","30","[c]","[c]"
"In post","2023","Project Delivery","East of England","Bedfordshire and Hertfordshire","Female","190","185","47720","45050"
"In post","2023","Project Delivery","East of England","Bedfordshire and Hertfordshire","Male","150","150","49730","45750"
"In post","2023","Project Delivery","East of England","East Anglia","Female","140","130","39790","35070"
"In post","2023","Project Delivery","East of England","East Anglia","Male","165","160","41980","41000"
"In post","2023","Project Delivery","East of England","Essex","Female","15","10","[c]","[c]"
"In post","2023","Project Delivery","East of England","Essex","Male","10","10","[c]","[c]"
"In post","2023","Project Delivery","London","Inner London - East","Female","1120","1065","54140","45960"
"In post","2023","Project Delivery","London","Inner London - East","Male","810","790","58490","55130"
"In post","2023","Project Delivery","London","Inner London - West","Female","1720","1655","51500","50080"
"In post","2023","Project Delivery","London","Inner London - West","Male","1420","1405","55680","55360"
"In post","2023","Project Delivery","London","Inner London - West","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","London","Outer London - East and North East","Female","15","15","[c]","[c]"
"In post","2023","Project Delivery","London","Outer London - East and North East","Male","10","10","[c]","[c]"
"In post","2023","Project Delivery","London","Outer London - South","Female","180","175","56210","55020"
"In post","2023","Project Delivery","London","Outer London - South","Male","175","170","55980","48570"
"In post","2023","Project Delivery","London","Outer London - West and North West","Female","10","10","[c]","[c]"
"In post","2023","Project Delivery","London","Outer London - West and North West","Male","10","10","[c]","[c]"
"In post","2023","Project Delivery","North East (England)","Northumberland, and Tyne and Wear","Female","685","640","43570","42140"
"In post","2023","Project Delivery","North East (England)","Northumberland, and Tyne and Wear","Male","585","570","45660","42510"
"In post","2023","Project Delivery","North East (England)","Tees Valley and Durham","Female","90","90","38480","37590"
"In post","2023","Project Delivery","North East (England)","Tees Valley and Durham","Male","65","65","42480","38470"
"In post","2023","Project Delivery","North West (England)","Cheshire","Female","35","30","42420","38640"
"In post","2023","Project Delivery","North West (England)","Cheshire","Male","25","25","[c]","[c]"
"In post","2023","Project Delivery","North West (England)","Cumbria","Female","80","75","37280","32720"
"In post","2023","Project Delivery","North West (England)","Cumbria","Male","135","135","46390","43260"
"In post","2023","Project Delivery","North West (England)","Greater Manchester","Female","420","405","43970","41780"
"In post","2023","Project Delivery","North West (England)","Greater Manchester","Male","380","370","46220","42510"
"In post","2023","Project Delivery","North West (England)","Lancashire","Female","375","340","40050","38470"
"In post","2023","Project Delivery","North West (England)","Lancashire","Male","260","245","42540","40790"
"In post","2023","Project Delivery","North West (England)","Merseyside","Female","455","430","43710","42140"
"In post","2023","Project Delivery","North West (England)","Merseyside","Male","310","300","46530","42510"
"In post","2023","Project Delivery","Northern Ireland","Northern Ireland","Female","55","55","43640","42140"
"In post","2023","Project Delivery","Northern Ireland","Northern Ireland","Male","55","55","45220","41780"
"In post","2023","Project Delivery","Overseas","Overseas","Female","60","60","53060","53400"
"In post","2023","Project Delivery","Overseas","Overseas","Male","80","80","61310","58910"
"In post","2023","Project Delivery","Scotland","Eastern Scotland","Female","120","115","44500","35600"
"In post","2023","Project Delivery","Scotland","Eastern Scotland","Male","165","160","47200","44930"
"In post","2023","Project Delivery","Scotland","Highlands and Islands","Female","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Scotland","Highlands and Islands","Male","10","10","[c]","[c]"
"In post","2023","Project Delivery","Scotland","North Eastern Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Scotland","North Eastern Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Scotland","Southern Scotland","Female","140","135","43870","41780"
"In post","2023","Project Delivery","Scotland","Southern Scotland","Male","100","95","45770","42510"
"In post","2023","Project Delivery","Scotland","West Central Scotland","Female","220","205","40340","35000"
"In post","2023","Project Delivery","Scotland","West Central Scotland","Male","210","205","43000","41900"
"In post","2023","Project Delivery","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Female","165","155","40410","36300"
"In post","2023","Project Delivery","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Male","140","135","45470","40840"
"In post","2023","Project Delivery","South East (England)","Hampshire and Isle of Wight","Female","635","610","41100","40220"
"In post","2023","Project Delivery","South East (England)","Hampshire and Isle of Wight","Male","590","580","45420","41800"
"In post","2023","Project Delivery","South East (England)","Kent","Female","15","15","[c]","[c]"
"In post","2023","Project Delivery","South East (England)","Kent","Male","10","10","[c]","[c]"
"In post","2023","Project Delivery","South East (England)","Surrey, East and West Sussex","Female","70","65","37430","34060"
"In post","2023","Project Delivery","South East (England)","Surrey, East and West Sussex","Male","55","55","51250","52330"
"In post","2023","Project Delivery","South West (England)","Cornwall and Isles of Scilly","Female","15","10","[c]","[c]"
"In post","2023","Project Delivery","South West (England)","Cornwall and Isles of Scilly","Male","15","15","[c]","[c]"
"In post","2023","Project Delivery","South West (England)","Devon","Female","270","255","38530","37420"
"In post","2023","Project Delivery","South West (England)","Devon","Male","360","355","41060","39750"
"In post","2023","Project Delivery","South West (England)","Dorset and Somerset","Female","65","65","40400","38800"
"In post","2023","Project Delivery","South West (England)","Dorset and Somerset","Male","70","65","45450","42230"
"In post","2023","Project Delivery","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Female","2165","2040","39990","39500"
"In post","2023","Project Delivery","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Male","3055","2995","45090","42230"
"In post","2023","Project Delivery","Unknown","Unknown","Female","10","10","[c]","[c]"
"In post","2023","Project Delivery","Unknown","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Wales","East Wales","Female","295","275","42940","37760"
"In post","2023","Project Delivery","Wales","East Wales","Male","240","235","47810","42140"
"In post","2023","Project Delivery","Wales","West Wales and The Valleys","Female","100","95","39430","34170"
"In post","2023","Project Delivery","Wales","West Wales and The Valleys","Male","80","80","46740","36540"
"In post","2023","Project Delivery","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","Female","25","25","[c]","[c]"
"In post","2023","Project Delivery","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","Male","20","20","[c]","[c]"
"In post","2023","Project Delivery","West Midlands (England)","Shropshire and Staffordshire","Female","195","185","43030","41200"
"In post","2023","Project Delivery","West Midlands (England)","Shropshire and Staffordshire","Male","175","170","46780","42140"
"In post","2023","Project Delivery","West Midlands (England)","West Midlands","Female","370","350","42330","38470"
"In post","2023","Project Delivery","West Midlands (England)","West Midlands","Male","295","290","45660","42140"
"In post","2023","Project Delivery","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","Female","10","10","[c]","[c]"
"In post","2023","Project Delivery","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","Male","15","15","[c]","[c]"
"In post","2023","Project Delivery","Yorkshire and The Humber","North Yorkshire","Female","50","45","38970","37140"
"In post","2023","Project Delivery","Yorkshire and The Humber","North Yorkshire","Male","50","50","42870","41000"
"In post","2023","Project Delivery","Yorkshire and The Humber","South Yorkshire","Female","200","180","41050","37590"
"In post","2023","Project Delivery","Yorkshire and The Humber","South Yorkshire","Male","135","130","41880","37590"
