"Status","Year","Function_of_post","Region_ITL1","Region_ITL2","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Counter Fraud","South East (England)","Surrey, East and West Sussex","Female","145","130","30610","28170"
"In post","2023","Counter Fraud","South East (England)","Surrey, East and West Sussex","Male","85","80","31670","29730"
"In post","2023","Counter Fraud","South West (England)","Cornwall and Isles of Scilly","Female","40","35","29460","28120"
"In post","2023","Counter Fraud","South West (England)","Cornwall and Isles of Scilly","Male","20","20","[c]","[c]"
"In post","2023","Counter Fraud","South West (England)","Devon","Female","70","60","29010","28120"
"In post","2023","Counter Fraud","South West (England)","Devon","Male","45","40","29750","28120"
"In post","2023","Counter Fraud","South West (England)","Dorset and Somerset","Female","100","90","29740","28120"
"In post","2023","Counter Fraud","South West (England)","Dorset and Somerset","Male","45","45","30200","28120"
"In post","2023","Counter Fraud","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Female","255","230","34980","29730"
"In post","2023","Counter Fraud","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Male","270","255","37570","34700"
"In post","2023","Counter Fraud","Unknown","Unknown","Female","10","10","[c]","[c]"
"In post","2023","Counter Fraud","Unknown","Unknown","Male","10","10","[c]","[c]"
"In post","2023","Counter Fraud","Wales","East Wales","Female","350","305","30810","28130"
"In post","2023","Counter Fraud","Wales","East Wales","Male","320","310","33990","31600"
"In post","2023","Counter Fraud","Wales","West Wales and The Valleys","Female","215","190","27980","28120"
"In post","2023","Counter Fraud","Wales","West Wales and The Valleys","Male","190","175","28580","28120"
"In post","2023","Counter Fraud","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","Female","45","35","29590","28120"
"In post","2023","Counter Fraud","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","Male","25","25","[c]","[c]"
"In post","2023","Counter Fraud","West Midlands (England)","Shropshire and Staffordshire","Female","60","50","30360","28120"
"In post","2023","Counter Fraud","West Midlands (England)","Shropshire and Staffordshire","Male","40","35","29070","28120"
"In post","2023","Counter Fraud","West Midlands (England)","West Midlands","Female","630","565","32130","28130"
"In post","2023","Counter Fraud","West Midlands (England)","West Midlands","Male","515","495","34250","34170"
"In post","2023","Counter Fraud","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","Female","75","65","27900","28120"
"In post","2023","Counter Fraud","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","Male","60","55","28470","28120"
"In post","2023","Counter Fraud","Yorkshire and The Humber","North Yorkshire","Female","55","50","33970","34170"
"In post","2023","Counter Fraud","Yorkshire and The Humber","North Yorkshire","Male","55","50","34960","34170"
"In post","2023","Counter Fraud","Yorkshire and The Humber","South Yorkshire","Female","95","80","28450","28120"
"In post","2023","Counter Fraud","Yorkshire and The Humber","South Yorkshire","Male","45","45","30290","28120"
"In post","2023","Counter Fraud","Yorkshire and The Humber","West Yorkshire","Female","520","470","32880","28130"
"In post","2023","Counter Fraud","Yorkshire and The Humber","West Yorkshire","Male","535","520","35500","34400"
"In post","2023","Debt","East Midlands (England)","Derbyshire and Nottinghamshire","Female","250","220","23890","22520"
"In post","2023","Debt","East Midlands (England)","Derbyshire and Nottinghamshire","Male","190","185","23680","22520"
"In post","2023","Debt","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","Female","175","140","22830","21690"
"In post","2023","Debt","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","Male","40","40","22640","21690"
"In post","2023","Debt","East Midlands (England)","Lincolnshire","Female","[c]","[c]","[c]","[c]"
"In post","2023","Debt","East Midlands (England)","Lincolnshire","Male","[c]","[c]","[c]","[c]"
"In post","2023","Debt","East of England","Bedfordshire and Hertfordshire","Female","100","80","26420","25610"
"In post","2023","Debt","East of England","Bedfordshire and Hertfordshire","Male","20","20","[c]","[c]"
"In post","2023","Debt","East of England","East Anglia","Female","20","15","[c]","[c]"
"In post","2023","Debt","East of England","East Anglia","Male","15","15","[c]","[c]"
"In post","2023","Debt","London","Inner London - East","Female","235","205","29190","26920"
"In post","2023","Debt","London","Inner London - East","Male","160","150","29980","26920"
"In post","2023","Debt","London","Inner London - West","Female","[c]","[c]","[c]","[c]"
"In post","2023","Debt","London","Inner London - West","Male","[c]","[c]","[c]","[c]"
"In post","2023","Debt","London","Outer London - South","Female","145","130","29730","26920"
"In post","2023","Debt","London","Outer London - South","Male","75","75","30080","26920"
"In post","2023","Debt","London","Outer London - West and North West","Female","5","5","[c]","[c]"
"In post","2023","Debt","London","Outer London - West and North West","Male","[c]","[c]","[c]","[c]"
"In post","2023","Debt","North East (England)","Northumberland, and Tyne and Wear","Female","635","545","23320","22520"
"In post","2023","Debt","North East (England)","Northumberland, and Tyne and Wear","Male","380","365","23820","22520"
"In post","2023","Debt","North East (England)","Tees Valley and Durham","Female","5","5","[c]","[c]"
"In post","2023","Debt","North East (England)","Tees Valley and Durham","Male","[c]","[c]","[c]","[c]"
"In post","2023","Debt","North West (England)","Greater Manchester","Female","145","120","23830","21690"
"In post","2023","Debt","North West (England)","Greater Manchester","Male","130","120","23920","21690"
"In post","2023","Debt","North West (England)","Lancashire","Female","35","30","26160","21690"
"In post","2023","Debt","North West (England)","Lancashire","Male","15","10","[c]","[c]"
"In post","2023","Debt","North West (England)","Merseyside","Female","255","230","25220","22520"
"In post","2023","Debt","North West (England)","Merseyside","Male","180","175","24730","22520"
"In post","2023","Debt","Northern Ireland","Northern Ireland","Female","10","10","[c]","[c]"
"In post","2023","Debt","Northern Ireland","Northern Ireland","Male","[c]","[c]","[c]","[c]"
"In post","2023","Debt","Scotland","Eastern Scotland","Female","220","200","23730","22520"
"In post","2023","Debt","Scotland","Eastern Scotland","Male","235","225","23850","22520"
"In post","2023","Debt","Scotland","Highlands and Islands","Female","75","65","23300","21690"
"In post","2023","Debt","Scotland","Highlands and Islands","Male","40","40","22310","21690"
"In post","2023","Debt","Scotland","Southern Scotland","Female","270","240","24510","22520"
"In post","2023","Debt","Scotland","Southern Scotland","Male","170","165","24410","22520"
"In post","2023","Debt","Scotland","West Central Scotland","Female","295","245","25500","22520"
"In post","2023","Debt","Scotland","West Central Scotland","Male","190","180","24370","22520"
"In post","2023","Debt","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Female","15","15","[c]","[c]"
"In post","2023","Debt","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Male","5","5","[c]","[c]"
"In post","2023","Debt","South East (England)","Hampshire and Isle of Wight","Female","[c]","[c]","[c]","[c]"
"In post","2023","Debt","South East (England)","Hampshire and Isle of Wight","Male","10","10","[c]","[c]"
"In post","2023","Debt","South East (England)","Surrey, East and West Sussex","Female","20","15","[c]","[c]"
"In post","2023","Debt","South East (England)","Surrey, East and West Sussex","Male","25","20","[c]","[c]"
"In post","2023","Debt","South West (England)","Dorset and Somerset","Female","100","80","23060","21690"
"In post","2023","Debt","South West (England)","Dorset and Somerset","Male","40","40","22800","21690"
"In post","2023","Debt","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Female","5","5","[c]","[c]"
"In post","2023","Debt","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Male","10","10","[c]","[c]"
"In post","2023","Debt","Unknown","Unknown","Female","5","5","[c]","[c]"
"In post","2023","Debt","Unknown","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","Debt","Wales","East Wales","Female","220","200","25390","22520"
"In post","2023","Debt","Wales","East Wales","Male","215","205","26340","22520"
"In post","2023","Debt","Wales","West Wales and The Valleys","Female","50","45","22790","21690"
"In post","2023","Debt","Wales","West Wales and The Valleys","Male","35","30","23210","21690"
"In post","2023","Debt","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","Female","125","100","22850","21690"
"In post","2023","Debt","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","Male","45","35","22920","21690"
"In post","2023","Debt","West Midlands (England)","Shropshire and Staffordshire","Female","15","15","[c]","[c]"
"In post","2023","Debt","West Midlands (England)","Shropshire and Staffordshire","Male","5","5","[c]","[c]"
"In post","2023","Debt","West Midlands (England)","West Midlands","Female","635","560","23470","22520"
"In post","2023","Debt","West Midlands (England)","West Midlands","Male","405","390","23430","22520"
"In post","2023","Debt","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","Female","[c]","[c]","[c]","[c]"
"In post","2023","Debt","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","Male","[c]","[c]","[c]","[c]"
"In post","2023","Debt","Yorkshire and The Humber","South Yorkshire","Female","160","125","23450","21690"
"In post","2023","Debt","Yorkshire and The Humber","South Yorkshire","Male","60","55","23890","21690"
"In post","2023","Debt","Yorkshire and The Humber","West Yorkshire","Female","445","375","25160","22520"
"In post","2023","Debt","Yorkshire and The Humber","West Yorkshire","Male","375","355","24420","22520"
"In post","2023","Digital, Data & Technology","East Midlands (England)","Derbyshire and Nottinghamshire","Female","120","115","41930","38210"
"In post","2023","Digital, Data & Technology","East Midlands (England)","Derbyshire and Nottinghamshire","Male","185","180","40150","35000"
"In post","2023","Digital, Data & Technology","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","Female","35","35","37820","31270"
"In post","2023","Digital, Data & Technology","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","Male","55","55","36540","35610"
"In post","2023","Digital, Data & Technology","East Midlands (England)","Lincolnshire","Female","45","45","30070","30250"
"In post","2023","Digital, Data & Technology","East Midlands (England)","Lincolnshire","Male","60","55","32240","29220"
"In post","2023","Digital, Data & Technology","East of England","Bedfordshire and Hertfordshire","Female","60","60","37610","35410"
"In post","2023","Digital, Data & Technology","East of England","Bedfordshire and Hertfordshire","Male","135","135","38870","37660"
"In post","2023","Digital, Data & Technology","East of England","East Anglia","Female","135","125","35490","33910"
"In post","2023","Digital, Data & Technology","East of England","East Anglia","Male","215","210","36530","34170"
