"Status","Year","Function_of_post","Parent_department","Profession_of_post","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2023","No function","Scottish Government","Operational Delivery","G6/G7","10","[c]","[c]","[c]"
"Leaver CS","2023","No function","Scottish Government","Operational Delivery","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Scottish Government","Operational Delivery","SEO/HEO","70","[c]","41390","42590"
"Leaver CS","2023","No function","Scottish Government","Other","AA/AO","20","[c]","24350","22920"
"Leaver CS","2023","No function","Scottish Government","Other","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Scottish Government","Other","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Scottish Government","Other","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Scottish Government","Policy","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Scottish Government","Psychology","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Scottish Government","Psychology","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Scottish Government","Psychology","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","The National Archives","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","The National Archives","Knowledge and Information Management","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","The National Archives","Operational Delivery","AA/AO","15","[c]","23110","23460"
"Leaver CS","2023","No function","The National Archives","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","The National Archives","Operational Delivery","SEO/HEO","15","[c]","33210","32820"
"Leaver CS","2023","No function","The National Archives","Other","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","The National Archives","Other","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","The National Archives","Other","SEO/HEO","10","[c]","33080","30980"
"Leaver CS","2023","No function","UK Statistics Authority","Geography","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","UK Statistics Authority","Knowledge and Information Management","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","UK Statistics Authority","Operational Delivery","AA/AO","300","[c]","20840","21200"
"Leaver CS","2023","No function","UK Statistics Authority","Operational Delivery","EO","25","[c]","24940","24840"
"Leaver CS","2023","No function","UK Statistics Authority","Operational Delivery","G6/G7","20","[c]","56600","54880"
"Leaver CS","2023","No function","UK Statistics Authority","Operational Delivery","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","UK Statistics Authority","Operational Delivery","SEO/HEO","45","[c]","34700","33610"
"Leaver CS","2023","No function","UK Statistics Authority","Policy","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","UK Statistics Authority","Policy","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","UK Statistics Authority","Policy","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Water Services Regulation Authority","Operational Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Water Services Regulation Authority","Policy","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Water Services Regulation Authority","Policy","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Water Services Regulation Authority","Policy","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2023","No function","Water Services Regulation Authority","Science and Engineering","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Attorney General's Departments","Other","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Attorney General's Departments","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Attorney General's Departments","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Cabinet Office","Project Delivery","SEO/HEO","20","[c]","31180","32000"
"Leaver CS","2023","Project Delivery","Cabinet Office","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Cabinet Office","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Cabinet Office","Unknown","G6/G7","10","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Cabinet Office","Unknown","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Cabinet Office","Unknown","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Chancellor's other departments","Operational Delivery","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Chancellor's other departments","Project Delivery","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Chancellor's other departments","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Charity Commission","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Charity Commission","Project Delivery","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Competition and Markets Authority","Project Delivery","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Competition and Markets Authority","Project Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Competition and Markets Authority","Project Delivery","G6/G7","15","[c]","66940","63460"
"Leaver CS","2023","Project Delivery","Competition and Markets Authority","Project Delivery","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Competition and Markets Authority","Project Delivery","SEO/HEO","15","[c]","37280","35880"
"Leaver CS","2023","Project Delivery","Department for Business, Energy and Industrial Strategy","Digital, Data and Technology","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Department for Business, Energy and Industrial Strategy","Operational Delivery","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Department for Business, Energy and Industrial Strategy","Operational Delivery","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Department for Business, Energy and Industrial Strategy","Operational Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Department for Business, Energy and Industrial Strategy","Other","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Department for Business, Energy and Industrial Strategy","Policy","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Department for Business, Energy and Industrial Strategy","Policy","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Department for Business, Energy and Industrial Strategy","Project Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Department for Business, Energy and Industrial Strategy","Project Delivery","G6/G7","20","[c]","52890","50270"
"Leaver CS","2023","Project Delivery","Department for Business, Energy and Industrial Strategy","Project Delivery","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Department for Business, Energy and Industrial Strategy","Science and Engineering","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Department for Business, Energy and Industrial Strategy","Science and Engineering","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Department for Business, Energy and Industrial Strategy","Science and Engineering","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Department for Digital, Culture, Media and Sport","Policy","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Department for Digital, Culture, Media and Sport","Policy","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Department for Digital, Culture, Media and Sport","Policy","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Department for Digital, Culture, Media and Sport","Project Delivery","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Department for Digital, Culture, Media and Sport","Project Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Department for Digital, Culture, Media and Sport","Project Delivery","G6/G7","15","[c]","60000","54320"
"Leaver CS","2023","Project Delivery","Department for Digital, Culture, Media and Sport","Project Delivery","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Department for Education","Project Delivery","EO","15","[c]","25080","25900"
"Leaver CS","2023","Project Delivery","Department for Education","Project Delivery","G6/G7","25","[c]","60730","60850"
"Leaver CS","2023","Project Delivery","Department for Education","Project Delivery","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Department for Education","Project Delivery","SEO/HEO","20","[c]","34250","30950"
"Leaver CS","2023","Project Delivery","Department for Environment, Food and Rural Affairs","Project Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Department for Environment, Food and Rural Affairs","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Department for Environment, Food and Rural Affairs","Project Delivery","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Department for International Trade","Project Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Department for International Trade","Project Delivery","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Department for International Trade","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Department for Levelling Up, Housing and Communities","Operational Delivery","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Department for Levelling Up, Housing and Communities","Operational Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Department for Levelling Up, Housing and Communities","Project Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Department for Levelling Up, Housing and Communities","Project Delivery","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Department for Levelling Up, Housing and Communities","Project Delivery","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Department for Transport","Project Delivery","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Department for Transport","Project Delivery","EO","5","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Department for Transport","Project Delivery","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Department for Transport","Project Delivery","SEO/HEO","15","[c]","42400","39950"
"Leaver CS","2023","Project Delivery","Department for Work and Pensions","Project Delivery","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Department for Work and Pensions","Project Delivery","EO","15","[c]","25830","27840"
"Leaver CS","2023","Project Delivery","Department for Work and Pensions","Project Delivery","G6/G7","15","[c]","56910","53360"
"Leaver CS","2023","Project Delivery","Department for Work and Pensions","Project Delivery","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Department for Work and Pensions","Project Delivery","SEO/HEO","45","[c]","37440","38470"
"Leaver CS","2023","Project Delivery","Department of Health and Social Care","Medicine","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Department of Health and Social Care","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Department of Health and Social Care","Science and Engineering","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Department of Health and Social Care","Science and Engineering","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Estyn","Inspector of Education and Training","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Estyn","Operational Delivery","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Estyn","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Food Standards Agency","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Food Standards Agency","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Foreign, Commonwealth and Development Office","Other","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Foreign, Commonwealth and Development Office","Policy","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Foreign, Commonwealth and Development Office","Policy","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Foreign, Commonwealth and Development Office","Policy","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Foreign, Commonwealth and Development Office","Project Delivery","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Foreign, Commonwealth and Development Office","Project Delivery","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Foreign, Commonwealth and Development Office","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","HM Land Registry","Project Delivery","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","HM Land Registry","Project Delivery","EO","5","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","HM Land Registry","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","HM Land Registry","Project Delivery","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","HM Land Registry","Project Delivery","SEO/HEO","15","[c]","38610","39520"
"Leaver CS","2023","Project Delivery","HM Revenue and Customs","Operational Delivery","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","HM Revenue and Customs","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","HM Revenue and Customs","Operational Delivery","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","HM Revenue and Customs","Operational Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","HM Revenue and Customs","Other","G6/G7","[c]","[c]","[c]","[c]"
