"Status","Year","Ethnicity","Function_of_post","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Mixed","Unknown","Office of Gas and Electricity Markets","5","5","[c]","[c]"
"In post","2023","Mixed","Unknown","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Unknown","Scottish Government","140","135","43220","38480"
"In post","2023","Mixed","Unknown","Welsh Government","70","65","42810","39690"
"In post","2023","Other ethnicity","Analysis","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Analysis","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Analysis","Chancellor's other departments","5","5","[c]","[c]"
"In post","2023","Other ethnicity","Analysis","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Analysis","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Analysis","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Analysis","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Analysis","Department for Education","5","5","[c]","[c]"
"In post","2023","Other ethnicity","Analysis","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Analysis","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Analysis","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Analysis","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Analysis","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Analysis","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Analysis","Estyn","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Analysis","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Analysis","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Analysis","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Analysis","HM Revenue and Customs","5","5","[c]","[c]"
"In post","2023","Other ethnicity","Analysis","HM Treasury","10","10","[c]","[c]"
"In post","2023","Other ethnicity","Analysis","Home Office","5","5","[c]","[c]"
"In post","2023","Other ethnicity","Analysis","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Analysis","Ministry of Justice","5","5","[c]","[c]"
"In post","2023","Other ethnicity","Analysis","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Analysis","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Analysis","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Analysis","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Analysis","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Analysis","UK Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Analysis","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Analysis","Welsh Government","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Commercial","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Commercial","Cabinet Office","5","5","[c]","[c]"
"In post","2023","Other ethnicity","Commercial","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Commercial","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Commercial","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Commercial","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Commercial","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Commercial","Department for Education","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Commercial","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Commercial","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Commercial","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Commercial","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Commercial","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Commercial","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Commercial","Estyn","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Commercial","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Commercial","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Commercial","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Commercial","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Commercial","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Commercial","Home Office","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Commercial","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Commercial","Ministry of Justice","5","5","[c]","[c]"
"In post","2023","Other ethnicity","Commercial","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Commercial","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Commercial","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Commercial","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Commercial","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Commercial","The National Archives","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Commercial","UK Export Finance","5","5","[c]","[c]"
"In post","2023","Other ethnicity","Commercial","UK Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Commercial","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Communications","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Communications","Cabinet Office","5","5","[c]","[c]"
"In post","2023","Other ethnicity","Communications","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Communications","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Communications","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Communications","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Communications","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Communications","Department for Education","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Communications","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Communications","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Communications","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Communications","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Communications","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Communications","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Communications","Estyn","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Communications","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Communications","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Communications","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Communications","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Communications","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Communications","Home Office","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Communications","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Communications","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Communications","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Communications","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Communications","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Communications","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Communications","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Communications","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Communications","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Communications","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Communications","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Communications","The National Archives","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Communications","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Communications","UK Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Communications","UK Supreme Court","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Communications","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Communications","Welsh Government","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Counter Fraud","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Counter Fraud","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Counter Fraud","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Counter Fraud","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Counter Fraud","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Counter Fraud","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Counter Fraud","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Counter Fraud","Department for Work and Pensions","45","40","28820","28120"
"In post","2023","Other ethnicity","Counter Fraud","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Counter Fraud","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Counter Fraud","HM Revenue and Customs","25","25","[c]","[c]"
"In post","2023","Other ethnicity","Counter Fraud","Home Office","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Counter Fraud","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Counter Fraud","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Debt","Department for Work and Pensions","20","20","[c]","[c]"
"In post","2023","Other ethnicity","Debt","HM Revenue and Customs","25","25","[c]","[c]"
"In post","2023","Other ethnicity","Debt","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Digital, Data & Technology","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Digital, Data & Technology","Cabinet Office","25","25","[c]","[c]"
"In post","2023","Other ethnicity","Digital, Data & Technology","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Digital, Data & Technology","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Digital, Data & Technology","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","25","25","[c]","[c]"
"In post","2023","Other ethnicity","Digital, Data & Technology","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Digital, Data & Technology","Department for Education","10","10","[c]","[c]"
"In post","2023","Other ethnicity","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Digital, Data & Technology","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Digital, Data & Technology","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Digital, Data & Technology","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Digital, Data & Technology","Department for Work and Pensions","15","15","[c]","[c]"
"In post","2023","Other ethnicity","Digital, Data & Technology","Department of Health and Social Care","5","5","[c]","[c]"
