"Status","Year","Organisation","Responsibility_level_ungrouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Crown Commercial Service","G7","Unknown","25","25","[c]","[c]"
"In post","2023","Crown Commercial Service","HEO","Heterosexual / straight","135","130","32230","32110"
"In post","2023","Crown Commercial Service","HEO","LGBO","10","10","[c]","[c]"
"In post","2023","Crown Commercial Service","HEO","Undeclared","5","5","[c]","[c]"
"In post","2023","Crown Commercial Service","HEO","Unknown","35","30","32130","32110"
"In post","2023","Crown Commercial Service","SCS level","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","Crown Commercial Service","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Crown Commercial Service","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Crown Commercial Service","SEO","Heterosexual / straight","185","180","40120","40620"
"In post","2023","Crown Commercial Service","SEO","LGBO","15","15","[c]","[c]"
"In post","2023","Crown Commercial Service","SEO","Undeclared","10","10","[c]","[c]"
"In post","2023","Crown Commercial Service","SEO","Unknown","40","40","39550","40450"
"In post","2023","Crown Office and Procurator Fiscal Service","AO","Heterosexual / straight","665","605","24000","24490"
"In post","2023","Crown Office and Procurator Fiscal Service","AO","LGBO","45","45","23830","23700"
"In post","2023","Crown Office and Procurator Fiscal Service","AO","Undeclared","40","35","24010","24490"
"In post","2023","Crown Office and Procurator Fiscal Service","AO","Unknown","25","20","[c]","[c]"
"In post","2023","Crown Office and Procurator Fiscal Service","EO","Heterosexual / straight","355","345","30260","29450"
"In post","2023","Crown Office and Procurator Fiscal Service","EO","LGBO","25","25","[c]","[c]"
"In post","2023","Crown Office and Procurator Fiscal Service","EO","Undeclared","15","15","[c]","[c]"
"In post","2023","Crown Office and Procurator Fiscal Service","EO","Unknown","15","15","[c]","[c]"
"In post","2023","Crown Office and Procurator Fiscal Service","G6","Heterosexual / straight","175","165","74170","74000"
"In post","2023","Crown Office and Procurator Fiscal Service","G6","LGBO","10","10","[c]","[c]"
"In post","2023","Crown Office and Procurator Fiscal Service","G6","Undeclared","15","15","[c]","[c]"
"In post","2023","Crown Office and Procurator Fiscal Service","G6","Unknown","20","15","[c]","[c]"
"In post","2023","Crown Office and Procurator Fiscal Service","G7","Heterosexual / straight","430","410","56520","52360"
"In post","2023","Crown Office and Procurator Fiscal Service","G7","LGBO","25","25","[c]","[c]"
"In post","2023","Crown Office and Procurator Fiscal Service","G7","Undeclared","35","35","57590","55990"
"In post","2023","Crown Office and Procurator Fiscal Service","G7","Unknown","30","30","61280","65280"
"In post","2023","Crown Office and Procurator Fiscal Service","HEO","Heterosexual / straight","375","355","36160","36330"
"In post","2023","Crown Office and Procurator Fiscal Service","HEO","LGBO","15","15","[c]","[c]"
"In post","2023","Crown Office and Procurator Fiscal Service","HEO","Undeclared","20","20","[c]","[c]"
"In post","2023","Crown Office and Procurator Fiscal Service","HEO","Unknown","15","15","[c]","[c]"
"In post","2023","Crown Office and Procurator Fiscal Service","SCS level","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","Crown Office and Procurator Fiscal Service","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Crown Office and Procurator Fiscal Service","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Crown Office and Procurator Fiscal Service","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Crown Office and Procurator Fiscal Service","SEO","Heterosexual / straight","70","70","45520","43440"
"In post","2023","Crown Office and Procurator Fiscal Service","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Crown Office and Procurator Fiscal Service","SEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Crown Office and Procurator Fiscal Service","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Crown Prosecution Service","AA","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Crown Prosecution Service","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Crown Prosecution Service","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Crown Prosecution Service","AO","Heterosexual / straight","1200","1115","23140","22870"
"In post","2023","Crown Prosecution Service","AO","LGBO","85","85","22840","22870"
"In post","2023","Crown Prosecution Service","AO","Undeclared","60","55","23280","22870"
"In post","2023","Crown Prosecution Service","AO","Unknown","235","200","23470","22870"
"In post","2023","Crown Prosecution Service","EO","Heterosexual / straight","1155","1085","28320","28200"
"In post","2023","Crown Prosecution Service","EO","LGBO","95","90","28000","28150"
"In post","2023","Crown Prosecution Service","EO","Undeclared","50","50","28550","28200"
"In post","2023","Crown Prosecution Service","EO","Unknown","260","235","29000","28850"
"In post","2023","Crown Prosecution Service","G6","Heterosexual / straight","175","170","74550","73000"
"In post","2023","Crown Prosecution Service","G6","LGBO","15","15","[c]","[c]"
"In post","2023","Crown Prosecution Service","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Crown Prosecution Service","G6","Unknown","55","55","77860","75650"
"In post","2023","Crown Prosecution Service","G7","Heterosexual / straight","2105","1970","56600","55170"
"In post","2023","Crown Prosecution Service","G7","LGBO","95","90","57100","56450"
"In post","2023","Crown Prosecution Service","G7","Undeclared","90","90","57310","55170"
"In post","2023","Crown Prosecution Service","G7","Unknown","590","520","58810","56450"
"In post","2023","Crown Prosecution Service","HEO","Heterosexual / straight","475","455","33230","32900"
"In post","2023","Crown Prosecution Service","HEO","LGBO","30","30","[c]","[c]"
"In post","2023","Crown Prosecution Service","HEO","Undeclared","25","25","[c]","[c]"
"In post","2023","Crown Prosecution Service","HEO","Unknown","95","90","34270","35000"
"In post","2023","Crown Prosecution Service","SCS level","Heterosexual / straight","75","75","97220","88440"
"In post","2023","Crown Prosecution Service","SCS level","LGBO","5","5","[c]","[c]"
"In post","2023","Crown Prosecution Service","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Crown Prosecution Service","SCS level","Unknown","10","10","[c]","[c]"
"In post","2023","Crown Prosecution Service","SEO","Heterosexual / straight","440","430","40180","39710"
"In post","2023","Crown Prosecution Service","SEO","LGBO","25","25","[c]","[c]"
"In post","2023","Crown Prosecution Service","SEO","Undeclared","25","25","[c]","[c]"
"In post","2023","Crown Prosecution Service","SEO","Unknown","40","35","40520","40690"
"In post","2023","Defence Electronics and Components Agency","AA","Heterosexual / straight","30","30","[c]","[c]"
"In post","2023","Defence Electronics and Components Agency","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Defence Electronics and Components Agency","AA","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Defence Electronics and Components Agency","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Defence Electronics and Components Agency","AO","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Defence Electronics and Components Agency","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Defence Electronics and Components Agency","AO","Undeclared","45","40","22780","22210"
"In post","2023","Defence Electronics and Components Agency","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Defence Electronics and Components Agency","EO","Heterosexual / straight","80","80","28190","27250"
"In post","2023","Defence Electronics and Components Agency","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Defence Electronics and Components Agency","EO","Undeclared","150","140","29480","30060"
"In post","2023","Defence Electronics and Components Agency","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Defence Electronics and Components Agency","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Defence Electronics and Components Agency","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Defence Electronics and Components Agency","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Defence Electronics and Components Agency","G7","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Defence Electronics and Components Agency","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Defence Electronics and Components Agency","G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Defence Electronics and Components Agency","HEO","Heterosexual / straight","30","30","[c]","[c]"
"In post","2023","Defence Electronics and Components Agency","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Defence Electronics and Components Agency","HEO","Undeclared","50","50","34790","34680"
"In post","2023","Defence Electronics and Components Agency","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Defence Electronics and Components Agency","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Defence Electronics and Components Agency","SEO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Defence Electronics and Components Agency","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Defence Electronics and Components Agency","SEO","Undeclared","10","10","[c]","[c]"
"In post","2023","Defence Equipment and Support","AO","Heterosexual / straight","1175","1120","22680","21770"
"In post","2023","Defence Equipment and Support","AO","LGBO","60","55","22850","20860"
"In post","2023","Defence Equipment and Support","AO","Undeclared","125","120","23100","22470"
"In post","2023","Defence Equipment and Support","AO","Unknown","310","305","22000","20750"
"In post","2023","Defence Equipment and Support","EO","Heterosexual / straight","610","590","27420","26980"
"In post","2023","Defence Equipment and Support","EO","LGBO","15","15","[c]","[c]"
"In post","2023","Defence Equipment and Support","EO","Undeclared","50","45","27570","27250"
"In post","2023","Defence Equipment and Support","EO","Unknown","65","65","27140","26520"
"In post","2023","Defence Equipment and Support","G6","Heterosexual / straight","395","380","70080","70710"
"In post","2023","Defence Equipment and Support","G6","LGBO","5","5","[c]","[c]"
"In post","2023","Defence Equipment and Support","G6","Undeclared","50","50","70650","70710"
"In post","2023","Defence Equipment and Support","G6","Unknown","25","25","[c]","[c]"
"In post","2023","Defence Equipment and Support","G7","Heterosexual / straight","1200","1165","54500","54510"
"In post","2023","Defence Equipment and Support","G7","LGBO","35","35","53280","52500"
"In post","2023","Defence Equipment and Support","G7","Undeclared","165","160","55110","55500"
"In post","2023","Defence Equipment and Support","G7","Unknown","70","70","55280","55250"
"In post","2023","Defence Equipment and Support","HEO","Heterosexual / straight","2305","2210","33080","32500"
"In post","2023","Defence Equipment and Support","HEO","LGBO","70","70","32680","32500"
"In post","2023","Defence Equipment and Support","HEO","Undeclared","270","255","33800","32920"
"In post","2023","Defence Equipment and Support","HEO","Unknown","220","210","32970","32500"
"In post","2023","Defence Equipment and Support","SCS level","Heterosexual / straight","100","100","103140","94900"
"In post","2023","Defence Equipment and Support","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Defence Equipment and Support","SCS level","Undeclared","5","5","[c]","[c]"
"In post","2023","Defence Equipment and Support","SCS level","Unknown","5","5","[c]","[c]"
"In post","2023","Defence Equipment and Support","SEO","Heterosexual / straight","2710","2620","42380","42620"
"In post","2023","Defence Equipment and Support","SEO","LGBO","85","85","40850","39500"
"In post","2023","Defence Equipment and Support","SEO","Undeclared","390","370","42740","42840"
"In post","2023","Defence Equipment and Support","SEO","Unknown","190","185","42350","42620"
"In post","2023","Defence Science and Technology Laboratory","AA","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Defence Science and Technology Laboratory","AA","LGBO","5","5","[c]","[c]"
"In post","2023","Defence Science and Technology Laboratory","AA","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Defence Science and Technology Laboratory","AA","Unknown","15","15","[c]","[c]"
"In post","2023","Defence Science and Technology Laboratory","AO","Heterosexual / straight","65","65","21030","19430"
"In post","2023","Defence Science and Technology Laboratory","AO","LGBO","10","10","[c]","[c]"
"In post","2023","Defence Science and Technology Laboratory","AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Defence Science and Technology Laboratory","AO","Unknown","30","25","[c]","[c]"
"In post","2023","Defence Science and Technology Laboratory","EO","Heterosexual / straight","185","175","24710","24630"
"In post","2023","Defence Science and Technology Laboratory","EO","LGBO","20","20","[c]","[c]"
"In post","2023","Defence Science and Technology Laboratory","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Defence Science and Technology Laboratory","EO","Unknown","70","70","24930","24630"
"In post","2023","Defence Science and Technology Laboratory","G6","Heterosexual / straight","150","140","71860","70550"
"In post","2023","Defence Science and Technology Laboratory","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Defence Science and Technology Laboratory","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Defence Science and Technology Laboratory","G6","Unknown","50","45","69300","70550"
"In post","2023","Defence Science and Technology Laboratory","G7","Heterosexual / straight","1440","1375","52160","49260"
"In post","2023","Defence Science and Technology Laboratory","G7","LGBO","50","50","51180","49260"
"In post","2023","Defence Science and Technology Laboratory","G7","Undeclared","35","35","51710","49260"
"In post","2023","Defence Science and Technology Laboratory","G7","Unknown","500","480","52520","49260"
"In post","2023","Defence Science and Technology Laboratory","HEO","Heterosexual / straight","750","725","30180","30650"
"In post","2023","Defence Science and Technology Laboratory","HEO","LGBO","80","80","29940","30650"
"In post","2023","Defence Science and Technology Laboratory","HEO","Undeclared","30","30","[c]","[c]"
"In post","2023","Defence Science and Technology Laboratory","HEO","Unknown","270","265","29840","30650"
