"Status","Year","Ethnicity","Region_london","Responsibility_level_ungrouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Unknown","London","Unknown","Undeclared","5","5","[c]","[c]"
"In post","2023","Unknown","London","Unknown","Unknown","375","345","31590","28580"
"In post","2023","Unknown","Outside London","AA","Heterosexual / straight","130","115","22180","22520"
"In post","2023","Unknown","Outside London","AA","LGBO","10","10","[c]","[c]"
"In post","2023","Unknown","Outside London","AA","Undeclared","60","55","21740","22520"
"In post","2023","Unknown","Outside London","AA","Unknown","3540","3245","22450","22180"
"In post","2023","Unknown","Outside London","AO","Heterosexual / straight","810","725","24680","22520"
"In post","2023","Unknown","Outside London","AO","LGBO","40","40","25890","22520"
"In post","2023","Unknown","Outside London","AO","Undeclared","250","215","25450","22520"
"In post","2023","Unknown","Outside London","AO","Unknown","18475","17235","24220","22520"
"In post","2023","Unknown","Outside London","EO","Heterosexual / straight","610","570","28700","28120"
"In post","2023","Unknown","Outside London","EO","LGBO","35","35","29580","28120"
"In post","2023","Unknown","Outside London","EO","Undeclared","240","225","28790","28120"
"In post","2023","Unknown","Outside London","EO","Unknown","14305","13645","28610","28080"
"In post","2023","Unknown","Outside London","G6","Heterosexual / straight","65","65","72480","71300"
"In post","2023","Unknown","Outside London","G6","LGBO","5","5","[c]","[c]"
"In post","2023","Unknown","Outside London","G6","Undeclared","75","70","66890","63960"
"In post","2023","Unknown","Outside London","G6","Unknown","880","845","71110","70030"
"In post","2023","Unknown","Outside London","G7","Heterosexual / straight","220","215","56340","55320"
"In post","2023","Unknown","Outside London","G7","LGBO","10","10","[c]","[c]"
"In post","2023","Unknown","Outside London","G7","Undeclared","205","195","53580","51770"
"In post","2023","Unknown","Outside London","G7","Unknown","2790","2695","56060","55370"
"In post","2023","Unknown","Outside London","HEO","Heterosexual / straight","395","370","34450","34390"
"In post","2023","Unknown","Outside London","HEO","LGBO","20","20","[c]","[c]"
"In post","2023","Unknown","Outside London","HEO","Undeclared","225","215","34220","34300"
"In post","2023","Unknown","Outside London","HEO","Unknown","6880","6665","34470","34700"
"In post","2023","Unknown","Outside London","SCS level","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Unknown","Outside London","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Outside London","SCS level","Undeclared","10","10","[c]","[c]"
"In post","2023","Unknown","Outside London","SCS level","Unknown","225","215","96240","88180"
"In post","2023","Unknown","Outside London","SEO","Heterosexual / straight","335","320","43690","42460"
"In post","2023","Unknown","Outside London","SEO","LGBO","30","30","[c]","[c]"
"In post","2023","Unknown","Outside London","SEO","Undeclared","245","230","41550","40140"
"In post","2023","Unknown","Outside London","SEO","Unknown","4060","3925","42430","41780"
"In post","2023","Unknown","Outside London","Unknown","Heterosexual / straight","130","115","31460","29050"
"In post","2023","Unknown","Outside London","Unknown","LGBO","15","15","[c]","[c]"
"In post","2023","Unknown","Outside London","Unknown","Undeclared","40","40","35500","33050"
"In post","2023","Unknown","Outside London","Unknown","Unknown","2950","2675","27940","25990"
"In post","2023","Unknown","Overseas","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Overseas","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Overseas","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Overseas","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Overseas","AO","Unknown","5","5","[c]","[c]"
"In post","2023","Unknown","Overseas","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Overseas","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Overseas","EO","Unknown","20","20","[c]","[c]"
"In post","2023","Unknown","Overseas","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Overseas","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Overseas","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Overseas","G6","Unknown","60","60","68810","66550"
"In post","2023","Unknown","Overseas","G7","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Unknown","Overseas","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Overseas","G7","Unknown","180","180","56980","55120"
"In post","2023","Unknown","Overseas","HEO","Heterosexual / straight","30","25","[c]","[c]"
"In post","2023","Unknown","Overseas","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Overseas","HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Overseas","HEO","Unknown","205","205","50380","51470"
"In post","2023","Unknown","Overseas","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Overseas","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Overseas","SCS level","Unknown","25","25","[c]","[c]"
"In post","2023","Unknown","Overseas","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Overseas","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Overseas","SEO","Undeclared","5","5","[c]","[c]"
"In post","2023","Unknown","Overseas","SEO","Unknown","55","55","47470","45150"
"In post","2023","Unknown","Overseas","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Overseas","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Overseas","Unknown","Unknown","10","10","[c]","[c]"
"In post","2023","Unknown","Unknown","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Unknown","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Unknown","AA","Unknown","10","10","[c]","[c]"
"In post","2023","Unknown","Unknown","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Unknown","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Unknown","AO","Unknown","40","40","23250","22400"
"In post","2023","Unknown","Unknown","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Unknown","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Unknown","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Unknown","EO","Unknown","75","70","27340","25750"
"In post","2023","Unknown","Unknown","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Unknown","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Unknown","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Unknown","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Unknown","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Unknown","G7","Unknown","15","15","[c]","[c]"
"In post","2023","Unknown","Unknown","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Unknown","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Unknown","HEO","Unknown","20","20","[c]","[c]"
"In post","2023","Unknown","Unknown","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Unknown","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Unknown","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Unknown","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Unknown","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Unknown","SEO","Unknown","20","20","[c]","[c]"
"In post","2023","Unknown","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Unknown","Unknown","Unknown","1705","1700","41910","39970"
"In post","2023","White","London","AA","Heterosexual / straight","470","430","24490","23500"
"In post","2023","White","London","AA","LGBO","30","30","[c]","[c]"
"In post","2023","White","London","AA","Undeclared","50","50","24240","23500"
"In post","2023","White","London","AA","Unknown","85","70","25310","24950"
"In post","2023","White","London","AO","Heterosexual / straight","2540","2370","28260","26400"
"In post","2023","White","London","AO","LGBO","220","215","29620","26920"
"In post","2023","White","London","AO","Undeclared","250","225","26930","25610"
"In post","2023","White","London","AO","Unknown","310","275","28310","26920"
"In post","2023","White","London","EO","Heterosexual / straight","5455","5165","31790","31280"
"In post","2023","White","London","EO","LGBO","530","515","31280","30720"
"In post","2023","White","London","EO","Undeclared","605","560","31450","31200"
"In post","2023","White","London","EO","Unknown","515","480","32200","32520"
"In post","2023","White","London","G6","Heterosexual / straight","5240","5025","71230","70030"
"In post","2023","White","London","G6","LGBO","480","470","70410","68780"
"In post","2023","White","London","G6","Undeclared","405","390","72770","71030"
"In post","2023","White","London","G6","Unknown","360","340","71270","69760"
"In post","2023","White","London","G7","Heterosexual / straight","10250","9910","58280","56500"
"In post","2023","White","London","G7","LGBO","1155","1140","57450","55780"
"In post","2023","White","London","G7","Undeclared","805","780","58260","56440"
"In post","2023","White","London","G7","Unknown","555","520","59360","58970"
"In post","2023","White","London","HEO","Heterosexual / straight","7005","6820","37230","36310"
"In post","2023","White","London","HEO","LGBO","950","940","36240","35550"
"In post","2023","White","London","HEO","Undeclared","640","620","37060","36180"
"In post","2023","White","London","HEO","Unknown","1040","1025","33910","31620"
"In post","2023","White","London","SCS level","Heterosexual / straight","2745","2640","92370","83240"
"In post","2023","White","London","SCS level","LGBO","250","245","89710","80540"
"In post","2023","White","London","SCS level","Undeclared","165","160","90490","84380"
"In post","2023","White","London","SCS level","Unknown","170","160","97350","87000"
"In post","2023","White","London","SEO","Heterosexual / straight","6825","6635","44610","43700"
"In post","2023","White","London","SEO","LGBO","805","790","43640","43210"
"In post","2023","White","London","SEO","Undeclared","650","630","44520","43650"
"In post","2023","White","London","SEO","Unknown","400","385","45820","45290"
"In post","2023","White","London","Unknown","Heterosexual / straight","690","650","37530","34820"
"In post","2023","White","London","Unknown","LGBO","95","95","37670","33050"
"In post","2023","White","London","Unknown","Undeclared","60","55","40160","39030"
"In post","2023","White","London","Unknown","Unknown","10","5","[c]","[c]"
"In post","2023","White","Outside London","AA","Heterosexual / straight","9660","8760","21810","21380"
"In post","2023","White","Outside London","AA","LGBO","645","610","22400","23230"
"In post","2023","White","Outside London","AA","Undeclared","960","805","21010","19930"
"In post","2023","White","Outside London","AA","Unknown","935","785","22660","22520"
"In post","2023","White","Outside London","AO","Heterosexual / straight","58160","52380","24450","22500"
"In post","2023","White","Outside London","AO","LGBO","4105","3930","24680","22520"
"In post","2023","White","Outside London","AO","Undeclared","5165","4505","23980","22400"
"In post","2023","White","Outside London","AO","Unknown","7095","5910","24290","22520"
"In post","2023","White","Outside London","EO","Heterosexual / straight","61815","56905","28610","28120"
"In post","2023","White","Outside London","EO","LGBO","4180","4050","28420","28120"
"In post","2023","White","Outside London","EO","Undeclared","5365","4835","28690","28120"
"In post","2023","White","Outside London","EO","Unknown","6465","5630","28980","28120"
"In post","2023","White","Outside London","G6","Heterosexual / straight","7610","7325","70500","69940"
"In post","2023","White","Outside London","G6","LGBO","355","345","70160","68760"
"In post","2023","White","Outside London","G6","Undeclared","445","425","71240","69370"
"In post","2023","White","Outside London","G6","Unknown","565","540","71900","70920"
"In post","2023","White","Outside London","G7","Heterosexual / straight","21830","21000","55760","55000"
"In post","2023","White","Outside London","G7","LGBO","1250","1225","55260","54260"
"In post","2023","White","Outside London","G7","Undeclared","1315","1255","56040","55320"
"In post","2023","White","Outside London","G7","Unknown","1745","1635","56480","56450"
"In post","2023","White","Outside London","HEO","Heterosexual / straight","39915","38005","34580","34250"
"In post","2023","White","Outside London","HEO","LGBO","2865","2805","34120","34170"
"In post","2023","White","Outside London","HEO","Undeclared","2945","2795","34750","34300"
"In post","2023","White","Outside London","HEO","Unknown","3085","2905","34820","34700"
"In post","2023","White","Outside London","SCS level","Heterosexual / straight","1825","1775","91760","84750"
"In post","2023","White","Outside London","SCS level","LGBO","100","100","85360","81600"
"In post","2023","White","Outside London","SCS level","Undeclared","105","95","92510","84140"
"In post","2023","White","Outside London","SCS level","Unknown","130","120","93960","85200"
"In post","2023","White","Outside London","SEO","Heterosexual / straight","30460","29240","42650","41800"
"In post","2023","White","Outside London","SEO","LGBO","1725","1690","41800","41200"
"In post","2023","White","Outside London","SEO","Undeclared","2200","2085","43020","42050"
"In post","2023","White","Outside London","SEO","Unknown","1880","1785","42970","42140"
"In post","2023","White","Outside London","Unknown","Heterosexual / straight","13780","12880","32030","29050"
"In post","2023","White","Outside London","Unknown","LGBO","1080","1050","29460","26840"
"In post","2023","White","Outside London","Unknown","Undeclared","730","670","33610","31490"
"In post","2023","White","Outside London","Unknown","Unknown","120","115","33890","31950"
"In post","2023","White","Overseas","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","White","Overseas","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","White","Overseas","AA","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","White","Overseas","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","White","Overseas","AO","Heterosexual / straight","30","30","28740","28070"
"In post","2023","White","Overseas","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","White","Overseas","AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","White","Overseas","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","White","Overseas","EO","Heterosexual / straight","115","115","35730","34690"
"In post","2023","White","Overseas","EO","LGBO","5","5","[c]","[c]"
"In post","2023","White","Overseas","EO","Undeclared","5","5","[c]","[c]"
"In post","2023","White","Overseas","EO","Unknown","10","10","[c]","[c]"
"In post","2023","White","Overseas","G6","Heterosexual / straight","245","240","70610","67160"
"In post","2023","White","Overseas","G6","LGBO","15","15","[c]","[c]"
"In post","2023","White","Overseas","G6","Undeclared","10","10","[c]","[c]"
"In post","2023","White","Overseas","G6","Unknown","45","40","67590","67160"
"In post","2023","White","Overseas","G7","Heterosexual / straight","410","410","58200","56100"
"In post","2023","White","Overseas","G7","LGBO","45","45","56120","55180"
"In post","2023","White","Overseas","G7","Undeclared","10","10","[c]","[c]"
"In post","2023","White","Overseas","G7","Unknown","60","60","58590","57080"
"In post","2023","White","Overseas","HEO","Heterosexual / straight","510","510","37400","35250"
"In post","2023","White","Overseas","HEO","LGBO","40","40","36060","35030"
"In post","2023","White","Overseas","HEO","Undeclared","10","10","[c]","[c]"
"In post","2023","White","Overseas","HEO","Unknown","70","70","41060","35810"
"In post","2023","White","Overseas","SCS level","Heterosexual / straight","175","175","89690","78990"
"In post","2023","White","Overseas","SCS level","LGBO","15","15","[c]","[c]"
"In post","2023","White","Overseas","SCS level","Undeclared","5","5","[c]","[c]"
"In post","2023","White","Overseas","SCS level","Unknown","30","30","[c]","[c]"
"In post","2023","White","Overseas","SEO","Heterosexual / straight","285","285","49850","47380"
"In post","2023","White","Overseas","SEO","LGBO","20","20","[c]","[c]"
"In post","2023","White","Overseas","SEO","Undeclared","10","10","[c]","[c]"
"In post","2023","White","Overseas","SEO","Unknown","30","30","[c]","[c]"
"In post","2023","White","Overseas","Unknown","Heterosexual / straight","80","80","[c]","[c]"
"In post","2023","White","Overseas","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","White","Overseas","Unknown","Undeclared","10","10","[c]","[c]"
"In post","2023","White","Overseas","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","White","Unknown","AA","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","White","Unknown","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","White","Unknown","AA","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","White","Unknown","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","White","Unknown","AO","Heterosexual / straight","80","75","23950","21780"
"In post","2023","White","Unknown","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","White","Unknown","AO","Undeclared","5","5","[c]","[c]"
"In post","2023","White","Unknown","AO","Unknown","10","10","[c]","[c]"
"In post","2023","White","Unknown","EO","Heterosexual / straight","180","165","28340","28120"
"In post","2023","White","Unknown","EO","LGBO","15","15","[c]","[c]"
"In post","2023","White","Unknown","EO","Undeclared","20","20","[c]","[c]"
"In post","2023","White","Unknown","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","White","Unknown","G6","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","White","Unknown","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","White","Unknown","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","White","Unknown","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","White","Unknown","G7","Heterosexual / straight","55","55","57220","55710"
"In post","2023","White","Unknown","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","White","Unknown","G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","White","Unknown","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","White","Unknown","HEO","Heterosexual / straight","90","85","38460","35530"
"In post","2023","White","Unknown","HEO","LGBO","5","5","[c]","[c]"
"In post","2023","White","Unknown","HEO","Undeclared","5","5","[c]","[c]"
"In post","2023","White","Unknown","HEO","Unknown","10","10","[c]","[c]"
"In post","2023","White","Unknown","SCS level","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","White","Unknown","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","White","Unknown","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","White","Unknown","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","White","Unknown","SEO","Heterosexual / straight","75","70","45760","45070"
"In post","2023","White","Unknown","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","White","Unknown","SEO","Undeclared","5","5","[c]","[c]"
"In post","2023","White","Unknown","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","White","Unknown","Unknown","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","White","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","White","Unknown","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","White","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","London","AA","Heterosexual / straight","30","[c]","[c]","[c]"
"Leaver CS","2023","Asian","London","AA","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","London","AA","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","London","AA","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","London","AO","Heterosexual / straight","170","[c]","24240","25110"
"Leaver CS","2023","Asian","London","AO","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2023","Asian","London","AO","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2023","Asian","London","AO","Unknown","30","[c]","[c]","[c]"
"Leaver CS","2023","Asian","London","EO","Heterosexual / straight","320","[c]","29980","31060"
"Leaver CS","2023","Asian","London","EO","LGBO","15","[c]","[c]","[c]"
"Leaver CS","2023","Asian","London","EO","Undeclared","25","[c]","[c]","[c]"
"Leaver CS","2023","Asian","London","EO","Unknown","30","[c]","[c]","[c]"
"Leaver CS","2023","Asian","London","G6","Heterosexual / straight","40","[c]","68860","67600"
"Leaver CS","2023","Asian","London","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","London","G6","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2023","Asian","London","G6","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","Asian","London","G7","Heterosexual / straight","110","[c]","56600","55500"
"Leaver CS","2023","Asian","London","G7","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2023","Asian","London","G7","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2023","Asian","London","G7","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2023","Asian","London","HEO","Heterosexual / straight","175","[c]","35130","34550"
"Leaver CS","2023","Asian","London","HEO","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2023","Asian","London","HEO","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2023","Asian","London","HEO","Unknown","30","[c]","[c]","[c]"
"Leaver CS","2023","Asian","London","SCS level","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver CS","2023","Asian","London","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","London","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","London","SCS level","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","Asian","London","SEO","Heterosexual / straight","135","[c]","43190","42130"
"Leaver CS","2023","Asian","London","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","London","SEO","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2023","Asian","London","SEO","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2023","Asian","London","Unknown","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2023","Asian","London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","London","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","London","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Outside London","AA","Heterosexual / straight","55","[c]","19880","19850"
"Leaver CS","2023","Asian","Outside London","AA","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Outside London","AA","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Outside London","AA","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Outside London","AO","Heterosexual / straight","370","[c]","22000","21690"
"Leaver CS","2023","Asian","Outside London","AO","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Outside London","AO","Undeclared","20","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Outside London","AO","Unknown","205","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Outside London","EO","Heterosexual / straight","300","[c]","27540","27570"
"Leaver CS","2023","Asian","Outside London","EO","LGBO","15","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Outside London","EO","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Outside London","EO","Unknown","65","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Outside London","G6","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Outside London","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Outside London","G6","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Outside London","G6","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Outside London","G7","Heterosexual / straight","50","[c]","55870","53560"
"Leaver CS","2023","Asian","Outside London","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Outside London","G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Outside London","G7","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Outside London","HEO","Heterosexual / straight","100","[c]","33320","32750"
"Leaver CS","2023","Asian","Outside London","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Outside London","HEO","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Outside London","HEO","Unknown","45","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Outside London","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Outside London","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Outside London","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Outside London","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Outside London","SEO","Heterosexual / straight","90","[c]","43150","41190"
"Leaver CS","2023","Asian","Outside London","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Outside London","SEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Outside London","SEO","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Outside London","Unknown","Heterosexual / straight","45","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Outside London","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Outside London","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Overseas","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Overseas","AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Overseas","AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Overseas","AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Overseas","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Overseas","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Overseas","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Overseas","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Overseas","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Overseas","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Overseas","G6","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Overseas","G6","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Overseas","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Overseas","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Overseas","G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Overseas","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Overseas","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Overseas","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Overseas","HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Overseas","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Overseas","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Overseas","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Overseas","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Overseas","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Overseas","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Overseas","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Overseas","SEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Overseas","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Overseas","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Overseas","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Overseas","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Overseas","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Unknown","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
