"Status","Year","Ethnicity","Profession_of_post","Region_ITL1","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Asian","Inspector of Education and Training","East Midlands (England)","Female","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Inspector of Education and Training","East Midlands (England)","Male","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Inspector of Education and Training","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Inspector of Education and Training","East of England","Female","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Inspector of Education and Training","East of England","Male","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Inspector of Education and Training","East of England","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Inspector of Education and Training","London","Female","10","10","[c]","[c]"
"In post","2023","Asian","Inspector of Education and Training","London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Inspector of Education and Training","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Inspector of Education and Training","North East (England)","Female","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Inspector of Education and Training","North East (England)","Male","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Inspector of Education and Training","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Inspector of Education and Training","North West (England)","Female","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Inspector of Education and Training","North West (England)","Male","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Inspector of Education and Training","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Inspector of Education and Training","Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Inspector of Education and Training","Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Inspector of Education and Training","Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Inspector of Education and Training","South East (England)","Female","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Inspector of Education and Training","South East (England)","Male","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Inspector of Education and Training","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Inspector of Education and Training","South West (England)","Female","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Inspector of Education and Training","South West (England)","Male","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Inspector of Education and Training","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Inspector of Education and Training","Wales","Female","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Inspector of Education and Training","Wales","Male","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Inspector of Education and Training","Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Inspector of Education and Training","West Midlands (England)","Female","5","5","[c]","[c]"
"In post","2023","Asian","Inspector of Education and Training","West Midlands (England)","Male","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Inspector of Education and Training","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Inspector of Education and Training","Yorkshire and The Humber","Female","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Inspector of Education and Training","Yorkshire and The Humber","Male","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Inspector of Education and Training","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Intelligence Analysis","East Midlands (England)","Female","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Intelligence Analysis","East Midlands (England)","Male","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Intelligence Analysis","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Intelligence Analysis","East of England","Female","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Intelligence Analysis","East of England","Male","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Intelligence Analysis","East of England","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Intelligence Analysis","London","Female","85","80","32700","30200"
"In post","2023","Asian","Intelligence Analysis","London","Male","65","65","38470","31270"
"In post","2023","Asian","Intelligence Analysis","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Intelligence Analysis","North East (England)","Female","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Intelligence Analysis","North East (England)","Male","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Intelligence Analysis","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Intelligence Analysis","North West (England)","Female","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Intelligence Analysis","North West (England)","Male","10","10","[c]","[c]"
"In post","2023","Asian","Intelligence Analysis","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Intelligence Analysis","Northern Ireland","Female","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Intelligence Analysis","Northern Ireland","Male","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Intelligence Analysis","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Intelligence Analysis","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Intelligence Analysis","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Intelligence Analysis","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Intelligence Analysis","Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Intelligence Analysis","Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Intelligence Analysis","Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Intelligence Analysis","South East (England)","Female","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Intelligence Analysis","South East (England)","Male","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Intelligence Analysis","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Intelligence Analysis","South West (England)","Female","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Intelligence Analysis","South West (England)","Male","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Intelligence Analysis","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Intelligence Analysis","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Intelligence Analysis","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Intelligence Analysis","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Intelligence Analysis","Wales","Female","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Intelligence Analysis","Wales","Male","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Intelligence Analysis","Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Intelligence Analysis","West Midlands (England)","Female","5","5","[c]","[c]"
"In post","2023","Asian","Intelligence Analysis","West Midlands (England)","Male","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Intelligence Analysis","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Intelligence Analysis","Yorkshire and The Humber","Female","5","5","[c]","[c]"
"In post","2023","Asian","Intelligence Analysis","Yorkshire and The Humber","Male","5","5","[c]","[c]"
"In post","2023","Asian","Intelligence Analysis","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Internal Audit","East Midlands (England)","Female","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Internal Audit","East Midlands (England)","Male","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Internal Audit","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Internal Audit","East of England","Female","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Internal Audit","East of England","Male","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Internal Audit","East of England","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Internal Audit","London","Female","35","35","45690","45840"
"In post","2023","Asian","Internal Audit","London","Male","25","25","[c]","[c]"
"In post","2023","Asian","Internal Audit","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Internal Audit","North East (England)","Female","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Internal Audit","North East (England)","Male","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Internal Audit","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Internal Audit","North West (England)","Female","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Internal Audit","North West (England)","Male","5","5","[c]","[c]"
"In post","2023","Asian","Internal Audit","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Internal Audit","Northern Ireland","Female","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Internal Audit","Northern Ireland","Male","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Internal Audit","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Internal Audit","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Internal Audit","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Internal Audit","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Internal Audit","Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Internal Audit","Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Internal Audit","Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Internal Audit","South East (England)","Female","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Internal Audit","South East (England)","Male","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Internal Audit","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Internal Audit","South West (England)","Female","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Internal Audit","South West (England)","Male","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Internal Audit","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Internal Audit","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Internal Audit","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Internal Audit","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Internal Audit","Wales","Female","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Internal Audit","Wales","Male","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Internal Audit","Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Internal Audit","West Midlands (England)","Female","5","5","[c]","[c]"
"In post","2023","Asian","Internal Audit","West Midlands (England)","Male","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Internal Audit","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Internal Audit","Yorkshire and The Humber","Female","5","5","[c]","[c]"
"In post","2023","Asian","Internal Audit","Yorkshire and The Humber","Male","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Internal Audit","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","International Trade","East Midlands (England)","Female","[c]","[c]","[c]","[c]"
"In post","2023","Asian","International Trade","East Midlands (England)","Male","[c]","[c]","[c]","[c]"
"In post","2023","Asian","International Trade","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","International Trade","East of England","Female","[c]","[c]","[c]","[c]"
"In post","2023","Asian","International Trade","East of England","Male","[c]","[c]","[c]","[c]"
"In post","2023","Asian","International Trade","East of England","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","International Trade","London","Female","75","70","48980","41750"
"In post","2023","Asian","International Trade","London","Male","50","50","46820","41550"
"In post","2023","Asian","International Trade","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","International Trade","North East (England)","Female","[c]","[c]","[c]","[c]"
"In post","2023","Asian","International Trade","North East (England)","Male","[c]","[c]","[c]","[c]"
"In post","2023","Asian","International Trade","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","International Trade","North West (England)","Female","[c]","[c]","[c]","[c]"
"In post","2023","Asian","International Trade","North West (England)","Male","[c]","[c]","[c]","[c]"
"In post","2023","Asian","International Trade","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","International Trade","Northern Ireland","Female","[c]","[c]","[c]","[c]"
"In post","2023","Asian","International Trade","Northern Ireland","Male","[c]","[c]","[c]","[c]"
"In post","2023","Asian","International Trade","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","International Trade","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2023","Asian","International Trade","Overseas","Male","10","10","[c]","[c]"
"In post","2023","Asian","International Trade","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","International Trade","Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2023","Asian","International Trade","Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2023","Asian","International Trade","Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","International Trade","South East (England)","Female","[c]","[c]","[c]","[c]"
"In post","2023","Asian","International Trade","South East (England)","Male","[c]","[c]","[c]","[c]"
"In post","2023","Asian","International Trade","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","International Trade","South West (England)","Female","[c]","[c]","[c]","[c]"
