"Status","Year","Organisation","Responsibility_level_grouped","Responsibility_level_ungrouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Disclosure Scotland","SEO/HEO","SEO","Heterosexual / straight","25","25","[c]","[c]"
"In post","2023","Disclosure Scotland","SEO/HEO","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Disclosure Scotland","SEO/HEO","SEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Disclosure Scotland","SEO/HEO","SEO","Unknown","5","5","[c]","[c]"
"In post","2023","Driver and Vehicle Licensing Agency","AA/AO","AA","Heterosexual / straight","580","470","19280","19000"
"In post","2023","Driver and Vehicle Licensing Agency","AA/AO","AA","LGBO","40","35","19000","19000"
"In post","2023","Driver and Vehicle Licensing Agency","AA/AO","AA","Undeclared","330","235","19300","19000"
"In post","2023","Driver and Vehicle Licensing Agency","AA/AO","AA","Unknown","200","170","19460","19000"
"In post","2023","Driver and Vehicle Licensing Agency","AA/AO","AO","Heterosexual / straight","1875","1650","22580","22500"
"In post","2023","Driver and Vehicle Licensing Agency","AA/AO","AO","LGBO","125","120","22500","22500"
"In post","2023","Driver and Vehicle Licensing Agency","AA/AO","AO","Undeclared","515","425","22690","22500"
"In post","2023","Driver and Vehicle Licensing Agency","AA/AO","AO","Unknown","320","290","22530","22500"
"In post","2023","Driver and Vehicle Licensing Agency","EO","EO","Heterosexual / straight","640","610","27260","27190"
"In post","2023","Driver and Vehicle Licensing Agency","EO","EO","LGBO","35","35","27210","26960"
"In post","2023","Driver and Vehicle Licensing Agency","EO","EO","Undeclared","170","160","27490","27450"
"In post","2023","Driver and Vehicle Licensing Agency","EO","EO","Unknown","50","50","27030","26960"
"In post","2023","Driver and Vehicle Licensing Agency","G6/G7","G6","Heterosexual / straight","65","60","78630","83670"
"In post","2023","Driver and Vehicle Licensing Agency","G6/G7","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Driver and Vehicle Licensing Agency","G6/G7","G6","Undeclared","15","15","[c]","[c]"
"In post","2023","Driver and Vehicle Licensing Agency","G6/G7","G6","Unknown","15","15","[c]","[c]"
"In post","2023","Driver and Vehicle Licensing Agency","G6/G7","G7","Heterosexual / straight","145","145","58270","55250"
"In post","2023","Driver and Vehicle Licensing Agency","G6/G7","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Driver and Vehicle Licensing Agency","G6/G7","G7","Undeclared","35","35","56720","53840"
"In post","2023","Driver and Vehicle Licensing Agency","G6/G7","G7","Unknown","20","20","[c]","[c]"
"In post","2023","Driver and Vehicle Licensing Agency","SCS level","SCS level","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Driver and Vehicle Licensing Agency","SCS level","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Driver and Vehicle Licensing Agency","SEO/HEO","HEO","Heterosexual / straight","430","415","33340","31940"
"In post","2023","Driver and Vehicle Licensing Agency","SEO/HEO","HEO","LGBO","5","5","[c]","[c]"
"In post","2023","Driver and Vehicle Licensing Agency","SEO/HEO","HEO","Undeclared","90","85","33250","32670"
"In post","2023","Driver and Vehicle Licensing Agency","SEO/HEO","HEO","Unknown","35","35","33870","31660"
"In post","2023","Driver and Vehicle Licensing Agency","SEO/HEO","SEO","Heterosexual / straight","335","325","43370","42050"
"In post","2023","Driver and Vehicle Licensing Agency","SEO/HEO","SEO","LGBO","10","10","[c]","[c]"
"In post","2023","Driver and Vehicle Licensing Agency","SEO/HEO","SEO","Undeclared","95","90","43530","42050"
"In post","2023","Driver and Vehicle Licensing Agency","SEO/HEO","SEO","Unknown","30","30","45940","45590"
"In post","2023","Driver and Vehicle Standards Agency","AA/AO","AA","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Driver and Vehicle Standards Agency","AA/AO","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Driver and Vehicle Standards Agency","AA/AO","AA","Unknown","5","5","[c]","[c]"
"In post","2023","Driver and Vehicle Standards Agency","AA/AO","AO","Heterosexual / straight","620","580","25910","27490"
"In post","2023","Driver and Vehicle Standards Agency","AA/AO","AO","LGBO","40","35","24490","22500"
"In post","2023","Driver and Vehicle Standards Agency","AA/AO","AO","Undeclared","125","110","24510","22500"
"In post","2023","Driver and Vehicle Standards Agency","AA/AO","AO","Unknown","345","330","24870","22500"
"In post","2023","Driver and Vehicle Standards Agency","EO","EO","Heterosexual / straight","1415","1315","29010","27450"
"In post","2023","Driver and Vehicle Standards Agency","EO","EO","LGBO","80","75","28690","27400"
"In post","2023","Driver and Vehicle Standards Agency","EO","EO","Undeclared","475","415","28780","27450"
"In post","2023","Driver and Vehicle Standards Agency","EO","EO","Unknown","650","625","28110","27190"
"In post","2023","Driver and Vehicle Standards Agency","G6/G7","G6","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Driver and Vehicle Standards Agency","G6/G7","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Driver and Vehicle Standards Agency","G6/G7","G6","Undeclared","5","5","[c]","[c]"
"In post","2023","Driver and Vehicle Standards Agency","G6/G7","G7","Heterosexual / straight","80","80","54040","52010"
"In post","2023","Driver and Vehicle Standards Agency","G6/G7","G7","LGBO","5","5","[c]","[c]"
"In post","2023","Driver and Vehicle Standards Agency","G6/G7","G7","Undeclared","15","15","[c]","[c]"
"In post","2023","Driver and Vehicle Standards Agency","G6/G7","G7","Unknown","15","15","[c]","[c]"
"In post","2023","Driver and Vehicle Standards Agency","SCS level","SCS level","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Driver and Vehicle Standards Agency","SCS level","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Driver and Vehicle Standards Agency","SCS level","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Driver and Vehicle Standards Agency","SEO/HEO","HEO","Heterosexual / straight","490","480","33590","32950"
"In post","2023","Driver and Vehicle Standards Agency","SEO/HEO","HEO","LGBO","30","30","[c]","[c]"
"In post","2023","Driver and Vehicle Standards Agency","SEO/HEO","HEO","Undeclared","100","95","33770","33080"
"In post","2023","Driver and Vehicle Standards Agency","SEO/HEO","HEO","Unknown","85","85","32850","31660"
"In post","2023","Driver and Vehicle Standards Agency","SEO/HEO","SEO","Heterosexual / straight","215","210","41840","41130"
"In post","2023","Driver and Vehicle Standards Agency","SEO/HEO","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Driver and Vehicle Standards Agency","SEO/HEO","SEO","Undeclared","50","45","42560","41780"
"In post","2023","Driver and Vehicle Standards Agency","SEO/HEO","SEO","Unknown","30","30","41440","40430"
"In post","2023","Education Scotland","AA/AO","AA","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Education Scotland","AA/AO","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Education Scotland","AA/AO","AA","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Education Scotland","AA/AO","AA","Unknown","15","15","[c]","[c]"
"In post","2023","Education Scotland","AA/AO","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Education Scotland","AA/AO","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Education Scotland","AA/AO","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Education Scotland","EO","EO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Education Scotland","EO","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Education Scotland","EO","EO","Unknown","10","10","[c]","[c]"
"In post","2023","Education Scotland","G6/G7","G6","Heterosexual / straight","105","100","78590","81110"
"In post","2023","Education Scotland","G6/G7","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Education Scotland","G6/G7","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Education Scotland","G6/G7","G6","Unknown","50","50","77180","79110"
"In post","2023","Education Scotland","G6/G7","G7","Heterosexual / straight","40","40","60740","65280"
"In post","2023","Education Scotland","G6/G7","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Education Scotland","G6/G7","G7","Unknown","25","25","[c]","[c]"
"In post","2023","Education Scotland","SCS level","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Education Scotland","SCS level","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Education Scotland","SCS level","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Education Scotland","SEO/HEO","HEO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Education Scotland","SEO/HEO","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Education Scotland","SEO/HEO","HEO","Unknown","15","15","[c]","[c]"
"In post","2023","Education Scotland","SEO/HEO","SEO","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","Education Scotland","SEO/HEO","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Education Scotland","SEO/HEO","SEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Education Scotland","SEO/HEO","SEO","Unknown","20","15","[c]","[c]"
"In post","2023","Education and Skills Funding Agency","AA/AO","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Education and Skills Funding Agency","AA/AO","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Education and Skills Funding Agency","AA/AO","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Education and Skills Funding Agency","EO","EO","Heterosexual / straight","35","35","27760","26940"
"In post","2023","Education and Skills Funding Agency","EO","EO","LGBO","10","10","[c]","[c]"
"In post","2023","Education and Skills Funding Agency","EO","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Education and Skills Funding Agency","EO","EO","Unknown","10","5","[c]","[c]"
"In post","2023","Education and Skills Funding Agency","G6/G7","G6","Heterosexual / straight","45","45","64620","63350"
"In post","2023","Education and Skills Funding Agency","G6/G7","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Education and Skills Funding Agency","G6/G7","G6","Undeclared","5","5","[c]","[c]"
"In post","2023","Education and Skills Funding Agency","G6/G7","G6","Unknown","5","5","[c]","[c]"
"In post","2023","Education and Skills Funding Agency","G6/G7","G7","Heterosexual / straight","125","125","52650","51910"
"In post","2023","Education and Skills Funding Agency","G6/G7","G7","LGBO","5","5","[c]","[c]"
"In post","2023","Education and Skills Funding Agency","G6/G7","G7","Undeclared","20","15","[c]","[c]"
"In post","2023","Education and Skills Funding Agency","G6/G7","G7","Unknown","20","20","[c]","[c]"
"In post","2023","Education and Skills Funding Agency","SCS level","SCS level","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Education and Skills Funding Agency","SCS level","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Education and Skills Funding Agency","SCS level","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Education and Skills Funding Agency","SEO/HEO","HEO","Heterosexual / straight","145","135","31420","30930"
"In post","2023","Education and Skills Funding Agency","SEO/HEO","HEO","LGBO","15","15","[c]","[c]"
"In post","2023","Education and Skills Funding Agency","SEO/HEO","HEO","Undeclared","10","10","[c]","[c]"
"In post","2023","Education and Skills Funding Agency","SEO/HEO","HEO","Unknown","35","35","33450","32830"
"In post","2023","Education and Skills Funding Agency","SEO/HEO","SEO","Heterosexual / straight","190","185","39250","38070"
"In post","2023","Education and Skills Funding Agency","SEO/HEO","SEO","LGBO","20","15","[c]","[c]"
"In post","2023","Education and Skills Funding Agency","SEO/HEO","SEO","Undeclared","20","20","[c]","[c]"
"In post","2023","Education and Skills Funding Agency","SEO/HEO","SEO","Unknown","35","35","41890","41440"
"In post","2023","Estyn","AA/AO","AO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Estyn","AA/AO","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Estyn","AA/AO","AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Estyn","EO","EO","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","Estyn","EO","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Estyn","EO","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Estyn","G6/G7","G6","Heterosexual / straight","60","55","78000","78500"
"In post","2023","Estyn","G6/G7","G6","LGBO","5","5","[c]","[c]"
"In post","2023","Estyn","G6/G7","G6","Unknown","5","5","[c]","[c]"
"In post","2023","Estyn","G6/G7","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Estyn","G6/G7","G7","LGBO","[c]","[c]","[c]","[c]"
