"Status","Year","Organisation","Responsibility_level_grouped","Responsibility_level_ungrouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2023","The National Archives","SEO/HEO","SEO","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","Transport Scotland","AA/AO","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Transport Scotland","AA/AO","AA","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Transport Scotland","AA/AO","AA","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","Transport Scotland","AA/AO","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Transport Scotland","AA/AO","AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Transport Scotland","AA/AO","AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Transport Scotland","EO","EO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2023","Transport Scotland","EO","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Transport Scotland","G6/G7","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Transport Scotland","G6/G7","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Transport Scotland","G6/G7","G6","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Transport Scotland","G6/G7","G7","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2023","Transport Scotland","G6/G7","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Transport Scotland","G6/G7","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Transport Scotland","SEO/HEO","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Transport Scotland","SEO/HEO","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Transport Scotland","SEO/HEO","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Transport Scotland","SEO/HEO","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Transport Scotland","SEO/HEO","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Transport Scotland","SEO/HEO","SEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Transport Scotland","SEO/HEO","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Debt Management Office","EO","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Debt Management Office","EO","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Debt Management Office","EO","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Debt Management Office","G6/G7","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Debt Management Office","G6/G7","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Debt Management Office","G6/G7","G6","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Debt Management Office","G6/G7","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Debt Management Office","G6/G7","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Debt Management Office","G6/G7","G7","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","UK Debt Management Office","SEO/HEO","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Debt Management Office","SEO/HEO","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Debt Management Office","SEO/HEO","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Debt Management Office","SEO/HEO","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Debt Management Office","SEO/HEO","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Debt Management Office","SEO/HEO","SEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Debt Management Office","SEO/HEO","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Export Finance","EO","EO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2023","UK Export Finance","EO","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Export Finance","G6/G7","G6","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2023","UK Export Finance","G6/G7","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Export Finance","G6/G7","G6","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Export Finance","G6/G7","G7","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2023","UK Export Finance","G6/G7","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Export Finance","G6/G7","G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Export Finance","SCS level","SCS level","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2023","UK Export Finance","SCS level","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Export Finance","SEO/HEO","HEO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2023","UK Export Finance","SEO/HEO","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Export Finance","SEO/HEO","HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Export Finance","SEO/HEO","SEO","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2023","UK Export Finance","SEO/HEO","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Export Finance","SEO/HEO","SEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Health Security Agency","AA/AO","AA","Heterosexual / straight","40","[c]","20980","20100"
"Leaver CS","2023","UK Health Security Agency","AA/AO","AA","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Health Security Agency","AA/AO","AA","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2023","UK Health Security Agency","AA/AO","AA","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Health Security Agency","AA/AO","AO","Heterosexual / straight","115","[c]","21560","20880"
"Leaver CS","2023","UK Health Security Agency","AA/AO","AO","LGBO","15","[c]","[c]","[c]"
"Leaver CS","2023","UK Health Security Agency","AA/AO","AO","Undeclared","25","[c]","[c]","[c]"
"Leaver CS","2023","UK Health Security Agency","AA/AO","AO","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2023","UK Health Security Agency","EO","EO","Heterosexual / straight","170","[c]","25880","26010"
"Leaver CS","2023","UK Health Security Agency","EO","EO","LGBO","20","[c]","[c]","[c]"
"Leaver CS","2023","UK Health Security Agency","EO","EO","Undeclared","25","[c]","[c]","[c]"
"Leaver CS","2023","UK Health Security Agency","EO","EO","Unknown","70","[c]","26580","27070"
"Leaver CS","2023","UK Health Security Agency","G6/G7","G6","Heterosexual / straight","40","[c]","67750","66280"
"Leaver CS","2023","UK Health Security Agency","G6/G7","G6","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2023","UK Health Security Agency","G6/G7","G6","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2023","UK Health Security Agency","G6/G7","G6","Unknown","80","[c]","65490","65990"
"Leaver CS","2023","UK Health Security Agency","G6/G7","G7","Heterosexual / straight","115","[c]","52640","52600"
"Leaver CS","2023","UK Health Security Agency","G6/G7","G7","LGBO","15","[c]","[c]","[c]"
"Leaver CS","2023","UK Health Security Agency","G6/G7","G7","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2023","UK Health Security Agency","G6/G7","G7","Unknown","110","[c]","53150","53360"
"Leaver CS","2023","UK Health Security Agency","SCS level","SCS level","Heterosexual / straight","40","[c]","104780","106280"
"Leaver CS","2023","UK Health Security Agency","SCS level","SCS level","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2023","UK Health Security Agency","SCS level","SCS level","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2023","UK Health Security Agency","SCS level","SCS level","Unknown","60","[c]","97360","92830"
"Leaver CS","2023","UK Health Security Agency","SEO/HEO","HEO","Heterosexual / straight","270","[c]","32440","32330"
"Leaver CS","2023","UK Health Security Agency","SEO/HEO","HEO","LGBO","40","[c]","30900","30460"
"Leaver CS","2023","UK Health Security Agency","SEO/HEO","HEO","Undeclared","35","[c]","32080","32330"
"Leaver CS","2023","UK Health Security Agency","SEO/HEO","HEO","Unknown","125","[c]","31960","32560"
"Leaver CS","2023","UK Health Security Agency","SEO/HEO","SEO","Heterosexual / straight","235","[c]","40110","40650"
"Leaver CS","2023","UK Health Security Agency","SEO/HEO","SEO","LGBO","20","[c]","[c]","[c]"
"Leaver CS","2023","UK Health Security Agency","SEO/HEO","SEO","Undeclared","40","[c]","40080","40070"
"Leaver CS","2023","UK Health Security Agency","SEO/HEO","SEO","Unknown","125","[c]","40140","40650"
"Leaver CS","2023","UK Hydrographic Office","AA/AO","AO","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2023","UK Hydrographic Office","AA/AO","AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Hydrographic Office","AA/AO","AO","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","UK Hydrographic Office","EO","EO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2023","UK Hydrographic Office","EO","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Hydrographic Office","EO","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Hydrographic Office","EO","EO","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","UK Hydrographic Office","G6/G7","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Hydrographic Office","G6/G7","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Hydrographic Office","G6/G7","G6","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Hydrographic Office","G6/G7","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Hydrographic Office","G6/G7","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Hydrographic Office","G6/G7","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Hydrographic Office","SCS level","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Hydrographic Office","SCS level","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Hydrographic Office","SEO/HEO","HEO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2023","UK Hydrographic Office","SEO/HEO","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Hydrographic Office","SEO/HEO","HEO","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","UK Hydrographic Office","SEO/HEO","SEO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2023","UK Hydrographic Office","SEO/HEO","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Hydrographic Office","SEO/HEO","SEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Hydrographic Office","SEO/HEO","SEO","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","UK Space Agency","EO","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Space Agency","EO","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Space Agency","G6/G7","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Space Agency","G6/G7","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Space Agency","G6/G7","G6","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Space Agency","G6/G7","G7","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2023","UK Space Agency","G6/G7","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Space Agency","G6/G7","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Space Agency","SCS level","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Space Agency","SCS level","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Space Agency","SEO/HEO","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Space Agency","SEO/HEO","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Space Agency","SEO/HEO","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Space Agency","SEO/HEO","SEO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2023","UK Space Agency","SEO/HEO","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Space Agency","SEO/HEO","SEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Space Agency","SEO/HEO","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Statistics Authority","AA/AO","AA","Heterosexual / straight","45","[c]","20230","19860"
"Leaver CS","2023","UK Statistics Authority","AA/AO","AA","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Statistics Authority","AA/AO","AA","Unknown","30","[c]","[c]","[c]"
"Leaver CS","2023","UK Statistics Authority","AA/AO","AO","Heterosexual / straight","205","[c]","20700","20350"
"Leaver CS","2023","UK Statistics Authority","AA/AO","AO","LGBO","15","[c]","[c]","[c]"
"Leaver CS","2023","UK Statistics Authority","AA/AO","AO","Undeclared","20","[c]","[c]","[c]"
"Leaver CS","2023","UK Statistics Authority","AA/AO","AO","Unknown","50","[c]","21200","21200"
"Leaver CS","2023","UK Statistics Authority","EO","EO","Heterosexual / straight","40","[c]","25180","24840"
"Leaver CS","2023","UK Statistics Authority","EO","EO","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2023","UK Statistics Authority","EO","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Statistics Authority","EO","EO","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2023","UK Statistics Authority","G6/G7","G6","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2023","UK Statistics Authority","G6/G7","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Statistics Authority","G6/G7","G6","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Statistics Authority","G6/G7","G7","Heterosexual / straight","30","[c]","53150","52570"
"Leaver CS","2023","UK Statistics Authority","G6/G7","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Statistics Authority","G6/G7","G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Statistics Authority","G6/G7","G7","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2023","UK Statistics Authority","SCS level","SCS level","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2023","UK Statistics Authority","SCS level","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Statistics Authority","SCS level","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Statistics Authority","SCS level","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Statistics Authority","SEO/HEO","HEO","Heterosexual / straight","60","[c]","31830","31360"
"Leaver CS","2023","UK Statistics Authority","SEO/HEO","HEO","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2023","UK Statistics Authority","SEO/HEO","HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Statistics Authority","SEO/HEO","HEO","Unknown","30","[c]","31520","31060"
"Leaver CS","2023","UK Statistics Authority","SEO/HEO","SEO","Heterosexual / straight","50","[c]","38520","37760"
"Leaver CS","2023","UK Statistics Authority","SEO/HEO","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Statistics Authority","SEO/HEO","SEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Statistics Authority","SEO/HEO","SEO","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2023","UK Supreme Court","EO","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Supreme Court","EO","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Supreme Court","EO","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Supreme Court","EO","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Supreme Court","G6/G7","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Supreme Court","G6/G7","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Supreme Court","G6/G7","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Supreme Court","G6/G7","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Supreme Court","SEO/HEO","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Supreme Court","SEO/HEO","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Supreme Court","SEO/HEO","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Supreme Court","SEO/HEO","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Supreme Court","SEO/HEO","SEO","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","Valuation Office Agency","AA/AO","AO","Heterosexual / straight","35","[c]","22870","22520"
"Leaver CS","2023","Valuation Office Agency","AA/AO","AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Valuation Office Agency","AA/AO","AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Valuation Office Agency","AA/AO","AO","Unknown","35","[c]","22360","22520"
"Leaver CS","2023","Valuation Office Agency","EO","EO","Heterosexual / straight","35","[c]","28060","27370"
"Leaver CS","2023","Valuation Office Agency","EO","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Valuation Office Agency","EO","EO","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2023","Valuation Office Agency","EO","EO","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2023","Valuation Office Agency","G6/G7","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Valuation Office Agency","G6/G7","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Valuation Office Agency","G6/G7","G6","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Valuation Office Agency","G6/G7","G6","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Valuation Office Agency","G6/G7","G7","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2023","Valuation Office Agency","G6/G7","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Valuation Office Agency","G6/G7","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Valuation Office Agency","SCS level","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Valuation Office Agency","SCS level","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Valuation Office Agency","SEO/HEO","HEO","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2023","Valuation Office Agency","SEO/HEO","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Valuation Office Agency","SEO/HEO","HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Valuation Office Agency","SEO/HEO","HEO","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","Valuation Office Agency","SEO/HEO","SEO","Heterosexual / straight","35","[c]","46550","46670"
"Leaver CS","2023","Valuation Office Agency","SEO/HEO","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Valuation Office Agency","SEO/HEO","SEO","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2023","Valuation Office Agency","SEO/HEO","SEO","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2023","Vehicle Certification Agency","AA/AO","AO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2023","Vehicle Certification Agency","AA/AO","AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Vehicle Certification Agency","AA/AO","AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Vehicle Certification Agency","EO","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Vehicle Certification Agency","EO","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Vehicle Certification Agency","EO","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Vehicle Certification Agency","G6/G7","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Vehicle Certification Agency","G6/G7","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Vehicle Certification Agency","G6/G7","G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Vehicle Certification Agency","SEO/HEO","HEO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2023","Vehicle Certification Agency","SEO/HEO","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Vehicle Certification Agency","SEO/HEO","HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Vehicle Certification Agency","SEO/HEO","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Vehicle Certification Agency","SEO/HEO","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Veterinary Medicines Directorate","AA/AO","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Veterinary Medicines Directorate","AA/AO","AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Veterinary Medicines Directorate","AA/AO","AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Veterinary Medicines Directorate","G6/G7","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Veterinary Medicines Directorate","G6/G7","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Veterinary Medicines Directorate","G6/G7","G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Veterinary Medicines Directorate","G6/G7","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Veterinary Medicines Directorate","SEO/HEO","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Veterinary Medicines Directorate","SEO/HEO","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Veterinary Medicines Directorate","SEO/HEO","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Veterinary Medicines Directorate","SEO/HEO","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Veterinary Medicines Directorate","SEO/HEO","SEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Water Services Regulation Authority","AA/AO","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Water Services Regulation Authority","AA/AO","AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Water Services Regulation Authority","EO","EO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2023","Water Services Regulation Authority","EO","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Water Services Regulation Authority","G6/G7","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Water Services Regulation Authority","G6/G7","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Water Services Regulation Authority","G6/G7","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Water Services Regulation Authority","G6/G7","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Water Services Regulation Authority","G6/G7","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Water Services Regulation Authority","SEO/HEO","HEO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2023","Water Services Regulation Authority","SEO/HEO","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Water Services Regulation Authority","SEO/HEO","HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Water Services Regulation Authority","SEO/HEO","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Water Services Regulation Authority","SEO/HEO","SEO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2023","Water Services Regulation Authority","SEO/HEO","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Water Services Regulation Authority","SEO/HEO","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Welsh Government (excl. agencies)","AA/AO","AO","Heterosexual / straight","35","[c]","23430","24630"
"Leaver CS","2023","Welsh Government (excl. agencies)","AA/AO","AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Welsh Government (excl. agencies)","AA/AO","AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Welsh Government (excl. agencies)","AA/AO","AO","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","Welsh Government (excl. agencies)","EO","EO","Heterosexual / straight","30","[c]","28490","29430"
"Leaver CS","2023","Welsh Government (excl. agencies)","EO","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Welsh Government (excl. agencies)","EO","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Welsh Government (excl. agencies)","EO","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Welsh Government (excl. agencies)","G6/G7","G6","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2023","Welsh Government (excl. agencies)","G6/G7","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Welsh Government (excl. agencies)","G6/G7","G6","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Welsh Government (excl. agencies)","G6/G7","G7","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2023","Welsh Government (excl. agencies)","G6/G7","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Welsh Government (excl. agencies)","G6/G7","G7","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2023","Welsh Government (excl. agencies)","SCS level","SCS level","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2023","Welsh Government (excl. agencies)","SCS level","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Welsh Government (excl. agencies)","SCS level","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Welsh Government (excl. agencies)","SEO/HEO","HEO","Heterosexual / straight","30","[c]","36450","38160"
"Leaver CS","2023","Welsh Government (excl. agencies)","SEO/HEO","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Welsh Government (excl. agencies)","SEO/HEO","HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Welsh Government (excl. agencies)","SEO/HEO","SEO","Heterosexual / straight","30","[c]","46290","47470"
"Leaver CS","2023","Welsh Government (excl. agencies)","SEO/HEO","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Welsh Government (excl. agencies)","SEO/HEO","SEO","Undeclared","5","[c]","[c]","[c]"
