"Status","Year","Profession_of_post","Responsibility_level_grouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2023","Counter Fraud","EO","Male","115","[c]","28730","28120"
"Leaver CS","2023","Counter Fraud","G6/G7","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","G6/G7","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","SEO/HEO","Female","40","[c]","37120","34970"
"Leaver CS","2023","Counter Fraud","SEO/HEO","Male","60","[c]","38620","39000"
"Leaver CS","2023","Digital, Data and Technology","AA/AO","Female","25","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data and Technology","AA/AO","Male","55","[c]","22610","21840"
"Leaver CS","2023","Digital, Data and Technology","EO","Female","90","[c]","27520","27570"
"Leaver CS","2023","Digital, Data and Technology","EO","Male","215","[c]","28360","28120"
"Leaver CS","2023","Digital, Data and Technology","G6/G7","Female","195","[c]","58840","57000"
"Leaver CS","2023","Digital, Data and Technology","G6/G7","Male","400","[c]","61160","59290"
"Leaver CS","2023","Digital, Data and Technology","SCS level","Female","15","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data and Technology","SCS level","Male","25","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data and Technology","SEO/HEO","Female","275","[c]","38190","38470"
"Leaver CS","2023","Digital, Data and Technology","SEO/HEO","Male","610","[c]","38860","38800"
"Leaver CS","2023","Digital, Data and Technology","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data and Technology","Unknown","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Economics","AA/AO","Female","25","[c]","[c]","[c]"
"Leaver CS","2023","Economics","AA/AO","Male","50","[c]","21290","19860"
"Leaver CS","2023","Economics","EO","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Economics","EO","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Economics","G6/G7","Female","20","[c]","[c]","[c]"
"Leaver CS","2023","Economics","G6/G7","Male","30","[c]","61920","58950"
"Leaver CS","2023","Economics","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Economics","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Economics","SEO/HEO","Female","20","[c]","[c]","[c]"
"Leaver CS","2023","Economics","SEO/HEO","Male","55","[c]","35060","33600"
"Leaver CS","2023","Finance","AA/AO","Female","60","[c]","22450","22000"
"Leaver CS","2023","Finance","AA/AO","Male","40","[c]","[c]","[c]"
"Leaver CS","2023","Finance","EO","Female","80","[c]","27220","27400"
"Leaver CS","2023","Finance","EO","Male","60","[c]","27320","27160"
"Leaver CS","2023","Finance","G6/G7","Female","75","[c]","59170","56570"
"Leaver CS","2023","Finance","G6/G7","Male","100","[c]","61780","60000"
"Leaver CS","2023","Finance","SCS level","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Finance","SCS level","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Finance","SEO/HEO","Female","145","[c]","38880","38310"
"Leaver CS","2023","Finance","SEO/HEO","Male","195","[c]","39330","38930"
"Leaver CS","2023","Finance","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Geography","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Geography","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Geography","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Geography","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Geography","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Geography","SEO/HEO","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","AA/AO","Female","285","[c]","22030","22220"
"Leaver CS","2023","Human Resources","AA/AO","Male","85","[c]","22030","22000"
"Leaver CS","2023","Human Resources","EO","Female","145","[c]","27160","27140"
"Leaver CS","2023","Human Resources","EO","Male","170","[c]","29300","29200"
"Leaver CS","2023","Human Resources","G6/G7","Female","120","[c]","60410","58170"
"Leaver CS","2023","Human Resources","G6/G7","Male","55","[c]","60960","57650"
"Leaver CS","2023","Human Resources","SCS level","Female","15","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","SCS level","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","SEO/HEO","Female","250","[c]","38310","36950"
"Leaver CS","2023","Human Resources","SEO/HEO","Male","185","[c]","38680","36960"
"Leaver CS","2023","Human Resources","Unknown","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","Unknown","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Inspector of Education and Training","G6/G7","Female","50","[c]","78450","77470"
"Leaver CS","2023","Inspector of Education and Training","G6/G7","Male","35","[c]","78100","77470"
"Leaver CS","2023","Inspector of Education and Training","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Inspector of Education and Training","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Inspector of Education and Training","SEO/HEO","Female","45","[c]","50740","52750"
"Leaver CS","2023","Inspector of Education and Training","SEO/HEO","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Intelligence Analysis","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Intelligence Analysis","AA/AO","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Intelligence Analysis","EO","Female","35","[c]","[c]","[c]"
"Leaver CS","2023","Intelligence Analysis","EO","Male","55","[c]","28580","28700"
"Leaver CS","2023","Intelligence Analysis","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Intelligence Analysis","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Intelligence Analysis","SEO/HEO","Female","20","[c]","[c]","[c]"
"Leaver CS","2023","Intelligence Analysis","SEO/HEO","Male","50","[c]","38700","38020"
"Leaver CS","2023","Internal Audit","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Internal Audit","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Internal Audit","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Internal Audit","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Internal Audit","G6/G7","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Internal Audit","G6/G7","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Internal Audit","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Internal Audit","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Internal Audit","SEO/HEO","Female","20","[c]","[c]","[c]"
"Leaver CS","2023","Internal Audit","SEO/HEO","Male","25","[c]","[c]","[c]"
"Leaver CS","2023","International Trade","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","International Trade","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","International Trade","EO","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","International Trade","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","International Trade","G6/G7","Female","15","[c]","[c]","[c]"
"Leaver CS","2023","International Trade","G6/G7","Male","25","[c]","[c]","[c]"
"Leaver CS","2023","International Trade","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","International Trade","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","International Trade","SEO/HEO","Female","20","[c]","[c]","[c]"
"Leaver CS","2023","International Trade","SEO/HEO","Male","35","[c]","[c]","[c]"
"Leaver CS","2023","Knowledge and Information Management","AA/AO","Female","15","[c]","[c]","[c]"
"Leaver CS","2023","Knowledge and Information Management","AA/AO","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Knowledge and Information Management","EO","Female","15","[c]","[c]","[c]"
"Leaver CS","2023","Knowledge and Information Management","EO","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Knowledge and Information Management","G6/G7","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Knowledge and Information Management","G6/G7","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Knowledge and Information Management","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Knowledge and Information Management","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Knowledge and Information Management","SEO/HEO","Female","20","[c]","[c]","[c]"
"Leaver CS","2023","Knowledge and Information Management","SEO/HEO","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Legal","AA/AO","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Legal","AA/AO","Male","15","[c]","[c]","[c]"
"Leaver CS","2023","Legal","EO","Female","80","[c]","28300","27760"
"Leaver CS","2023","Legal","EO","Male","45","[c]","[c]","[c]"
"Leaver CS","2023","Legal","G6/G7","Female","250","[c]","59300","56450"
"Leaver CS","2023","Legal","G6/G7","Male","180","[c]","61960","62170"
"Leaver CS","2023","Legal","SCS level","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Legal","SCS level","Male","15","[c]","[c]","[c]"
"Leaver CS","2023","Legal","SEO/HEO","Female","145","[c]","40440","40800"
"Leaver CS","2023","Legal","SEO/HEO","Male","105","[c]","39590","38760"
"Leaver CS","2023","Medicine","AA/AO","Female","40","[c]","23850","24680"
"Leaver CS","2023","Medicine","AA/AO","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Medicine","EO","Female","40","[c]","33960","32930"
"Leaver CS","2023","Medicine","EO","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Medicine","G6/G7","Female","50","[c]","71690","73710"
"Leaver CS","2023","Medicine","G6/G7","Male","35","[c]","76420","79390"
"Leaver CS","2023","Medicine","SCS level","Female","30","[c]","[c]","[c]"
"Leaver CS","2023","Medicine","SCS level","Male","20","[c]","[c]","[c]"
"Leaver CS","2023","Medicine","SEO/HEO","Female","110","[c]","40240","40590"
"Leaver CS","2023","Medicine","SEO/HEO","Male","35","[c]","39700","40590"
"Leaver CS","2023","Operational Delivery","AA/AO","Female","7635","[c]","22030","21690"
"Leaver CS","2023","Operational Delivery","AA/AO","Male","5790","[c]","22340","21780"
"Leaver CS","2023","Operational Delivery","EO","Female","4090","[c]","28410","28120"
"Leaver CS","2023","Operational Delivery","EO","Male","3000","[c]","28780","28100"
"Leaver CS","2023","Operational Delivery","G6/G7","Female","350","[c]","58210","55580"
"Leaver CS","2023","Operational Delivery","G6/G7","Male","400","[c]","59090","57450"
"Leaver CS","2023","Operational Delivery","SCS level","Female","65","[c]","91120","84730"
"Leaver CS","2023","Operational Delivery","SCS level","Male","70","[c]","101850","95000"
"Leaver CS","2023","Operational Delivery","SEO/HEO","Female","1295","[c]","36440","35410"
"Leaver CS","2023","Operational Delivery","SEO/HEO","Male","1165","[c]","38480","37680"
"Leaver CS","2023","Operational Delivery","Unknown","Female","1360","[c]","32910","25470"
"Leaver CS","2023","Operational Delivery","Unknown","Male","495","[c]","44020","33070"
"Leaver CS","2023","Operational Research","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Operational Research","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Operational Research","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Operational Research","EO","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Operational Research","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Operational Research","G6/G7","Male","15","[c]","[c]","[c]"
"Leaver CS","2023","Operational Research","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Operational Research","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Operational Research","SEO/HEO","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Operational Research","SEO/HEO","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Other","AA/AO","Female","350","[c]","22090","21690"
"Leaver CS","2023","Other","AA/AO","Male","335","[c]","21330","21580"
"Leaver CS","2023","Other","EO","Female","110","[c]","28080","28120"
"Leaver CS","2023","Other","EO","Male","85","[c]","28580","28120"
"Leaver CS","2023","Other","G6/G7","Female","60","[c]","58930","55600"
"Leaver CS","2023","Other","G6/G7","Male","65","[c]","64120","57380"
"Leaver CS","2023","Other","SCS level","Female","15","[c]","[c]","[c]"
"Leaver CS","2023","Other","SCS level","Male","15","[c]","[c]","[c]"
"Leaver CS","2023","Other","SEO/HEO","Female","125","[c]","37340","36180"
"Leaver CS","2023","Other","SEO/HEO","Male","125","[c]","38160","37780"
"Leaver CS","2023","Other","Unknown","Female","20","[c]","[c]","[c]"
"Leaver CS","2023","Other","Unknown","Male","180","[c]","37610","34250"
"Leaver CS","2023","Planning","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Planning","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Planning","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Planning","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Planning","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Planning","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Planning","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Planning","SEO/HEO","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Planning Inspectors","G6/G7","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Planning Inspectors","G6/G7","Male","15","[c]","[c]","[c]"
"Leaver CS","2023","Policy","AA/AO","Female","90","[c]","22310","22490"
"Leaver CS","2023","Policy","AA/AO","Male","65","[c]","22010","21690"
"Leaver CS","2023","Policy","EO","Female","160","[c]","27390","27850"
"Leaver CS","2023","Policy","EO","Male","85","[c]","27210","27820"
"Leaver CS","2023","Policy","G6/G7","Female","305","[c]","58120","54760"
"Leaver CS","2023","Policy","G6/G7","Male","355","[c]","58470","56080"
"Leaver CS","2023","Policy","SCS level","Female","50","[c]","87300","78640"
"Leaver CS","2023","Policy","SCS level","Male","60","[c]","97410","83400"
"Leaver CS","2023","Policy","SEO/HEO","Female","465","[c]","37450","36650"
"Leaver CS","2023","Policy","SEO/HEO","Male","390","[c]","37980","37970"
"Leaver CS","2023","Policy","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Policy","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","AA/AO","Female","20","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","AA/AO","Male","25","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","EO","Female","50","[c]","26790","27550"
"Leaver CS","2023","Project Delivery","EO","Male","55","[c]","27010","26370"
"Leaver CS","2023","Project Delivery","G6/G7","Female","160","[c]","58110","56640"
"Leaver CS","2023","Project Delivery","G6/G7","Male","190","[c]","60210","57640"
"Leaver CS","2023","Project Delivery","SCS level","Female","15","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","SCS level","Male","15","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","SEO/HEO","Female","295","[c]","36970","36410"
"Leaver CS","2023","Project Delivery","SEO/HEO","Male","335","[c]","38400","38800"
"Leaver CS","2023","Project Delivery","Unknown","Female","15","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Unknown","Male","30","[c]","42700","40970"
"Leaver CS","2023","Property","AA/AO","Female","60","[c]","20480","19770"
"Leaver CS","2023","Property","AA/AO","Male","50","[c]","20510","19770"
"Leaver CS","2023","Property","EO","Female","40","[c]","27560","27260"
"Leaver CS","2023","Property","EO","Male","70","[c]","27470","27000"
"Leaver CS","2023","Property","G6/G7","Female","20","[c]","[c]","[c]"
"Leaver CS","2023","Property","G6/G7","Male","40","[c]","62520","63630"
"Leaver CS","2023","Property","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","SEO/HEO","Female","75","[c]","39800","40690"
"Leaver CS","2023","Property","SEO/HEO","Male","170","[c]","40440","40630"
"Leaver CS","2023","Property","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Psychology","AA/AO","Female","15","[c]","[c]","[c]"
"Leaver CS","2023","Psychology","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Psychology","EO","Female","45","[c]","[c]","[c]"
"Leaver CS","2023","Psychology","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Psychology","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Psychology","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Psychology","SEO/HEO","Female","60","[c]","[c]","[c]"
"Leaver CS","2023","Psychology","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Science and Engineering","AA/AO","Female","65","[c]","21870","21100"
"Leaver CS","2023","Science and Engineering","AA/AO","Male","145","[c]","21910","21580"
"Leaver CS","2023","Science and Engineering","EO","Female","80","[c]","26990","27140"
"Leaver CS","2023","Science and Engineering","EO","Male","95","[c]","27370","26670"
"Leaver CS","2023","Science and Engineering","G6/G7","Female","80","[c]","57680","53920"
"Leaver CS","2023","Science and Engineering","G6/G7","Male","120","[c]","57310","54510"
"Leaver CS","2023","Science and Engineering","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Science and Engineering","SCS level","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Science and Engineering","SEO/HEO","Female","325","[c]","36620","36330"
"Leaver CS","2023","Science and Engineering","SEO/HEO","Male","470","[c]","37720","36960"
"Leaver CS","2023","Science and Engineering","Unknown","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Science and Engineering","Unknown","Male","55","[c]","40300","34180"
"Leaver CS","2023","Security","AA/AO","Female","80","[c]","28170","25030"
"Leaver CS","2023","Security","AA/AO","Male","500","[c]","29090","27350"
"Leaver CS","2023","Security","EO","Female","20","[c]","[c]","[c]"
"Leaver CS","2023","Security","EO","Male","65","[c]","38300","37940"
"Leaver CS","2023","Security","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","G6/G7","Male","15","[c]","[c]","[c]"
"Leaver CS","2023","Security","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","SEO/HEO","Female","45","[c]","37180","34320"
"Leaver CS","2023","Security","SEO/HEO","Male","85","[c]","45680","44500"
"Leaver CS","2023","Security","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Social Research","AA/AO","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Social Research","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Social Research","EO","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Social Research","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Social Research","G6/G7","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Social Research","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Social Research","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Social Research","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Social Research","SEO/HEO","Female","40","[c]","35480","36180"
"Leaver CS","2023","Social Research","SEO/HEO","Male","15","[c]","[c]","[c]"
"Leaver CS","2023","Statistics","AA/AO","Female","45","[c]","23210","23500"
"Leaver CS","2023","Statistics","AA/AO","Male","40","[c]","22960","23500"
"Leaver CS","2023","Statistics","EO","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Statistics","EO","Male","20","[c]","[c]","[c]"
"Leaver CS","2023","Statistics","G6/G7","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Statistics","G6/G7","Male","15","[c]","[c]","[c]"
"Leaver CS","2023","Statistics","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Statistics","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Statistics","SEO/HEO","Female","35","[c]","37430","37680"
"Leaver CS","2023","Statistics","SEO/HEO","Male","45","[c]","36120","36990"
"Leaver CS","2023","Tax","AA/AO","Female","160","[c]","[c]","[c]"
"Leaver CS","2023","Tax","AA/AO","Male","140","[c]","[c]","[c]"
"Leaver CS","2023","Tax","EO","Female","150","[c]","[c]","[c]"
"Leaver CS","2023","Tax","EO","Male","140","[c]","[c]","[c]"
"Leaver CS","2023","Tax","G6/G7","Female","45","[c]","[c]","[c]"
"Leaver CS","2023","Tax","G6/G7","Male","85","[c]","[c]","[c]"
"Leaver CS","2023","Tax","SCS level","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Tax","SCS level","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Tax","SEO/HEO","Female","145","[c]","[c]","[c]"
"Leaver CS","2023","Tax","SEO/HEO","Male","175","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","AA/AO","Female","375","[c]","23390","23340"
"Leaver CS","2023","Unknown","AA/AO","Male","325","[c]","23820","23340"
"Leaver CS","2023","Unknown","EO","Female","310","[c]","28520","29100"
"Leaver CS","2023","Unknown","EO","Male","295","[c]","28210","29100"
"Leaver CS","2023","Unknown","G6/G7","Female","475","[c]","62640","61820"
"Leaver CS","2023","Unknown","G6/G7","Male","490","[c]","63910","61780"
"Leaver CS","2023","Unknown","SCS level","Female","70","[c]","101170","90070"
"Leaver CS","2023","Unknown","SCS level","Male","105","[c]","109670","93000"
"Leaver CS","2023","Unknown","SEO/HEO","Female","675","[c]","38250","37680"
"Leaver CS","2023","Unknown","SEO/HEO","Male","530","[c]","39690","38330"
"Leaver CS","2023","Unknown","Unknown","Female","100","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","Male","50","[c]","[c]","[c]"
"Leaver CS","2023","Veterinarian","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Veterinarian","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Veterinarian","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Veterinarian","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Veterinarian","G6/G7","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Veterinarian","G6/G7","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Veterinarian","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Veterinarian","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Veterinarian","SEO/HEO","Female","15","[c]","[c]","[c]"
"Leaver CS","2023","Veterinarian","SEO/HEO","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","EO","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","EO","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","G6/G7","Female","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","G6/G7","Male","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","SEO/HEO","Female","85","[c]","38340","38980"
"Leaver Dept.","2023","Commercial","SEO/HEO","Male","75","[c]","37180","37650"
"Leaver Dept.","2023","Commercial","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","EO","Female","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","EO","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","G6/G7","Female","30","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","G6/G7","Male","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","SEO/HEO","Female","105","[c]","36600","34310"
"Leaver Dept.","2023","Communications","SEO/HEO","Male","65","[c]","37170","35920"
"Leaver Dept.","2023","Corporate Finance","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Corporate Finance","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Corporate Finance","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Corporate Finance","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Corporate Finance","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Corporate Finance","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Corporate Finance","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Corporate Finance","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","AA/AO","Female","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","AA/AO","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","EO","Female","55","[c]","29000","28120"
"Leaver Dept.","2023","Counter Fraud","EO","Male","60","[c]","28830","28120"
"Leaver Dept.","2023","Counter Fraud","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","G6/G7","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","SEO/HEO","Female","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","SEO/HEO","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data and Technology","AA/AO","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data and Technology","AA/AO","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data and Technology","EO","Female","35","[c]","27810","27570"
"Leaver Dept.","2023","Digital, Data and Technology","EO","Male","55","[c]","27550","27170"
"Leaver Dept.","2023","Digital, Data and Technology","G6/G7","Female","65","[c]","57410","55810"
"Leaver Dept.","2023","Digital, Data and Technology","G6/G7","Male","85","[c]","58230","57020"
"Leaver Dept.","2023","Digital, Data and Technology","SCS level","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data and Technology","SCS level","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data and Technology","SEO/HEO","Female","175","[c]","36770","36840"
"Leaver Dept.","2023","Digital, Data and Technology","SEO/HEO","Male","200","[c]","37510","37590"
"Leaver Dept.","2023","Digital, Data and Technology","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data and Technology","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Economics","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Economics","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Economics","G6/G7","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Economics","G6/G7","Male","30","[c]","[c]","[c]"
"Leaver Dept.","2023","Economics","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Economics","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Economics","SEO/HEO","Female","35","[c]","[c]","[c]"
"Leaver Dept.","2023","Economics","SEO/HEO","Male","70","[c]","35950","35070"
"Leaver Dept.","2023","Finance","AA/AO","Female","10","[c]","[c]","[c]"
