"Status","Year","Profession_of_post","Region_ITL1","Region_ITL3","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Legal","East of England","Hertfordshire CC","Outside London","120","110","57270","58820"
"In post","2023","Legal","East of England","Luton","Outside London","10","10","[c]","[c]"
"In post","2023","Legal","East of England","North and West Norfolk","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Legal","East of England","Norwich and East Norfolk","Outside London","40","35","49010","48080"
"In post","2023","Legal","East of England","Peterborough","Outside London","25","25","47900","45450"
"In post","2023","Legal","East of England","Southend-on-Sea","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Legal","East of England","Suffolk CC","Outside London","245","220","31640","28130"
"In post","2023","Legal","East of England","Thurrock","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Legal","East of England","West Essex","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Legal","London","Barnet","London","5","5","[c]","[c]"
"In post","2023","Legal","London","Bexley and Greenwich","London","[c]","[c]","[c]","[c]"
"In post","2023","Legal","London","Brent","London","15","15","45810","45050"
"In post","2023","Legal","London","Bromley","London","20","15","49560","51210"
"In post","2023","Legal","London","Camden and City of London","London","35","35","58990","58740"
"In post","2023","Legal","London","Croydon","London","325","315","46480","39790"
"In post","2023","Legal","London","Ealing","London","[c]","[c]","[c]","[c]"
"In post","2023","Legal","London","Enfield","London","[c]","[c]","[c]","[c]"
"In post","2023","Legal","London","Hackney and Newham","London","615","590","47150","39790"
"In post","2023","Legal","London","Haringey and Islington","London","25","25","48340","43650"
"In post","2023","Legal","London","Harrow and Hillingdon","London","25","25","55160","51210"
"In post","2023","Legal","London","Hounslow and Richmond upon Thames","London","15","10","49310","49440"
"In post","2023","Legal","London","Kensington & Chelsea and Hammersmith & Fulham","London","[c]","[c]","[c]","[c]"
"In post","2023","Legal","London","Lambeth","London","50","45","56830","63040"
"In post","2023","Legal","London","Lewisham and Southwark","London","[c]","[c]","[c]","[c]"
"In post","2023","Legal","London","Merton, Kingston upon Thames and Sutton","London","15","15","48500","44680"
"In post","2023","Legal","London","Redbridge and Waltham Forest","London","15","10","52320","47630"
"In post","2023","Legal","London","Tower Hamlets","London","255","245","65810","61790"
"In post","2023","Legal","London","Wandsworth","London","5","5","[c]","[c]"
"In post","2023","Legal","London","Westminster","London","3210","3005","61050","62500"
"In post","2023","Legal","North East (England)","Darlington","Outside London","30","25","50320","51360"
"In post","2023","Legal","North East (England)","Durham","Outside London","40","35","48110","45450"
"In post","2023","Legal","North East (England)","Hartlepool and Stockton-on-Tees","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Legal","North East (England)","Northumberland","Outside London","10","5","[c]","[c]"
"In post","2023","Legal","North East (England)","South Teesside","Outside London","70","65","49430","49050"
"In post","2023","Legal","North East (England)","Sunderland","Outside London","15","15","42050","41700"
"In post","2023","Legal","North East (England)","Tyneside","Outside London","200","185","46770","49050"
"In post","2023","Legal","North West (England)","Blackburn with Darwen","Outside London","5","5","[c]","[c]"
"In post","2023","Legal","North West (England)","Blackpool","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Legal","North West (England)","Cheshire East","Outside London","15","15","53570","56450"
"In post","2023","Legal","North West (England)","Cheshire West and Chester","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Legal","North West (England)","East Cumbria","Outside London","20","20","50710","51400"
"In post","2023","Legal","North West (England)","East Lancashire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Legal","North West (England)","East Merseyside","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Legal","North West (England)","Greater Manchester North East","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Legal","North West (England)","Greater Manchester North West","Outside London","5","5","[c]","[c]"
"In post","2023","Legal","North West (England)","Greater Manchester South East","Outside London","5","5","[c]","[c]"
"In post","2023","Legal","North West (England)","Greater Manchester South West","Outside London","370","355","39430","35000"
"In post","2023","Legal","North West (England)","Lancaster and Wyre","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Legal","North West (England)","Liverpool","Outside London","235","225","47570","49050"
"In post","2023","Legal","North West (England)","Manchester","Outside London","255","235","52050","51770"
"In post","2023","Legal","North West (England)","Mid Lancashire","Outside London","145","135","50630","49050"
"In post","2023","Legal","North West (England)","Sefton","Outside London","35","30","51430","54350"
"In post","2023","Legal","North West (England)","Warrington","Outside London","20","20","57690","58860"
"In post","2023","Legal","North West (England)","West Cumbria","Outside London","5","5","[c]","[c]"
"In post","2023","Legal","North West (England)","Wirral","Outside London","35","30","47810","45450"
"In post","2023","Legal","Northern Ireland","Belfast","Outside London","115","105","34350","29730"
"In post","2023","Legal","Overseas","Overseas","Overseas","10","10","[c]","[c]"
"In post","2023","Legal","Scotland","Aberdeen City and Aberdeenshire","Outside London","35","35","58570","55990"
"In post","2023","Legal","Scotland","Angus and Dundee City","Outside London","35","35","59670","55990"
"In post","2023","Legal","Scotland","Caithness and Sutherland, and Ross and Cromarty","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Scotland","City of Edinburgh","Outside London","205","200","60840","58850"
"In post","2023","Legal","Scotland","Clackmannanshire and Fife","Outside London","20","20","60470","52360"
"In post","2023","Legal","Scotland","Dumfries and Galloway","Outside London","10","10","57790","52360"
"In post","2023","Legal","Scotland","East Ayrshire and North Ayrshire mainland","Outside London","20","20","58720","52360"
"In post","2023","Legal","Scotland","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Outside London","5","5","[c]","[c]"
"In post","2023","Legal","Scotland","Falkirk","Outside London","25","20","59090","52360"
"In post","2023","Legal","Scotland","Glasgow City","Outside London","240","225","60790","59670"
"In post","2023","Legal","Scotland","Inverclyde, East Renfrewshire, and Renfrewshire","Outside London","60","55","58740","52360"
"In post","2023","Legal","Scotland","Inverness and Nairn, Moray, and Badenoch and Strathspey","Outside London","25","25","60430","55990"
"In post","2023","Legal","Scotland","Lochaber, Skye and Lochalsh, Arran and Cumbrae, and Argyll and Bute","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Scotland","Na h-Eileanan Siar","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Scotland","North Lanarkshire","Outside London","175","165","40180","35000"
"In post","2023","Legal","Scotland","Orkney Islands","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Scotland","Perth and Kinross, and Stirling","Outside London","20","20","55060","52360"
"In post","2023","Legal","Scotland","Scottish Borders","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Scotland","Shetland Islands","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Scotland","South Lanarkshire","Outside London","70","65","60400","55990"
"In post","2023","Legal","Scotland","West Lothian","Outside London","10","10","[c]","[c]"
"In post","2023","Legal","South East (England)","Berkshire","Outside London","105","100","49600","54100"
"In post","2023","Legal","South East (England)","Brighton and Hove","Outside London","65","60","55390","55170"
"In post","2023","Legal","South East (England)","Buckinghamshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Legal","South East (England)","Central Hampshire","Outside London","5","5","[c]","[c]"
"In post","2023","Legal","South East (England)","East Kent","Outside London","155","145","42350","36990"
"In post","2023","Legal","South East (England)","East Surrey","Outside London","5","5","[c]","[c]"
"In post","2023","Legal","South East (England)","East Sussex CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Legal","South East (England)","Isle of Wight","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Legal","South East (England)","Kent Thames Gateway","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Legal","South East (England)","Medway","Outside London","10","10","44700","44820"
"In post","2023","Legal","South East (England)","Mid Kent","Outside London","10","10","53430","44680"
"In post","2023","Legal","South East (England)","Milton Keynes","Outside London","5","5","[c]","[c]"
"In post","2023","Legal","South East (England)","North Hampshire","Outside London","15","10","47680","47100"
"In post","2023","Legal","South East (England)","Oxfordshire CC","Outside London","10","10","45980","47100"
"In post","2023","Legal","South East (England)","Portsmouth","Outside London","85","80","51350","54100"
"In post","2023","Legal","South East (England)","South Hampshire","Outside London","80","75","58860","55770"
"In post","2023","Legal","South East (England)","Southampton","Outside London","20","15","40320","37680"
"In post","2023","Legal","South East (England)","West Kent","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Legal","South East (England)","West Surrey","Outside London","55","45","54680","54100"
"In post","2023","Legal","South East (England)","West Sussex (North East)","Outside London","5","5","[c]","[c]"
"In post","2023","Legal","South East (England)","West Sussex (South West)","Outside London","10","10","[c]","[c]"
"In post","2023","Legal","South West (England)","Bath and North East Somerset, North Somerset and South Gloucestershire","Outside London","55","50","58780","55470"
"In post","2023","Legal","South West (England)","Bournemouth, Christchurch and Poole","Outside London","5","5","[c]","[c]"
"In post","2023","Legal","South West (England)","Bristol, City of","Outside London","270","255","47010","49050"
"In post","2023","Legal","South West (England)","Cornwall and Isles of Scilly","Outside London","20","15","47580","49050"
"In post","2023","Legal","South West (England)","Devon CC","Outside London","75","70","50450","52060"
"In post","2023","Legal","South West (England)","Dorset","Outside London","15","10","52090","59090"
"In post","2023","Legal","South West (England)","Gloucestershire CC","Outside London","45","45","39290","33800"
"In post","2023","Legal","South West (England)","Plymouth","Outside London","25","20","49200","47520"
"In post","2023","Legal","South West (England)","Somerset CC","Outside London","10","10","45810","46080"
"In post","2023","Legal","South West (England)","Swindon","Outside London","15","10","44560","43350"
"In post","2023","Legal","South West (England)","Torbay","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Legal","South West (England)","Wiltshire","Outside London","10","10","53450","49260"
"In post","2023","Legal","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Wales","Bridgend and Neath Port Talbot","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Wales","Cardiff and Vale of Glamorgan","Outside London","445","410","49780","53440"
"In post","2023","Legal","Wales","Central Valleys","Outside London","15","10","42450","42160"
"In post","2023","Legal","Wales","Conwy and Denbighshire","Outside London","10","10","50190","56450"
"In post","2023","Legal","Wales","Flintshire and Wrexham","Outside London","60","55","48890","49050"
"In post","2023","Legal","Wales","Gwent Valleys","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Wales","Gwynedd","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Wales","Monmouthshire and Newport","Outside London","75","65","51370","47100"
"In post","2023","Legal","Wales","Powys","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Wales","South West Wales","Outside London","10","10","[c]","[c]"
"In post","2023","Legal","Wales","Swansea","Outside London","85","80","50470","51270"
"In post","2023","Legal","West Midlands (England)","Birmingham","Outside London","425","400","47900","49050"
"In post","2023","Legal","West Midlands (England)","Coventry","Outside London","45","40","54260","57900"
"In post","2023","Legal","West Midlands (England)","Dudley","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Legal","West Midlands (England)","Herefordshire, County of","Outside London","5","5","[c]","[c]"
"In post","2023","Legal","West Midlands (England)","Shropshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Legal","West Midlands (England)","Staffordshire CC","Outside London","25","20","43770","45090"
"In post","2023","Legal","West Midlands (England)","Stoke-on-Trent","Outside London","35","35","54720","53750"
"In post","2023","Legal","West Midlands (England)","Telford and Wrekin","Outside London","15","10","49590","51780"
"In post","2023","Legal","West Midlands (England)","Walsall","Outside London","10","10","46910","47100"
"In post","2023","Legal","West Midlands (England)","Warwickshire CC","Outside London","10","10","47120","45450"
"In post","2023","Legal","West Midlands (England)","Wolverhampton","Outside London","10","10","45760","45450"
"In post","2023","Legal","West Midlands (England)","Worcestershire CC","Outside London","15","15","47120","45450"
"In post","2023","Legal","Yorkshire and The Humber","Barnsley, Doncaster and Rotherham","Outside London","10","10","45320","43480"
"In post","2023","Legal","Yorkshire and The Humber","Bradford","Outside London","15","15","40940","37680"
"In post","2023","Legal","Yorkshire and The Humber","Calderdale and Kirklees","Outside London","10","10","50560","52760"
"In post","2023","Legal","Yorkshire and The Humber","East Riding of Yorkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Yorkshire and The Humber","Kingston upon Hull, City of","Outside London","55","50","52580","56450"
"In post","2023","Legal","Yorkshire and The Humber","Leeds","Outside London","490","460","49380","50460"
"In post","2023","Legal","Yorkshire and The Humber","North Yorkshire CC","Outside London","5","5","[c]","[c]"
"In post","2023","Legal","Yorkshire and The Humber","North and North East Lincolnshire","Outside London","5","5","[c]","[c]"
"In post","2023","Legal","Yorkshire and The Humber","Sheffield","Outside London","85","80","48230","49050"
"In post","2023","Legal","Yorkshire and The Humber","Wakefield","Outside London","5","5","[c]","[c]"
"In post","2023","Legal","Yorkshire and The Humber","York","Outside London","45","45","60750","59740"
"In post","2023","Medicine","East Midlands (England)","East Derbyshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Medicine","East Midlands (England)","Leicestershire CC and Rutland","Outside London","15","15","49010","40590"
"In post","2023","Medicine","East Midlands (England)","Lincolnshire CC","Outside London","55","50","46900","39640"
"In post","2023","Medicine","East Midlands (England)","Nottingham","Outside London","15","15","87320","98590"
"In post","2023","Medicine","East Midlands (England)","South Nottinghamshire","Outside London","115","105","43570","40590"
"In post","2023","Medicine","East Midlands (England)","South and West Derbyshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Medicine","East Midlands (England)","West Northamptonshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Medicine","East of England","Cambridgeshire CC","Outside London","25","25","83310","93060"
"In post","2023","Medicine","East of England","Central Bedfordshire","Outside London","15","15","63320","69740"
"In post","2023","Medicine","East of England","Essex Haven Gateway","Outside London","35","30","48600","40890"
"In post","2023","Medicine","East of England","Heart of Essex","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Medicine","East of England","Hertfordshire CC","Outside London","10","10","55390","40590"
"In post","2023","Medicine","East of England","North and West Norfolk","Outside London","15","10","46170","38680"
"In post","2023","Medicine","East of England","Peterborough","Outside London","10","5","[c]","[c]"
"In post","2023","Medicine","East of England","Suffolk CC","Outside London","30","30","50220","40590"
"In post","2023","Medicine","East of England","Thurrock","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Medicine","East of England","West Essex","Outside London","25","20","65460","51900"
"In post","2023","Medicine","London","Barnet","London","65","55","99620","101410"
"In post","2023","Medicine","London","Bexley and Greenwich","London","15","15","56210","47670"
"In post","2023","Medicine","London","Harrow and Hillingdon","London","20","10","77820","77030"
"In post","2023","Medicine","London","Kensington & Chelsea and Hammersmith & Fulham","London","[c]","[c]","[c]","[c]"
"In post","2023","Medicine","London","Lambeth","London","[c]","[c]","[c]","[c]"
"In post","2023","Medicine","London","Lewisham and Southwark","London","[c]","[c]","[c]","[c]"
"In post","2023","Medicine","London","Merton, Kingston upon Thames and Sutton","London","[c]","[c]","[c]","[c]"
"In post","2023","Medicine","London","Tower Hamlets","London","80","75","70290","69480"
"In post","2023","Medicine","London","Westminster","London","150","140","67170","54690"
"In post","2023","Medicine","North East (England)","Northumberland","Outside London","15","10","42670","34250"
"In post","2023","Medicine","North East (England)","Tyneside","Outside London","20","15","82480","79590"
"In post","2023","Medicine","North West (England)","Cheshire East","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Medicine","North West (England)","Cheshire West and Chester","Outside London","5","5","[c]","[c]"
"In post","2023","Medicine","North West (England)","East Merseyside","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Medicine","North West (England)","Greater Manchester South East","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Medicine","North West (England)","Lancaster and Wyre","Outside London","15","15","76200","76300"
"In post","2023","Medicine","North West (England)","Liverpool","Outside London","15","15","80010","63700"
"In post","2023","Medicine","North West (England)","Manchester","Outside London","20","20","86470","94230"
"In post","2023","Medicine","North West (England)","Mid Lancashire","Outside London","20","20","60110","47670"
"In post","2023","Medicine","Northern Ireland","Antrim and Newtownabbey","Outside London","15","10","50370","41340"
"In post","2023","Medicine","Northern Ireland","Ards and North Down","Outside London","5","5","[c]","[c]"
"In post","2023","Medicine","Northern Ireland","Belfast","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Medicine","Northern Ireland","Lisburn and Castlereagh","Outside London","10","5","57670","41340"
"In post","2023","Medicine","Overseas","Overseas","Overseas","40","35","69930","55350"
"In post","2023","Medicine","Scotland","Angus and Dundee City","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Medicine","Scotland","City of Edinburgh","Outside London","30","30","50990","47670"
"In post","2023","Medicine","Scotland","Clackmannanshire and Fife","Outside London","15","10","55280","38080"
"In post","2023","Medicine","Scotland","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Outside London","25","20","45260","40590"
"In post","2023","Medicine","Scotland","Glasgow City","Outside London","5","5","[c]","[c]"
"In post","2023","Medicine","Scotland","Inverclyde, East Renfrewshire, and Renfrewshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Medicine","Scotland","Inverness and Nairn, Moray, and Badenoch and Strathspey","Outside London","25","25","47680","38680"
"In post","2023","Medicine","Scotland","Perth and Kinross, and Stirling","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Medicine","South East (England)","Berkshire","Outside London","15","15","45170","37350"
"In post","2023","Medicine","South East (England)","Buckinghamshire","Outside London","25","25","56080","41190"
"In post","2023","Medicine","South East (England)","Central Hampshire","Outside London","45","35","57980","42170"
"In post","2023","Medicine","South East (England)","East Kent","Outside London","10","10","46060","40590"
"In post","2023","Medicine","South East (England)","East Surrey","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Medicine","South East (England)","East Sussex CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Medicine","South East (England)","Medway","Outside London","10","10","47300","38080"
"In post","2023","Medicine","South East (England)","Mid Kent","Outside London","5","5","[c]","[c]"
"In post","2023","Medicine","South East (England)","North Hampshire","Outside London","65","60","49270","42500"
"In post","2023","Medicine","South East (England)","Oxfordshire CC","Outside London","65","55","63740","54620"
"In post","2023","Medicine","South East (England)","Portsmouth","Outside London","45","35","59010","42500"
"In post","2023","Medicine","South East (England)","South Hampshire","Outside London","30","25","65150","48530"
"In post","2023","Medicine","South East (England)","Southampton","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Medicine","South East (England)","West Surrey","Outside London","35","25","49520","37350"
"In post","2023","Medicine","South East (England)","West Sussex (North East)","Outside London","10","10","80000","68140"
"In post","2023","Medicine","South East (England)","West Sussex (South West)","Outside London","5","5","[c]","[c]"
"In post","2023","Medicine","South West (England)","Bournemouth, Christchurch and Poole","Outside London","10","10","42860","40590"
"In post","2023","Medicine","South West (England)","Bristol, City of","Outside London","20","20","94010","96710"
"In post","2023","Medicine","South West (England)","Cornwall and Isles of Scilly","Outside London","25","20","51280","40590"
"In post","2023","Medicine","South West (England)","Devon CC","Outside London","85","75","36410","19770"
"In post","2023","Medicine","South West (England)","Dorset","Outside London","25","20","51580","40590"
"In post","2023","Medicine","South West (England)","Gloucestershire CC","Outside London","20","20","59970","40590"
"In post","2023","Medicine","South West (England)","Plymouth","Outside London","50","45","53270","41660"
"In post","2023","Medicine","South West (England)","Somerset CC","Outside London","15","15","55920","40590"
"In post","2023","Medicine","South West (England)","Wiltshire","Outside London","185","165","50730","41190"
"In post","2023","Medicine","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Medicine","Wales","Cardiff and Vale of Glamorgan","Outside London","175","160","50190","45970"
"In post","2023","Medicine","Wales","Central Valleys","Outside London","15","15","46810","49370"
"In post","2023","Medicine","Wales","Conwy and Denbighshire","Outside London","5","5","[c]","[c]"
"In post","2023","Medicine","Wales","Flintshire and Wrexham","Outside London","20","15","33790","31130"
"In post","2023","Medicine","Wales","Gwent Valleys","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Medicine","Wales","Gwynedd","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Medicine","Wales","Isle of Anglesey","Outside London","5","5","[c]","[c]"
"In post","2023","Medicine","Wales","Powys","Outside London","10","5","[c]","[c]"
"In post","2023","Medicine","Wales","South West Wales","Outside London","10","10","37850","36590"
"In post","2023","Medicine","Wales","Swansea","Outside London","60","50","74960","85780"
"In post","2023","Medicine","West Midlands (England)","Birmingham","Outside London","40","30","91510","96240"
"In post","2023","Medicine","West Midlands (England)","Herefordshire, County of","Outside London","15","15","42860","37130"
"In post","2023","Medicine","West Midlands (England)","Shropshire","Outside London","40","35","50210","42730"
"In post","2023","Medicine","West Midlands (England)","Staffordshire CC","Outside London","45","45","62120","54530"
"In post","2023","Medicine","West Midlands (England)","Telford and Wrekin","Outside London","15","15","56550","41660"
"In post","2023","Medicine","West Midlands (England)","Warwickshire CC","Outside London","5","5","[c]","[c]"
"In post","2023","Medicine","West Midlands (England)","Worcestershire CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Medicine","Yorkshire and The Humber","East Riding of Yorkshire","Outside London","5","5","[c]","[c]"
"In post","2023","Medicine","Yorkshire and The Humber","Leeds","Outside London","35","35","71110","58540"
"In post","2023","Medicine","Yorkshire and The Humber","North Yorkshire CC","Outside London","125","110","47690","40590"
"In post","2023","Medicine","Yorkshire and The Humber","York","Outside London","10","10","[c]","[c]"
"In post","2023","Operational Delivery","East Midlands (England)","Derby","Outside London","980","870","26500","25830"
"In post","2023","Operational Delivery","East Midlands (England)","East Derbyshire","Outside London","305","270","28230","28120"
"In post","2023","Operational Delivery","East Midlands (England)","Leicester","Outside London","2090","1900","27230","26000"
"In post","2023","Operational Delivery","East Midlands (England)","Leicestershire CC and Rutland","Outside London","1645","1520","30050","28480"
"In post","2023","Operational Delivery","East Midlands (England)","Lincolnshire CC","Outside London","2065","1920","29260","28120"
"In post","2023","Operational Delivery","East Midlands (England)","North Northamptonshire","Outside London","320","295","29070","28120"
"In post","2023","Operational Delivery","East Midlands (England)","North Nottinghamshire","Outside London","975","915","30350","28480"
"In post","2023","Operational Delivery","East Midlands (England)","Nottingham","Outside London","5175","4800","29210","27890"
"In post","2023","Operational Delivery","East Midlands (England)","South Nottinghamshire","Outside London","645","605","32120","28880"
"In post","2023","Operational Delivery","East Midlands (England)","South and West Derbyshire","Outside London","765","700","31140","28480"
"In post","2023","Operational Delivery","East Midlands (England)","West Northamptonshire","Outside London","965","885","28280","27450"
"In post","2023","Operational Delivery","East of England","Bedford","Outside London","775","725","31560","30740"
"In post","2023","Operational Delivery","East of England","Breckland and South Norfolk","Outside London","485","455","31050","28880"
"In post","2023","Operational Delivery","East of England","Cambridgeshire CC","Outside London","1835","1720","30980","29050"
"In post","2023","Operational Delivery","East of England","Central Bedfordshire","Outside London","150","140","28650","28120"
"In post","2023","Operational Delivery","East of England","Essex Haven Gateway","Outside London","640","595","30240","30810"
"In post","2023","Operational Delivery","East of England","Essex Thames Gateway","Outside London","790","710","28690","25830"
"In post","2023","Operational Delivery","East of England","Heart of Essex","Outside London","1040","980","31200","29150"
"In post","2023","Operational Delivery","East of England","Hertfordshire CC","Outside London","1650","1540","32580","31280"
"In post","2023","Operational Delivery","East of England","Luton","Outside London","545","485","27950","27580"
"In post","2023","Operational Delivery","East of England","North and West Norfolk","Outside London","600","545","30020","28880"
"In post","2023","Operational Delivery","East of England","Norwich and East Norfolk","Outside London","1560","1415","28220","28120"
"In post","2023","Operational Delivery","East of England","Peterborough","Outside London","1310","1160","27470","24570"
"In post","2023","Operational Delivery","East of England","Southend-on-Sea","Outside London","310","265","29470","30430"
"In post","2023","Operational Delivery","East of England","Suffolk CC","Outside London","2535","2335","29450","28120"
"In post","2023","Operational Delivery","East of England","Thurrock","Outside London","380","360","27830","26180"
"In post","2023","Operational Delivery","East of England","West Essex","Outside London","560","505","30440","28420"
"In post","2023","Operational Delivery","London","Barking & Dagenham and Havering","London","520","470","32480","32520"
"In post","2023","Operational Delivery","London","Barnet","London","815","760","35070","32520"
"In post","2023","Operational Delivery","London","Bexley and Greenwich","London","1520","1445","33630","32520"
"In post","2023","Operational Delivery","London","Brent","London","415","380","31620","32520"
"In post","2023","Operational Delivery","London","Bromley","London","455","415","31300","31450"
"In post","2023","Operational Delivery","London","Camden and City of London","London","1175","1115","31110","29660"
"In post","2023","Operational Delivery","London","Croydon","London","5350","5040","34530","30410"
"In post","2023","Operational Delivery","London","Ealing","London","390","360","33270","32520"
"In post","2023","Operational Delivery","London","Enfield","London","295","265","32130","32520"
"In post","2023","Operational Delivery","London","Hackney and Newham","London","2445","2255","33580","32520"
"In post","2023","Operational Delivery","London","Haringey and Islington","London","1420","1340","33260","32520"
"In post","2023","Operational Delivery","London","Harrow and Hillingdon","London","3030","2770","31810","30140"
"In post","2023","Operational Delivery","London","Hounslow and Richmond upon Thames","London","1985","1875","33310","32520"
"In post","2023","Operational Delivery","London","Kensington & Chelsea and Hammersmith & Fulham","London","815","775","34450","33800"
"In post","2023","Operational Delivery","London","Lambeth","London","1995","1925","41880","39630"
"In post","2023","Operational Delivery","London","Lewisham and Southwark","London","1075","1020","34320","32520"
"In post","2023","Operational Delivery","London","Merton, Kingston upon Thames and Sutton","London","555","520","33790","32520"
"In post","2023","Operational Delivery","London","Redbridge and Waltham Forest","London","1095","980","30300","30930"
"In post","2023","Operational Delivery","London","Tower Hamlets","London","1190","1130","39360","33050"
"In post","2023","Operational Delivery","London","Wandsworth","London","850","810","33850","33800"
"In post","2023","Operational Delivery","London","Westminster","London","7125","6900","41990","35410"
"In post","2023","Operational Delivery","North East (England)","Darlington","Outside London","525","500","33640","30440"
"In post","2023","Operational Delivery","North East (England)","Durham","Outside London","5245","4730","28390","28080"
"In post","2023","Operational Delivery","North East (England)","Hartlepool and Stockton-on-Tees","Outside London","1265","1170","30210","28880"
"In post","2023","Operational Delivery","North East (England)","Northumberland","Outside London","305","275","28780","28120"
"In post","2023","Operational Delivery","North East (England)","South Teesside","Outside London","1275","1150","26480","26650"
"In post","2023","Operational Delivery","North East (England)","Sunderland","Outside London","2870","2405","26540","22520"
"In post","2023","Operational Delivery","North East (England)","Tyneside","Outside London","10640","9525","27020","22520"
"In post","2023","Operational Delivery","North West (England)","Blackburn with Darwen","Outside London","325","295","28700","28120"
"In post","2023","Operational Delivery","North West (England)","Blackpool","Outside London","3440","3110","26420","28120"
"In post","2023","Operational Delivery","North West (England)","Cheshire East","Outside London","945","875","29480","28120"
"In post","2023","Operational Delivery","North West (England)","Cheshire West and Chester","Outside London","455","415","27550","27070"
"In post","2023","Operational Delivery","North West (England)","Chorley and West Lancashire","Outside London","1375","1275","31840","30440"
"In post","2023","Operational Delivery","North West (England)","East Cumbria","Outside London","840","770","27470","25830"
"In post","2023","Operational Delivery","North West (England)","East Lancashire","Outside London","395","360","28310","28120"
"In post","2023","Operational Delivery","North West (England)","East Merseyside","Outside London","830","745","28420","28120"
"In post","2023","Operational Delivery","North West (England)","Greater Manchester North East","Outside London","955","890","29720","28120"
"In post","2023","Operational Delivery","North West (England)","Greater Manchester North West","Outside London","1990","1810","26760","26840"
"In post","2023","Operational Delivery","North West (England)","Greater Manchester South East","Outside London","940","855","26430","23640"
"In post","2023","Operational Delivery","North West (England)","Greater Manchester South West","Outside London","4485","4200","29080","27890"
"In post","2023","Operational Delivery","North West (England)","Lancaster and Wyre","Outside London","905","835","28350","27470"
"In post","2023","Operational Delivery","North West (England)","Liverpool","Outside London","10195","9430","27430","25880"
"In post","2023","Operational Delivery","North West (England)","Manchester","Outside London","3790","3570","30080","28120"
"In post","2023","Operational Delivery","North West (England)","Mid Lancashire","Outside London","4650","4165","27370","25340"
"In post","2023","Operational Delivery","North West (England)","Sefton","Outside London","3495","3235","28850","25980"
"In post","2023","Operational Delivery","North West (England)","Warrington","Outside London","2185","2060","34440","32920"
"In post","2023","Operational Delivery","North West (England)","West Cumbria","Outside London","1030","925","26850","24910"
