"Status","Year","Function_of_post","Organisation","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Commercial","Driver and Vehicle Standards Agency","Unknown","10","10","[c]","[c]"
"In post","2023","Commercial","Education and Skills Funding Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Education and Skills Funding Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Estyn","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Estyn","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Estyn","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","FCDO Services","Heterosexual / straight","70","70","48590","43980"
"In post","2023","Commercial","FCDO Services","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","FCDO Services","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","FCDO Services","Unknown","5","5","[c]","[c]"
"In post","2023","Commercial","Food Standards Agency","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Commercial","Food Standards Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Food Standards Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Foreign, Commonwealth and Development Office (excl. agencies)","Heterosexual / straight","30","30","42490","42870"
"In post","2023","Commercial","Foreign, Commonwealth and Development Office (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Foreign, Commonwealth and Development Office (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Foreign, Commonwealth and Development Office (excl. agencies)","Unknown","30","30","41270","40700"
"In post","2023","Commercial","Government Actuary's Department","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Government Actuary's Department","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Government Commercial Organisation","Heterosexual / straight","960","950","76810","69150"
"In post","2023","Commercial","Government Commercial Organisation","LGBO","50","50","73360","67200"
"In post","2023","Commercial","Government Commercial Organisation","Undeclared","75","75","71120","65500"
"In post","2023","Commercial","Government Commercial Organisation","Unknown","410","405","69580","65500"
"In post","2023","Commercial","Government Internal Audit Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Government Internal Audit Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Government Internal Audit Agency","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","HM Land Registry","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Commercial","HM Land Registry","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","HM Land Registry","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","HM Revenue and Customs (excl. agencies)","Heterosexual / straight","90","85","39000","41780"
"In post","2023","Commercial","HM Revenue and Customs (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","HM Revenue and Customs (excl. agencies)","Undeclared","10","10","[c]","[c]"
"In post","2023","Commercial","HM Revenue and Customs (excl. agencies)","Unknown","40","40","39300","41780"
"In post","2023","Commercial","HM Treasury (excl. agencies)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","HM Treasury (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Health and Safety Executive","Heterosexual / straight","45","45","39750","32840"
"In post","2023","Commercial","Health and Safety Executive","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Health and Safety Executive","Undeclared","5","5","[c]","[c]"
"In post","2023","Commercial","Health and Safety Executive","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Home Office","Heterosexual / straight","75","75","41860","41980"
"In post","2023","Commercial","Home Office","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Home Office","Undeclared","15","15","[c]","[c]"
"In post","2023","Commercial","Home Office","Unknown","35","30","37400","36000"
"In post","2023","Commercial","Institute for Apprenticeships and Technical Education","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","Commercial","Institute for Apprenticeships and Technical Education","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Institute for Apprenticeships and Technical Education","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Intellectual Property Office","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Commercial","Intellectual Property Office","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Intellectual Property Office","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Intellectual Property Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Maritime and Coastguard Agency","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Commercial","Maritime and Coastguard Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Maritime and Coastguard Agency","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Medicines and Healthcare Products Regulatory Agency","Heterosexual / straight","30","30","45110","41890"
"In post","2023","Commercial","Medicines and Healthcare Products Regulatory Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Medicines and Healthcare Products Regulatory Agency","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Medicines and Healthcare Products Regulatory Agency","Unknown","5","5","[c]","[c]"
"In post","2023","Commercial","Met Office","Heterosexual / straight","145","135","44120","45150"
"In post","2023","Commercial","Met Office","LGBO","5","5","[c]","[c]"
"In post","2023","Commercial","Met Office","Undeclared","20","15","[c]","[c]"
"In post","2023","Commercial","Ministry of Defence (excl. agencies)","Heterosexual / straight","755","725","38490","35800"
"In post","2023","Commercial","Ministry of Defence (excl. agencies)","LGBO","30","30","35120","33990"
"In post","2023","Commercial","Ministry of Defence (excl. agencies)","Undeclared","90","85","41910","41800"
"In post","2023","Commercial","Ministry of Defence (excl. agencies)","Unknown","130","130","33780","33830"
"In post","2023","Commercial","Ministry of Justice (excl. agencies)","Heterosexual / straight","205","205","37180","37680"
"In post","2023","Commercial","Ministry of Justice (excl. agencies)","LGBO","20","20","[c]","[c]"
"In post","2023","Commercial","Ministry of Justice (excl. agencies)","Undeclared","20","15","[c]","[c]"
"In post","2023","Commercial","Ministry of Justice (excl. agencies)","Unknown","40","40","31950","31270"
"In post","2023","Commercial","National Crime Agency","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Commercial","National Crime Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","National Crime Agency","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","National Crime Agency","Unknown","5","5","[c]","[c]"
"In post","2023","Commercial","National Savings and Investments","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Commercial","National Savings and Investments","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","National Savings and Investments","Undeclared","5","5","[c]","[c]"
"In post","2023","Commercial","Office for Standards in Education, Children's Services and Skills","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Commercial","Office for Standards in Education, Children's Services and Skills","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Office for Standards in Education, Children's Services and Skills","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Office of Qualifications and Examinations Regulation","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Office of Qualifications and Examinations Regulation","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Office of Rail and Road","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Office of Rail and Road","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Office of Rail and Road","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Planning Inspectorate","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Planning Inspectorate","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Planning Inspectorate","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Queen Elizabeth II Centre","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Queen Elizabeth II Centre","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Queen Elizabeth II Centre","Unknown","10","10","[c]","[c]"
"In post","2023","Commercial","Registers of Scotland","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Commercial","Registers of Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Registers of Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Scottish Courts and Tribunals Service","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Commercial","Scottish Courts and Tribunals Service","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Scottish Courts and Tribunals Service","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Scottish Prison Service","Heterosexual / straight","35","35","38540","34070"
"In post","2023","Commercial","Scottish Prison Service","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Scottish Prison Service","Unknown","50","45","31680","28490"
"In post","2023","Commercial","Serious Fraud Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Serious Fraud Office","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Serious Fraud Office","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Submarine Delivery Agency","Heterosexual / straight","130","125","43400","42620"
"In post","2023","Commercial","Submarine Delivery Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Submarine Delivery Agency","Undeclared","15","15","[c]","[c]"
"In post","2023","Commercial","Submarine Delivery Agency","Unknown","15","15","[c]","[c]"
"In post","2023","Commercial","The Insolvency Service","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Commercial","The Insolvency Service","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","The Insolvency Service","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","The National Archives","Heterosexual / straight","20","15","[c]","[c]"
"In post","2023","Commercial","The National Archives","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","The National Archives","Undeclared","5","5","[c]","[c]"
"In post","2023","Commercial","The National Archives","Unknown","15","10","[c]","[c]"
"In post","2023","Commercial","UK Export Finance","Heterosexual / straight","190","190","53690","52000"
"In post","2023","Commercial","UK Export Finance","LGBO","10","10","[c]","[c]"
"In post","2023","Commercial","UK Export Finance","Undeclared","25","25","[c]","[c]"
"In post","2023","Commercial","UK Health Security Agency","Heterosexual / straight","60","60","46750","41030"
"In post","2023","Commercial","UK Health Security Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","UK Health Security Agency","Undeclared","15","15","[c]","[c]"
"In post","2023","Commercial","UK Health Security Agency","Unknown","35","35","51500","40310"
"In post","2023","Commercial","UK Hydrographic Office","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Commercial","UK Hydrographic Office","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","UK Hydrographic Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","UK Space Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","UK Space Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","UK Space Agency","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","UK Space Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","UK Statistics Authority","Heterosexual / straight","30","30","42540","37760"
"In post","2023","Commercial","UK Statistics Authority","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","UK Statistics Authority","Unknown","5","5","[c]","[c]"
"In post","2023","Commercial","Valuation Office Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Valuation Office Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Valuation Office Agency","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Water Services Regulation Authority","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Water Services Regulation Authority","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Wilton Park","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Commercial","Wilton Park","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Wilton Park","Undeclared","[c]","[c]","[c]","[c]"
