"Status","Year","Age","Function_of_post","Responsibility_level_grouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2023","65+","Counter Fraud","AA/AO","Female","35","[c]","[c]","[c]"
"Leaver CS","2023","65+","Counter Fraud","AA/AO","Male","15","[c]","[c]","[c]"
"Leaver CS","2023","65+","Counter Fraud","EO","Female","45","[c]","28020","28120"
"Leaver CS","2023","65+","Counter Fraud","EO","Male","40","[c]","[c]","[c]"
"Leaver CS","2023","65+","Counter Fraud","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Counter Fraud","G6/G7","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","65+","Counter Fraud","SEO/HEO","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","65+","Counter Fraud","SEO/HEO","Male","30","[c]","[c]","[c]"
"Leaver CS","2023","65+","Debt","AA/AO","Female","60","[c]","21890","21590"
"Leaver CS","2023","65+","Debt","AA/AO","Male","20","[c]","[c]","[c]"
"Leaver CS","2023","65+","Debt","EO","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","65+","Debt","EO","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","65+","Debt","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Debt","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Debt","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Debt","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Digital, Data & Technology","AA/AO","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","65+","Digital, Data & Technology","AA/AO","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","65+","Digital, Data & Technology","EO","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","65+","Digital, Data & Technology","EO","Male","15","[c]","[c]","[c]"
"Leaver CS","2023","65+","Digital, Data & Technology","G6/G7","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","65+","Digital, Data & Technology","G6/G7","Male","15","[c]","[c]","[c]"
"Leaver CS","2023","65+","Digital, Data & Technology","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Digital, Data & Technology","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Digital, Data & Technology","SEO/HEO","Female","15","[c]","[c]","[c]"
"Leaver CS","2023","65+","Digital, Data & Technology","SEO/HEO","Male","35","[c]","39380","38300"
"Leaver CS","2023","65+","Finance","AA/AO","Female","15","[c]","[c]","[c]"
"Leaver CS","2023","65+","Finance","AA/AO","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","65+","Finance","EO","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","65+","Finance","EO","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","65+","Finance","G6/G7","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","65+","Finance","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Finance","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Finance","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Finance","SEO/HEO","Female","15","[c]","[c]","[c]"
"Leaver CS","2023","65+","Finance","SEO/HEO","Male","30","[c]","[c]","[c]"
"Leaver CS","2023","65+","Finance","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Finance","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Grants Management","AA/AO","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","65+","Grants Management","AA/AO","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","65+","Grants Management","EO","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","65+","Grants Management","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Grants Management","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Grants Management","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Human Resources","AA/AO","Female","65","[c]","22220","22220"
"Leaver CS","2023","65+","Human Resources","AA/AO","Male","20","[c]","[c]","[c]"
"Leaver CS","2023","65+","Human Resources","EO","Female","20","[c]","[c]","[c]"
"Leaver CS","2023","65+","Human Resources","EO","Male","35","[c]","31270","32200"
"Leaver CS","2023","65+","Human Resources","G6/G7","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","65+","Human Resources","G6/G7","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","65+","Human Resources","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Human Resources","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Human Resources","SEO/HEO","Female","15","[c]","[c]","[c]"
"Leaver CS","2023","65+","Human Resources","SEO/HEO","Male","40","[c]","38680","36300"
"Leaver CS","2023","65+","Human Resources","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Human Resources","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Internal Audit","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Internal Audit","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Internal Audit","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Internal Audit","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Internal Audit","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Internal Audit","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Legal","AA/AO","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","65+","Legal","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Legal","EO","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","65+","Legal","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Legal","G6/G7","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","65+","Legal","G6/G7","Male","15","[c]","[c]","[c]"
"Leaver CS","2023","65+","Legal","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Legal","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Legal","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Legal","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","No function","AA/AO","Female","900","[c]","22020","21690"
"Leaver CS","2023","65+","No function","AA/AO","Male","705","[c]","22090","21690"
"Leaver CS","2023","65+","No function","EO","Female","470","[c]","28450","28120"
"Leaver CS","2023","65+","No function","EO","Male","385","[c]","28910","28120"
"Leaver CS","2023","65+","No function","G6/G7","Female","40","[c]","63190","59630"
"Leaver CS","2023","65+","No function","G6/G7","Male","85","[c]","65350","61250"
"Leaver CS","2023","65+","No function","SCS level","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","65+","No function","SCS level","Male","15","[c]","[c]","[c]"
"Leaver CS","2023","65+","No function","SEO/HEO","Female","150","[c]","38260","36230"
"Leaver CS","2023","65+","No function","SEO/HEO","Male","225","[c]","39710","38670"
"Leaver CS","2023","65+","No function","Unknown","Female","135","[c]","[c]","[c]"
"Leaver CS","2023","65+","No function","Unknown","Male","85","[c]","[c]","[c]"
"Leaver CS","2023","65+","Project Delivery","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Project Delivery","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Project Delivery","EO","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","65+","Project Delivery","EO","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","65+","Project Delivery","G6/G7","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","65+","Project Delivery","G6/G7","Male","20","[c]","[c]","[c]"
"Leaver CS","2023","65+","Project Delivery","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Project Delivery","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Project Delivery","SEO/HEO","Female","20","[c]","[c]","[c]"
"Leaver CS","2023","65+","Project Delivery","SEO/HEO","Male","35","[c]","[c]","[c]"
"Leaver CS","2023","65+","Project Delivery","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Project Delivery","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Property","AA/AO","Female","20","[c]","[c]","[c]"
"Leaver CS","2023","65+","Property","AA/AO","Male","30","[c]","[c]","[c]"
"Leaver CS","2023","65+","Property","EO","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","65+","Property","EO","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","65+","Property","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Property","G6/G7","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","65+","Property","SEO/HEO","Female","15","[c]","[c]","[c]"
"Leaver CS","2023","65+","Property","SEO/HEO","Male","30","[c]","[c]","[c]"
"Leaver CS","2023","65+","Security","AA/AO","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","65+","Security","AA/AO","Male","80","[c]","25410","22220"
"Leaver CS","2023","65+","Security","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Security","EO","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","65+","Security","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Security","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Security","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Security","SEO/HEO","Male","15","[c]","[c]","[c]"
"Leaver CS","2023","65+","Unknown","AA/AO","Female","35","[c]","[c]","[c]"
"Leaver CS","2023","65+","Unknown","AA/AO","Male","30","[c]","[c]","[c]"
"Leaver CS","2023","65+","Unknown","EO","Female","15","[c]","[c]","[c]"
"Leaver CS","2023","65+","Unknown","EO","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","65+","Unknown","G6/G7","Female","15","[c]","[c]","[c]"
"Leaver CS","2023","65+","Unknown","G6/G7","Male","25","[c]","[c]","[c]"
"Leaver CS","2023","65+","Unknown","SCS level","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","65+","Unknown","SCS level","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","65+","Unknown","SEO/HEO","Female","25","[c]","[c]","[c]"
"Leaver CS","2023","65+","Unknown","SEO/HEO","Male","40","[c]","42000","42940"
"Leaver CS","2023","65+","Unknown","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Unknown","Unknown","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Commercial","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Commercial","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Communications","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Communications","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Communications","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Communications","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Debt","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Debt","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Digital, Data & Technology","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Digital, Data & Technology","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Digital, Data & Technology","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Digital, Data & Technology","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Digital, Data & Technology","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Digital, Data & Technology","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Finance","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Finance","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Finance","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Finance","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Human Resources","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Human Resources","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Human Resources","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Human Resources","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","No function","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","No function","AA/AO","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","No function","EO","Female","40","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","No function","EO","Male","20","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","No function","G6/G7","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","No function","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","No function","SEO/HEO","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","No function","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","No function","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","No function","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Project Delivery","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Project Delivery","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Property","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Property","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Property","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Property","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","AA/AO","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","EO","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","SEO/HEO","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","16-19","Legal","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","16-19","Legal","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","16-19","No function","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","16-19","No function","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Analysis","EO","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Analysis","EO","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Analysis","G6/G7","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Analysis","G6/G7","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Analysis","SEO/HEO","Female","130","[c]","34990","33710"
"Leaver Dept.","2023","20-29","Analysis","SEO/HEO","Male","125","[c]","35390","34250"
"Leaver Dept.","2023","20-29","Commercial","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Commercial","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Commercial","EO","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Commercial","EO","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Commercial","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Commercial","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Commercial","SEO/HEO","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Commercial","SEO/HEO","Male","25","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Communications","AA/AO","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Communications","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Communications","EO","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Communications","EO","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Communications","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Communications","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Communications","SEO/HEO","Female","55","[c]","34440","33570"
"Leaver Dept.","2023","20-29","Communications","SEO/HEO","Male","30","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Counter Fraud","AA/AO","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Counter Fraud","AA/AO","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Counter Fraud","EO","Female","30","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Counter Fraud","EO","Male","25","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Counter Fraud","SEO/HEO","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Counter Fraud","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Debt","AA/AO","Female","50","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Debt","AA/AO","Male","25","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Debt","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Debt","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Digital, Data & Technology","AA/AO","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Digital, Data & Technology","AA/AO","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Digital, Data & Technology","EO","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Digital, Data & Technology","EO","Male","20","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Digital, Data & Technology","G6/G7","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Digital, Data & Technology","G6/G7","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Digital, Data & Technology","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Digital, Data & Technology","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Digital, Data & Technology","SEO/HEO","Female","55","[c]","35120","34100"
"Leaver Dept.","2023","20-29","Digital, Data & Technology","SEO/HEO","Male","60","[c]","35700","35240"
"Leaver Dept.","2023","20-29","Digital, Data & Technology","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Digital, Data & Technology","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Finance","AA/AO","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Finance","AA/AO","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Finance","EO","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Finance","EO","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Finance","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Finance","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Finance","SEO/HEO","Female","35","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Finance","SEO/HEO","Male","50","[c]","34490","33250"
"Leaver Dept.","2023","20-29","Grants Management","AA/AO","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Grants Management","AA/AO","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Grants Management","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Grants Management","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Human Resources","AA/AO","Female","20","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Human Resources","AA/AO","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Human Resources","EO","Female","40","[c]","27520","27500"
