"Status","Year","Age","Disability","Parent_department","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","20-29","Declared disabled","Department for Environment, Food and Rural Affairs","Human Resources","5","5","[c]","[c]"
"In post","2023","20-29","Declared disabled","Department for Environment, Food and Rural Affairs","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Department for Environment, Food and Rural Affairs","Operational Delivery","95","95","24110","22150"
"In post","2023","20-29","Declared disabled","Department for Environment, Food and Rural Affairs","Other","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Department for Environment, Food and Rural Affairs","Policy","125","125","36170","33830"
"In post","2023","20-29","Declared disabled","Department for Environment, Food and Rural Affairs","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Department for Environment, Food and Rural Affairs","Property","5","5","[c]","[c]"
"In post","2023","20-29","Declared disabled","Department for Environment, Food and Rural Affairs","Science and Engineering","25","25","[c]","[c]"
"In post","2023","20-29","Declared disabled","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Department for Environment, Food and Rural Affairs","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Department for International Trade","Commercial","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Department for International Trade","Communications","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Department for International Trade","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Department for International Trade","Economics","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Department for International Trade","Finance","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Department for International Trade","Human Resources","10","10","[c]","[c]"
"In post","2023","20-29","Declared disabled","Department for International Trade","International Trade","40","40","39240","38750"
"In post","2023","20-29","Declared disabled","Department for International Trade","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Department for International Trade","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Department for International Trade","Operational Research","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Department for International Trade","Other","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Department for International Trade","Planning","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Department for International Trade","Policy","10","10","[c]","[c]"
"In post","2023","20-29","Declared disabled","Department for International Trade","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Department for International Trade","Security","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Department for International Trade","Social Research","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Department for International Trade","Statistics","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Department for International Trade","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Department for Levelling Up, Housing and Communities","Commercial","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Department for Levelling Up, Housing and Communities","Communications","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Department for Levelling Up, Housing and Communities","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Department for Levelling Up, Housing and Communities","Economics","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Department for Levelling Up, Housing and Communities","Finance","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Department for Levelling Up, Housing and Communities","Human Resources","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Department for Levelling Up, Housing and Communities","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Department for Levelling Up, Housing and Communities","Operational Delivery","10","10","[c]","[c]"
"In post","2023","20-29","Declared disabled","Department for Levelling Up, Housing and Communities","Planning","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Department for Levelling Up, Housing and Communities","Planning Inspectors","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Department for Levelling Up, Housing and Communities","Policy","55","55","40020","34310"
"In post","2023","20-29","Declared disabled","Department for Levelling Up, Housing and Communities","Project Delivery","10","10","[c]","[c]"
"In post","2023","20-29","Declared disabled","Department for Levelling Up, Housing and Communities","Social Research","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Department for Levelling Up, Housing and Communities","Statistics","5","5","[c]","[c]"
"In post","2023","20-29","Declared disabled","Department for Transport","Commercial","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Department for Transport","Communications","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Department for Transport","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Department for Transport","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Department for Transport","Digital, Data and Technology","5","5","[c]","[c]"
"In post","2023","20-29","Declared disabled","Department for Transport","Economics","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Department for Transport","Finance","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Department for Transport","Human Resources","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Department for Transport","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Department for Transport","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Department for Transport","International Trade","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Department for Transport","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Department for Transport","Medicine","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Department for Transport","Operational Delivery","40","40","24280","22500"
"In post","2023","20-29","Declared disabled","Department for Transport","Operational Research","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Department for Transport","Other","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Department for Transport","Planning","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Department for Transport","Policy","30","30","[c]","[c]"
"In post","2023","20-29","Declared disabled","Department for Transport","Project Delivery","5","5","[c]","[c]"
"In post","2023","20-29","Declared disabled","Department for Transport","Property","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Department for Transport","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Department for Transport","Security","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Department for Transport","Social Research","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Department for Transport","Statistics","5","5","[c]","[c]"
"In post","2023","20-29","Declared disabled","Department for Transport","Unknown","5","5","[c]","[c]"
"In post","2023","20-29","Declared disabled","Department for Work and Pensions","Commercial","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Department for Work and Pensions","Communications","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Department for Work and Pensions","Counter Fraud","90","85","28910","28120"
"In post","2023","20-29","Declared disabled","Department for Work and Pensions","Digital, Data and Technology","30","30","36660","34170"
"In post","2023","20-29","Declared disabled","Department for Work and Pensions","Economics","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Department for Work and Pensions","Finance","15","15","[c]","[c]"
"In post","2023","20-29","Declared disabled","Department for Work and Pensions","Human Resources","10","10","[c]","[c]"
"In post","2023","20-29","Declared disabled","Department for Work and Pensions","Knowledge and Information Management","5","5","[c]","[c]"
"In post","2023","20-29","Declared disabled","Department for Work and Pensions","Operational Delivery","825","800","26440","28120"
"In post","2023","20-29","Declared disabled","Department for Work and Pensions","Operational Research","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Department for Work and Pensions","Other","60","55","23290","21690"
"In post","2023","20-29","Declared disabled","Department for Work and Pensions","Policy","30","30","40350","38810"
"In post","2023","20-29","Declared disabled","Department for Work and Pensions","Project Delivery","15","15","[c]","[c]"
"In post","2023","20-29","Declared disabled","Department for Work and Pensions","Property","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Department for Work and Pensions","Psychology","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Department for Work and Pensions","Science and Engineering","10","10","[c]","[c]"
"In post","2023","20-29","Declared disabled","Department for Work and Pensions","Security","10","10","[c]","[c]"
"In post","2023","20-29","Declared disabled","Department for Work and Pensions","Social Research","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Department for Work and Pensions","Statistics","10","10","[c]","[c]"
"In post","2023","20-29","Declared disabled","Department for Work and Pensions","Unknown","15","15","[c]","[c]"
"In post","2023","20-29","Declared disabled","Department of Health and Social Care","Commercial","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Department of Health and Social Care","Communications","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Department of Health and Social Care","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Department of Health and Social Care","Digital, Data and Technology","5","5","[c]","[c]"
"In post","2023","20-29","Declared disabled","Department of Health and Social Care","Economics","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Department of Health and Social Care","Finance","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Department of Health and Social Care","Human Resources","5","5","[c]","[c]"
"In post","2023","20-29","Declared disabled","Department of Health and Social Care","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Department of Health and Social Care","Legal","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Department of Health and Social Care","Medicine","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Department of Health and Social Care","Operational Delivery","20","20","[c]","[c]"
"In post","2023","20-29","Declared disabled","Department of Health and Social Care","Operational Research","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Department of Health and Social Care","Other","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Department of Health and Social Care","Policy","10","10","[c]","[c]"
"In post","2023","20-29","Declared disabled","Department of Health and Social Care","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Department of Health and Social Care","Property","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Department of Health and Social Care","Science and Engineering","15","15","[c]","[c]"
"In post","2023","20-29","Declared disabled","Department of Health and Social Care","Social Research","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Department of Health and Social Care","Statistics","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Department of Health and Social Care","Tax","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Department of Health and Social Care","Unknown","30","30","38690","34520"
"In post","2023","20-29","Declared disabled","Estyn","Communications","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Estyn","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Estyn","Statistics","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Food Standards Agency","Commercial","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Food Standards Agency","Communications","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Food Standards Agency","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Food Standards Agency","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Food Standards Agency","Economics","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Food Standards Agency","Finance","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Food Standards Agency","Human Resources","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Food Standards Agency","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Food Standards Agency","International Trade","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Food Standards Agency","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Food Standards Agency","Legal","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Food Standards Agency","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Food Standards Agency","Operational Research","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Food Standards Agency","Policy","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Food Standards Agency","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Food Standards Agency","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Food Standards Agency","Social Research","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Food Standards Agency","Statistics","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Food Standards Agency","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Foreign, Commonwealth and Development Office","Commercial","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Foreign, Commonwealth and Development Office","Communications","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Foreign, Commonwealth and Development Office","Digital, Data and Technology","5","5","[c]","[c]"
"In post","2023","20-29","Declared disabled","Foreign, Commonwealth and Development Office","Economics","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Foreign, Commonwealth and Development Office","Finance","5","5","[c]","[c]"
"In post","2023","20-29","Declared disabled","Foreign, Commonwealth and Development Office","Human Resources","5","5","[c]","[c]"
"In post","2023","20-29","Declared disabled","Foreign, Commonwealth and Development Office","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Foreign, Commonwealth and Development Office","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Foreign, Commonwealth and Development Office","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Foreign, Commonwealth and Development Office","Legal","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Foreign, Commonwealth and Development Office","Operational Delivery","5","5","[c]","[c]"
"In post","2023","20-29","Declared disabled","Foreign, Commonwealth and Development Office","Other","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Foreign, Commonwealth and Development Office","Policy","55","55","36390","36620"
"In post","2023","20-29","Declared disabled","Foreign, Commonwealth and Development Office","Project Delivery","10","10","[c]","[c]"
"In post","2023","20-29","Declared disabled","Foreign, Commonwealth and Development Office","Property","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Foreign, Commonwealth and Development Office","Security","15","15","[c]","[c]"
"In post","2023","20-29","Declared disabled","Foreign, Commonwealth and Development Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","HM Land Registry","Commercial","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","HM Land Registry","Communications","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","HM Land Registry","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","HM Land Registry","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","HM Land Registry","Finance","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","HM Land Registry","Human Resources","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","HM Land Registry","Legal","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","HM Land Registry","Operational Delivery","55","55","26090","23390"
"In post","2023","20-29","Declared disabled","HM Land Registry","Other","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","HM Land Registry","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","HM Land Registry","Property","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","HM Revenue and Customs","Commercial","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","HM Revenue and Customs","Communications","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","HM Revenue and Customs","Counter Fraud","10","10","[c]","[c]"
"In post","2023","20-29","Declared disabled","HM Revenue and Customs","Digital, Data and Technology","30","30","[c]","[c]"
"In post","2023","20-29","Declared disabled","HM Revenue and Customs","Economics","5","5","[c]","[c]"
"In post","2023","20-29","Declared disabled","HM Revenue and Customs","Finance","10","5","[c]","[c]"
"In post","2023","20-29","Declared disabled","HM Revenue and Customs","Human Resources","15","15","[c]","[c]"
"In post","2023","20-29","Declared disabled","HM Revenue and Customs","Intelligence Analysis","5","5","[c]","[c]"
"In post","2023","20-29","Declared disabled","HM Revenue and Customs","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","HM Revenue and Customs","International Trade","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","HM Revenue and Customs","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","HM Revenue and Customs","Legal","10","10","[c]","[c]"
"In post","2023","20-29","Declared disabled","HM Revenue and Customs","Operational Delivery","210","205","25680","22520"
"In post","2023","20-29","Declared disabled","HM Revenue and Customs","Operational Research","5","5","[c]","[c]"
"In post","2023","20-29","Declared disabled","HM Revenue and Customs","Other","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","HM Revenue and Customs","Policy","5","5","[c]","[c]"
"In post","2023","20-29","Declared disabled","HM Revenue and Customs","Project Delivery","15","15","[c]","[c]"
"In post","2023","20-29","Declared disabled","HM Revenue and Customs","Property","20","20","[c]","[c]"
"In post","2023","20-29","Declared disabled","HM Revenue and Customs","Security","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","HM Revenue and Customs","Social Research","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","HM Revenue and Customs","Statistics","5","5","[c]","[c]"
"In post","2023","20-29","Declared disabled","HM Revenue and Customs","Tax","145","140","31630","28130"
"In post","2023","20-29","Declared disabled","HM Revenue and Customs","Unknown","85","80","35000","34400"
"In post","2023","20-29","Declared disabled","HM Treasury","Communications","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","HM Treasury","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","HM Treasury","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","HM Treasury","Economics","10","10","[c]","[c]"
"In post","2023","20-29","Declared disabled","HM Treasury","Finance","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","HM Treasury","Human Resources","5","5","[c]","[c]"
"In post","2023","20-29","Declared disabled","HM Treasury","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","HM Treasury","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","HM Treasury","Legal","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","HM Treasury","Operational Delivery","5","5","[c]","[c]"
"In post","2023","20-29","Declared disabled","HM Treasury","Other","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","HM Treasury","Policy","65","65","37900","33820"
"In post","2023","20-29","Declared disabled","HM Treasury","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","HM Treasury","Statistics","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Home Office","Commercial","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Home Office","Communications","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Home Office","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Home Office","Digital, Data and Technology","10","10","[c]","[c]"
"In post","2023","20-29","Declared disabled","Home Office","Economics","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Home Office","Finance","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Home Office","Human Resources","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Home Office","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Home Office","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Home Office","Operational Delivery","135","135","26290","25880"
"In post","2023","20-29","Declared disabled","Home Office","Operational Research","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Home Office","Other","10","10","[c]","[c]"
"In post","2023","20-29","Declared disabled","Home Office","Policy","25","25","[c]","[c]"
"In post","2023","20-29","Declared disabled","Home Office","Project Delivery","10","10","[c]","[c]"
"In post","2023","20-29","Declared disabled","Home Office","Property","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Home Office","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Home Office","Security","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Home Office","Social Research","5","5","[c]","[c]"
"In post","2023","20-29","Declared disabled","Home Office","Statistics","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Home Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Ministry of Defence","Commercial","30","30","29970","27470"
"In post","2023","20-29","Declared disabled","Ministry of Defence","Communications","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Ministry of Defence","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Ministry of Defence","Digital, Data and Technology","30","30","31770","30260"
"In post","2023","20-29","Declared disabled","Ministry of Defence","Finance","25","25","[c]","[c]"
"In post","2023","20-29","Declared disabled","Ministry of Defence","Geography","5","5","[c]","[c]"
"In post","2023","20-29","Declared disabled","Ministry of Defence","Human Resources","25","25","[c]","[c]"
"In post","2023","20-29","Declared disabled","Ministry of Defence","Intelligence Analysis","20","20","[c]","[c]"
"In post","2023","20-29","Declared disabled","Ministry of Defence","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Ministry of Defence","Knowledge and Information Management","10","10","[c]","[c]"
"In post","2023","20-29","Declared disabled","Ministry of Defence","Legal","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Ministry of Defence","Medicine","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Ministry of Defence","Operational Delivery","60","60","25680","22220"
"In post","2023","20-29","Declared disabled","Ministry of Defence","Operational Research","20","20","[c]","[c]"
"In post","2023","20-29","Declared disabled","Ministry of Defence","Other","45","45","28120","27210"
"In post","2023","20-29","Declared disabled","Ministry of Defence","Policy","25","25","[c]","[c]"
"In post","2023","20-29","Declared disabled","Ministry of Defence","Project Delivery","65","65","33320","32500"
"In post","2023","20-29","Declared disabled","Ministry of Defence","Property","5","5","[c]","[c]"
"In post","2023","20-29","Declared disabled","Ministry of Defence","Psychology","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Ministry of Defence","Science and Engineering","215","215","31270","30650"
"In post","2023","20-29","Declared disabled","Ministry of Defence","Security","35","35","30740","29840"
"In post","2023","20-29","Declared disabled","Ministry of Defence","Statistics","10","10","[c]","[c]"
"In post","2023","20-29","Declared disabled","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Ministry of Justice","Commercial","10","10","[c]","[c]"
"In post","2023","20-29","Declared disabled","Ministry of Justice","Communications","5","5","[c]","[c]"
"In post","2023","20-29","Declared disabled","Ministry of Justice","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Ministry of Justice","Digital, Data and Technology","10","10","[c]","[c]"
"In post","2023","20-29","Declared disabled","Ministry of Justice","Economics","5","5","[c]","[c]"
"In post","2023","20-29","Declared disabled","Ministry of Justice","Finance","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Ministry of Justice","Human Resources","20","20","[c]","[c]"
"In post","2023","20-29","Declared disabled","Ministry of Justice","Intelligence Analysis","5","5","[c]","[c]"
"In post","2023","20-29","Declared disabled","Ministry of Justice","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Ministry of Justice","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Ministry of Justice","Legal","5","5","[c]","[c]"
"In post","2023","20-29","Declared disabled","Ministry of Justice","Operational Delivery","1295","1265","27470","25830"
"In post","2023","20-29","Declared disabled","Ministry of Justice","Operational Research","5","5","[c]","[c]"
"In post","2023","20-29","Declared disabled","Ministry of Justice","Other","5","5","[c]","[c]"
"In post","2023","20-29","Declared disabled","Ministry of Justice","Policy","30","30","[c]","[c]"
"In post","2023","20-29","Declared disabled","Ministry of Justice","Project Delivery","5","5","[c]","[c]"
"In post","2023","20-29","Declared disabled","Ministry of Justice","Property","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Ministry of Justice","Psychology","30","30","[c]","[c]"
"In post","2023","20-29","Declared disabled","Ministry of Justice","Security","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Ministry of Justice","Social Research","5","5","[c]","[c]"
"In post","2023","20-29","Declared disabled","Ministry of Justice","Statistics","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","National Crime Agency","Commercial","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","National Crime Agency","Communications","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","National Crime Agency","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","National Crime Agency","Finance","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","National Crime Agency","Human Resources","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","National Crime Agency","Legal","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","National Crime Agency","Operational Delivery","25","25","[c]","[c]"
"In post","2023","20-29","Declared disabled","National Crime Agency","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","National Crime Agency","Property","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","National Crime Agency","Security","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Northern Ireland Office","Communications","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Northern Ireland Office","Economics","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Northern Ireland Office","Finance","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Northern Ireland Office","Human Resources","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Northern Ireland Office","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Northern Ireland Office","Other","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Northern Ireland Office","Policy","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Northern Ireland Office","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Office for Standards in Education, Children's Services and Skills","Commercial","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Office for Standards in Education, Children's Services and Skills","Communications","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Office for Standards in Education, Children's Services and Skills","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Office for Standards in Education, Children's Services and Skills","Finance","[c]","[c]","[c]","[c]"
