"Status","Year","Age","Disability","Parent_department","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","16-19","Declared non-disabled","Scottish Government","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Scottish Government","Operational Delivery","10","10","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Scottish Government","Other","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Scottish Government","Unknown","15","15","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","The National Archives","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","UK Export Finance","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","UK Statistics Authority","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","UK Statistics Authority","Economics","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","UK Statistics Authority","Human Resources","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","UK Statistics Authority","Operational Delivery","5","5","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","UK Statistics Authority","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","UK Statistics Authority","Statistics","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Welsh Government","Human Resources","5","5","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Welsh Government","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Undeclared","Attorney General's Departments","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Undeclared","Department for Transport","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Undeclared","Department for Work and Pensions","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Undeclared","Department for Work and Pensions","Policy","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Undeclared","Foreign, Commonwealth and Development Office","Property","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Undeclared","Foreign, Commonwealth and Development Office","Security","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Undeclared","HM Revenue and Customs","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Undeclared","Ministry of Justice","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Undeclared","Office of Rail and Road","Policy","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Undeclared","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Undeclared","UK Statistics Authority","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Attorney General's Departments","Finance","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Attorney General's Departments","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Attorney General's Departments","Legal","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Attorney General's Departments","Operational Delivery","5","5","[c]","[c]"
"In post","2023","16-19","Unknown","Cabinet Office","Unknown","10","10","[c]","[c]"
"In post","2023","16-19","Unknown","Department for Business, Energy and Industrial Strategy","Economics","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Department for Business, Energy and Industrial Strategy","Human Resources","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Department for Business, Energy and Industrial Strategy","Operational Delivery","5","5","[c]","[c]"
"In post","2023","16-19","Unknown","Department for Education","Finance","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Department for Education","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Department for Education","Policy","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Department for Education","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Department for Environment, Food and Rural Affairs","Operational Delivery","5","5","[c]","[c]"
"In post","2023","16-19","Unknown","Department for Environment, Food and Rural Affairs","Policy","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Department for Environment, Food and Rural Affairs","Property","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Department for Environment, Food and Rural Affairs","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Department for International Trade","Economics","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Department for International Trade","International Trade","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Department for International Trade","Policy","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Department for International Trade","Social Research","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Department for Levelling Up, Housing and Communities","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Department for Transport","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Department for Transport","Human Resources","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Department for Transport","Operational Delivery","35","30","20550","19000"
"In post","2023","16-19","Unknown","Department for Transport","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Department for Transport","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Department for Work and Pensions","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Department for Work and Pensions","Operational Delivery","5","5","[c]","[c]"
"In post","2023","16-19","Unknown","Department for Work and Pensions","Other","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Department for Work and Pensions","Policy","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Department of Health and Social Care","Communications","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Department of Health and Social Care","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Department of Health and Social Care","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Department of Health and Social Care","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Department of Health and Social Care","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Food Standards Agency","Economics","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Foreign, Commonwealth and Development Office","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Foreign, Commonwealth and Development Office","Finance","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Foreign, Commonwealth and Development Office","Other","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Foreign, Commonwealth and Development Office","Property","10","10","[c]","[c]"
"In post","2023","16-19","Unknown","Foreign, Commonwealth and Development Office","Security","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","HM Land Registry","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","HM Land Registry","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","HM Revenue and Customs","Communications","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","HM Revenue and Customs","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","HM Revenue and Customs","Finance","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","HM Revenue and Customs","Legal","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","HM Revenue and Customs","Operational Delivery","55","55","22680","22520"
"In post","2023","16-19","Unknown","HM Revenue and Customs","Operational Research","5","5","[c]","[c]"
"In post","2023","16-19","Unknown","HM Revenue and Customs","Property","10","10","[c]","[c]"
"In post","2023","16-19","Unknown","HM Revenue and Customs","Tax","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","HM Revenue and Customs","Unknown","5","5","[c]","[c]"
"In post","2023","16-19","Unknown","HM Treasury","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Home Office","Commercial","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Home Office","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Home Office","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Home Office","Economics","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Home Office","Operational Delivery","125","120","23740","22400"
"In post","2023","16-19","Unknown","Home Office","Other","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Home Office","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Home Office","Statistics","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Ministry of Defence","Commercial","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Ministry of Defence","Communications","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Ministry of Defence","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Ministry of Defence","Finance","15","15","[c]","[c]"
"In post","2023","16-19","Unknown","Ministry of Defence","Human Resources","5","5","[c]","[c]"
"In post","2023","16-19","Unknown","Ministry of Defence","Operational Delivery","25","25","[c]","[c]"
"In post","2023","16-19","Unknown","Ministry of Defence","Operational Research","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Ministry of Defence","Other","40","40","19780","17960"
"In post","2023","16-19","Unknown","Ministry of Defence","Policy","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Ministry of Defence","Project Delivery","5","5","[c]","[c]"
"In post","2023","16-19","Unknown","Ministry of Defence","Property","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Ministry of Defence","Science and Engineering","80","80","19530","18780"
"In post","2023","16-19","Unknown","Ministry of Defence","Security","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Ministry of Defence","Statistics","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Ministry of Justice","Operational Delivery","125","120","25530","23230"
"In post","2023","16-19","Unknown","National Crime Agency","Human Resources","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","National Crime Agency","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Northern Ireland Office","Communications","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Office of the Secretary of State for Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Scottish Government","Commercial","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Scottish Government","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Scottish Government","Operational Delivery","10","10","[c]","[c]"
"In post","2023","16-19","Unknown","Scottish Government","Other","5","5","[c]","[c]"
"In post","2023","16-19","Unknown","Scottish Government","Unknown","30","30","22860","22180"
"In post","2023","16-19","Unknown","The National Archives","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","UK Statistics Authority","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","UK Statistics Authority","Economics","5","5","[c]","[c]"
"In post","2023","16-19","Unknown","UK Statistics Authority","Operational Delivery","5","5","[c]","[c]"
"In post","2023","16-19","Unknown","UK Statistics Authority","Statistics","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Welsh Government","Human Resources","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Attorney General's Departments","Commercial","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Attorney General's Departments","Communications","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Attorney General's Departments","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Attorney General's Departments","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Attorney General's Departments","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Attorney General's Departments","Finance","10","10","[c]","[c]"
"In post","2023","20-29","Declared disabled","Attorney General's Departments","Human Resources","[c]","[c]","[c]","[c]"
