"Status","Year","Age","Function_of_post","Parent_department","Region_ITL2","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","40-49","Unknown","Scottish Government","Overseas","5","5","[c]","[c]"
"In post","2023","40-49","Unknown","Scottish Government","Southern Scotland","270","250","35060","31940"
"In post","2023","40-49","Unknown","Scottish Government","West Central Scotland","1320","1270","44760","41640"
"In post","2023","40-49","Unknown","Welsh Government","East Wales","1060","1000","48620","49370"
"In post","2023","40-49","Unknown","Welsh Government","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Unknown","Welsh Government","Overseas","5","5","[c]","[c]"
"In post","2023","40-49","Unknown","Welsh Government","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Unknown","Welsh Government","West Wales and The Valleys","720","695","43080","39690"
"In post","2023","50-59","Analysis","Attorney General's Departments","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Analysis","Attorney General's Departments","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Analysis","Cabinet Office","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Analysis","Cabinet Office","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Analysis","Cabinet Office","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Analysis","Chancellor's other departments","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Analysis","Chancellor's other departments","Inner London - West","20","15","94060","91260"
"In post","2023","50-59","Analysis","Chancellor's other departments","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Analysis","Competition and Markets Authority","Inner London - East","20","20","75620","62420"
"In post","2023","50-59","Analysis","Department for Business, Energy and Industrial Strategy","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Analysis","Department for Business, Energy and Industrial Strategy","Devon","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Analysis","Department for Business, Energy and Industrial Strategy","East Wales","5","5","[c]","[c]"
"In post","2023","50-59","Analysis","Department for Business, Energy and Industrial Strategy","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Analysis","Department for Business, Energy and Industrial Strategy","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Analysis","Department for Business, Energy and Industrial Strategy","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Analysis","Department for Business, Energy and Industrial Strategy","Inner London - West","20","20","57870","59370"
"In post","2023","50-59","Analysis","Department for Business, Energy and Industrial Strategy","West Midlands","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Analysis","Department for Digital, Culture, Media and Sport","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Analysis","Department for Digital, Culture, Media and Sport","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Analysis","Department for Education","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Analysis","Department for Education","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Analysis","Department for Education","Greater Manchester","5","5","[c]","[c]"
"In post","2023","50-59","Analysis","Department for Education","Inner London - West","30","30","53480","47410"
"In post","2023","50-59","Analysis","Department for Education","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Analysis","Department for Education","South Yorkshire","20","20","47040","47560"
"In post","2023","50-59","Analysis","Department for Education","Tees Valley and Durham","15","15","38880","37730"
"In post","2023","50-59","Analysis","Department for Education","West Midlands","5","5","[c]","[c]"
"In post","2023","50-59","Analysis","Department for Environment, Food and Rural Affairs","Cheshire","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Analysis","Department for Environment, Food and Rural Affairs","Cumbria","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Analysis","Department for Environment, Food and Rural Affairs","Devon","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Analysis","Department for Environment, Food and Rural Affairs","Dorset and Somerset","25","25","43420","41120"
"In post","2023","50-59","Analysis","Department for Environment, Food and Rural Affairs","East Anglia","75","75","41570","37310"
"In post","2023","50-59","Analysis","Department for Environment, Food and Rural Affairs","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Analysis","Department for Environment, Food and Rural Affairs","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Analysis","Department for Environment, Food and Rural Affairs","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Analysis","Department for International Trade","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Analysis","Department for International Trade","Inner London - West","15","15","52100","55500"
"In post","2023","50-59","Analysis","Department for Levelling Up, Housing and Communities","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Analysis","Department for Levelling Up, Housing and Communities","Inner London - West","20","20","56130","62170"
"In post","2023","50-59","Analysis","Department for Levelling Up, Housing and Communities","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Analysis","Department for Levelling Up, Housing and Communities","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Analysis","Department for Levelling Up, Housing and Communities","West Midlands","5","5","[c]","[c]"
"In post","2023","50-59","Analysis","Department for Transport","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Analysis","Department for Transport","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Analysis","Department for Transport","Devon","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Analysis","Department for Transport","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Analysis","Department for Transport","East Wales","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Analysis","Department for Transport","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Analysis","Department for Transport","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Analysis","Department for Transport","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Analysis","Department for Transport","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Analysis","Department for Transport","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Analysis","Department for Transport","Inner London - West","25","20","58080","59310"
"In post","2023","50-59","Analysis","Department for Transport","Kent","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Analysis","Department for Transport","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Analysis","Department for Transport","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Analysis","Department for Transport","West Midlands","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Analysis","Department for Transport","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Analysis","Department for Work and Pensions","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Analysis","Department for Work and Pensions","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Analysis","Department for Work and Pensions","Cheshire","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Analysis","Department for Work and Pensions","Derbyshire and Nottinghamshire","10","10","38750","36380"
"In post","2023","50-59","Analysis","Department for Work and Pensions","Devon","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Analysis","Department for Work and Pensions","East Anglia","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Analysis","Department for Work and Pensions","Essex","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Analysis","Department for Work and Pensions","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Analysis","Department for Work and Pensions","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Analysis","Department for Work and Pensions","Inner London - West","35","35","61460","63220"
"In post","2023","50-59","Analysis","Department for Work and Pensions","Kent","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Analysis","Department for Work and Pensions","Lancashire","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Analysis","Department for Work and Pensions","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Analysis","Department for Work and Pensions","Merseyside","10","10","47720","46280"
"In post","2023","50-59","Analysis","Department for Work and Pensions","Northumberland, and Tyne and Wear","15","15","47090","49650"
"In post","2023","50-59","Analysis","Department for Work and Pensions","South Yorkshire","30","30","57400","57610"
"In post","2023","50-59","Analysis","Department for Work and Pensions","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Analysis","Department for Work and Pensions","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Analysis","Department for Work and Pensions","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Analysis","Department for Work and Pensions","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Analysis","Department for Work and Pensions","West Yorkshire","5","5","[c]","[c]"
"In post","2023","50-59","Analysis","Department of Health and Social Care","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Analysis","Department of Health and Social Care","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Analysis","Department of Health and Social Care","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Analysis","Department of Health and Social Care","Inner London - East","10","10","38850","28960"
"In post","2023","50-59","Analysis","Department of Health and Social Care","Inner London - West","10","10","[c]","[c]"
"In post","2023","50-59","Analysis","Department of Health and Social Care","Merseyside","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Analysis","Department of Health and Social Care","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Analysis","Department of Health and Social Care","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Analysis","Department of Health and Social Care","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Analysis","Department of Health and Social Care","West Yorkshire","5","5","[c]","[c]"
"In post","2023","50-59","Analysis","Food Standards Agency","Essex","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Analysis","Food Standards Agency","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Analysis","Food Standards Agency","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Analysis","Food Standards Agency","Kent","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Analysis","Foreign, Commonwealth and Development Office","Inner London - West","5","5","[c]","[c]"
"In post","2023","50-59","Analysis","Foreign, Commonwealth and Development Office","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Analysis","HM Land Registry","Devon","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Analysis","HM Land Registry","Lancashire","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Analysis","HM Land Registry","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Analysis","HM Land Registry","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Analysis","HM Land Registry","West Midlands","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Analysis","HM Revenue and Customs","Devon","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Analysis","HM Revenue and Customs","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Analysis","HM Revenue and Customs","Greater Manchester","10","10","46980","49690"
"In post","2023","50-59","Analysis","HM Revenue and Customs","Inner London - East","20","20","56710","46840"
"In post","2023","50-59","Analysis","HM Revenue and Customs","Inner London - West","35","30","57190","48570"
"In post","2023","50-59","Analysis","HM Revenue and Customs","Lancashire","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Analysis","HM Revenue and Customs","Merseyside","15","15","50310","42510"
"In post","2023","50-59","Analysis","HM Revenue and Customs","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Analysis","HM Revenue and Customs","Outer London - South","10","10","[c]","[c]"
"In post","2023","50-59","Analysis","HM Revenue and Customs","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Analysis","HM Revenue and Customs","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Analysis","HM Revenue and Customs","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Analysis","HM Treasury","Inner London - West","10","10","[c]","[c]"
"In post","2023","50-59","Analysis","HM Treasury","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Analysis","Home Office","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Analysis","Home Office","East Wales","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Analysis","Home Office","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Analysis","Home Office","Inner London - West","25","25","60860","61200"
"In post","2023","50-59","Analysis","Home Office","Merseyside","5","5","[c]","[c]"
"In post","2023","50-59","Analysis","Home Office","Outer London - South","10","10","43910","38150"
"In post","2023","50-59","Analysis","Home Office","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Analysis","Home Office","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Analysis","Ministry of Defence","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Analysis","Ministry of Defence","Devon","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Analysis","Ministry of Defence","Gloucestershire, Wiltshire and Bath/Bristol area","100","95","52130","49260"
"In post","2023","50-59","Analysis","Ministry of Defence","Hampshire and Isle of Wight","105","100","51500","49260"
"In post","2023","50-59","Analysis","Ministry of Defence","Inner London - West","10","10","56460","47200"
"In post","2023","50-59","Analysis","Ministry of Defence","Kent","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Analysis","Ministry of Defence","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Analysis","Ministry of Defence","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Analysis","Ministry of Justice","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Analysis","Ministry of Justice","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Analysis","Ministry of Justice","Devon","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Analysis","Ministry of Justice","East Wales","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Analysis","Ministry of Justice","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Analysis","Ministry of Justice","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Analysis","Ministry of Justice","Inner London - East","40","35","54580","55900"
"In post","2023","50-59","Analysis","Ministry of Justice","Inner London - West","20","15","52750","51890"
"In post","2023","50-59","Analysis","Ministry of Justice","Lancashire","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Analysis","Ministry of Justice","Merseyside","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Analysis","Ministry of Justice","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Analysis","Ministry of Justice","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Analysis","Ministry of Justice","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Analysis","Ministry of Justice","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Analysis","Office for Standards in Education, Children's Services and Skills","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Analysis","Office for Standards in Education, Children's Services and Skills","Gloucestershire, Wiltshire and Bath/Bristol area","10","10","[c]","[c]"
"In post","2023","50-59","Analysis","Office for Standards in Education, Children's Services and Skills","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Analysis","Office for Standards in Education, Children's Services and Skills","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Analysis","Office for Standards in Education, Children's Services and Skills","Inner London - West","5","5","[c]","[c]"
"In post","2023","50-59","Analysis","Office of Gas and Electricity Markets","Inner London - East","10","10","62910","60000"
"In post","2023","50-59","Analysis","Office of Gas and Electricity Markets","West Central Scotland","5","5","[c]","[c]"
"In post","2023","50-59","Analysis","Office of Rail and Road","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Analysis","Office of Rail and Road","Inner London - East","5","5","[c]","[c]"
"In post","2023","50-59","Analysis","Office of Rail and Road","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Analysis","Scottish Government","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Analysis","Scottish Government","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Analysis","UK Export Finance","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Analysis","UK Statistics Authority","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Analysis","UK Statistics Authority","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Analysis","UK Statistics Authority","East Wales","125","120","41480","37760"
"In post","2023","50-59","Analysis","UK Statistics Authority","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Analysis","UK Statistics Authority","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Analysis","UK Statistics Authority","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Analysis","UK Statistics Authority","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Analysis","UK Statistics Authority","Hampshire and Isle of Wight","65","60","45920","39300"
"In post","2023","50-59","Analysis","UK Statistics Authority","Inner London - West","15","15","77220","64370"
"In post","2023","50-59","Analysis","UK Statistics Authority","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Analysis","UK Statistics Authority","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Analysis","UK Statistics Authority","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Analysis","UK Statistics Authority","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Analysis","Water Services Regulation Authority","Inner London - East","5","5","[c]","[c]"
"In post","2023","50-59","Analysis","Water Services Regulation Authority","West Midlands","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Analysis","Welsh Government","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Commercial","Attorney General's Departments","Devon","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Commercial","Attorney General's Departments","Essex","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Commercial","Attorney General's Departments","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Commercial","Attorney General's Departments","Inner London - West","5","5","[c]","[c]"
"In post","2023","50-59","Commercial","Attorney General's Departments","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Commercial","Attorney General's Departments","West Midlands","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Commercial","Attorney General's Departments","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Commercial","Cabinet Office","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Commercial","Cabinet Office","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Commercial","Cabinet Office","Cumbria","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Commercial","Cabinet Office","Derbyshire and Nottinghamshire","5","5","[c]","[c]"
"In post","2023","50-59","Commercial","Cabinet Office","Devon","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Commercial","Cabinet Office","East Anglia","35","35","59360","52790"
"In post","2023","50-59","Commercial","Cabinet Office","East Wales","20","20","44850","40450"
"In post","2023","50-59","Commercial","Cabinet Office","Gloucestershire, Wiltshire and Bath/Bristol area","40","40","87380","74920"
"In post","2023","50-59","Commercial","Cabinet Office","Greater Manchester","35","35","67120","66270"
"In post","2023","50-59","Commercial","Cabinet Office","Hampshire and Isle of Wight","25","25","70630","70280"
"In post","2023","50-59","Commercial","Cabinet Office","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Commercial","Cabinet Office","Inner London - East","20","20","63420","60780"
"In post","2023","50-59","Commercial","Cabinet Office","Inner London - West","210","205","84320","69870"
"In post","2023","50-59","Commercial","Cabinet Office","Kent","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Commercial","Cabinet Office","Lancashire","20","20","61800","60960"
"In post","2023","50-59","Commercial","Cabinet Office","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Commercial","Cabinet Office","Merseyside","50","50","51420","42630"
"In post","2023","50-59","Commercial","Cabinet Office","North Yorkshire","10","10","[c]","[c]"
"In post","2023","50-59","Commercial","Cabinet Office","Northumberland, and Tyne and Wear","10","10","65630","63430"
"In post","2023","50-59","Commercial","Cabinet Office","Outer London - South","5","5","[c]","[c]"
"In post","2023","50-59","Commercial","Cabinet Office","Shropshire and Staffordshire","10","10","81880","66270"
"In post","2023","50-59","Commercial","Cabinet Office","South Yorkshire","15","15","67350","56000"
"In post","2023","50-59","Commercial","Cabinet Office","Southern Scotland","5","5","[c]","[c]"
"In post","2023","50-59","Commercial","Cabinet Office","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Commercial","Cabinet Office","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Commercial","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Commercial","Cabinet Office","West Central Scotland","15","15","72590","69650"
"In post","2023","50-59","Commercial","Cabinet Office","West Midlands","20","20","91550","76860"
"In post","2023","50-59","Commercial","Cabinet Office","West Yorkshire","25","25","73740","66270"
"In post","2023","50-59","Commercial","Chancellor's other departments","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Commercial","Chancellor's other departments","Lancashire","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Commercial","Competition and Markets Authority","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Commercial","Department for Business, Energy and Industrial Strategy","Devon","40","40","46320","47960"
"In post","2023","50-59","Commercial","Department for Business, Energy and Industrial Strategy","East Wales","5","5","[c]","[c]"
"In post","2023","50-59","Commercial","Department for Business, Energy and Industrial Strategy","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Commercial","Department for Business, Energy and Industrial Strategy","Inner London - West","10","10","[c]","[c]"
"In post","2023","50-59","Commercial","Department for Business, Energy and Industrial Strategy","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Commercial","Department for Business, Energy and Industrial Strategy","Merseyside","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Commercial","Department for Business, Energy and Industrial Strategy","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Commercial","Department for Business, Energy and Industrial Strategy","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Commercial","Department for Business, Energy and Industrial Strategy","West Midlands","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Commercial","Department for Business, Energy and Industrial Strategy","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Commercial","Department for Digital, Culture, Media and Sport","East Wales","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Commercial","Department for Digital, Culture, Media and Sport","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Commercial","Department for Education","Derbyshire and Nottinghamshire","10","10","[c]","[c]"
"In post","2023","50-59","Commercial","Department for Education","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Commercial","Department for Education","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Commercial","Department for Education","Greater Manchester","10","10","42080","37740"
"In post","2023","50-59","Commercial","Department for Education","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Commercial","Department for Education","Inner London - West","5","5","[c]","[c]"
"In post","2023","50-59","Commercial","Department for Education","Lancashire","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Commercial","Department for Education","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Commercial","Department for Education","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Commercial","Department for Education","South Yorkshire","15","15","43810","42050"
"In post","2023","50-59","Commercial","Department for Education","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Commercial","Department for Education","Tees Valley and Durham","5","5","[c]","[c]"
"In post","2023","50-59","Commercial","Department for Education","West Midlands","10","10","[c]","[c]"
"In post","2023","50-59","Commercial","Department for Education","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Commercial","Department for Environment, Food and Rural Affairs","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Commercial","Department for Environment, Food and Rural Affairs","Cheshire","5","5","[c]","[c]"
"In post","2023","50-59","Commercial","Department for Environment, Food and Rural Affairs","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Commercial","Department for Environment, Food and Rural Affairs","Derbyshire and Nottinghamshire","5","5","[c]","[c]"
"In post","2023","50-59","Commercial","Department for Environment, Food and Rural Affairs","Devon","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Commercial","Department for Environment, Food and Rural Affairs","East Anglia","5","5","[c]","[c]"
"In post","2023","50-59","Commercial","Department for Environment, Food and Rural Affairs","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Commercial","Department for Environment, Food and Rural Affairs","Essex","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Commercial","Department for Environment, Food and Rural Affairs","Gloucestershire, Wiltshire and Bath/Bristol area","5","5","[c]","[c]"
"In post","2023","50-59","Commercial","Department for Environment, Food and Rural Affairs","Herefordshire, Worcestershire and Warwickshire","10","5","[c]","[c]"
"In post","2023","50-59","Commercial","Department for Environment, Food and Rural Affairs","Inner London - West","5","5","[c]","[c]"
"In post","2023","50-59","Commercial","Department for Environment, Food and Rural Affairs","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Commercial","Department for Environment, Food and Rural Affairs","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Commercial","Department for Environment, Food and Rural Affairs","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Commercial","Department for Environment, Food and Rural Affairs","Surrey, East and West Sussex","10","10","44020","40620"
"In post","2023","50-59","Commercial","Department for Environment, Food and Rural Affairs","West Midlands","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Commercial","Department for Environment, Food and Rural Affairs","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Commercial","Department for Environment, Food and Rural Affairs","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Commercial","Department for International Trade","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Commercial","Department for Levelling Up, Housing and Communities","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
