"Status","Year","Function_of_post","Region_ITL1","Responsibility_level_grouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Security","North East (England)","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","Security","North East (England)","G6/G7","Male","10","10","[c]","[c]"
"In post","2023","Security","North East (England)","SEO/HEO","Female","10","10","[c]","[c]"
"In post","2023","Security","North East (England)","SEO/HEO","Male","20","20","[c]","[c]"
"In post","2023","Security","North West (England)","AA/AO","Female","30","25","23980","21830"
"In post","2023","Security","North West (England)","AA/AO","Male","160","150","25910","21830"
"In post","2023","Security","North West (England)","EO","Female","15","15","[c]","[c]"
"In post","2023","Security","North West (England)","EO","Male","35","35","31620","27930"
"In post","2023","Security","North West (England)","G6/G7","Female","15","15","[c]","[c]"
"In post","2023","Security","North West (England)","G6/G7","Male","15","15","[c]","[c]"
"In post","2023","Security","North West (England)","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Security","North West (England)","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Security","North West (England)","SEO/HEO","Female","50","50","36310","34320"
"In post","2023","Security","North West (England)","SEO/HEO","Male","55","55","38180","38110"
"In post","2023","Security","North West (England)","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","Security","North West (England)","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","Security","Northern Ireland","AA/AO","Female","25","25","[c]","[c]"
"In post","2023","Security","Northern Ireland","AA/AO","Male","330","325","22190","22130"
"In post","2023","Security","Northern Ireland","EO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Security","Northern Ireland","EO","Male","20","20","[c]","[c]"
"In post","2023","Security","Northern Ireland","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","Security","Northern Ireland","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","Security","Northern Ireland","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Security","Northern Ireland","SEO/HEO","Male","10","10","[c]","[c]"
"In post","2023","Security","Overseas","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Security","Overseas","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Security","Overseas","EO","Female","5","5","[c]","[c]"
"In post","2023","Security","Overseas","EO","Male","30","30","[c]","[c]"
"In post","2023","Security","Overseas","G6/G7","Female","5","5","[c]","[c]"
"In post","2023","Security","Overseas","G6/G7","Male","15","15","[c]","[c]"
"In post","2023","Security","Overseas","SEO/HEO","Female","10","10","[c]","[c]"
"In post","2023","Security","Overseas","SEO/HEO","Male","80","80","42790","42140"
"In post","2023","Security","Scotland","AA/AO","Female","200","190","27680","22220"
"In post","2023","Security","Scotland","AA/AO","Male","1025","985","30960","27480"
"In post","2023","Security","Scotland","EO","Female","50","50","29910","27100"
"In post","2023","Security","Scotland","EO","Male","135","130","37830","40880"
"In post","2023","Security","Scotland","G6/G7","Female","10","10","[c]","[c]"
"In post","2023","Security","Scotland","G6/G7","Male","20","20","[c]","[c]"
"In post","2023","Security","Scotland","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Security","Scotland","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Security","Scotland","SEO/HEO","Female","75","70","35610","33020"
"In post","2023","Security","Scotland","SEO/HEO","Male","110","110","40720","34300"
"In post","2023","Security","Scotland","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","Security","Scotland","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","Security","South East (England)","AA/AO","Female","165","160","26700","22220"
"In post","2023","Security","South East (England)","AA/AO","Male","1080","1070","31260","28410"
"In post","2023","Security","South East (England)","EO","Female","65","60","30280","27470"
"In post","2023","Security","South East (England)","EO","Male","170","170","39840","45720"
"In post","2023","Security","South East (England)","G6/G7","Female","20","20","[c]","[c]"
"In post","2023","Security","South East (England)","G6/G7","Male","40","35","59780","57000"
"In post","2023","Security","South East (England)","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Security","South East (England)","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Security","South East (England)","SEO/HEO","Female","90","85","37650","35340"
"In post","2023","Security","South East (England)","SEO/HEO","Male","210","205","42670","41050"
"In post","2023","Security","South East (England)","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","Security","South East (England)","Unknown","Male","5","5","[c]","[c]"
"In post","2023","Security","South West (England)","AA/AO","Female","160","155","25930","22220"
"In post","2023","Security","South West (England)","AA/AO","Male","725","705","27880","24430"
"In post","2023","Security","South West (England)","EO","Female","55","55","27890","27140"
"In post","2023","Security","South West (England)","EO","Male","130","130","32910","27540"
"In post","2023","Security","South West (England)","G6/G7","Female","20","20","[c]","[c]"
"In post","2023","Security","South West (England)","G6/G7","Male","60","60","57350","55470"
"In post","2023","Security","South West (England)","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Security","South West (England)","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Security","South West (England)","SEO/HEO","Female","90","85","36810","37300"
"In post","2023","Security","South West (England)","SEO/HEO","Male","145","140","39840","39500"
"In post","2023","Security","South West (England)","Unknown","Female","10","10","[c]","[c]"
"In post","2023","Security","South West (England)","Unknown","Male","25","25","[c]","[c]"
"In post","2023","Security","Unknown","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Security","Unknown","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Security","Unknown","EO","Female","10","10","[c]","[c]"
"In post","2023","Security","Unknown","EO","Male","35","35","25040","24610"
"In post","2023","Security","Unknown","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","Security","Unknown","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","Security","Unknown","SEO/HEO","Female","10","10","[c]","[c]"
"In post","2023","Security","Unknown","SEO/HEO","Male","10","10","[c]","[c]"
"In post","2023","Security","Wales","AA/AO","Female","35","30","22510","22400"
"In post","2023","Security","Wales","AA/AO","Male","160","160","23630","22220"
"In post","2023","Security","Wales","EO","Female","25","20","[c]","[c]"
"In post","2023","Security","Wales","EO","Male","25","25","[c]","[c]"
"In post","2023","Security","Wales","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","Security","Wales","G6/G7","Male","15","15","[c]","[c]"
"In post","2023","Security","Wales","SEO/HEO","Female","25","25","[c]","[c]"
"In post","2023","Security","Wales","SEO/HEO","Male","45","45","38020","38100"
"In post","2023","Security","West Midlands (England)","AA/AO","Female","30","25","[c]","[c]"
"In post","2023","Security","West Midlands (England)","AA/AO","Male","185","180","28780","22220"
"In post","2023","Security","West Midlands (England)","EO","Female","20","20","[c]","[c]"
"In post","2023","Security","West Midlands (England)","EO","Male","40","40","31320","28120"
"In post","2023","Security","West Midlands (England)","G6/G7","Female","10","10","[c]","[c]"
"In post","2023","Security","West Midlands (England)","G6/G7","Male","15","15","[c]","[c]"
"In post","2023","Security","West Midlands (England)","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Security","West Midlands (England)","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Security","West Midlands (England)","SEO/HEO","Female","30","30","39850","41200"
"In post","2023","Security","West Midlands (England)","SEO/HEO","Male","35","35","38190","35000"
"In post","2023","Security","Yorkshire and The Humber","AA/AO","Female","100","90","24510","21830"
"In post","2023","Security","Yorkshire and The Humber","AA/AO","Male","315","300","29670","27480"
"In post","2023","Security","Yorkshire and The Humber","EO","Female","110","100","26910","27110"
"In post","2023","Security","Yorkshire and The Humber","EO","Male","105","100","30200","27110"
"In post","2023","Security","Yorkshire and The Humber","G6/G7","Female","25","25","[c]","[c]"
"In post","2023","Security","Yorkshire and The Humber","G6/G7","Male","35","30","59540","56870"
"In post","2023","Security","Yorkshire and The Humber","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Security","Yorkshire and The Humber","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Security","Yorkshire and The Humber","SEO/HEO","Female","105","100","35780","34320"
"In post","2023","Security","Yorkshire and The Humber","SEO/HEO","Male","135","130","37350","34320"
"In post","2023","Unknown","East Midlands (England)","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","East Midlands (England)","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","East Midlands (England)","EO","Female","10","10","[c]","[c]"
"In post","2023","Unknown","East Midlands (England)","EO","Male","5","5","[c]","[c]"
"In post","2023","Unknown","East Midlands (England)","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","East Midlands (England)","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","East Midlands (England)","SEO/HEO","Female","10","10","[c]","[c]"
"In post","2023","Unknown","East Midlands (England)","SEO/HEO","Male","5","5","[c]","[c]"
"In post","2023","Unknown","East of England","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","East of England","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","East of England","EO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","East of England","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","East of England","G6/G7","Female","5","5","[c]","[c]"
"In post","2023","Unknown","East of England","G6/G7","Male","10","10","[c]","[c]"
"In post","2023","Unknown","East of England","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","East of England","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","East of England","SEO/HEO","Female","5","5","[c]","[c]"
"In post","2023","Unknown","East of England","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","London","AA/AO","Female","20","20","[c]","[c]"
"In post","2023","Unknown","London","AA/AO","Male","15","15","[c]","[c]"
"In post","2023","Unknown","London","EO","Female","95","95","31100","32520"
"In post","2023","Unknown","London","EO","Male","45","45","30020","30030"
"In post","2023","Unknown","London","G6/G7","Female","290","270","61590","57480"
"In post","2023","Unknown","London","G6/G7","Male","165","160","61030","56080"
"In post","2023","Unknown","London","SCS level","Female","50","50","85040","79730"
"In post","2023","Unknown","London","SCS level","Male","35","35","90110","85270"
"In post","2023","Unknown","London","SEO/HEO","Female","760","750","34460","32960"
"In post","2023","Unknown","London","SEO/HEO","Male","435","435","35360","32960"
"In post","2023","Unknown","London","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","London","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","North East (England)","AA/AO","Female","5","5","[c]","[c]"
"In post","2023","Unknown","North East (England)","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","North East (England)","EO","Female","10","5","[c]","[c]"
"In post","2023","Unknown","North East (England)","EO","Male","5","5","[c]","[c]"
"In post","2023","Unknown","North East (England)","G6/G7","Female","10","10","[c]","[c]"
"In post","2023","Unknown","North East (England)","G6/G7","Male","10","10","[c]","[c]"
"In post","2023","Unknown","North East (England)","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","North East (England)","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","North East (England)","SEO/HEO","Female","25","25","[c]","[c]"
"In post","2023","Unknown","North East (England)","SEO/HEO","Male","25","25","[c]","[c]"
"In post","2023","Unknown","North West (England)","AA/AO","Female","25","25","[c]","[c]"
"In post","2023","Unknown","North West (England)","AA/AO","Male","25","25","[c]","[c]"
"In post","2023","Unknown","North West (England)","EO","Female","10","10","[c]","[c]"
"In post","2023","Unknown","North West (England)","EO","Male","10","10","[c]","[c]"
"In post","2023","Unknown","North West (England)","G6/G7","Female","25","25","[c]","[c]"
"In post","2023","Unknown","North West (England)","G6/G7","Male","20","15","[c]","[c]"
"In post","2023","Unknown","North West (England)","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","North West (England)","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","North West (England)","SEO/HEO","Female","40","40","33160","31440"
"In post","2023","Unknown","North West (England)","SEO/HEO","Male","30","30","33060","32960"
"In post","2023","Unknown","Northern Ireland","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Northern Ireland","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Northern Ireland","EO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Northern Ireland","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Northern Ireland","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Northern Ireland","G6/G7","Male","10","10","[c]","[c]"
"In post","2023","Unknown","Northern Ireland","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Northern Ireland","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Northern Ireland","SEO/HEO","Female","15","15","[c]","[c]"
"In post","2023","Unknown","Northern Ireland","SEO/HEO","Male","20","20","[c]","[c]"
"In post","2023","Unknown","Overseas","EO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Overseas","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Overseas","G6/G7","Female","25","25","[c]","[c]"
"In post","2023","Unknown","Overseas","G6/G7","Male","10","10","[c]","[c]"
"In post","2023","Unknown","Overseas","SCS level","Female","5","5","[c]","[c]"
"In post","2023","Unknown","Overseas","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Overseas","SEO/HEO","Female","10","10","[c]","[c]"
"In post","2023","Unknown","Overseas","SEO/HEO","Male","10","10","[c]","[c]"
"In post","2023","Unknown","Scotland","AA/AO","Female","1980","1825","24630","24890"
"In post","2023","Unknown","Scotland","AA/AO","Male","1755","1715","25720","24890"
"In post","2023","Unknown","Scotland","EO","Female","2100","1985","30250","29450"
"In post","2023","Unknown","Scotland","EO","Male","1530","1505","31110","30440"
"In post","2023","Unknown","Scotland","G6/G7","Female","1945","1840","66200","65280"
"In post","2023","Unknown","Scotland","G6/G7","Male","1500","1475","66910","65280"
"In post","2023","Unknown","Scotland","SCS level","Female","130","125","89620","85200"
"In post","2023","Unknown","Scotland","SCS level","Male","145","140","92070","85200"
"In post","2023","Unknown","Scotland","SEO/HEO","Female","3735","3535","40980","39730"
"In post","2023","Unknown","Scotland","SEO/HEO","Male","2870","2815","42300","41640"
"In post","2023","Unknown","South East (England)","AA/AO","Female","15","15","[c]","[c]"
"In post","2023","Unknown","South East (England)","AA/AO","Male","20","20","[c]","[c]"
"In post","2023","Unknown","South East (England)","EO","Female","35","30","27390","28120"
"In post","2023","Unknown","South East (England)","EO","Male","15","15","[c]","[c]"
"In post","2023","Unknown","South East (England)","G6/G7","Female","75","70","52990","49260"
"In post","2023","Unknown","South East (England)","G6/G7","Male","255","245","54840","49260"
"In post","2023","Unknown","South East (England)","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","South East (England)","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","South East (England)","SEO/HEO","Female","90","85","34810","34540"
"In post","2023","Unknown","South East (England)","SEO/HEO","Male","230","230","33900","30650"
"In post","2023","Unknown","South East (England)","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","South East (England)","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","South West (England)","AA/AO","Female","30","25","20010","19430"
"In post","2023","Unknown","South West (England)","AA/AO","Male","55","55","20590","19430"
"In post","2023","Unknown","South West (England)","EO","Female","35","30","25120","24630"
"In post","2023","Unknown","South West (England)","EO","Male","40","40","25350","24630"
"In post","2023","Unknown","South West (England)","G6/G7","Female","215","205","53650","49260"
"In post","2023","Unknown","South West (England)","G6/G7","Male","480","460","54400","49260"
"In post","2023","Unknown","South West (England)","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","South West (England)","SCS level","Male","10","10","[c]","[c]"
"In post","2023","Unknown","South West (England)","SEO/HEO","Female","265","250","34550","31280"
"In post","2023","Unknown","South West (England)","SEO/HEO","Male","570","565","35040","35600"
"In post","2023","Unknown","Unknown","EO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Unknown","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Unknown","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Unknown","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Unknown","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Unknown","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Unknown","SEO/HEO","Female","5","5","[c]","[c]"
"In post","2023","Unknown","Unknown","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Unknown","Unknown","Female","170","170","38020","36860"
"In post","2023","Unknown","Unknown","Unknown","Male","1530","1530","42380","40530"
"In post","2023","Unknown","Wales","AA/AO","Female","530","480","25030","25620"
"In post","2023","Unknown","Wales","AA/AO","Male","315","300","25140","25620"
"In post","2023","Unknown","Wales","EO","Female","625","575","29790","30610"
"In post","2023","Unknown","Wales","EO","Male","450","440","29890","30610"
"In post","2023","Unknown","Wales","G6/G7","Female","620","585","63930","63900"
"In post","2023","Unknown","Wales","G6/G7","Male","525","505","65230","63900"
"In post","2023","Unknown","Wales","SCS level","Female","80","75","87040","81600"
"In post","2023","Unknown","Wales","SCS level","Male","110","105","92640","83390"
"In post","2023","Unknown","Wales","SEO/HEO","Female","1735","1620","42510","39690"
"In post","2023","Unknown","Wales","SEO/HEO","Male","1015","990","42940","39690"
"In post","2023","Unknown","West Midlands (England)","AA/AO","Female","5","5","[c]","[c]"
"In post","2023","Unknown","West Midlands (England)","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","West Midlands (England)","EO","Female","15","15","[c]","[c]"
"In post","2023","Unknown","West Midlands (England)","EO","Male","5","5","[c]","[c]"
"In post","2023","Unknown","West Midlands (England)","G6/G7","Female","40","35","53780","51710"
"In post","2023","Unknown","West Midlands (England)","G6/G7","Male","20","20","[c]","[c]"
"In post","2023","Unknown","West Midlands (England)","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","West Midlands (England)","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","West Midlands (England)","SEO/HEO","Female","55","50","34420","34700"
"In post","2023","Unknown","West Midlands (England)","SEO/HEO","Male","20","20","[c]","[c]"
"In post","2023","Unknown","Yorkshire and The Humber","AA/AO","Female","10","10","[c]","[c]"
"In post","2023","Unknown","Yorkshire and The Humber","AA/AO","Male","5","5","[c]","[c]"
"In post","2023","Unknown","Yorkshire and The Humber","EO","Female","30","25","[c]","[c]"
"In post","2023","Unknown","Yorkshire and The Humber","EO","Male","20","20","[c]","[c]"
"In post","2023","Unknown","Yorkshire and The Humber","G6/G7","Female","55","50","56570","50160"
"In post","2023","Unknown","Yorkshire and The Humber","G6/G7","Male","45","40","54600","50160"
"In post","2023","Unknown","Yorkshire and The Humber","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Yorkshire and The Humber","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Yorkshire and The Humber","SEO/HEO","Female","155","150","36120","38470"
"In post","2023","Unknown","Yorkshire and The Humber","SEO/HEO","Male","90","90","35250","34170"
"Leaver CS","2023","Analysis","East Midlands (England)","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","East Midlands (England)","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","East Midlands (England)","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","East Midlands (England)","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","East Midlands (England)","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","East Midlands (England)","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","East of England","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","East of England","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","East of England","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","East of England","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","East of England","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","East of England","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","East of England","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","East of England","SEO/HEO","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","London","AA/AO","Female","40","[c]","23720","23500"
"Leaver CS","2023","Analysis","London","AA/AO","Male","45","[c]","23620","23210"
"Leaver CS","2023","Analysis","London","EO","Female","15","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","London","EO","Male","30","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","London","G6/G7","Female","35","[c]","61360","57030"
"Leaver CS","2023","Analysis","London","G6/G7","Male","45","[c]","65100","57300"
"Leaver CS","2023","Analysis","London","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","London","SCS level","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","London","SEO/HEO","Female","60","[c]","37730","38660"
"Leaver CS","2023","Analysis","London","SEO/HEO","Male","90","[c]","35950","34900"
"Leaver CS","2023","Analysis","North East (England)","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","North East (England)","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","North East (England)","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","North East (England)","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","North East (England)","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","North East (England)","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","North East (England)","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","North East (England)","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","North West (England)","AA/AO","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","North West (England)","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","North West (England)","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","North West (England)","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","North West (England)","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","North West (England)","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","North West (England)","SEO/HEO","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","North West (England)","SEO/HEO","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","Scotland","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","Scotland","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","Scotland","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","Scotland","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","Scotland","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","Scotland","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","Scotland","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","Scotland","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","South East (England)","AA/AO","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","South East (England)","AA/AO","Male","20","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","South East (England)","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","South East (England)","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","South East (England)","G6/G7","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","South East (England)","G6/G7","Male","20","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","South East (England)","SEO/HEO","Female","20","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","South East (England)","SEO/HEO","Male","45","[c]","35760","37760"
"Leaver CS","2023","Analysis","South West (England)","AA/AO","Female","15","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","South West (England)","AA/AO","Male","15","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","South West (England)","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","South West (England)","EO","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","South West (England)","G6/G7","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","South West (England)","G6/G7","Male","20","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","South West (England)","SEO/HEO","Female","15","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","South West (England)","SEO/HEO","Male","55","[c]","35390","33130"
"Leaver CS","2023","Analysis","Unknown","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","Unknown","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","Unknown","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","Unknown","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","Unknown","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","Unknown","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","Wales","AA/AO","Female","15","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","Wales","AA/AO","Male","30","[c]","19850","19860"
"Leaver CS","2023","Analysis","Wales","EO","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","Wales","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","Wales","G6/G7","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","Wales","G6/G7","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","Wales","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","Wales","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","Wales","SEO/HEO","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","Wales","SEO/HEO","Male","20","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","West Midlands (England)","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","West Midlands (England)","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","West Midlands (England)","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","West Midlands (England)","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","West Midlands (England)","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","West Midlands (England)","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","West Midlands (England)","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","West Midlands (England)","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","Yorkshire and The Humber","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","Yorkshire and The Humber","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","Yorkshire and The Humber","EO","Female","[c]","[c]","[c]","[c]"
