"Status","Year","Ethnicity","Organisation","Region_ITL1","Region_ITL2","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2023","Mixed","Scottish Public Pensions Agency","Scotland","Southern Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Serious Fraud Office","London","Inner London - West","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Social Security Scotland","Scotland","Eastern Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Social Security Scotland","Scotland","Highlands and Islands","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Social Security Scotland","Scotland","North Eastern Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Social Security Scotland","Scotland","Southern Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Social Security Scotland","Scotland","West Central Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Standards and Testing Agency","East of England","East Anglia","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Standards and Testing Agency","London","Inner London - West","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Standards and Testing Agency","North West (England)","Greater Manchester","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Standards and Testing Agency","West Midlands (England)","West Midlands","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Standards and Testing Agency","Yorkshire and The Humber","South Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Student Awards Agency for Scotland","Scotland","Eastern Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Submarine Delivery Agency","East Midlands (England)","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Submarine Delivery Agency","North West (England)","Cumbria","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Submarine Delivery Agency","Scotland","Eastern Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Submarine Delivery Agency","Scotland","Highlands and Islands","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Submarine Delivery Agency","Scotland","West Central Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Submarine Delivery Agency","South West (England)","Devon","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Submarine Delivery Agency","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","10","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Teaching Regulation Agency","West Midlands (England)","West Midlands","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","The Insolvency Service","East Midlands (England)","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","The Insolvency Service","East of England","East Anglia","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","The Insolvency Service","London","Inner London - East","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","The Insolvency Service","North East (England)","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","The Insolvency Service","North West (England)","Greater Manchester","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","The Insolvency Service","Scotland","Eastern Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","The Insolvency Service","South East (England)","Kent","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","The Insolvency Service","South East (England)","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","The Insolvency Service","South West (England)","Devon","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","The Insolvency Service","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","The Insolvency Service","Wales","East Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","The Insolvency Service","West Midlands (England)","West Midlands","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","The Insolvency Service","Yorkshire and The Humber","West Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","The National Archives","London","Outer London - West and North West","5","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","The National Archives","North West (England)","Merseyside","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Transport Scotland","Scotland","Eastern Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Transport Scotland","Scotland","West Central Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","UK Debt Management Office","London","Inner London - West","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","UK Export Finance","London","Inner London - West","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","UK Health Security Agency","East Midlands (England)","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","UK Health Security Agency","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","UK Health Security Agency","East Midlands (England)","Lincolnshire","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","UK Health Security Agency","East of England","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","UK Health Security Agency","East of England","East Anglia","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","UK Health Security Agency","East of England","Essex","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","UK Health Security Agency","London","Inner London - East","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","UK Health Security Agency","London","Inner London - West","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","UK Health Security Agency","London","Outer London - East and North East","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","UK Health Security Agency","London","Outer London - South","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","UK Health Security Agency","London","Outer London - West and North West","5","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","UK Health Security Agency","North East (England)","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","UK Health Security Agency","North East (England)","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","UK Health Security Agency","North West (England)","Cheshire","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","UK Health Security Agency","North West (England)","Cumbria","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","UK Health Security Agency","North West (England)","Greater Manchester","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","UK Health Security Agency","North West (England)","Lancashire","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","UK Health Security Agency","North West (England)","Merseyside","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","UK Health Security Agency","Northern Ireland","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","UK Health Security Agency","Scotland","Eastern Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","UK Health Security Agency","Scotland","Highlands and Islands","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","UK Health Security Agency","Scotland","North Eastern Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","UK Health Security Agency","Scotland","Southern Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","UK Health Security Agency","Scotland","West Central Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","UK Health Security Agency","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","UK Health Security Agency","South East (England)","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","UK Health Security Agency","South East (England)","Kent","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","UK Health Security Agency","South East (England)","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","UK Health Security Agency","South West (England)","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","UK Health Security Agency","South West (England)","Devon","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","UK Health Security Agency","South West (England)","Dorset and Somerset","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","UK Health Security Agency","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","UK Health Security Agency","Wales","East Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","UK Health Security Agency","Wales","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","UK Health Security Agency","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","UK Health Security Agency","West Midlands (England)","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","UK Health Security Agency","West Midlands (England)","West Midlands","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","UK Health Security Agency","Yorkshire and The Humber","North Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","UK Health Security Agency","Yorkshire and The Humber","South Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","UK Health Security Agency","Yorkshire and The Humber","West Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","UK Hydrographic Office","South West (England)","Dorset and Somerset","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","UK Space Agency","London","Inner London - West","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","UK Space Agency","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","UK Space Agency","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","UK Statistics Authority","London","Inner London - West","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","UK Statistics Authority","North East (England)","Tees Valley and Durham","5","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","UK Statistics Authority","North West (England)","Greater Manchester","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","UK Statistics Authority","Northern Ireland","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","UK Statistics Authority","Scotland","Eastern Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","UK Statistics Authority","South East (England)","Hampshire and Isle of Wight","10","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","UK Statistics Authority","Wales","East Wales","15","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","UK Supreme Court","London","Inner London - West","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Valuation Office Agency","East Midlands (England)","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Valuation Office Agency","East of England","East Anglia","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Valuation Office Agency","East of England","Essex","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Valuation Office Agency","London","Inner London - East","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Valuation Office Agency","London","Outer London - South","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Valuation Office Agency","London","Outer London - West and North West","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Valuation Office Agency","North East (England)","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Valuation Office Agency","North East (England)","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Valuation Office Agency","North West (England)","Greater Manchester","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Valuation Office Agency","North West (England)","Lancashire","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Valuation Office Agency","North West (England)","Merseyside","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Valuation Office Agency","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Valuation Office Agency","South East (England)","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Valuation Office Agency","South East (England)","Kent","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Valuation Office Agency","South East (England)","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Valuation Office Agency","South West (England)","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Valuation Office Agency","South West (England)","Devon","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Valuation Office Agency","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Valuation Office Agency","Wales","East Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Valuation Office Agency","West Midlands (England)","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Valuation Office Agency","West Midlands (England)","West Midlands","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Valuation Office Agency","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Valuation Office Agency","Yorkshire and The Humber","South Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Valuation Office Agency","Yorkshire and The Humber","West Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Vehicle Certification Agency","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Vehicle Certification Agency","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Veterinary Medicines Directorate","South East (England)","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Water Services Regulation Authority","East of England","East Anglia","[c]","[c]","[c]","[c]"
