"Status","Year","Ethnicity","Organisation","Region_ITL1","Region_ITL2","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Unknown","Companies House","South West (England)","Devon","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Companies House","South West (England)","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Companies House","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Companies House","Wales","East Wales","155","150","30620","25610"
"In post","2023","Unknown","Companies House","Wales","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Companies House","West Midlands (England)","West Midlands","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Competition and Markets Authority","London","Inner London - East","35","35","78170","74600"
"In post","2023","Unknown","Competition and Markets Authority","Northern Ireland","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Competition and Markets Authority","Scotland","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Criminal Injuries Compensation Authority","London","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Criminal Injuries Compensation Authority","Scotland","West Central Scotland","65","65","26620","21780"
"In post","2023","Unknown","Crown Commercial Service","East Midlands (England)","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Crown Commercial Service","East of England","East Anglia","15","15","[c]","[c]"
"In post","2023","Unknown","Crown Commercial Service","London","Inner London - East","5","5","[c]","[c]"
"In post","2023","Unknown","Crown Commercial Service","North West (England)","Merseyside","40","40","36560","32250"
"In post","2023","Unknown","Crown Commercial Service","Wales","East Wales","10","10","[c]","[c]"
"In post","2023","Unknown","Crown Commercial Service","West Midlands (England)","West Midlands","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Crown Commercial Service","Yorkshire and The Humber","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Crown Office and Procurator Fiscal Service","Scotland","Eastern Scotland","10","10","[c]","[c]"
"In post","2023","Unknown","Crown Office and Procurator Fiscal Service","Scotland","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Crown Office and Procurator Fiscal Service","Scotland","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Crown Office and Procurator Fiscal Service","Scotland","West Central Scotland","15","10","[c]","[c]"
"In post","2023","Unknown","Crown Prosecution Service","East Midlands (England)","Derbyshire and Nottinghamshire","30","25","[c]","[c]"
"In post","2023","Unknown","Crown Prosecution Service","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","10","10","[c]","[c]"
"In post","2023","Unknown","Crown Prosecution Service","East Midlands (England)","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Crown Prosecution Service","East of England","Bedfordshire and Hertfordshire","20","20","[c]","[c]"
"In post","2023","Unknown","Crown Prosecution Service","East of England","East Anglia","10","10","[c]","[c]"
"In post","2023","Unknown","Crown Prosecution Service","East of England","Essex","10","10","[c]","[c]"
"In post","2023","Unknown","Crown Prosecution Service","London","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Crown Prosecution Service","London","Inner London - West","150","140","42960","32980"
"In post","2023","Unknown","Crown Prosecution Service","London","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Crown Prosecution Service","London","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Crown Prosecution Service","London","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Crown Prosecution Service","North East (England)","Northumberland, and Tyne and Wear","15","15","[c]","[c]"
"In post","2023","Unknown","Crown Prosecution Service","North East (England)","Tees Valley and Durham","5","5","[c]","[c]"
"In post","2023","Unknown","Crown Prosecution Service","North West (England)","Cheshire","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Crown Prosecution Service","North West (England)","Cumbria","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Crown Prosecution Service","North West (England)","Greater Manchester","30","30","42350","35000"
"In post","2023","Unknown","Crown Prosecution Service","North West (England)","Lancashire","25","20","[c]","[c]"
"In post","2023","Unknown","Crown Prosecution Service","North West (England)","Merseyside","35","30","37830","28850"
"In post","2023","Unknown","Crown Prosecution Service","Overseas","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Crown Prosecution Service","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","5","5","[c]","[c]"
"In post","2023","Unknown","Crown Prosecution Service","South East (England)","Hampshire and Isle of Wight","10","10","[c]","[c]"
"In post","2023","Unknown","Crown Prosecution Service","South East (England)","Kent","10","10","[c]","[c]"
"In post","2023","Unknown","Crown Prosecution Service","South East (England)","Surrey, East and West Sussex","20","20","[c]","[c]"
"In post","2023","Unknown","Crown Prosecution Service","South West (England)","Devon","5","5","[c]","[c]"
"In post","2023","Unknown","Crown Prosecution Service","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","10","10","[c]","[c]"
"In post","2023","Unknown","Crown Prosecution Service","Wales","East Wales","30","25","[c]","[c]"
"In post","2023","Unknown","Crown Prosecution Service","Wales","West Wales and The Valleys","10","5","[c]","[c]"
"In post","2023","Unknown","Crown Prosecution Service","West Midlands (England)","Shropshire and Staffordshire","10","10","[c]","[c]"
"In post","2023","Unknown","Crown Prosecution Service","West Midlands (England)","West Midlands","40","35","45050","44000"
"In post","2023","Unknown","Crown Prosecution Service","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","10","5","[c]","[c]"
"In post","2023","Unknown","Crown Prosecution Service","Yorkshire and The Humber","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Crown Prosecution Service","Yorkshire and The Humber","South Yorkshire","10","5","[c]","[c]"
"In post","2023","Unknown","Crown Prosecution Service","Yorkshire and The Humber","West Yorkshire","45","40","38230","32500"
"In post","2023","Unknown","Defence Electronics and Components Agency","Wales","East Wales","5","5","[c]","[c]"
"In post","2023","Unknown","Defence Equipment and Support","East Midlands (England)","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Defence Equipment and Support","East Midlands (England)","Lincolnshire","10","10","[c]","[c]"
"In post","2023","Unknown","Defence Equipment and Support","East of England","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Defence Equipment and Support","East of England","East Anglia","5","5","[c]","[c]"
"In post","2023","Unknown","Defence Equipment and Support","London","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Defence Equipment and Support","London","Outer London - West and North West","10","10","[c]","[c]"
"In post","2023","Unknown","Defence Equipment and Support","North West (England)","Cumbria","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Defence Equipment and Support","North West (England)","Lancashire","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Defence Equipment and Support","North West (England)","Merseyside","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Defence Equipment and Support","Overseas","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Defence Equipment and Support","Scotland","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Defence Equipment and Support","Scotland","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Defence Equipment and Support","Scotland","Southern Scotland","35","35","23810","20750"
"In post","2023","Unknown","Defence Equipment and Support","Scotland","West Central Scotland","10","10","[c]","[c]"
"In post","2023","Unknown","Defence Equipment and Support","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","5","5","[c]","[c]"
"In post","2023","Unknown","Defence Equipment and Support","South East (England)","Hampshire and Isle of Wight","25","20","[c]","[c]"
"In post","2023","Unknown","Defence Equipment and Support","South West (England)","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Defence Equipment and Support","South West (England)","Devon","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Defence Equipment and Support","South West (England)","Dorset and Somerset","15","15","[c]","[c]"
"In post","2023","Unknown","Defence Equipment and Support","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","630","615","34670","32170"
"In post","2023","Unknown","Defence Equipment and Support","Wales","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Defence Equipment and Support","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","10","10","[c]","[c]"
"In post","2023","Unknown","Defence Equipment and Support","Yorkshire and The Humber","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Defence Science and Technology Laboratory","East of England","East Anglia","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Defence Science and Technology Laboratory","South East (England)","Hampshire and Isle of Wight","175","170","36260","30650"
"In post","2023","Unknown","Defence Science and Technology Laboratory","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","350","340","35950","30650"
"In post","2023","Unknown","Department for Business, Energy and Industrial Strategy (excl. agencies)","East Midlands (England)","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","Inner London - West","510","500","50120","47300"
"In post","2023","Unknown","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","Outer London - West and North West","5","5","[c]","[c]"
"In post","2023","Unknown","Department for Business, Energy and Industrial Strategy (excl. agencies)","North East (England)","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Department for Business, Energy and Industrial Strategy (excl. agencies)","North East (England)","Tees Valley and Durham","10","10","[c]","[c]"
"In post","2023","Unknown","Department for Business, Energy and Industrial Strategy (excl. agencies)","North West (England)","Greater Manchester","60","60","40130","37470"
"In post","2023","Unknown","Department for Business, Energy and Industrial Strategy (excl. agencies)","Northern Ireland","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Department for Business, Energy and Industrial Strategy (excl. agencies)","Scotland","Eastern Scotland","15","15","[c]","[c]"
"In post","2023","Unknown","Department for Business, Energy and Industrial Strategy (excl. agencies)","Scotland","North Eastern Scotland","5","5","[c]","[c]"
"In post","2023","Unknown","Department for Business, Energy and Industrial Strategy (excl. agencies)","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Department for Business, Energy and Industrial Strategy (excl. agencies)","Wales","East Wales","35","30","41450","37750"
"In post","2023","Unknown","Department for Business, Energy and Industrial Strategy (excl. agencies)","West Midlands (England)","West Midlands","50","50","40950","37670"
"In post","2023","Unknown","Department for Digital, Culture, Media and Sport (excl. agencies)","London","Inner London - West","125","120","47060","46910"
"In post","2023","Unknown","Department for Digital, Culture, Media and Sport (excl. agencies)","North East (England)","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Department for Digital, Culture, Media and Sport (excl. agencies)","North West (England)","Greater Manchester","10","10","[c]","[c]"
"In post","2023","Unknown","Department for Digital, Culture, Media and Sport (excl. agencies)","Northern Ireland","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Department for Digital, Culture, Media and Sport (excl. agencies)","Scotland","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Department for Digital, Culture, Media and Sport (excl. agencies)","Scotland","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Department for Digital, Culture, Media and Sport (excl. agencies)","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Department for Digital, Culture, Media and Sport (excl. agencies)","Wales","East Wales","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Department for Education (excl. agencies)","East Midlands (England)","Derbyshire and Nottinghamshire","15","10","[c]","[c]"
"In post","2023","Unknown","Department for Education (excl. agencies)","East of England","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Department for Education (excl. agencies)","East of England","East Anglia","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Department for Education (excl. agencies)","East of England","Essex","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Department for Education (excl. agencies)","London","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Department for Education (excl. agencies)","London","Inner London - West","210","205","51380","55020"
"In post","2023","Unknown","Department for Education (excl. agencies)","London","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Department for Education (excl. agencies)","London","Outer London - South","5","5","[c]","[c]"
"In post","2023","Unknown","Department for Education (excl. agencies)","North East (England)","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Department for Education (excl. agencies)","North East (England)","Tees Valley and Durham","30","25","[c]","[c]"
"In post","2023","Unknown","Department for Education (excl. agencies)","North West (England)","Cheshire","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Department for Education (excl. agencies)","North West (England)","Greater Manchester","75","70","40350","37590"
"In post","2023","Unknown","Department for Education (excl. agencies)","North West (England)","Merseyside","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Department for Education (excl. agencies)","Scotland","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Department for Education (excl. agencies)","Scotland","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Department for Education (excl. agencies)","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Department for Education (excl. agencies)","South East (England)","Kent","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Department for Education (excl. agencies)","South East (England)","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Department for Education (excl. agencies)","South West (England)","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Department for Education (excl. agencies)","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","20","20","[c]","[c]"
"In post","2023","Unknown","Department for Education (excl. agencies)","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","5","5","[c]","[c]"
"In post","2023","Unknown","Department for Education (excl. agencies)","West Midlands (England)","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Department for Education (excl. agencies)","West Midlands (England)","West Midlands","75","75","39370","37590"
"In post","2023","Unknown","Department for Education (excl. agencies)","Yorkshire and The Humber","South Yorkshire","65","65","40600","37590"
"In post","2023","Unknown","Department for Education (excl. agencies)","Yorkshire and The Humber","West Yorkshire","5","5","[c]","[c]"
"In post","2023","Unknown","Department for Environment, Food and Rural Affairs (excl. agencies)","East Midlands (England)","Derbyshire and Nottinghamshire","5","5","[c]","[c]"
"In post","2023","Unknown","Department for Environment, Food and Rural Affairs (excl. agencies)","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Department for Environment, Food and Rural Affairs (excl. agencies)","East Midlands (England)","Lincolnshire","5","5","[c]","[c]"
"In post","2023","Unknown","Department for Environment, Food and Rural Affairs (excl. agencies)","East of England","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Department for Environment, Food and Rural Affairs (excl. agencies)","East of England","East Anglia","20","20","[c]","[c]"
"In post","2023","Unknown","Department for Environment, Food and Rural Affairs (excl. agencies)","East of England","Essex","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Department for Environment, Food and Rural Affairs (excl. agencies)","London","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Department for Environment, Food and Rural Affairs (excl. agencies)","London","Inner London - West","350","340","45910","40260"
"In post","2023","Unknown","Department for Environment, Food and Rural Affairs (excl. agencies)","London","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Department for Environment, Food and Rural Affairs (excl. agencies)","North East (England)","Northumberland, and Tyne and Wear","45","40","38410","37300"
"In post","2023","Unknown","Department for Environment, Food and Rural Affairs (excl. agencies)","North East (England)","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Department for Environment, Food and Rural Affairs (excl. agencies)","North West (England)","Cheshire","20","20","[c]","[c]"
"In post","2023","Unknown","Department for Environment, Food and Rural Affairs (excl. agencies)","North West (England)","Cumbria","10","10","[c]","[c]"
"In post","2023","Unknown","Department for Environment, Food and Rural Affairs (excl. agencies)","North West (England)","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Department for Environment, Food and Rural Affairs (excl. agencies)","North West (England)","Lancashire","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Department for Environment, Food and Rural Affairs (excl. agencies)","North West (England)","Merseyside","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Department for Environment, Food and Rural Affairs (excl. agencies)","Scotland","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Department for Environment, Food and Rural Affairs (excl. agencies)","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","30","30","41530","38320"
"In post","2023","Unknown","Department for Environment, Food and Rural Affairs (excl. agencies)","South East (England)","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Department for Environment, Food and Rural Affairs (excl. agencies)","South East (England)","Kent","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Department for Environment, Food and Rural Affairs (excl. agencies)","South East (England)","Surrey, East and West Sussex","10","5","[c]","[c]"
"In post","2023","Unknown","Department for Environment, Food and Rural Affairs (excl. agencies)","South West (England)","Cornwall and Isles of Scilly","5","5","[c]","[c]"
"In post","2023","Unknown","Department for Environment, Food and Rural Affairs (excl. agencies)","South West (England)","Devon","15","15","[c]","[c]"
"In post","2023","Unknown","Department for Environment, Food and Rural Affairs (excl. agencies)","South West (England)","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Department for Environment, Food and Rural Affairs (excl. agencies)","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","85","80","43110","49400"
"In post","2023","Unknown","Department for Environment, Food and Rural Affairs (excl. agencies)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Department for Environment, Food and Rural Affairs (excl. agencies)","Wales","East Wales","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Department for Environment, Food and Rural Affairs (excl. agencies)","Wales","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Department for Environment, Food and Rural Affairs (excl. agencies)","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","5","5","[c]","[c]"
"In post","2023","Unknown","Department for Environment, Food and Rural Affairs (excl. agencies)","West Midlands (England)","Shropshire and Staffordshire","5","5","[c]","[c]"
"In post","2023","Unknown","Department for Environment, Food and Rural Affairs (excl. agencies)","West Midlands (England)","West Midlands","10","10","[c]","[c]"
"In post","2023","Unknown","Department for Environment, Food and Rural Affairs (excl. agencies)","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Department for Environment, Food and Rural Affairs (excl. agencies)","Yorkshire and The Humber","North Yorkshire","60","55","40590","37300"
"In post","2023","Unknown","Department for Environment, Food and Rural Affairs (excl. agencies)","Yorkshire and The Humber","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Department for Environment, Food and Rural Affairs (excl. agencies)","Yorkshire and The Humber","West Yorkshire","10","10","[c]","[c]"
"In post","2023","Unknown","Department for International Trade","East Midlands (England)","Derbyshire and Nottinghamshire","10","10","[c]","[c]"
"In post","2023","Unknown","Department for International Trade","East of England","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Department for International Trade","East of England","East Anglia","5","5","[c]","[c]"
"In post","2023","Unknown","Department for International Trade","London","Inner London - West","685","680","48420","41790"
"In post","2023","Unknown","Department for International Trade","North East (England)","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Department for International Trade","North East (England)","Tees Valley and Durham","40","40","41130","38050"
"In post","2023","Unknown","Department for International Trade","North West (England)","Greater Manchester","15","15","[c]","[c]"
"In post","2023","Unknown","Department for International Trade","Northern Ireland","Northern Ireland","5","5","[c]","[c]"
"In post","2023","Unknown","Department for International Trade","Overseas","Overseas","55","55","56110","54590"
"In post","2023","Unknown","Department for International Trade","Scotland","Eastern Scotland","10","10","[c]","[c]"
"In post","2023","Unknown","Department for International Trade","Scotland","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Department for International Trade","South East (England)","Hampshire and Isle of Wight","5","5","[c]","[c]"
"In post","2023","Unknown","Department for International Trade","South East (England)","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Department for International Trade","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","5","5","[c]","[c]"
"In post","2023","Unknown","Department for International Trade","Wales","East Wales","5","5","[c]","[c]"
"In post","2023","Unknown","Department for International Trade","West Midlands (England)","West Midlands","15","15","[c]","[c]"
"In post","2023","Unknown","Department for International Trade","Yorkshire and The Humber","West Yorkshire","10","10","[c]","[c]"
"In post","2023","Unknown","Department for Levelling Up, Housing and Communities (excl. agencies)","East Midlands (England)","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Department for Levelling Up, Housing and Communities (excl. agencies)","East of England","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Department for Levelling Up, Housing and Communities (excl. agencies)","East of England","East Anglia","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Department for Levelling Up, Housing and Communities (excl. agencies)","London","Inner London - West","255","250","50160","45590"
"In post","2023","Unknown","Department for Levelling Up, Housing and Communities (excl. agencies)","North East (England)","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Department for Levelling Up, Housing and Communities (excl. agencies)","North East (England)","Tees Valley and Durham","5","5","[c]","[c]"
"In post","2023","Unknown","Department for Levelling Up, Housing and Communities (excl. agencies)","North West (England)","Cheshire","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Department for Levelling Up, Housing and Communities (excl. agencies)","North West (England)","Greater Manchester","10","10","[c]","[c]"
"In post","2023","Unknown","Department for Levelling Up, Housing and Communities (excl. agencies)","North West (England)","Merseyside","5","5","[c]","[c]"
"In post","2023","Unknown","Department for Levelling Up, Housing and Communities (excl. agencies)","Northern Ireland","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Department for Levelling Up, Housing and Communities (excl. agencies)","Scotland","Eastern Scotland","5","5","[c]","[c]"
"In post","2023","Unknown","Department for Levelling Up, Housing and Communities (excl. agencies)","South West (England)","Devon","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Department for Levelling Up, Housing and Communities (excl. agencies)","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","10","10","[c]","[c]"
"In post","2023","Unknown","Department for Levelling Up, Housing and Communities (excl. agencies)","Wales","East Wales","5","5","[c]","[c]"
"In post","2023","Unknown","Department for Levelling Up, Housing and Communities (excl. agencies)","West Midlands (England)","West Midlands","25","25","[c]","[c]"
"In post","2023","Unknown","Department for Levelling Up, Housing and Communities (excl. agencies)","Yorkshire and The Humber","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Department for Levelling Up, Housing and Communities (excl. agencies)","Yorkshire and The Humber","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Department for Levelling Up, Housing and Communities (excl. agencies)","Yorkshire and The Humber","West Yorkshire","10","10","[c]","[c]"
"In post","2023","Unknown","Department for Transport (excl. agencies)","East Midlands (England)","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Department for Transport (excl. agencies)","London","Inner London - East","45","35","34860","34390"
"In post","2023","Unknown","Department for Transport (excl. agencies)","London","Inner London - West","560","550","49140","44140"
"In post","2023","Unknown","Department for Transport (excl. agencies)","North East (England)","Northumberland, and Tyne and Wear","5","5","[c]","[c]"
"In post","2023","Unknown","Department for Transport (excl. agencies)","North West (England)","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Department for Transport (excl. agencies)","North West (England)","Merseyside","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Department for Transport (excl. agencies)","Scotland","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Department for Transport (excl. agencies)","South East (England)","Hampshire and Isle of Wight","15","15","[c]","[c]"
"In post","2023","Unknown","Department for Transport (excl. agencies)","South East (England)","Surrey, East and West Sussex","10","10","[c]","[c]"
"In post","2023","Unknown","Department for Transport (excl. agencies)","Wales","West Wales and The Valleys","15","15","[c]","[c]"
"In post","2023","Unknown","Department for Transport (excl. agencies)","West Midlands (England)","West Midlands","45","40","40400","33410"
"In post","2023","Unknown","Department for Transport (excl. agencies)","Yorkshire and The Humber","West Yorkshire","35","35","38760","39430"
"In post","2023","Unknown","Department for Work and Pensions (excl. agencies)","East Midlands (England)","Derbyshire and Nottinghamshire","100","85","26530","28120"
"In post","2023","Unknown","Department for Work and Pensions (excl. agencies)","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","100","85","25510","28120"
"In post","2023","Unknown","Department for Work and Pensions (excl. agencies)","East Midlands (England)","Lincolnshire","20","15","[c]","[c]"
"In post","2023","Unknown","Department for Work and Pensions (excl. agencies)","East of England","Bedfordshire and Hertfordshire","40","35","29260","28120"
"In post","2023","Unknown","Department for Work and Pensions (excl. agencies)","East of England","East Anglia","50","40","25930","28120"
"In post","2023","Unknown","Department for Work and Pensions (excl. agencies)","East of England","Essex","60","60","28940","31280"
"In post","2023","Unknown","Department for Work and Pensions (excl. agencies)","London","Inner London - East","125","120","32730","32520"
"In post","2023","Unknown","Department for Work and Pensions (excl. agencies)","London","Inner London - West","255","250","49490","43760"
"In post","2023","Unknown","Department for Work and Pensions (excl. agencies)","London","Outer London - East and North East","120","110","31920","32520"
"In post","2023","Unknown","Department for Work and Pensions (excl. agencies)","London","Outer London - South","40","35","32480","32520"
"In post","2023","Unknown","Department for Work and Pensions (excl. agencies)","London","Outer London - West and North West","80","75","32640","32520"
"In post","2023","Unknown","Department for Work and Pensions (excl. agencies)","North East (England)","Northumberland, and Tyne and Wear","480","450","33760","28120"
"In post","2023","Unknown","Department for Work and Pensions (excl. agencies)","North East (England)","Tees Valley and Durham","90","80","25000","21690"
"In post","2023","Unknown","Department for Work and Pensions (excl. agencies)","North West (England)","Cheshire","20","20","[c]","[c]"
"In post","2023","Unknown","Department for Work and Pensions (excl. agencies)","North West (England)","Cumbria","10","10","[c]","[c]"
"In post","2023","Unknown","Department for Work and Pensions (excl. agencies)","North West (England)","Greater Manchester","290","275","31830","28120"
"In post","2023","Unknown","Department for Work and Pensions (excl. agencies)","North West (England)","Lancashire","530","490","28420","28120"
"In post","2023","Unknown","Department for Work and Pensions (excl. agencies)","North West (England)","Merseyside","200","175","25390","28120"
"In post","2023","Unknown","Department for Work and Pensions (excl. agencies)","Scotland","Eastern Scotland","140","120","24630","21690"
"In post","2023","Unknown","Department for Work and Pensions (excl. agencies)","Scotland","Highlands and Islands","10","10","[c]","[c]"
"In post","2023","Unknown","Department for Work and Pensions (excl. agencies)","Scotland","North Eastern Scotland","10","5","[c]","[c]"
"In post","2023","Unknown","Department for Work and Pensions (excl. agencies)","Scotland","Southern Scotland","20","15","[c]","[c]"
"In post","2023","Unknown","Department for Work and Pensions (excl. agencies)","Scotland","West Central Scotland","125","115","26940","28120"
"In post","2023","Unknown","Department for Work and Pensions (excl. agencies)","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","45","45","30260","28120"
"In post","2023","Unknown","Department for Work and Pensions (excl. agencies)","South East (England)","Hampshire and Isle of Wight","35","30","31610","28120"
