"Status","Year","Parent_department","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2023","Department of Health and Social Care","Heterosexual / straight","280","[c]","42200","36330"
"Leaver Dept.","2023","Department of Health and Social Care","LGBO","30","[c]","[c]","[c]"
"Leaver Dept.","2023","Department of Health and Social Care","Undeclared","210","[c]","[c]","[c]"
"Leaver Dept.","2023","Department of Health and Social Care","Unknown","115","[c]","44640","40650"
"Leaver Dept.","2023","Estyn","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Estyn","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Food Standards Agency","Heterosexual / straight","50","[c]","38930","34840"
"Leaver Dept.","2023","Food Standards Agency","LGBO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Food Standards Agency","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Food Standards Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Foreign, Commonwealth and Development Office","Heterosexual / straight","125","[c]","[c]","[c]"
"Leaver Dept.","2023","Foreign, Commonwealth and Development Office","LGBO","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Foreign, Commonwealth and Development Office","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Foreign, Commonwealth and Development Office","Unknown","90","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Revenue and Customs","Heterosexual / straight","50","[c]","33740","28480"
"Leaver Dept.","2023","HM Revenue and Customs","LGBO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Revenue and Customs","Undeclared","5","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Revenue and Customs","Unknown","1355","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Treasury","Heterosexual / straight","205","[c]","48700","42900"
"Leaver Dept.","2023","HM Treasury","LGBO","30","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Treasury","Undeclared","40","[c]","45470","38660"
"Leaver Dept.","2023","HM Treasury","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Home Office","Heterosexual / straight","745","[c]","39070","32640"
"Leaver Dept.","2023","Home Office","LGBO","55","[c]","39160","36180"
"Leaver Dept.","2023","Home Office","Undeclared","80","[c]","37970","35050"
"Leaver Dept.","2023","Home Office","Unknown","325","[c]","36320","32160"
"Leaver Dept.","2023","Ministry of Defence","Heterosexual / straight","470","[c]","36740","34300"
"Leaver Dept.","2023","Ministry of Defence","LGBO","30","[c]","33300","29680"
"Leaver Dept.","2023","Ministry of Defence","Undeclared","60","[c]","38230","37200"
"Leaver Dept.","2023","Ministry of Defence","Unknown","160","[c]","40530","39890"
"Leaver Dept.","2023","Ministry of Justice","Heterosexual / straight","1240","[c]","34410","29660"
"Leaver Dept.","2023","Ministry of Justice","LGBO","110","[c]","35930","34260"
"Leaver Dept.","2023","Ministry of Justice","Undeclared","145","[c]","33290","30060"
"Leaver Dept.","2023","Ministry of Justice","Unknown","305","[c]","33120","31270"
"Leaver Dept.","2023","National Crime Agency","Heterosexual / straight","75","[c]","41810","39920"
"Leaver Dept.","2023","National Crime Agency","LGBO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","National Crime Agency","Undeclared","5","[c]","[c]","[c]"
"Leaver Dept.","2023","National Crime Agency","Unknown","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Northern Ireland Office","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Northern Ireland Office","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Northern Ireland Office","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Northern Ireland Office","Unknown","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Office for Standards in Education, Children's Services and Skills","Heterosexual / straight","40","[c]","42530","33130"
"Leaver Dept.","2023","Office for Standards in Education, Children's Services and Skills","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Office for Standards in Education, Children's Services and Skills","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Office of Gas and Electricity Markets","Heterosexual / straight","45","[c]","36740","33400"
"Leaver Dept.","2023","Office of Gas and Electricity Markets","LGBO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Office of Gas and Electricity Markets","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Office of Gas and Electricity Markets","Unknown","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Office of Qualifications and Examinations Regulation","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Office of Qualifications and Examinations Regulation","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Office of Qualifications and Examinations Regulation","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Office of Rail and Road","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Office of Rail and Road","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Office of the Secretary of State for Scotland","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Office of the Secretary of State for Scotland","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Office of the Secretary of State for Scotland","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Office of the Secretary of State for Scotland","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Office of the Secretary of State for Wales","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Office of the Secretary of State for Wales","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Office of the Secretary of State for Wales","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Scottish Government","Heterosexual / straight","85","[c]","41070","36330"
"Leaver Dept.","2023","Scottish Government","LGBO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Scottish Government","Undeclared","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Scottish Government","Unknown","75","[c]","40290","34730"
"Leaver Dept.","2023","The National Archives","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2023","The National Archives","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","The National Archives","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","The National Archives","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","UK Export Finance","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2023","UK Export Finance","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","UK Export Finance","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","UK Statistics Authority","Heterosexual / straight","160","[c]","35430","31560"
"Leaver Dept.","2023","UK Statistics Authority","LGBO","20","[c]","[c]","[c]"
"Leaver Dept.","2023","UK Statistics Authority","Undeclared","10","[c]","[c]","[c]"
"Leaver Dept.","2023","UK Statistics Authority","Unknown","50","[c]","32390","31060"
"Leaver Dept.","2023","UK Supreme Court","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","UK Supreme Court","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","UK Supreme Court","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","UK Supreme Court","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Water Services Regulation Authority","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Water Services Regulation Authority","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Water Services Regulation Authority","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Water Services Regulation Authority","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Welsh Government","Heterosexual / straight","55","[c]","42050","38160"
"Leaver Dept.","2023","Welsh Government","LGBO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Welsh Government","Undeclared","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Welsh Government","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2023","Attorney General's Departments","Heterosexual / straight","1055","[c]","32860","27760"
"New entrant CS","2023","Attorney General's Departments","LGBO","100","[c]","31400","27760"
"New entrant CS","2023","Attorney General's Departments","Undeclared","70","[c]","35410","30000"
"New entrant CS","2023","Attorney General's Departments","Unknown","40","[c]","34680","28200"
"New entrant CS","2023","Cabinet Office","Heterosexual / straight","435","[c]","39580","34020"
"New entrant CS","2023","Cabinet Office","LGBO","85","[c]","34760","28840"
"New entrant CS","2023","Cabinet Office","Undeclared","35","[c]","34950","33020"
"New entrant CS","2023","Cabinet Office","Unknown","715","[c]","37180","28840"
"New entrant CS","2023","Chancellor's other departments","Heterosexual / straight","45","[c]","44760","34640"
"New entrant CS","2023","Chancellor's other departments","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2023","Chancellor's other departments","Undeclared","15","[c]","[c]","[c]"
"New entrant CS","2023","Charity Commission","Heterosexual / straight","50","[c]","33260","30170"
"New entrant CS","2023","Charity Commission","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2023","Charity Commission","Unknown","25","[c]","[c]","[c]"
"New entrant CS","2023","Competition and Markets Authority","Heterosexual / straight","125","[c]","44030","34110"
"New entrant CS","2023","Competition and Markets Authority","LGBO","15","[c]","[c]","[c]"
"New entrant CS","2023","Competition and Markets Authority","Undeclared","20","[c]","[c]","[c]"
"New entrant CS","2023","Competition and Markets Authority","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Business, Energy and Industrial Strategy","Heterosexual / straight","750","[c]","33470","31120"
"New entrant CS","2023","Department for Business, Energy and Industrial Strategy","LGBO","110","[c]","31640","28510"
"New entrant CS","2023","Department for Business, Energy and Industrial Strategy","Undeclared","105","[c]","32360","30930"
"New entrant CS","2023","Department for Business, Energy and Industrial Strategy","Unknown","280","[c]","34670","31120"
"New entrant CS","2023","Department for Digital, Culture, Media and Sport","Heterosexual / straight","95","[c]","35860","35040"
"New entrant CS","2023","Department for Digital, Culture, Media and Sport","LGBO","30","[c]","37110","35040"
"New entrant CS","2023","Department for Digital, Culture, Media and Sport","Undeclared","20","[c]","[c]","[c]"
"New entrant CS","2023","Department for Digital, Culture, Media and Sport","Unknown","55","[c]","34910","35040"
"New entrant CS","2023","Department for Education","Heterosexual / straight","330","[c]","36620","33950"
"New entrant CS","2023","Department for Education","LGBO","45","[c]","32270","30330"
"New entrant CS","2023","Department for Education","Undeclared","45","[c]","37290","33950"
"New entrant CS","2023","Department for Education","Unknown","85","[c]","32780","30330"
"New entrant CS","2023","Department for Environment, Food and Rural Affairs","Heterosexual / straight","1235","[c]","32670","29080"
"New entrant CS","2023","Department for Environment, Food and Rural Affairs","LGBO","170","[c]","30930","25920"
"New entrant CS","2023","Department for Environment, Food and Rural Affairs","Undeclared","145","[c]","33050","30320"
"New entrant CS","2023","Department for Environment, Food and Rural Affairs","Unknown","435","[c]","30110","25920"
"New entrant CS","2023","Department for International Trade","Heterosexual / straight","470","[c]","40080","38050"
"New entrant CS","2023","Department for International Trade","LGBO","50","[c]","34940","35010"
"New entrant CS","2023","Department for International Trade","Undeclared","30","[c]","39900","40620"
"New entrant CS","2023","Department for International Trade","Unknown","225","[c]","38850","35010"
"New entrant CS","2023","Department for Levelling Up, Housing and Communities","Heterosexual / straight","245","[c]","38350","34310"
"New entrant CS","2023","Department for Levelling Up, Housing and Communities","LGBO","35","[c]","39140","34090"
"New entrant CS","2023","Department for Levelling Up, Housing and Communities","Undeclared","20","[c]","[c]","[c]"
"New entrant CS","2023","Department for Levelling Up, Housing and Communities","Unknown","85","[c]","34090","30790"
"New entrant CS","2023","Department for Transport","Heterosexual / straight","1000","[c]","28080","25940"
"New entrant CS","2023","Department for Transport","LGBO","90","[c]","26300","22500"
"New entrant CS","2023","Department for Transport","Undeclared","70","[c]","29590","26780"
"New entrant CS","2023","Department for Transport","Unknown","650","[c]","28280","26780"
"New entrant CS","2023","Department for Work and Pensions","Heterosexual / straight","2675","[c]","28650","25610"
"New entrant CS","2023","Department for Work and Pensions","LGBO","285","[c]","27970","28060"
"New entrant CS","2023","Department for Work and Pensions","Undeclared","180","[c]","28850","27320"
"New entrant CS","2023","Department for Work and Pensions","Unknown","560","[c]","28590","21690"
"New entrant CS","2023","Department of Health and Social Care","Heterosexual / straight","550","[c]","42320","35500"
"New entrant CS","2023","Department of Health and Social Care","LGBO","75","[c]","37820","33500"
"New entrant CS","2023","Department of Health and Social Care","Undeclared","220","[c]","35820","33390"
"New entrant CS","2023","Department of Health and Social Care","Unknown","615","[c]","40930","35690"
"New entrant CS","2023","Estyn","Heterosexual / straight","20","[c]","[c]","[c]"
"New entrant CS","2023","Estyn","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Estyn","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Food Standards Agency","Heterosexual / straight","80","[c]","34030","31260"
"New entrant CS","2023","Food Standards Agency","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2023","Food Standards Agency","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2023","Food Standards Agency","Unknown","70","[c]","31170","30960"
"New entrant CS","2023","Foreign, Commonwealth and Development Office","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2023","Foreign, Commonwealth and Development Office","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Foreign, Commonwealth and Development Office","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","HM Land Registry","Heterosexual / straight","90","[c]","28400","23390"
"New entrant CS","2023","HM Land Registry","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2023","HM Land Registry","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","HM Land Registry","Unknown","255","[c]","28580","23390"
"New entrant CS","2023","HM Revenue and Customs","Heterosexual / straight","2460","[c]","28800","22520"
"New entrant CS","2023","HM Revenue and Customs","LGBO","315","[c]","27240","22520"
"New entrant CS","2023","HM Revenue and Customs","Undeclared","160","[c]","29950","22520"
"New entrant CS","2023","HM Revenue and Customs","Unknown","2230","[c]","26620","22520"
"New entrant CS","2023","HM Treasury","Heterosexual / straight","230","[c]","33950","29000"
"New entrant CS","2023","HM Treasury","LGBO","45","[c]","31200","28500"
"New entrant CS","2023","HM Treasury","Undeclared","60","[c]","34510","28500"
"New entrant CS","2023","HM Treasury","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2023","Home Office","Heterosexual / straight","1375","[c]","26880","25750"
"New entrant CS","2023","Home Office","LGBO","170","[c]","26930","25750"
"New entrant CS","2023","Home Office","Undeclared","60","[c]","26020","25750"
"New entrant CS","2023","Home Office","Unknown","6185","[c]","26240","25750"
"New entrant CS","2023","Ministry of Defence","Heterosexual / straight","2995","[c]","32570","30650"
"New entrant CS","2023","Ministry of Defence","LGBO","175","[c]","29350","27330"
"New entrant CS","2023","Ministry of Defence","Undeclared","180","[c]","32790","30650"
"New entrant CS","2023","Ministry of Defence","Unknown","2700","[c]","30400","27080"
"New entrant CS","2023","Ministry of Justice","Heterosexual / straight","8340","[c]","26470","24070"
"New entrant CS","2023","Ministry of Justice","LGBO","1010","[c]","26240","23640"
"New entrant CS","2023","Ministry of Justice","Undeclared","445","[c]","26450","24070"
"New entrant CS","2023","Ministry of Justice","Unknown","4815","[c]","26530","24570"
"New entrant CS","2023","National Crime Agency","Heterosexual / straight","405","[c]","37890","36040"
"New entrant CS","2023","National Crime Agency","LGBO","40","[c]","35810","34340"
"New entrant CS","2023","National Crime Agency","Undeclared","30","[c]","[c]","[c]"
"New entrant CS","2023","National Crime Agency","Unknown","40","[c]","41480","36040"
"New entrant CS","2023","Northern Ireland Office","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2023","Northern Ireland Office","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Northern Ireland Office","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Northern Ireland Office","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Office for Standards in Education, Children's Services and Skills","Heterosexual / straight","390","[c]","51010","47750"
"New entrant CS","2023","Office for Standards in Education, Children's Services and Skills","LGBO","45","[c]","45270","41050"
"New entrant CS","2023","Office for Standards in Education, Children's Services and Skills","Undeclared","15","[c]","[c]","[c]"
"New entrant CS","2023","Office for Standards in Education, Children's Services and Skills","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2023","Office of Gas and Electricity Markets","Heterosexual / straight","380","[c]","40030","35000"
"New entrant CS","2023","Office of Gas and Electricity Markets","LGBO","50","[c]","36280","26520"
"New entrant CS","2023","Office of Gas and Electricity Markets","Undeclared","30","[c]","[c]","[c]"
"New entrant CS","2023","Office of Gas and Electricity Markets","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2023","Office of Qualifications and Examinations Regulation","Heterosexual / straight","70","[c]","38290","33230"
"New entrant CS","2023","Office of Qualifications and Examinations Regulation","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2023","Office of Qualifications and Examinations Regulation","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2023","Office of Rail and Road","Heterosexual / straight","40","[c]","44470","43520"
"New entrant CS","2023","Office of Rail and Road","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Office of Rail and Road","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Office of the Secretary of State for Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Office of the Secretary of State for Scotland","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Office of the Secretary of State for Scotland","Unknown","25","[c]","[c]","[c]"
"New entrant CS","2023","Office of the Secretary of State for Wales","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Office of the Secretary of State for Wales","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Office of the Secretary of State for Wales","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2023","Scottish Government","Heterosexual / straight","1215","[c]","32400","29100"
"New entrant CS","2023","Scottish Government","LGBO","190","[c]","31710","29100"
"New entrant CS","2023","Scottish Government","Undeclared","70","[c]","32890","29100"
"New entrant CS","2023","Scottish Government","Unknown","2555","[c]","30400","29100"
"New entrant CS","2023","The National Archives","Heterosexual / straight","70","[c]","32250","29840"
"New entrant CS","2023","The National Archives","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2023","The National Archives","Undeclared","15","[c]","[c]","[c]"
"New entrant CS","2023","The National Archives","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2023","UK Export Finance","Heterosexual / straight","80","[c]","49670","42000"
"New entrant CS","2023","UK Export Finance","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2023","UK Export Finance","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2023","UK Statistics Authority","Heterosexual / straight","785","[c]","29770","24840"
"New entrant CS","2023","UK Statistics Authority","LGBO","90","[c]","31920","31060"
"New entrant CS","2023","UK Statistics Authority","Undeclared","65","[c]","33260","31060"
"New entrant CS","2023","UK Statistics Authority","Unknown","155","[c]","26420","21200"
"New entrant CS","2023","UK Supreme Court","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2023","UK Supreme Court","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2023","UK Supreme Court","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2023","Water Services Regulation Authority","Heterosexual / straight","40","[c]","50680","46370"
"New entrant CS","2023","Water Services Regulation Authority","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Water Services Regulation Authority","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2023","Water Services Regulation Authority","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Welsh Government","Heterosexual / straight","220","[c]","35670","32460"
"New entrant CS","2023","Welsh Government","LGBO","30","[c]","[c]","[c]"
"New entrant CS","2023","Welsh Government","Undeclared","30","[c]","31100","26900"
"New entrant CS","2023","Welsh Government","Unknown","30","[c]","28230","22150"
"Notes","Summary figures are suppressed when information relates to less than 5 civil servants for FTE or Headcount, and less than 10 civil servants for median and mean salary (shown as [c]). Zero responses and salaries for less than 30 civil servants have been suppressed for GPDR special category data. FTE figures are not shown for entrants or leavers due to data quality concerns for these groups. Figures are rounded to the nearest 5, or £10 as appropriate.","","","","","",""
"Data source","All figures are aggregated from the Cabinet Office Annual Civil Service Employment Survey collection. https://www.gov.uk/government/collections/civil-service-statistics","","","","","",""
"Version","Generated on 2023-07-26, with GIT d545f65.","","","","","",""
"Data column","Description","","","","","",""
"Status","Employment status of the civil servants.","","","","","",""
"","In post - includes staff that were in post on the reference date (31 March).","","","","","",""
"","New entrant CS - includes new entrants to the Civil Service over the year (1 April to 31 March).","","","","","",""
"","Leaver CS - includes leavers from the Civil Service over the year (1 April to 31 March). This includes employees who have an Unknown leaving cause.","","","","","",""
"","Leaver Dept. - includes leavers from the department over the year (1 April to 31 March), who did not leave the Civil Service.","","","","","",""
"","Four organisations do not report when their employees first entered the Civil Service and so entrants data for these organisations is not available . These are as follows: Foreign Commonwealth and Development Office (excl. agencies), Foreign Commonwealth and Development Office Services, Scottish Forestry and Forest and Land Scotland. A further three organisations also could not provide entrants data in 2021. These are as follows: Department for International Development, Foreign and Commonwealth Office (excl. agencies) and Royal Fleet Auxiliary.","","","","","",""
"Year","Year of data collection (as at 31 March).","","","","","",""
"Parent_department","Government Department, total figures for both Ministerial and Non-Ministerial Departments include all of their Executive Agencies.","","","","","",""
"Sexual_orientation","Self reported sexual orientation.","","","","","",""
"","""Undeclared"" accounts for employees who have actively declared that they do not want to disclose their sexual orientation and ""Unknown"" accounts for employees who have not made an active declaration about their sexual orientation.","","","","","",""
"Headcount","Total number of civil servants (rounded to nearest 5).","","","","","",""
"FTE","Total full-time equivalent (FTE) employment numbers (rounded to nearest 5).","","","","","",""
"","FTE figures are not shown for entrants or leavers due to data quality concerns for these groups.","","","","","",""
"Mean_salary","Average salary (mean, rounded to nearest £10). For part-time employees, salaries represent the full-time equivalent earnings, while for full-time employees they are the actual annual gross salaries.","","","","","",""
"","These figures should be interpreted with caution when the total number of employees in a group is small, as they will tend to show more variability than larger groups (i.e. may be much higher or lower than can be explained by the data shown).","","","","","",""
"Median_salary","Median salary (rounded to nearest £10). For part-time employees, salaries represent the full-time equivalent earnings, while for full-time employees they are the actual annual gross salaries.","","","","","",""
"","These figures should be interpreted with caution when the total number of employees in a group is small, as they will tend to show more variability than larger groups (i.e. may be much higher or lower than can be explained by the data shown).","","","","","",""
