"Status","Year","Disability","Organisation","Region_london","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Declared non-disabled","Intellectual Property Office","Outside London","LGBO","45","45","33580","31330"
"In post","2023","Declared non-disabled","Intellectual Property Office","Outside London","Undeclared","35","35","45200","43470"
"In post","2023","Declared non-disabled","Intellectual Property Office","Outside London","Unknown","180","165","44710","42780"
"In post","2023","Declared non-disabled","Legal Aid Agency","London","Heterosexual / straight","100","95","46050","43650"
"In post","2023","Declared non-disabled","Legal Aid Agency","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Legal Aid Agency","London","Undeclared","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Legal Aid Agency","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Legal Aid Agency","Outside London","Heterosexual / straight","625","580","29660","25830"
"In post","2023","Declared non-disabled","Legal Aid Agency","Outside London","LGBO","25","25","[c]","[c]"
"In post","2023","Declared non-disabled","Legal Aid Agency","Outside London","Undeclared","50","45","26320","25830"
"In post","2023","Declared non-disabled","Legal Aid Agency","Outside London","Unknown","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Legal Aid Agency","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Legal Aid Agency","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Legal Aid Agency","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Legal Aid Agency","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Maritime and Coastguard Agency","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Maritime and Coastguard Agency","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Maritime and Coastguard Agency","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Maritime and Coastguard Agency","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Maritime and Coastguard Agency","Outside London","Heterosexual / straight","645","625","37540","32950"
"In post","2023","Declared non-disabled","Maritime and Coastguard Agency","Outside London","LGBO","20","15","[c]","[c]"
"In post","2023","Declared non-disabled","Maritime and Coastguard Agency","Outside London","Undeclared","80","75","38290","33850"
"In post","2023","Declared non-disabled","Maritime and Coastguard Agency","Outside London","Unknown","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Medicines and Healthcare Products Regulatory Agency","London","Heterosexual / straight","220","215","54010","54460"
"In post","2023","Declared non-disabled","Medicines and Healthcare Products Regulatory Agency","London","LGBO","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Medicines and Healthcare Products Regulatory Agency","London","Undeclared","35","30","60720","55210"
"In post","2023","Declared non-disabled","Medicines and Healthcare Products Regulatory Agency","London","Unknown","15","15","[c]","[c]"
"In post","2023","Declared non-disabled","Medicines and Healthcare Products Regulatory Agency","Outside London","Heterosexual / straight","80","75","54310","54460"
"In post","2023","Declared non-disabled","Medicines and Healthcare Products Regulatory Agency","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Medicines and Healthcare Products Regulatory Agency","Outside London","Undeclared","15","15","[c]","[c]"
"In post","2023","Declared non-disabled","Medicines and Healthcare Products Regulatory Agency","Outside London","Unknown","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Met Office","London","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","Declared non-disabled","Met Office","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Met Office","London","Undeclared","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Met Office","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Met Office","Outside London","Heterosexual / straight","1545","1470","40360","39650"
"In post","2023","Declared non-disabled","Met Office","Outside London","LGBO","95","90","35640","37420"
"In post","2023","Declared non-disabled","Met Office","Outside London","Undeclared","355","335","39020","39650"
"In post","2023","Declared non-disabled","Met Office","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Met Office","Overseas","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","Declared non-disabled","Met Office","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Met Office","Overseas","Undeclared","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Met Office","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Ministry of Defence (excl. agencies)","London","Heterosexual / straight","1920","1875","46150","45540"
"In post","2023","Declared non-disabled","Ministry of Defence (excl. agencies)","London","LGBO","90","90","47250","45750"
"In post","2023","Declared non-disabled","Ministry of Defence (excl. agencies)","London","Undeclared","190","185","47330","45750"
"In post","2023","Declared non-disabled","Ministry of Defence (excl. agencies)","London","Unknown","75","75","45360","42750"
"In post","2023","Declared non-disabled","Ministry of Defence (excl. agencies)","Outside London","Heterosexual / straight","17835","17220","33490","29570"
"In post","2023","Declared non-disabled","Ministry of Defence (excl. agencies)","Outside London","LGBO","405","395","34400","33830"
"In post","2023","Declared non-disabled","Ministry of Defence (excl. agencies)","Outside London","Undeclared","1470","1405","34680","33830"
"In post","2023","Declared non-disabled","Ministry of Defence (excl. agencies)","Outside London","Unknown","485","470","33090","30470"
"In post","2023","Declared non-disabled","Ministry of Defence (excl. agencies)","Overseas","Heterosexual / straight","275","275","53100","46690"
"In post","2023","Declared non-disabled","Ministry of Defence (excl. agencies)","Overseas","LGBO","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Ministry of Defence (excl. agencies)","Overseas","Undeclared","20","20","[c]","[c]"
"In post","2023","Declared non-disabled","Ministry of Defence (excl. agencies)","Overseas","Unknown","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Ministry of Defence (excl. agencies)","Unknown","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","Declared non-disabled","Ministry of Defence (excl. agencies)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Ministry of Defence (excl. agencies)","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Ministry of Defence (excl. agencies)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Ministry of Justice (excl. agencies)","London","Heterosexual / straight","2100","2040","48900","43650"
"In post","2023","Declared non-disabled","Ministry of Justice (excl. agencies)","London","LGBO","190","190","49060","43650"
"In post","2023","Declared non-disabled","Ministry of Justice (excl. agencies)","London","Undeclared","160","155","47580","43650"
"In post","2023","Declared non-disabled","Ministry of Justice (excl. agencies)","London","Unknown","90","90","43480","43650"
"In post","2023","Declared non-disabled","Ministry of Justice (excl. agencies)","Outside London","Heterosexual / straight","1695","1650","40030","37680"
"In post","2023","Declared non-disabled","Ministry of Justice (excl. agencies)","Outside London","LGBO","125","125","39890","37680"
"In post","2023","Declared non-disabled","Ministry of Justice (excl. agencies)","Outside London","Undeclared","100","95","40880","37680"
"In post","2023","Declared non-disabled","Ministry of Justice (excl. agencies)","Outside London","Unknown","35","35","30670","31270"
"In post","2023","Declared non-disabled","Ministry of Justice (excl. agencies)","Unknown","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Ministry of Justice (excl. agencies)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Ministry of Justice (excl. agencies)","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Ministry of Justice (excl. agencies)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","National Crime Agency","London","Heterosexual / straight","355","345","50980","49200"
"In post","2023","Declared non-disabled","National Crime Agency","London","LGBO","15","15","[c]","[c]"
"In post","2023","Declared non-disabled","National Crime Agency","London","Undeclared","25","25","[c]","[c]"
"In post","2023","Declared non-disabled","National Crime Agency","London","Unknown","15","15","[c]","[c]"
"In post","2023","Declared non-disabled","National Crime Agency","Outside London","Heterosexual / straight","885","850","43290","42110"
"In post","2023","Declared non-disabled","National Crime Agency","Outside London","LGBO","30","30","40680","38310"
"In post","2023","Declared non-disabled","National Crime Agency","Outside London","Undeclared","55","55","41170","41630"
"In post","2023","Declared non-disabled","National Crime Agency","Outside London","Unknown","35","35","41670","39830"
"In post","2023","Declared non-disabled","National Crime Agency","Overseas","Heterosexual / straight","55","55","48890","47380"
"In post","2023","Declared non-disabled","National Crime Agency","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","National Crime Agency","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","National Crime Agency","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","National Crime Agency","Unknown","Heterosexual / straight","35","30","46990","47380"
"In post","2023","Declared non-disabled","National Crime Agency","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","National Crime Agency","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","National Crime Agency","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","National Infrastructure Commission","London","Heterosexual / straight","30","30","59560","55750"
"In post","2023","Declared non-disabled","National Infrastructure Commission","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","National Infrastructure Commission","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","National Infrastructure Commission","London","Unknown","[c]","[c]","[c]","[c]"
