"Status","Year","Parent_department","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2023","Foreign, Commonwealth and Development Office","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Foreign, Commonwealth and Development Office","Digital, Data and Technology","15","[c]","40460","40430"
"Leaver CS","2023","Foreign, Commonwealth and Development Office","Finance","5","[c]","[c]","[c]"
"Leaver CS","2023","Foreign, Commonwealth and Development Office","Human Resources","5","[c]","[c]","[c]"
"Leaver CS","2023","Foreign, Commonwealth and Development Office","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Foreign, Commonwealth and Development Office","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Foreign, Commonwealth and Development Office","Other","10","[c]","[c]","[c]"
"Leaver CS","2023","Foreign, Commonwealth and Development Office","Policy","5","[c]","[c]","[c]"
"Leaver CS","2023","Foreign, Commonwealth and Development Office","Project Delivery","10","[c]","[c]","[c]"
"Leaver CS","2023","Foreign, Commonwealth and Development Office","Property","10","[c]","30140","27360"
"Leaver CS","2023","Foreign, Commonwealth and Development Office","Security","15","[c]","34050","31740"
"Leaver CS","2023","Foreign, Commonwealth and Development Office","Unknown","345","[c]","[c]","[c]"
"Leaver CS","2023","HM Land Registry","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2023","HM Land Registry","Communications","5","[c]","[c]","[c]"
"Leaver CS","2023","HM Land Registry","Digital, Data and Technology","100","[c]","40260","39460"
"Leaver CS","2023","HM Land Registry","Finance","15","[c]","45850","46650"
"Leaver CS","2023","HM Land Registry","Human Resources","15","[c]","38500","38550"
"Leaver CS","2023","HM Land Registry","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2023","HM Land Registry","Legal","25","[c]","45300","37190"
"Leaver CS","2023","HM Land Registry","Operational Delivery","300","[c]","29420","28080"
"Leaver CS","2023","HM Land Registry","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2023","HM Land Registry","Project Delivery","25","[c]","43010","39520"
"Leaver CS","2023","HM Land Registry","Property","5","[c]","[c]","[c]"
"Leaver CS","2023","HM Revenue and Customs","Commercial","15","[c]","[c]","[c]"
"Leaver CS","2023","HM Revenue and Customs","Communications","15","[c]","[c]","[c]"
"Leaver CS","2023","HM Revenue and Customs","Counter Fraud","55","[c]","[c]","[c]"
"Leaver CS","2023","HM Revenue and Customs","Digital, Data and Technology","215","[c]","[c]","[c]"
"Leaver CS","2023","HM Revenue and Customs","Economics","10","[c]","[c]","[c]"
"Leaver CS","2023","HM Revenue and Customs","Finance","85","[c]","[c]","[c]"
"Leaver CS","2023","HM Revenue and Customs","Human Resources","45","[c]","[c]","[c]"
"Leaver CS","2023","HM Revenue and Customs","Intelligence Analysis","10","[c]","[c]","[c]"
"Leaver CS","2023","HM Revenue and Customs","Internal Audit","10","[c]","[c]","[c]"
"Leaver CS","2023","HM Revenue and Customs","International Trade","5","[c]","[c]","[c]"
"Leaver CS","2023","HM Revenue and Customs","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2023","HM Revenue and Customs","Legal","165","[c]","[c]","[c]"
"Leaver CS","2023","HM Revenue and Customs","Operational Delivery","2450","[c]","25730","22520"
"Leaver CS","2023","HM Revenue and Customs","Operational Research","10","[c]","[c]","[c]"
"Leaver CS","2023","HM Revenue and Customs","Other","55","[c]","[c]","[c]"
"Leaver CS","2023","HM Revenue and Customs","Policy","60","[c]","[c]","[c]"
"Leaver CS","2023","HM Revenue and Customs","Project Delivery","120","[c]","[c]","[c]"
"Leaver CS","2023","HM Revenue and Customs","Property","175","[c]","38880","35530"
"Leaver CS","2023","HM Revenue and Customs","Security","20","[c]","[c]","[c]"
"Leaver CS","2023","HM Revenue and Customs","Social Research","5","[c]","[c]","[c]"
"Leaver CS","2023","HM Revenue and Customs","Statistics","15","[c]","[c]","[c]"
"Leaver CS","2023","HM Revenue and Customs","Tax","1050","[c]","[c]","[c]"
"Leaver CS","2023","HM Treasury","Communications","10","[c]","[c]","[c]"
"Leaver CS","2023","HM Treasury","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2023","HM Treasury","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2023","HM Treasury","Economics","50","[c]","34620","23400"
"Leaver CS","2023","HM Treasury","Finance","15","[c]","42950","42920"
"Leaver CS","2023","HM Treasury","Human Resources","10","[c]","35830","24820"
"Leaver CS","2023","HM Treasury","Internal Audit","40","[c]","49470","44940"
"Leaver CS","2023","HM Treasury","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2023","HM Treasury","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2023","HM Treasury","Operational Delivery","25","[c]","29050","26750"
"Leaver CS","2023","HM Treasury","Other","5","[c]","[c]","[c]"
"Leaver CS","2023","HM Treasury","Policy","190","[c]","47690","49660"
"Leaver CS","2023","HM Treasury","Project Delivery","5","[c]","[c]","[c]"
"Leaver CS","2023","HM Treasury","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Home Office","Commercial","15","[c]","38810","42150"
"Leaver CS","2023","Home Office","Communications","30","[c]","46600","43460"
"Leaver CS","2023","Home Office","Counter Fraud","10","[c]","26950","26460"
"Leaver CS","2023","Home Office","Digital, Data and Technology","170","[c]","49600","43370"
"Leaver CS","2023","Home Office","Economics","10","[c]","43560","40020"
"Leaver CS","2023","Home Office","Finance","20","[c]","44070","40340"
"Leaver CS","2023","Home Office","Human Resources","45","[c]","47280","44140"
"Leaver CS","2023","Home Office","Intelligence Analysis","70","[c]","30610","28730"
"Leaver CS","2023","Home Office","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Home Office","Operational Delivery","1680","[c]","27600","25880"
"Leaver CS","2023","Home Office","Operational Research","5","[c]","[c]","[c]"
"Leaver CS","2023","Home Office","Other","90","[c]","32540","28650"
"Leaver CS","2023","Home Office","Policy","170","[c]","47870","43210"
"Leaver CS","2023","Home Office","Project Delivery","95","[c]","50680","43210"
"Leaver CS","2023","Home Office","Science and Engineering","10","[c]","[c]","[c]"
"Leaver CS","2023","Home Office","Security","20","[c]","34540","31290"
"Leaver CS","2023","Home Office","Social Research","5","[c]","[c]","[c]"
"Leaver CS","2023","Home Office","Statistics","50","[c]","26700","23500"
"Leaver CS","2023","Home Office","Unknown","20","[c]","50370","58000"
"Leaver CS","2023","Ministry of Defence","Commercial","165","[c]","41320","38130"
"Leaver CS","2023","Ministry of Defence","Communications","45","[c]","42780","40580"
"Leaver CS","2023","Ministry of Defence","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Defence","Digital, Data and Technology","210","[c]","37350","33990"
"Leaver CS","2023","Ministry of Defence","Finance","220","[c]","40540","36140"
"Leaver CS","2023","Ministry of Defence","Geography","15","[c]","30100","29200"
"Leaver CS","2023","Ministry of Defence","Human Resources","815","[c]","31440","27470"
"Leaver CS","2023","Ministry of Defence","Intelligence Analysis","70","[c]","35200","34300"
"Leaver CS","2023","Ministry of Defence","Internal Audit","15","[c]","41350","36140"
"Leaver CS","2023","Ministry of Defence","Knowledge and Information Management","35","[c]","30040","27470"
"Leaver CS","2023","Ministry of Defence","Legal","10","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Defence","Medicine","265","[c]","45490","40590"
"Leaver CS","2023","Ministry of Defence","Operational Delivery","525","[c]","29100","24050"
"Leaver CS","2023","Ministry of Defence","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Defence","Other","575","[c]","31970","27470"
"Leaver CS","2023","Ministry of Defence","Policy","65","[c]","44500","42030"
"Leaver CS","2023","Ministry of Defence","Project Delivery","490","[c]","42670","40580"
"Leaver CS","2023","Ministry of Defence","Property","185","[c]","31280","33000"
"Leaver CS","2023","Ministry of Defence","Science and Engineering","765","[c]","36450","33990"
"Leaver CS","2023","Ministry of Defence","Security","695","[c]","31860","27500"
"Leaver CS","2023","Ministry of Defence","Statistics","30","[c]","29300","23560"
"Leaver CS","2023","Ministry of Defence","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Justice","Commercial","30","[c]","37000","36540"
"Leaver CS","2023","Ministry of Justice","Communications","15","[c]","40680","37110"
"Leaver CS","2023","Ministry of Justice","Digital, Data and Technology","150","[c]","51550","53980"
"Leaver CS","2023","Ministry of Justice","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Justice","Finance","55","[c]","43810","41750"
"Leaver CS","2023","Ministry of Justice","Human Resources","70","[c]","37370","33150"
"Leaver CS","2023","Ministry of Justice","Intelligence Analysis","20","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Justice","Knowledge and Information Management","10","[c]","23210","21780"
"Leaver CS","2023","Ministry of Justice","Legal","140","[c]","42410","41990"
"Leaver CS","2023","Ministry of Justice","Operational Delivery","8635","[c]","25340","21780"
"Leaver CS","2023","Ministry of Justice","Operational Research","10","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Justice","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Justice","Policy","60","[c]","46880","43650"
"Leaver CS","2023","Ministry of Justice","Project Delivery","25","[c]","48260","51770"
"Leaver CS","2023","Ministry of Justice","Property","30","[c]","48110","41510"
"Leaver CS","2023","Ministry of Justice","Psychology","120","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Justice","Security","30","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Justice","Social Research","5","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Justice","Statistics","10","[c]","34480","29660"
"Leaver CS","2023","Ministry of Justice","Unknown","605","[c]","36880","31230"
"Leaver CS","2023","National Crime Agency","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2023","National Crime Agency","Digital, Data and Technology","20","[c]","48390","43290"
"Leaver CS","2023","National Crime Agency","Finance","5","[c]","[c]","[c]"
"Leaver CS","2023","National Crime Agency","Human Resources","10","[c]","46470","45480"
"Leaver CS","2023","National Crime Agency","Legal","5","[c]","[c]","[c]"
"Leaver CS","2023","National Crime Agency","Operational Delivery","310","[c]","41130","38640"
"Leaver CS","2023","National Crime Agency","Project Delivery","10","[c]","[c]","[c]"
"Leaver CS","2023","National Crime Agency","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2023","National Crime Agency","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Northern Ireland Office","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Northern Ireland Office","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Northern Ireland Office","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Northern Ireland Office","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Northern Ireland Office","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Office for Standards in Education, Children's Services and Skills","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Office for Standards in Education, Children's Services and Skills","Digital, Data and Technology","10","[c]","43770","40850"
"Leaver CS","2023","Office for Standards in Education, Children's Services and Skills","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Office for Standards in Education, Children's Services and Skills","Human Resources","10","[c]","33360","29760"
"Leaver CS","2023","Office for Standards in Education, Children's Services and Skills","Inspector of Education and Training","140","[c]","67930","77470"
"Leaver CS","2023","Office for Standards in Education, Children's Services and Skills","Legal","5","[c]","[c]","[c]"
"Leaver CS","2023","Office for Standards in Education, Children's Services and Skills","Operational Delivery","15","[c]","26500","22490"
"Leaver CS","2023","Office for Standards in Education, Children's Services and Skills","Other","25","[c]","29950","27140"
"Leaver CS","2023","Office for Standards in Education, Children's Services and Skills","Policy","10","[c]","38400","26420"
"Leaver CS","2023","Office for Standards in Education, Children's Services and Skills","Social Research","10","[c]","[c]","[c]"
"Leaver CS","2023","Office for Standards in Education, Children's Services and Skills","Statistics","10","[c]","[c]","[c]"
