"Status","Year","Parent_department","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Office of the Secretary of State for Wales","Economics","[c]","[c]","[c]","[c]"
"In post","2023","Office of the Secretary of State for Wales","Human Resources","[c]","[c]","[c]","[c]"
"In post","2023","Office of the Secretary of State for Wales","Policy","30","30","49100","47710"
"In post","2023","Scottish Government","Commercial","105","105","36070","31970"
"In post","2023","Scottish Government","Communications","40","40","42430","39590"
"In post","2023","Scottish Government","Digital, Data and Technology","305","305","41510","38170"
"In post","2023","Scottish Government","Finance","165","160","37380","34000"
"In post","2023","Scottish Government","Human Resources","270","255","38790","37060"
"In post","2023","Scottish Government","Internal Audit","10","5","[c]","[c]"
"In post","2023","Scottish Government","Knowledge and Information Management","25","25","37890","31540"
"In post","2023","Scottish Government","Legal","760","720","61050","55990"
"In post","2023","Scottish Government","Operational Delivery","7610","7110","32110","31290"
"In post","2023","Scottish Government","Other","630","575","35370","32930"
"In post","2023","Scottish Government","Policy","60","60","49320","48410"
"In post","2023","Scottish Government","Project Delivery","35","35","49090","49870"
"In post","2023","Scottish Government","Property","30","30","41540","39590"
"In post","2023","Scottish Government","Psychology","70","65","42530","37060"
"In post","2023","Scottish Government","Security","10","10","49680","49870"
"In post","2023","Scottish Government","Statistics","5","5","[c]","[c]"
"In post","2023","Scottish Government","Unknown","17490","16765","41570","36330"
"In post","2023","The National Archives","Commercial","40","35","32340","24640"
"In post","2023","The National Archives","Communications","20","15","36400","33580"
"In post","2023","The National Archives","Digital, Data and Technology","120","120","43090","42700"
"In post","2023","The National Archives","Finance","15","15","44310","42940"
"In post","2023","The National Archives","Human Resources","15","15","35260","30380"
"In post","2023","The National Archives","Knowledge and Information Management","105","100","35420","31450"
"In post","2023","The National Archives","Operational Delivery","160","150","31120","29840"
"In post","2023","The National Archives","Other","95","90","43330","35700"
"In post","2023","The National Archives","Policy","[c]","[c]","[c]","[c]"
"In post","2023","The National Archives","Property","15","15","40300","36310"
"In post","2023","UK Export Finance","Communications","20","20","46840","42650"
"In post","2023","UK Export Finance","Digital, Data and Technology","55","55","56000","54000"
"In post","2023","UK Export Finance","Economics","5","5","[c]","[c]"
"In post","2023","UK Export Finance","Finance","25","25","61970","56360"
"In post","2023","UK Export Finance","Human Resources","35","30","49810","42900"
"In post","2023","UK Export Finance","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2023","UK Export Finance","Knowledge and Information Management","30","30","50480","46400"
"In post","2023","UK Export Finance","Legal","40","40","66110","76120"
"In post","2023","UK Export Finance","Operational Delivery","285","280","53700","50670"
"In post","2023","UK Export Finance","Policy","15","15","65650","64450"
"In post","2023","UK Export Finance","Project Delivery","10","10","52850","42950"
"In post","2023","UK Export Finance","Security","5","5","[c]","[c]"
"In post","2023","UK Statistics Authority","Commercial","40","35","45740","39630"
"In post","2023","UK Statistics Authority","Communications","75","70","42280","37760"
"In post","2023","UK Statistics Authority","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2023","UK Statistics Authority","Digital, Data and Technology","895","870","42780","38730"
"In post","2023","UK Statistics Authority","Economics","180","180","36640","31560"
"In post","2023","UK Statistics Authority","Finance","55","50","40880","34370"
"In post","2023","UK Statistics Authority","Geography","[c]","[c]","[c]","[c]"
"In post","2023","UK Statistics Authority","Human Resources","210","190","36560","31660"
"In post","2023","UK Statistics Authority","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2023","UK Statistics Authority","Knowledge and Information Management","15","15","30950","31060"
"In post","2023","UK Statistics Authority","Operational Delivery","2955","2455","28900","24840"
"In post","2023","UK Statistics Authority","Operational Research","30","30","36670","36120"
"In post","2023","UK Statistics Authority","Policy","100","100","39390","37690"
"In post","2023","UK Statistics Authority","Project Delivery","280","270","42910","37760"
"In post","2023","UK Statistics Authority","Property","15","15","38490","37760"
"In post","2023","UK Statistics Authority","Security","60","55","41390","38440"
"In post","2023","UK Statistics Authority","Social Research","635","605","39590","39190"
"In post","2023","UK Statistics Authority","Statistics","575","555","45190","39300"
"In post","2023","UK Supreme Court","Commercial","[c]","[c]","[c]","[c]"
"In post","2023","UK Supreme Court","Communications","10","5","[c]","[c]"
"In post","2023","UK Supreme Court","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2023","UK Supreme Court","Finance","[c]","[c]","[c]","[c]"
"In post","2023","UK Supreme Court","Human Resources","[c]","[c]","[c]","[c]"
"In post","2023","UK Supreme Court","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2023","UK Supreme Court","Legal","10","10","41760","37230"
"In post","2023","UK Supreme Court","Operational Delivery","20","20","38540","30600"
"In post","2023","UK Supreme Court","Policy","[c]","[c]","[c]","[c]"
"In post","2023","UK Supreme Court","Property","[c]","[c]","[c]","[c]"
"In post","2023","Water Services Regulation Authority","Commercial","[c]","[c]","[c]","[c]"
"In post","2023","Water Services Regulation Authority","Communications","10","10","52210","39050"
"In post","2023","Water Services Regulation Authority","Corporate Finance","10","10","[c]","[c]"
"In post","2023","Water Services Regulation Authority","Digital, Data and Technology","25","25","49200","48000"
"In post","2023","Water Services Regulation Authority","Economics","45","45","60420","49600"
"In post","2023","Water Services Regulation Authority","Finance","15","15","73550","66780"
"In post","2023","Water Services Regulation Authority","Human Resources","15","10","43740","41340"
"In post","2023","Water Services Regulation Authority","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2023","Water Services Regulation Authority","Legal","15","15","74120","74000"
"In post","2023","Water Services Regulation Authority","Operational Delivery","25","25","39890","36750"
"In post","2023","Water Services Regulation Authority","Other","[c]","[c]","[c]","[c]"
"In post","2023","Water Services Regulation Authority","Policy","55","50","59230","60920"
"In post","2023","Water Services Regulation Authority","Project Delivery","15","15","50490","48660"
"In post","2023","Water Services Regulation Authority","Property","[c]","[c]","[c]","[c]"
"In post","2023","Water Services Regulation Authority","Science and Engineering","25","20","56780","52660"
"In post","2023","Water Services Regulation Authority","Security","[c]","[c]","[c]","[c]"
"In post","2023","Welsh Government","Communications","160","150","42440","39690"
"In post","2023","Welsh Government","Digital, Data and Technology","235","230","41240","39690"
"In post","2023","Welsh Government","Economics","50","45","50860","43660"
"In post","2023","Welsh Government","Finance","335","315","45360","39690"
"In post","2023","Welsh Government","Human Resources","245","235","33700","27890"
"In post","2023","Welsh Government","Inspector of Education and Training","30","30","36800","36590"
"In post","2023","Welsh Government","Internal Audit","25","20","44860","39690"
"In post","2023","Welsh Government","Knowledge and Information Management","115","110","36730","30610"
"In post","2023","Welsh Government","Legal","180","165","61160","63900"
"In post","2023","Welsh Government","Medicine","195","185","49790","49370"
"In post","2023","Welsh Government","Operational Delivery","1640","1535","39620","32460"
"In post","2023","Welsh Government","Other","605","575","45190","43660"
"In post","2023","Welsh Government","Planning","70","65","47320","39690"
"In post","2023","Welsh Government","Planning Inspectors","[c]","[c]","[c]","[c]"
"In post","2023","Welsh Government","Policy","1655","1575","45880","39690"
"In post","2023","Welsh Government","Project Delivery","135","130","47440","43660"
"In post","2023","Welsh Government","Property","65","60","42870","39690"
"In post","2023","Welsh Government","Science and Engineering","65","65","52410","49370"
"In post","2023","Welsh Government","Social Research","100","95","44090","41700"
"In post","2023","Welsh Government","Statistics","100","90","43290","41700"
"In post","2023","Welsh Government","Tax","5","5","[c]","[c]"
"In post","2023","Welsh Government","Unknown","35","35","47120","41700"
"In post","2023","Welsh Government","Veterinarian","5","5","[c]","[c]"
"Leaver CS","2023","Attorney General's Departments","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Attorney General's Departments","Communications","10","[c]","36810","31920"
"Leaver CS","2023","Attorney General's Departments","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Attorney General's Departments","Counter Fraud","35","[c]","47010","42210"
"Leaver CS","2023","Attorney General's Departments","Digital, Data and Technology","20","[c]","38860","31870"
"Leaver CS","2023","Attorney General's Departments","Finance","10","[c]","36270","25840"
"Leaver CS","2023","Attorney General's Departments","Human Resources","20","[c]","33990","30950"
"Leaver CS","2023","Attorney General's Departments","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Attorney General's Departments","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Attorney General's Departments","Legal","405","[c]","56250","55000"
"Leaver CS","2023","Attorney General's Departments","Operational Delivery","250","[c]","25600","24480"
"Leaver CS","2023","Attorney General's Departments","Other","20","[c]","36680","27580"
"Leaver CS","2023","Attorney General's Departments","Policy","10","[c]","[c]","[c]"
"Leaver CS","2023","Attorney General's Departments","Project Delivery","5","[c]","[c]","[c]"
"Leaver CS","2023","Attorney General's Departments","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Cabinet Office","Commercial","40","[c]","40320","32600"
"Leaver CS","2023","Cabinet Office","Communications","5","[c]","[c]","[c]"
"Leaver CS","2023","Cabinet Office","Digital, Data and Technology","40","[c]","40250","32060"
"Leaver CS","2023","Cabinet Office","Finance","25","[c]","35850","34250"
"Leaver CS","2023","Cabinet Office","Human Resources","10","[c]","55650","31950"
"Leaver CS","2023","Cabinet Office","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Cabinet Office","Operational Delivery","20","[c]","41560","31410"
"Leaver CS","2023","Cabinet Office","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Cabinet Office","Policy","5","[c]","[c]","[c]"
"Leaver CS","2023","Cabinet Office","Project Delivery","25","[c]","31570","32000"
"Leaver CS","2023","Cabinet Office","Property","5","[c]","[c]","[c]"
"Leaver CS","2023","Cabinet Office","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Cabinet Office","Security","20","[c]","39890","34320"
"Leaver CS","2023","Cabinet Office","Statistics","10","[c]","[c]","[c]"
"Leaver CS","2023","Cabinet Office","Unknown","925","[c]","50170","44180"
"Leaver CS","2023","Chancellor's other departments","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Chancellor's other departments","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Chancellor's other departments","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Chancellor's other departments","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Chancellor's other departments","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Chancellor's other departments","Human Resources","5","[c]","[c]","[c]"
"Leaver CS","2023","Chancellor's other departments","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Chancellor's other departments","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Chancellor's other departments","Other","35","[c]","63380","43810"
"Leaver CS","2023","Chancellor's other departments","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Charity Commission","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Charity Commission","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Charity Commission","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Charity Commission","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Charity Commission","Operational Delivery","30","[c]","28010","28440"
"Leaver CS","2023","Charity Commission","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Charity Commission","Project Delivery","10","[c]","[c]","[c]"
"Leaver CS","2023","Competition and Markets Authority","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Competition and Markets Authority","Communications","10","[c]","[c]","[c]"
"Leaver CS","2023","Competition and Markets Authority","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Competition and Markets Authority","Digital, Data and Technology","15","[c]","58050","53530"
"Leaver CS","2023","Competition and Markets Authority","Economics","15","[c]","47720","55130"
"Leaver CS","2023","Competition and Markets Authority","Human Resources","10","[c]","50040","49350"
"Leaver CS","2023","Competition and Markets Authority","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Competition and Markets Authority","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Competition and Markets Authority","Legal","20","[c]","62570","65620"
"Leaver CS","2023","Competition and Markets Authority","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Competition and Markets Authority","Project Delivery","40","[c]","52550","42610"
"Leaver CS","2023","Competition and Markets Authority","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Business, Energy and Industrial Strategy","Commercial","10","[c]","43590","42460"
"Leaver CS","2023","Department for Business, Energy and Industrial Strategy","Communications","30","[c]","40360","36040"
"Leaver CS","2023","Department for Business, Energy and Industrial Strategy","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Business, Energy and Industrial Strategy","Counter Fraud","20","[c]","30430","25980"
"Leaver CS","2023","Department for Business, Energy and Industrial Strategy","Digital, Data and Technology","100","[c]","40090","36140"
"Leaver CS","2023","Department for Business, Energy and Industrial Strategy","Economics","25","[c]","40480","33570"
"Leaver CS","2023","Department for Business, Energy and Industrial Strategy","Finance","25","[c]","44040","44520"
"Leaver CS","2023","Department for Business, Energy and Industrial Strategy","Human Resources","50","[c]","44700","42530"
"Leaver CS","2023","Department for Business, Energy and Industrial Strategy","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Business, Energy and Industrial Strategy","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Business, Energy and Industrial Strategy","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Business, Energy and Industrial Strategy","Legal","10","[c]","[c]","[c]"
"Leaver CS","2023","Department for Business, Energy and Industrial Strategy","Operational Delivery","285","[c]","33630","27680"
"Leaver CS","2023","Department for Business, Energy and Industrial Strategy","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Business, Energy and Industrial Strategy","Other","40","[c]","27570","21810"
"Leaver CS","2023","Department for Business, Energy and Industrial Strategy","Policy","425","[c]","48230","44800"
"Leaver CS","2023","Department for Business, Energy and Industrial Strategy","Project Delivery","35","[c]","48460","47960"
"Leaver CS","2023","Department for Business, Energy and Industrial Strategy","Property","5","[c]","[c]","[c]"
"Leaver CS","2023","Department for Business, Energy and Industrial Strategy","Science and Engineering","60","[c]","41090","39650"
"Leaver CS","2023","Department for Business, Energy and Industrial Strategy","Security","5","[c]","[c]","[c]"
"Leaver CS","2023","Department for Business, Energy and Industrial Strategy","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Digital, Culture, Media and Sport","Commercial","15","[c]","[c]","[c]"
"Leaver CS","2023","Department for Digital, Culture, Media and Sport","Communications","10","[c]","45960","41810"
"Leaver CS","2023","Department for Digital, Culture, Media and Sport","Counter Fraud","5","[c]","[c]","[c]"
"Leaver CS","2023","Department for Digital, Culture, Media and Sport","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Digital, Culture, Media and Sport","Economics","10","[c]","[c]","[c]"
"Leaver CS","2023","Department for Digital, Culture, Media and Sport","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Digital, Culture, Media and Sport","Human Resources","10","[c]","[c]","[c]"
"Leaver CS","2023","Department for Digital, Culture, Media and Sport","Operational Delivery","5","[c]","[c]","[c]"
"Leaver CS","2023","Department for Digital, Culture, Media and Sport","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Digital, Culture, Media and Sport","Other","10","[c]","39480","34020"
"Leaver CS","2023","Department for Digital, Culture, Media and Sport","Planning","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Digital, Culture, Media and Sport","Policy","130","[c]","45450","40520"
"Leaver CS","2023","Department for Digital, Culture, Media and Sport","Project Delivery","25","[c]","48010","52900"
"Leaver CS","2023","Department for Digital, Culture, Media and Sport","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Digital, Culture, Media and Sport","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Digital, Culture, Media and Sport","Social Research","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Digital, Culture, Media and Sport","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Education","Commercial","35","[c]","42450","38050"
"Leaver CS","2023","Department for Education","Communications","30","[c]","39260","37870"
"Leaver CS","2023","Department for Education","Digital, Data and Technology","120","[c]","43770","40480"
"Leaver CS","2023","Department for Education","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Education","Finance","30","[c]","52070","48620"
"Leaver CS","2023","Department for Education","Human Resources","15","[c]","37190","34710"
"Leaver CS","2023","Department for Education","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Education","Operational Delivery","105","[c]","43850","37880"
"Leaver CS","2023","Department for Education","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Education","Policy","100","[c]","42570","38120"
"Leaver CS","2023","Department for Education","Project Delivery","65","[c]","43680","37540"
"Leaver CS","2023","Department for Education","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Education","Social Research","20","[c]","31440","30560"
"Leaver CS","2023","Department for Education","Statistics","10","[c]","[c]","[c]"
"Leaver CS","2023","Department for Education","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs","Commercial","20","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs","Communications","35","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs","Digital, Data and Technology","85","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs","Economics","5","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs","Finance","15","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs","Human Resources","25","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs","Operational Delivery","390","[c]","25680","22430"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs","Other","25","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs","Policy","315","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs","Project Delivery","15","[c]","33180","30320"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs","Property","40","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs","Science and Engineering","90","[c]","32470","29130"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs","Unknown","15","[c]","26600","22150"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs","Veterinarian","45","[c]","43340","39530"
"Leaver CS","2023","Department for International Trade","Commercial","5","[c]","[c]","[c]"
"Leaver CS","2023","Department for International Trade","Communications","15","[c]","45110","41550"
"Leaver CS","2023","Department for International Trade","Digital, Data and Technology","25","[c]","48180","51970"
"Leaver CS","2023","Department for International Trade","Economics","15","[c]","40350","31800"
"Leaver CS","2023","Department for International Trade","Finance","5","[c]","[c]","[c]"
"Leaver CS","2023","Department for International Trade","Human Resources","10","[c]","45610","44940"
"Leaver CS","2023","Department for International Trade","International Trade","105","[c]","45780","40300"
"Leaver CS","2023","Department for International Trade","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for International Trade","Operational Delivery","5","[c]","[c]","[c]"
"Leaver CS","2023","Department for International Trade","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for International Trade","Other","10","[c]","45840","46390"
"Leaver CS","2023","Department for International Trade","Policy","5","[c]","[c]","[c]"
"Leaver CS","2023","Department for International Trade","Project Delivery","15","[c]","46230","51710"
"Leaver CS","2023","Department for International Trade","Social Research","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for International Trade","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for International Trade","Unknown","35","[c]","24910","18300"
"Leaver CS","2023","Department for Levelling Up, Housing and Communities","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Levelling Up, Housing and Communities","Communications","20","[c]","42850","37970"
"Leaver CS","2023","Department for Levelling Up, Housing and Communities","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Levelling Up, Housing and Communities","Digital, Data and Technology","20","[c]","42620","40760"
"Leaver CS","2023","Department for Levelling Up, Housing and Communities","Economics","5","[c]","[c]","[c]"
"Leaver CS","2023","Department for Levelling Up, Housing and Communities","Finance","15","[c]","49210","49700"
"Leaver CS","2023","Department for Levelling Up, Housing and Communities","Human Resources","10","[c]","48430","40800"
"Leaver CS","2023","Department for Levelling Up, Housing and Communities","Knowledge and Information Management","5","[c]","[c]","[c]"
"Leaver CS","2023","Department for Levelling Up, Housing and Communities","Operational Delivery","65","[c]","33950","31440"
"Leaver CS","2023","Department for Levelling Up, Housing and Communities","Other","5","[c]","[c]","[c]"
"Leaver CS","2023","Department for Levelling Up, Housing and Communities","Planning","15","[c]","30760","31930"
"Leaver CS","2023","Department for Levelling Up, Housing and Communities","Planning Inspectors","20","[c]","60530","60050"
"Leaver CS","2023","Department for Levelling Up, Housing and Communities","Policy","165","[c]","44500","38160"
"Leaver CS","2023","Department for Levelling Up, Housing and Communities","Project Delivery","15","[c]","42560","40800"
"Leaver CS","2023","Department for Levelling Up, Housing and Communities","Psychology","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Levelling Up, Housing and Communities","Social Research","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Levelling Up, Housing and Communities","Statistics","25","[c]","32600","28560"
"Leaver CS","2023","Department for Transport","Commercial","20","[c]","37750","34350"
"Leaver CS","2023","Department for Transport","Communications","15","[c]","37160","31660"
"Leaver CS","2023","Department for Transport","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Transport","Digital, Data and Technology","70","[c]","38870","36250"
"Leaver CS","2023","Department for Transport","Finance","40","[c]","40110","32240"
"Leaver CS","2023","Department for Transport","Human Resources","30","[c]","30850","28560"
"Leaver CS","2023","Department for Transport","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Transport","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Transport","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Transport","Operational Delivery","1115","[c]","25540","22500"
"Leaver CS","2023","Department for Transport","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Transport","Policy","35","[c]","39390","34040"
"Leaver CS","2023","Department for Transport","Project Delivery","35","[c]","40710","39040"
"Leaver CS","2023","Department for Transport","Property","25","[c]","30820","27450"
"Leaver CS","2023","Department for Transport","Science and Engineering","5","[c]","[c]","[c]"
"Leaver CS","2023","Department for Transport","Security","10","[c]","[c]","[c]"
"Leaver CS","2023","Department for Transport","Unknown","235","[c]","47930","43750"
"Leaver CS","2023","Department for Work and Pensions","Commercial","5","[c]","[c]","[c]"
"Leaver CS","2023","Department for Work and Pensions","Communications","15","[c]","41450","41880"
"Leaver CS","2023","Department for Work and Pensions","Counter Fraud","350","[c]","27810","28120"
"Leaver CS","2023","Department for Work and Pensions","Digital, Data and Technology","340","[c]","46270","40670"
"Leaver CS","2023","Department for Work and Pensions","Finance","130","[c]","38580","34630"
"Leaver CS","2023","Department for Work and Pensions","Human Resources","20","[c]","43430","35140"
"Leaver CS","2023","Department for Work and Pensions","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Work and Pensions","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Work and Pensions","Operational Delivery","6865","[c]","26740","27570"
"Leaver CS","2023","Department for Work and Pensions","Other","400","[c]","23720","21690"
"Leaver CS","2023","Department for Work and Pensions","Policy","140","[c]","39360","34970"
"Leaver CS","2023","Department for Work and Pensions","Project Delivery","85","[c]","39380","38470"
"Leaver CS","2023","Department for Work and Pensions","Property","15","[c]","44200","40060"
"Leaver CS","2023","Department for Work and Pensions","Psychology","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Work and Pensions","Science and Engineering","40","[c]","36730","32440"
"Leaver CS","2023","Department for Work and Pensions","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Work and Pensions","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Work and Pensions","Unknown","15","[c]","37710","35310"
"Leaver CS","2023","Department of Health and Social Care","Commercial","5","[c]","[c]","[c]"
"Leaver CS","2023","Department of Health and Social Care","Communications","15","[c]","43050","41030"
"Leaver CS","2023","Department of Health and Social Care","Digital, Data and Technology","30","[c]","42010","39890"
"Leaver CS","2023","Department of Health and Social Care","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department of Health and Social Care","Finance","10","[c]","[c]","[c]"
"Leaver CS","2023","Department of Health and Social Care","Human Resources","25","[c]","46860","37010"
"Leaver CS","2023","Department of Health and Social Care","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department of Health and Social Care","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department of Health and Social Care","Medicine","100","[c]","74630","68560"
"Leaver CS","2023","Department of Health and Social Care","Operational Delivery","1440","[c]","40270","33920"
"Leaver CS","2023","Department of Health and Social Care","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department of Health and Social Care","Other","45","[c]","52900","51080"
"Leaver CS","2023","Department of Health and Social Care","Policy","10","[c]","[c]","[c]"
"Leaver CS","2023","Department of Health and Social Care","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department of Health and Social Care","Property","5","[c]","[c]","[c]"
"Leaver CS","2023","Department of Health and Social Care","Science and Engineering","470","[c]","37830","35570"
"Leaver CS","2023","Department of Health and Social Care","Unknown","470","[c]","[c]","[c]"
"Leaver CS","2023","Estyn","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Estyn","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Estyn","Inspector of Education and Training","5","[c]","[c]","[c]"
"Leaver CS","2023","Estyn","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Estyn","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Food Standards Agency","Communications","5","[c]","[c]","[c]"
"Leaver CS","2023","Food Standards Agency","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Food Standards Agency","Digital, Data and Technology","5","[c]","[c]","[c]"
"Leaver CS","2023","Food Standards Agency","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Food Standards Agency","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Food Standards Agency","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Food Standards Agency","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Food Standards Agency","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Food Standards Agency","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Food Standards Agency","Operational Delivery","30","[c]","33480","28090"
"Leaver CS","2023","Food Standards Agency","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Food Standards Agency","Policy","20","[c]","35600","32350"
"Leaver CS","2023","Food Standards Agency","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Food Standards Agency","Science and Engineering","10","[c]","[c]","[c]"
"Leaver CS","2023","Food Standards Agency","Social Research","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Food Standards Agency","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Food Standards Agency","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Foreign, Commonwealth and Development Office","Commercial","10","[c]","36350","32750"
