"Status","Year","Disability","Function_of_post","Profession_of_post","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Declared disabled","Project Delivery","Digital, Data and Technology","East of England","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Project Delivery","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Project Delivery","Digital, Data and Technology","North East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Project Delivery","Digital, Data and Technology","North West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Project Delivery","Digital, Data and Technology","South East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Project Delivery","Digital, Data and Technology","South West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Project Delivery","Digital, Data and Technology","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Project Delivery","Digital, Data and Technology","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Project Delivery","Finance","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Project Delivery","Finance","East of England","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Project Delivery","Finance","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Project Delivery","Finance","North East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Project Delivery","Finance","South West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Project Delivery","Finance","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Project Delivery","Finance","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Project Delivery","Human Resources","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Project Delivery","Human Resources","East of England","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Project Delivery","Human Resources","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Project Delivery","Human Resources","North West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Project Delivery","Human Resources","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Project Delivery","Human Resources","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Project Delivery","Inspector of Education and Training","North West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Project Delivery","Inspector of Education and Training","South West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Project Delivery","Inspector of Education and Training","Wales","5","5","[c]","[c]"
"In post","2023","Declared disabled","Project Delivery","Inspector of Education and Training","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Project Delivery","International Trade","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Project Delivery","International Trade","North West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Project Delivery","International Trade","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Project Delivery","Knowledge and Information Management","East of England","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Project Delivery","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Project Delivery","Knowledge and Information Management","South East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Project Delivery","Knowledge and Information Management","South West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Project Delivery","Knowledge and Information Management","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Project Delivery","Knowledge and Information Management","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Project Delivery","Legal","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Project Delivery","Legal","Wales","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Project Delivery","Medicine","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Project Delivery","Operational Delivery","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Project Delivery","Operational Delivery","East of England","5","5","[c]","[c]"
"In post","2023","Declared disabled","Project Delivery","Operational Delivery","London","10","10","[c]","[c]"
"In post","2023","Declared disabled","Project Delivery","Operational Delivery","North East (England)","10","10","[c]","[c]"
"In post","2023","Declared disabled","Project Delivery","Operational Delivery","North West (England)","25","25","[c]","[c]"
"In post","2023","Declared disabled","Project Delivery","Operational Delivery","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Project Delivery","Operational Delivery","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Project Delivery","Operational Delivery","Scotland","10","10","[c]","[c]"
"In post","2023","Declared disabled","Project Delivery","Operational Delivery","South East (England)","20","15","[c]","[c]"
"In post","2023","Declared disabled","Project Delivery","Operational Delivery","South West (England)","95","95","40410","39500"
"In post","2023","Declared disabled","Project Delivery","Operational Delivery","Wales","10","10","[c]","[c]"
"In post","2023","Declared disabled","Project Delivery","Operational Delivery","West Midlands (England)","5","5","[c]","[c]"
"In post","2023","Declared disabled","Project Delivery","Operational Delivery","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Project Delivery","Operational Research","East of England","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Project Delivery","Operational Research","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Project Delivery","Operational Research","North East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Project Delivery","Operational Research","South East (England)","20","15","[c]","[c]"
"In post","2023","Declared disabled","Project Delivery","Operational Research","South West (England)","10","10","[c]","[c]"
"In post","2023","Declared disabled","Project Delivery","Operational Research","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Project Delivery","Other","East of England","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Project Delivery","Other","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Project Delivery","Other","North East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Project Delivery","Other","North West (England)","5","5","[c]","[c]"
"In post","2023","Declared disabled","Project Delivery","Other","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Project Delivery","Other","Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Project Delivery","Other","South East (England)","10","10","[c]","[c]"
"In post","2023","Declared disabled","Project Delivery","Other","South West (England)","15","15","[c]","[c]"
"In post","2023","Declared disabled","Project Delivery","Other","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Project Delivery","Other","Wales","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Project Delivery","Other","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Project Delivery","Other","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Project Delivery","Planning","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Project Delivery","Policy","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Project Delivery","Policy","East of England","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Project Delivery","Policy","London","100","95","57740","62150"
"In post","2023","Declared disabled","Project Delivery","Policy","North East (England)","10","5","[c]","[c]"
"In post","2023","Declared disabled","Project Delivery","Policy","North West (England)","25","25","[c]","[c]"
"In post","2023","Declared disabled","Project Delivery","Policy","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Project Delivery","Policy","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Project Delivery","Policy","Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Project Delivery","Policy","South East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Project Delivery","Policy","South West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Project Delivery","Policy","Wales","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Project Delivery","Policy","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Project Delivery","Policy","Yorkshire and The Humber","5","5","[c]","[c]"
"In post","2023","Declared disabled","Project Delivery","Project Delivery","East Midlands (England)","45","40","41380","36990"
"In post","2023","Declared disabled","Project Delivery","Project Delivery","East of England","45","40","40340","38020"
"In post","2023","Declared disabled","Project Delivery","Project Delivery","London","350","345","48790","43760"
"In post","2023","Declared disabled","Project Delivery","Project Delivery","North East (England)","125","120","42020","40150"
