"Status","Year","Disability","Function_of_post","Profession_of_post","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Declared disabled","No function","Digital, Data and Technology","Scotland","5","5","[c]","[c]"
"In post","2023","Declared disabled","No function","Digital, Data and Technology","South East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","No function","Digital, Data and Technology","South West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","No function","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","No function","Digital, Data and Technology","Wales","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","No function","Digital, Data and Technology","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","No function","Digital, Data and Technology","Yorkshire and The Humber","5","5","[c]","[c]"
"In post","2023","Declared disabled","No function","Economics","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","No function","Economics","East of England","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","No function","Economics","London","15","15","[c]","[c]"
"In post","2023","Declared disabled","No function","Economics","North West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","No function","Economics","Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","No function","Economics","South West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","No function","Economics","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","No function","Economics","Wales","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","No function","Economics","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","No function","Economics","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","No function","Finance","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","No function","Finance","East of England","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","No function","Finance","London","15","15","[c]","[c]"
"In post","2023","Declared disabled","No function","Finance","North East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","No function","Finance","North West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","No function","Finance","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","No function","Finance","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","No function","Finance","Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","No function","Finance","South East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","No function","Finance","South West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","No function","Finance","Wales","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","No function","Finance","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","No function","Finance","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","No function","Geography","East of England","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","No function","Geography","South East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","No function","Geography","South West (England)","20","20","[c]","[c]"
"In post","2023","Declared disabled","No function","Geography","Wales","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","No function","Geography","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","No function","Human Resources","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","No function","Human Resources","East of England","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","No function","Human Resources","London","15","15","[c]","[c]"
"In post","2023","Declared disabled","No function","Human Resources","North East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","No function","Human Resources","North West (England)","5","5","[c]","[c]"
"In post","2023","Declared disabled","No function","Human Resources","Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","No function","Human Resources","South East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","No function","Human Resources","South West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","No function","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","No function","Human Resources","Wales","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","No function","Human Resources","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","No function","Human Resources","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","No function","Inspector of Education and Training","East Midlands (England)","5","5","[c]","[c]"
"In post","2023","Declared disabled","No function","Inspector of Education and Training","East of England","10","10","[c]","[c]"
"In post","2023","Declared disabled","No function","Inspector of Education and Training","London","5","5","[c]","[c]"
"In post","2023","Declared disabled","No function","Inspector of Education and Training","North East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","No function","Inspector of Education and Training","North West (England)","10","10","[c]","[c]"
"In post","2023","Declared disabled","No function","Inspector of Education and Training","Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","No function","Inspector of Education and Training","South East (England)","15","15","[c]","[c]"
"In post","2023","Declared disabled","No function","Inspector of Education and Training","South West (England)","10","10","[c]","[c]"
"In post","2023","Declared disabled","No function","Inspector of Education and Training","Wales","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","No function","Inspector of Education and Training","West Midlands (England)","5","5","[c]","[c]"
"In post","2023","Declared disabled","No function","Inspector of Education and Training","Yorkshire and The Humber","10","10","[c]","[c]"
"In post","2023","Declared disabled","No function","Intelligence Analysis","East Midlands (England)","10","10","[c]","[c]"
"In post","2023","Declared disabled","No function","Intelligence Analysis","East of England","40","40","32360","33910"
"In post","2023","Declared disabled","No function","Intelligence Analysis","London","85","80","39670","36860"
"In post","2023","Declared disabled","No function","Intelligence Analysis","North East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","No function","Intelligence Analysis","North West (England)","25","25","[c]","[c]"
"In post","2023","Declared disabled","No function","Intelligence Analysis","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","No function","Intelligence Analysis","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","No function","Intelligence Analysis","Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","No function","Intelligence Analysis","South East (England)","40","35","29460","27650"
"In post","2023","Declared disabled","No function","Intelligence Analysis","South West (England)","5","5","[c]","[c]"
"In post","2023","Declared disabled","No function","Intelligence Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","No function","Intelligence Analysis","Wales","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","No function","Intelligence Analysis","West Midlands (England)","10","10","[c]","[c]"
"In post","2023","Declared disabled","No function","Intelligence Analysis","Yorkshire and The Humber","15","15","[c]","[c]"
"In post","2023","Declared disabled","No function","Internal Audit","North East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","No function","Internal Audit","South West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","No function","Internal Audit","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","No function","International Trade","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","No function","International Trade","East of England","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","No function","International Trade","London","100","100","49960","43050"
"In post","2023","Declared disabled","No function","International Trade","North East (England)","10","10","[c]","[c]"
"In post","2023","Declared disabled","No function","International Trade","North West (England)","5","5","[c]","[c]"
"In post","2023","Declared disabled","No function","International Trade","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","No function","International Trade","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","No function","International Trade","Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","No function","International Trade","South East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","No function","International Trade","South West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","No function","International Trade","Wales","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","No function","International Trade","West Midlands (England)","5","5","[c]","[c]"
"In post","2023","Declared disabled","No function","International Trade","Yorkshire and The Humber","5","5","[c]","[c]"
"In post","2023","Declared disabled","No function","Knowledge and Information Management","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","No function","Knowledge and Information Management","East of England","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","No function","Knowledge and Information Management","London","40","40","42000","39150"
"In post","2023","Declared disabled","No function","Knowledge and Information Management","North East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","No function","Knowledge and Information Management","North West (England)","15","15","[c]","[c]"
"In post","2023","Declared disabled","No function","Knowledge and Information Management","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","No function","Knowledge and Information Management","Scotland","10","5","[c]","[c]"
"In post","2023","Declared disabled","No function","Knowledge and Information Management","South East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","No function","Knowledge and Information Management","South West (England)","5","5","[c]","[c]"
"In post","2023","Declared disabled","No function","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","No function","Knowledge and Information Management","Wales","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","No function","Knowledge and Information Management","West Midlands (England)","10","10","[c]","[c]"
"In post","2023","Declared disabled","No function","Knowledge and Information Management","Yorkshire and The Humber","10","10","[c]","[c]"
"In post","2023","Declared disabled","No function","Legal","East Midlands (England)","10","10","[c]","[c]"
"In post","2023","Declared disabled","No function","Legal","East of England","10","10","[c]","[c]"
"In post","2023","Declared disabled","No function","Legal","London","30","25","[c]","[c]"
"In post","2023","Declared disabled","No function","Legal","North East (England)","10","10","[c]","[c]"
"In post","2023","Declared disabled","No function","Legal","North West (England)","25","20","[c]","[c]"
"In post","2023","Declared disabled","No function","Legal","Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","No function","Legal","South East (England)","10","10","[c]","[c]"
"In post","2023","Declared disabled","No function","Legal","South West (England)","15","15","[c]","[c]"
"In post","2023","Declared disabled","No function","Legal","Wales","5","5","[c]","[c]"
"In post","2023","Declared disabled","No function","Legal","West Midlands (England)","25","20","[c]","[c]"
"In post","2023","Declared disabled","No function","Legal","Yorkshire and The Humber","10","10","[c]","[c]"
"In post","2023","Declared disabled","No function","Medicine","East Midlands (England)","10","10","[c]","[c]"
"In post","2023","Declared disabled","No function","Medicine","East of England","10","10","[c]","[c]"
"In post","2023","Declared disabled","No function","Medicine","London","15","10","[c]","[c]"
"In post","2023","Declared disabled","No function","Medicine","North East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","No function","Medicine","North West (England)","5","5","[c]","[c]"
"In post","2023","Declared disabled","No function","Medicine","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","No function","Medicine","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","No function","Medicine","Scotland","10","10","[c]","[c]"
"In post","2023","Declared disabled","No function","Medicine","South East (England)","20","15","[c]","[c]"
"In post","2023","Declared disabled","No function","Medicine","South West (England)","15","15","[c]","[c]"
"In post","2023","Declared disabled","No function","Medicine","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","No function","Medicine","Wales","5","5","[c]","[c]"
"In post","2023","Declared disabled","No function","Medicine","West Midlands (England)","10","5","[c]","[c]"
"In post","2023","Declared disabled","No function","Medicine","Yorkshire and The Humber","5","5","[c]","[c]"
"In post","2023","Declared disabled","No function","Operational Delivery","East Midlands (England)","2300","2075","28320","28120"
"In post","2023","Declared disabled","No function","Operational Delivery","East of England","2075","1870","29510","28120"
"In post","2023","Declared disabled","No function","Operational Delivery","London","3780","3510","34600","32520"
"In post","2023","Declared disabled","No function","Operational Delivery","North East (England)","2790","2415","26840","25340"
"In post","2023","Declared disabled","No function","Operational Delivery","North West (England)","5675","5060","27590","27170"
"In post","2023","Declared disabled","No function","Operational Delivery","Northern Ireland","160","150","27330","24490"
"In post","2023","Declared disabled","No function","Operational Delivery","Overseas","15","15","[c]","[c]"
"In post","2023","Declared disabled","No function","Operational Delivery","Scotland","2515","2240","28220","28120"
"In post","2023","Declared disabled","No function","Operational Delivery","South East (England)","3260","2940","29530","28120"
"In post","2023","Declared disabled","No function","Operational Delivery","South West (England)","2365","2120","29260","28120"
"In post","2023","Declared disabled","No function","Operational Delivery","Unknown","65","60","28490","28120"
"In post","2023","Declared disabled","No function","Operational Delivery","Wales","2645","2350","26780","25830"
"In post","2023","Declared disabled","No function","Operational Delivery","West Midlands (England)","2945","2645","28880","28120"
"In post","2023","Declared disabled","No function","Operational Delivery","Yorkshire and The Humber","2805","2500","28730","28120"
"In post","2023","Declared disabled","No function","Operational Research","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","No function","Operational Research","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","No function","Operational Research","North East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","No function","Operational Research","North West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","No function","Operational Research","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","No function","Operational Research","Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","No function","Operational Research","South East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","No function","Operational Research","South West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","No function","Operational Research","Wales","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","No function","Operational Research","West Midlands (England)","5","5","[c]","[c]"
"In post","2023","Declared disabled","No function","Operational Research","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","No function","Other","East Midlands (England)","45","45","26320","22220"
"In post","2023","Declared disabled","No function","Other","East of England","60","55","26550","25680"
"In post","2023","Declared disabled","No function","Other","London","160","155","39740","32520"
"In post","2023","Declared disabled","No function","Other","North East (England)","55","50","27250","28120"
"In post","2023","Declared disabled","No function","Other","North West (England)","130","120","28660","28120"
"In post","2023","Declared disabled","No function","Other","Northern Ireland","15","15","[c]","[c]"
"In post","2023","Declared disabled","No function","Other","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","No function","Other","Scotland","90","85","28650","28120"
"In post","2023","Declared disabled","No function","Other","South East (England)","90","85","28970","28120"
"In post","2023","Declared disabled","No function","Other","South West (England)","260","245","31820","28120"
"In post","2023","Declared disabled","No function","Other","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","No function","Other","Wales","45","40","32330","28120"
"In post","2023","Declared disabled","No function","Other","West Midlands (England)","60","55","28380","28120"
"In post","2023","Declared disabled","No function","Other","Yorkshire and The Humber","90","80","32070","28120"
"In post","2023","Declared disabled","No function","Planning","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","No function","Planning","East of England","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","No function","Planning","London","10","10","[c]","[c]"
"In post","2023","Declared disabled","No function","Planning","North East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","No function","Planning","North West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","No function","Planning","Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","No function","Planning","South West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","No function","Planning","Wales","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","No function","Planning","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","No function","Planning","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","No function","Planning Inspectors","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","No function","Planning Inspectors","East of England","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","No function","Planning Inspectors","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","No function","Planning Inspectors","North East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","No function","Planning Inspectors","North West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","No function","Planning Inspectors","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","No function","Planning Inspectors","Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","No function","Planning Inspectors","South East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","No function","Planning Inspectors","South West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","No function","Planning Inspectors","Wales","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","No function","Planning Inspectors","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","No function","Planning Inspectors","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","No function","Policy","East Midlands (England)","35","35","37300","37300"
"In post","2023","Declared disabled","No function","Policy","East of England","20","20","[c]","[c]"
"In post","2023","Declared disabled","No function","Policy","London","1720","1680","49370","45240"
"In post","2023","Declared disabled","No function","Policy","North East (England)","80","75","41130","37300"
"In post","2023","Declared disabled","No function","Policy","North West (England)","165","160","41570","37590"
"In post","2023","Declared disabled","No function","Policy","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","No function","Policy","Overseas","125","125","49400","42940"
"In post","2023","Declared disabled","No function","Policy","Scotland","35","35","42060","40660"
"In post","2023","Declared disabled","No function","Policy","South East (England)","50","50","37420","33470"
"In post","2023","Declared disabled","No function","Policy","South West (England)","110","105","40570","37300"
"In post","2023","Declared disabled","No function","Policy","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","No function","Policy","Wales","45","45","39240","37470"
"In post","2023","Declared disabled","No function","Policy","West Midlands (England)","100","95","43310","38210"
"In post","2023","Declared disabled","No function","Policy","Yorkshire and The Humber","165","160","43410","37870"
"In post","2023","Declared disabled","No function","Project Delivery","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","No function","Project Delivery","East of England","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","No function","Project Delivery","London","90","85","51270","46320"
"In post","2023","Declared disabled","No function","Project Delivery","North East (England)","5","5","[c]","[c]"
"In post","2023","Declared disabled","No function","Project Delivery","North West (England)","30","30","[c]","[c]"
"In post","2023","Declared disabled","No function","Project Delivery","Northern Ireland","5","5","[c]","[c]"
"In post","2023","Declared disabled","No function","Project Delivery","Scotland","5","5","[c]","[c]"
"In post","2023","Declared disabled","No function","Project Delivery","South East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","No function","Project Delivery","South West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","No function","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","No function","Project Delivery","Wales","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","No function","Project Delivery","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","No function","Project Delivery","Yorkshire and The Humber","20","15","[c]","[c]"
"In post","2023","Declared disabled","No function","Property","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","No function","Property","North West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","No function","Property","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","No function","Property","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","No function","Psychology","East Midlands (England)","20","20","[c]","[c]"
"In post","2023","Declared disabled","No function","Psychology","East of England","15","15","[c]","[c]"
"In post","2023","Declared disabled","No function","Psychology","London","5","5","[c]","[c]"
"In post","2023","Declared disabled","No function","Psychology","North East (England)","5","5","[c]","[c]"
"In post","2023","Declared disabled","No function","Psychology","North West (England)","15","15","[c]","[c]"
"In post","2023","Declared disabled","No function","Psychology","Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","No function","Psychology","South East (England)","20","20","[c]","[c]"
"In post","2023","Declared disabled","No function","Psychology","South West (England)","15","15","[c]","[c]"
"In post","2023","Declared disabled","No function","Psychology","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","No function","Psychology","Wales","5","5","[c]","[c]"
"In post","2023","Declared disabled","No function","Psychology","West Midlands (England)","15","15","[c]","[c]"
"In post","2023","Declared disabled","No function","Psychology","Yorkshire and The Humber","20","20","[c]","[c]"
"In post","2023","Declared disabled","No function","Science and Engineering","East Midlands (England)","35","35","40910","39010"
"In post","2023","Declared disabled","No function","Science and Engineering","East of England","25","25","[c]","[c]"
"In post","2023","Declared disabled","No function","Science and Engineering","London","35","35","45050","42890"
"In post","2023","Declared disabled","No function","Science and Engineering","North East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","No function","Science and Engineering","North West (England)","30","30","[c]","[c]"
"In post","2023","Declared disabled","No function","Science and Engineering","Northern Ireland","5","5","[c]","[c]"
"In post","2023","Declared disabled","No function","Science and Engineering","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","No function","Science and Engineering","Scotland","15","15","[c]","[c]"
"In post","2023","Declared disabled","No function","Science and Engineering","South East (England)","115","110","34990","33830"
"In post","2023","Declared disabled","No function","Science and Engineering","South West (England)","300","290","41160","42620"
"In post","2023","Declared disabled","No function","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","No function","Science and Engineering","Wales","45","45","38530","34680"
"In post","2023","Declared disabled","No function","Science and Engineering","West Midlands (England)","25","25","[c]","[c]"
"In post","2023","Declared disabled","No function","Science and Engineering","Yorkshire and The Humber","30","30","32450","32800"
"In post","2023","Declared disabled","No function","Security","London","15","15","[c]","[c]"
"In post","2023","Declared disabled","No function","Security","North East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","No function","Security","North West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","No function","Security","South West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","No function","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","No function","Security","Wales","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","No function","Security","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","No function","Security","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","No function","Social Research","London","5","5","[c]","[c]"
"In post","2023","Declared disabled","No function","Social Research","North West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","No function","Social Research","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","No function","Statistics","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","No function","Statistics","North West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","No function","Statistics","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","No function","Statistics","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","No function","Tax","East Midlands (England)","100","95","38530","35000"
"In post","2023","Declared disabled","No function","Tax","East of England","10","10","[c]","[c]"
"In post","2023","Declared disabled","No function","Tax","London","170","160","45230","42060"
"In post","2023","Declared disabled","No function","Tax","North East (England)","125","115","34320","34700"
"In post","2023","Declared disabled","No function","Tax","North West (England)","200","185","38230","35000"
"In post","2023","Declared disabled","No function","Tax","Northern Ireland","65","60","36840","34700"
"In post","2023","Declared disabled","No function","Tax","Scotland","115","110","37320","35000"
"In post","2023","Declared disabled","No function","Tax","South East (England)","40","35","35440","35000"
"In post","2023","Declared disabled","No function","Tax","South West (England)","45","40","40570","35150"
"In post","2023","Declared disabled","No function","Tax","Wales","130","120","37530","34700"
"In post","2023","Declared disabled","No function","Tax","West Midlands (England)","90","80","40850","36860"
"In post","2023","Declared disabled","No function","Tax","Yorkshire and The Humber","85","80","36470","35000"
"In post","2023","Declared disabled","No function","Unknown","East Midlands (England)","25","25","[c]","[c]"
"In post","2023","Declared disabled","No function","Unknown","East of England","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","No function","Unknown","London","230","225","47700","41950"
"In post","2023","Declared disabled","No function","Unknown","North East (England)","25","25","[c]","[c]"
"In post","2023","Declared disabled","No function","Unknown","North West (England)","50","50","38220","34700"
"In post","2023","Declared disabled","No function","Unknown","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","No function","Unknown","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","No function","Unknown","Scotland","30","25","[c]","[c]"
"In post","2023","Declared disabled","No function","Unknown","South East (England)","10","10","[c]","[c]"
"In post","2023","Declared disabled","No function","Unknown","South West (England)","15","15","[c]","[c]"
"In post","2023","Declared disabled","No function","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","No function","Unknown","Wales","15","15","[c]","[c]"
"In post","2023","Declared disabled","No function","Unknown","West Midlands (England)","25","25","[c]","[c]"
"In post","2023","Declared disabled","No function","Unknown","Yorkshire and The Humber","50","50","42370","38120"
"In post","2023","Declared disabled","No function","Veterinarian","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","No function","Veterinarian","East of England","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","No function","Veterinarian","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","No function","Veterinarian","North East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","No function","Veterinarian","North West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","No function","Veterinarian","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","No function","Veterinarian","Scotland","5","5","[c]","[c]"
"In post","2023","Declared disabled","No function","Veterinarian","South East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","No function","Veterinarian","South West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","No function","Veterinarian","Wales","5","5","[c]","[c]"
"In post","2023","Declared disabled","No function","Veterinarian","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","No function","Veterinarian","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Project Delivery","Commercial","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Project Delivery","Commercial","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Project Delivery","Communications","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Project Delivery","Communications","East of England","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Project Delivery","Communications","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Project Delivery","Communications","North East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Project Delivery","Communications","North West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Project Delivery","Communications","South East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Project Delivery","Communications","South West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Project Delivery","Communications","Wales","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Project Delivery","Communications","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Project Delivery","Communications","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Project Delivery","Counter Fraud","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Project Delivery","Counter Fraud","North East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Project Delivery","Counter Fraud","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Project Delivery","Digital, Data and Technology","East Midlands (England)","[c]","[c]","[c]","[c]"
