"Status","Year","Organisation","Parent_department","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2023","Teaching Regulation Agency","Department for Education","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","The Insolvency Service","Department for Business, Energy and Industrial Strategy","AA/AO","45","[c]","21890","22180"
"Leaver CS","2023","The Insolvency Service","Department for Business, Energy and Industrial Strategy","EO","10","[c]","25750","26290"
"Leaver CS","2023","The Insolvency Service","Department for Business, Energy and Industrial Strategy","G6/G7","10","[c]","[c]","[c]"
"Leaver CS","2023","The Insolvency Service","Department for Business, Energy and Industrial Strategy","SEO/HEO","30","[c]","38020","39740"
"Leaver CS","2023","The National Archives","The National Archives","AA/AO","25","[c]","23260","23460"
"Leaver CS","2023","The National Archives","The National Archives","EO","10","[c]","25200","24990"
"Leaver CS","2023","The National Archives","The National Archives","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2023","The National Archives","The National Archives","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","The National Archives","The National Archives","SEO/HEO","45","[c]","35730","33410"
"Leaver CS","2023","Transport Scotland","Scottish Government","AA/AO","10","[c]","[c]","[c]"
"Leaver CS","2023","Transport Scotland","Scottish Government","EO","5","[c]","[c]","[c]"
"Leaver CS","2023","Transport Scotland","Scottish Government","G6/G7","15","[c]","67340","65280"
"Leaver CS","2023","Transport Scotland","Scottish Government","SEO/HEO","15","[c]","40900","38330"
"Leaver CS","2023","UK Debt Management Office","HM Treasury","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Debt Management Office","HM Treasury","G6/G7","10","[c]","62050","56000"
"Leaver CS","2023","UK Debt Management Office","HM Treasury","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Export Finance","UK Export Finance","EO","10","[c]","31790","32300"
"Leaver CS","2023","UK Export Finance","UK Export Finance","G6/G7","20","[c]","64190","60000"
"Leaver CS","2023","UK Export Finance","UK Export Finance","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2023","UK Export Finance","UK Export Finance","SEO/HEO","35","[c]","40560","42000"
"Leaver CS","2023","UK Health Security Agency","Department of Health and Social Care","AA/AO","235","[c]","21380","20880"
"Leaver CS","2023","UK Health Security Agency","Department of Health and Social Care","EO","280","[c]","26040","26470"
"Leaver CS","2023","UK Health Security Agency","Department of Health and Social Care","G6/G7","395","[c]","57530","54620"
"Leaver CS","2023","UK Health Security Agency","Department of Health and Social Care","SCS level","110","[c]","100020","95070"
"Leaver CS","2023","UK Health Security Agency","Department of Health and Social Care","SEO/HEO","895","[c]","35900","36330"
"Leaver CS","2023","UK Hydrographic Office","Ministry of Defence","AA/AO","25","[c]","21450","21690"
"Leaver CS","2023","UK Hydrographic Office","Ministry of Defence","EO","20","[c]","28200","27610"
"Leaver CS","2023","UK Hydrographic Office","Ministry of Defence","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2023","UK Hydrographic Office","Ministry of Defence","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Hydrographic Office","Ministry of Defence","SEO/HEO","35","[c]","39070","38420"
"Leaver CS","2023","UK Space Agency","Department for Business, Energy and Industrial Strategy","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Space Agency","Department for Business, Energy and Industrial Strategy","G6/G7","15","[c]","55130","55120"
"Leaver CS","2023","UK Space Agency","Department for Business, Energy and Industrial Strategy","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Space Agency","Department for Business, Energy and Industrial Strategy","SEO/HEO","10","[c]","39040","41360"
"Leaver CS","2023","UK Statistics Authority","UK Statistics Authority","AA/AO","365","[c]","20700","20350"
"Leaver CS","2023","UK Statistics Authority","UK Statistics Authority","EO","60","[c]","25290","24840"
"Leaver CS","2023","UK Statistics Authority","UK Statistics Authority","G6/G7","80","[c]","56200","53760"
"Leaver CS","2023","UK Statistics Authority","UK Statistics Authority","SCS level","10","[c]","82780","77250"
"Leaver CS","2023","UK Statistics Authority","UK Statistics Authority","SEO/HEO","180","[c]","34700","33710"
"Leaver CS","2023","UK Supreme Court","UK Supreme Court","EO","5","[c]","[c]","[c]"
"Leaver CS","2023","UK Supreme Court","UK Supreme Court","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Supreme Court","UK Supreme Court","SEO/HEO","10","[c]","36280","37230"
"Leaver CS","2023","Valuation Office Agency","HM Revenue and Customs","AA/AO","80","[c]","22600","22520"
"Leaver CS","2023","Valuation Office Agency","HM Revenue and Customs","EO","60","[c]","27610","27000"
"Leaver CS","2023","Valuation Office Agency","HM Revenue and Customs","G6/G7","25","[c]","61520","58990"
"Leaver CS","2023","Valuation Office Agency","HM Revenue and Customs","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Valuation Office Agency","HM Revenue and Customs","SEO/HEO","100","[c]","42970","44710"
"Leaver CS","2023","Vehicle Certification Agency","Department for Transport","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2023","Vehicle Certification Agency","Department for Transport","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Vehicle Certification Agency","Department for Transport","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Vehicle Certification Agency","Department for Transport","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2023","Veterinary Medicines Directorate","Department for Environment, Food and Rural Affairs","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Veterinary Medicines Directorate","Department for Environment, Food and Rural Affairs","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2023","Veterinary Medicines Directorate","Department for Environment, Food and Rural Affairs","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2023","Water Services Regulation Authority","Water Services Regulation Authority","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Water Services Regulation Authority","Water Services Regulation Authority","EO","5","[c]","[c]","[c]"
"Leaver CS","2023","Water Services Regulation Authority","Water Services Regulation Authority","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2023","Water Services Regulation Authority","Water Services Regulation Authority","SEO/HEO","25","[c]","47680","46370"
"Leaver CS","2023","Welsh Government (excl. agencies)","Welsh Government","AA/AO","45","[c]","23380","24630"
"Leaver CS","2023","Welsh Government (excl. agencies)","Welsh Government","EO","40","[c]","28240","29430"
"Leaver CS","2023","Welsh Government (excl. agencies)","Welsh Government","G6/G7","35","[c]","64970","61440"
"Leaver CS","2023","Welsh Government (excl. agencies)","Welsh Government","SCS level","10","[c]","99490","92110"
"Leaver CS","2023","Welsh Government (excl. agencies)","Welsh Government","SEO/HEO","75","[c]","41730","41980"
"Leaver CS","2023","Welsh Revenue Authority","Welsh Government","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Wilton Park","Foreign, Commonwealth and Development Office","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Wilton Park","Foreign, Commonwealth and Development Office","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Wilton Park","Foreign, Commonwealth and Development Office","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Wilton Park","Foreign, Commonwealth and Development Office","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Active Travel England","Department for Transport","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Active Travel England","Department for Transport","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","EO","20","[c]","24810","24970"
"Leaver Dept.","2023","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","SEO/HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","AA/AO","25","[c]","22090","22150"
"Leaver Dept.","2023","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","EO","15","[c]","26530","25920"
"Leaver Dept.","2023","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","SEO/HEO","15","[c]","34450","33830"
"Leaver Dept.","2023","Attorney General's Office","Attorney General's Departments","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Attorney General's Office","Attorney General's Departments","G6/G7","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Attorney General's Office","Attorney General's Departments","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Building Digital UK","Department for Digital, Culture, Media and Sport","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Building Digital UK","Department for Digital, Culture, Media and Sport","G6/G7","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Building Digital UK","Department for Digital, Culture, Media and Sport","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Building Digital UK","Department for Digital, Culture, Media and Sport","SEO/HEO","15","[c]","35020","34790"
"Leaver Dept.","2023","Cabinet Office (excl. agencies)","Cabinet Office","AA/AO","50","[c]","22300","21720"
"Leaver Dept.","2023","Cabinet Office (excl. agencies)","Cabinet Office","EO","175","[c]","26900","27500"
"Leaver Dept.","2023","Cabinet Office (excl. agencies)","Cabinet Office","G6/G7","375","[c]","58670","56430"
"Leaver Dept.","2023","Cabinet Office (excl. agencies)","Cabinet Office","SCS level","75","[c]","83650","77390"
"Leaver Dept.","2023","Cabinet Office (excl. agencies)","Cabinet Office","SEO/HEO","430","[c]","37080","35650"
"Leaver Dept.","2023","Central Civil Service Fast Stream","Cabinet Office","SEO/HEO","520","[c]","31790","32000"
"Leaver Dept.","2023","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Charity Commission","Charity Commission","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Charity Commission","Charity Commission","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Charity Commission","Charity Commission","SEO/HEO","15","[c]","31410","30160"
"Leaver Dept.","2023","Companies House","Department for Business, Energy and Industrial Strategy","AA/AO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Companies House","Department for Business, Energy and Industrial Strategy","EO","10","[c]","26350","25610"
"Leaver Dept.","2023","Companies House","Department for Business, Energy and Industrial Strategy","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Companies House","Department for Business, Energy and Industrial Strategy","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Companies House","Department for Business, Energy and Industrial Strategy","SEO/HEO","20","[c]","38850","40680"
"Leaver Dept.","2023","Competition and Markets Authority","Competition and Markets Authority","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Competition and Markets Authority","Competition and Markets Authority","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Competition and Markets Authority","Competition and Markets Authority","G6/G7","10","[c]","64010","64760"
"Leaver Dept.","2023","Competition and Markets Authority","Competition and Markets Authority","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Competition and Markets Authority","Competition and Markets Authority","SEO/HEO","15","[c]","37070","34620"
"Leaver Dept.","2023","Criminal Injuries Compensation Authority","Ministry of Justice","AA/AO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Criminal Injuries Compensation Authority","Ministry of Justice","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Criminal Injuries Compensation Authority","Ministry of Justice","SEO/HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Crown Commercial Service","Cabinet Office","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Crown Commercial Service","Cabinet Office","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Crown Commercial Service","Cabinet Office","G6/G7","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Crown Commercial Service","Cabinet Office","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Crown Commercial Service","Cabinet Office","SEO/HEO","20","[c]","36860","38980"
"Leaver Dept.","2023","Crown Office and Procurator Fiscal Service","Scottish Government","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Crown Office and Procurator Fiscal Service","Scottish Government","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Crown Office and Procurator Fiscal Service","Scottish Government","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Crown Office and Procurator Fiscal Service","Scottish Government","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Crown Prosecution Service","Attorney General's Departments","AA/AO","30","[c]","24100","24480"
"Leaver Dept.","2023","Crown Prosecution Service","Attorney General's Departments","EO","35","[c]","27790","28200"
"Leaver Dept.","2023","Crown Prosecution Service","Attorney General's Departments","G6/G7","35","[c]","56150","54100"
"Leaver Dept.","2023","Crown Prosecution Service","Attorney General's Departments","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Crown Prosecution Service","Attorney General's Departments","SEO/HEO","30","[c]","35640","32660"
"Leaver Dept.","2023","Defence Electronics and Components Agency","Ministry of Defence","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Defence Equipment and Support","Ministry of Defence","AA/AO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Defence Equipment and Support","Ministry of Defence","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Defence Equipment and Support","Ministry of Defence","G6/G7","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Defence Equipment and Support","Ministry of Defence","SEO/HEO","35","[c]","36720","33610"
"Leaver Dept.","2023","Defence Science and Technology Laboratory","Ministry of Defence","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Defence Science and Technology Laboratory","Ministry of Defence","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Defence Science and Technology Laboratory","Ministry of Defence","G6/G7","25","[c]","52670","49260"
"Leaver Dept.","2023","Defence Science and Technology Laboratory","Ministry of Defence","SEO/HEO","25","[c]","35480","38070"
"Leaver Dept.","2023","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","EO","35","[c]","27190","27680"
"Leaver Dept.","2023","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","G6/G7","170","[c]","56440","53600"
"Leaver Dept.","2023","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","SCS level","20","[c]","85260","75550"
"Leaver Dept.","2023","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","SEO/HEO","265","[c]","36250","34670"
"Leaver Dept.","2023","Department for Digital, Culture, Media and Sport (excl. agencies)","Department for Digital, Culture, Media and Sport","EO","20","[c]","27210","27780"
"Leaver Dept.","2023","Department for Digital, Culture, Media and Sport (excl. agencies)","Department for Digital, Culture, Media and Sport","G6/G7","80","[c]","56200","54030"
"Leaver Dept.","2023","Department for Digital, Culture, Media and Sport (excl. agencies)","Department for Digital, Culture, Media and Sport","SCS level","10","[c]","87400","76700"
"Leaver Dept.","2023","Department for Digital, Culture, Media and Sport (excl. agencies)","Department for Digital, Culture, Media and Sport","SEO/HEO","110","[c]","36120","35620"
"Leaver Dept.","2023","Department for Education (excl. agencies)","Department for Education","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Education (excl. agencies)","Department for Education","EO","50","[c]","27600","26940"
"Leaver Dept.","2023","Department for Education (excl. agencies)","Department for Education","G6/G7","120","[c]","57170","55020"
"Leaver Dept.","2023","Department for Education (excl. agencies)","Department for Education","SCS level","20","[c]","92470","77550"
"Leaver Dept.","2023","Department for Education (excl. agencies)","Department for Education","SEO/HEO","260","[c]","37520","37590"
"Leaver Dept.","2023","Department for Education (excl. agencies)","Department for Education","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","AA/AO","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","EO","40","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","G6/G7","110","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","SCS level","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","SEO/HEO","275","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for International Trade","Department for International Trade","EO","25","[c]","26160","26250"
"Leaver Dept.","2023","Department for International Trade","Department for International Trade","G6/G7","65","[c]","57020","55370"
"Leaver Dept.","2023","Department for International Trade","Department for International Trade","SCS level","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for International Trade","Department for International Trade","SEO/HEO","120","[c]","35930","35150"
"Leaver Dept.","2023","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","AA/AO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","EO","60","[c]","27930","27850"
"Leaver Dept.","2023","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","G6/G7","130","[c]","56550","54700"
"Leaver Dept.","2023","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","SCS level","15","[c]","87680","76060"
"Leaver Dept.","2023","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","SEO/HEO","235","[c]","35520","34310"
"Leaver Dept.","2023","Department for Transport (excl. agencies)","Department for Transport","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Transport (excl. agencies)","Department for Transport","EO","25","[c]","30590","30920"
"Leaver Dept.","2023","Department for Transport (excl. agencies)","Department for Transport","G6/G7","60","[c]","58950","55740"
"Leaver Dept.","2023","Department for Transport (excl. agencies)","Department for Transport","SCS level","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Transport (excl. agencies)","Department for Transport","SEO/HEO","135","[c]","37700","35760"
"Leaver Dept.","2023","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","AA/AO","565","[c]","21730","21690"
"Leaver Dept.","2023","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","EO","1555","[c]","28750","28120"
"Leaver Dept.","2023","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","G6/G7","120","[c]","57910","55150"
"Leaver Dept.","2023","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","SCS level","15","[c]","94880","81410"
"Leaver Dept.","2023","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","SEO/HEO","440","[c]","36090","34970"
"Leaver Dept.","2023","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","AA/AO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","EO","60","[c]","[c]","[c]"
"Leaver Dept.","2023","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","G6/G7","125","[c]","[c]","[c]"
"Leaver Dept.","2023","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","SCS level","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","SEO/HEO","195","[c]","[c]","[c]"
"Leaver Dept.","2023","Disclosure Scotland","Scottish Government","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Disclosure Scotland","Scottish Government","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Driver and Vehicle Licensing Agency","Department for Transport","AA/AO","75","[c]","21890","22500"
"Leaver Dept.","2023","Driver and Vehicle Licensing Agency","Department for Transport","EO","45","[c]","26810","26960"
"Leaver Dept.","2023","Driver and Vehicle Licensing Agency","Department for Transport","G6/G7","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Driver and Vehicle Licensing Agency","Department for Transport","SEO/HEO","80","[c]","34490","31800"
"Leaver Dept.","2023","Driver and Vehicle Standards Agency","Department for Transport","AA/AO","35","[c]","22660","22500"
"Leaver Dept.","2023","Driver and Vehicle Standards Agency","Department for Transport","EO","40","[c]","27800","26960"
"Leaver Dept.","2023","Driver and Vehicle Standards Agency","Department for Transport","G6/G7","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Driver and Vehicle Standards Agency","Department for Transport","SEO/HEO","40","[c]","36590","34290"
"Leaver Dept.","2023","Education Scotland","Scottish Government","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Education and Skills Funding Agency","Department for Education","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Education and Skills Funding Agency","Department for Education","G6/G7","15","[c]","56030","54900"
"Leaver Dept.","2023","Education and Skills Funding Agency","Department for Education","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Education and Skills Funding Agency","Department for Education","SEO/HEO","35","[c]","35310","37590"
"Leaver Dept.","2023","Estyn","Estyn","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Estyn","Estyn","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","FCDO Services","Foreign, Commonwealth and Development Office","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","FCDO Services","Foreign, Commonwealth and Development Office","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","FCDO Services","Foreign, Commonwealth and Development Office","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Food Standards Agency","Food Standards Agency","EO","10","[c]","28460","28090"
"Leaver Dept.","2023","Food Standards Agency","Food Standards Agency","G6/G7","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Food Standards Agency","Food Standards Agency","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Food Standards Agency","Food Standards Agency","SEO/HEO","40","[c]","36280","37560"
"Leaver Dept.","2023","Food Standards Scotland","Scottish Government","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","AA/AO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","EO","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","G6/G7","95","[c]","[c]","[c]"
"Leaver Dept.","2023","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","SCS level","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","SEO/HEO","80","[c]","[c]","[c]"
"Leaver Dept.","2023","Forestry and Land Scotland","Scottish Government","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Forestry and Land Scotland","Scottish Government","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Forestry and Land Scotland","Scottish Government","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Forestry and Land Scotland","Scottish Government","SEO/HEO","10","[c]","41840","41500"
"Leaver Dept.","2023","Government Actuary's Department","Chancellor's other departments","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Government Actuary's Department","Chancellor's other departments","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Government Actuary's Department","Chancellor's other departments","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Government Actuary's Department","Chancellor's other departments","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Government Commercial Organisation","Cabinet Office","G6/G7","15","[c]","60620","56200"
"Leaver Dept.","2023","Government Commercial Organisation","Cabinet Office","SEO/HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Government Internal Audit Agency","HM Treasury","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Government Internal Audit Agency","HM Treasury","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Government Internal Audit Agency","HM Treasury","SEO/HEO","15","[c]","37390","37680"
"Leaver Dept.","2023","Government Legal Department","Attorney General's Departments","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Government Legal Department","Attorney General's Departments","EO","25","[c]","27580","27760"
"Leaver Dept.","2023","Government Legal Department","Attorney General's Departments","G6/G7","55","[c]","59060","54140"
"Leaver Dept.","2023","Government Legal Department","Attorney General's Departments","SCS level","10","[c]","85530","79220"
"Leaver Dept.","2023","Government Legal Department","Attorney General's Departments","SEO/HEO","20","[c]","34500","31640"
"Leaver Dept.","2023","Government Property Agency","Cabinet Office","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Government Property Agency","Cabinet Office","G6/G7","10","[c]","55940","54700"
"Leaver Dept.","2023","Government Property Agency","Cabinet Office","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Government Property Agency","Cabinet Office","SEO/HEO","10","[c]","36200","36440"
"Leaver Dept.","2023","HM Courts and Tribunals Service","Ministry of Justice","AA/AO","310","[c]","22130","21780"
"Leaver Dept.","2023","HM Courts and Tribunals Service","Ministry of Justice","EO","75","[c]","27290","25830"
"Leaver Dept.","2023","HM Courts and Tribunals Service","Ministry of Justice","G6/G7","30","[c]","58450","56880"
"Leaver Dept.","2023","HM Courts and Tribunals Service","Ministry of Justice","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Courts and Tribunals Service","Ministry of Justice","SEO/HEO","85","[c]","37260","36050"
"Leaver Dept.","2023","HM Crown Prosecution Service Inspectorate","Attorney General's Departments","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Crown Prosecution Service Inspectorate","Attorney General's Departments","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Prison and Probation Service","Ministry of Justice","AA/AO","345","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Prison and Probation Service","Ministry of Justice","EO","100","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Prison and Probation Service","Ministry of Justice","G6/G7","20","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Prison and Probation Service","Ministry of Justice","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Prison and Probation Service","Ministry of Justice","SEO/HEO","125","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Prison and Probation Service","Ministry of Justice","Unknown","145","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","AA/AO","570","[c]","[c]","[c]"
