"Status","Year","Organisation","Parent_department","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2023","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","EO","265","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","G6/G7","120","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","SCS level","20","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","SEO/HEO","355","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Treasury (excl. agencies)","HM Treasury","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Treasury (excl. agencies)","HM Treasury","EO","25","[c]","27080","27030"
"Leaver Dept.","2023","HM Treasury (excl. agencies)","HM Treasury","G6/G7","95","[c]","57620","54130"
"Leaver Dept.","2023","HM Treasury (excl. agencies)","HM Treasury","SCS level","20","[c]","93870","77660"
"Leaver Dept.","2023","HM Treasury (excl. agencies)","HM Treasury","SEO/HEO","110","[c]","35190","33820"
"Leaver Dept.","2023","Health and Safety Executive","Department for Work and Pensions","AA/AO","10","[c]","21360","20830"
"Leaver Dept.","2023","Health and Safety Executive","Department for Work and Pensions","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Health and Safety Executive","Department for Work and Pensions","G6/G7","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Health and Safety Executive","Department for Work and Pensions","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Health and Safety Executive","Department for Work and Pensions","SEO/HEO","20","[c]","39760","40230"
"Leaver Dept.","2023","Home Office","Home Office","AA/AO","160","[c]","23080","22400"
"Leaver Dept.","2023","Home Office","Home Office","EO","345","[c]","27470","26750"
"Leaver Dept.","2023","Home Office","Home Office","G6/G7","185","[c]","62330","59290"
"Leaver Dept.","2023","Home Office","Home Office","SCS level","30","[c]","90620","84160"
"Leaver Dept.","2023","Home Office","Home Office","SEO/HEO","480","[c]","38460","39000"
"Leaver Dept.","2023","Home Office","Home Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Institute for Apprenticeships and Technical Education","Department for Education","G6/G7","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Institute for Apprenticeships and Technical Education","Department for Education","SEO/HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Intellectual Property Office","Department for Business, Energy and Industrial Strategy","AA/AO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Intellectual Property Office","Department for Business, Energy and Industrial Strategy","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Intellectual Property Office","Department for Business, Energy and Industrial Strategy","G6/G7","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Intellectual Property Office","Department for Business, Energy and Industrial Strategy","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Intellectual Property Office","Department for Business, Energy and Industrial Strategy","SEO/HEO","15","[c]","37130","34570"
"Leaver Dept.","2023","Legal Aid Agency","Ministry of Justice","AA/AO","10","[c]","21740","21780"
"Leaver Dept.","2023","Legal Aid Agency","Ministry of Justice","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Legal Aid Agency","Ministry of Justice","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Legal Aid Agency","Ministry of Justice","SEO/HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Maritime and Coastguard Agency","Department for Transport","AA/AO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Maritime and Coastguard Agency","Department for Transport","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Maritime and Coastguard Agency","Department for Transport","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Maritime and Coastguard Agency","Department for Transport","SEO/HEO","10","[c]","34620","32450"
"Leaver Dept.","2023","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","G6/G7","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","SEO/HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Met Office","Department for Business, Energy and Industrial Strategy","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Met Office","Department for Business, Energy and Industrial Strategy","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Met Office","Department for Business, Energy and Industrial Strategy","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","AA/AO","150","[c]","22940","22220"
"Leaver Dept.","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","EO","85","[c]","28190","27140"
"Leaver Dept.","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","G6/G7","80","[c]","58230","59120"
"Leaver Dept.","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","SCS level","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","SEO/HEO","260","[c]","39980","40580"
"Leaver Dept.","2023","Ministry of Justice (excl. agencies)","Ministry of Justice","AA/AO","20","[c]","21710","21400"
"Leaver Dept.","2023","Ministry of Justice (excl. agencies)","Ministry of Justice","EO","70","[c]","27780","27170"
"Leaver Dept.","2023","Ministry of Justice (excl. agencies)","Ministry of Justice","G6/G7","85","[c]","59380","57860"
"Leaver Dept.","2023","Ministry of Justice (excl. agencies)","Ministry of Justice","SCS level","15","[c]","87390","89550"
"Leaver Dept.","2023","Ministry of Justice (excl. agencies)","Ministry of Justice","SEO/HEO","285","[c]","38460","37680"
"Leaver Dept.","2023","Ministry of Justice (excl. agencies)","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","National Crime Agency","National Crime Agency","AA/AO","15","[c]","27420","24650"
"Leaver Dept.","2023","National Crime Agency","National Crime Agency","EO","30","[c]","35180","34670"
"Leaver Dept.","2023","National Crime Agency","National Crime Agency","G6/G7","5","[c]","[c]","[c]"
"Leaver Dept.","2023","National Crime Agency","National Crime Agency","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","National Crime Agency","National Crime Agency","SEO/HEO","50","[c]","44080","43590"
"Leaver Dept.","2023","National Infrastructure Commission","HM Treasury","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","National Infrastructure Commission","HM Treasury","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","National Records of Scotland","Scottish Government","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","National Savings and Investments","Chancellor's other departments","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","National Savings and Investments","Chancellor's other departments","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Northern Ireland Office","Northern Ireland Office","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Northern Ireland Office","Northern Ireland Office","G6/G7","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Northern Ireland Office","Northern Ireland Office","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Northern Ireland Office","Northern Ireland Office","SEO/HEO","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Office for Budget Responsibility","HM Treasury","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Office for Budget Responsibility","HM Treasury","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","AA/AO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","G6/G7","10","[c]","65150","61480"
"Leaver Dept.","2023","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","SEO/HEO","20","[c]","37550","36330"
"Leaver Dept.","2023","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","EO","30","[c]","26110","25750"
"Leaver Dept.","2023","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","G6/G7","15","[c]","53200","48330"
"Leaver Dept.","2023","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","SEO/HEO","35","[c]","34510","34000"
"Leaver Dept.","2023","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","SEO/HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Office of Rail and Road","Office of Rail and Road","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Office of Rail and Road","Office of Rail and Road","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Office of Rail and Road","Office of Rail and Road","G6/G7","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Office of Rail and Road","Office of Rail and Road","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Office of Rail and Road","Office of Rail and Road","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Office of the Public Guardian","Ministry of Justice","AA/AO","20","[c]","21540","21780"
"Leaver Dept.","2023","Office of the Public Guardian","Ministry of Justice","EO","20","[c]","25550","25830"
"Leaver Dept.","2023","Office of the Public Guardian","Ministry of Justice","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Office of the Public Guardian","Ministry of Justice","SEO/HEO","10","[c]","35550","37680"
"Leaver Dept.","2023","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Office of the Secretary of State for Scotland","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Office of the Secretary of State for Scotland","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Office of the Secretary of State for Scotland","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Office of the Secretary of State for Scotland","SEO/HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Office of the Secretary of State for Wales","Office of the Secretary of State for Wales","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Office of the Secretary of State for Wales","Office of the Secretary of State for Wales","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Office of the Secretary of State for Wales","Office of the Secretary of State for Wales","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Planning Inspectorate","Department for Levelling Up, Housing and Communities","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Planning Inspectorate","Department for Levelling Up, Housing and Communities","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Planning Inspectorate","Department for Levelling Up, Housing and Communities","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Planning Inspectorate","Department for Levelling Up, Housing and Communities","SEO/HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Queen Elizabeth II Centre","Department for Levelling Up, Housing and Communities","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Registers of Scotland","Scottish Government","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Registers of Scotland","Scottish Government","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Registers of Scotland","Scottish Government","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Registers of Scotland","Scottish Government","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Registers of Scotland","Scottish Government","SEO/HEO","10","[c]","41230","37710"
"Leaver Dept.","2023","Revenue Scotland","Scottish Government","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Revenue Scotland","Scottish Government","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Royal Fleet Auxiliary","Ministry of Defence","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Rural Payments Agency","Department for Environment, Food and Rural Affairs","AA/AO","35","[c]","21810","22150"
"Leaver Dept.","2023","Rural Payments Agency","Department for Environment, Food and Rural Affairs","EO","20","[c]","25540","25920"
"Leaver Dept.","2023","Rural Payments Agency","Department for Environment, Food and Rural Affairs","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Rural Payments Agency","Department for Environment, Food and Rural Affairs","SEO/HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Scottish Courts and Tribunals Service","Scottish Government","AA/AO","15","[c]","23820","25060"
"Leaver Dept.","2023","Scottish Courts and Tribunals Service","Scottish Government","EO","10","[c]","31290","31970"
"Leaver Dept.","2023","Scottish Courts and Tribunals Service","Scottish Government","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Scottish Courts and Tribunals Service","Scottish Government","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Scottish Forestry","Scottish Government","AA/AO","[c]","[c]","[c]","[c]"
