"Status","Year","Ethnicity","Profession_of_post","Responsibility_level_grouped","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Black","Intelligence Analysis","EO","EO","30","30","31190","31310"
"In post","2023","Black","Intelligence Analysis","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2023","Black","Intelligence Analysis","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2023","Black","Intelligence Analysis","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","Intelligence Analysis","SEO/HEO","HEO","15","15","[c]","[c]"
"In post","2023","Black","Intelligence Analysis","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Intelligence Analysis","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","Internal Audit","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2023","Black","Internal Audit","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Internal Audit","EO","EO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Internal Audit","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2023","Black","Internal Audit","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2023","Black","Internal Audit","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","Internal Audit","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Internal Audit","SEO/HEO","SEO","10","10","[c]","[c]"
"In post","2023","Black","International Trade","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2023","Black","International Trade","EO","EO","10","10","[c]","[c]"
"In post","2023","Black","International Trade","G6/G7","G6","5","5","[c]","[c]"
"In post","2023","Black","International Trade","G6/G7","G7","15","15","[c]","[c]"
"In post","2023","Black","International Trade","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","International Trade","SEO/HEO","HEO","20","20","[c]","[c]"
"In post","2023","Black","International Trade","SEO/HEO","SEO","20","20","[c]","[c]"
"In post","2023","Black","Knowledge and Information Management","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2023","Black","Knowledge and Information Management","AA/AO","AO","15","15","[c]","[c]"
"In post","2023","Black","Knowledge and Information Management","EO","EO","30","25","[c]","[c]"
"In post","2023","Black","Knowledge and Information Management","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2023","Black","Knowledge and Information Management","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2023","Black","Knowledge and Information Management","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","Knowledge and Information Management","SEO/HEO","HEO","20","20","[c]","[c]"
"In post","2023","Black","Knowledge and Information Management","SEO/HEO","SEO","10","10","[c]","[c]"
"In post","2023","Black","Knowledge and Information Management","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","Legal","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2023","Black","Legal","AA/AO","AO","5","5","[c]","[c]"
"In post","2023","Black","Legal","EO","EO","85","85","30590","30230"
"In post","2023","Black","Legal","G6/G7","G6","35","35","71810","69790"
"In post","2023","Black","Legal","G6/G7","G7","240","230","57610","55290"
"In post","2023","Black","Legal","SCS level","SCS level","10","10","[c]","[c]"
"In post","2023","Black","Legal","SEO/HEO","HEO","60","60","37290","37540"
"In post","2023","Black","Legal","SEO/HEO","SEO","65","60","43870","43800"
"In post","2023","Black","Legal","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","Medicine","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2023","Black","Medicine","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Medicine","EO","EO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Medicine","G6/G7","G6","5","5","[c]","[c]"
"In post","2023","Black","Medicine","G6/G7","G7","10","10","[c]","[c]"
"In post","2023","Black","Medicine","SCS level","SCS level","15","15","[c]","[c]"
"In post","2023","Black","Medicine","SEO/HEO","HEO","10","10","[c]","[c]"
"In post","2023","Black","Medicine","SEO/HEO","SEO","5","5","[c]","[c]"
"In post","2023","Black","Medicine","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","Operational Delivery","AA/AO","AA","440","410","24200","23500"
"In post","2023","Black","Operational Delivery","AA/AO","AO","3180","2945","26450","25480"
"In post","2023","Black","Operational Delivery","EO","EO","3570","3370","30530","30540"
"In post","2023","Black","Operational Delivery","G6/G7","G6","25","25","[c]","[c]"
"In post","2023","Black","Operational Delivery","G6/G7","G7","135","135","57200","55740"
"In post","2023","Black","Operational Delivery","SCS level","SCS level","10","10","[c]","[c]"
"In post","2023","Black","Operational Delivery","SEO/HEO","HEO","895","870","36360","36000"
"In post","2023","Black","Operational Delivery","SEO/HEO","SEO","330","330","45500","43650"
"In post","2023","Black","Operational Delivery","Unknown","Unknown","1300","1250","31990","29300"
"In post","2023","Black","Operational Research","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2023","Black","Operational Research","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Operational Research","EO","EO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Operational Research","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2023","Black","Operational Research","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2023","Black","Operational Research","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","Operational Research","SEO/HEO","HEO","5","5","[c]","[c]"
"In post","2023","Black","Operational Research","SEO/HEO","SEO","5","5","[c]","[c]"
"In post","2023","Black","Other","AA/AO","AA","15","15","[c]","[c]"
"In post","2023","Black","Other","AA/AO","AO","95","90","22950","21690"
"In post","2023","Black","Other","EO","EO","115","110","30030","29890"
"In post","2023","Black","Other","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2023","Black","Other","G6/G7","G7","5","5","[c]","[c]"
"In post","2023","Black","Other","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","Other","SEO/HEO","HEO","65","65","35750","36180"
"In post","2023","Black","Other","SEO/HEO","SEO","35","35","43100","43210"
"In post","2023","Black","Other","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","Planning","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Planning","EO","EO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Planning","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2023","Black","Planning","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2023","Black","Planning","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","Planning","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Planning","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Planning Inspectors","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Planning Inspectors","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2023","Black","Planning Inspectors","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2023","Black","Planning Inspectors","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","Planning Inspectors","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Planning Inspectors","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Policy","AA/AO","AA","5","5","[c]","[c]"
"In post","2023","Black","Policy","AA/AO","AO","45","40","26020","25480"
"In post","2023","Black","Policy","EO","EO","195","190","30040","29890"
"In post","2023","Black","Policy","G6/G7","G6","50","50","68030","66490"
"In post","2023","Black","Policy","G6/G7","G7","270","265","56410","55350"
"In post","2023","Black","Policy","SCS level","SCS level","30","30","[c]","[c]"
"In post","2023","Black","Policy","SEO/HEO","HEO","340","335","35520","35390"
"In post","2023","Black","Policy","SEO/HEO","SEO","290","290","42190","41550"
"In post","2023","Black","Policy","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","Project Delivery","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2023","Black","Project Delivery","AA/AO","AO","15","15","[c]","[c]"
"In post","2023","Black","Project Delivery","EO","EO","75","70","29800","29890"
"In post","2023","Black","Project Delivery","G6/G7","G6","40","40","69290","68990"
"In post","2023","Black","Project Delivery","G6/G7","G7","135","135","57460","56390"
"In post","2023","Black","Project Delivery","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","Project Delivery","SEO/HEO","HEO","215","215","35500","35410"
"In post","2023","Black","Project Delivery","SEO/HEO","SEO","195","190","42710","43000"
"In post","2023","Black","Project Delivery","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","Property","AA/AO","AA","5","5","[c]","[c]"
"In post","2023","Black","Property","AA/AO","AO","15","15","[c]","[c]"
"In post","2023","Black","Property","EO","EO","35","35","30090","30490"
"In post","2023","Black","Property","G6/G7","G6","5","5","[c]","[c]"
"In post","2023","Black","Property","G6/G7","G7","10","10","[c]","[c]"
"In post","2023","Black","Property","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","Property","SEO/HEO","HEO","40","40","35690","35790"
"In post","2023","Black","Property","SEO/HEO","SEO","40","40","45280","44230"
"In post","2023","Black","Property","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","Psychology","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2023","Black","Psychology","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Psychology","EO","EO","5","5","[c]","[c]"
"In post","2023","Black","Psychology","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2023","Black","Psychology","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2023","Black","Psychology","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","Psychology","SEO/HEO","HEO","10","10","[c]","[c]"
"In post","2023","Black","Psychology","SEO/HEO","SEO","5","5","[c]","[c]"
"In post","2023","Black","Psychology","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","Science and Engineering","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2023","Black","Science and Engineering","AA/AO","AO","20","20","[c]","[c]"
"In post","2023","Black","Science and Engineering","EO","EO","35","30","27920","27690"
"In post","2023","Black","Science and Engineering","G6/G7","G6","5","5","[c]","[c]"
"In post","2023","Black","Science and Engineering","G6/G7","G7","30","30","53790","54270"
"In post","2023","Black","Science and Engineering","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","Science and Engineering","SEO/HEO","HEO","60","60","34000","33710"
"In post","2023","Black","Science and Engineering","SEO/HEO","SEO","65","65","43480","42620"
"In post","2023","Black","Science and Engineering","Unknown","Unknown","5","5","[c]","[c]"
"In post","2023","Black","Security","AA/AO","AA","45","45","23850","24380"
"In post","2023","Black","Security","AA/AO","AO","25","25","[c]","[c]"
"In post","2023","Black","Security","EO","EO","20","20","[c]","[c]"
"In post","2023","Black","Security","G6/G7","G6","5","5","[c]","[c]"
"In post","2023","Black","Security","G6/G7","G7","10","10","[c]","[c]"
"In post","2023","Black","Security","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","Security","SEO/HEO","HEO","25","25","[c]","[c]"
"In post","2023","Black","Security","SEO/HEO","SEO","25","25","[c]","[c]"
"In post","2023","Black","Security","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","Social Research","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Social Research","EO","EO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Social Research","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2023","Black","Social Research","G6/G7","G7","5","5","[c]","[c]"
"In post","2023","Black","Social Research","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","Social Research","SEO/HEO","HEO","15","15","[c]","[c]"
"In post","2023","Black","Social Research","SEO/HEO","SEO","10","10","[c]","[c]"
"In post","2023","Black","Statistics","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2023","Black","Statistics","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Statistics","EO","EO","15","15","[c]","[c]"
"In post","2023","Black","Statistics","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2023","Black","Statistics","G6/G7","G7","10","10","[c]","[c]"
"In post","2023","Black","Statistics","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","Statistics","SEO/HEO","HEO","20","20","[c]","[c]"
"In post","2023","Black","Statistics","SEO/HEO","SEO","25","25","[c]","[c]"
"In post","2023","Black","Tax","AA/AO","AO","70","65","22910","22520"
"In post","2023","Black","Tax","EO","EO","185","180","30060","28130"
"In post","2023","Black","Tax","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2023","Black","Tax","G6/G7","G7","30","30","[c]","[c]"
"In post","2023","Black","Tax","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","Tax","SEO/HEO","HEO","205","205","37750","39450"
"In post","2023","Black","Tax","SEO/HEO","SEO","60","60","44820","45560"
"In post","2023","Black","Unknown","AA/AO","AA","10","10","[c]","[c]"
"In post","2023","Black","Unknown","AA/AO","AO","55","55","23900","22520"
"In post","2023","Black","Unknown","EO","EO","155","155","29510","29100"
"In post","2023","Black","Unknown","G6/G7","G6","25","25","[c]","[c]"
"In post","2023","Black","Unknown","G6/G7","G7","80","80","57770","56330"
"In post","2023","Black","Unknown","SCS level","SCS level","10","10","[c]","[c]"
"In post","2023","Black","Unknown","SEO/HEO","HEO","180","180","35620","35000"
"In post","2023","Black","Unknown","SEO/HEO","SEO","115","110","43240","42510"
"In post","2023","Black","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","Veterinarian","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Veterinarian","EO","EO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Veterinarian","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2023","Black","Veterinarian","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2023","Black","Veterinarian","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","Veterinarian","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Veterinarian","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Commercial","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Commercial","AA/AO","AO","10","5","[c]","[c]"
"In post","2023","Mixed","Commercial","EO","EO","20","20","[c]","[c]"
"In post","2023","Mixed","Commercial","G6/G7","G6","15","15","[c]","[c]"
"In post","2023","Mixed","Commercial","G6/G7","G7","25","20","[c]","[c]"
"In post","2023","Mixed","Commercial","SCS level","SCS level","5","5","[c]","[c]"
"In post","2023","Mixed","Commercial","SEO/HEO","HEO","35","35","33240","33830"
"In post","2023","Mixed","Commercial","SEO/HEO","SEO","35","35","42430","42620"
"In post","2023","Mixed","Commercial","Unknown","Unknown","5","5","[c]","[c]"
"In post","2023","Mixed","Communications","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Communications","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Communications","EO","EO","15","15","[c]","[c]"
"In post","2023","Mixed","Communications","G6/G7","G6","10","10","[c]","[c]"
"In post","2023","Mixed","Communications","G6/G7","G7","20","20","[c]","[c]"
"In post","2023","Mixed","Communications","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Communications","SEO/HEO","HEO","30","25","[c]","[c]"
"In post","2023","Mixed","Communications","SEO/HEO","SEO","30","30","[c]","[c]"
"In post","2023","Mixed","Communications","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Corporate Finance","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Corporate Finance","EO","EO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Corporate Finance","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Corporate Finance","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Corporate Finance","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Corporate Finance","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Corporate Finance","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Counter Fraud","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Counter Fraud","AA/AO","AO","35","30","24310","25610"
"In post","2023","Mixed","Counter Fraud","EO","EO","105","100","29710","28120"
