"Status","Year","Ethnicity","Organisation","Region_london","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2023","Mixed","Defence Electronics and Components Agency","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Defence Electronics and Components Agency","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Defence Electronics and Components Agency","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Defence Equipment and Support","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Defence Equipment and Support","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Defence Equipment and Support","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Defence Equipment and Support","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Defence Equipment and Support","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Defence Equipment and Support","Overseas","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Defence Equipment and Support","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Defence Equipment and Support","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Defence Science and Technology Laboratory","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Defence Science and Technology Laboratory","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Defence Science and Technology Laboratory","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Defence Science and Technology Laboratory","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Department for Business, Energy and Industrial Strategy (excl. agencies)","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Department for Business, Energy and Industrial Strategy (excl. agencies)","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Department for Business, Energy and Industrial Strategy (excl. agencies)","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Department for Business, Energy and Industrial Strategy (excl. agencies)","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Department for Digital, Culture, Media and Sport (excl. agencies)","London","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Department for Digital, Culture, Media and Sport (excl. agencies)","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Department for Digital, Culture, Media and Sport (excl. agencies)","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Department for Digital, Culture, Media and Sport (excl. agencies)","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Department for Education (excl. agencies)","London","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Department for Education (excl. agencies)","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Department for Education (excl. agencies)","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Department for Education (excl. agencies)","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Department for Education (excl. agencies)","Outside London","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Department for Education (excl. agencies)","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Department for Education (excl. agencies)","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Department for Education (excl. agencies)","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Department for Environment, Food and Rural Affairs (excl. agencies)","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Department for Environment, Food and Rural Affairs (excl. agencies)","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Department for Environment, Food and Rural Affairs (excl. agencies)","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Department for Environment, Food and Rural Affairs (excl. agencies)","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Department for Environment, Food and Rural Affairs (excl. agencies)","Outside London","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Department for Environment, Food and Rural Affairs (excl. agencies)","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Department for Environment, Food and Rural Affairs (excl. agencies)","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Department for Environment, Food and Rural Affairs (excl. agencies)","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Department for International Trade","London","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Department for International Trade","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Department for International Trade","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Department for International Trade","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Department for International Trade","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Department for International Trade","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Department for International Trade","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Department for International Trade","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Department for International Trade","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Department for International Trade","Overseas","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Department for International Trade","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Department for International Trade","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Department for Levelling Up, Housing and Communities (excl. agencies)","London","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Department for Levelling Up, Housing and Communities (excl. agencies)","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Department for Levelling Up, Housing and Communities (excl. agencies)","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Department for Levelling Up, Housing and Communities (excl. agencies)","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Department for Levelling Up, Housing and Communities (excl. agencies)","Outside London","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Department for Levelling Up, Housing and Communities (excl. agencies)","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Department for Levelling Up, Housing and Communities (excl. agencies)","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Department for Levelling Up, Housing and Communities (excl. agencies)","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Department for Transport (excl. agencies)","London","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Department for Transport (excl. agencies)","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Department for Transport (excl. agencies)","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Department for Transport (excl. agencies)","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Department for Transport (excl. agencies)","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Department for Transport (excl. agencies)","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Department for Transport (excl. agencies)","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Department for Transport (excl. agencies)","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Department for Work and Pensions (excl. agencies)","London","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Department for Work and Pensions (excl. agencies)","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Department for Work and Pensions (excl. agencies)","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Department for Work and Pensions (excl. agencies)","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Department for Work and Pensions (excl. agencies)","Outside London","Heterosexual / straight","45","[c]","29180","28120"
"Leaver Dept.","2023","Mixed","Department for Work and Pensions (excl. agencies)","Outside London","LGBO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Department for Work and Pensions (excl. agencies)","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Department for Work and Pensions (excl. agencies)","Outside London","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Department for Work and Pensions (excl. agencies)","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Department for Work and Pensions (excl. agencies)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Department for Work and Pensions (excl. agencies)","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Department for Work and Pensions (excl. agencies)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Department of Health and Social Care (excl. agencies)","London","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Department of Health and Social Care (excl. agencies)","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Department of Health and Social Care (excl. agencies)","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Department of Health and Social Care (excl. agencies)","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Department of Health and Social Care (excl. agencies)","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Department of Health and Social Care (excl. agencies)","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Department of Health and Social Care (excl. agencies)","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Department of Health and Social Care (excl. agencies)","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Department of Health and Social Care (excl. agencies)","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Department of Health and Social Care (excl. agencies)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Department of Health and Social Care (excl. agencies)","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Department of Health and Social Care (excl. agencies)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Disclosure Scotland","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Disclosure Scotland","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Disclosure Scotland","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Disclosure Scotland","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Driver and Vehicle Licensing Agency","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Driver and Vehicle Licensing Agency","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Driver and Vehicle Licensing Agency","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Driver and Vehicle Licensing Agency","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Driver and Vehicle Standards Agency","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Driver and Vehicle Standards Agency","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Driver and Vehicle Standards Agency","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Driver and Vehicle Standards Agency","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Driver and Vehicle Standards Agency","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Driver and Vehicle Standards Agency","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Driver and Vehicle Standards Agency","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Driver and Vehicle Standards Agency","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Education Scotland","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Education Scotland","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Education Scotland","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Education Scotland","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Education and Skills Funding Agency","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Education and Skills Funding Agency","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Education and Skills Funding Agency","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Education and Skills Funding Agency","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Education and Skills Funding Agency","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Education and Skills Funding Agency","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Education and Skills Funding Agency","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Education and Skills Funding Agency","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Estyn","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Estyn","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Estyn","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Estyn","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","FCDO Services","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","FCDO Services","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","FCDO Services","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","FCDO Services","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","FCDO Services","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","FCDO Services","Overseas","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","FCDO Services","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","FCDO Services","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Food Standards Agency","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Food Standards Agency","London","LGBO","[c]","[c]","[c]","[c]"
