"Status","Year","Ethnicity","Organisation","Region_london","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Mixed","Crown Commercial Service","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Crown Commercial Service","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Crown Commercial Service","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Crown Office and Procurator Fiscal Service","Outside London","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Mixed","Crown Office and Procurator Fiscal Service","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Crown Office and Procurator Fiscal Service","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Crown Office and Procurator Fiscal Service","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Crown Prosecution Service","London","Heterosexual / straight","75","70","41770","32980"
"In post","2023","Mixed","Crown Prosecution Service","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Crown Prosecution Service","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Crown Prosecution Service","London","Unknown","5","5","[c]","[c]"
"In post","2023","Mixed","Crown Prosecution Service","Outside London","Heterosexual / straight","115","105","41230","38940"
"In post","2023","Mixed","Crown Prosecution Service","Outside London","LGBO","10","10","[c]","[c]"
"In post","2023","Mixed","Crown Prosecution Service","Outside London","Undeclared","5","5","[c]","[c]"
"In post","2023","Mixed","Crown Prosecution Service","Outside London","Unknown","10","10","[c]","[c]"
"In post","2023","Mixed","Crown Prosecution Service","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Crown Prosecution Service","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Crown Prosecution Service","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Crown Prosecution Service","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Defence Electronics and Components Agency","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Defence Electronics and Components Agency","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Defence Electronics and Components Agency","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Defence Electronics and Components Agency","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Defence Equipment and Support","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Defence Equipment and Support","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Defence Equipment and Support","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Defence Equipment and Support","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Defence Equipment and Support","Outside London","Heterosexual / straight","130","125","37100","32640"
"In post","2023","Mixed","Defence Equipment and Support","Outside London","LGBO","10","10","[c]","[c]"
"In post","2023","Mixed","Defence Equipment and Support","Outside London","Undeclared","5","5","[c]","[c]"
"In post","2023","Mixed","Defence Equipment and Support","Outside London","Unknown","5","5","[c]","[c]"
"In post","2023","Mixed","Defence Equipment and Support","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Defence Equipment and Support","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Defence Equipment and Support","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Defence Equipment and Support","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Defence Science and Technology Laboratory","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Defence Science and Technology Laboratory","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Defence Science and Technology Laboratory","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Defence Science and Technology Laboratory","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Defence Science and Technology Laboratory","Outside London","Heterosexual / straight","65","60","40140","39890"
"In post","2023","Mixed","Defence Science and Technology Laboratory","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Defence Science and Technology Laboratory","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Defence Science and Technology Laboratory","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","Heterosexual / straight","170","165","49810","54710"
"In post","2023","Mixed","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","LGBO","30","30","[c]","[c]"
"In post","2023","Mixed","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","Undeclared","20","20","[c]","[c]"
"In post","2023","Mixed","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Department for Business, Energy and Industrial Strategy (excl. agencies)","Outside London","Heterosexual / straight","30","25","[c]","[c]"
"In post","2023","Mixed","Department for Business, Energy and Industrial Strategy (excl. agencies)","Outside London","LGBO","10","10","[c]","[c]"
"In post","2023","Mixed","Department for Business, Energy and Industrial Strategy (excl. agencies)","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Department for Business, Energy and Industrial Strategy (excl. agencies)","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Department for Digital, Culture, Media and Sport (excl. agencies)","London","Heterosexual / straight","50","50","46400","41450"
"In post","2023","Mixed","Department for Digital, Culture, Media and Sport (excl. agencies)","London","LGBO","10","10","[c]","[c]"
"In post","2023","Mixed","Department for Digital, Culture, Media and Sport (excl. agencies)","London","Undeclared","5","5","[c]","[c]"
"In post","2023","Mixed","Department for Digital, Culture, Media and Sport (excl. agencies)","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Department for Digital, Culture, Media and Sport (excl. agencies)","Outside London","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Mixed","Department for Digital, Culture, Media and Sport (excl. agencies)","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Department for Digital, Culture, Media and Sport (excl. agencies)","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Department for Digital, Culture, Media and Sport (excl. agencies)","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Department for Education (excl. agencies)","London","Heterosexual / straight","70","70","50380","55020"
"In post","2023","Mixed","Department for Education (excl. agencies)","London","LGBO","5","5","[c]","[c]"
"In post","2023","Mixed","Department for Education (excl. agencies)","London","Undeclared","5","5","[c]","[c]"
"In post","2023","Mixed","Department for Education (excl. agencies)","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Department for Education (excl. agencies)","Outside London","Heterosexual / straight","80","75","40000","37590"
"In post","2023","Mixed","Department for Education (excl. agencies)","Outside London","LGBO","10","10","[c]","[c]"
"In post","2023","Mixed","Department for Education (excl. agencies)","Outside London","Undeclared","10","10","[c]","[c]"
"In post","2023","Mixed","Department for Education (excl. agencies)","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Department for Environment, Food and Rural Affairs (excl. agencies)","London","Heterosexual / straight","65","65","43480","40260"
"In post","2023","Mixed","Department for Environment, Food and Rural Affairs (excl. agencies)","London","LGBO","15","15","[c]","[c]"
"In post","2023","Mixed","Department for Environment, Food and Rural Affairs (excl. agencies)","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Department for Environment, Food and Rural Affairs (excl. agencies)","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Department for Environment, Food and Rural Affairs (excl. agencies)","Outside London","Heterosexual / straight","65","60","42730","37710"
"In post","2023","Mixed","Department for Environment, Food and Rural Affairs (excl. agencies)","Outside London","LGBO","10","10","[c]","[c]"
"In post","2023","Mixed","Department for Environment, Food and Rural Affairs (excl. agencies)","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Department for Environment, Food and Rural Affairs (excl. agencies)","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Department for Environment, Food and Rural Affairs (excl. agencies)","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Department for Environment, Food and Rural Affairs (excl. agencies)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Department for Environment, Food and Rural Affairs (excl. agencies)","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Department for Environment, Food and Rural Affairs (excl. agencies)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Department for International Trade","London","Heterosexual / straight","70","70","48710","42340"
"In post","2023","Mixed","Department for International Trade","London","LGBO","15","15","[c]","[c]"
"In post","2023","Mixed","Department for International Trade","London","Undeclared","5","5","[c]","[c]"
"In post","2023","Mixed","Department for International Trade","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Department for International Trade","Outside London","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Mixed","Department for International Trade","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Department for International Trade","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Department for International Trade","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Department for International Trade","Overseas","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Mixed","Department for International Trade","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Department for International Trade","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Department for International Trade","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Department for Levelling Up, Housing and Communities (excl. agencies)","London","Heterosexual / straight","50","50","48290","54630"
"In post","2023","Mixed","Department for Levelling Up, Housing and Communities (excl. agencies)","London","LGBO","5","5","[c]","[c]"
"In post","2023","Mixed","Department for Levelling Up, Housing and Communities (excl. agencies)","London","Undeclared","5","5","[c]","[c]"
"In post","2023","Mixed","Department for Levelling Up, Housing and Communities (excl. agencies)","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Department for Levelling Up, Housing and Communities (excl. agencies)","Outside London","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","Mixed","Department for Levelling Up, Housing and Communities (excl. agencies)","Outside London","LGBO","5","5","[c]","[c]"
"In post","2023","Mixed","Department for Levelling Up, Housing and Communities (excl. agencies)","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Department for Levelling Up, Housing and Communities (excl. agencies)","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Department for Transport (excl. agencies)","London","Heterosexual / straight","85","85","48010","43750"
"In post","2023","Mixed","Department for Transport (excl. agencies)","London","LGBO","10","10","[c]","[c]"
"In post","2023","Mixed","Department for Transport (excl. agencies)","London","Undeclared","10","10","[c]","[c]"
"In post","2023","Mixed","Department for Transport (excl. agencies)","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Department for Transport (excl. agencies)","Outside London","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Mixed","Department for Transport (excl. agencies)","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Department for Transport (excl. agencies)","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Department for Transport (excl. agencies)","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Department for Transport (excl. agencies)","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Department for Transport (excl. agencies)","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Department for Transport (excl. agencies)","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Department for Transport (excl. agencies)","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Department for Work and Pensions (excl. agencies)","London","Heterosexual / straight","280","265","34370","32520"
"In post","2023","Mixed","Department for Work and Pensions (excl. agencies)","London","LGBO","30","30","37790","32520"
"In post","2023","Mixed","Department for Work and Pensions (excl. agencies)","London","Undeclared","30","25","[c]","[c]"
"In post","2023","Mixed","Department for Work and Pensions (excl. agencies)","London","Unknown","20","20","[c]","[c]"
"In post","2023","Mixed","Department for Work and Pensions (excl. agencies)","Outside London","Heterosexual / straight","870","800","28020","28120"
"In post","2023","Mixed","Department for Work and Pensions (excl. agencies)","Outside London","LGBO","110","110","29810","28120"
"In post","2023","Mixed","Department for Work and Pensions (excl. agencies)","Outside London","Undeclared","95","85","27080","28120"
"In post","2023","Mixed","Department for Work and Pensions (excl. agencies)","Outside London","Unknown","90","80","26840","28120"
"In post","2023","Mixed","Department for Work and Pensions (excl. agencies)","Unknown","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Mixed","Department for Work and Pensions (excl. agencies)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Department for Work and Pensions (excl. agencies)","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Department for Work and Pensions (excl. agencies)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Department of Health and Social Care (excl. agencies)","London","Heterosexual / straight","50","50","49840","46000"
"In post","2023","Mixed","Department of Health and Social Care (excl. agencies)","London","LGBO","15","10","[c]","[c]"
"In post","2023","Mixed","Department of Health and Social Care (excl. agencies)","London","Undeclared","10","10","[c]","[c]"
"In post","2023","Mixed","Department of Health and Social Care (excl. agencies)","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Department of Health and Social Care (excl. agencies)","Outside London","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","Mixed","Department of Health and Social Care (excl. agencies)","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Department of Health and Social Care (excl. agencies)","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Department of Health and Social Care (excl. agencies)","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Department of Health and Social Care (excl. agencies)","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Department of Health and Social Care (excl. agencies)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Department of Health and Social Care (excl. agencies)","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Department of Health and Social Care (excl. agencies)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Disclosure Scotland","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Disclosure Scotland","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Disclosure Scotland","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Disclosure Scotland","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Driver and Vehicle Licensing Agency","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Driver and Vehicle Licensing Agency","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Driver and Vehicle Licensing Agency","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Driver and Vehicle Licensing Agency","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Driver and Vehicle Licensing Agency","Outside London","Heterosexual / straight","40","40","26260","22500"
"In post","2023","Mixed","Driver and Vehicle Licensing Agency","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Driver and Vehicle Licensing Agency","Outside London","Undeclared","10","5","[c]","[c]"
"In post","2023","Mixed","Driver and Vehicle Licensing Agency","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Driver and Vehicle Standards Agency","London","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Mixed","Driver and Vehicle Standards Agency","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Driver and Vehicle Standards Agency","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Driver and Vehicle Standards Agency","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Driver and Vehicle Standards Agency","Outside London","Heterosexual / straight","30","30","30590","27470"
"In post","2023","Mixed","Driver and Vehicle Standards Agency","Outside London","LGBO","5","5","[c]","[c]"
"In post","2023","Mixed","Driver and Vehicle Standards Agency","Outside London","Undeclared","5","5","[c]","[c]"
"In post","2023","Mixed","Driver and Vehicle Standards Agency","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Education Scotland","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Education Scotland","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Education Scotland","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Education Scotland","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Education and Skills Funding Agency","London","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Mixed","Education and Skills Funding Agency","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Education and Skills Funding Agency","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Education and Skills Funding Agency","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Education and Skills Funding Agency","Outside London","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Mixed","Education and Skills Funding Agency","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Education and Skills Funding Agency","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Education and Skills Funding Agency","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Estyn","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Estyn","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Estyn","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Estyn","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","FCDO Services","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","FCDO Services","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","FCDO Services","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","FCDO Services","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","FCDO Services","Outside London","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Mixed","FCDO Services","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","FCDO Services","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","FCDO Services","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","FCDO Services","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","FCDO Services","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","FCDO Services","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","FCDO Services","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Food Standards Agency","London","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Mixed","Food Standards Agency","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Food Standards Agency","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Food Standards Agency","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Food Standards Agency","Outside London","Heterosexual / straight","25","25","[c]","[c]"
"In post","2023","Mixed","Food Standards Agency","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Food Standards Agency","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Food Standards Agency","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Food Standards Agency","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Food Standards Agency","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Food Standards Agency","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Food Standards Agency","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Food Standards Scotland","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Food Standards Scotland","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Food Standards Scotland","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Food Standards Scotland","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Foreign, Commonwealth and Development Office (excl. agencies)","London","Heterosexual / straight","110","110","50610","48450"
"In post","2023","Mixed","Foreign, Commonwealth and Development Office (excl. agencies)","London","LGBO","15","15","[c]","[c]"
"In post","2023","Mixed","Foreign, Commonwealth and Development Office (excl. agencies)","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Foreign, Commonwealth and Development Office (excl. agencies)","London","Unknown","30","30","[c]","[c]"
"In post","2023","Mixed","Foreign, Commonwealth and Development Office (excl. agencies)","Outside London","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Mixed","Foreign, Commonwealth and Development Office (excl. agencies)","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Foreign, Commonwealth and Development Office (excl. agencies)","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Foreign, Commonwealth and Development Office (excl. agencies)","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Foreign, Commonwealth and Development Office (excl. agencies)","Overseas","Heterosexual / straight","75","75","48630","45690"
"In post","2023","Mixed","Foreign, Commonwealth and Development Office (excl. agencies)","Overseas","LGBO","10","10","[c]","[c]"
"In post","2023","Mixed","Foreign, Commonwealth and Development Office (excl. agencies)","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Foreign, Commonwealth and Development Office (excl. agencies)","Overseas","Unknown","10","10","[c]","[c]"
"In post","2023","Mixed","Forestry and Land Scotland","Outside London","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Mixed","Forestry and Land Scotland","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Forestry and Land Scotland","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Forestry and Land Scotland","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Government Actuary's Department","London","Heterosexual / straight","10","5","[c]","[c]"
"In post","2023","Mixed","Government Actuary's Department","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Government Actuary's Department","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Government Actuary's Department","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Government Actuary's Department","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Government Actuary's Department","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Government Actuary's Department","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Government Actuary's Department","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Government Commercial Organisation","London","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Mixed","Government Commercial Organisation","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Government Commercial Organisation","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Government Commercial Organisation","London","Unknown","5","5","[c]","[c]"
"In post","2023","Mixed","Government Commercial Organisation","Outside London","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Mixed","Government Commercial Organisation","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Government Commercial Organisation","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Government Commercial Organisation","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Government Commercial Organisation","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Government Commercial Organisation","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Government Commercial Organisation","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Government Commercial Organisation","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Government Internal Audit Agency","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Government Internal Audit Agency","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Government Internal Audit Agency","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Government Internal Audit Agency","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Government Internal Audit Agency","Outside London","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Mixed","Government Internal Audit Agency","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Government Internal Audit Agency","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Government Internal Audit Agency","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Government Internal Audit Agency","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Government Internal Audit Agency","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Government Internal Audit Agency","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Government Internal Audit Agency","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Government Legal Department","London","Heterosexual / straight","65","60","58020","53390"
"In post","2023","Mixed","Government Legal Department","London","LGBO","10","10","[c]","[c]"
"In post","2023","Mixed","Government Legal Department","London","Undeclared","5","5","[c]","[c]"
"In post","2023","Mixed","Government Legal Department","London","Unknown","10","10","[c]","[c]"
"In post","2023","Mixed","Government Legal Department","Outside London","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Mixed","Government Legal Department","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Government Legal Department","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Government Legal Department","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Government Property Agency","London","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Mixed","Government Property Agency","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Government Property Agency","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Government Property Agency","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Government Property Agency","Outside London","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Mixed","Government Property Agency","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Government Property Agency","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Government Property Agency","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","HM Courts and Tribunals Service","London","Heterosexual / straight","100","95","32140","29660"
"In post","2023","Mixed","HM Courts and Tribunals Service","London","LGBO","10","10","[c]","[c]"
